,Cerebellum_Crus1_R,Frontal_Inf_Tri_L,Cuneus_R,Fusiform_R,Hippocampus_R,Amygdala_R,Precuneus_L,Frontal_Sup_Medial_L,Red_N_L,Frontal_Mid_2_R,Cingulate_Post_R,Caudate_L,Heschl_R,OFCant_R,OFClat_L,Calcarine_R,Supp_Motor_Area_R,Cerebellum_10_R,Cerebellum_3_R,ACC_sup_L,Paracentral_Lobule_L,Temporal_Sup_R,Cerebellum_Crus2_R,Occipital_Inf_L,Olfactory_R,Vermis_10,Temporal_Pole_Mid_L,Putamen_L,Thal_MDm_L,Thal_LP_L,Calcarine_L,OFClat_R,Cerebellum_10_L,VTA_R,Paracentral_Lobule_R,Parietal_Inf_L,Vermis_9,Frontal_Inf_Orb_2_R,Postcentral_R,Fusiform_L,Thal_LP_R,Thal_VA_R,Occipital_Mid_R,Lingual_L,Vermis_6,Thal_AV_L,Frontal_Med_Orb_R,Temporal_Mid_R,Frontal_Med_Orb_L,Temporal_Mid_L,Cerebellum_7b_L,Cerebellum_8_R,Frontal_Mid_2_L,Frontal_Inf_Orb_2_L,SupraMarginal_L,Cerebellum_9_R,Lingual_R,Frontal_Inf_Oper_L,Thal_LGN_L,Thal_PuL_L,Occipital_Mid_L,Vermis_8,Cingulate_Mid_L,Temporal_Inf_R,Cingulate_Mid_R
Cerebellum_Crus1_R,1.0,0.4936389350970523,-0.3493480357828719,0.45746436541984964,0.11119743727268752,-0.018727130222067512,-0.5018519425263888,0.18158106609875904,0.20239241033257285,0.007055912923622702,0.1884991783768296,0.10200598793856959,-0.03748841377487362,-0.2857434452425379,-0.3089994935018372,0.3262457741948424,0.01499221021002584,0.27145192554641534,0.36997833003564423,0.30473249738857494,-0.4162452733771688,0.15735804484403726,0.8555550150154214,0.7928529815703383,0.24178883087573724,0.5136718785495704,0.670965316637078,0.15723034244808082,0.0857357735427178,-0.1783218905992513,0.40420568043345256,-0.20143190309990708,0.23980570717392427,0.16151416968774207,-0.21902916610958958,-0.6130399598579676,0.6340845336125293,0.193595874489522,-0.15213282110877518,0.6481962568365983,0.24457564962599782,-0.03486536736507882,0.8204015731833127,0.7231689555577222,0.6737356672822005,-0.005303314769891441,-0.3168107226659119,0.38588007502215826,-0.43626437813028085,0.46345522549246915,0.474894684016366,0.9045678808575592,0.38135298898113834,0.036423986609147835,-0.2549202607247491,0.8403310392270072,0.5397912162969372,0.3338376064971301,-0.21787331320130707,-0.02101441242915505,-0.350392803095659,0.547112545780048,0.06325894873413937,0.7208688813931448,0.047733597978576965
Frontal_Inf_Tri_L,0.4936389350970523,1.0,-0.0338046574323531,0.4728636218113159,0.43666595974280764,0.4360805645702584,-0.13698323008399,0.7018908908098445,0.380868657979924,0.5970634083525023,0.4794213443985709,0.5689184823586682,0.4406527540444706,0.265071526986238,0.09065124019873018,0.3850787022457954,0.34605654943777414,0.4910015981486131,0.3502585594686763,0.6506796465608201,-0.04820702798404207,0.5434752014044643,0.4690640625183649,0.41316758943000303,0.44979685907874495,0.5984985162704431,0.31703353291796355,0.5979561581298455,0.2771090915562818,0.18500154566772434,0.4137507282753031,0.38606011766122406,0.5047258933564956,0.34308319212293353,0.023619407917632174,-0.2785591431377181,0.5055897975823116,0.5343405888921469,0.19870492967874362,0.600639791769346,0.4246985744682585,0.39167399752941456,0.45253198262279537,0.4911850769902322,0.35609925452341523,0.2639497493552522,-0.034665855325789786,0.5218955226859632,-0.23751779058154188,0.5818376666810018,0.3841643365715918,0.5404708225054048,0.8217420925083074,0.5539797789395507,0.12224360539342469,0.5943055723121742,0.44909652421479596,0.8511253402208365,0.3308596419906072,0.3251984634303514,-0.16004787457990013,0.31126490939718493,0.48847241182889445,0.5481833218177735,0.45351849494694574
Cuneus_R,-0.3493480357828719,-0.0338046574323531,1.0,0.030004907328532282,0.07910273251658334,0.10690269221764219,0.7714033733259905,0.264751199157414,0.1169705736010903,0.5157404142620788,0.29614941002602085,0.10202343097693396,0.2710449581272011,0.07551318025222278,0.11488132442762458,0.38493311045175777,0.3564031001731089,-0.14579436275951807,0.059823782842239305,0.1806842173248442,0.698120120976029,0.31342893954469214,-0.2765697134634692,-0.2055152411490447,0.040782173993328744,-0.03626390027587248,-0.2027469409407879,0.15387899116068343,0.32472006312174095,0.4877452677228352,0.36561112497473164,0.11479174998530939,-0.044550741265749164,0.06407195770387754,0.44942607350896413,0.591350923608253,-0.034947556495509326,-0.04324937890327277,0.5805621072799596,-0.028405203046483658,-0.02407960292766222,0.3535685655146728,-0.28051370425619593,0.04810865319777,-0.12305367415270942,0.3454732082955141,0.06425834584960474,0.3134754564754672,0.14823205271398457,0.2250975983289941,-0.13387756231117137,-0.2988870201047104,-0.016153803095526137,0.14782280893885952,0.626515683922416,-0.31201077351201806,0.21836909859298334,-0.00712815785289669,0.28204997874483423,0.10031028870397843,0.7232490836797147,0.03525582150490516,0.33694681254811604,-0.13114940592023558,0.45326028163430376
Fusiform_R,0.45746436541984964,0.4728636218113159,0.030004907328532282,1.0,0.7480401013265415,0.4411186978108068,0.03362462913776955,0.460216974153222,0.5697523258350803,0.3399759315706501,0.37809489514768296,0.6355584540670808,0.3316976383827524,-0.004331798939803386,-0.05055874415402714,0.36877430239275333,0.108769428480276,0.5584268167298346,0.35696412440308833,0.32645244376056365,-0.13607295779163334,0.6442840560664925,0.36729768580452915,0.372246969190362,0.5921113660982581,0.5393326477238314,0.344560477239806,0.6672660488423252,0.5468116915625693,0.3190085908242527,0.479183331757109,0.2726761851491822,0.5188749935033169,0.25726498505376383,-0.17146541696286194,-0.1901726738952738,0.600407357285708,0.44685469055292404,0.1218927723780947,0.8144563407638776,0.30471929216638394,0.4362278251139019,0.34025949707289926,0.6031733852562997,0.5754132996696749,0.4059505474255384,0.21479379996376166,0.5976127362981822,0.143196868582552,0.5096450091143663,0.43726177749753753,0.46442616478506066,0.25926228115027433,0.40845393228430016,-0.028074163329617423,0.5656116412759585,0.6615801186800204,0.43682957992346916,0.46860628381471897,0.39089431557058185,0.1323135513965876,0.35106378077596445,0.2835753909227762,0.7169327637228449,0.2907966363979191
Hippocampus_R,0.11119743727268752,0.43666595974280764,0.07910273251658334,0.7480401013265415,1.0,0.6110237162323722,0.10202719683617248,0.40825544958116033,0.6977143248202459,0.3728915615278551,0.23369045997170548,0.6486929196917042,0.461687851221964,0.23645014125351038,0.15954924294083295,0.21451668649487426,0.04222807858737824,0.4951149790282643,0.24978736737451526,0.36189747865906075,0.02109607652084417,0.7462435326124442,0.1521593503898362,0.007447819507926958,0.5532990548673629,0.4261587466550843,-0.03503381149857076,0.7533700501844177,0.5875211258084779,0.3292800755708296,0.21606165040485317,0.4550800082058087,0.4831775038351765,0.19503616263271012,-0.11058254080727802,-0.027186725216174767,0.3020100275102545,0.4151777447060276,0.12668532102494365,0.5128826139266257,0.4389266027528829,0.6111458302839834,-0.01831601275342167,0.2709416551661606,0.24973693592387852,0.5629145191480525,0.32562262917948126,0.49526607518382715,0.21287823254477478,0.27525489377734286,0.2449038341110003,0.11628399440747815,0.17648527305810793,0.4422257117516543,0.02230116107610341,0.2800521220743871,0.3142634837406502,0.40329092685683743,0.7579562106847292,0.4985600785721039,0.07144258611989793,0.15919476349839068,0.2472995537431328,0.5214272618692629,0.19276004724562984
Amygdala_R,-0.018727130222067512,0.4360805645702584,0.10690269221764219,0.4411186978108068,0.6110237162323722,1.0,0.16537756501090176,0.45920391012106804,0.48104552911748855,0.42651821725779054,0.4670634344523779,0.46646443685622635,0.6495805053221458,0.5871193275575713,0.458567914724016,0.412596795428956,0.5062682251669128,0.2382434361235467,0.3221175743352482,0.4031500892859872,0.17605542692612555,0.5329201400769883,0.12611996437136455,-0.07777199374076917,0.29934307811290406,0.242012756320419,-0.28875659143241883,0.5624644587481699,0.12491428643868958,0.20447660067386164,0.33320449836799465,0.626799676556935,0.26017472377942746,0.5691004325137866,0.03569482736382688,-0.04333177284723543,0.10218766246036506,0.27325889151217936,0.3152841834015103,0.3681417103807971,0.23146167670421822,0.32910477534709887,-0.16801224066736206,0.17971854019974906,-0.0520384919130041,0.271915215320981,0.18803016685850554,0.2733160712106105,0.02769332086469762,0.217555336711098,0.21773565333400524,-0.09906730812520846,0.3602131834313481,0.47234155960523866,0.09101487848249393,0.009175969284971847,0.1006682361112186,0.5019056288923734,0.43566154920644506,0.3708256297657151,-0.010011981978858876,-0.04976146863140208,0.44676976326196516,0.22863867187260628,0.4784021357822953
Precuneus_L,-0.5018519425263888,-0.13698323008399,0.7714033733259905,0.03362462913776955,0.10202719683617248,0.16537756501090176,1.0,0.31762375130264403,0.14960943109453836,0.5004454628415002,0.38447100288616504,0.19822656464872104,0.35678748431413826,-0.010256093141613746,0.17646561084509824,0.32387263985640974,0.43237587791453547,-0.10431115090167302,0.07256808246148079,0.18812207962331393,0.8296551330949907,0.31481885878807,-0.34631486970230113,-0.3729789424421274,0.03521739206227424,-0.17440972180739645,-0.32613569341525556,0.181614812494614,0.2362987365119462,0.4420418593858873,0.37552689142768264,0.044994702953054126,-0.016733368932452215,0.22794821758615402,0.49602956428573536,0.7556321773564708,-0.06328466019732802,-0.15018194893666115,0.6365804743690426,-0.06541284496797013,-0.13778471016597324,0.34600738601659436,-0.40889333448114124,-0.04812449169172157,-0.30599037586276356,0.35776233229216486,0.22208001760455146,0.15936684946930949,0.2328281922723657,0.13563469279085158,-0.21123083202806817,-0.4822493491009761,-0.08500405411114106,0.1612276156293237,0.7730704657345452,-0.4320584483033218,0.09113721410628416,-0.040876633089928185,0.36199396449098564,0.213895898444739,0.8077219009706036,-0.2648842305403789,0.4880207431081936,-0.2721431583071691,0.5464556411402622
Frontal_Sup_Medial_L,0.18158106609875904,0.7018908908098445,0.264751199157414,0.460216974153222,0.40825544958116033,0.45920391012106804,0.31762375130264403,1.0,0.35589096267502207,0.7808421016306684,0.7071406319931253,0.7361654335675425,0.5214032915068607,0.18799165750864988,0.15566422025870033,0.48992477182288385,0.5187176904840004,0.4727700791894846,0.33861031523749585,0.6599163513900049,0.23377854211073573,0.6318330627141309,0.1658072472766193,0.17356566862370074,0.4622855405107915,0.44940739894696635,0.17453340389100389,0.6551206495949559,0.34488889836030423,0.391273962300191,0.5223722052653866,0.3572604521939937,0.5013536078324478,0.4248147363628641,0.2508088706989565,0.027905443993006877,0.4607005122047525,0.3741567775143742,0.5293102697104832,0.531545736876909,0.3811262970157339,0.46808305515025594,0.14156191048994135,0.4006448446267044,0.1865057413522368,0.3877123739345909,0.19670161726396973,0.5447223481977309,0.03391752313931923,0.623557896395134,0.24287262800257012,0.28563285942575634,0.6760688317660121,0.5793860556274804,0.3637819566968412,0.3664567101292443,0.48042771674301515,0.7273108743821595,0.40366445929758804,0.4044927710606598,0.16477619369662896,0.2780352547318401,0.8480423412310062,0.3513350821868973,0.7345091687048749
Red_N_L,0.20239241033257285,0.380868657979924,0.1169705736010903,0.5697523258350803,0.6977143248202459,0.48104552911748855,0.14960943109453836,0.35589096267502207,1.0,0.40729993606682946,0.22333083460204106,0.4579674518295749,0.40033916041730844,0.16143935519988067,0.16741463205990254,0.2493808020808757,0.089245454634778,0.2865890265575901,0.10930324491471408,0.3309168912555098,0.09737063842511239,0.5698559708472715,0.2959614153705435,0.1771778540624277,0.42202665779517895,0.3706259859591263,0.031959205100395446,0.48771302058325633,0.38096004580686355,0.2106545293806804,0.3031756320557086,0.23827192574756187,0.3085573255482028,0.25681717110604013,-0.045327865272777206,-0.17105423489546376,0.3063133411913915,0.34394068540147893,0.23601609593170098,0.5066714957005948,0.4601816296242976,0.3759954688037297,0.1595258471392308,0.2631384623225092,0.28978384457148454,0.3804184806868895,0.16012383652594253,0.45662602303826694,0.08912307633893182,0.4115675751800091,0.30991991134768915,0.18848597225930563,0.07437891983401546,0.3462692506655991,0.0007009762777037085,0.2686517275131285,0.22756811632256604,0.2892460283445043,0.41295342110440425,0.3085108533028091,0.0864703268383812,0.2064328397578289,0.28777006040663655,0.45371550304443936,0.21985841353707322
Frontal_Mid_2_R,0.007055912923622702,0.5970634083525023,0.5157404142620788,0.3399759315706501,0.3728915615278551,0.42651821725779054,0.5004454628415002,0.7808421016306684,0.40729993606682946,1.0,0.622638794634622,0.5513190951949807,0.5541988650291094,0.34289089099385306,0.2678639688843445,0.4946999519393083,0.54486816121546,0.22146522580673902,0.2648565713524645,0.5278727623335638,0.5145656706015488,0.5671594381744673,0.10838903976834317,0.03578603529083659,0.32016693797303597,0.3099344014295454,0.03794063237172194,0.4898452509602051,0.319501163030119,0.5122766167764691,0.5294143557589986,0.4181065063612143,0.274735919218865,0.3540125230233285,0.19715458466735522,0.17948740823879294,0.2645349424597047,0.35729028296964255,0.604841300762778,0.40985651273585616,0.29172403486847787,0.47626658071471833,0.023262415884080196,0.2707243880610866,0.05168014744589839,0.31890271839940654,0.22608114687461084,0.4522814063575362,0.1288723926628784,0.5067886309246595,0.21988296429113943,0.06791794190792325,0.5012741846674131,0.4928056573629883,0.414467430096031,0.11759995318844105,0.3650756016326966,0.540936750869917,0.40331421476141394,0.2902001418033897,0.30340157502575327,0.09654398903768648,0.7709397062250958,0.21568727017294928,0.788423470320755
