,Parietal_Sup_R,Fusiform_L,Olfactory_R,Thal_PuI_R,Frontal_Inf_Oper_L,Cerebellum_7b_L,SN_pr_L,Cerebellum_9_R,Supp_Motor_Area_R,Cerebellum_4_5_R,Pallidum_L,OFCpost_R,Rolandic_Oper_R,Rolandic_Oper_L,Thal_PuL_L,Caudate_L,ACC_sub_R,SN_pc_L,Frontal_Sup_2_L,Amygdala_R,Postcentral_R,N_Acc_R,N_Acc_L,OFCmed_R,Thal_MDm_R,Thal_VA_L,SN_pc_R,ParaHippocampal_R,Thal_PuM_R,Heschl_R,Hippocampus_R,Thal_PuI_L,Cerebellum_7b_R,Cerebellum_Crus1_L,Raphe_D,Vermis_6,Occipital_Sup_R,Cerebellum_3_R,Occipital_Inf_R,OFCpost_L,ACC_sup_R,Angular_L,Temporal_Mid_L,Olfactory_L,Insula_R,Precentral_L,Thal_VL_R,Cerebellum_10_R,Paracentral_Lobule_L,Heschl_L,Cingulate_Mid_L,Frontal_Mid_2_L,Vermis_3,Thal_PuA_R,Thal_PuM_L,ACC_sup_L,SN_pr_R,Cerebellum_8_R,Cerebellum_6_L,OFCmed_L,Cerebellum_Crus2_R,Cuneus_R,Red_N_L,Vermis_10,Frontal_Mid_2_R,Temporal_Pole_Sup_R,LC_R,Calcarine_R,Thal_VA_R,Cerebellum_Crus2_L,Lingual_R,Thal_AV_L,Frontal_Med_Orb_R,Red_N_R,Frontal_Inf_Tri_L,Cerebellum_8_L,Vermis_8,Parietal_Inf_R,Occipital_Mid_L,Supp_Motor_Area_L,Amygdala_L,Cerebellum_10_L,Thal_MGN_R,Thal_MDm_L,ACC_pre_R,Cuneus_L,Temporal_Inf_L,Frontal_Inf_Oper_R,ACC_pre_L,Thal_MDl_R,Cerebellum_3_L,Temporal_Mid_R,Thal_LGN_L,Vermis_9,Cerebellum_Crus1_R,Thal_IL_L,Vermis_1_2,Frontal_Sup_2_R,Temporal_Pole_Mid_L,Frontal_Sup_Medial_L,Frontal_Inf_Orb_2_L,Thal_PuL_R,Vermis_4_5,Pallidum_R,Angular_R,Paracentral_Lobule_R,Thal_LP_R,Cerebellum_9_L,Temporal_Pole_Mid_R,OFCant_L,Cingulate_Post_R,Hippocampus_L,Cingulate_Post_L,Temporal_Sup_R,Putamen_L,OFClat_L,Thal_PuA_L,Occipital_Inf_L,Occipital_Mid_R,Thal_MGN_L
Parietal_Sup_R,1.0,-0.34832468353620527,-0.1213454525094504,0.16359992406855903,-0.18952610882507073,-0.4439452903508476,-0.18805940622712466,-0.44347625600511115,0.176467576465739,-0.13940890354271293,-0.1270806649162167,-0.19560089039963932,-0.1798328411843146,-0.1741617413858203,0.07001209044674676,-0.003927832469786273,0.0579240474629193,-0.08659882654193357,0.04987671187959689,-0.12287303690354785,0.23991406570991686,-0.14972567553219476,-0.15344696695336477,0.027516649028447755,-0.052113483502223244,-0.06065785426838794,0.002464883097037385,-0.24151005427240355,-0.04414827452329913,0.04444919852347552,-0.14152875961006597,-0.16507438358063983,-0.4631553572696154,-0.5690388928864389,0.058465445704746474,-0.4396625429656952,0.2962906484890008,0.04223072479978406,-0.41701059753541136,0.028280589000570653,0.13521760275919215,0.3785523853483685,-0.16543941941129234,-0.045457169285223885,-0.14141763589924694,0.31998229150694196,-0.00992554189260034,-0.08039026685982076,0.4831224560304541,0.2226815512864555,0.1678013882061341,-0.12842803744145212,-0.17974536261389185,0.005124562182397027,-0.021148451274279723,-0.05253868628025468,-0.21625695786486032,-0.46533018733123405,-0.47522621953699923,0.15623250312295914,-0.5361839208982414,0.35969282256457397,-0.2302326519982899,-0.25540927986368644,0.12069549614626902,-0.13731334218571284,0.13605551832753898,-0.04009420868937379,0.09000528491200768,-0.4246669636946198,-0.0896279608296703,0.0503238178129828,0.269801203481542,-0.24894711576061174,-0.24793344302470532,-0.3502615852730242,-0.3043778706649022,0.5171944277890648,0.45947302027982007,0.24546012782086452,-0.03713901663563563,-0.010208786459984614,0.15292462516288233,-0.026690540484253383,-0.020511635873176882,0.47653297729646227,-0.4389232892053423,-0.13913524744950173,-0.01974020431037619,0.006252105086667431,-0.21668588581158094,-0.12562761193489688,0.1927019984183503,-0.1559420828996499,-0.5676295703861458,-0.02688776376506693,0.06083733793668122,0.3052308593208573,-0.283459014016039,0.0510530014517865,0.13819150118811285,-0.3230814166269292,0.03779478939164351,-0.049835746693191525,0.31193631108471975,0.4630237811920781,-0.24733661602120008,-0.3959433294890749,-0.31760684605663886,0.16873139032985682,0.09407332741819015,-0.06360234618932738,-0.1541196827971126,-0.036148840175267566,-0.07297968483183608,0.13189672278312187,0.20943275654880134,-0.5359299771743766,-0.4923567358637067,-0.23146974703265052
Fusiform_L,-0.34832468353620527,1.0,0.4387301599629688,-0.02191274798940653,0.561818115552159,0.5284974518653609,0.3750688975966656,0.6604283304397789,0.2373613007138518,0.592147894262328,0.5582346280787697,0.4746927135853707,0.5228408174496976,0.5501864614590065,0.35096312666236956,0.5449676691781966,0.27443409504411764,0.30660194197646,0.3739994750826975,0.3681417103807971,0.19785109912736715,0.3887350347232383,0.4610235594896955,0.17950810735752876,0.43270611792426444,0.2675021934419537,0.3465447974549827,0.6471953281204665,0.3565189953704799,0.41271029680655924,0.5128826139266257,0.33032467449933833,0.5446267386331467,0.7120769261467546,0.13236953462655493,0.6369873829624111,0.20308571388900135,0.5132291593680741,0.5934578318432415,0.32699481345886755,0.5169649299159272,-0.03623480737904855,0.6964600709859733,0.4294502609868435,0.5940625673314782,-0.07860367455594777,0.32496488846476007,0.45237092018265207,-0.18106407215540055,0.28071676359893505,0.41587905824476773,0.3726352925467844,0.5252777534774237,0.19593508080144706,0.46398834414430495,0.4871805184274375,0.3774051835952281,0.6166028702584652,0.8621981533546429,0.1304456081191651,0.5588993796314626,-0.028405203046483658,0.5066714957005948,0.5289436878375023,0.40985651273585616,0.5757471549798896,0.040947399177041106,0.5422102572367263,0.28101463803214777,0.33649722825437295,0.7264010431400589,0.2691709004241306,0.024147579815432457,0.3916630069607248,0.600639791769346,0.6406548121575573,0.48885014502156077,-0.20644176963038624,-0.05475950887496782,0.15321966720004135,0.3231518525396249,0.43349931390199475,0.049671113831372266,0.3138968528138999,0.5613163808580662,-0.013028386276882437,0.8538811330496981,0.5170723673941686,0.4550158546240799,0.32703884993874116,0.6884664509134866,0.5768354810728313,0.2204302966023137,0.640639557906823,0.6481962568365983,0.3638946088323613,0.36068741499791335,0.38378874385836775,0.431037757857048,0.531545736876909,0.4694153592570074,0.6289682634034581,0.6180964796064746,0.2691998468226906,0.19143921620900625,-0.07711746245511618,0.3835065341100122,0.6479724530908656,0.40242515804131174,0.0068055403506887035,0.542971628253281,0.46017903335334254,0.7035277280571094,0.5605368598764741,0.5439159901076672,0.020592885835005632,0.19660718987060102,0.591674525610458,0.505376454336681,0.4963272961446937
Olfactory_R,-0.1213454525094504,0.4387301599629688,1.0,0.14522443756632994,0.45003122107791044,0.18746555187034747,0.5389138581401102,0.5708659743309203,0.11927630949281813,0.23595867008722715,0.7675028835235981,0.3917407433668728,0.5069084933116437,0.47165880871762045,0.2799269655001332,0.5213810502161139,0.6768804057188802,0.5134816704269195,0.4562018319096545,0.29934307811290406,0.04121047029129843,0.6537745325066201,0.6649211083907774,0.3104169921116761,0.6064441344125653,0.2598063649788984,-0.036093230443007024,0.6702627839828548,0.5739385001362955,0.06632725180740218,0.5532990548673629,0.6291278630594639,0.37181705100635154,0.22790440439269277,-0.087290491181842,0.3302842755284969,0.007089445221320989,0.07870977974279039,0.3062536462566099,0.5168138123989313,0.34817345543962486,-0.00586465856159557,0.3592330762022968,0.5265583091943553,0.6042503280130112,0.12145664876696584,0.48405261852806175,0.7608392991232109,0.0057599362850239595,-0.038546769071592754,0.22693509508366247,0.31939957487609183,0.2815959497022621,0.4492279420160264,0.5179697547856469,0.36548003738514095,0.41233985885071817,0.39600726770016137,0.3476322676330358,-0.13290837274858505,0.2712103292680581,0.040782173993328744,0.42202665779517895,0.7349574354879174,0.32016693797303597,0.5542720668586573,0.23202596026381797,0.12808940719032025,0.33868733739669327,0.08082625870650954,0.37532125310104136,0.2699644007494282,0.11891132345647332,0.3538231408954151,0.44979685907874495,0.37079497998052796,0.31092570734921343,-0.01592445038237746,0.16117667233122476,0.05585093468220818,0.4732380589926164,0.7974774163967308,0.1422743457788195,0.5885359948441083,0.6702304631737199,0.08558730616885517,0.20732811399088485,0.43368972145904267,0.6961027607136343,0.22654226903342142,0.3567207177069376,0.5802930739928285,0.30395615134857307,0.6260962550347318,0.24178883087573724,0.4975748409591539,0.351237263632382,0.2592968459632657,0.24257329484678114,0.4622855405107915,0.34682344687697975,0.3310757059631777,0.3703865127615456,0.40998550504457326,-0.08418943858384528,-0.10266501023189875,0.3833009740614826,0.4582904980290363,0.3771985508969251,-0.1113690680165263,0.20277591091042255,0.5669508712784208,0.42214596043326247,0.5326752406919893,0.6432265623231519,-0.08353576857489993,0.4126294494274053,0.15272160340055016,0.13507890680644094,0.5577846697927746
Thal_PuI_R,0.16359992406855903,-0.02191274798940653,0.14522443756632994,1.0,0.33530827522292234,-0.07349687261165665,0.2798788830056717,-0.2575579050314149,0.24358586702669716,0.375441964952949,0.30235145769362504,0.3715456217515112,0.4007522228816207,0.37428751897870965,0.2646835384680849,0.3262362407245131,0.08710106490813127,0.38993167558012704,0.21899097613615445,0.5877894006751984,0.1566580573839939,0.14383826414792433,0.3381570253430804,0.39085256530172746,0.035530271919230194,0.5903988549774912,0.4209552817768685,0.2795282878323323,0.5322733197396068,0.5169390390822226,0.411856223511458,-0.2749111401910265,-0.39157847946805535,-0.3556809674158515,0.022239230403778194,-0.31229640000926356,-0.24542883185212788,0.18233984781658163,-0.5079075134648688,0.35930500617375777,0.257580439513388,-0.169966043831119,-0.18033860739116628,0.5215214089627886,0.3164523821436384,0.3007014032004491,-0.06257003897173985,0.1636115110831835,0.17544311147373184,0.35984609361170394,0.2574309911774723,0.1879185957112408,0.3717623293908772,0.403776515186407,-0.09734596621845752,0.1328083979733159,0.05444881692978961,-0.37434529374469167,-0.29140848292722077,0.48947273254662016,-0.2667270337669173,0.1138800523271692,0.15708478142503016,0.03605880720484992,0.3060127331710871,0.32600653248449707,0.626679080015216,0.0729312376135041,0.234793133053988,-0.19672801501345863,-0.17534118181096048,0.14148480550404235,0.3146366783948082,0.05417134159131993,0.2001847589050737,-0.32081812308175034,-0.22346629397676138,0.02438364339730435,-0.09802984491859827,0.23389772882209584,0.4838056374791354,0.19261583186859202,0.6427401945234829,-0.013153254014491546,0.27316525010481846,0.11207317084476001,-0.1326138591502883,0.2753296534855275,0.22404051300137207,-0.19737384684408782,0.07300410782559354,-0.10159259905096857,0.42730377054451096,-0.1899713931860915,-0.4053550528583334,0.3687291207250196,-0.2607142932693645,0.19004805935108154,-0.42809562687864505,0.2727443657513236,0.3461318473821958,0.21913760398183849,0.29116316785208557,0.6547787215152948,0.05183475275738574,0.05364859952709703,0.2161176588670907,-0.2996940916365439,-0.32729257787970323,0.35272408997174387,0.2004347429461136,0.39439953308526376,0.13481530088284263,0.2952770219038436,0.3838385968666774,0.407966177462188,-0.015805633903142543,-0.44319644516506773,-0.5583498583464105,-0.12662014193149243
Frontal_Inf_Oper_L,-0.18952610882507073,0.561818115552159,0.45003122107791044,0.33530827522292234,1.0,0.35212582186836866,0.30227499428943033,0.48917872338744783,0.44800586411497484,0.5027195141838844,0.6214461609486831,0.44689581109241566,0.6301932136870172,0.7730042092582731,0.38672945117391644,0.5289519211247133,0.17450467256697128,0.3355666223750954,0.7243800600681398,0.5019056288923734,0.32640307160234167,0.6273637376590517,0.5911329324873575,0.4022696911283983,0.4656733205317764,0.3894141492076256,0.4514805995145535,0.49912806933017423,0.5955733416870516,0.4980535730156651,0.40329092685683743,0.17243827088510094,0.3499153980601442,0.4466708302843742,0.08148225744917488,0.3380080536015452,-0.040534541645264544,0.3575857185008922,0.24638932999998334,0.40421928675031,0.5796262587835153,-0.006116915630941431,0.5909872236590048,0.5774755040729617,0.6704164410395254,0.4664963152205194,0.32606109379283,0.5187031458794105,-0.004829312594451731,0.3096854526605057,0.5663530626164462,0.7569787617473132,0.5976494111756843,0.4251703681032923,0.28385033247877717,0.6842355911773854,0.32783356311852957,0.4057943303042668,0.4727256515795048,0.15284052653664873,0.29641080763567396,-0.00712815785289669,0.2892460283445043,0.49722756951115576,0.540936750869917,0.5612142460358834,0.2734137764879932,0.4474033115958614,0.387795012967656,0.27161118793382893,0.4604220633297609,0.2372118981539085,-0.06636554030227271,0.30590272977433963,0.8511253402208365,0.4851400881820274,0.2879728068861775,-0.16183312428103977,-0.10580898346822011,0.39009245247791774,0.5034202988901709,0.5161253056161247,0.4360390448348053,0.2605179176882908,0.604684389700514,-0.056968844498210235,0.5100770095720186,0.6521422827449441,0.4045559896214136,0.21424479840849667,0.5224378076874999,0.49998015607292023,0.33216413904015507,0.46603122713763057,0.3338376064971301,0.36269075702914566,0.1558083635862919,0.5128424199493566,0.18156916079528906,0.7273108743821595,0.5670866579146193,0.5005221337202024,0.6449044500942389,0.39606069419830103,0.0629478419582096,0.12103586375322291,0.4145133357742305,0.5035021228427462,0.13080187782599603,-0.08449679674679898,0.5447407866410336,0.39028924457735,0.6725520972945619,0.5608538926507526,0.6714351245528435,0.10685594597419297,0.2002081479733655,0.2989978668853571,0.2329676068371633,0.2315647877232269
Cerebellum_7b_L,-0.4439452903508476,0.5284974518653609,0.18746555187034747,-0.07349687261165665,0.35212582186836866,1.0,0.26820085577916714,0.4370921914058728,0.19869237660420103,0.2895690039851013,0.25209111552584273,0.29672419572051806,0.2799256287710064,0.4078278817673867,0.2957329623761727,0.23150501667750245,0.08783802437856865,0.13584616254474685,0.18772400235066933,0.21773565333400524,0.05116582576142005,0.20243757333676876,0.26604825982260516,0.10496257433837757,0.2567498141882579,0.15325187009799202,0.3208504030587882,0.4160767695755864,0.26497017674557627,0.17972643900157412,0.2449038341110003,0.19532706226142518,0.3640359349287124,0.5848896654255736,-0.10523622217297723,0.4484160496444501,0.01763111929062441,0.136087828765856,0.3560493940141379,0.16161843862160297,0.10252139638557889,-0.19981322536119686,0.3706555789047062,0.1470414473054644,0.3504385344034976,-0.16640863002432807,0.13429849209877587,0.11893701644611855,-0.20974367929487583,-0.00858613168597881,0.16528666914099757,0.1695095077684432,0.4109221614610452,0.10373183028009916,0.17892966831505572,0.2341615421791792,0.337622387134913,0.4020092974572867,0.5416576513119773,-0.08487518467781797,0.5878269672021567,-0.13387756231117137,0.30991991134768915,0.37273374988451013,0.21988296429113943,0.37185896570497107,0.004959140951499852,0.379034532385584,0.026810420197328846,0.32156289031826024,0.3029945088779999,0.032238569681437866,-0.1403467968447713,0.31446438349164146,0.3841643365715918,0.3972627688353083,0.1778166297035943,-0.24113222290939465,-0.2230403204665535,0.09608314622555746,0.10494304620732807,0.07120423567401324,0.013839216171562148,0.08065625883366483,0.2291903566233166,-0.1949768097728856,0.6053453944835684,0.34013001400205667,0.1785389297124093,0.09668397441144834,0.3459368315901858,0.24227680367189208,-0.025152233524145567,0.33459541026611106,0.474894684016366,0.10992490332878505,0.06091463243629811,0.058980208613297794,0.22171123885913172,0.24287262800257012,0.19419678959903586,0.43759835618120585,0.21107902705981843,0.10179251098656544,0.018800191858583,-0.22917763703549301,0.2833745296155075,0.3858392490850764,0.1528700184725876,0.04580685968472754,0.29632991330074165,0.19041597088462253,0.4367312227742971,0.2132838348336001,0.2017222387681087,0.07744818893159937,-0.06710346120435982,0.47483006118890575,0.3973712203962005,0.3371483298802745
SN_pr_L,-0.18805940622712466,0.3750688975966656,0.5389138581401102,0.2798788830056717,0.30227499428943033,0.26820085577916714,1.0,0.29563911479979205,-0.043831958154407685,0.22299067124399236,0.643833981328826,0.3524756700243714,0.5350919261573973,0.41779804420241845,0.3700115666375893,0.4293613154698177,0.5485703203478053,0.8806146062115103,0.14128956159232464,0.2730532904279514,-0.14881227422035256,0.31336448433189334,0.6751393550527599,0.36945528920345894,0.24866971940639704,0.5726202025277347,0.08399963202226035,0.6814392117967001,0.6221989509859668,0.03867767685978561,0.6391066421083067,0.5209491433559532,0.08745395168687349,0.1071742429440718,-0.5031309286598857,0.3967518343229732,-0.3198790452698007,-0.0251580937732173,0.005741052322312,0.3621404636816541,0.08027480312761467,-0.4398551824775546,0.12611395897491973,0.6450334241369403,0.4737207102286342,-0.14829375012201798,0.21671764522620904,0.5374611469066911,-0.2928031742467528,-0.1296209148111365,0.033858637716327716,0.11658033423372376,0.2797616926731584,0.6359639395361527,0.11985076980527867,0.10387487901690337,0.6683069891359116,0.15262264780948054,0.31101897098796893,0.08437642081711053,-0.04434923619427602,-0.17104811882761622,0.38832112814928993,0.3096830229595262,0.11798164344592192,0.45612786638458935,0.25546205312712295,0.03552993958943684,0.22833007777506742,-0.1372143717970359,0.20313569677742863,0.1445832232629641,0.23432879091847372,0.28407106914080416,0.214076702936911,0.17659261264573436,0.3224197369323337,-0.28113725809599033,-0.11832792117543021,-0.17586039157401628,0.6043790887205848,0.47822285942615234,0.35969524224499216,0.4190456526955966,0.48720270619020595,-0.07804050195989887,0.2269837981773007,0.2552998370790282,0.648608019978256,-0.229757757054403,0.45858163535944896,0.3258077421015099,0.32824151072926755,0.17838378620358167,0.06115096161809908,0.6477200733028778,-0.15889781604324205,0.10666679099015425,-0.0400056620868893,0.2386017372236174,0.37431536546816174,0.2726957411561137,0.1802723226228374,0.6486008123766612,-0.2836495060587348,-0.2738878011766738,0.31322276885099476,0.17968073923525876,0.23309307805552143,0.08039982194048433,0.08926606963667805,0.4966160451391059,0.26508418126055,0.37220021080932064,0.5977655330533743,0.13896786000148215,0.1277100922349153,-0.06392086862630054,-0.08646815860206776,0.3514141981238018
Cerebellum_9_R,-0.44347625600511115,0.6604283304397789,0.5708659743309203,-0.2575579050314149,0.48917872338744783,0.4370921914058728,0.29563911479979205,1.0,0.0071244056029434785,0.36724715833589006,0.5653517937401664,0.15722268238301412,0.25100803658781995,0.3697293867501953,0.13918010854361385,0.3729187476830565,0.22837595686318965,0.24154066824666756,0.33996383074509817,0.009175969284971847,-0.19446668555240962,0.5410170033858496,0.5239948029017232,-0.027365648178898208,0.3594185802210352,0.08831216169447416,-0.008709641741744075,0.5449363248956809,0.18117078783477453,-0.07481353707894133,0.2800521220743871,0.5142422489414925,0.9120965309020469,0.8242814952598744,-0.033337492445578404,0.6726916174047449,-0.12638316756833645,0.28225265038892244,0.7769267156137201,0.18977613492963255,0.3384385582676581,-0.12728931353932463,0.5082690068046556,0.3580541342340617,0.34758983746688105,-0.04212638345708907,0.26337133427068987,0.6652871260260884,-0.41134758532022025,-0.1430143865094803,0.14052204605490085,0.4613773740737095,0.3536755966376731,0.13351271955047944,0.4043515971851282,0.3538115260636519,0.3456407656766866,0.951981761288913,0.7498883646215164,-0.2638218911531987,0.6931175348506364,-0.31201077351201806,0.2686517275131285,0.8024046853359841,0.11759995318844105,0.37596572402960654,-0.10082232099116889,0.22218316807936986,0.07006069052103968,0.45720237434469124,0.5751299772953308,0.075373731608178,-0.1505876670860949,0.40381441577463734,0.5943055723121742,0.8947251692657106,0.6038993347509156,-0.42593493482428696,-0.22248645690366692,-0.06737681505623225,0.2503316806256636,0.644685234528566,-0.16142668581945133,0.29020761915619414,0.41244884783507324,-0.4050942848242027,0.5931300756569023,0.24708337094835642,0.3287687223331754,0.27799399929483576,0.5497272013793187,0.457229388348819,-0.046881957687925496,0.8398150635875695,0.8403310392270072,0.2111489365998946,0.4338308216046663,0.13134941082997043,0.6985927102960436,0.3664567101292443,0.21614041519859345,0.4611329112217164,0.39701339970526567,0.1524422112911523,-0.2708994597726317,-0.16389797359465152,0.3532595806357761,0.9521029481287204,0.7585672318736022,-0.22104821898938481,0.17898531648323393,0.23624182433088511,0.5095897954290693,0.2507425639633492,0.3469869602223349,-0.3636522993586666,0.08142377422306141,0.6763728585164744,0.7101048060089291,0.47584756362326946
Supp_Motor_Area_R,0.176467576465739,0.2373613007138518,0.11927630949281813,0.24358586702669716,0.44800586411497484,0.19869237660420103,-0.043831958154407685,0.0071244056029434785,1.0,0.43275256207126117,0.2516775185995322,0.3005064316577096,0.3093969342362842,0.31423731457038134,0.16467488686135226,0.21027457924358536,-0.04526223770015251,-0.021573347632413586,0.6543607744701203,0.5062682251669128,0.48411726343540107,0.16903371642669665,0.1941671473358113,0.21162600637296963,0.31177716966264457,-0.012426771408043383,0.7833898280596263,0.14473999128862525,0.2577277398312445,0.49840997073103027,0.04222807858737824,-0.1796571785390575,-0.04541520006127902,0.10201380262196713,0.26010029071700896,-0.10690939296590089,0.2645924505196774,0.45407254118379975,-0.19657865966161073,0.11404922258638024,0.4396820923298076,0.4489510618602365,0.3189309102636797,0.2771991356178297,0.265028141255589,0.5963485466481672,0.05176284897489806,0.11428443523336429,0.5013700625654023,0.5764960234192155,0.7117965020444351,0.5250358895424332,0.6301765840632303,0.17679250675815958,0.11551904097069066,0.5065954983112564,0.16812019854253704,-0.017502563421347577,0.20160623405736133,0.3311863372797615,0.14040272380163127,0.3564031001731089,0.089245454634778,0.16416067261119952,0.54486816121546,0.410073237728337,0.20406493791480185,0.6963812602712143,0.15728399409190633,-0.1442555403298365,0.21730654616020964,0.0743190073303049,-0.07779579823553168,0.20626942056353514,0.34605654943777414,0.11251070643281359,0.036471752360974795,0.0978537472305385,0.24257990667612286,0.8441367994686193,0.3261005233658373,0.19016336826991942,0.3437574752637399,-0.06074667028824463,0.12643441342238898,0.3274291764621712,0.23783111082850422,0.45713599435610697,-0.004369129202377703,0.18939000776665724,0.2914434917013651,0.2618362018985155,0.07811459272109225,0.21090742643439833,0.01499221021002584,-0.07853156020780112,0.018471316917663804,0.6353486193241052,-0.18972276631397048,0.5187176904840004,0.4525907263772058,0.2165820631285015,0.5033801277614288,0.05038107730960635,0.5197038021386512,0.41410222579508854,-0.09789521127949183,-0.01024010429758585,-0.28973426464605484,0.060062132724921086,0.7707529548072526,0.029819318944383923,0.4747061445112965,0.29191893586288337,0.3365041953510333,0.36730940619602126,0.03990538481257587,-0.05972445792424467,-0.09728707275400712,-0.14962528322647747
Cerebellum_4_5_R,-0.13940890354271293,0.592147894262328,0.23595867008722715,0.375441964952949,0.5027195141838844,0.2895690039851013,0.22299067124399236,0.36724715833589006,0.43275256207126117,1.0,0.4319474089786035,0.45047121197430323,0.4116679281055176,0.42154936702048046,0.366371627829974,0.42987187959564926,0.04977547733795903,0.2665775681314982,0.41664447700263973,0.540165134367833,0.05361625449053949,0.1774079897249668,0.37120264017926374,0.21375651733824558,0.19728043252641253,0.3991326231316496,0.5742430046194218,0.6171468001148864,0.2909669560750666,0.5229638775693876,0.48637762405292995,-0.1772747843964319,0.23328935934920692,0.3073426976245967,0.23777177605810787,0.209818046751709,-0.050272575847464335,0.7651701151331641,0.11812687313059726,0.3698520485799928,0.546356647095524,0.005367372426074051,0.26520664520867676,0.49510672154309643,0.40247041608000517,0.25333798209586045,0.007794395965002863,0.3773719291328147,-0.019130931235193632,0.5275895839390204,0.5287160368809422,0.4357316590555132,0.773271887753615,0.11252145680013673,0.17326630431129383,0.44959499870200736,0.0031631623847657945,0.27083301480936195,0.41056800691175677,0.4045315495878158,0.4553565350191654,-0.10125450011423487,0.33511182654714733,0.3921125183064208,0.326753896300406,0.5699460895989843,0.5097417510642894,0.5746503244910699,0.19444343166249967,0.10173487173610232,0.33854332104213014,0.23852173765526244,0.01407145677320359,0.27758203443134705,0.48196258307235484,0.2646844517959763,0.22967616324526097,-0.3633218296199534,-0.22027348097227317,0.4347078435672774,0.41406377234959774,0.40167170616489684,0.27914217186457446,-0.0068116843941327665,0.3721664574958406,-0.08879601575855199,0.48268215055564934,0.41763866925456217,0.1716719019924056,0.17078704588628374,0.5745481571040921,0.2749360641254511,0.2786580681011037,0.33109186185151773,0.3738383510174977,0.28062213874148423,0.0002990113494024482,0.3857732671692599,-0.02689228283774267,0.47406181934311875,0.4077429802039781,0.698272186489361,0.6754149848314247,0.4940816820577454,0.14946288801314309,0.14521022403965275,0.3446904392798395,0.2718675822138315,0.1826391701111175,0.10300476150567506,0.5755788010979529,0.45108549878103216,0.6877027426729293,0.47296083414473866,0.4710508796207764,0.18264426471567904,-0.11359245285072822,0.10048557904928816,0.09649845849103138,0.16217345295468635
