,Vermis_10,OFCpost_L,ACC_sup_R,SN_pr_L,ACC_pre_R,Occipital_Sup_R,Temporal_Pole_Sup_L,Frontal_Inf_Tri_R,Parietal_Inf_L,OFClat_L,Thal_VPL_L,Frontal_Inf_Tri_L,Cerebellum_3_L,Thal_PuI_R,Cingulate_Mid_L,Thal_AV_L,Vermis_8,Red_N_R,Thal_MDm_L,ParaHippocampal_L,Frontal_Med_Orb_L,Thal_VPL_R,Putamen_L,Thal_LP_L,Temporal_Pole_Mid_L,Vermis_4_5,Precentral_L,Cingulate_Post_R,SupraMarginal_R,Thal_MDm_R,Lingual_R,ParaHippocampal_R,Temporal_Inf_L,Paracentral_Lobule_L,Thal_PuA_L,Vermis_7,Cerebellum_9_R,Cerebellum_3_R,Raphe_D,Cerebellum_Crus2_R,Cerebellum_Crus1_R,Temporal_Mid_L,Cuneus_R,Thal_MDl_L,Rectus_R,Frontal_Sup_2_L,Vermis_1_2,Thal_PuM_L,Cerebellum_7b_R,Cerebellum_6_R,OFCmed_L,LC_R,Thal_VA_R,VTA_R,Thal_VL_L,Thal_LP_R,OFCpost_R,Occipital_Inf_R,Caudate_L,Angular_L,Cerebellum_7b_L,Angular_R,Cuneus_L,OFClat_R,Parietal_Sup_L,Thal_LGN_R,Frontal_Inf_Orb_2_R,Frontal_Mid_2_L,SN_pc_R,Hippocampus_L,Cerebellum_10_R,Thal_PuM_R,Temporal_Mid_R,SN_pr_R,Cerebellum_10_L,Pallidum_R,Thal_PuL_L,Cerebellum_8_L,Vermis_6,Occipital_Sup_L,Temporal_Pole_Sup_R,Frontal_Mid_2_R,N_Acc_L,Amygdala_L,OFCant_L,Cerebellum_4_5_R,ACC_sup_L,Postcentral_L,Heschl_R,N_Acc_R,Postcentral_R,Parietal_Inf_R,Cingulate_Post_L,Fusiform_R,Occipital_Mid_L,Cerebellum_4_5_L,Cerebellum_8_R,SN_pc_L,Insula_R,Thal_MGN_R,OFCant_R,Thal_AV_R,VTA_L,Temporal_Sup_L,Frontal_Sup_Medial_L,Supp_Motor_Area_R,Frontal_Sup_Medial_R,Insula_L,Supp_Motor_Area_L,Rolandic_Oper_L,Paracentral_Lobule_R,Frontal_Inf_Orb_2_L,ACC_sub_R,Heschl_L,Precuneus_R,Thal_PuA_R,Precentral_R,Calcarine_L,Frontal_Inf_Oper_L,Cerebellum_6_L,Frontal_Med_Orb_R,Olfactory_R,Lingual_L,Fusiform_L,Vermis_9,Vermis_3,Thal_VL_R,Amygdala_R,Caudate_R,Occipital_Mid_R,ACC_pre_L,OFCmed_R,Thal_PuL_R,Cerebellum_Crus2_L,Frontal_Sup_2_R
Vermis_10,1.0,0.38991437446549915,0.41298449431638656,0.3096830229595262,0.46961935005247674,-0.07416154892868913,0.362640049055768,0.5155058304406168,-0.2584050498417598,-0.1807144988909508,0.20895800155553235,0.5984985162704431,0.3781335141256802,0.03605880720484992,0.22723799477285891,0.16908115212543262,0.5124450388094829,0.5731037591932646,0.36643235761104553,0.44886441526577814,-0.07154138018514071,0.43852169396128576,0.4330485260637086,0.29439662976717446,0.39094447517634295,0.43401911558051465,0.05373073689021767,0.22857842433597103,-0.12708706007044593,0.5218727501849298,0.4016704605651643,0.5793546756890166,0.40401701703661336,-0.15457746358910032,0.19561687270934194,0.35215231843688355,0.8024046853359841,0.20671697210260362,0.014604289252005756,0.5331668047231077,0.5136718785495704,0.37725165375172565,-0.03626390027587248,0.13995778654193894,0.05502394911924445,0.41749448015558377,0.40813087898995926,0.5446847780071112,0.6621678480942208,0.5667630551569218,-0.1077836426995891,0.25930970504540507,0.16959926425335134,0.39923716624004135,0.2555544143741293,0.4190794442690538,0.3040373852080999,0.47324194027945615,0.5517067838428436,-0.01686599712838382,0.37273374988451013,-0.12301934628591472,-0.17848416866552527,0.2676106151686734,0.43861690358810623,0.4856822729343111,0.5795117643957809,0.4027896774740842,0.11442574947099851,0.4142936532433965,0.7364038504782563,0.42074648766007017,0.42954641271831234,0.32276794255230007,0.7898188910364902,0.3556199377277354,0.26121612460480753,0.6222021478910498,0.46865309760622453,-0.042389712692110164,0.5109621686228658,0.3099344014295454,0.6237175121740566,0.36589135604596873,-0.0042752142719574455,0.3921125183064208,0.3581325379331002,-0.12876010309799835,0.08891949603638703,0.6039587006384723,-0.12269919879684359,-0.23119230490193438,0.47443149087764525,0.5393326477238314,-0.029120721599001788,0.3980990057576478,0.6759852399772425,0.3298314935564628,0.45771683321331746,0.02625558958437448,-0.024989174530401947,0.5129927185350648,-0.14344134642558798,0.2960128490696663,0.44940739894696635,0.16416067261119952,0.4894274672863781,0.38520760788147096,0.05317201675518246,0.442809203421147,-0.07776930223377077,0.3643698569390707,0.27606764845491477,-0.051915205772824664,-0.004063144871540412,0.29017158014490313,0.0249206412286681,0.2601272420005537,0.49722756951115576,0.511587252772913,-0.03895042933157053,0.7349574354879174,0.39973967673485894,0.5289436878375023,0.7835336848920514,0.5069931799631943,0.3094765316935548,0.242012756320419,0.38825013509147327,0.40463698647573587,0.4426400510822942,0.12635648756920528,0.5035002470948524,0.2745567482853136,0.20688415452901707
OFCpost_L,0.38991437446549915,1.0,0.3731738104824538,0.3621404636816541,0.5228816979454904,0.061107435365468254,0.5742557187325393,0.45591146264088855,0.09076644957147374,0.18579699119194037,0.4510165653217746,0.3478704114300257,0.3128684119688131,0.35930500617375777,0.28008946974587967,0.3861030245567654,0.10619897908047926,0.3025157488848933,0.44655593382513076,0.4687232623777904,0.16580700469677262,0.33878595282130136,0.5824556828011203,0.3385934146677816,-0.0698074483639462,0.3466350579475108,0.16381762922068913,0.20755889724146018,0.12383834110132348,0.4717050599111307,0.2881346490765727,0.6167292539166599,0.18069215246209272,0.08954049868176116,0.3728374874665688,-0.00019335994937348956,0.18977613492963255,0.27061298507968395,0.10485596641145073,0.018584105768557027,-0.03705857941665734,0.3437702501063509,0.21689930840448937,0.278201293721169,0.4824077495144451,0.34183100531393706,0.15009613750364506,0.4341366242049339,0.056323482496026846,0.17464843210059325,0.24910627218515918,0.46121602460933286,0.3846950071757132,0.13310328544453712,0.47686669404690524,0.40569355175211597,0.5956743283885063,0.029743707957724165,0.4518371243846444,-0.011683511641735604,0.16161843862160297,0.06894084393173866,0.1788916174284922,0.549039038430567,0.06580563444284251,0.3285142245152243,0.4267513838113268,0.16614002911154097,0.08342525446227306,0.6120881572022018,0.4932778873690895,0.5820576593204833,0.5380157515123958,0.2376707190391275,0.4941643075772118,0.4342932098508018,0.3639888628182262,0.045848946524170854,-0.00043856201088706185,0.09610798656736357,0.704402875264573,0.3478470948494445,0.38704680038473194,0.4365962479825785,0.21318718786715543,0.3698520485799928,0.3034185780851357,0.15854229343226986,0.2899886707135631,0.43371860119142985,0.18500280082823548,0.1255488033451989,0.32236702973904185,0.4788994176514611,0.12739335279127892,0.4180740251818736,0.04341865779384476,0.47058199957068,0.6283621692888339,0.2405376571503525,0.21652622922775383,0.540567585971173,-0.027439319185377044,0.4742793253303342,0.40242354897830024,0.11404922258638024,0.4498908486356492,0.6977196491985165,0.1153182920829839,0.49931734326936683,0.09481689156868368,0.5247927297439712,0.3603849068440281,0.2041056113125133,0.06183549928730647,0.42591993604023703,0.16513165925049622,0.11212343327155282,0.40421928675031,0.0524831861333719,0.23925304498329011,0.5168138123989313,0.19003890165544873,0.32699481345886755,0.2800172210102126,0.26556521387348986,0.3864647379554378,0.4767224963169863,0.47442910158411433,-0.11484084327782038,0.5643964842625699,0.5342826221924762,0.34266784135156614,-0.11793975045976218,0.2772451028432641
ACC_sup_R,0.41298449431638656,0.3731738104824538,1.0,0.08027480312761467,0.6482437248993815,0.25541531005400353,0.4740945805159165,0.612627328164145,-0.010524936777145267,0.1474408474378113,0.40191354652791705,0.6072003233775037,0.36909468005985957,0.257580439513388,0.6940843396978018,0.3798801389504761,0.249552293741291,0.2484479050924543,0.23373274350296416,0.4402501758655606,-0.012529536692901418,0.1917524945089658,0.5502804400143066,0.09947386966853107,0.17656498422469433,0.6083627167165321,0.3335965605720647,0.6869461122046926,0.381603365572349,0.3889937659937269,0.43553919247822837,0.38814033745583065,0.3834433692682043,0.129894827686826,0.24201618726347712,0.3272090519201054,0.3384385582676581,0.5117038987183551,0.3639494062507726,0.20887406309509612,0.20444333318629143,0.4889433612418991,0.11608762954309115,0.4321299194179371,0.0444879659722079,0.5400310527244006,0.3073059506354551,0.43928805289698203,0.22684972026038858,0.3535979852862744,0.3139917021728397,0.2846967916821462,0.43082992245680707,0.4764271390797384,0.40747496828388546,0.34719106182796367,0.3564042909102694,0.1701131587628291,0.6672708910882678,0.24766534212559432,0.10252139638557889,0.38243257483145787,0.19913024115987624,0.25235945762867895,0.12459060907385311,0.21252445444579282,0.36726146866903847,0.5124502115880384,0.44420427964502374,0.3948422332521637,0.40379108136402075,0.3526994662877947,0.4425886476367939,0.04846594289126776,0.46869374877414893,0.362810812733799,0.34696179810439387,0.37402748572669026,0.07090415408273752,0.3103681772230259,0.5143616555138352,0.5261415154032614,0.40914650282077486,0.37256001232344743,0.10254299792222886,0.546356647095524,0.6515746458429004,0.26346574475570733,0.5644854640436798,0.4043021057646266,0.3774633552035252,-0.012809469976928443,0.6717330413015239,0.3921355558944861,0.06567088315985173,0.5927676340400365,0.28068662835494046,0.18457604218212614,0.5031044270207901,0.26305346815789926,0.07906364403923012,0.4519409450699445,0.009147144104629563,0.5959674058410928,0.7290958835165117,0.4396820923298076,0.6881360777099685,0.5760102908045621,0.39931150394837156,0.5078670175476162,0.33240658590403716,0.6361265792721047,0.20731958364932182,0.5874624683240606,0.42884879979265095,0.22570602169430212,0.3776092656524647,0.5102665829425456,0.5796262587835153,0.33096013997210205,0.15710743581663383,0.34817345543962486,0.45810362834872304,0.5169649299159272,0.49391675062274293,0.5270826634892021,0.25435585477104217,0.37445186201306674,0.4172427652575929,0.13030798103551247,0.39740845185422635,0.18345666687651285,0.4791379473734732,3.568083459273319e-05,0.6622081808001258
SN_pr_L,0.3096830229595262,0.3621404636816541,0.08027480312761467,1.0,0.48720270619020595,-0.3198790452698007,0.46625640817820696,0.4721558336641133,-0.22775030784932396,0.13896786000148215,0.2634406841807039,0.214076702936911,0.45858163535944896,0.2798788830056717,0.033858637716327716,0.1445832232629641,0.3224197369323337,0.28407106914080416,0.4190456526955966,0.5478983002467606,0.2535318405363973,0.3202534028599448,0.5977655330533743,0.2593166062301294,-0.0400056620868893,0.1802723226228374,-0.14829375012201798,0.08926606963667805,-0.2800183705844339,0.24866971940639704,0.20313569677742863,0.6814392117967001,0.2269837981773007,-0.2928031742467528,0.1277100922349153,0.11981748653288461,0.29563911479979205,-0.0251580937732173,-0.5031309286598857,-0.04434923619427602,0.06115096161809908,0.12611395897491973,-0.17104811882761622,-0.22578406502151474,0.5773034945699709,0.14128956159232464,-0.15889781604324205,0.11985076980527867,0.08745395168687349,0.3778024915938219,0.08437642081711053,0.25546205312712295,0.22833007777506742,-0.04307980622016839,0.371841592190748,0.31322276885099476,0.3524756700243714,0.005741052322312,0.4293613154698177,-0.4398551824775546,0.26820085577916714,-0.2836495060587348,-0.07804050195989887,0.4447738844195887,0.19211622653328023,0.4304173242022857,0.4577171807920432,0.11658033423372376,0.08399963202226035,0.4966160451391059,0.5374611469066911,0.6221989509859668,0.3258077421015099,0.6683069891359116,0.47822285942615234,0.6486008123766612,0.3700115666375893,0.17659261264573436,0.3967518343229732,-0.30198330514514854,0.45612786638458935,0.11798164344592192,0.6751393550527599,0.6043790887205848,0.08039982194048433,0.22299067124399236,0.10387487901690337,-0.2260079146307048,0.03867767685978561,0.31336448433189334,-0.14881227422035256,-0.28113725809599033,0.26508418126055,0.5686380415528741,-0.11832792117543021,0.3791315475162286,0.15262264780948054,0.8806146062115103,0.4737207102286342,0.35969524224499216,0.20982376824541826,0.4832805090777342,-0.2668070511897432,0.12702460229199572,0.2386017372236174,-0.043831958154407685,0.2749095947741809,0.3543177447855198,-0.17586039157401628,0.41779804420241845,-0.2738878011766738,0.37431536546816174,0.5485703203478053,-0.1296209148111365,-0.21193498444386832,0.6359639395361527,-0.11927797715221841,0.003673725025838888,0.30227499428943033,0.31101897098796893,0.23432879091847372,0.5389138581401102,0.07585585484953877,0.3750688975966656,0.17838378620358167,0.2797616926731584,0.21671764522620904,0.2730532904279514,0.4324197396237121,-0.08646815860206776,0.648608019978256,0.36945528920345894,0.2726957411561137,-0.1372143717970359,0.10666679099015425
ACC_pre_R,0.46961935005247674,0.5228816979454904,0.6482437248993815,0.48720270619020595,1.0,0.13149576233267776,0.5484869071480185,0.787321475548595,-0.022084795395979417,0.002251140009797505,0.6629400640037034,0.6186626284659879,0.412283251350562,0.27316525010481846,0.47695595118411194,0.5753593840198535,0.22105149267373564,0.2295903331859842,0.6778074578003991,0.5237660507703127,0.0631468517556896,0.599967527824459,0.7698752233535284,0.4324521788892535,0.2349403928591921,0.5280844483535362,0.22000870807001657,0.42232802606582703,0.26477496846500387,0.6238342790568397,0.4842317589695958,0.6589611429527769,0.3250493058788327,0.05310055184733006,0.5356925471351647,0.20996032042255147,0.41244884783507324,0.24218927534927412,0.027020788644771615,0.16928681321056827,0.18698782052529977,0.48102864510306964,0.09009172972261384,0.4806508408075294,0.31959774366742716,0.5686288734251059,0.34110035647035725,0.5830043072135835,0.22663145715393468,0.40779482925616417,0.005537323007718686,0.26778102016670996,0.7002658263186733,0.23104031539091688,0.6997430661542692,0.4954214193131229,0.47081475539277357,0.28809073122773127,0.7295584690733032,0.004556695696568353,0.2291903566233166,0.15470132507398385,0.2083437550014701,0.2535264707877424,0.28068090043491395,0.6102626226988973,0.3664604460173312,0.4445044124409212,0.10295776296278192,0.7073031383452023,0.5607583605847746,0.616865247551196,0.5952607501070288,0.27923456385783135,0.5715056896446569,0.5037225146094944,0.4281173395168154,0.306836670852518,0.33627788915837165,0.06394573733313237,0.6103614523286885,0.5296431042129094,0.5853512769765293,0.4292526839603005,-0.009072814641341038,0.3721664574958406,0.6243099597283127,0.1578217512086082,0.4700023467921962,0.6091064181827784,0.356983460752918,0.0936998736578853,0.5998063898532406,0.6184454017877451,0.09677121488073835,0.4708640008298765,0.277261785147057,0.4704218476026408,0.8087904746786297,0.30412044932596255,-0.012692003228399905,0.760230170034441,0.09563737814660227,0.6351426205563299,0.7167074848239688,0.12643441342238898,0.7471103496543297,0.7242333095378878,0.16566498009942743,0.6343533586530052,0.04270277183827397,0.43867951693239915,0.6314781960741479,0.31414233846617545,0.1997410040094429,0.4226690079657344,0.3573692942415108,0.32396055531736623,0.604684389700514,0.3493688836959097,0.2003208209050443,0.6702304631737199,0.36341310620318684,0.5613163808580662,0.46879820700893565,0.3080663073285978,0.6423063874705435,0.3471846665378582,0.8144279039466245,0.14959140063516937,0.856183471375595,0.42188303338832717,0.4769187622354167,0.17536290967800408,0.5006447969646246
Occipital_Sup_R,-0.07416154892868913,0.061107435365468254,0.25541531005400353,-0.3198790452698007,0.13149576233267776,1.0,0.09712760589302437,0.02328911842829293,0.34289765345963674,-0.023661027568471073,0.2779481984432713,-0.06098964226637869,-0.14310212498946728,-0.24542883185212788,0.358158903626025,0.38133147700803105,0.0063010998243181685,-0.016058782498304697,0.23907510522733355,-0.04439133245236301,-0.033176836441335344,0.26736349846858387,0.007410552816875387,0.2686755673384466,0.032640646492802045,0.11607166571822876,0.08631945629177847,0.3540244366544154,0.7784020769832986,0.34344510441673975,0.28199000903768695,-0.15894952117140487,0.14324124384148368,0.5153258935170582,0.39844765065308313,0.052314202011281424,-0.12638316756833645,0.08476359044724005,0.4684639529823743,-0.014971834735151375,-0.07463482032339476,0.42115694615250493,0.6164390180661161,0.571589458754436,-0.21253999018705969,0.19529579788892606,0.40389381482235465,0.5214729407684809,-0.04547654084227844,0.017601316568788068,0.006211040344863745,-0.10845032518637189,0.2752339899710723,0.1768824987006514,0.15032078409934294,-0.08323890697974783,0.03209048761539468,0.1480739921037302,0.10888644143388593,0.7455282490218441,0.01763111929062441,0.8198104412301197,0.6907937543697749,-0.2455455399361974,0.0025449684789708585,0.18389633853544618,-0.2075366766342218,-0.13580096781679787,0.0005333500916904156,0.10559465113313793,-0.16892376115779115,-0.19008120788095625,0.36540257260443015,-0.24204075198631608,-0.08621813524634427,-0.37449559246907477,0.15298988805564415,-0.060897255648919596,-0.021306145228022724,0.7024914789466802,0.03568353732086378,0.3343906444677146,-0.2805693675614161,-0.2618860395613375,-0.028830370599168327,-0.050272575847464335,0.2508593834474781,0.376525663161803,0.2526385007938878,0.01137517352726363,0.6542275306699724,0.6589819092683695,0.19004015183414583,0.11161260461225794,0.6099897791959816,-0.0390057664570422,-0.09780853697115666,-0.3026160370861,0.14675508497637862,-0.2733729838577805,-0.2787636555043971,0.16279332068100089,0.14725275501055135,0.3553232072430686,0.25676201189554626,0.2645924505196774,0.2609819637585394,0.09773625459145388,0.34899437961544233,-0.08183246247384235,0.45966922574518626,0.05151167618887373,0.039685206467246686,0.31759147704020707,0.5892034784561613,-0.25251606808881916,0.4289111298466395,0.5015547279502266,-0.040534541645264544,0.09773069400432687,-0.050978550007686474,0.007089445221320989,0.25672087350782824,0.20308571388900135,0.14700152258539523,-0.059723078295959124,0.38035132936650634,-0.03364634737922737,0.17844238744692822,0.06516201200401991,0.10720933628994597,-0.03373611000751399,-0.06388813786922204,-0.024658901836363822,0.4583797765682223
Temporal_Pole_Sup_L,0.362640049055768,0.5742557187325393,0.4740945805159165,0.46625640817820696,0.5484869071480185,0.09712760589302437,1.0,0.5550154057521893,-0.28612500529110735,0.3483473531089191,0.25846570171609107,0.5760070065208928,0.6302107274300224,0.17332535855641995,0.4947577032478497,0.19346603208688243,0.31823593134384254,0.4370088067830964,0.24316369588699796,0.7274441859645351,0.1282003657068699,0.28827208595679815,0.5871009007225836,0.15538462600568104,0.23950538989054687,0.5123968941288299,0.07540037671339352,0.5083086175247581,0.1944281379043397,0.40274023657478375,0.49849602404340326,0.6670137859119372,0.6801800202309033,-0.03732103710966148,0.14559688591253897,0.38834567807295306,0.39142431487734436,0.3603620529314473,0.03970234363956976,0.24436799084392571,0.30874452997295454,0.7264898571173872,0.0323513173513852,0.09653891887407912,0.44280812822933147,0.4569279591141478,0.1361025935111509,0.28737726987663215,0.25369677243158006,0.5796140236094649,0.3137822381968803,0.19237217037785023,0.2694167936341599,0.24455782966557374,0.34356496398069597,0.4165804488316539,0.6597364431724674,0.2394056935315756,0.5392788871130326,-0.05514785510576552,0.4237014619304893,0.18286445773853843,0.00798351292107128,0.46234611207735604,0.16669325908858182,0.3076545207868967,0.4195017369042655,0.45523300250597665,0.39731613015530665,0.5118834941468339,0.4302458352978307,0.5701108824640913,0.6477282772141426,0.5133463194312847,0.3925480653971459,0.3836335159237763,0.3397973283891315,0.3811118337004078,0.3342033050461149,-0.03421428869665799,0.786503648704447,0.4910080281178618,0.49385188671715147,0.45361241610205444,0.2650119176842914,0.46730817353679305,0.37864249735552963,-0.03366221124691732,0.4221359042605265,0.3162203827837684,0.3105183550773895,-0.07962248827507101,0.5261666879691845,0.6486006858063654,-0.037152774976762254,0.5949147659439767,0.34642524355771026,0.40733381931180196,0.5936823221119022,0.2300025892653606,0.2603521888230864,0.4102954687514323,0.056585452503043525,0.6955466011741154,0.607815298997175,0.33505409377493917,0.5722598402740857,0.6677401507778583,0.23125304391555268,0.6976394510385521,0.03130228149507242,0.6603984834260256,0.3261642767316083,0.3349635100062673,0.22167772660860927,0.3708520339615425,0.3444324439585577,0.4125053615830393,0.5937669126843793,0.518371146226063,0.25298456279861137,0.45284136181044277,0.4597373886282955,0.6815432444937306,0.4116330684355245,0.49493511702601306,0.2352318040454177,0.5363527637947683,0.38922559526417133,0.18327675562346046,0.4809552771275706,0.4091337201340781,0.48923433704710817,0.12116738869582913,0.495902195429107
Frontal_Inf_Tri_R,0.5155058304406168,0.45591146264088855,0.612627328164145,0.4721558336641133,0.787321475548595,0.02328911842829293,0.5550154057521893,1.0,-0.17505799100191258,0.16992733487205522,0.4750091553818466,0.7619882997841058,0.39143131741365095,0.2698598494754475,0.4488654771614752,0.42844089699051885,0.3401713674772698,0.30711442597521355,0.5336994634951269,0.5222974955734092,0.028757157387329927,0.46882946658852,0.7099897967135614,0.33951059728946986,0.1539330748198835,0.44875485699653506,0.12932733745136218,0.4742290321451854,0.1624741131098036,0.5595873092398741,0.42658255005721474,0.5973495456312176,0.470523122930705,-0.07056272359773634,0.36583562903875494,0.30136638106713703,0.4087797840273728,0.21944809732976742,0.006245188514145263,0.2634613330337047,0.28088979068620595,0.4720877744766962,0.0960966581491556,0.3262253283199185,0.32245233906916604,0.5555726138259026,0.13363412472244704,0.45605514612448783,0.2627206869257079,0.4835454634376659,0.15789666576230799,0.2112358693034304,0.5627315014273996,0.2538131768122858,0.5567172761801437,0.4710580651714955,0.5038551060423115,0.24935250699321218,0.6911242349875328,-0.11270616466325627,0.30907027331890213,0.1257303776058897,0.10170054462948677,0.42644285831890527,0.2556345259556174,0.463017269676405,0.5724372811505565,0.5203372357860783,0.2376374771991217,0.5399889144896981,0.44636502266273137,0.6268836739315242,0.6232224601403364,0.38935516141070325,0.47205858000420753,0.5392495252950281,0.38531737164540514,0.3558591603663302,0.3109987599247851,-0.06019349869378102,0.5747586829228873,0.6469888750601925,0.5759204842598299,0.4345597666177485,0.13136744120372854,0.3835961339109235,0.5831222840287108,-0.005679529953417961,0.45988883200444924,0.47689995465187424,0.23858371857236718,-0.13849792779113276,0.602043337065451,0.5827973251663893,-0.053361914997247926,0.4247362249414024,0.32107504671061643,0.41474098623316163,0.725858381888816,0.3631267468732016,0.24338190547643113,0.6442232901072855,-0.011226379454999085,0.5298445641911985,0.6849541719827361,0.19938590409089493,0.7208917333805573,0.6095236399428478,0.1346790503693661,0.6937489658012401,-0.13243332310609401,0.5623580680492416,0.44820893705247206,0.23146057429026665,0.16298635516342816,0.48002615838947116,0.2695447500365409,0.38183695242044746,0.6360805657940262,0.44157403749086743,0.15195254516890047,0.5609965256548729,0.37390835366075137,0.5943824560414434,0.3931549319213562,0.3902123564658879,0.4822493817914743,0.4155183921871717,0.6908070290481472,0.23871927871623005,0.7131104119029924,0.3229779612355651,0.5976849523209063,0.16139491533204336,0.47165910879079614
Parietal_Inf_L,-0.2584050498417598,0.09076644957147374,-0.010524936777145267,-0.22775030784932396,-0.022084795395979417,0.34289765345963674,-0.28612500529110735,-0.17505799100191258,1.0,0.05236105359207101,0.3932749902875419,-0.2785591431377181,-0.27554669963394235,0.16204486916686708,0.14262447409094467,0.2220600729406357,-0.4396148226187696,-0.30791628262651066,0.1766493674380594,-0.41652921650353636,0.2731709589998159,0.06210955577632689,0.04547663575084855,0.28802465779605085,-0.35080497354888024,0.04934100893815224,0.5563902416490363,0.020792927166461122,0.3516044781695431,0.14003522976227728,-0.09430864647642577,-0.23933026179809888,-0.6625667211732068,0.7303854190232649,0.47318714472921275,-0.4171185062404829,-0.5007794724207699,-0.024065230085221778,0.09334252340287257,-0.48981475886085835,-0.6130399598579676,-0.23244956395268238,0.591350923608253,0.2827194043931356,0.12474144249008592,0.19689734873075615,0.1439314564507052,0.09655456385638132,-0.5032915985217361,-0.5053703112255494,0.05929888368263353,0.1980356418600557,0.25111249793888524,0.03029630353920577,0.19393135473975498,-0.34839711760536235,-0.16263915570345605,-0.4421021029159443,-0.048139251959236545,0.5111865227780374,-0.5127191685810256,0.31395519970969216,0.7212829743513908,-0.0008473904150520628,-0.12282225347930538,-0.16394262195723167,-0.20149708602999947,-0.10774964967442566,-0.07832169170909106,0.0679985110747716,-0.07013848063586174,0.04148215137219186,-0.06663566175421562,-0.18720129544543165,-0.003903055420701131,-0.07427109132227601,0.06338303426161228,-0.523708871771645,-0.4585504911789925,0.4717549599785485,-0.0980119306373542,0.17948740823879294,-0.10420551239287923,-0.02625026344868271,0.06595591432999745,-0.20430809945251474,-0.02336374922517103,0.8299277964371305,0.06092668588932039,0.03669778308336508,0.29388681866370997,0.6874479293984864,-0.21099696300403312,-0.1901726738952738,0.6875583777203362,-0.1632455146022936,-0.547955646323658,-0.04823491816671148,0.015290790906369879,0.1803038666666962,-0.11213682413781392,0.17385564166059675,0.3500696099563906,0.17633689288617482,0.027905443993006877,0.1815175180182795,0.04213508435187419,0.1021420196468431,0.3156281174851672,-0.18037991700233894,0.37033029958060104,-0.0197571671374681,0.18284444068199718,0.23971983883677628,0.38140951581532406,0.045667048238877496,0.15657276017960262,-0.07888167673438629,-0.19991377039114025,-0.5254097093133137,0.270304546326209,-0.014268990005417917,-0.3486230239153018,-0.43570033877901415,-0.18895074248274038,-0.2966789356171568,0.22617161257062374,-0.04333177284723543,0.1839320370019578,-0.5208978112226278,0.026095071086705064,0.14058990310421474,-0.4164285670227627,-0.3703386104934384,0.1755956899171904
OFClat_L,-0.1807144988909508,0.18579699119194037,0.1474408474378113,0.13896786000148215,0.002251140009797505,-0.023661027568471073,0.3483473531089191,0.16992733487205522,0.05236105359207101,1.0,-0.02540629873778267,0.09065124019873018,-0.013353093554935977,0.407966177462188,0.26617925312643476,-0.02556351913311473,-0.12754814383918256,0.0510136577117169,-0.2283749373673745,0.22869164647798337,0.042986816490896015,-0.3496656034449833,0.17715645457684442,-0.06760836185758125,-0.5640653799620797,0.011308502493295597,0.17893722418836838,0.25033408905518406,0.16849923443803574,-0.12546492122167688,-0.23346596686742163,0.04957738271991942,0.11488663609060015,0.2548376415127665,-0.16068446228495306,-0.19627747714928512,-0.3636522993586666,0.029830724777839514,-0.06425672948473882,-0.1911096240346893,-0.3089994935018372,0.01582922561306851,0.11488132442762458,-0.08386689559777212,0.4024477733645676,0.15195799648007322,-0.5426319413015901,-0.2389405074744272,-0.45228624788565047,-0.15171430681715392,0.5190900950169228,0.3956680198187795,0.008513163103777636,0.07363580658119305,0.02681877075794568,0.13382621310233014,0.35945105301066904,-0.4870698431413819,0.09424643101744348,-0.06844209892286075,0.07744818893159937,0.2275200646440353,0.11844454703442965,0.5193646518604618,-0.06981163086745426,-0.42154019365970785,0.07784886281347216,0.10923132998968392,0.4718403782982724,0.12419925084089325,-0.13908918780046947,0.2934996531655204,-0.0019622347331112572,0.12217021657434804,-0.0912117405315689,0.3175665703310562,0.2240559183268628,-0.3411984332298462,-0.26804843454061905,-0.035059927595246294,0.1532250779718641,0.2678639688843445,0.08905472172878598,0.2816217034852818,0.34997769325342726,0.18264426471567904,0.14116073492229678,0.1415951377277922,0.3615256368058389,-0.12213259954254134,0.2597331383118326,0.01682492538452263,0.10840854885314806,-0.05055874415402714,-0.10248115692678479,0.15419825331650264,-0.39441690232260707,0.21458174638526867,0.09658681626266855,0.4824205092068295,0.5916899646397594,-0.027168656564883247,-0.07578274873000679,0.13410917608278597,0.15566422025870033,0.36730940619602126,0.08420664106787386,0.14550716119741366,0.35050347766588325,0.3092299561109483,0.055477706337709355,0.5321255799416977,-0.14923418729346968,0.3970896289519292,0.2148792948261665,0.27643677365489816,0.25954222372924507,0.05413240509421172,0.10685594597419297,-0.1303445821346672,0.09522787409811245,-0.08353576857489993,-0.20105876548162843,0.020592885835005632,-0.36885776121767805,0.2742398051633769,-0.25897761423682214,0.458567914724016,-0.054208311244507985,-0.39404063203982237,-0.07946656409214241,0.304497211533948,0.15821913669440418,-0.29972008890706753,0.25072977206582453
