,Vermis_10,Vermis_9,Temporal_Mid_L,SN_pc_L,Insula_L,Thal_MGN_L,Raphe_D,SN_pc_R,Thal_VPL_L,N_Acc_L,Cerebellum_4_5_R,Parietal_Inf_L,Temporal_Inf_L,Cerebellum_Crus1_L,Cingulate_Post_R,Cerebellum_10_L,Rolandic_Oper_L,Precentral_R,Cerebellum_3_R,Cerebellum_10_R,Calcarine_L,Postcentral_R,SN_pr_R,Hippocampus_L,Vermis_3,Insula_R,Parietal_Sup_R,Precuneus_L,ACC_sup_L,Thal_LGN_L,Pallidum_L,Thal_VL_R,Temporal_Pole_Sup_R,Supp_Motor_Area_L,ACC_sub_R,Postcentral_L,Vermis_8,Fusiform_L,Olfactory_L,Thal_IL_L,Cingulate_Post_L,LC_R,Cerebellum_9_R,Paracentral_Lobule_R,ParaHippocampal_R,Cuneus_R,Putamen_L,Putamen_R,Cerebellum_6_L,Thal_PuL_R,LC_L,Rolandic_Oper_R,Paracentral_Lobule_L,Temporal_Pole_Mid_L,Precuneus_R,Caudate_L,Cingulate_Mid_L,OFClat_R,ACC_sub_L,Occipital_Mid_L,Olfactory_R,Temporal_Inf_R,ACC_sup_R,Thal_PuM_R,OFCmed_R,Thal_VPL_R,Thal_PuA_L,Precentral_L,Thal_PuM_L,Vermis_4_5,OFClat_L,OFCpost_L,Thal_MGN_R,Rectus_R,Amygdala_L
Cerebellum_4_5_R,0.3921125183064208,0.33109186185151773,0.26520664520867676,0.2665775681314982,0.5042697857275419,0.16217345295468635,0.23777177605810787,0.5742430046194218,0.12204967845446267,0.37120264017926374,1.0,-0.20430809945251474,0.48268215055564934,0.3073426976245967,0.5755788010979529,0.40167170616489684,0.42154936702048046,0.17421042670729717,0.7651701151331641,0.3773719291328147,0.5284984502461156,0.05361625449053949,0.0031631623847657945,0.45108549878103216,0.773271887753615,0.40247041608000517,-0.13940890354271293,-0.030923199968832676,0.44959499870200736,0.2786580681011037,0.4319474089786035,0.007794395965002863,0.5699460895989843,0.4347078435672774,0.04977547733795903,0.06612196037263338,0.22967616324526097,0.592147894262328,0.49510672154309643,0.28062213874148423,0.6877027426729293,0.5097417510642894,0.36724715833589006,0.14521022403965275,0.6171468001148864,-0.10125450011423487,0.4710508796207764,0.46332033773598136,0.41056800691175677,0.698272186489361,0.24897532710082396,0.4116679281055176,-0.019130931235193632,-0.02689228283774267,0.29150256351875864,0.42987187959564926,0.5287160368809422,0.3269618188499645,0.40695468291216674,-0.22027348097227317,0.23595867008722715,0.5608807428006861,0.546356647095524,0.2909669560750666,0.21375651733824558,-0.06640150491880986,-0.11359245285072822,0.25333798209586045,0.17326630431129383,0.6754149848314247,0.18264426471567904,0.3698520485799928,0.27914217186457446,0.12963166780789245,0.41406377234959774
Parietal_Inf_L,-0.2584050498417598,-0.18895074248274038,-0.23244956395268238,-0.04823491816671148,0.1021420196468431,-0.12248254704229079,0.09334252340287257,-0.07832169170909106,0.3932749902875419,-0.10420551239287923,-0.20430809945251474,1.0,-0.6625667211732068,-0.70708115727699,0.020792927166461122,-0.003903055420701131,-0.18037991700233894,0.15657276017960262,-0.024065230085221778,-0.07013848063586174,-0.07888167673438629,0.29388681866370997,-0.18720129544543165,0.0679985110747716,-0.2966789356171568,0.015290790906369879,0.6325191020616305,0.7556321773564708,-0.02336374922517103,0.3695685082260157,-0.0719275894656803,0.22617161257062374,-0.0980119306373542,0.3156281174851672,0.18284444068199718,0.8299277964371305,-0.4396148226187696,-0.43570033877901415,-0.06940779352230236,0.03944813688501412,-0.21099696300403312,0.1980356418600557,-0.5007794724207699,0.37033029958060104,-0.23933026179809888,0.591350923608253,0.04547663575084855,-0.07340529632296736,-0.5254097093133137,-0.4164285670227627,0.012367663047046888,-0.058144149562317476,0.7303854190232649,-0.35080497354888024,0.38140951581532406,-0.048139251959236545,0.14262447409094467,-0.0008473904150520628,0.025603178080909957,0.6875583777203362,-0.014268990005417917,-0.3689035553529039,-0.010524936777145267,0.04148215137219186,0.14058990310421474,0.06210955577632689,0.47318714472921275,0.5563902416490363,0.09655456385638132,0.04934100893815224,0.05236105359207101,0.09076644957147374,0.1803038666666962,0.12474144249008592,-0.02625026344868271
Temporal_Inf_L,0.40401701703661336,0.48578995092958904,0.7435580089135779,0.10873551800751834,0.31058880098957514,0.3420460969873605,0.13714733877856172,0.37949829976696,-0.06551389618284374,0.2928243485876652,0.48268215055564934,-0.6625667211732068,1.0,0.8138668207413561,0.4919286290551484,0.16981889833987354,0.5220797918514948,0.25340062156463766,0.4072586852245049,0.20095865030753174,0.6272391792098285,0.16000080615232642,0.3476097885322433,0.20503741732258846,0.511995387173995,0.35388468122097805,-0.4389232892053423,-0.22287442824763018,0.35484391831201834,-0.054945770136549776,0.3239539759463427,0.10393745902871812,0.4295467728330571,0.14889099412140183,0.027480098413633882,-0.40887084941027557,0.5466915188141447,0.8538811330496981,0.2840923596468452,0.09333501349315232,0.6175756419820886,-0.11217668694314772,0.5931300756569023,-0.08111657103210668,0.4612078662481117,-0.0967687057720017,0.29603077220306195,0.22910705321510505,0.8084834966639691,0.5739253873324468,0.011592393253381173,0.3513114242336861,-0.2468999585020806,0.4404391735429238,0.16467335228341082,0.3670520056183399,0.3667694290030326,0.16780461733394628,0.2942248045981974,-0.24242307416264433,0.20732811399088485,0.6169038539581603,0.3834433692682043,0.18730456983632893,0.04884461940163759,0.20740623797276833,-0.10625290566852695,-0.2082593600514291,0.2492426610608822,0.44288545836729076,0.11488663609060015,0.18069215246209272,-0.046548120864753385,0.020309858705937954,0.12265686422005448
Cerebellum_Crus1_L,0.5100137022842529,0.6535047539406017,0.6085923327319491,-0.031525309242253746,0.15234155774802918,0.34423776736808137,0.07517590167145488,0.16830137779865614,-0.12957447360993524,0.27405970809220914,0.3073426976245967,-0.70708115727699,0.8138668207413561,1.0,0.27863089545538217,0.20390714890266662,0.3284282767993726,0.14401309403396725,0.3200351603062483,0.24557907892536635,0.45994489351916285,-0.04858577536130407,0.3019310137308285,0.02021954431708741,0.36663638193193304,0.23087466663952255,-0.5690388928864389,-0.475353562271471,0.3163260135440775,-0.23271560730997087,0.31056389488775477,0.1360443681298957,0.28388624622422126,-0.010317963191730447,-0.00745535557186541,-0.45596023604141644,0.5572777595679913,0.7120769261467546,0.14282279931221759,-0.004290374650493685,0.4753069225837973,-0.3462336901815769,0.8242814952598744,-0.1952780667574376,0.3628986716422073,-0.30447644737350404,0.162402957930903,0.10417333861472763,0.8614353133229643,0.4588673204877234,-0.11551017420475007,0.20075932664078205,-0.42605953367768334,0.7158142401333137,-0.06651028898215278,0.1999053366623941,0.15381656803183857,-0.06260688961027046,0.1282178318834797,-0.32029227007056016,0.22790440439269277,0.614877997046313,0.24674975137539867,0.023439246603743625,-0.11973065712208059,0.30039409284541546,-0.09522883719686502,-0.1552387004983303,0.22442057771881063,0.34789347699907347,-0.2337577447108666,-0.03030565232079455,-0.20708236497946841,-0.1975365234974606,0.04425739838019095
Cingulate_Post_R,0.22857842433597103,0.39463435244987805,0.5441720510989404,0.09888868491328755,0.5009688281608323,0.0913419761596344,0.3127675656365292,0.746803393798851,0.26101338394689355,0.30977537856051746,0.5755788010979529,0.020792927166461122,0.4919286290551484,0.27863089545538217,1.0,0.22217029748047712,0.4288719578059346,0.4979769927625384,0.6016492087422572,0.1655915410493502,0.8083407754252506,0.4844864932691904,0.20244505449944988,0.21699117012554078,0.6780594103765744,0.42494793076384424,0.09407332741819015,0.38447100288616504,0.5431885408688243,0.235295065289466,0.3642775092850329,0.18442539725761342,0.5212633118596086,0.609853655839717,0.10926834546905961,0.2660581642744568,0.1984983457845045,0.542971628253281,0.39260190235788445,0.183594017204342,0.743037527101314,0.13222017530046618,0.17898531648323393,0.34573818318591387,0.3516832132691646,0.29614941002602085,0.4744387266096097,0.32206161631913793,0.4230807516290655,0.4069349732948938,0.12699051005160977,0.4792158109593009,0.28041973291468625,0.054912799470336705,0.7824241034383899,0.530474046089997,0.8048057795671836,0.3058715705901195,0.4431441622191284,0.19022005902020234,0.20277591091042255,0.30653734108372155,0.6869461122046926,0.3385097006944513,0.16497581366296804,0.11731492846751951,0.13282174964848104,0.3685600180839526,0.2939824281115423,0.6855582080340555,0.25033408905518406,0.20755889724146018,0.32948618513757794,0.06757241207759615,0.3560723113234155
Cerebellum_10_L,0.7898188910364902,0.6553594034596322,0.30175775262262367,0.5504179525244725,0.5410274094350427,0.3587674963035618,-0.07241212488760637,0.06128693571062002,0.3643993925167623,0.7017573735195954,0.40167170616489684,-0.003903055420701131,0.16981889833987354,0.20390714890266662,0.22217029748047712,1.0,0.4224636019317491,0.08322569070175065,0.20045093781914622,0.951335673187802,0.13318157134295855,-0.03154104800456779,0.3609311371125551,0.500608328018895,0.3909559585516486,0.5108783163696522,-0.010208786459984614,-0.016733368932452215,0.4327106405349251,0.30594896365361873,0.7566367617918697,0.322887753761769,0.5070845787637135,0.12933640394025683,0.45537256145091864,0.13420668358108653,0.35352459875844483,0.43349931390199475,0.6322895091074126,0.4552668392820674,0.4439135731917199,0.3939664037296308,0.644685234528566,0.08159021196616038,0.5814940750735239,-0.044550741265749164,0.6120597253145412,0.6277043543601855,0.3314191774639203,0.35146150824965544,0.4602856325917572,0.4063695299545526,-0.05571872038206594,0.18765035628321955,-0.0076272834154475925,0.553657751538835,0.3007535529636017,0.2894468436098305,0.09207262545351635,0.08266584249583837,0.7974774163967308,0.5809825476251486,0.46869374877414893,0.5262881731563277,0.287812358513252,0.41055474577223233,0.30581971460882534,0.25906548413802305,0.46986157403591156,0.4488507432609908,-0.0912117405315689,0.4941643075772118,0.16643548161228244,0.24734635796329196,0.6101707819643881
Rolandic_Oper_L,0.442809203421147,0.3475500456120897,0.5555704757687555,0.42405880981992006,0.733538502833916,0.3840163794852444,0.008992123587978618,0.39080796379816873,0.29287973792589955,0.5479522015643016,0.42154936702048046,-0.18037991700233894,0.5220797918514948,0.3284282767993726,0.4288719578059346,0.4224636019317491,1.0,0.45214846658997215,0.27228592898387943,0.4621748983954227,0.31322193293582234,0.3320798086808721,0.39561147384776946,0.4857737107637744,0.4862417893341834,0.6908508819407887,-0.1741617413858203,-0.0073778180040809304,0.5480520418330593,0.39474919285434096,0.5895541861938056,0.3271735739523115,0.6091565147295904,0.3326085641358064,0.3086248916977977,0.08074777341396902,0.26947424664947955,0.5501864614590065,0.540383461592535,0.40676720942737293,0.6061203437094893,0.3225075206382287,0.3697293867501953,-0.05889054449965284,0.555455246973677,0.07084888628687364,0.6984102333984167,0.6126615710508101,0.4034021704102141,0.5060513905038927,0.2137092172609594,0.7695935308868891,0.10632360566558664,0.12248866277692146,0.18807637110023648,0.5001602184501951,0.4903375667327863,0.45704888282330025,0.16973015556635923,-0.12735019597966415,0.47165880871762045,0.4324816612148809,0.5078670175476162,0.706346592787799,0.38610090208915904,0.30228694162797926,0.1829430411430482,0.30157557561481807,0.20656291710295938,0.526141977455924,0.3092299561109483,0.49931734326936683,0.4309787910240627,0.40411072319731256,0.3502860260265254
Precentral_R,0.0249206412286681,0.13469429355362683,0.4409459107900879,-0.09348987132529193,0.45718709214689557,0.07319307666041346,0.29269032403489753,0.35504348820610687,0.31129862218569615,0.04954451506365343,0.17421042670729717,0.15657276017960262,0.25340062156463766,0.14401309403396725,0.4979769927625384,0.08322569070175065,0.45214846658997215,1.0,0.21898814550955426,0.05611332471229565,0.4208480335736551,0.9075722437890176,0.014944256510646256,0.1961730358184841,0.2603011245737279,0.44319288411788066,0.112474685168518,0.4393404167273477,0.6404832069728852,0.22665000034163688,0.17349528156302563,0.3771720702940956,0.2718247594462615,0.7069024801493825,0.03859578925381755,0.4425861511927957,-0.03287235958575924,0.2619814017602981,0.03971916741514322,0.11482407763187931,0.4172331443440406,0.1371525702933247,-0.004858011670178623,0.42582900230446574,0.04534215471645158,0.4299570153448483,0.33868760789357916,0.13948281695553874,0.16565153850695896,0.17478643870296443,-0.03931621831333797,0.3778275502117396,0.5548121390497043,-0.007101989308808918,0.6048117760525952,0.13512566585050026,0.6561065296746508,0.14869209471058134,0.09555604617229246,0.18036048992877488,0.09473838517529107,-0.056318304680628616,0.3776092656524647,0.2858947517033137,0.3093268583221096,0.22615816596868515,0.2975521289076871,0.6121514912808872,0.2215676340121675,0.37145930404958416,0.25954222372924507,0.16513165925049622,0.24636418519091033,0.08413656519083211,0.0997959870502378
Cerebellum_3_R,0.20671697210260362,0.4280801368706187,0.3482562562582857,-0.021017070619359,0.36051386038415717,0.0734619954025205,0.33389327763649834,0.5192577691827801,0.07481618082783076,0.1748444777854569,0.7651701151331641,-0.024065230085221778,0.4072586852245049,0.3200351603062483,0.6016492087422572,0.20045093781914622,0.27228592898387943,0.21898814550955426,1.0,0.17408251939582883,0.6100548438806463,0.11862168848957456,-0.06709990469261717,0.2073183327033244,0.5099946929543747,0.23160833049513754,0.04223072479978406,0.07256808246148079,0.33482334663179447,0.18171710950445707,0.27526822571881904,0.024455609127178413,0.4642581137215695,0.40375671837675253,0.008957028736393579,0.1652335668713519,0.1234135662544956,0.5132291593680741,0.30176060684676465,0.07117692808040907,0.535934957472315,0.14943984726013781,0.28225265038892244,0.2577472468579514,0.4189238451848124,0.059823782842239305,0.2645599142726328,0.13702183608116142,0.40746435420201205,0.4042731724348626,0.01659000180872244,0.2351961818232167,0.1128125665105518,0.23146459196109614,0.4143856254573155,0.21566856209082463,0.47715968474189685,0.1795319173313307,0.48338387301488067,0.004010481923703119,0.07870977974279039,0.42068625105584756,0.5117038987183551,0.09545495392526143,0.039612516884774185,-0.040294919975613755,-0.004405083980365209,0.31712540024954283,0.09613204438038402,0.7782065451304825,0.029830724777839514,0.27061298507968395,0.16279981645058147,-0.0275883073392596,0.13729476657709627
Cerebellum_10_R,0.7364038504782563,0.6281841216733289,0.2954948015172722,0.5893666843507747,0.5569526401353682,0.36085079393385516,-0.17462282067283694,0.02879081498603819,0.32252131872096124,0.7163166854139201,0.3773719291328147,-0.07013848063586174,0.20095865030753174,0.24557907892536635,0.1655915410493502,0.951335673187802,0.4621748983954227,0.05611332471229565,0.17408251939582883,1.0,0.07180507806583936,-0.06633894761689511,0.44461517691325714,0.4768374170207216,0.3375720867325314,0.5113496157295061,-0.08039026685982076,-0.10431115090167302,0.3661594556299087,0.2806326632088371,0.733605983017663,0.2947218555928533,0.519454886753353,0.05672783847757942,0.47407560724227105,0.06266481251126986,0.35651551239448226,0.45237092018265207,0.6575339612034302,0.4654438755933353,0.416055854567201,0.34307059971017995,0.6652871260260884,0.0023451348978207743,0.6243928179475209,-0.14579436275951807,0.6082595893417475,0.6142727089490604,0.36409736371802903,0.3463878399482264,0.5073544172588047,0.42620169118171963,-0.13712670568038482,0.2615613896785125,-0.10405117024637178,0.5374228120647127,0.26119901892048214,0.2724013337754147,0.07839051778411335,-0.002309015216567743,0.7608392991232109,0.5705923047082736,0.40379108136402075,0.5356533492457642,0.3315101627521777,0.4018728059695431,0.2615151298391582,0.20296080124517218,0.3814703991410769,0.4293609304757075,-0.13908918780046947,0.4932778873690895,0.15844432415327678,0.2996442773839457,0.5863941566152344
Calcarine_L,0.2601272420005537,0.4580917350728582,0.6231222307516753,-0.040966419078260256,0.3618853893215409,0.2978751251155119,0.3761153404068966,0.5622259716819628,0.18518596459148962,0.13917571485556315,0.5284984502461156,-0.07888167673438629,0.6272391792098285,0.45994489351916285,0.8083407754252506,0.13318157134295855,0.31322193293582234,0.4208480335736551,0.6100548438806463,0.07180507806583936,1.0,0.42108016180634966,0.10669041203430824,0.18747709420952288,0.5840319124802354,0.4198797171423125,-0.05273206560960579,0.37552689142768264,0.5245361134335774,0.10653319417839488,0.3232211498454399,0.30320291905684654,0.4218851665044742,0.5086474936486303,0.06337331226192101,0.10962623911757634,0.30826418835568536,0.7055111889745231,0.17681388246122304,0.09414847297113983,0.6895566980278363,-0.06252586451667927,0.28910018995520426,0.26800019484493287,0.3020323019002839,0.36561112497473164,0.39115568275205015,0.16605957770854315,0.6474391811217844,0.4387772946669547,-0.04986979571001295,0.4107988520607246,0.2557896167114846,0.1721043296643278,0.6882954065153034,0.36500153424591164,0.5995794630079119,0.06045293232122686,0.4251551893967395,0.30087656979243993,0.16537625590589203,0.42775035576777126,0.5102665829425456,0.16875072801909569,0.0014770660277670063,0.26238136742008117,0.20521350416157072,0.16203110444773397,0.4310161239492466,0.654820366711738,0.05413240509421172,0.11212343327155282,0.05652972934171302,-0.10047654812458122,0.12371951420459283
Postcentral_R,-0.12269919879684359,0.0316699176364232,0.43095442475779017,-0.11380712379169529,0.42121015719711813,0.1455628926695045,0.3754106764250382,0.2204202651168534,0.4062888602032009,-0.08112166983076725,0.05361625449053949,0.29388681866370997,0.16000080615232642,-0.04858577536130407,0.4844864932691904,-0.03154104800456779,0.3320798086808721,0.9075722437890176,0.11862168848957456,-0.06633894761689511,0.42108016180634966,1.0,-0.07030000371328478,0.24819210597016733,0.10468120007590441,0.41422753352460334,0.23991406570991686,0.6365804743690426,0.5237189411360783,0.308829710874451,0.06839491431121106,0.44097791810270837,0.22943806712686177,0.6061738587849411,0.09100711506048553,0.4875582528804757,-0.09503297437029488,0.19785109912736715,-0.07138795865037269,0.1711135470601119,0.33576400478995916,0.1136074309931143,-0.19446668555240962,0.45969237636924754,-0.01630764563892856,0.5805621072799596,0.2959300148262521,0.07963079146739262,0.052453426814343194,0.07587445535162883,-0.05995489181602714,0.3378461800339532,0.6240794592981611,-0.08225978953718142,0.6497947394057177,0.17394077634916896,0.629786957412217,0.05810636400189847,0.13720337380991635,0.36109749447794215,0.04121047029129843,-0.13762215480574738,0.3774633552035252,0.20457449106314896,0.296962769666287,0.2628064855963099,0.4042458188694735,0.45689511836408686,0.32211352611985433,0.26502690693094677,0.2597331383118326,0.18500280082823548,0.13580116680455911,0.07801067410614952,0.013886138066632445
SN_pr_R,0.32276794255230007,0.2853596237951332,0.319209514003695,0.5784947761734744,0.2946815553980957,0.1726512059634308,-0.5184567506881788,0.22939275436444992,0.12741481578830408,0.6633153593622206,0.0031631623847657945,-0.18720129544543165,0.3476097885322433,0.3019310137308285,0.20244505449944988,0.3609311371125551,0.39561147384776946,0.014944256510646256,-0.06709990469261717,0.44461517691325714,0.10669041203430824,-0.07030000371328478,1.0,0.1685623555018048,0.2044255848459552,0.34562761807985065,-0.21625695786486032,-0.1100864740189706,0.046619254568607174,0.06832098242889802,0.49526226385382444,0.14458703261705316,0.4330986196220526,-0.05916160329413964,0.40991003119772723,-0.18013365928903688,0.3113319959775171,0.3774051835952281,0.5742222508468093,0.30625945616646894,0.21204224128547938,-0.08224992829111465,0.3456407656766866,-0.2375104072797087,0.4643199725033082,-0.044407957048852156,0.40647148171998865,0.4229313623665051,0.3897762952898517,0.13726470234763227,0.48567167152462937,0.4270642906247555,-0.18929939527046952,0.19024635355800693,-0.04184771739835555,0.39379024471667035,0.1521460199382251,0.4794039463603519,-0.09083278966554208,0.03656013520848097,0.41233985885071817,0.3536203972451297,0.04846594289126776,0.5402227847521193,0.33683161908709675,0.35410564356489377,0.13538914148851955,-0.06429339266664685,0.08819270991807468,0.2066765688029438,0.12217021657434804,0.2376707190391275,0.2661928351797496,0.5262263180429938,0.5635786450253922
Hippocampus_L,0.4142936532433965,0.304791749946642,0.2805531524109676,0.5425075578141388,0.699846154520365,0.6649318267071989,0.1644123746446744,0.08281529749449654,0.7082319449496841,0.532364167394104,0.45108549878103216,0.0679985110747716,0.20503741732258846,0.02021954431708741,0.21699117012554078,0.500608328018895,0.4857737107637744,0.1961730358184841,0.2073183327033244,0.4768374170207216,0.18747709420952288,0.24819210597016733,0.1685623555018048,1.0,0.3096474891420293,0.7610614782665708,-0.06360234618932738,0.2089837264471602,0.3953800483518554,0.8160857766018501,0.6631505185416741,0.5822353577275825,0.6445990139812341,0.12822179187666577,0.458821271580975,0.13159342675045527,0.04792045071115553,0.46017903335334254,0.49269622705676314,0.8062777272297202,0.40425990515153454,0.558029055232575,0.23624182433088511,-0.02257775538269352,0.7060758864426426,0.1447827699180535,0.6969901697271141,0.7706076563635479,0.17897581899843698,0.4945657285414044,0.18796997934972537,0.5397768492414772,0.11416664843940036,-0.024254121048862615,0.09402012946789004,0.6538006945609685,0.27678293556387207,0.33776976280010496,0.26878044045005417,0.14909994617902678,0.5669508712784208,0.40718690355740267,0.3948422332521637,0.6208427884174944,0.42394167592993603,0.4862354350612342,0.5225579358944831,0.10571683055073702,0.5874164055429211,0.4060696843374673,0.12419925084089325,0.6120881572022018,0.31716161901384826,0.34977354291334406,0.4776959254636299
Vermis_3,0.5069931799631943,0.37270786940082107,0.3506692611095331,0.30878716402574385,0.4335757553963209,0.08645588750347734,0.18990494293609506,0.7764266129323005,0.05503792202052593,0.46188851575915896,0.773271887753615,-0.2966789356171568,0.511995387173995,0.36663638193193304,0.6780594103765744,0.3909559585516486,0.4862417893341834,0.2603011245737279,0.5099946929543747,0.3375720867325314,0.5840319124802354,0.10468120007590441,0.2044255848459552,0.3096474891420293,1.0,0.40082830406951264,-0.17974536261389185,-0.007982325673414385,0.4831970258860688,0.11868579395069535,0.47772516214862687,-0.027071724177838985,0.5766203972122115,0.45932120648550956,-0.049805421987045705,-0.0361850704903906,0.3577888562848979,0.5252777534774237,0.5625139547131929,0.18091758855188012,0.6491536305343031,0.40897667844076974,0.3536755966376731,0.15579198571787803,0.5130592492759505,0.010594370752105096,0.4885642220340797,0.48571480627010544,0.4520373830050106,0.6237661062673489,0.23572194445533537,0.46706565628693236,-0.005326919901536976,-0.07897386596429241,0.4063164758397127,0.4897413506038248,0.5532470852731262,0.4499350616302675,0.33062297663213275,-0.13181460752407104,0.2815959497022621,0.4227655762952665,0.5270826634892021,0.4329206349853845,0.21642282455441045,-0.027117541362513098,-0.15068187004362635,0.21275649098649682,0.1983658484561623,0.6114588753289132,0.2742398051633769,0.26556521387348986,0.3910561798619703,0.1619207855401137,0.5015998626684476
Insula_R,0.45771683321331746,0.407240160531164,0.5050736975211992,0.4885651360721811,0.8571068828163753,0.656037910782392,0.08001777524450407,0.24434589528806394,0.7131068833681101,0.5463826692288297,0.40247041608000517,0.015290790906369879,0.35388468122097805,0.23087466663952255,0.42494793076384424,0.5108783163696522,0.6908508819407887,0.44319288411788066,0.23160833049513754,0.5113496157295061,0.4198797171423125,0.41422753352460334,0.34562761807985065,0.7610614782665708,0.40082830406951264,1.0,-0.14141763589924694,0.21201501201441192,0.6743063174184798,0.6789773209163015,0.7365367216739717,0.728193962585173,0.7427769189774897,0.2871650406397319,0.4720907992664807,0.21233202431698414,0.18784043573045084,0.5940625673314782,0.4871147553423292,0.7274077841110813,0.5859746692001702,0.3516142713419197,0.34758983746688105,0.00979890834159281,0.6960102612785598,0.2206183521800668,0.8740710294524772,0.7536857872326457,0.40150348250625767,0.5407453516581863,0.2029595833946036,0.800716823977101,0.15139006797017865,0.04694164171827552,0.2290513791155842,0.6396719075703869,0.43022821655610066,0.3925460572865185,0.16762609408006468,0.1861418326898188,0.6042503280130112,0.48496435973450686,0.5031044270207901,0.7163723994045149,0.5934915569616811,0.6599195401577079,0.6354288455447311,0.2911037077811608,0.6271929833384696,0.5259556983865906,0.09658681626266855,0.6283621692888339,0.3765475355230807,0.44637637604105634,0.49917622343621754
Parietal_Sup_R,-0.25540927986368644,-0.1559420828996499,-0.16543941941129234,-0.08659882654193357,-0.007700856683410517,-0.23146974703265052,0.058465445704746474,0.002464883097037385,0.20241293991046239,-0.15344696695336477,-0.13940890354271293,0.6325191020616305,-0.4389232892053423,-0.5690388928864389,0.09407332741819015,-0.010208786459984614,-0.1741617413858203,0.112474685168518,0.04223072479978406,-0.08039026685982076,-0.05273206560960579,0.23991406570991686,-0.21625695786486032,-0.06360234618932738,-0.17974536261389185,-0.14141763589924694,1.0,0.5456776353836352,-0.05253868628025468,0.1927019984183503,-0.1270806649162167,-0.00992554189260034,-0.13731334218571284,0.24546012782086452,0.0579240474629193,0.5456048854135832,-0.3043778706649022,-0.34832468353620527,-0.045457169285223885,-0.02688776376506693,-0.1541196827971126,0.13605551832753898,-0.44347625600511115,0.4630237811920781,-0.24151005427240355,0.35969282256457397,-0.07297968483183608,-0.13085841580939436,-0.47522621953699923,-0.3230814166269292,0.03453920171349173,-0.1798328411843146,0.4831224560304541,-0.283459014016039,0.35687047718497195,-0.003927832469786273,0.1678013882061341,0.044798046918650955,0.14824247953523595,0.45947302027982007,-0.1213454525094504,-0.376022754461191,0.13521760275919215,-0.04414827452329913,0.027516649028447755,-0.09574578047120726,0.20943275654880134,0.31998229150694196,-0.021148451274279723,0.03779478939164351,0.13189672278312187,0.028280589000570653,0.15292462516288233,-0.002212848277284144,-0.03713901663563563
Precuneus_L,-0.17440972180739645,-0.06328466019732802,0.13563469279085158,-0.0633651502187129,0.23737884463089426,0.07568982831395601,0.28734539940749015,0.18712129887974926,0.4199598766142821,-0.07718788625317675,-0.030923199968832676,0.7556321773564708,-0.22287442824763018,-0.475353562271471,0.38447100288616504,-0.016733368932452215,-0.0073778180040809304,0.4393404167273477,0.07256808246148079,-0.10431115090167302,0.37552689142768264,0.6365804743690426,-0.1100864740189706,0.2089837264471602,-0.007982325673414385,0.21201501201441192,0.5456776353836352,1.0,0.18812207962331393,0.36199396449098564,0.02356548349574876,0.32493713823402187,0.09961610335363029,0.5485802238400211,0.19844961369313827,0.6753115961976934,-0.2648842305403789,-0.06541284496797013,-0.02894224836667204,0.08676949434532542,0.13629498399616666,0.19665836475628176,-0.4320584483033218,0.49602956428573536,-0.12138263927277172,0.7714033733259905,0.181614812494614,0.01805245939609822,-0.23324453652486837,-0.1737363402730365,-0.01243963636122496,0.1091544974341087,0.8296551330949907,-0.32613569341525556,0.7341584377616914,0.19822656464872104,0.4880207431081936,0.044994702953054126,0.251491248206718,0.8077219009706036,0.03521739206227424,-0.2721431583071691,0.21099782654647883,0.135013098890344,0.1678257098209406,0.16224023372652807,0.48465912933245403,0.3900780013558593,0.36499747772185087,0.19685787802291244,0.17646561084509824,0.16353401478860033,0.13152599854460317,0.09048573379021141,-0.0013201322236474496
ACC_sup_L,0.3581325379331002,0.37092484539409987,0.4949267821935542,0.15594321041079007,0.6388855557352568,0.33299769205574997,0.2685533418319319,0.3589009294358464,0.4616608949165847,0.2724844473045721,0.44959499870200736,-0.02336374922517103,0.35484391831201834,0.3163260135440775,0.5431885408688243,0.4327106405349251,0.5480520418330593,0.6404832069728852,0.33482334663179447,0.3661594556299087,0.5245361134335774,0.5237189411360783,0.046619254568607174,0.3953800483518554,0.4831970258860688,0.6743063174184798,-0.05253868628025468,0.18812207962331393,1.0,0.3636509288377629,0.5162006566420748,0.5207111728313368,0.4124956439193266,0.5853008466445623,0.13560429989233974,0.3228962450481518,0.2682267853371791,0.4871805184274375,0.22905271934859917,0.35090013924835606,0.6563171823617476,0.21327124364324432,0.3538115260636519,0.2641531857438713,0.3515124335120514,0.1806842173248442,0.6673095543757809,0.454656413287505,0.38930486388507973,0.5085949357421488,0.05460082331521581,0.5561989890667554,0.23096634204905175,0.00010319179260881664,0.36390148507698106,0.38491343602002065,0.6133620539256794,0.13582066797957368,0.08212823205855921,0.06080886881100227,0.36548003738514095,0.3810520453676026,0.6515746458429004,0.38364981774079165,0.3059444381337857,0.39857403281918113,0.41059626434399127,0.5150775477177777,0.4747658468101058,0.44984793540406215,0.14116073492229678,0.3034185780851357,0.27867125952779515,0.10009038203678461,0.32826101056021834
