,OFCmed_R,Raphe_D,Thal_VL_R,Putamen_R,Cingulate_Mid_R,Hippocampus_L,Frontal_Inf_Oper_L,ACC_sup_L,Vermis_10,Precentral_L,Thal_PuM_L,Precuneus_R,Vermis_4_5,Frontal_Mid_2_L,Vermis_9,Cerebellum_10_R,Olfactory_L,Temporal_Sup_L,Hippocampus_R,ACC_sup_R,LC_R,Vermis_3,Thal_MDm_R,Thal_PuA_R,Caudate_L,Red_N_L,Cerebellum_3_R,Thal_PuL_L,Thal_AV_L,N_Acc_R,Cerebellum_4_5_R,Thal_IL_R,Angular_R,Vermis_8,Temporal_Pole_Sup_R,Frontal_Mid_2_R,Cerebellum_9_L,Temporal_Pole_Mid_L,Amygdala_R,ParaHippocampal_R,Supp_Motor_Area_R,Frontal_Inf_Tri_L,Cerebellum_6_R,Cerebellum_9_R,Thal_VPL_R,VTA_L,N_Acc_L,Cerebellum_3_L,Thal_PuA_L,Temporal_Inf_R,SN_pc_R,Heschl_L,Thal_IL_L,OFCpost_L,Thal_VA_L,Postcentral_L,SupraMarginal_R,ACC_pre_L,Thal_LP_L,Occipital_Inf_R,Insula_L,Parietal_Inf_L,Temporal_Mid_R,Cuneus_R,Thal_MDl_L,Thal_MDm_L,ACC_sub_R,Thal_MGN_L,Frontal_Inf_Orb_2_L,Cuneus_L,ACC_sub_L,SN_pr_L,ACC_pre_R,Rolandic_Oper_L,Cerebellum_10_L,Frontal_Sup_2_R,Temporal_Sup_R,Calcarine_R,Thal_PuI_R,Fusiform_R,ParaHippocampal_L,OFCant_R,OFCpost_R,Insula_R,VTA_R,Rectus_L,Frontal_Sup_Medial_R,SN_pc_L,Frontal_Med_Orb_L,Lingual_R,OFCant_L,Precuneus_L,Occipital_Inf_L,Thal_MDl_R,Cerebellum_7b_L,Parietal_Sup_L,Frontal_Inf_Tri_R,SN_pr_R,Calcarine_L,Thal_VA_R,Paracentral_Lobule_R,Frontal_Inf_Orb_2_R,Cerebellum_4_5_L,Cerebellum_Crus2_R,Lingual_L,Angular_L,Cerebellum_8_L,Temporal_Mid_L,Thal_AV_R,OFClat_L,Occipital_Sup_R,Temporal_Inf_L,Frontal_Inf_Oper_R,OFCmed_L,Occipital_Mid_L,Cerebellum_Crus1_L,Parietal_Sup_R,Thal_MGN_R,SupraMarginal_L,Thal_PuL_R,Frontal_Sup_Medial_L,Temporal_Pole_Mid_R,Fusiform_L,Supp_Motor_Area_L,Cingulate_Mid_L
OFCmed_R,1.0,-0.10565239209042483,0.2312428261550346,0.4567202639757483,0.18873840390511396,0.42394167592993603,0.4022696911283983,0.3059444381337857,0.12635648756920528,0.271265118998726,0.17060075921974602,0.0843780976948931,0.2688829944134053,0.2571500729128837,-0.004508701969216801,0.3315101627521777,0.44586205328191264,0.4097051290518832,0.4770985199646538,0.18345666687651285,0.417024710899638,0.21642282455441045,0.24148370418407542,0.37034790030702536,0.31673882107257045,0.29543862628251305,0.039612516884774185,0.30346243331070777,0.24849961505309562,0.3452177609593788,0.21375651733824558,0.22838026152929575,0.07332558423437022,-0.020066084324388028,0.49909255838653876,0.26635094000097853,-0.06542255700659379,-0.2436668200546431,0.591990647145182,0.4523936701908503,0.21162600637296963,0.25012138206643003,0.050626642555123995,-0.027365648178898208,0.19111807412951548,0.12556902952605598,0.3821662813555875,0.22166003552383148,0.298101301191457,0.1315998308089885,0.20498963550237476,0.2616117019121811,0.3796116344013489,0.5342826221924762,0.31558344475814776,0.25775808979372705,0.16226307109185883,0.4247282240595916,0.3116971504101045,-0.18086912051252546,0.5395888045396724,0.14058990310421474,0.2642515874649367,0.14439897636168272,0.12608601408045392,0.24672093190718677,0.23825440586377816,0.09564538269483562,0.33918769652696695,0.1632858021887428,0.03195568884500865,0.36945528920345894,0.42188303338832717,0.38610090208915904,0.287812358513252,0.2588806220611404,0.49701420113550115,0.04409364401372496,0.39085256530172746,0.32870729249169656,0.36823850446009293,0.385866403403849,0.6471863764803969,0.5934915569616811,0.17727582869953645,0.6762865433719245,0.33342309100718354,0.46504430325820434,0.0986640972862606,0.05088365483730302,0.15221632154777745,0.1678257098209406,-0.14657618323686525,-0.022221670549786802,0.10496257433837757,0.0026279928495745878,0.3229779612355651,0.33683161908709675,0.0014770660277670063,0.266756124393057,0.07046750985400144,0.22809417065451812,0.29973653305346676,-0.1752854570432566,-0.05869434399993652,-0.021615110011714112,-0.0856442001069411,0.1470483413649132,0.35791676551580753,0.304497211533948,-0.03373611000751399,0.04884461940163759,0.366478077857682,0.32737925197549367,0.09200504813998868,-0.11973065712208059,0.027516649028447755,0.39475918312839664,0.1499887935583449,0.1339543977537497,0.36197697413740626,-0.13227490067717018,0.17950810735752876,0.21127079935092954,0.2385867910228787
Raphe_D,-0.10565239209042483,1.0,0.12868183624679622,-0.0823298194672171,0.1972965126637834,0.1644123746446744,0.08148225744917488,0.2685533418319319,0.014604289252005756,0.14012602326132284,0.3068182661374053,0.38296579838121125,0.22133637956441063,0.01294701827231541,0.20533268805929356,-0.17462282067283694,-0.17501800293373898,0.2652921966211074,0.06805353934432,0.3639494062507726,0.10013501903206962,0.18990494293609506,0.2024696696580833,-0.4310124497415565,0.0398598779903569,0.23285516546485047,0.33389327763649834,-0.027268476171318723,0.25079433707882265,0.009644813728854354,0.23777177605810787,-0.4281734290553794,0.49699493712866427,-0.08264436577131738,0.12290065005626781,0.15353138554735948,-0.001121358843886119,0.06323629722186866,0.2617168056475903,-0.07891887651375867,0.26010029071700896,0.11752108126345774,0.01794539763280947,-0.033337492445578404,-0.0619158886965672,0.13167140811758024,-0.29912706684475676,-0.11213810915669044,0.08238857999959127,0.044262172204925995,0.17525562869711694,0.46086708369547874,-0.10110338283509017,0.10485596641145073,-0.19597048414386675,0.18801103707166444,0.5085241114244803,-0.10206744709305199,-0.14668015738833692,0.1780742302819358,0.1972637868754693,0.09334252340287257,0.23887627357363347,0.2460258469362197,0.5554438974236847,-0.026973754676912372,-0.27200480889364453,0.12462526563515576,0.08527516467899615,0.2555514897293511,0.40649200017621884,-0.5031309286598857,0.027020788644771615,0.008992123587978618,-0.07241212488760637,0.20200448466380647,0.2857370698000875,0.3489276714606929,0.022239230403778194,-0.011997151222793285,0.0971797959852752,-0.12899373441343429,0.1613273625181416,0.08001777524450407,0.4484408577826437,-0.04446584326980513,0.11685088649786966,-0.3988008541877139,-0.1713555424639748,0.12641625460937728,0.019591344044686793,0.28734539940749015,0.15202622524679424,0.5761034164956669,-0.10523622217297723,-0.1837307369818893,0.006245188514145263,-0.5184567506881788,0.3761153404068966,0.19662151358848254,0.2604842839343523,-0.15834546733600197,0.13546868617495147,0.2509347387036017,0.3259180275918391,0.5162845491808753,-0.008959222745159407,0.2944295304928378,-0.01281905687264739,-0.06425672948473882,0.4684639529823743,0.13714733877856172,0.194706125960052,0.3321668713547339,0.15293610593914883,0.07517590167145488,0.058465445704746474,-0.20256191773200108,0.3624066004272016,0.16372837012954564,0.15719526999681752,-0.0917872978274579,0.13236953462655493,0.3346299207546242,0.27053124434625864
Thal_VL_R,0.2312428261550346,0.12868183624679622,1.0,0.3776024388376283,0.22874362810522025,0.5822353577275825,0.32606109379283,0.5207111728313368,0.3094765316935548,0.24733478577641027,0.7573190731806917,0.16691395834196115,0.2600274482338891,0.1866905405569766,0.3890932124058035,0.2947218555928533,0.02996004280378062,0.5609545015928312,0.5053112710384604,0.25435585477104217,0.022107042280090184,-0.027071724177838985,0.8223630418467202,0.27160518114057736,0.39551572150454906,0.3713480636993867,0.024455609127178413,0.2906938345989548,0.7670976942032183,0.5763099593030118,0.007794395965002863,0.6086950315082862,0.2199433455742352,0.14966209584685922,0.3739199829710095,0.41474150666820325,0.2860070994274364,0.2138920783136164,0.13574373185596655,0.37272573826126076,0.05176284897489806,0.3428095945786144,0.2582028801337287,0.26337133427068987,0.9070642600513609,0.2517265840896178,0.22710631909353116,0.17698781777850764,0.8521583371978738,0.30107803863513805,-0.19790291712324704,0.10202135946622296,0.652042675308189,0.3864647379554378,0.11988937006416273,0.29909716970646066,0.3779901498228277,0.6935948301327226,0.6316319971176761,0.3875549864328931,0.5720426414636556,0.22617161257062374,0.645881838751373,0.41782956915189784,0.6822675871479295,0.9257889443123105,0.4722433093193804,0.7763202907616312,0.0444227980317274,0.4293540238008033,-0.09045022830650921,0.21671764522620904,0.6423063874705435,0.3271735739523115,0.322887753761769,0.22530681585409,0.6686979153904665,0.2767907832850832,-0.06257003897173985,0.4983668295182892,0.16167075098199638,-0.21500141425875455,0.2824756988994772,0.728193962585173,0.08038721580991817,0.12362043827605171,0.47222200349089993,0.16408271089970555,-0.11619439307344158,0.5223205262983639,-0.2334480252132417,0.32493713823402187,0.27814578786761185,0.6979936701682815,0.13429849209877587,0.25383362458594705,0.4822493817914743,0.14458703261705316,0.30320291905684654,0.8524283561425056,0.02400517983787687,0.0759643518492005,0.10725062771729643,0.12145134231830766,0.3238194990308503,0.2512422919746902,0.18112326657980382,0.44955255830643215,0.7962587083047596,-0.25897761423682214,0.38035132936650634,0.10393745902871812,0.6083047312972018,-0.27305433462378037,0.4165828022445632,0.1360443681298957,-0.00992554189260034,0.021567199736948567,0.32830649140044804,0.20210122831654811,0.3969747416504285,0.14161376078898832,0.32496488846476007,0.13238117040051434,0.20973777586228057
Putamen_R,0.4567202639757483,-0.0823298194672171,0.3776024388376283,1.0,0.3166399620250907,0.7706076563635479,0.5711262186300512,0.454656413287505,0.5494296202782837,0.1312026901816136,0.4315723622812838,0.03160769255817252,0.4285859273771248,0.39857694673265437,0.3162881352717505,0.6142727089490604,0.7484820464444225,0.41859046228442776,0.8147379850824247,0.49673151644900165,0.5474327236247282,0.48571480627010544,0.48386934464151615,0.5868796831964833,0.7977689458242873,0.5062166929901976,0.13702183608116142,0.5278080505644774,0.4665182391553577,0.5899502375239681,0.46332033773598136,0.5377040187608071,-0.08492337768294698,0.16413449086671664,0.6567480474903806,0.4749128333476369,0.21797526343645954,-0.07858438595847111,0.6462526094103758,0.7134693937350742,0.16319813709059286,0.5966280822402302,0.354747361175509,0.33648242971004316,0.3653910892838311,-0.05505505781885684,0.7908505881807047,0.37449190747249617,0.3672232348441861,0.45108581246523205,0.29705298207285763,0.21726275365536535,0.7447087933237888,0.5367776246043935,0.7767120732118552,0.0009889894823101471,-0.043179179892207147,0.6735552329045011,0.3814382580668508,0.01463532697410893,0.6599040907153533,-0.07340529632296736,0.37647714322682074,-0.03848663880208509,0.27360852858898654,0.5137455105190458,0.4448340309656663,0.46848056513034625,0.5366761449182194,0.06243190438522752,0.2390054926942718,0.6213313478401457,0.7045901185095579,0.6126615710508101,0.6277043543601855,0.3165798165187684,0.6575095895378551,0.19173276915790566,0.5200997354828083,0.6411916702743519,0.6641731937111905,0.38611675606070484,0.5617214349982236,0.7536857872326457,0.3204805096583538,0.3336663107830046,0.5285462013567552,0.6660463338306258,0.17221266336005916,0.22081553084342517,0.20201485816251633,0.01805245939609822,-0.05422409084838535,0.06611954441803845,0.23073168604163394,0.1585647485878773,0.735808327912056,0.4229313623665051,0.16605957770854315,0.5486331486351094,-0.1718152166039302,0.5527555078530242,0.49052464844133276,0.12372894570991025,0.16732612156359142,-0.19054320115827614,0.15520217914860288,0.18768874317611178,0.6717980738596363,0.2217945646644232,-0.2064950340871877,0.22910705321510505,0.5761497250079466,0.29022273988479075,-0.038831174987551634,0.10417333861472763,-0.13085841580939436,0.5552118092210824,-0.02632839462283478,0.571618146496128,0.5842681160577953,0.08231154215331106,0.45834413568529514,0.12938860292857407,0.37965177369901654
Cingulate_Mid_R,0.18873840390511396,0.1972965126637834,0.22874362810522025,0.3166399620250907,1.0,0.22043737783102313,0.5247140476305349,0.5586191302922535,0.20570416684092915,0.5104757164586625,0.27957200903353985,0.8479007659357197,0.6366997711392539,0.5168694851571211,0.2766317634697826,0.11587680179175848,0.32720716726542004,0.6080399295750519,0.19276004724562984,0.5749284490575411,0.21098276933514834,0.6018494055227366,0.481980326057912,0.2685186468743533,0.4541224089852719,0.21985841353707322,0.4913970979878765,0.2717661822257691,0.21975240275808663,0.2303390198188978,0.4854739482616459,0.025180788628846575,0.5786689471160256,0.05849607526425217,0.47442604359762175,0.788423470320755,0.08208481072794602,-0.03789584483237247,0.4784021357822953,0.2550841776157257,0.8227466133476997,0.45351849494694574,0.30110235560885557,0.06598766503661183,0.1507249089542284,0.3137638590496727,0.3085679346987611,0.40326242292711695,0.20612981033792874,0.1256521046704201,0.7230326760135025,0.6150693469995542,0.09676693105648489,0.18760404575425774,0.17872159208801097,0.3886962270670038,0.5636628705831931,0.19085608162633283,0.3726928305581367,-0.06873424965777733,0.4723322491553969,0.17793922790388936,0.33757503204768347,0.45326028163430376,0.256437753906803,0.1102408460999498,0.17178508688295938,0.09305944691476649,0.4601298835266687,0.46360876350650376,0.3814612715063132,0.011861455948756617,0.3878999296089622,0.4626365901155612,0.17576530277941646,0.724822199045762,0.462021341671206,0.7338380251556659,0.24920906529130896,0.2907966363979191,0.387258042463687,0.2338721185464114,0.3516415660157281,0.4327342521556329,0.5919351839825875,0.07317000773424023,0.686419439709672,0.03006317987677561,-0.03945400338557855,0.40866266076162905,0.14204155396351506,0.5464556411402622,0.05024902965408082,0.2598456714006312,0.2869130222557218,-0.14010941911104977,0.40921207317047487,0.20818132880025508,0.7220115499907799,0.3291830859112001,0.3668017637904023,0.10373987037912483,0.5407992038392938,0.17237518146350422,0.3931647896488548,0.40913552183315866,0.1380003207761307,0.4568256825576689,0.4191671117556606,0.2899642693299111,0.376554258341019,0.37191853843066397,0.607511635499591,0.2759176573329238,0.3228888924846735,0.1681349493315059,0.11022324811727498,0.39073117275363584,0.492553311552439,0.3553709461507202,0.7345091687048749,-0.20631998631483145,0.41457346893388886,0.7660927065338689,0.8854735629815669
Hippocampus_L,0.42394167592993603,0.1644123746446744,0.5822353577275825,0.7706076563635479,0.22043737783102313,1.0,0.39028924457735,0.3953800483518554,0.4142936532433965,0.10571683055073702,0.5874164055429211,0.09402012946789004,0.4060696843374673,0.15782379878481415,0.304791749946642,0.4768374170207216,0.49269622705676314,0.4970735982945511,0.9312867335207744,0.3948422332521637,0.558029055232575,0.3096474891420293,0.5665370532800034,0.3232433861311434,0.6538006945609685,0.6636884322763891,0.2073183327033244,0.5039724416035539,0.667780730613511,0.5375200513692463,0.45108549878103216,0.4240069275612563,0.124949880947328,0.04792045071115553,0.6445990139812341,0.3948305519347193,0.15640950333028983,-0.024254121048862615,0.570488494299189,0.7060758864426426,0.029819318944383923,0.40523331858111666,0.2840334182723135,0.23624182433088511,0.4862354350612342,0.09704086258260493,0.532364167394104,0.3258306641962725,0.5225579358944831,0.40718690355740267,0.08281529749449654,0.2979888487516888,0.8062777272297202,0.6120881572022018,0.6187330601030735,0.13159342675045527,0.20197471603567393,0.6755344441633248,0.37708720951451447,0.1340771482916801,0.699846154520365,0.0679985110747716,0.46736853580737586,0.1447827699180535,0.5681383931913475,0.6330933197881683,0.458821271580975,0.6649318267071989,0.34373953174075617,0.24271310630399096,0.26878044045005417,0.4966160451391059,0.7073031383452023,0.4857737107637744,0.500608328018895,0.237246574307789,0.7289673026123183,0.19408794738028867,0.39439953308526376,0.6892307905249859,0.6677499164376983,0.13446461690552108,0.5971993632635397,0.7610614782665708,0.22986433747754542,0.42824301811086557,0.3972395445908536,0.5425075578141388,0.1624436335226374,0.2797309948959131,0.155078485756029,0.2089837264471602,0.022517261506997854,0.37443839678578533,0.19041597088462253,0.14915518731424762,0.5399889144896981,0.1685623555018048,0.18747709420952288,0.6931866944967651,-0.02257775538269352,0.2780319786454854,0.4489414042368454,0.1442875086624755,0.22408475602274858,0.030496090933426208,0.0032242974064804306,0.2805531524109676,0.6420173863747677,0.12419925084089325,0.10559465113313793,0.20503741732258846,0.5122140675914748,0.21112744978946768,0.14909994617902678,0.02021954431708741,-0.06360234618932738,0.31716161901384826,0.13018962321766425,0.4945657285414044,0.442462803614328,0.1221059539367558,0.46017903335334254,0.12822179187666577,0.27678293556387207
Frontal_Inf_Oper_L,0.4022696911283983,0.08148225744917488,0.32606109379283,0.5711262186300512,0.5247140476305349,0.39028924457735,1.0,0.6842355911773854,0.49722756951115576,0.4664963152205194,0.28385033247877717,0.25554482718873084,0.6449044500942389,0.7569787617473132,0.46603122713763057,0.5187031458794105,0.5774755040729617,0.6921981287618321,0.40329092685683743,0.5796262587835153,0.2734137764879932,0.5976494111756843,0.4656733205317764,0.4251703681032923,0.5289519211247133,0.2892460283445043,0.3575857185008922,0.38672945117391644,0.2372118981539085,0.6273637376590517,0.5027195141838844,0.3142970748723943,0.0629478419582096,0.2879728068861775,0.5612142460358834,0.540936750869917,0.5035021228427462,0.18156916079528906,0.5019056288923734,0.49912806933017423,0.44800586411497484,0.8511253402208365,0.4831535018384649,0.48917872338744783,0.32983932384453585,0.08033016533055523,0.5911329324873575,0.5224378076874999,0.2002081479733655,0.4334238010745364,0.4514805995145535,0.3096854526605057,0.36269075702914566,0.40421928675031,0.3894141492076256,0.18050194847478382,0.1570793578291774,0.4045559896214136,0.26652344913983966,0.24638932999998334,0.6847643510081485,-0.19991377039114025,0.49998015607292023,-0.00712815785289669,0.14899878589301335,0.2605179176882908,0.17450467256697128,0.2315647877232269,0.5670866579146193,-0.056968844498210235,0.16667584959963916,0.30227499428943033,0.604684389700514,0.7730042092582731,0.5161253056161247,0.5128424199493566,0.5608538926507526,0.4474033115958614,0.33530827522292234,0.43682957992346916,0.5183891620075969,0.3268332489322567,0.44689581109241566,0.6704164410395254,0.4099553777904448,0.18331150658183243,0.6809134238293747,0.3355666223750954,-0.25962438345330147,0.4604220633297609,-0.08449679674679898,-0.040876633089928185,0.2989978668853571,0.21424479840849667,0.35212582186836866,0.11904729272945581,0.6360805657940262,0.32783356311852957,0.40286577581633026,0.387795012967656,0.12103586375322291,0.44432215280206266,0.6104026104608814,0.29641080763567396,0.45464921028701744,-0.006116915630941431,0.4851400881820274,0.5909872236590048,0.5480953881032472,0.10685594597419297,-0.040534541645264544,0.5100770095720186,0.6521422827449441,0.15284052653664873,-0.10580898346822011,0.4466708302843742,-0.18952610882507073,0.4360390448348053,0.1769272769774771,0.5005221337202024,0.7273108743821595,0.13080187782599603,0.561818115552159,0.39009245247791774,0.5663530626164462
ACC_sup_L,0.3059444381337857,0.2685533418319319,0.5207111728313368,0.454656413287505,0.5586191302922535,0.3953800483518554,0.6842355911773854,1.0,0.3581325379331002,0.5150775477177777,0.4747658468101058,0.36390148507698106,0.44984793540406215,0.591684543439316,0.37092484539409987,0.3661594556299087,0.22905271934859917,0.6085338276874386,0.36189747865906075,0.6515746458429004,0.21327124364324432,0.4831970258860688,0.6121623430440606,0.2735914583445035,0.38491343602002065,0.3309168912555098,0.33482334663179447,0.3993278158327733,0.5712385648152947,0.590307547258524,0.44959499870200736,0.20030918486590948,0.3224643115872526,0.2682267853371791,0.4124956439193266,0.5278727623335638,0.33070934166517996,0.00010319179260881664,0.4031500892859872,0.3515124335120514,0.5065954983112564,0.6506796465608201,0.39834292047940223,0.3538115260636519,0.39857403281918113,0.11592502881009459,0.2724844473045721,0.33960866910424203,0.41059626434399127,0.3810520453676026,0.3589009294358464,0.47243486682837726,0.35090013924835606,0.3034185780851357,0.10425509843848561,0.3228962450481518,0.4216855435299287,0.4037644594347154,0.3112011581099244,0.21512347814230068,0.6388855557352568,-0.02336374922517103,0.5677171273653964,0.1806842173248442,0.541178635373233,0.4515048299860539,0.13560429989233974,0.33299769205574997,0.3941552953201127,0.1715638970059319,0.08212823205855921,0.10387487901690337,0.6243099597283127,0.5480520418330593,0.4327106405349251,0.557628484312102,0.6485649927933117,0.5133330033873396,0.1328083979733159,0.32645244376056365,0.32300481689090454,0.027473033380119853,0.3795706007577622,0.6743063174184798,0.35503705348833414,0.1749101080049169,0.6768994287535848,0.15594321041079007,-0.5270594064793125,0.39095020026093363,-0.37050935070075947,0.18812207962331393,0.2549971734269288,0.5186703608559967,0.2341615421791792,0.16830544954712456,0.5831222840287108,0.046619254568607174,0.5245361134335774,0.5759109885854415,0.2641531857438713,0.09133370118823994,0.463362779105317,0.35671179731102054,0.45540627065576234,0.2906400763657489,0.3264132652360326,0.4949267821935542,0.5863223123815964,0.14116073492229678,0.2508593834474781,0.35484391831201834,0.8247943736919217,-0.025944182238889495,0.06080886881100227,0.3163260135440775,-0.05253868628025468,0.27867125952779515,0.36134097050611197,0.5085949357421488,0.6599163513900049,-0.04091728563216612,0.4871805184274375,0.5853008466445623,0.6133620539256794
Vermis_10,0.12635648756920528,0.014604289252005756,0.3094765316935548,0.5494296202782837,0.20570416684092915,0.4142936532433965,0.49722756951115576,0.3581325379331002,1.0,0.05373073689021767,0.5446847780071112,-0.004063144871540412,0.43401911558051465,0.4027896774740842,0.7835336848920514,0.7364038504782563,0.4786683164205359,0.2960128490696663,0.4261587466550843,0.41298449431638656,0.25930970504540507,0.5069931799631943,0.5218727501849298,0.29017158014490313,0.5517067838428436,0.3706259859591263,0.20671697210260362,0.26121612460480753,0.16908115212543262,0.6039587006384723,0.3921125183064208,0.36062262955310703,-0.12301934628591472,0.5124450388094829,0.5109621686228658,0.3099344014295454,0.7002687605492924,0.39094447517634295,0.242012756320419,0.5793546756890166,0.16416067261119952,0.5984985162704431,0.5667630551569218,0.8024046853359841,0.43852169396128576,-0.14344134642558798,0.6237175121740566,0.3781335141256802,0.19561687270934194,0.6539203787980732,0.11442574947099851,-0.051915205772824664,0.2757534225967548,0.38991437446549915,0.20962580710961484,-0.12876010309799835,-0.12708706007044593,0.4426400510822942,0.29439662976717446,0.47324194027945615,0.38520760788147096,-0.2584050498417598,0.42954641271831234,-0.03626390027587248,0.13995778654193894,0.36643235761104553,0.27606764845491477,0.49393977442596937,0.3643698569390707,-0.17848416866552527,0.12154807657332246,0.3096830229595262,0.46961935005247674,0.442809203421147,0.7898188910364902,0.20688415452901707,0.37058427422804435,0.258516038398436,0.03605880720484992,0.5393326477238314,0.44886441526577814,-0.024989174530401947,0.3040373852080999,0.45771683321331746,0.39923716624004135,0.1230865662420661,0.4894274672863781,0.3298314935564628,-0.07154138018514071,0.4016704605651643,-0.0042752142719574455,-0.17440972180739645,0.3446349434885982,0.3287969893964632,0.37273374988451013,0.43861690358810623,0.5155058304406168,0.32276794255230007,0.2601272420005537,0.16959926425335134,-0.07776930223377077,0.5795117643957809,0.3980990057576478,0.5331668047231077,0.39973967673485894,-0.01686599712838382,0.6222021478910498,0.37725165375172565,0.5129927185350648,-0.1807144988909508,-0.07416154892868913,0.40401701703661336,0.38264672005377404,-0.1077836426995891,-0.029120721599001788,0.5100137022842529,-0.25540927986368644,0.02625558958437448,-0.034733921360163234,0.5035002470948524,0.44940739894696635,0.48563396718184476,0.5289436878375023,0.05317201675518246,0.22723799477285891
Precentral_L,0.271265118998726,0.14012602326132284,0.24733478577641027,0.1312026901816136,0.5104757164586625,0.10571683055073702,0.4664963152205194,0.5150775477177777,0.05373073689021767,1.0,0.0360237492904695,0.47633115180110264,0.42532734619911516,0.6044448879149473,0.09045086639465427,0.20296080124517218,0.16042752692422133,0.509225066061173,0.030714363275116393,0.3335965605720647,0.30226154764623886,0.21275649098649682,0.26957953302798093,0.17825651001461565,0.05357782078742016,-0.0904024027979876,0.31712540024954283,0.13054881747396424,0.22154073270374136,0.3660801542453837,0.25333798209586045,-0.0002286511637494472,0.2257096984446579,-0.21908200472385617,0.19830600108262683,0.41478530582528933,-0.009177594285508706,-0.15337428679097792,0.2536471195378108,0.025837358558487813,0.5963485466481672,0.3598848883059941,-0.07367497582975731,-0.04212638345708907,0.07502850049659598,0.36809645139510433,0.15192095431926295,0.14912923185633714,0.28707606349956205,-0.05006445988817446,0.3117338395066266,0.4903460294248934,0.06618639063331393,0.16381762922068913,-0.01887425531409408,0.8378749052147711,0.3683139721902036,0.02233478397477375,0.17803241778839715,-0.1991288675400473,0.44283686264201605,0.5563902416490363,0.1480817255717377,0.30959568075071603,0.23489737458126736,0.1101438719894329,0.08152771040712277,-0.15732198886824214,0.21730334827390338,0.284516810823187,0.013301199490769786,-0.14829375012201798,0.22000870807001657,0.30157557561481807,0.25906548413802305,0.42178923898867987,0.27151315070269477,0.30984021037245735,0.3007014032004491,-0.06619097023884797,-0.11470173356557181,0.07757459909122226,0.06131282163651945,0.2911037077811608,0.3254562441481337,0.07989496025818797,0.38917213288310887,-0.019065079659642666,-0.2777862059932359,0.11725084038705341,-0.17940891302428322,0.3900780013558593,-0.20720345938155824,0.1822992624641876,-0.16640863002432807,-0.00942435236400406,0.12932733745136218,-0.06429339266664685,0.16203110444773397,0.35320744979307284,0.44602537164976686,-0.07622570800580473,0.2956199107246856,-0.026684164737176837,0.01601909696940849,0.3714863172239042,-0.03588647810258703,0.09977481896190199,0.31920807401657436,0.17893722418836838,0.08631945629177847,-0.2082593600514291,0.39120754027306026,0.05020852079598812,0.23443158882153653,-0.1552387004983303,0.31998229150694196,0.40028771639076977,0.7175833899734457,0.009647591070825828,0.41109856244195114,-0.1415838422757183,-0.07860367455594777,0.6896539407479684,0.48802821130124213
