,Thal_PuI_R,Frontal_Inf_Orb_2_L,Thal_LP_R,Fusiform_R,ACC_sup_R,Cerebellum_10_L,Frontal_Inf_Tri_L,Amygdala_L,Frontal_Med_Orb_R,ACC_sup_L,Supp_Motor_Area_R,VTA_R,Thal_MGN_L,Thal_MDl_L,SN_pr_L,Pallidum_L,ACC_pre_R,Vermis_1_2,OFCpost_R,Hippocampus_L,Temporal_Pole_Mid_L,Parietal_Inf_R,Paracentral_Lobule_R,SupraMarginal_L,Occipital_Inf_R,Insula_L,Cerebellum_Crus2_R,Temporal_Mid_L,Lingual_R,Temporal_Pole_Sup_L,Thal_IL_L,Thal_AV_R,OFCpost_L,Red_N_L,ACC_sub_L,Temporal_Inf_R,SN_pc_L,Thal_VPL_L,VTA_L,Parietal_Sup_L
Thal_PuI_R,1.0,0.3461318473821958,0.2161176588670907,0.061778587094059784,0.257580439513388,0.19261583186859202,0.2001847589050737,0.4838056374791354,0.3146366783948082,0.1328083979733159,0.24358586702669716,0.25328991284618124,-0.12662014193149243,0.035762873810352744,0.2798788830056717,0.30235145769362504,0.27316525010481846,-0.2607142932693645,0.3715456217515112,0.39439953308526376,-0.42809562687864505,0.02438364339730435,0.05364859952709703,0.07910945922384091,-0.5079075134648688,0.3570187183833421,-0.2667270337669173,-0.18033860739116628,-0.17534118181096048,0.17332535855641995,0.3687291207250196,0.21546495953757527,0.35930500617375777,0.15708478142503016,0.17403483470148318,-0.10203523068144857,0.38993167558012704,0.24693013028036406,-0.03526107738652947,-0.3391110873444532
Frontal_Inf_Orb_2_L,0.3461318473821958,1.0,0.29169354118013807,0.40845393228430016,0.6361265792721047,0.44035890725325344,0.5539797789395507,0.5056278078766474,0.34679315489329815,0.3941552953201127,0.4525907263772058,0.3161402973773659,0.07483010067203309,0.022839339123655426,0.37431536546816174,0.4911713629737652,0.43867951693239915,0.010692241589501104,0.4605028682807404,0.34373953174075617,-0.04578573473241472,-0.05040778428847733,0.14340128443743305,0.19459672273011092,-0.05301395727973627,0.5685491539563464,0.004257323501812845,0.5017856157362579,0.35767325435243547,0.6603984834260256,0.2898066540797552,0.4121157162789146,0.5247927297439712,0.3462692506655991,0.3267468427195787,0.39160980565531617,0.4723189044902467,0.23807262735558732,-0.1605417049292441,0.1320746735437071
Thal_LP_R,0.2161176588670907,0.29169354118013807,1.0,0.30471929216638394,0.34719106182796367,0.32249204075673815,0.4246985744682585,0.17677668338188746,-0.055479658631693365,0.3310659246704489,-0.09789521127949183,-0.06356122583717544,0.3951410623223661,0.14726136513150911,0.31322276885099476,0.3881655737684233,0.4954214193131229,-0.008538549565205045,0.4756618489582353,0.41082549726981044,0.06568360586922618,-0.1466586823227912,0.012517709417102627,-0.16024406167856392,0.22415369025037885,0.3498383815210474,0.2563794991279055,0.34293606167541124,0.1747072341722187,0.4165804488316539,0.3280250972280185,0.2984755409150879,0.40569355175211597,0.4601816296242976,0.0407478338642178,0.3680311201943994,0.37668448140908656,0.1139782506284202,-0.1379541447909454,0.16029902592469972
Fusiform_R,0.061778587094059784,0.40845393228430016,0.30471929216638394,1.0,0.3921355558944861,0.5188749935033169,0.4728636218113159,0.48680187121384566,0.21479379996376166,0.32645244376056365,0.108769428480276,0.25726498505376383,0.652227844554753,0.2647392454962596,0.5686380415528741,0.6977247905404931,0.6184454017877451,0.4342585312081364,0.5503390743389548,0.6892307905249859,0.344560477239806,-0.0824995204778873,-0.17146541696286194,-0.028074163329617423,0.5017335623402333,0.5941437887136934,0.36729768580452915,0.5096450091143663,0.6615801186800204,0.6486006858063654,0.6170153061517786,0.56038597870131,0.4788994176514611,0.5697523258350803,0.2856628363436804,0.7169327637228449,0.5245322275812643,0.4835717270287391,0.09536932739764797,0.3334255922833115
ACC_sup_R,0.257580439513388,0.6361265792721047,0.34719106182796367,0.3921355558944861,1.0,0.46869374877414893,0.6072003233775037,0.37256001232344743,0.15710743581663383,0.6515746458429004,0.4396820923298076,0.4764271390797384,0.22394086328656318,0.4321299194179371,0.08027480312761467,0.48013030427490677,0.6482437248993815,0.3073059506354551,0.3564042909102694,0.3948422332521637,0.17656498422469433,-0.012809469976928443,0.33240658590403716,0.37591527276512565,0.1701131587628291,0.5760102908045621,0.20887406309509612,0.4889433612418991,0.43553919247822837,0.4740945805159165,0.3316621419768611,0.4519409450699445,0.3731738104824538,0.34121371155415064,0.49791693797414194,0.36204712438259956,0.18457604218212614,0.40191354652791705,0.009147144104629563,0.12459060907385311
Cerebellum_10_L,0.19261583186859202,0.44035890725325344,0.32249204075673815,0.5188749935033169,0.46869374877414893,1.0,0.5047258933564956,0.6101707819643881,0.07098750148481717,0.4327106405349251,0.19016336826991942,0.28369541800633385,0.3587674963035618,0.11910889935030881,0.47822285942615234,0.7566367617918697,0.5715056896446569,0.2779912340007755,0.24074625528693144,0.500608328018895,0.18765035628321955,-0.14369520441103772,0.08159021196616038,0.16078082770233978,0.2156332529982733,0.5410274094350427,0.22287927254901,0.30175775262262367,0.33739794592907324,0.3925480653971459,0.4552668392820674,0.5773757573568452,0.4941643075772118,0.3085573255482028,0.09207262545351635,0.5809825476251486,0.5504179525244725,0.3643993925167623,-0.11210275045421443,0.35923676237637364
Frontal_Inf_Tri_L,0.2001847589050737,0.5539797789395507,0.4246985744682585,0.4728636218113159,0.6072003233775037,0.5047258933564956,1.0,0.40401053228010164,-0.034665855325789786,0.6506796465608201,0.34605654943777414,0.34308319212293353,0.35595235211386367,0.25102982753103037,0.214076702936911,0.6224861974237671,0.6186626284659879,0.20768421412347912,0.4394633654232288,0.40523331858111666,0.31703353291796355,-0.23381674057203874,0.023619407917632174,0.12224360539342469,0.3818963628681369,0.6325187416323244,0.4690640625183649,0.5818376666810018,0.44909652421479596,0.5760070065208928,0.33304647031021445,0.47367630511613623,0.3478704114300257,0.380868657979924,0.2510440743875306,0.5481833218177735,0.1971696548343585,0.30918163436673846,0.07656313947686566,0.2952869193416336
Amygdala_L,0.4838056374791354,0.5056278078766474,0.17677668338188746,0.48680187121384566,0.37256001232344743,0.6101707819643881,0.40401053228010164,1.0,0.16134850502375542,0.32826101056021834,0.3261005233658373,0.3375168977768276,0.026986819067407127,-0.05165702355875579,0.6043790887205848,0.640242209936516,0.4292526839603005,-0.09814094201740793,0.4404567629702882,0.4776959254636299,-0.1766513494114199,-0.2451051871978112,0.033797796877859845,0.030148069108385432,-0.1548877622911465,0.5112307260338861,-0.07651305153914462,0.11135718607921828,0.11371470272674507,0.45361241610205444,0.5514961593272271,0.47385536408174606,0.4365962479825785,0.232203228590949,0.08677983933673808,0.3381435741299655,0.6931468976758398,0.3844624764082481,-0.15967800569586338,0.07052569827283674
Frontal_Med_Orb_R,0.3146366783948082,0.34679315489329815,-0.055479658631693365,0.21479379996376166,0.15710743581663383,0.07098750148481717,-0.034665855325789786,0.16134850502375542,1.0,-0.31370978917579034,-0.07779579823553168,0.0870777870117404,0.05061085745385918,-0.10975351803372092,0.23432879091847372,0.13686242535591772,0.2003208209050443,0.11290660379124756,0.13010583236622278,0.256083693104942,0.11582751376473308,0.25273990640629457,-0.1274355879077998,0.05046978026402227,-0.21179566933053726,0.20548117139999986,-0.3359822125128886,0.032406022265458925,0.06782113190479787,0.25298456279861137,0.19565316469956984,0.05845911620729821,0.23925304498329011,0.16012383652594253,0.5061063558709757,-0.07151974360343315,0.25114629262098925,0.13945168008806386,0.07541495262898312,-0.10805238210326805
ACC_sup_L,0.1328083979733159,0.3941552953201127,0.3310659246704489,0.32645244376056365,0.6515746458429004,0.4327106405349251,0.6506796465608201,0.32826101056021834,-0.31370978917579034,1.0,0.5065954983112564,0.35503705348833414,0.33299769205574997,0.541178635373233,0.10387487901690337,0.5162006566420748,0.6243099597283127,0.1411711574349932,0.3795706007577622,0.3953800483518554,0.00010319179260881664,-0.009693252532916436,0.2641531857438713,0.36134097050611197,0.21512347814230068,0.6388855557352568,0.35671179731102054,0.4949267821935542,0.39095020026093363,0.37864249735552963,0.35090013924835606,0.5863223123815964,0.3034185780851357,0.3309168912555098,0.08212823205855921,0.3810520453676026,0.15594321041079007,0.4616608949165847,0.11592502881009459,0.16830544954712456
Supp_Motor_Area_R,0.24358586702669716,0.4525907263772058,-0.09789521127949183,0.108769428480276,0.4396820923298076,0.19016336826991942,0.34605654943777414,0.3261005233658373,-0.07779579823553168,0.5065954983112564,1.0,0.6648807301896039,-0.14962528322647747,0.10367351933575279,-0.043831958154407685,0.2516775185995322,0.12643441342238898,0.018471316917663804,0.3005064316577096,0.029819318944383923,-0.18972276631397048,0.0978537472305385,0.41410222579508854,0.4829665636272587,-0.19657865966161073,0.3705054684383701,0.14040272380163127,0.3189309102636797,0.21730654616020964,0.33505409377493917,-0.07853156020780112,0.2763410225043352,0.11404922258638024,0.089245454634778,0.23041086771861063,0.0913328969831478,-0.021573347632413586,0.08638026743708663,0.20088944109371287,-0.20039683657159812
VTA_R,0.25328991284618124,0.3161402973773659,-0.06356122583717544,0.25726498505376383,0.4764271390797384,0.28369541800633385,0.34308319212293353,0.3375168977768276,0.0870777870117404,0.35503705348833414,0.6648807301896039,1.0,0.026827900908715074,0.21501502456587107,-0.04307980622016839,0.3126735961314512,0.23104031539091688,0.30752421029407917,0.29241784036839497,0.22986433747754542,0.0410755219511101,-0.013146273521643966,0.14499494711818933,0.2695952607292705,0.05215792615062265,0.28813178295310854,0.33122801467842533,0.23270168938853253,0.2329375918263573,0.24455782966557374,0.0032255244509079716,0.32365442714104997,0.13310328544453712,0.25681717110604013,0.437674247057533,0.1836612411441495,-0.023894105640650507,0.15046391457436106,0.11698264808263864,-0.10558887037015036
Thal_MGN_L,-0.12662014193149243,0.07483010067203309,0.3951410623223661,0.652227844554753,0.22394086328656318,0.3587674963035618,0.35595235211386367,0.026986819067407127,0.05061085745385918,0.33299769205574997,-0.14962528322647747,0.026827900908715074,1.0,0.5632406531961364,0.3514141981238018,0.5719624204335902,0.6355907232833402,0.4731266372315844,0.37633364801950286,0.6649318267071989,0.3508817613083141,0.1250443425887196,-0.2127061222980423,-0.016048488356302248,0.5572476582284858,0.49272042856363835,0.3848645948353628,0.46756133570608704,0.5076540061198008,0.3488213430446545,0.6065439871402064,0.6257198088577095,0.40712613088759375,0.5703336182358351,0.07843873238264927,0.5458820515317415,0.24657408479735418,0.5267001751499343,0.06293573270268123,0.31099547671017586
Thal_MDl_L,0.035762873810352744,0.022839339123655426,0.14726136513150911,0.2647392454962596,0.4321299194179371,0.11910889935030881,0.25102982753103037,-0.05165702355875579,-0.10975351803372092,0.541178635373233,0.10367351933575279,0.21501502456587107,0.5632406531961364,1.0,-0.22578406502151474,0.2248918854869608,0.4806508408075294,0.4342587479273596,0.27385649517784916,0.5681383931913475,-0.006451159884476285,0.4206295083628489,0.282797108187128,0.48733329309195056,0.21409825196444707,0.4439994007147505,0.14519290573026583,0.2745697532888142,0.24809411679289037,0.09653891887407912,0.4409216732729353,0.45326372939456216,0.278201293721169,0.37878101196391883,0.24533213814274002,0.12494218655325522,-0.15670181188366483,0.6932759443282903,0.2074286831791052,0.05500527661768457
SN_pr_L,0.2798788830056717,0.37431536546816174,0.31322276885099476,0.5686380415528741,0.08027480312761467,0.47822285942615234,0.214076702936911,0.6043790887205848,0.23432879091847372,0.10387487901690337,-0.043831958154407685,-0.04307980622016839,0.3514141981238018,-0.22578406502151474,1.0,0.643833981328826,0.48720270619020595,-0.15889781604324205,0.3524756700243714,0.4966160451391059,-0.0400056620868893,-0.28113725809599033,-0.2738878011766738,-0.31901173162661145,0.005741052322312,0.3543177447855198,-0.04434923619427602,0.12611395897491973,0.20313569677742863,0.46625640817820696,0.6477200733028778,0.4832805090777342,0.3621404636816541,0.38832112814928993,-0.10002985126171618,0.46968467514835865,0.8806146062115103,0.2634406841807039,-0.2668070511897432,0.19211622653328023
Pallidum_L,0.30235145769362504,0.4911713629737652,0.3881655737684233,0.6977247905404931,0.48013030427490677,0.7566367617918697,0.6224861974237671,0.640242209936516,0.13686242535591772,0.5162006566420748,0.2516775185995322,0.3126735961314512,0.5719624204335902,0.2248918854869608,0.643833981328826,1.0,0.7169349857662355,0.29189220055771464,0.4817143902876019,0.6631505185416741,0.1877944415534329,-0.12344604566135597,-0.0553594474879732,0.070249693579496,0.2624651860156411,0.6573854548278428,0.2576658441058196,0.41637770288842696,0.49844324568483245,0.5291741343938005,0.6778300174872995,0.7560693928298337,0.49780283802815867,0.47380583659405745,0.16982388203033094,0.5989771810659257,0.6204806096157639,0.5327750672035089,0.027077702772896634,0.3130524253514717
ACC_pre_R,0.27316525010481846,0.43867951693239915,0.4954214193131229,0.6184454017877451,0.6482437248993815,0.5715056896446569,0.6186626284659879,0.4292526839603005,0.2003208209050443,0.6243099597283127,0.12643441342238898,0.23104031539091688,0.6355907232833402,0.4806508408075294,0.48720270619020595,0.7169349857662355,1.0,0.34110035647035725,0.47081475539277357,0.7073031383452023,0.2349403928591921,0.0936998736578853,0.04270277183827397,0.17063675366882197,0.28809073122773127,0.7242333095378878,0.16928681321056827,0.48102864510306964,0.4842317589695958,0.5484869071480185,0.7310043918461779,0.760230170034441,0.5228816979454904,0.47733561633637306,0.27507249199216144,0.44561244945543454,0.4704218476026408,0.6629400640037034,0.09563737814660227,0.28068090043491395
Vermis_1_2,-0.2607142932693645,0.010692241589501104,-0.008538549565205045,0.4342585312081364,0.3073059506354551,0.2779912340007755,0.20768421412347912,-0.09814094201740793,0.11290660379124756,0.1411711574349932,0.018471316917663804,0.30752421029407917,0.4731266372315844,0.4342587479273596,-0.15889781604324205,0.29189220055771464,0.34110035647035725,1.0,0.03667204861686024,0.27280137232415835,0.6922425374232479,0.35523740311858604,0.1773123664855835,0.3090713270501821,0.6265221877033904,0.22644072608996768,0.250505969701791,0.45857855262555375,0.6466806565431326,0.1361025935111509,0.16897621963631645,0.376763305519839,0.15009613750364506,0.1727876994273161,0.3315679371501317,0.22817328816328625,-0.16050212938923203,0.40510710212128637,0.3492835354033785,0.29578940030948164
OFCpost_R,0.3715456217515112,0.4605028682807404,0.4756618489582353,0.5503390743389548,0.3564042909102694,0.24074625528693144,0.4394633654232288,0.4404567629702882,0.13010583236622278,0.3795706007577622,0.3005064316577096,0.29241784036839497,0.37633364801950286,0.27385649517784916,0.3524756700243714,0.4817143902876019,0.47081475539277357,0.03667204861686024,1.0,0.5971993632635397,-0.09627730600138808,-0.013980138288015897,0.02034883815930294,0.00991151951886609,0.07380163193520536,0.5771118328734737,0.19801973668479497,0.39869635173399537,0.2607505975336396,0.6597364431724674,0.4237764544987826,0.40606517681525306,0.5956743283885063,0.5686079080582725,0.2018576922144436,0.40365602810723644,0.37722101920490825,0.31463333800990095,0.13036932167251186,0.03725433890220184
Hippocampus_L,0.39439953308526376,0.34373953174075617,0.41082549726981044,0.6892307905249859,0.3948422332521637,0.500608328018895,0.40523331858111666,0.4776959254636299,0.256083693104942,0.3953800483518554,0.029819318944383923,0.22986433747754542,0.6649318267071989,0.5681383931913475,0.4966160451391059,0.6631505185416741,0.7073031383452023,0.27280137232415835,0.5971993632635397,1.0,-0.024254121048862615,0.14965557243966532,-0.02257775538269352,0.13018962321766425,0.1340771482916801,0.699846154520365,0.1442875086624755,0.2805531524109676,0.2797309948959131,0.5118834941468339,0.8062777272297202,0.6420173863747677,0.6120881572022018,0.6636884322763891,0.26878044045005417,0.40718690355740267,0.5425075578141388,0.7082319449496841,0.09704086258260493,0.14915518731424762
