,Thal_PuI_R,Frontal_Inf_Orb_2_L,Thal_LP_R,Fusiform_R,ACC_sup_R,Cerebellum_10_L,Frontal_Inf_Tri_L,Amygdala_L,Frontal_Med_Orb_R,ACC_sup_L,Supp_Motor_Area_R,VTA_R,Thal_MGN_L,Thal_MDl_L,SN_pr_L,Pallidum_L,ACC_pre_R,Vermis_1_2,OFCpost_R,Hippocampus_L,Temporal_Pole_Mid_L,Parietal_Inf_R,Paracentral_Lobule_R,SupraMarginal_L,Occipital_Inf_R,Insula_L,Cerebellum_Crus2_R,Temporal_Mid_L,Lingual_R,Temporal_Pole_Sup_L,Thal_IL_L,Thal_AV_R,OFCpost_L,Red_N_L,ACC_sub_L,Temporal_Inf_R,SN_pc_L,Thal_VPL_L,VTA_L,Parietal_Sup_L
Temporal_Pole_Mid_L,-0.42809562687864505,-0.04578573473241472,0.06568360586922618,0.344560477239806,0.17656498422469433,0.18765035628321955,0.31703353291796355,-0.1766513494114199,0.11582751376473308,0.00010319179260881664,-0.18972276631397048,0.0410755219511101,0.3508817613083141,-0.006451159884476285,-0.0400056620868893,0.1877944415534329,0.2349403928591921,0.6922425374232479,-0.09627730600138808,-0.024254121048862615,1.0,-0.08290230093332913,-0.15722355673647984,-0.1525530420522714,0.7911401922030258,0.0475275084571285,0.4351484515076858,0.48980518407473,0.5874479992973096,0.23950538989054687,-0.015658256766914274,0.07850127311237036,-0.0698074483639462,0.031959205100395446,0.22901418870904386,0.3500533239979956,-0.18401542584208527,-0.008555139786253404,0.15523850825220853,0.4187592647844994
Parietal_Inf_R,0.02438364339730435,-0.05040778428847733,-0.1466586823227912,-0.0824995204778873,-0.012809469976928443,-0.14369520441103772,-0.23381674057203874,-0.2451051871978112,0.25273990640629457,-0.009693252532916436,0.0978537472305385,-0.013146273521643966,0.1250443425887196,0.4206295083628489,-0.28113725809599033,-0.12344604566135597,0.0936998736578853,0.35523740311858604,-0.013980138288015897,0.14965557243966532,-0.08290230093332913,1.0,0.37925027992159954,0.589596299485709,-0.19389293390237167,0.09867205504562045,-0.4086002959302437,0.10866654364453798,0.03948632895178474,-0.07962248827507101,0.019274547574506806,0.1788937567213125,0.1255488033451989,0.04889319968957669,0.14146602053209564,-0.4442439514416266,-0.21635331659010926,0.3846033324330968,0.3658177160018579,-0.07428166624835374
Paracentral_Lobule_R,0.05364859952709703,0.14340128443743305,0.012517709417102627,-0.17146541696286194,0.33240658590403716,0.08159021196616038,0.023619407917632174,0.033797796877859845,-0.1274355879077998,0.2641531857438713,0.41410222579508854,0.14499494711818933,-0.2127061222980423,0.282797108187128,-0.2738878011766738,-0.0553594474879732,0.04270277183827397,0.1773123664855835,0.02034883815930294,-0.02257775538269352,-0.15722355673647984,0.37925027992159954,1.0,0.6156137612615009,-0.17865430477761368,0.13009126311786526,-0.21608724350766723,0.13205508773149507,0.06857111401578016,0.03130228149507242,-0.0800951585002022,0.053148391382824955,0.09481689156868368,-0.045327865272777206,0.1582126245705512,-0.18181707308053252,-0.12810356724333627,0.1422637133373053,0.11521213283464139,-0.13342641138707304
SupraMarginal_L,0.07910945922384091,0.19459672273011092,-0.16024406167856392,-0.028074163329617423,0.37591527276512565,0.16078082770233978,0.12224360539342469,0.030148069108385432,0.05046978026402227,0.36134097050611197,0.4829665636272587,0.2695952607292705,-0.016048488356302248,0.48733329309195056,-0.31901173162661145,0.070249693579496,0.17063675366882197,0.3090713270501821,0.00991151951886609,0.13018962321766425,-0.1525530420522714,0.589596299485709,0.6156137612615009,1.0,-0.16910157187203098,0.3425358371524823,-0.17962810274977992,0.18657737607471575,0.18891895510277348,-0.014683075063715863,0.01698894232801125,0.2692588605016476,0.13428353345642904,0.0007009762777037085,0.2096361752058802,-0.10817540805795807,-0.14242733637485527,0.42827347031843704,0.3596988454619104,-0.04529066406406571
Occipital_Inf_R,-0.5079075134648688,-0.05301395727973627,0.22415369025037885,0.5017335623402333,0.1701131587628291,0.2156332529982733,0.3818963628681369,-0.1548877622911465,-0.21179566933053726,0.21512347814230068,-0.19657865966161073,0.05215792615062265,0.5572476582284858,0.21409825196444707,0.005741052322312,0.2624651860156411,0.28809073122773127,0.6265221877033904,0.07380163193520536,0.1340771482916801,0.7911401922030258,-0.19389293390237167,-0.17865430477761368,-0.16910157187203098,1.0,0.129017096367003,0.6606366593418129,0.5373378670327691,0.6625279897938642,0.2394056935315756,0.09586293407823228,0.18905673690017066,0.029743707957724165,0.22129906996088677,0.07588814967836645,0.6128235617329737,-0.10267280572557837,0.062313303184741785,0.07202355903223968,0.5063703697628733
Insula_L,0.3570187183833421,0.5685491539563464,0.3498383815210474,0.5941437887136934,0.5760102908045621,0.5410274094350427,0.6325187416323244,0.5112307260338861,0.20548117139999986,0.6388855557352568,0.3705054684383701,0.28813178295310854,0.49272042856363835,0.4439994007147505,0.3543177447855198,0.6573854548278428,0.7242333095378878,0.22644072608996768,0.5771118328734737,0.699846154520365,0.0475275084571285,0.09867205504562045,0.13009126311786526,0.3425358371524823,0.129017096367003,1.0,0.18272961678317584,0.5311666960993152,0.4532760008632125,0.6677401507778583,0.6444822651437353,0.6753414251660688,0.6977196491985165,0.4314504845111783,0.21624108711301773,0.4493465885730541,0.42825862963646577,0.6365363317240625,0.2106167867809412,0.06872341466507834
Cerebellum_Crus2_R,-0.2667270337669173,0.004257323501812845,0.2563794991279055,0.36729768580452915,0.20887406309509612,0.22287927254901,0.4690640625183649,-0.07651305153914462,-0.3359822125128886,0.35671179731102054,0.14040272380163127,0.33122801467842533,0.3848645948353628,0.14519290573026583,-0.04434923619427602,0.2576658441058196,0.16928681321056827,0.250505969701791,0.19801973668479497,0.1442875086624755,0.4351484515076858,-0.4086002959302437,-0.21608724350766723,-0.17962810274977992,0.6606366593418129,0.18272961678317584,1.0,0.34651205026918314,0.3679725408398707,0.24436799084392571,-0.08897163801586686,0.0789597167240238,0.018584105768557027,0.2959614153705435,0.14609325151353367,0.6081747643410554,-0.1506569809981581,-0.17171383511732466,0.08130378903177243,0.3837972230737427
Temporal_Mid_L,-0.18033860739116628,0.5017856157362579,0.34293606167541124,0.5096450091143663,0.4889433612418991,0.30175775262262367,0.5818376666810018,0.11135718607921828,0.032406022265458925,0.4949267821935542,0.3189309102636797,0.23270168938853253,0.46756133570608704,0.2745697532888142,0.12611395897491973,0.41637770288842696,0.48102864510306964,0.45857855262555375,0.39869635173399537,0.2805531524109676,0.48980518407473,0.10866654364453798,0.13205508773149507,0.18657737607471575,0.5373378670327691,0.5311666960993152,0.34651205026918314,1.0,0.7397368499505244,0.7264898571173872,0.2072244995095712,0.4307048111655593,0.3437702501063509,0.4115675751800091,0.271294560016652,0.49362293591923073,0.0785757366077983,0.27398974941658993,0.1424822985886024,0.24713191003060286
Lingual_R,-0.17534118181096048,0.35767325435243547,0.1747072341722187,0.6615801186800204,0.43553919247822837,0.33739794592907324,0.44909652421479596,0.11371470272674507,0.06782113190479787,0.39095020026093363,0.21730654616020964,0.2329375918263573,0.5076540061198008,0.24809411679289037,0.20313569677742863,0.49844324568483245,0.4842317589695958,0.6466806565431326,0.2607505975336396,0.2797309948959131,0.5874479992973096,0.03948632895178474,0.06857111401578016,0.18891895510277348,0.6625279897938642,0.4532760008632125,0.3679725408398707,0.7397368499505244,1.0,0.49849602404340326,0.32673143348466965,0.5068605455350889,0.2881346490765727,0.22756811632256604,0.26669873991583126,0.5869093648629647,0.14839198807285967,0.3799715730234308,0.23991357021227364,0.3016114024628389
Temporal_Pole_Sup_L,0.17332535855641995,0.6603984834260256,0.4165804488316539,0.6486006858063654,0.4740945805159165,0.3925480653971459,0.5760070065208928,0.45361241610205444,0.25298456279861137,0.37864249735552963,0.33505409377493917,0.24455782966557374,0.3488213430446545,0.09653891887407912,0.46625640817820696,0.5291741343938005,0.5484869071480185,0.1361025935111509,0.6597364431724674,0.5118834941468339,0.23950538989054687,-0.07962248827507101,0.03130228149507242,-0.014683075063715863,0.2394056935315756,0.6677401507778583,0.24436799084392571,0.7264898571173872,0.49849602404340326,1.0,0.4034793503016697,0.4102954687514323,0.5742557187325393,0.49468115842787014,0.3081534629212895,0.5443797261900097,0.40733381931180196,0.25846570171609107,0.056585452503043525,0.16669325908858182
Thal_IL_L,0.3687291207250196,0.2898066540797552,0.3280250972280185,0.6170153061517786,0.3316621419768611,0.4552668392820674,0.33304647031021445,0.5514961593272271,0.19565316469956984,0.35090013924835606,-0.07853156020780112,0.0032255244509079716,0.6065439871402064,0.4409216732729353,0.6477200733028778,0.6778300174872995,0.7310043918461779,0.16897621963631645,0.4237764544987826,0.8062777272297202,-0.015658256766914274,0.019274547574506806,-0.0800951585002022,0.01698894232801125,0.09586293407823228,0.6444822651437353,-0.08897163801586686,0.2072244995095712,0.32673143348466965,0.4034793503016697,1.0,0.7215917725403511,0.5248045742581661,0.41879791346017364,0.04135480168946975,0.3683282427278312,0.6581600539497208,0.8105797898449918,-0.05400522624464477,0.12619305689093924
Thal_AV_R,0.21546495953757527,0.4121157162789146,0.2984755409150879,0.56038597870131,0.4519409450699445,0.5773757573568452,0.47367630511613623,0.47385536408174606,0.05845911620729821,0.5863223123815964,0.2763410225043352,0.32365442714104997,0.6257198088577095,0.45326372939456216,0.4832805090777342,0.7560693928298337,0.760230170034441,0.376763305519839,0.40606517681525306,0.6420173863747677,0.07850127311237036,0.1788937567213125,0.053148391382824955,0.2692588605016476,0.18905673690017066,0.6753414251660688,0.0789597167240238,0.4307048111655593,0.5068605455350889,0.4102954687514323,0.7215917725403511,1.0,0.540567585971173,0.3860646135901265,0.006260104257332754,0.3755925271033124,0.4761134885679458,0.7791693692848694,0.082562633262137,0.22581546926610202
OFCpost_L,0.35930500617375777,0.5247927297439712,0.40569355175211597,0.4788994176514611,0.3731738104824538,0.4941643075772118,0.3478704114300257,0.4365962479825785,0.23925304498329011,0.3034185780851357,0.11404922258638024,0.13310328544453712,0.40712613088759375,0.278201293721169,0.3621404636816541,0.49780283802815867,0.5228816979454904,0.15009613750364506,0.5956743283885063,0.6120881572022018,-0.0698074483639462,0.1255488033451989,0.09481689156868368,0.13428353345642904,0.029743707957724165,0.6977196491985165,0.018584105768557027,0.3437702501063509,0.2881346490765727,0.5742557187325393,0.5248045742581661,0.540567585971173,1.0,0.38702353151082336,0.09219500944117592,0.41929151834996337,0.47058199957068,0.4510165653217746,-0.027439319185377044,0.06580563444284251
Red_N_L,0.15708478142503016,0.3462692506655991,0.4601816296242976,0.5697523258350803,0.34121371155415064,0.3085573255482028,0.380868657979924,0.232203228590949,0.16012383652594253,0.3309168912555098,0.089245454634778,0.25681717110604013,0.5703336182358351,0.37878101196391883,0.38832112814928993,0.47380583659405745,0.47733561633637306,0.1727876994273161,0.5686079080582725,0.6636884322763891,0.031959205100395446,0.04889319968957669,-0.045327865272777206,0.0007009762777037085,0.22129906996088677,0.4314504845111783,0.2959614153705435,0.4115675751800091,0.22756811632256604,0.49468115842787014,0.41879791346017364,0.3860646135901265,0.38702353151082336,1.0,0.23554404441056548,0.45371550304443936,0.3641998146241177,0.31371142662514895,0.0385060514126051,0.1444146096734386
ACC_sub_L,0.17403483470148318,0.3267468427195787,0.0407478338642178,0.2856628363436804,0.49791693797414194,0.09207262545351635,0.2510440743875306,0.08677983933673808,0.5061063558709757,0.08212823205855921,0.23041086771861063,0.437674247057533,0.07843873238264927,0.24533213814274002,-0.10002985126171618,0.16982388203033094,0.27507249199216144,0.3315679371501317,0.2018576922144436,0.26878044045005417,0.22901418870904386,0.14146602053209564,0.1582126245705512,0.2096361752058802,0.07588814967836645,0.21624108711301773,0.14609325151353367,0.271294560016652,0.26669873991583126,0.3081534629212895,0.04135480168946975,0.006260104257332754,0.09219500944117592,0.23554404441056548,1.0,0.07591069829710197,-0.09624368708503517,0.07984436472684935,0.15862722458679562,-0.07800188488185235
