,Thal_LP_R,Insula_R,Thal_LGN_R,LC_R,Cerebellum_8_R,Vermis_3,Occipital_Sup_L,Raphe_D,N_Acc_L,Temporal_Inf_L,Cerebellum_3_L,Cuneus_L,OFClat_R,Frontal_Inf_Oper_R,Rectus_R,Temporal_Pole_Mid_R,Cuneus_R,ACC_sup_R,Vermis_6,Fusiform_R,Parietal_Sup_R,Cerebellum_7b_L,Frontal_Med_Orb_R,Thal_AV_L,Frontal_Sup_Medial_R,Heschl_R,Occipital_Sup_R,Thal_VA_L,Precuneus_R,Temporal_Mid_R,ACC_sub_L,Parietal_Inf_R,ParaHippocampal_L,Thal_MDm_R,Thal_PuI_L,Postcentral_L,Cerebellum_Crus1_L,LC_L,Precuneus_L,OFCpost_R,Angular_R,Vermis_8,Frontal_Sup_2_R,OFCpost_L,Thal_PuM_L,Calcarine_L,SN_pr_L,Hippocampus_L,Temporal_Mid_L,Olfactory_R,Vermis_7,Temporal_Pole_Mid_L,Thal_VA_R,Frontal_Inf_Orb_2_L,SN_pc_L,Hippocampus_R,Precentral_L,Pallidum_L,Thal_PuL_L,VTA_L,Vermis_1_2,ACC_pre_R,Vermis_9,Putamen_R,Frontal_Inf_Tri_R,Paracentral_Lobule_L,Cerebellum_8_L,Thal_VL_R,Rolandic_Oper_R,Parietal_Sup_L,Thal_MGN_R,Thal_VPL_R,Occipital_Inf_R,Thal_PuM_R,Frontal_Inf_Orb_2_R,Frontal_Mid_2_R,Cerebellum_4_5_R,OFCmed_R,Cerebellum_10_L,OFCmed_L,Thal_IL_R,Thal_IL_L,Lingual_L,Thal_LGN_L,Thal_MGN_L,Amygdala_R,Lingual_R,Cerebellum_9_R,Rolandic_Oper_L,Thal_MDl_R,OFClat_L,Supp_Motor_Area_L,Occipital_Mid_R,Thal_PuL_R,SN_pr_R,OFCant_L,Postcentral_R,Frontal_Sup_Medial_L,SupraMarginal_R,Cingulate_Mid_L,Heschl_L,Cerebellum_6_L,Cerebellum_7b_R,Cingulate_Post_L,Cerebellum_Crus2_L,Thal_PuA_R,ACC_pre_L,Precentral_R,Supp_Motor_Area_R,VTA_R,Fusiform_L,OFCant_R,Thal_LP_L,Frontal_Med_Orb_L,Pallidum_R
Frontal_Sup_Medial_R,0.42863851837438993,0.6237063629469983,0.34428928140739756,0.1630965179680768,0.29083424529700713,0.47938755612922707,0.16152384997499322,0.11685088649786966,0.5178215572444799,0.40196871066691164,0.41619001032185393,0.28978016517290367,0.34186339490573286,0.704610880091785,0.2536392820545093,0.12040361570334368,0.3420416047367703,0.6881360777099685,0.20241197409787554,0.39920156506286564,0.07590136923315292,0.21398630403849783,0.13974841408029018,0.38835826585413136,1.0,0.42887351353039205,0.2609819637585394,0.33142139676793747,0.4910341958485957,0.6304348117758073,0.24192947324787986,0.13801109805499778,0.4418230087839877,0.6748605235146186,0.37669836268975454,0.25562169985529426,0.25785407040372194,0.13764213103117912,0.3160352806449371,0.4086164750154492,0.33377540794315647,0.3271450431504541,0.803629843202549,0.4498908486356492,0.5015296838789339,0.5007096572565496,0.2749095947741809,0.3972395445908536,0.6455340493568501,0.5399814886247104,0.22893027995534174,0.18008378159363533,0.47260767276256543,0.5614478616468459,0.2772480856601589,0.3768383292299998,0.38917213288310887,0.6216317316146055,0.3233881033297024,0.0874354813423183,0.2454579078821105,0.7471103496543297,0.4859862867170452,0.5285462013567552,0.7208917333805573,0.25508460757049517,0.3742151160470367,0.47222200349089993,0.6395744671413744,0.11366565645126715,0.28297515678910934,0.47082186604749915,0.14012974618423735,0.5785957724689631,0.41117561349062326,0.7871513008573758,0.3839159405480995,0.33342309100718354,0.5500722295232384,0.09339299127507344,0.3945183585341508,0.40432172886814455,0.3896061181999286,0.35141555788909845,0.4022627664835683,0.35064708836850894,0.4899310866043041,0.3754029364549562,0.6447069648267606,0.35643850966213764,0.08420664106787386,0.4697236010567985,0.12968530960356725,0.39191249853818677,0.3509103061914711,0.06325963041870061,0.5039262073463717,0.9306730323677582,0.3957298647908714,0.7755636717448502,0.3745576453248339,0.33344255740948,0.25170949622192434,0.6519626500100462,0.09720583632725092,0.47250788165839436,0.6444379870583172,0.5479149942986475,0.49684791692930486,0.3442662127612903,0.48518680577650325,0.13738770950687185,0.4685076416059681,0.022646579840281303,0.34072654344557174
Heschl_R,0.24724741575347545,0.6117032021824714,0.0649089042933178,0.47957769432352737,-0.1286608303731809,0.5011607808635743,0.1713993922223547,0.38527314744305247,0.1593336921741726,0.29984712391705953,0.2275448332559541,0.3582394779098401,0.3457103745365265,0.6392695550274469,0.18095200933702704,-0.283205518521574,0.2710449581272011,0.5644854640436798,-0.03187091013071581,0.3316976383827524,0.04444919852347552,0.17972643900157412,0.07897467286276694,0.4548531155091052,0.42887351353039205,1.0,0.2526385007938878,0.38944973810466343,0.5420550041693732,0.2303078222538308,0.4244438439202456,0.1692159298646077,0.4649210163294838,0.3409651957419457,-0.232751372216989,0.32487131836701383,0.04561231946340125,0.016348430599696113,0.35678748431413826,0.5305893094019556,0.555200926746423,-0.08014225395642409,0.44463031808195763,0.2899886707135631,0.2866060628817601,0.49794363890694626,0.03867767685978561,0.49551134779329364,0.2879927856558989,0.06632725180740218,0.1498508460664657,-0.17500061822805243,0.5504022947152358,0.3681593347960565,0.0938990112451678,0.461687851221964,0.37703594376554705,0.26747069411177893,0.3587436679992028,0.23678327085976295,0.08233077878135896,0.4700023467921962,0.07053788370863116,0.4532337306128204,0.45988883200444924,0.33523585862463273,-0.05607678752885982,0.30212956215820014,0.6181648981729351,-0.2241245604250252,0.4190879476957425,0.11131465134737874,-0.08410935941032761,0.41843910828521674,0.012375643067194146,0.5541988650291094,0.5229638775693876,0.36559797932248495,0.08635804431535046,0.4541515956473483,-0.005065033912596657,0.360390364571739,0.2942086311553816,0.532273270518954,0.18078120586390606,0.6495805053221458,0.20994745227986267,-0.07481353707894133,0.5297965000045267,0.3372065469372505,0.3615256368058389,0.5184712052964576,-0.12896695010477113,0.5108889478017258,-0.034670349485190405,0.18184219623861947,0.6011807943374814,0.5214032915068607,0.6076152044943361,0.5529346725681226,0.7448313956087224,0.16435423412064656,-0.17351331555756375,0.4843500455553136,0.060537153000611466,0.12264610209791457,0.27663207626169795,0.6118856760412396,0.49840997073103027,0.4776483754239233,0.41271029680655924,0.3515961286329485,0.2164628534728559,-0.07888228141187023,0.34060625952529117
Occipital_Sup_R,-0.08323890697974783,0.14675508497637862,0.18389633853544618,-0.10845032518637189,-0.09780853697115666,-0.059723078295959124,0.7024914789466802,0.4684639529823743,-0.2805693675614161,0.14324124384148368,-0.14310212498946728,0.6907937543697749,-0.2455455399361974,0.25988553724939867,-0.21253999018705969,-0.19261758201468654,0.6164390180661161,0.25541531005400353,-0.021306145228022724,0.11161260461225794,0.2962906484890008,0.01763111929062441,-0.050978550007686474,0.38133147700803105,0.2609819637585394,0.2526385007938878,1.0,-0.333660951178293,0.5892034784561613,0.36540257260443015,0.23851148232482253,0.6589819092683695,-0.04439133245236301,0.34344510441673975,0.032628180120401834,0.376525663161803,-0.04982372680356107,-0.2556410725376313,0.7209212240990145,0.03209048761539468,0.8198104412301197,0.0063010998243181685,0.4583797765682223,0.061107435365468254,0.5214729407684809,0.5015547279502266,-0.3198790452698007,0.10559465113313793,0.42115694615250493,0.007089445221320989,0.052314202011281424,0.032640646492802045,0.2752339899710723,0.05151167618887373,-0.3026160370861,-0.027787275241222882,0.08631945629177847,-0.11258232890988115,0.15298988805564415,0.14725275501055135,0.40389381482235465,0.13149576233267776,0.14700152258539523,-0.2064950340871877,0.02328911842829293,0.5153258935170582,-0.060897255648919596,0.38035132936650634,-0.04630340777871666,0.0025449684789708585,-0.2733729838577805,0.26736349846858387,0.1480739921037302,-0.19008120788095625,-0.2075366766342218,0.3343906444677146,-0.050272575847464335,-0.03373611000751399,-0.08621813524634427,0.006211040344863745,-0.15508711716816956,-0.03879025992458584,0.25672087350782824,0.12409096028913684,0.24479339798472818,-0.03364634737922737,0.28199000903768695,-0.12638316756833645,-0.08183246247384235,0.640954311234464,-0.023661027568471073,0.34899437961544233,0.06516201200401991,-0.06388813786922204,-0.24204075198631608,-0.028830370599168327,0.6542275306699724,0.25676201189554626,0.7784020769832986,0.358158903626025,0.31759147704020707,0.09773069400432687,-0.04547654084227844,0.19004015183414583,-0.024658901836363822,-0.25251606808881916,0.10720933628994597,0.4289111298466395,0.2645924505196774,0.1768824987006514,0.20308571388900135,-0.2787636555043971,0.2686755673384466,-0.033176836441335344,-0.37449559246907477
Thal_VA_L,0.33507210274569327,0.45887480073605974,0.19196590213503167,0.4789775794431161,-0.036245931262767046,0.37519641348419236,-0.18836773936520554,-0.19597048414386675,0.6249414327046091,0.1778377626614788,0.2898903213149998,-0.05212232501656183,0.5186930340605744,0.2551283667617864,0.3852543579081375,0.06562762510233318,-0.129407121282538,0.323779041447203,0.005037886440859099,0.4138452013631129,-0.06065785426838794,0.15325187009799202,0.46779580736318555,0.30393526761779366,0.33142139676793747,0.38944973810466343,-0.333660951178293,1.0,-0.05546498807448953,0.09155951294677872,0.2778182874278203,-0.17637662000067117,0.6366475674643729,0.11518592326011132,0.07382351814501285,-0.10504324000882645,-0.028692082734278253,0.35264058679933047,-0.07520103198420702,0.40170145602247137,-0.15760493651890262,0.04213171556725474,0.23045996097833682,0.3643504158420314,0.09671620301056955,-0.0218436214811235,0.5726202025277347,0.6187330601030735,0.059999701251623974,0.2598063649788984,-0.02186978329410002,-0.09791470523131626,0.4198736021270387,0.4324576733685174,0.5919350308309536,0.6567440343119118,-0.01887425531409408,0.5085189793131668,0.40426263126333006,-0.12815426500650698,-0.1693158226650083,0.5006579350842774,0.019230243895045684,0.7767120732118552,0.509518545250551,-0.18500947534338008,0.01503553876818069,0.11988937006416273,0.5261682553241523,-0.07015728387687499,0.5537844180379142,0.1172288581792474,-0.19528581971616546,0.6305920097413108,0.40739812741684384,0.3291930728619253,0.3991326231316496,0.31558344475814776,0.3077485089634228,0.38454871163466714,0.4179132427001368,0.7057158263178086,0.00027801848308199947,0.5886509791472867,0.23815059777588657,0.4815151217143455,0.042628869626457296,0.08831216169447416,0.49366369999193477,-0.20366403790506715,0.28694202626321713,-0.040826053222627244,-0.200946752862867,0.4093043189757429,0.36966024260120495,0.4272893734199739,-0.008873074381099334,0.43312875288151614,-0.13040698819795124,0.2609887556731633,0.16984981598028936,0.023698724527136113,-0.13622719381538065,0.335382943925336,-0.06252521099873314,0.4931102512834248,0.5120914258483565,0.002870259213138232,-0.012426771408043383,0.07783117122792833,0.2675021934419537,0.4784078598484525,0.12068593767496097,0.41409621104995203,0.9059458153308535
Precuneus_R,-0.08152880965980137,0.2290513791155842,-0.12749574692607507,0.12482632098751527,-0.19721538032051839,0.4063164758397127,0.4889959601822778,0.38296579838121125,0.017171768230311184,0.16467335228341082,0.15943630464898878,0.6459436978906327,0.14088355311063297,0.40839295525415864,-0.03583854027886225,-0.36865492193191834,0.5922500351335567,0.42884879979265095,-0.15235044175310236,0.08314539306197714,0.35687047718497195,0.08587403706037904,0.07525512711817627,0.16504197559998188,0.4910341958485957,0.5420550041693732,0.5892034784561613,-0.05546498807448953,1.0,0.22921649906941077,0.42182814801126317,0.4539694092805696,0.13388135886429625,0.35362519133698467,-0.18081646210523497,0.5045187479119052,-0.06651028898215278,-0.09319805401445509,0.7341584377616914,0.19812339382449745,0.7763724703049608,-0.11956659626081148,0.6202415733233441,0.06183549928730647,0.23953913752826464,0.6882954065153034,-0.21193498444386832,0.09402012946789004,0.3331446605055857,0.03940976385180954,0.12022539431046061,-0.13536710158429557,0.24762538664405934,0.3127825758954968,-0.1821257756990796,0.018756465435306197,0.47633115180110264,0.09202929669373909,0.15158902177654676,0.34056793118629264,0.2329083562091018,0.1997410040094429,0.14940011025498418,0.03160769255817252,0.16298635516342816,0.6974794744221889,-0.08256854510791309,0.16691395834196115,0.22873286386570763,-0.23964454867722595,0.2213118209703956,0.0334298304848653,-0.17686239435364962,0.1619354609761653,-0.08428904446435875,0.624637216519216,0.29150256351875864,0.0843780976948931,-0.0076272834154475925,0.28347504487954334,-0.16003463945946056,-0.054831757119533836,0.2624081075720887,0.1722479294819067,-0.026001635407190277,0.33835419125129607,0.2772910713533928,-0.1874308956148197,0.18807637110023648,0.33583216538951344,0.2148792948261665,0.7194212839455857,-0.15536615923146646,0.09411035894880908,-0.04184771739835555,0.13690697183706335,0.6497947394057177,0.5031912273036547,0.7258138522940242,0.7041847937706557,0.6378843035904569,0.08154278152151337,-0.20705859302934734,0.4238988934505158,-0.07341795733005683,0.02862257097545056,0.04879820340151899,0.6048117760525952,0.7658346308306755,0.5727645502550717,0.19626938441376848,0.08670108028620414,0.2746239423393092,0.02160933572959333,-0.06969143551616216
Temporal_Mid_R,0.33957441318669596,0.6675148457963266,0.5967656784139865,-0.03497786327829408,0.4169831164789357,0.28302946335665125,0.10950781769911662,0.23887627357363347,0.31567264432751907,0.49305577190212607,0.422711703705799,0.2212585437440735,0.16583144642600012,0.5987801620466773,0.2184265489469804,0.3104738157779732,0.3134754564754672,0.4425886476367939,0.36588440715813736,0.5976127362981822,-0.12562761193489688,0.24227680367189208,-0.029336094404560375,0.47715689002398554,0.6304348117758073,0.2303078222538308,0.36540257260443015,0.09155951294677872,0.22921649906941077,1.0,0.06341845706712967,0.06770375335206338,0.4084163597765179,0.7244817005666828,0.5492156981568469,0.10939128346827381,0.37969849317555737,0.13801600009091933,0.15936684946930949,0.46681302371698313,0.2832424446109234,0.4586727730077734,0.4417441238835435,0.5380157515123958,0.6282599345700411,0.5090243122466955,0.3258077421015099,0.46736853580737586,0.7702022495419046,0.5802930739928285,0.3943499067587877,0.2569466329964887,0.49575192348081826,0.4564608980982078,0.2929411518222164,0.49526607518382715,0.1480817255717377,0.5708566040678777,0.2564339782880621,0.07933899551362808,0.37967622096953696,0.5952607501070288,0.5390171290123403,0.37647714322682074,0.6232224601403364,0.0870427652801391,0.4092295846468792,0.645881838751373,0.559821172290813,0.2683623060378911,-0.008704835513616907,0.6401006953988351,0.47232506677482805,0.4020751061832135,0.3094675617508208,0.4522814063575362,0.2749360641254511,0.2642515874649367,0.46140034996847745,-0.02486965839581142,0.44544759125101097,0.47135362110492723,0.5768734952604245,0.3300504822103715,0.6420323608321873,0.2733160712106105,0.6608584693656928,0.457229388348819,0.5283537427751127,0.5271561925012299,-0.0019622347331112572,0.20995938494404587,0.32765523167355176,0.35640689602932024,0.2808264767955514,-0.14037311808152161,0.3873424408669525,0.5447223481977309,0.3367624514345923,0.3951612539249866,0.21640842032592894,0.527815491417105,0.4124813584042734,0.5274655623424402,0.13602521348610738,0.32349377190692613,0.6095853813221707,0.3475821737652017,0.2618362018985155,0.16214613889583984,0.5768354810728313,-0.12648622067448376,0.3556572948027723,-0.13359581085590333,0.1007251596764327
ACC_sub_L,0.0407478338642178,0.16762609408006468,-0.033213674115675655,0.1998829047898247,0.06092062315661641,0.33062297663213275,0.29222474678966,0.40649200017621884,0.2184061574993909,0.2942248045981974,0.24242938143242979,0.20974398188546037,0.06469061664727148,0.042650821305164614,0.015046638881525033,0.08105253882001615,0.02488946929387942,0.49791693797414194,-0.049916077884260605,0.2856628363436804,0.14824247953523595,0.06315572474322659,0.5061063558709757,0.029659612007887942,0.24192947324787986,0.4244438439202456,0.23851148232482253,0.2778182874278203,0.42182814801126317,0.06341845706712967,1.0,0.14146602053209564,0.3761896540247942,0.043607861579588424,-0.24108018466511208,0.050205195720271795,0.1282178318834797,-0.09650097454727885,0.251491248206718,0.2018576922144436,0.30904173842374255,-0.1614087769577541,0.30269491741155813,0.09219500944117592,0.16933750803943917,0.4251551893967395,-0.10002985126171618,0.26878044045005417,0.271294560016652,0.04091615621161365,0.29239425441608824,0.22901418870904386,0.06829987527634104,0.3267468427195787,-0.09624368708503517,0.2560065238556,0.013301199490769786,0.16982388203033094,0.11048906737534885,0.15862722458679562,0.3315679371501317,0.27507249199216144,0.2804517878649175,0.2390054926942718,0.2025095858584195,0.13847518175248374,0.1078578026305043,-0.09045022830650921,0.17561208231571657,-0.07800188488185235,0.117463372797704,-0.1246862677287108,0.07588814967836645,0.08943047886608138,0.18993496692534273,0.2999108682478149,0.40695468291216674,0.03195568884500865,0.09207262545351635,0.41188758909100126,-0.277456011040795,0.04135480168946975,0.36588636529590196,0.20862381373891717,0.07843873238264927,0.318457609843192,0.26669873991583126,0.06919817995140935,0.16973015556635923,0.13321818964230886,0.06797157460109418,0.18630996361257124,0.028890030494298082,0.2602507818257714,-0.09083278966554208,0.4517253002348746,0.13720337380991635,0.34525649770368794,0.2510093621113371,0.3763017945092333,0.41716804766808563,0.18739323098454289,-0.004202020677231703,0.3124036828770897,0.088472135441156,-0.12345569063298283,0.11665356550605259,0.09555604617229246,0.23041086771861063,0.437674247057533,0.373787225100938,0.04112990053771883,-0.1010973273873713,0.3761968270793191,0.24330193707330153
Parietal_Inf_R,-0.1466586823227912,0.10786286553325615,0.03906308335639436,0.029925154386131223,-0.41942427250955383,-0.3540286401523819,0.581945088952166,0.21470942244734462,-0.19786601890310085,-0.29653822400749436,-0.295013777728686,0.758391903663266,-0.09058420465308108,0.07864948969552223,0.03777775342758355,-0.3239080198506386,0.7047590167777303,-0.012809469976928443,-0.26682304329159245,-0.0824995204778873,0.5171944277890648,-0.24113222290939465,0.25273990640629457,0.25570100400496415,0.13801109805499778,0.1692159298646077,0.6589819092683695,-0.17637662000067117,0.4539694092805696,0.06770375335206338,0.14146602053209564,1.0,-0.2635069365421949,0.2768298333498301,0.03179941771411488,0.5436708298941568,-0.4451664620924371,-0.25027265616705885,0.7991026679206623,-0.013980138288015897,0.5366508161275962,-0.35208907316179106,0.25106266113015135,0.1255488033451989,0.29748507791483525,0.047631272623342005,-0.28113725809599033,0.14965557243966532,0.10866654364453798,-0.01592445038237746,-0.33740282294139573,-0.08290230093332913,0.2998152658798032,-0.05040778428847733,-0.21635331659010926,-0.0029693606123373855,0.25560338604727595,-0.12344604566135597,0.012429539632069919,0.3658177160018579,0.35523740311858604,0.0936998736578853,-0.08438231606300897,-0.16138178352001875,-0.13849792779113276,0.7321304301293103,-0.3810179092433619,0.3732751834998341,-0.08198313994996927,-0.07428166624835374,-0.019317192617171314,0.24339289214380644,-0.19389293390237167,0.012105416527961823,-0.20988062156456586,0.32754218493101583,-0.3633218296199534,0.1404755375528358,-0.14369520441103772,-0.021986889208930913,-0.05258766433491335,0.019274547574506806,-0.18616425428014338,0.29826192746272856,0.1250443425887196,-0.05098182621884167,0.03948632895178474,-0.42593493482428696,-0.058233892678027706,0.3240324255087601,0.01682492538452263,0.26904792791319965,-0.32054864736608274,-0.38235213429737164,-0.17397956620525307,0.17096842803745593,0.6097672876725181,0.10178196973361073,0.6361570237392998,0.18653381250036544,0.19804383538144527,-0.35291132733868075,-0.3916350556685769,-0.14475337297694107,-0.08248846732047262,-0.06247409844448082,0.12283355782697303,0.42127765442764176,0.0978537472305385,-0.013146273521643966,-0.20644176963038624,-0.0905490315016487,0.42732370316316753,0.30640107277482637,-0.25261395463006736
ParaHippocampal_L,0.4886198127476437,0.5620817796275108,0.34043986915501095,0.44134085347341284,0.3189695571434391,0.679444316212932,-0.07167973674508646,0.0971797959852752,0.5881552409043955,0.6703616882786437,0.6050896633554801,-0.07125062586028362,0.4986178644026442,0.4006646391794006,0.3680167677133686,0.2458343522831719,-0.10253233546645543,0.4402501758655606,0.37449059662796164,0.6856036302018088,-0.2999290487077795,0.4521855953359544,0.25360933440378897,0.2651340946455254,0.4418230087839877,0.4649210163294838,-0.04439133245236301,0.6366475674643729,0.13388135886429625,0.4084163597765179,0.3761896540247942,-0.2635069365421949,1.0,0.3344540179412892,0.13851247474274636,-0.2505223911561312,0.4087747223603189,0.3049343018003735,-0.07120686491362137,0.6728581094758002,0.06871363471741085,0.3522067550397495,0.37227464628662216,0.4687232623777904,0.338305113020371,0.4147903944472371,0.5478983002467606,0.6677499164376983,0.45694582276620666,0.3923055783517956,0.3368604216843342,0.09921713259087533,0.2834189236190791,0.5124865751944331,0.5095955779387628,0.7353420138330544,-0.11470173356557181,0.5771401913537018,0.4582302384595195,-0.14622305761761364,0.028941494085176933,0.5237660507703127,0.36362845893229184,0.6641731937111905,0.5222974955734092,-0.16570685345075184,0.3209839858116814,0.16167075098199638,0.520712912134755,0.02659444788937042,0.2906661149065927,0.1877093815617279,0.2067805766672264,0.5081570464722609,0.454654272112432,0.4094302368283707,0.7135759968683687,0.36823850446009293,0.38011971204400563,0.46622319694439834,0.25496558007045883,0.5040499603447595,0.4654833476958671,0.3676255542901718,0.43644191282931794,0.6426604424634909,0.36888319464138475,0.4193698612423556,0.5608222498575522,0.12506989743122024,0.22869164647798337,0.18853820900219653,0.16337234754115967,0.6816899504549215,0.3778309968385053,0.34511970990215246,0.10251850362326714,0.5369465424735087,0.027625579952089432,0.45919712141731484,0.29377491430280206,0.48443424880455926,0.2161574867709211,0.6244054930935025,0.1563523341166263,0.300942447537802,0.4445448014294039,0.1404039388073393,0.23488442573545482,0.38059006886806274,0.6956630534570076,0.37128828009700654,0.14391034042975256,0.15688504559718822,0.6415930935165439
Thal_MDm_R,0.3512480527437582,0.7405694574589662,0.6218296243569673,0.10194156569006942,0.26322068822768846,0.2974087735876722,0.1701716526335566,0.2024696696580833,0.37515411251110525,0.2775417205600504,0.33823635727482537,0.4176669768205684,0.1607381984351835,0.7025604344380881,0.15153167308005908,0.08707520185845982,0.498073294199678,0.3889937659937269,0.3149408414657903,0.5235601755445618,-0.052113483502223244,0.2567498141882579,-0.057725450867772525,0.5788933027199907,0.6748605235146186,0.3409651957419457,0.34344510441673975,0.11518592326011132,0.35362519133698467,0.7244817005666828,0.043607861579588424,0.2768298333498301,0.3344540179412892,1.0,0.6271223831170885,0.20764930649000998,0.2410880739029611,-0.04229410984172402,0.36485942440477837,0.4500554297898228,0.2581906771514169,0.28305832140688814,0.34134949928134495,0.4717050599111307,0.7359739435394843,0.4904763298515925,0.24866971940639704,0.5665370532800034,0.5797112528890294,0.6064441344125653,0.24080789139890948,0.16440106596295953,0.6610914116983715,0.2752760865088937,0.21261618288599368,0.5337032313770856,0.26957953302798093,0.6681058239086775,0.3206681912181383,0.2419511851917355,0.4749618720838873,0.6238342790568397,0.5208018214830256,0.48386934464151615,0.5595873092398741,0.33909298203947835,0.2503834223086975,0.8223630418467202,0.5948851345780701,0.21207662309853265,0.1307017784335251,0.7863449013185703,0.3373960805852909,0.5637076275732819,0.24666556752523272,0.6045212943349563,0.19728043252641253,0.24148370418407542,0.46014028491168285,-0.12964419071286637,0.5239706164709819,0.4921255894562444,0.41868974599866404,0.4797432370566734,0.7598915558311837,0.32472268970797824,0.5736042701787731,0.3594185802210352,0.503322302862213,0.6235001210592759,-0.12546492122167688,0.32529648640527015,0.21916351259713768,0.3496074303177538,0.23439226804417937,-0.15159078133835402,0.4137550224986373,0.5626675686123903,0.3475523778809493,0.4331449116092107,0.18369495105557365,0.36576539789986123,0.2842228445906771,0.4751076414221372,0.20324049657707208,0.4360476013296698,0.6355690668249503,0.4199723803073218,0.31177716966264457,0.2845937986925226,0.43270611792426444,-0.05669308826194863,0.6812776900478149,-0.10345257925789124,0.15835088414933524
Thal_PuI_L,0.22753540912745424,0.46184829460186033,0.7377633792861357,-0.23878613938211635,0.42959984646068416,-0.0723436658907915,-0.07851245523600928,-0.347610252894479,0.4538659110735549,0.17381933237153155,0.2899114681570022,0.12374404686276638,0.03541927767454125,0.28715431216249676,0.1826591040335034,0.39931871889929577,0.11684454735594407,0.0272776791622337,0.5032799786902703,0.5246664386662316,-0.16507438358063983,0.19532706226142518,0.01357315469023244,0.28221285058035495,0.37669836268975454,-0.232751372216989,0.032628180120401834,0.07382351814501285,-0.18081646210523497,0.5492156981568469,-0.24108018466511208,0.03179941771411488,0.13851247474274636,0.6271223831170885,1.0,-0.1608000427647299,0.30381210916072515,0.15657381146351868,-0.0220080828653964,0.13821843111359192,-0.21955542090340943,0.4518737917606688,0.0323393262644064,0.29457980480954765,0.5489203670023554,0.11042290048254376,0.5209491433559532,0.2752630147649995,0.3845801052344342,0.6291278630594639,0.2353516801596108,0.3746504281677707,0.31390996303938007,0.07868142673399363,0.4208823592525576,0.3291480122266408,-0.16189636421497275,0.5769712929475458,0.14503464657867743,-0.03377501702745012,0.35729587787033584,0.4642207174631082,0.4912875923340486,0.33496430502392205,0.4057318200345732,-0.15049358229467064,0.42849286271940834,0.6316888580446003,0.3907002060147151,0.44387814675891263,-0.09807497129636221,0.8152293208279785,0.44635584279555307,0.38498654287429757,0.36444010551918715,0.17388622708771753,-0.1772747843964319,0.10936671775920243,0.47624524797870027,-0.42477615083173237,0.7877184161679874,0.46465992960293595,0.2649503270260351,0.1566952291742312,0.7017386869131592,-0.13639509215277587,0.5065657224393678,0.5142422489414925,0.24327173619069714,0.21508295599740687,-0.37261264257236076,-0.2555356213346349,0.3095624024105874,0.0750093396183594,0.5586303756520328,-0.22974805516526717,-0.06713454338376436,0.23841757303364167,-0.1600913382659044,-0.01538979881603067,-0.3816480578285738,0.40149912121665854,0.4175833827336764,0.19068524778704016,0.11143106091098053,0.47556887020698957,0.6757082338054171,-0.08028676253261671,-0.1796571785390575,-0.15904989991425095,0.33032467449933833,-0.25290394878070277,0.5674173663347777,0.09131965521545748,0.12120054272953255
Postcentral_L,-0.21259762569943408,0.21233202431698414,-0.12120656914237361,0.2828224924342377,-0.33525736699000863,-0.0361850704903906,0.4575981186560891,0.18801103707166444,-0.03705066504766086,-0.40887084941027557,-0.08093479447311591,0.5964536124781095,0.07859153959371493,0.22594438261099753,0.10851233903966401,-0.23659614426556708,0.5050221869246349,0.26346574475570733,-0.3144113705640529,-0.10110749850212888,0.5456048854135832,-0.3632433559573934,0.0343883479961512,0.3289600933031948,0.25562169985529426,0.32487131836701383,0.376525663161803,-0.10504324000882645,0.5045187479119052,0.10939128346827381,0.050205195720271795,0.5436708298941568,-0.2505223911561312,0.20764930649000998,-0.1608000427647299,1.0,-0.45596023604141644,0.04926894031082496,0.6753115961976934,-0.009740996627422841,0.44296412530904977,-0.3030019477483398,0.4148448850757764,0.15854229343226986,0.14695491460823892,0.10962623911757634,-0.2260079146307048,0.13159342675045527,0.010998688694014477,0.044530305774477016,-0.22203923572475437,-0.27242556585619765,0.3822976103896292,0.13158736141077473,-0.055339167932644685,0.017717318890871123,0.8378749052147711,0.04212891430387185,0.1620472997588489,0.3627994461499662,0.15095998550272594,0.1578217512086082,-0.0584300288396945,0.0009889894823101471,-0.005679529953417961,0.7209566747881828,-0.29131032399505047,0.29909716970646066,0.10796397721510591,-0.07950032837574206,0.24231160873792343,0.09070161280299537,-0.3032158520716545,0.09449891816896934,-0.1948088180276814,0.3222764047376712,0.06612196037263338,0.25775808979372705,0.13420668358108653,0.08148988431140514,-0.06439806608031584,0.07718370974496774,-0.13966327854290528,0.41728029182011406,-0.12674931819641766,0.11390169494778982,0.025341843187750807,-0.2935726086889613,0.08074777341396902,0.270367370497276,0.1415951377277922,0.5798258933876145,-0.3427029954312448,-0.17977147024229054,-0.18013365928903688,-0.0841438586186063,0.4875582528804757,0.2874039008523548,0.5136695100808459,0.37685851791839287,0.4933464461840123,-0.30527428026711,-0.30924526877840663,0.08226754294205989,-0.23928439095812162,0.026570095957766382,0.05722231990554439,0.4425861511927957,0.4368185901534371,0.19644994938198126,-0.21736337578578213,-0.057616361442062496,0.23601857475900126,-0.06431587734812952,-0.07225670211251062
