,Cerebellum_7b_L,Lingual_R,Thal_AV_R,Rectus_R,Thal_VA_L,Occipital_Inf_R,Thal_VL_R,Vermis_1_2,ParaHippocampal_L,Frontal_Inf_Tri_L,Pallidum_L,Heschl_L,Supp_Motor_Area_L,SN_pr_L,N_Acc_R,Thal_MGN_R,Fusiform_L,Occipital_Sup_R,Thal_MDl_L,Thal_PuI_L,Angular_R,Cerebellum_Crus2_R,Frontal_Inf_Orb_2_L,Hippocampus_L,Thal_Re_L,ACC_sub_L,OFCpost_L,Paracentral_Lobule_L,Thal_AV_L,Thal_PuM_L,Temporal_Sup_L,OFClat_R,Precuneus_L,Cingulate_Mid_L,Cerebellum_4_5_R,Caudate_R,Thal_LGN_R,Frontal_Inf_Oper_L,Cerebellum_8_R,Vermis_8,Cerebellum_9_R,Frontal_Sup_2_L,Rolandic_Oper_R,Frontal_Med_Orb_R,Pallidum_R,Amygdala_L,Temporal_Mid_R,Precuneus_R,Cerebellum_7b_R,Cerebellum_Crus2_L,OFCant_L,Cingulate_Post_L,Temporal_Pole_Sup_R,Cerebellum_Crus1_L,Frontal_Med_Orb_L,Frontal_Sup_2_R,Cerebellum_6_R,Rolandic_Oper_L,Vermis_10,Frontal_Mid_2_R,Cerebellum_3_R,Olfactory_R,Occipital_Inf_L,Thal_MGN_L,Rectus_L,Paracentral_Lobule_R,N_Acc_L,Cerebellum_10_L,Temporal_Mid_L,ACC_pre_L,Temporal_Inf_R,Thal_PuL_L,Calcarine_R,Parietal_Sup_R,OFClat_L,Thal_LP_L,Lingual_L,Red_N_L,ACC_sub_R,Frontal_Sup_Medial_L,Raphe_M,ParaHippocampal_R,Cerebellum_6_L,Parietal_Inf_R,Frontal_Inf_Orb_2_R,Thal_LGN_L,Frontal_Inf_Oper_R,Amygdala_R,Thal_VPL_L,Thal_VPL_R,Thal_PuI_R,Thal_PuL_R,Thal_IL_R,Temporal_Pole_Mid_L,Temporal_Pole_Mid_R,Postcentral_L,Cuneus_R,Precentral_R,SupraMarginal_R,ACC_sup_R,Frontal_Mid_2_L,Occipital_Sup_L,ACC_pre_R,Thal_MDm_L,Putamen_L,OFCant_R,Cerebellum_Crus1_R,Vermis_6,Postcentral_R,OFCpost_R,Temporal_Inf_L,Cerebellum_10_R,Calcarine_L,Vermis_9,Frontal_Inf_Tri_R,Parietal_Inf_L,Parietal_Sup_L,Thal_LP_R,Angular_L,Thal_PuM_R
Cerebellum_7b_L,1.0,0.4281139291248266,-0.10933030589964696,-0.27674749508936974,-0.4570678729516349,-0.11697320742121294,0.07120153200536068,-0.17879504307947092,-0.3942328867103918,-0.2756926925709289,-0.36024890506035245,0.10011254116891755,-0.24631462389528067,-0.4752089495187731,0.0284160969696062,-0.16442816422022427,0.16550471917007833,0.36449244167921047,0.12153380322475442,-0.3412442201545848,0.4550861700974792,0.6432567715503914,-0.5973667370222505,-0.16011139575963784,-0.08809329489737892,-0.060347303203663334,-0.1602158035691008,0.06569567817526588,-0.4372413704544551,-0.07126949077827038,-0.02847388273795737,-0.27252968446600245,0.025105599289949928,-0.1978453926175187,0.4762781689566775,-0.4965980281133763,-0.2126403726245654,-0.07014743431928004,0.5967489119742632,-0.5268726378870604,0.38367922763194806,-0.48357704304832794,-0.14594139543161735,-0.1827673489188679,-0.2016193572161517,-0.5457000456817875,0.4352634446954632,0.12831413931361718,-0.40734829040409104,-0.09103445200603268,-0.4889130450789041,-0.01713420423325223,0.44198934072710444,0.6299271348307217,0.17988888377270087,-0.5281887303420848,0.6128551952270841,0.12292238089807506,0.6010982862180416,-0.5258855915355171,-0.5865171145201146,-0.3594103788585618,-0.5755547800099211,-0.1551725028845904,-0.4940134055169334,-0.07875265014131456,0.28142372488606754,0.5629139170139094,0.37456568599093226,-0.504252321305895,0.6233492902938175,0.3685990684446329,0.37958022267937264,-0.16271456785297828,-0.49821542717782236,0.12933858685723504,0.3697877252651447,0.15056111753008733,0.06047788707967185,-0.41262216642744975,-0.30283731546854864,-0.47005373397270966,0.5209975037949603,0.14944863940904968,-0.391581039710861,-0.03772145631027561,-0.2615408285445692,-0.4797132273175527,-0.11827861400725219,-0.20549769314655356,-0.28694714311465297,0.2830592036425955,-0.12676633313709565,0.0527832560352921,0.5173483832113348,-0.06479766543860357,0.4060989241045184,-0.1983337826492018,0.2895388914975042,-0.37890907621970815,-0.5362467521058303,0.3326331260716771,-0.4828352207633524,0.06712163587655971,-0.42522781526525516,-0.4067905249682247,0.6643253013360734,-0.1920868975919809,0.041675573506131165,0.27489328685788283,-0.23242172565563024,0.5612137029371871,0.5136256334912815,-0.6214591187891219,-0.17796859562441092,0.12437809207917973,-0.002548317962084743,0.14093178870841383,0.40439724444918324,-0.30958324354328415
Lingual_R,0.4281139291248266,1.0,0.08969771784317804,-0.31767548462581435,-0.3606771163485716,-0.07937480575433947,0.5824289113380229,0.3070535492526351,-0.03516872734127599,0.05599405297938331,-0.26963992888679544,0.5339718488123832,0.13057554998419668,-0.36678821909432197,0.19824178497829434,0.20163867576120365,0.7364965438767247,0.48555224941756336,0.4565866276322827,0.08739327371263163,0.8467186833450224,0.4434716083967296,-0.44739657913917125,0.40106050625332096,-0.049637970933744426,-0.029065165344118522,-0.355017841307725,0.4741508360984404,-0.4341384251488634,0.3586678055433408,0.408106509200695,-0.28703302688549287,0.5484343787435176,0.23556990299165567,0.9163772423766985,-0.33052707674877196,0.21158360854147384,0.2757404049023115,0.680900386255372,-0.5531586674188905,0.7097090032812452,-0.350954424514297,0.3615599373892171,-0.37011092244800964,-0.13441219075877112,-0.5141257121700006,0.9420255936714822,0.6510041066731377,-0.2661763410207352,-0.2513934976103111,-0.4512166193126723,0.23386112455053634,0.6720717550121692,0.5874722398624278,0.616781363353389,-0.46881937639890675,0.8432154366769617,0.3331117761856603,0.8120641221552068,-0.417195293132372,-0.4965346228739362,-0.33671772108559295,-0.5818436507582077,0.3309963560400389,-0.4669132185238089,0.4118696867643053,0.4007282491122238,0.8198721699878154,0.8425722964716146,-0.5822906426645371,0.7795527687033558,0.7089853090569218,0.8359574826926656,0.4036672965926414,-0.6132246118907833,0.5865148212010605,0.9420833787440711,0.006740759803729444,0.32338108037985536,-0.2550038161341282,-0.13330870810874682,-0.13354740673665247,0.9084891212597632,0.6771254102663131,-0.23631208285695599,0.4783446657917654,0.07739089353563425,-0.5026401615707716,0.4499248040204834,0.29701056885570015,0.11005017111614342,0.8097764013630367,0.2925754097645032,-0.3178639957358105,0.4588882939877019,0.41188947843738544,0.6649162620868045,0.25235855072817887,0.7455969738021153,0.14575366638967263,-0.26726876239806185,0.5787405751502297,-0.39183088051034676,0.43788760928558323,-0.1481617137967132,-0.506222611917126,0.5586908390181531,0.08590454200852476,0.5054563030977515,0.23228803181443713,0.13933847635275212,0.8456816877733389,0.8271482649337495,-0.7249723473818949,0.10379690394244442,0.5324795864072431,0.5176764198432041,0.3563768065201645,0.7383920967886913,0.1459922537315911
Thal_AV_R,-0.10933030589964696,0.08969771784317804,1.0,0.42570131894979396,0.48165086443057936,-0.2632210886302788,0.23629140921577968,0.4011562677873966,0.44581082042326897,0.23097318856264054,0.22199636149566024,0.06075896402224251,0.14814188910656284,0.15356972517588874,0.1377583366092979,0.5864522372412189,0.06743890991463361,-0.5190762790130385,0.3031590763008268,0.19832049692144935,-0.24091326183277978,0.01264749324714553,0.19165302871469983,0.28630896594397875,0.005610044688844177,0.10089958481695843,0.19439678754493722,0.2865557979700779,0.5743346812554805,0.25578630523134716,0.39287083089130487,0.430743640940206,-0.01119763891429378,0.192474534897668,-0.08993270217274872,0.279290869975611,0.3907892874156308,0.27036088779910156,-0.1435681989576229,0.38441476465618063,-0.02449344258402206,0.18683649586756107,0.16640074433602647,0.11042179570322455,0.1846001642159496,0.22876351268385361,0.09234976550675865,0.09828842863162268,-0.10265839021101796,0.08621067086800173,0.36040708866104326,0.1752692676341967,0.033739746010210056,-0.3200539199178018,0.04501438472998583,0.226472811032851,-0.13573896210889577,-0.039660047296877714,-0.11606348635048143,0.3055171642580595,0.2790364646729006,0.2994077427182444,0.21096763309840266,0.5926309357619131,0.4885346042823237,0.3008540843266575,-0.21190384768025905,0.10998541104536606,0.04801056885611795,0.3657804675695204,0.15172959206609118,0.12188441833370563,-0.0070022658268903415,-0.006213533201154708,0.25274165292302986,0.06859572058637221,0.17343332374658024,-0.416213524578371,0.2258640465507915,0.1708533715400172,0.44226789604285016,0.45512282369042195,-0.09065602884581898,-0.009460000558006668,0.31105100452443096,0.2770602873238429,0.314957065021621,0.24163846724310406,0.303376338407091,0.423811035373091,-0.03106764473498492,-0.02153721751316608,0.3885688187027577,0.04659114242778163,-0.2151913272745534,0.400458857744577,-0.4239882169836054,0.31972939730825717,0.14531195838064417,0.29235595657157293,0.3272916457854329,-0.5150056046517659,0.32831702959729897,0.005178483953114258,0.3935944624254627,0.3439513022668451,-0.09761432107249307,-0.09855099520941163,0.3576604558140173,-0.019840831235538,0.13596974925579797,0.015409203905660876,-0.21284369575186285,0.048368175358289064,0.388933342296364,-0.039040261927419315,-0.06989793290940079,0.0067397449799517254,-0.3450111995834105,0.23034448022858242
Rectus_R,-0.27674749508936974,-0.31767548462581435,0.42570131894979396,1.0,0.5066200661852128,0.06629206284011595,-0.17091412608664802,0.36536682356995087,0.5680148870194746,0.16223640906297776,0.40891599123673006,-0.14053509329405225,0.008038329467150305,0.3207373482238442,0.07017718798499425,0.2236970926966972,-0.0754875563954881,-0.4292955289155,-0.08254360509190614,0.2813184321421243,-0.5055968251165904,-0.24869058173451924,0.43885240632513417,0.1760914033251624,0.042607280885463325,0.20976415789008637,0.36641122814112936,-0.08140074711942573,0.5095398755740437,-0.020225263130177716,0.08220595941175285,0.4618043736187965,-0.07950659852609583,0.1504492822592538,-0.39679733501306624,0.5031910399981454,0.3717096951008526,0.04180078717396396,-0.5389188651130699,0.5741912068867847,-0.4791754985936456,0.4299670429605672,-0.08607777564345567,0.5115977767577535,0.24708755153976283,0.5447504401980737,-0.30266287812128134,-0.1461264345252731,-0.0005174867822828237,0.25378474275848456,0.6079192526226996,-0.08432959109830354,-0.32843108843482405,-0.4382070863336043,-0.20937494288880792,0.5096730459387141,-0.5290549885650849,-0.16813445181896763,-0.5532207756060181,0.47288556385512703,0.6160358396610514,0.5700174472364196,0.4642510354719291,0.2287416249778328,0.8108503782632693,0.09083658419778538,-0.3073852615343501,-0.40910917407461433,-0.27909693358818416,0.6308546565981126,-0.14676265232229693,-0.4679834399725407,-0.4697686899125469,0.08241004827032826,0.5538597007433845,-0.1666302204096047,-0.38091179539392317,-0.3213546036628368,0.027241635380122954,0.33692040806819085,0.5915883841390156,0.6317570401377476,-0.4876829684232288,-0.17594927228507415,0.4254261065952507,0.22239499000878177,0.20669346562852453,0.5558779244466613,0.028886026053605837,0.20851738753962668,0.1218780472766317,-0.31695150173476244,0.2957945461344886,0.35627971175931766,-0.33745809154707607,0.04537354272033345,-0.5086627287308271,0.09944013455624952,-0.24639706731549146,0.32436607485151,0.43547616632118447,-0.5043798939341346,0.5193376465784502,-0.15280850554831277,0.3826829608010518,0.5710352480266294,-0.3262437568547747,-0.03469960702094603,0.029725650984727618,-0.2493157075623532,0.33630710029702277,-0.4905274870201624,-0.5360191253767397,0.4850663005287044,0.23051391207671879,-0.20559003225322223,-0.057058896070229834,-0.24016411570335316,-0.49232081907249525,0.17824517348701258
Thal_VA_L,-0.4570678729516349,-0.3606771163485716,0.48165086443057936,0.5066200661852128,1.0,-0.08400831157149954,0.27898598031604677,0.48304449691749435,0.6670675744587289,0.5175153752411114,0.8019949761257383,0.04672965052123289,0.37670751494298543,0.6514417083523779,0.3162613189660599,0.44425655658275814,-0.0626936942119326,-0.5706570438716153,0.2551677009835116,0.537415060364932,-0.5437686826536486,-0.2612136487121469,0.6413806064964945,0.37270390954079907,-0.05669180192800107,0.2659770695263751,0.2388176430412973,0.2001533519245722,0.7749272665840596,0.3349007402116236,0.26574969560964434,0.4727644846480112,-0.028322137460773396,0.35182498230515485,-0.4418336583190163,0.8113942563369192,0.45945975365473196,0.3861588510715286,-0.5409839885470935,0.7394589504036726,-0.3463577329408487,0.6282798519002688,0.1819430586145008,0.2778667284155244,0.7049138586037823,0.7719923479895497,-0.3270096266028355,-0.07781714495426122,0.18355635066035492,0.14101674388307256,0.6089528560464083,0.18768546001606798,-0.33821379006394847,-0.6113456744915103,-0.24847935206586733,0.6468624385089444,-0.6086765521120695,-0.012774966632192226,-0.6000356512027584,0.7138327436060117,0.7538982515545142,0.6948231625835674,0.5259738027678315,0.39219860469819395,0.725401416601079,0.3108040847652135,-0.07800421388658241,-0.3799044808708793,-0.283961054656136,0.7712561716252032,-0.38593123307621235,-0.34060923513607483,-0.3897062840848928,0.10868906819434891,0.5615662634283937,0.02042019938184635,-0.27909251707700694,-0.22486423515369983,0.17720762710652269,0.5837878517145813,0.5293430069712524,0.7060109192238174,-0.5511537994357233,-0.08198224339688866,0.5954362148846358,0.217364597922806,0.5027518099663738,0.7492252263955964,0.2812646981340149,0.5469329387157666,0.34318287349484733,-0.28983096487677595,0.47938037833157715,0.1482933750872866,-0.5057297355264954,0.338701892071247,-0.6111557222244646,0.39126816838313605,-0.08742996984960946,0.5618821618291165,0.7111794849196621,-0.5851336271421277,0.7617993503900691,0.15237057424161007,0.648049015834277,0.5929601023473813,-0.45804200606775985,0.014372097314759467,0.2821305384766585,-0.21888588766091852,0.38824324237098534,-0.48894772188261704,-0.5347396629083163,0.5252979945769682,0.5312369901903748,-0.0501926192687552,-0.046403335274024314,0.05789509836757241,-0.4903773116645766,0.5234331506058588
Occipital_Inf_R,-0.11697320742121294,-0.07937480575433947,-0.2632210886302788,0.06629206284011595,-0.08400831157149954,1.0,0.020744923720356467,-0.1512982571470995,-0.05831079782809468,-0.09504043841887844,0.0011192199952972845,0.02796331566450639,-0.009436774485862541,-0.09587149662173625,-0.03139555762863547,-0.22141453585103443,-0.04897216188757243,0.37912389546066083,-0.16139287345495754,0.05227157327159273,0.10414551069194954,-0.13103359115294536,-0.04798645049812428,-0.004355353067136089,-0.06599442815675356,0.08687797905988129,-0.10355248550429308,-0.20612790973456283,-0.2699833979236393,-0.07784097153483814,-0.2898071265922359,-0.07219574190854174,0.1978429112997417,0.12178412603917442,0.02762533041916445,0.0128198279913978,0.03588263750755646,-0.21889733259139096,0.004383610989670077,-0.08771619730744486,-0.13015402106548277,0.0819034707908399,-0.07420056924268356,0.04129378027333574,-0.07456419014465906,-0.04360327992613591,-0.036076859997609664,0.012131186114762268,-0.01581187519872647,0.1972176125634757,-0.08079437733907834,-0.12465822995503054,-0.023991063719787202,0.10785896476470083,0.12105719238371887,0.01737088307922316,-0.007593269394773854,-0.1976698282323661,-0.09124708416938132,-0.08004416313688198,0.03921131820942721,-0.13855369619769353,0.10434837220072955,-0.04668071107768723,-0.0062376547239919805,-0.07806327183991627,0.037339913633207475,-0.30430861093938877,-0.14901597161009558,-0.10684018902349311,-0.11549701495558345,-0.17736587124937103,-0.09270682924001106,0.2815694087143578,-0.056581838314476454,0.04972338185693526,-0.18155514590596974,0.38044651488383896,-0.008718215588419398,0.09004133885652887,-0.05266378374638162,-0.0073094238414443645,-0.01727787588609652,0.13388521084119473,-0.05227194210546081,0.04881301762916838,-0.18566023206677917,-0.024111820282509577,-0.09571224076895722,0.019258775326622412,0.05120662814650426,0.062099854521426884,-0.04547134815297285,0.2107736081866214,-0.006153102574555936,-0.22020611329071033,0.27530574021200094,-0.09240878581747457,-0.0813455440450743,0.11080638831638187,-0.036579586402346286,0.2734655819104133,-0.08398625642310119,0.11473568988033447,-0.18235402384565805,-0.087845670237183,-0.03294469250193285,0.19611063265856868,-0.09144047106916697,-0.10594070465504642,0.0046873258892696345,-0.15396576953485272,0.04769588828354183,0.14507230756795414,-0.28458733732168223,0.10127706687994412,0.27787056199104077,0.2164306402613136,0.17062525949888932,0.151360498098307
Thal_VL_R,0.07120153200536068,0.5824289113380229,0.23629140921577968,-0.17091412608664802,0.27898598031604677,0.020744923720356467,1.0,0.5105338053034896,0.3105843058967026,0.5574307771140926,0.35303019446563644,0.6731106569580174,0.5894032020874501,0.19814863731750534,0.460910157837271,0.42519607437687584,0.5621886139382986,0.23622413247488744,0.6863315683316364,0.4394640118814557,0.48886562900018893,0.2609615059652581,0.08160921454408385,0.6816582733329792,-0.1419899332996082,0.20114884351076426,-0.03737336803115327,0.6930155296077245,0.022947214789302492,0.7127576574609781,0.5288802398835721,0.050374580230621725,0.5859019714492859,0.6404757515069749,0.5489143962481525,0.31414244320834145,0.45108722829369835,0.6376029715821736,0.3654401835554372,-0.04601890663708808,0.47179312349484287,0.24295372968346365,0.5756235920536551,-0.1502303857642533,0.41079803761437195,0.024872559864857244,0.587160452699691,0.6371904795388714,0.01599928894020291,-0.03642104695333015,-0.0964445679865008,0.5788849271257493,0.44753558956796735,0.2069938240968293,0.3277843637209083,0.0847488492231303,0.3726129975033888,0.41789013368854006,0.3339378199603707,0.17592090843809324,0.04295727252364609,0.08259647499892478,-0.0808788908779354,0.44530283127569803,-0.1264928115120293,0.6939664633036022,0.4353236419941182,0.3803036819276732,0.5036708155817688,-0.06708860990256321,0.35924096573453485,0.48151827940662195,0.558648799030035,0.4698715772300338,-0.18855763012071783,0.7678885813586652,0.6276822960434565,0.1661193937489032,0.3917128367873887,0.3526976331763942,0.10358428848543555,0.24299208613772916,0.463180045124631,0.6490185267618265,0.268138298687209,0.45694689293572666,0.4872766132524549,0.07121615223063435,0.6496824098072326,0.7644198968586501,0.4158041898854114,0.623265249664268,0.5705596440152361,-0.19297202914803446,0.13889672304064127,0.6783690228895913,0.3395854772696359,0.6157463423427545,0.7159118602163258,0.5591664665128544,0.3034605809599113,0.3056492416312269,0.2127668163534529,0.7142520176560513,0.3417476723008977,-0.07972542439301429,0.20801146062977333,0.16657889879541626,0.7465236626133833,0.2964048067504383,0.2611502970231956,0.39762108128152207,0.5068843885115168,-0.24721510801653696,0.5264860814091277,0.6207814179692325,0.5086805194020124,0.5538671077348511,0.4845464245766559,0.6551050312938546
Vermis_1_2,-0.17879504307947092,0.3070535492526351,0.4011562677873966,0.36536682356995087,0.48304449691749435,-0.1512982571470995,0.5105338053034896,1.0,0.781462126641799,0.5632322957946617,0.5078657690594808,0.4989882134328861,0.5616596397089175,0.47198365839603246,0.40296648657922146,0.5184128824070942,0.5709719925206663,-0.16456386785824365,0.5800434656975034,0.6494661557355431,0.0691859691826277,-0.10994370064209816,0.45433649823543915,0.7950003675549066,-0.057604092195870836,0.3440401465370949,0.15237224582315023,0.5578716769811496,0.3933873371728609,0.6000915473003811,0.5713075716847827,0.32109169588381165,0.4960577488684316,0.6531426671821341,0.2184107633106025,0.5918352712039936,0.7270495464429894,0.5534815284919579,-0.21235619807349762,0.2687543329606453,0.08621577693608798,0.5291149555594077,0.5169888104112315,0.14791966028433204,0.4287880397583689,0.47346066584893304,0.2614743848579595,0.4637443273791604,0.029496513736876163,-0.08320064778352995,0.37883298104559443,0.3861369815400635,0.05669958356707627,-0.26230219087315343,0.06501967924418255,0.4315174523956035,-0.10678427200030588,0.3241134422218078,-0.14410164895456715,0.5320130137879381,0.5513754118941939,0.5586911633271914,0.2448344296915441,0.5899534016824222,0.42805114051210896,0.6507551563222791,0.17777852421237272,0.07393009245169893,0.30485114467789787,0.3709349698357578,0.1327412851183009,0.053227244080172945,0.15659537496219866,0.5744729287325644,0.24437377110127584,0.44535908186939027,0.2948562805423752,-0.24988691464202334,0.3025593477848839,0.5151503763636552,0.5012445384042802,0.7522289672469405,0.017695099380268267,0.514030767064429,0.560294143455775,0.7006632246304138,0.5082514274394122,0.4392589145808607,0.7126990216156067,0.7477206629808997,0.5887321919548036,0.2691414079983625,0.798944072104227,0.05900509728200886,-0.1404082411598605,0.6502649841967434,-0.07889136230520737,0.6536128307424697,0.440968348094653,0.7332234500723412,0.6388462938406999,-0.0446553130942082,0.5421567372602698,0.5054345846974451,0.6122400487475405,0.3344412779316182,-0.21470598358876553,0.022150654930084168,0.6641409382005614,0.03728300915128526,0.5511841041146349,-0.026065432219942633,0.046042463375120656,0.10854680742555038,0.6153976538606212,0.4212538877426421,0.5099247556344572,0.17242189822040457,0.06313697321957756,0.6671970705056683
ParaHippocampal_L,-0.3942328867103918,-0.03516872734127599,0.44581082042326897,0.5680148870194746,0.6670675744587289,-0.05831079782809468,0.3105843058967026,0.781462126641799,1.0,0.5650248131280822,0.6851661945552113,0.3005557884266914,0.4314666614125216,0.6591931342709234,0.3369901908472427,0.5439641611055199,0.4022892774713745,-0.40144646677123164,0.37700186400306324,0.6780903047415553,-0.2624687847571658,-0.3178132612120873,0.6576502611524543,0.7312742318972086,0.06101142816231441,0.37914522520892163,0.3442957282548698,0.31004544831799713,0.5980349615758214,0.4561179864519484,0.5447172096494813,0.44728933536966775,0.30459950183960943,0.5562054575827928,-0.13348179287309175,0.7599674445033159,0.7353471862613002,0.4471566873820695,-0.5477273317288419,0.5641562732766248,-0.1655680949282548,0.6924430973392303,0.42785929727360555,0.32698933595096086,0.5232326275317238,0.7539912749661614,-0.04895820464535034,0.1842098287907673,0.16384280598975193,0.042386394831682404,0.6202601547770599,0.20275237445764724,-0.19285321958860735,-0.5739471566326231,-0.1070893732498818,0.6608917941234801,-0.46219754933959356,0.21516001875036295,-0.5123277439671606,0.7019153487514064,0.7924312901822327,0.784563881606666,0.46114053739992067,0.5665187307355986,0.7044696998403205,0.48900734278523134,0.06320123275342973,-0.24509380271122286,0.07665145272753926,0.6052063539124178,-0.09790349254708428,-0.2792472765334073,-0.2042184093581443,0.5163091103453934,0.51612157843775,0.21070105453091914,-0.026949363220527548,-0.29886637653916626,0.1756379147369923,0.6170737542389426,0.5075026093985849,0.9593398401931398,-0.3513093838871632,0.2577320308006809,0.6474633331709415,0.5831642226955904,0.4748402332380591,0.6796447688866761,0.52890957584891,0.6412726088010454,0.5636482345469058,-0.0459744012634431,0.7313819592293308,0.2358282843801735,-0.35435086431876783,0.5043993955091722,-0.3759511390031618,0.6006859991452589,0.11727133774704598,0.7580745113715113,0.7796952838513251,-0.31794616934004144,0.7190560805317183,0.35557894170000104,0.7528231031541479,0.514778278895595,-0.5127886762893583,0.16243622225831886,0.4822068264707066,-0.06016502659843422,0.6269446897084731,-0.35037793789658794,-0.31602718316289097,0.44850517952908864,0.5363127916837674,0.17523835368303958,0.34726896449385347,0.011064022244611567,-0.2444775996435039,0.6111709913436952
Frontal_Inf_Tri_L,-0.2756926925709289,0.05599405297938331,0.23097318856264054,0.16223640906297776,0.5175153752411114,-0.09504043841887844,0.5574307771140926,0.5632322957946617,0.5650248131280822,1.0,0.5650970914825939,0.5267325825057192,0.807012364526731,0.6666752163724755,0.4725611195429533,0.35088008096935136,0.40156660984086334,-0.14305048428959383,0.5419748826403843,0.6610008237186112,-0.05363405781663731,-0.17944428103110882,0.7328298790394603,0.657646997978387,0.024619043841209404,0.3996920665222841,0.27422781330443574,0.7175937315811867,0.5474984755357409,0.7403297913800627,0.621388272020778,0.39231942195731995,0.4242012025964497,0.7739761787583014,0.01109404488336522,0.6838168968189223,0.3904264412769707,0.882697143795043,-0.15664667469018645,0.3870110691454458,0.15450733962583113,0.7049488526745914,0.7731024111557311,0.13649896722658444,0.5610020357936214,0.5959492737253506,0.07342540143141571,0.42969324395531616,0.4998367543169116,0.006573600657070735,0.46544983307772003,0.5518388572962056,0.060028750600565034,-0.3088649605636453,-0.08454140043004807,0.6508528468036968,-0.2498183702274063,0.498622233349764,-0.2597407142787859,0.7464538089192017,0.5162234788077991,0.43694411594653787,0.3496212990295385,0.3767370270083375,0.35161514010717615,0.7960305826228357,0.18103879467443915,-0.09668115215344436,0.22214633723675256,0.5312935659514861,-0.1789246154801462,0.06447426649746747,0.15235010179790198,0.39277259433534173,0.4572964032610905,0.5802206126640378,0.17336819577460022,0.10367170059332309,0.3866750453849143,0.8238263991523899,0.1961436616103821,0.5448633263646188,-0.10662395867470156,0.3830747133247962,0.7077652134795603,0.2746200991297415,0.8503020098719933,0.49166314951181583,0.64868738968332,0.6362252935518907,0.380441545804589,0.23054553908731365,0.4872893601493245,-0.1971606359021787,-0.22737823755065986,0.7906580493163826,-0.12639106982367274,0.8222772767620556,0.4172490641683917,0.636709173758053,0.7967330705494405,-0.047177864204287295,0.7199485414340399,0.5699176346371745,0.8229377681973573,0.4337002438197747,-0.3293908263673659,0.27941425824653054,0.6881949664640722,0.18168969087467232,0.578691277195513,-0.1547137230720434,0.015929175258868652,0.30045492161145215,0.852119412633899,0.5097501466243012,0.34835669895109245,0.19332377429489048,0.06432811688460223,0.7285708151708926
