,Paracentral_Lobule_R,Caudate_R,Cerebellum_3_L,Parietal_Sup_R,Cingulate_Post_L,N_Acc_R,SN_pc_R,OFClat_R,OFCpost_L,Pallidum_R,ACC_sup_L,ParaHippocampal_L,Frontal_Sup_Medial_R,Thal_PuA_R,Cerebellum_Crus1_L,Occipital_Inf_L,Fusiform_L,Frontal_Inf_Tri_R,Cerebellum_9_R,Angular_R,Thal_MGN_L,VTA_R,Cerebellum_8_R,Red_N_L,Vermis_6,Cerebellum_4_5_L,Thal_MDm_L,Paracentral_Lobule_L,Cerebellum_10_L,Precuneus_R,Thal_VPL_R,Frontal_Inf_Oper_R,OFCmed_R,Insula_L,Postcentral_L,Thal_VA_L,Calcarine_L,Vermis_4_5,Rectus_L,Thal_PuM_L,Fusiform_R,Cerebellum_3_R,Putamen_R,Cerebellum_4_5_R,Thal_MDl_R,Thal_AV_R,Vermis_10,Cingulate_Mid_L,Thal_MGN_R,Heschl_R,Frontal_Inf_Tri_L,Raphe_D,Thal_PuI_L,ACC_sub_R,Precentral_L,Frontal_Sup_2_L,Thal_Re_L,Thal_PuL_L,Frontal_Med_Orb_R,Thal_LP_R,Temporal_Mid_R,Temporal_Pole_Mid_L,Postcentral_R,Cuneus_L,Olfactory_L
ACC_sup_L,0.6306566115657863,0.7409573255214315,0.6001570005727869,0.5758592258543161,0.34218393469134767,0.40670698254638143,0.2315630267026501,0.3564726254175081,0.31021499444650025,0.4947675057833659,1.0,0.6650329948637885,0.7039984354115074,0.5281562236661153,-0.35427756063586585,0.4479725749366992,0.41002254978373026,0.5407762283628531,-0.011901422992601395,-0.04834564818452695,0.3867728714916443,0.15499287091898176,-0.26905038788312946,0.11258262103284081,0.2638619488771571,0.19911788736489838,0.6287760620927995,0.4696502055770951,-0.2778791126958826,0.3105142719396051,0.759856990899315,0.5318867429768104,0.04288885550890043,0.5137876819468589,0.5773217099002859,0.5364636792546476,-0.04579637477916136,-0.05586363636843823,0.41398168985021616,0.6487141752080016,0.10822077316618972,0.6553659119254396,0.6477141607314105,0.06041972234901288,0.04547207425971964,0.15384537051821986,-0.371468599098206,0.7891195503311462,0.35444013464343677,0.6032136766932498,0.6799526971275152,0.43636246145323565,0.6451944534731481,0.34808636399221016,0.5495899007080138,0.7801199509340885,-0.07488576171512457,-0.13991772149180248,0.12049853260878697,0.4466558884093481,0.03274332664163517,0.10939510149496227,0.5997105345824852,-0.11996247919026029,0.4433148605808252
ParaHippocampal_L,0.48900734278523134,0.7599674445033159,0.8032156331825229,0.5163091103453934,0.20275237445764724,0.3369901908472427,0.20808885888206438,0.44728933536966775,0.3442957282548698,0.5232326275317238,0.6650329948637885,1.0,0.6601125629534743,0.5113738014827804,-0.5739471566326231,0.46114053739992067,0.4022892774713745,0.5363127916837674,-0.1655680949282548,-0.2624687847571658,0.5665187307355986,0.09268463701260861,-0.5477273317288419,-0.29886637653916626,0.16243622225831886,-0.00030447074709180025,0.35557894170000104,0.31004544831799713,-0.24509380271122286,0.1842098287907673,0.6412726088010454,0.4748402332380591,0.09957514975358218,0.16362881845497415,0.5043993955091722,0.6670675744587289,-0.31602718316289097,-0.2640326485699224,0.7044696998403205,0.4561179864519484,0.10511370706023396,0.7924312901822327,0.6092862722520043,-0.13348179287309175,-0.12059252226113212,0.44581082042326897,-0.5123277439671606,0.5562054575827928,0.5439641611055199,0.5254770091729906,0.5650248131280822,0.6495524140038192,0.6780903047415553,0.1756379147369923,0.47427433498259364,0.6924430973392303,0.06101142816231441,-0.2792472765334073,0.32698933595096086,0.011064022244611567,-0.04895820464535034,0.2358282843801735,0.4822068264707066,-0.3439935478943326,0.7621856326095847
Frontal_Sup_Medial_R,0.4710151207523431,0.8516960144623937,0.8386321046460236,0.24743980447806976,0.30473209094219883,0.277705777363202,0.054146200494407104,0.5155380049148278,0.5168250497879351,0.505781110339118,0.7039984354115074,0.6601125629534743,1.0,0.26642736617931084,-0.6464292173407616,0.7449872594049876,0.01904721830536015,0.59611358347347,-0.3264294167642742,-0.5419362975826597,0.16029843465263635,-0.17352663391449358,-0.5968128912460552,-0.047435736731971774,0.15698558469318127,-0.3210168768107889,0.2952615484233562,0.33313276082599075,-0.5994487297005301,-0.001452336869594563,0.48121489710362786,0.5511033938594643,0.08287465347174167,0.18008386008815477,0.45549783229456065,0.6592260246078836,-0.4857165724263066,-0.5525674690865888,0.6858866583453884,0.4406349427793589,-0.3492339160727278,0.8672877096615143,0.6511164491874133,-0.4477337023243576,-0.267433229342963,0.19535462117133792,-0.7560944775153464,0.6284274598508961,0.3077449884264225,0.8328684168003812,0.6721552431062935,0.5379267071432344,0.5226869516655948,0.15715096418587143,0.49003009540508424,0.9636236689890124,0.043242237276328845,-0.41177714543648086,0.3539212405394266,0.03980966943809574,-0.45798657026811224,0.2477474918828062,0.3776305807888021,-0.5478775097293354,0.6885866210816474
Thal_PuA_R,0.5783293000097148,0.4413423767343377,0.28296519133892273,0.4658476473052481,0.3743073276742708,0.34698456863840743,0.35752193730720294,0.19124448232551308,0.056771344973440045,0.28593456902216646,0.5281562236661153,0.5113738014827804,0.26642736617931084,1.0,-0.035582369465297345,0.06489754728683421,0.5778155187612305,0.4699825376809634,0.26427525007303815,0.21862337893356698,0.4554255147634785,0.4062872927390407,0.04539512687001054,-0.030275972807665908,0.23998288763959066,0.4440418326443579,0.5790180296842816,0.519602137704442,0.19379288976685932,0.47770789539803593,0.6440184497601654,0.44742537151044526,-0.055977721700455486,0.5083036095787536,0.5766970722820491,0.3374012579033472,0.21035796732353848,0.27751227046141336,0.17492462836650563,0.5931473467408499,0.4303686782610184,0.2632139210230433,0.4792155017598929,0.35778835606876946,0.48716505522361625,0.19544864796755534,0.08096379298078638,0.577375200507368,0.5235848861845657,0.09560010198108984,0.5224668440905972,0.340136085075456,0.5941981457605843,0.2482668082654725,0.5422202375731422,0.34854247020466045,0.018496629593853984,0.17595040547186164,0.08324583317234972,0.06070613287466054,0.39476442558389135,-0.20984069098916572,0.583638003344117,0.14681655955780987,0.2733624329455634
Cerebellum_Crus1_L,-0.07356937159128396,-0.5946907279804307,-0.7766115637594461,-0.04544665228851527,0.037720984690663366,-0.06923096998998485,0.1745713286998335,-0.4592388055922324,-0.3260555844307567,-0.30050119147676607,-0.35427756063586585,-0.5739471566326231,-0.6464292173407616,-0.035582369465297345,1.0,-0.630235379310046,0.1976790936070241,-0.22857377502283732,0.5086152932888197,0.6791335768946491,-0.29137988095660405,0.21436797062383103,0.8057335140735425,0.31446768437080486,-0.17001080143604277,0.6110989690710166,0.14695390085460677,0.07475511747063547,0.6004097602706348,0.26722026349237765,-0.23951505648991314,-0.27286576405817914,0.0463746764629524,0.22835673607459847,-0.11248268444411776,-0.6113456744915103,0.7300254689066544,0.765500368280389,-0.7449569992919203,-0.10704498687528932,0.5506162938186846,-0.7440471526302357,-0.326555985407065,0.6712635829580662,0.5489420611418085,-0.3200539199178018,0.8075126097327162,-0.16861300348965244,-0.2998518963631641,-0.5309888432061535,-0.3088649605636453,-0.564748917279236,-0.36093438551740287,0.06502646113211878,-0.15968663301782454,-0.584877580428977,-0.12789258602057765,0.5099857520696167,-0.21569599794252967,0.2034350264279689,0.6021888514857112,-0.21172607980528055,0.025364418675085335,0.7188708945180856,-0.6098819811407542
Occipital_Inf_L,0.12278802030842974,0.6120551501441143,0.724340381234299,0.1075608023028209,0.06521774589792115,0.016024940404386658,-0.14898661426715112,0.4137496043867182,0.4262857364408231,0.27738788672244463,0.4479725749366992,0.46114053739992067,0.7449872594049876,0.06489754728683421,-0.630235379310046,1.0,-0.17478781617515354,0.30397785431493723,-0.4628921515618388,-0.6025624642510924,0.050516867610534394,-0.18715395907342325,-0.6748007786415776,-0.12199939196748676,0.09874268427073829,-0.5235074735078051,-0.030550403694740248,-0.008433713205408467,-0.6728975939491298,-0.18620378664351822,0.240322839609432,0.27862444606214865,0.18589979526161002,-0.09688611535437035,0.11550435175605904,0.5259738027678315,-0.6123971470405807,-0.6556296625413969,0.6339931061428262,0.11597996114532137,-0.4886402089708388,0.7337714255757007,0.38395250557420907,-0.5900879179850118,-0.46069965676793206,0.21096763309840266,-0.7407809379235123,0.321130838327208,0.2038952733308746,0.6524235169114123,0.3496212990295385,0.39942335480213476,0.330373707614245,-0.10627226576617513,0.18881749832060354,0.7066300935313945,0.08688770108222864,-0.49899845387132213,0.43932443214786226,-0.13691831289520842,-0.5564978497426936,0.308442275226802,0.023753802625376005,-0.6678551342415872,0.5489463586474083
Fusiform_L,0.5658891801812849,0.07931710637417941,-0.03123717582068741,0.6533079704299005,0.30666713888486496,0.2829886882102692,0.2728962417082961,-0.026102869336701442,-0.026120974906302063,0.116132437577763,0.41002254978373026,0.4022892774713745,0.01904721830536015,0.5778155187612305,0.1976790936070241,-0.17478781617515354,1.0,0.28126690637790264,0.48727457108620953,0.5984669516956871,0.36959573493346387,0.5835515070666151,0.23706256326373493,0.03724012519420378,0.391559222828725,0.7748685796168522,0.5388497474011548,0.5282625927974675,0.4429198954886816,0.6490364952001931,0.49507455899113595,0.23858108146396947,-0.02831763066455006,0.6286229711250744,0.5523720632132934,-0.0626936942119326,0.5731460465754661,0.6286787584179852,-0.11934071822058645,0.5002054407163111,0.7808855720817008,0.00800710704502212,0.27368934694946306,0.7288954398126556,0.3790894622004193,0.06743890991463361,0.3481740124923602,0.4901638473158534,0.26175458495029885,-0.1217899098020746,0.40156660984086334,0.14993525605120028,0.39345737299225403,0.2967523449550919,0.465928296923779,0.14673317353078935,0.02000508051971467,0.3650557178513441,-0.027070419500411846,0.22629182904495682,0.7161142034814665,-0.15897653585085242,0.5705233391686749,0.4410991384796861,0.04662034354059711
Frontal_Inf_Tri_R,0.7780710752581069,0.6627038853444799,0.5066400840310581,0.32531226583383926,0.5877017498875361,0.45969651886463014,0.5349972194743992,0.411672277477696,0.21312908137600947,0.536209316567612,0.5407762283628531,0.5363127916837674,0.59611358347347,0.4699825376809634,-0.22857377502283732,0.30397785431493723,0.28126690637790264,1.0,0.07791641811373479,-0.06334281773789438,0.4209382370901107,0.26568371639719335,-0.10994300522235255,-0.10081957810781689,0.04132489624584664,0.1331435407471237,0.45598377110039345,0.7157452614444765,0.010002731386132896,0.47035689923616614,0.6073536346751693,0.8880033705554667,0.01191942336174589,0.3332818479930315,0.7664134077294398,0.5312369901903748,0.03279597060195879,-0.05594610122586607,0.36041201876028783,0.6381055398900594,0.08931112242106977,0.47826300079206385,0.7872160610913057,0.0018546013038247754,0.27070889549219124,0.388933342296364,-0.19577058300055322,0.7132209066373838,0.4539597839191777,0.41611077345729414,0.852119412633899,0.5063367886016715,0.6250334318112479,0.3632757573675428,0.8314991430142,0.5951048283803525,0.045727727889439546,0.08721299928287396,0.10001507663182226,0.12800812726039643,0.1354704719352335,-0.13744029349009698,0.7192828695535739,-0.023701992144352545,0.47153264126353095
Cerebellum_9_R,0.3270620778638495,-0.3355891450795842,-0.5126825328645535,0.078770849020054,0.24965791671745852,0.0751560943133362,0.4228691806383108,-0.23605866986560248,-0.19468309860583727,-0.09845133340864762,-0.011901422992601395,-0.1655680949282548,-0.3264294167642742,0.26427525007303815,0.5086152932888197,-0.4628921515618388,0.48727457108620953,0.07791641811373479,1.0,0.6251727379982698,0.10134388205004471,0.4674703912253259,0.5940331773532038,0.06449088768249982,-0.12380592190064622,0.6881831265439999,0.47681737599508156,0.4379207556397086,0.7796383542730837,0.36425857700392955,0.10446762075216802,0.04104901290797408,-0.016763576837370026,0.5361481817978327,0.3985728967567105,-0.3463577329408487,0.6479856863481127,0.68667893094705,-0.5420036052820351,0.39474420624161627,0.6011664341079704,-0.5387359736118399,0.060849187360255345,0.6371542836865468,0.6419852571168132,-0.02449344258402206,0.7300312797473424,0.1575846819405573,0.15103184874311404,-0.47281046916582614,0.15450733962583113,-0.032126829921733095,-0.07620882957569758,0.1225039246851488,0.3118590414585367,-0.2699111969147051,-0.07951962838215823,0.6838810817700798,-0.2242487673438327,0.3702167845291795,0.626970349095732,-0.3707579427937868,0.39675371069212895,0.536117251206162,-0.3772598994774242
Angular_R,0.26732633193917654,-0.43258607187850207,-0.6161559428924542,0.4791124196449177,0.2560790999811369,0.14704105583116844,0.2419055514096982,-0.43419766863550263,-0.42425024989492216,-0.21245700938183432,-0.04834564818452695,-0.2624687847571658,-0.5419362975826597,0.21862337893356698,0.6791335768946491,-0.6025624642510924,0.5984669516956871,-0.06334281773789438,0.6251727379982698,1.0,0.07370338577116547,0.46216596188119113,0.6995855415181497,0.2910706710733519,0.15427252565234478,0.8510798307533086,0.3710709130153556,0.32193129677880933,0.666413354595451,0.673917892120011,0.13089968906024319,-0.05462683517579553,-0.10737367434731887,0.4894081263240684,0.1889318040373428,-0.5437686826536486,0.9292318060662383,0.9041700501471525,-0.670989408887683,0.19372016080745977,0.7654835978098524,-0.5906089516943639,-0.13523223423196135,0.8679871727435212,0.6188923061614974,-0.24091326183277978,0.7910174018276517,0.17229708264390373,-0.10427690158732691,-0.487139454740147,-0.05363405781663731,-0.34938662433263884,0.008950155219996921,0.21073295344039983,0.1167545508057494,-0.41876893690529016,-0.02686413053325966,0.6375252049043498,-0.3980149931356976,0.382037857622491,0.8354815049647989,-0.31212064129986217,0.32733162905464913,0.872115369432592,-0.5448596157376175
Thal_MGN_L,0.49402470188869335,0.35283436860031214,0.36122080447915417,0.3790510141948649,0.2331298874444407,0.2983194326021421,0.4057317712541519,0.28278760230862016,-0.012271592297838158,0.32706053674418367,0.3867728714916443,0.5665187307355986,0.16029843465263635,0.4554255147634785,-0.29137988095660405,0.050516867610534394,0.36959573493346387,0.4209382370901107,0.10134388205004471,0.07370338577116547,1.0,0.3069610803946928,-0.08112655682245323,-0.21634555168687114,0.07339547124933461,0.23309338562596932,0.3695090592369638,0.41294116374953543,0.19304475517016778,0.35035489294256,0.6173730051881613,0.4006498878267229,-0.0670908924509291,0.2024235455175755,0.5603854416399526,0.39219860469819395,0.04455668244734752,0.09885950789953299,0.3270516739703684,0.49819801629083044,0.30817464447194154,0.28430426060170516,0.4902989807731654,0.16029571154131866,0.10141867687074446,0.5926309357619131,-0.008044934759576449,0.4257592029397188,0.6470070149151689,0.03583701136987446,0.3767370270083375,0.44479525524108027,0.5468751751049373,0.27767493936027327,0.5171669328185025,0.23127525063305063,0.041400429733079676,0.1512744571290654,-0.027273178952967533,0.20137310051742524,0.3142051464591891,-0.03952158614168364,0.5631455672948276,0.061570505334401546,0.23508648676092983
