,Paracentral_Lobule_R,Caudate_R,Cerebellum_3_L,Parietal_Sup_R,Cingulate_Post_L,N_Acc_R,SN_pc_R,OFClat_R,OFCpost_L,Pallidum_R,ACC_sup_L,ParaHippocampal_L,Frontal_Sup_Medial_R,Thal_PuA_R,Cerebellum_Crus1_L,Occipital_Inf_L,Fusiform_L,Frontal_Inf_Tri_R,Cerebellum_9_R,Angular_R,Thal_MGN_L,VTA_R,Cerebellum_8_R,Red_N_L,Vermis_6,Cerebellum_4_5_L,Thal_MDm_L,Paracentral_Lobule_L,Cerebellum_10_L,Precuneus_R,Thal_VPL_R,Frontal_Inf_Oper_R,OFCmed_R,Insula_L,Postcentral_L,Thal_VA_L,Calcarine_L,Vermis_4_5,Rectus_L,Thal_PuM_L,Fusiform_R,Cerebellum_3_R,Putamen_R,Cerebellum_4_5_R,Thal_MDl_R,Thal_AV_R,Vermis_10,Cingulate_Mid_L,Thal_MGN_R,Heschl_R,Frontal_Inf_Tri_L,Raphe_D,Thal_PuI_L,ACC_sub_R,Precentral_L,Frontal_Sup_2_L,Thal_Re_L,Thal_PuL_L,Frontal_Med_Orb_R,Thal_LP_R,Temporal_Mid_R,Temporal_Pole_Mid_L,Postcentral_R,Cuneus_L,Olfactory_L
Paracentral_Lobule_R,1.0,0.4968506222202268,0.3396477012858136,0.5673858855005554,0.6673050961826169,0.47053150300521346,0.5460455953139324,0.22470518849507895,0.0739531736548082,0.40061450956013,0.6306566115657863,0.48900734278523134,0.4710151207523431,0.5783293000097148,-0.07356937159128396,0.12278802030842974,0.5658891801812849,0.7780710752581069,0.3270620778638495,0.26732633193917654,0.49402470188869335,0.4364979931622533,0.11113745263875777,0.017578238989642964,0.2549237132778816,0.4641038358158774,0.6373062214862946,0.9067167552359844,0.17446756564584293,0.7283940535591672,0.7097913687659534,0.7779505773267491,-0.06961109149243444,0.6121622877661583,0.893644061445457,0.3108040847652135,0.35304697647240035,0.26783213305612186,0.18411194809062015,0.815970698922954,0.36034657573225987,0.3114619451513418,0.7079494221928938,0.3285104770603015,0.39775384073848674,0.3008540843266575,0.04209255639465289,0.8657947841232367,0.42914881536869026,0.259171815968103,0.7960305826228357,0.39073900379709964,0.6403757787346774,0.43716914803479484,0.8569164585200127,0.5292793619992658,0.09123414135543102,0.28507005981982353,-0.05866228094572638,0.3162218478253734,0.4174874347027206,-0.18819376102389648,0.906613134581797,0.2639642621727261,0.22607176778066185
Caudate_R,0.4968506222202268,1.0,0.8515200927641297,0.37692385597129957,0.35224013587739084,0.39619175855925376,0.15209183890380046,0.4079545437592111,0.2772944883991017,0.6566849837807374,0.7409573255214315,0.7599674445033159,0.8516960144623937,0.4413423767343377,-0.5946907279804307,0.6120551501441143,0.07931710637417941,0.6627038853444799,-0.3355891450795842,-0.43258607187850207,0.35283436860031214,-0.1077869315026633,-0.5684843081085256,-0.06428441698228618,0.13146449585807318,-0.22222660563968077,0.3498220004437668,0.3427762986778134,-0.49874267877530065,0.12466327348464262,0.624517697011723,0.6522969730020699,-0.05534051896926783,0.11722909227856024,0.46941483588599026,0.8113942563369192,-0.42209553240993275,-0.4631082657348449,0.6794998339406485,0.47102362282497656,-0.25011500533744746,0.8739001160821414,0.6593306967036313,-0.37298192744173697,-0.1499663668149183,0.279290869975611,-0.6740841414721068,0.605397764371294,0.3902401461616894,0.7771217254688894,0.6838168968189223,0.5930563329972084,0.7055963514874634,0.19024025409183548,0.5140622556407474,0.8416613996044449,0.010996766898248467,-0.36897690775025666,0.2539270996019625,0.05945486159744822,-0.3060428749018755,0.17377985017404796,0.4434882405411359,-0.4319205174453801,0.761355817540781
Cerebellum_3_L,0.3396477012858136,0.8515200927641297,1.0,0.2803504900021932,0.16166322317766704,0.24509008624269646,0.018574517200103356,0.5169374756148828,0.46158597212811237,0.48102742191338266,0.6001570005727869,0.8032156331825229,0.8386321046460236,0.28296519133892273,-0.7766115637594461,0.724340381234299,-0.03123717582068741,0.5066400840310581,-0.5126825328645535,-0.6161559428924542,0.36122080447915417,-0.12696873047584228,-0.747355173463546,-0.21853592819605477,0.17282554096143604,-0.427925256578549,0.07461274278860719,0.16360104840906023,-0.6269228311538505,-0.02574585121467085,0.5022685323636129,0.5046646727781535,0.11529605830568819,-0.08106453734920269,0.33781965481112297,0.7805161556615817,-0.6337055021926558,-0.6565451114669941,0.8613202485362437,0.30103649363231527,-0.353658419124376,0.947818641279168,0.5640009297694757,-0.521900439283687,-0.41348630859697194,0.43131460832402124,-0.8308878440858568,0.4784342314771616,0.43934406497079875,0.7321630213940474,0.5098045351863192,0.5680588804857144,0.5705903067243904,0.10566795129725966,0.38140253646773015,0.8228673498518452,0.05015768970213678,-0.5136641318505496,0.36644853379472403,-0.1371996187826582,-0.4632826319191482,0.33094098619050016,0.25429354757992273,-0.6554566260756008,0.7779890701718498
Parietal_Sup_R,0.5673858855005554,0.37692385597129957,0.2803504900021932,1.0,0.32839434061351147,0.3748085244929618,0.10381812038908028,-0.05846671754120076,-0.08689622168476348,0.18163454221407432,0.5758592258543161,0.5163091103453934,0.24743980447806976,0.4658476473052481,-0.04544665228851527,0.1075608023028209,0.6533079704299005,0.32531226583383926,0.078770849020054,0.4791124196449177,0.3790510141948649,0.37758408602268023,-0.0812640086307055,0.12962078971284924,0.45429279380005005,0.47139229918771264,0.41589882465183503,0.36713885901715915,-0.046096816342103296,0.7117780368691661,0.5602788584372984,0.33551183204762297,-0.036589239356782294,0.3799066706723955,0.40125498331167087,0.10868906819434891,0.34876592453266647,0.29341199999787804,0.12186537180310873,0.38707364204421074,0.42349999455959636,0.3380686489672724,0.2347172787507894,0.3900115390691385,0.14726043837042868,-0.006213533201154708,-0.055881753154581014,0.6558536513760825,0.18100740308251187,0.24886149531521531,0.39277259433534173,0.19747806527128356,0.6417167759568185,0.2468950759330653,0.3556433189453765,0.3698150452836761,0.037026680466011284,0.043477871964633985,-0.057891638928955415,0.21956562915823766,0.39911029615585036,0.022641616610759797,0.5171198149522325,0.28344223561545073,0.2107118723602334
Cingulate_Post_L,0.6673050961826169,0.35224013587739084,0.16166322317766704,0.32839434061351147,1.0,0.3144701772555996,0.4018963100300912,0.11721421905820727,0.05186732265879554,0.28349303751081956,0.34218393469134767,0.20275237445764724,0.30473209094219883,0.3743073276742708,0.037720984690663366,0.06521774589792115,0.30666713888486496,0.5877017498875361,0.24965791671745852,0.2560790999811369,0.2331298874444407,0.22869809983110753,0.09117504829510072,0.1287874344949068,0.12857726066356034,0.29445985238961536,0.4662995290426708,0.7285240772132072,0.12601047067068624,0.6894215855903973,0.5489380370931615,0.5458204827748778,-0.002959666942417958,0.438830021216799,0.6351049325425895,0.18768546001606798,0.3566172366349183,0.19099523052418757,-0.05940291682480545,0.6440163009957718,0.18623257274503585,0.1539370953404875,0.5399118135710249,0.2036122498715084,0.3623928583068013,0.1752692676341967,0.06771794438461891,0.6063504217485527,0.20920498768122342,0.1842265406410888,0.5518388572962056,0.2242622116967269,0.4517876402193076,0.23914764652445938,0.6686752029955595,0.34691247322708707,0.04707545507329782,0.3001935984513326,-0.0025073135090644383,0.18561662750805646,0.2549105062281846,-0.1802716504408384,0.6305531004332992,0.2857389414315939,0.14583741632827538
N_Acc_R,0.47053150300521346,0.39619175855925376,0.24509008624269646,0.3748085244929618,0.3144701772555996,1.0,0.22221183689886143,0.24779954755234965,0.11528520211618214,0.5833449715433799,0.40670698254638143,0.3369901908472427,0.277705777363202,0.34698456863840743,-0.06923096998998485,0.016024940404386658,0.2829886882102692,0.45969651886463014,0.0751560943133362,0.14704105583116844,0.2983194326021421,0.1700881789027069,0.07901986300410242,0.15349370852958427,0.18331649759457952,0.22549329162260182,0.3528658896516743,0.46244011179493266,0.016893292595953107,0.3654410408534669,0.48284847553484816,0.39255026229375156,-0.13723941807947518,0.37398933158940784,0.46553531225569844,0.3162613189660599,0.1644498378657494,0.14511741950352033,0.10836453917373999,0.3808441608088809,0.24726638513686347,0.23263050416961875,0.4586556374176338,0.1902649571437834,0.25492240113780645,0.1377583366092979,-0.01761024200923109,0.4855311327030759,0.28028860476380646,0.25277016503088934,0.4725611195429533,0.19406440122420038,0.335027971884769,0.5549783240494678,0.4667147897562796,0.3410910167463813,-0.13095228848049628,0.12557360346823657,-0.2053719009424938,0.260725649233339,0.21813587369808382,-0.037809090787900256,0.5166947265269435,0.11485966048498109,0.22734678539717199
SN_pc_R,0.5460455953139324,0.15209183890380046,0.018574517200103356,0.10381812038908028,0.4018963100300912,0.22221183689886143,1.0,0.1710637384316453,-0.10140107640634725,0.21101348578473744,0.2315630267026501,0.20808885888206438,0.054146200494407104,0.35752193730720294,0.1745713286998335,-0.14898661426715112,0.2728962417082961,0.5349972194743992,0.4228691806383108,0.2419055514096982,0.4057317712541519,0.40258416149241644,0.3019586904230635,-0.2546570470757039,-0.29648635909776,0.4333445471695762,0.458271517525877,0.5800973256452263,0.5161439880212308,0.36357185559876737,0.4246607175474604,0.43342974402353335,-0.08153487675180042,0.28745517072236687,0.5943064523684215,0.17561214647010565,0.3128173081628354,0.34143733864188563,-0.028306366363334296,0.5196066498871722,0.3887658025679683,-0.050469670952074386,0.47785166046327854,0.3144171756366121,0.5765380702249544,0.3761004556297809,0.34204812858409245,0.37993022981675695,0.3883174914514832,-0.11600164297052472,0.38510772515263486,0.3415005118174599,0.3119085979861112,0.24369380037037114,0.566882582231337,0.06856724419804296,-0.011995664095940377,0.4507934692441946,-0.1669011855992821,0.2921558510026376,0.47280999759308384,-0.2842445120860921,0.6145840441658815,0.32497116595293507,0.046877714556527846
OFClat_R,0.22470518849507895,0.4079545437592111,0.5169374756148828,-0.05846671754120076,0.11721421905820727,0.24779954755234965,0.1710637384316453,1.0,0.6143670282253803,0.29704554426706414,0.3564726254175081,0.44728933536966775,0.5155380049148278,0.19124448232551308,-0.4592388055922324,0.4137496043867182,-0.026102869336701442,0.411672277477696,-0.23605866986560248,-0.43419766863550263,0.28278760230862016,-0.11273290548853224,-0.3912611564058563,-0.2160202200665835,-0.060900112672339114,-0.25244316874490563,0.10885947894356449,0.13974446791993064,-0.31195809138563885,-0.13498536333126734,0.3001208535398868,0.2331355769669129,0.19388069581545483,0.09244541064679627,0.26216902216984084,0.4727644846480112,-0.32331138657765923,-0.36616323282264046,0.5207912521594682,0.20942373216583893,-0.142917794449866,0.4683448418778421,0.6278539762884026,-0.2996493501651312,-0.10023816534514775,0.430743640940206,-0.4195655516386176,0.3163791940432697,0.3149944780860979,0.330737368585415,0.39231942195731995,0.3514199378194786,0.2482969387746736,0.33340942336478374,0.24664112906170962,0.4784162636753412,-0.0007941631073444458,-0.28574116549514195,0.4469307108161083,0.003996633021092855,-0.21807874148192644,0.0028462059224987754,0.24716813668487012,-0.3577050793997652,0.4688496679054358
OFCpost_L,0.0739531736548082,0.2772944883991017,0.46158597212811237,-0.08689622168476348,0.05186732265879554,0.11528520211618214,-0.10140107640634725,0.6143670282253803,1.0,0.16634995304524378,0.31021499444650025,0.3442957282548698,0.5168250497879351,0.056771344973440045,-0.3260555844307567,0.4262857364408231,-0.026120974906302063,0.21312908137600947,-0.19468309860583727,-0.42425024989492216,-0.012271592297838158,-0.06180653184375718,-0.32020560416646415,-0.04137915539010775,0.043013124210159966,-0.2717314004347461,0.060943222163722575,0.043903803010534447,-0.3671817146264729,-0.17850450185641467,0.1509279420926062,0.09062631435670179,0.6890328903809696,0.17646954585499275,0.14831914258030743,0.2388176430412973,-0.3419040982500269,-0.37048447923707245,0.35681271792262126,0.10272338946651685,-0.16672825674083297,0.4512674462907726,0.42012061554895447,-0.27430104010142786,-0.22694620794458623,0.19439678754493722,-0.4685248427908804,0.266696211108543,0.1568336949303746,0.37265553270964125,0.27422781330443574,0.192514188559769,-0.0038047436754943494,0.030208680958968427,0.14924367692527205,0.5288428995930873,-0.10200343363770979,-0.33151089457676625,0.5517463568228896,-0.11990762973508012,-0.34975983165250574,0.2361740130080802,0.037888662259457036,-0.437213280112963,0.4033425085918405
Pallidum_R,0.40061450956013,0.6566849837807374,0.48102742191338266,0.18163454221407432,0.28349303751081956,0.5833449715433799,0.21101348578473744,0.29704554426706414,0.16634995304524378,1.0,0.4947675057833659,0.5232326275317238,0.505781110339118,0.28593456902216646,-0.30050119147676607,0.27738788672244463,0.116132437577763,0.536209316567612,-0.09845133340864762,-0.21245700938183432,0.32706053674418367,-0.02102733708988761,-0.24964036580714907,0.0012034333193752596,0.02809281090735351,-0.05914160454301639,0.37265425601716,0.332627029675283,-0.15730310133261707,0.08081748435627173,0.4373797511742981,0.48900776419023656,-0.04902876191540537,0.19637574745897912,0.4112478336745557,0.7049138586037823,-0.18922072450180513,-0.2191066121062673,0.37653440583828296,0.40204682918396656,-0.09605513446001997,0.5048903856191405,0.5916782343993919,-0.18098404066292298,0.06694810872752066,0.1846001642159496,-0.31736390554233207,0.3923030767558689,0.3422247217402327,0.4871212884812053,0.5610020357936214,0.4470777341891304,0.45516442147942837,0.23175280712359222,0.43287069470940914,0.49225910756414787,-0.057443038397756954,-0.13520886559964193,0.12089596641471749,0.21302795849527334,-0.10692161836696458,0.08393858661603566,0.383566051861273,-0.17221758826541178,0.5850159804765872
