,Cerebellum_3_R,Vermis_3,Vermis_7,Frontal_Sup_2_L,ACC_sub_L,Cingulate_Mid_L,Pallidum_L,OFCmed_L,Thal_MGN_L,Temporal_Pole_Mid_L,Frontal_Inf_Oper_L,Vermis_1_2,Thal_IL_R,Frontal_Mid_2_L,OFClat_L,Cuneus_R,Cerebellum_10_L,Parietal_Sup_R,ACC_sup_L,Vermis_9,Postcentral_R,SN_pr_L,Cerebellum_7b_R,Vermis_8,Putamen_L,Thal_VPL_L,Temporal_Pole_Mid_R,Frontal_Inf_Orb_2_L,Rolandic_Oper_R,Cerebellum_6_R,Thal_MDl_L,Thal_MDl_R,Parietal_Inf_R,Occipital_Inf_L,Cerebellum_3_L,Pallidum_R,Calcarine_L,Thal_IL_L,Occipital_Mid_L,Thal_PuA_L,Red_N_R,Thal_Re_L,Fusiform_R,OFCpost_R,Thal_AV_L,Cerebellum_4_5_L,ParaHippocampal_L,Thal_LGN_L,Cerebellum_6_L,OFClat_R,SupraMarginal_L,Cingulate_Mid_R,Cerebellum_Crus2_R,OFCpost_L,Cerebellum_4_5_R,Vermis_4_5,Raphe_D,Frontal_Sup_2_R,N_Acc_L,Thal_AV_R,Occipital_Inf_R,Frontal_Inf_Oper_R,Frontal_Inf_Orb_2_R,Occipital_Sup_L,Thal_LP_R,Temporal_Sup_R,Precentral_R,OFCant_R,N_Acc_R,Insula_L,ACC_pre_L,Thal_LP_L,Frontal_Inf_Tri_L,Vermis_6,Temporal_Mid_L,Rectus_R,Thal_PuI_L,Paracentral_Lobule_R,Cerebellum_7b_L,Frontal_Med_Orb_R,Cerebellum_8_R,Supp_Motor_Area_R,Cerebellum_9_R,Angular_L,Heschl_L
Cerebellum_3_R,1.0,0.6307160140536228,-0.4784568771362614,0.8627495630612179,0.3661565495308335,0.49411744547542613,0.718372141347585,-0.09671088840790548,0.28430426060170516,0.34447964545701426,0.30796836714656056,0.5513754118941939,0.4977276629282523,0.8736329650869413,0.7531560139497198,-0.5507063545993485,-0.6876849315481653,0.3380686489672724,0.6553659119254396,0.8031641829419225,0.22390463046792614,0.7974311973457037,0.34171340899671976,0.76189253316373,0.7582665594496272,0.3269744404212014,-0.5422972306075133,0.835875292587701,0.23948587572928898,-0.8208769390471004,0.07612219616586172,-0.43207387955418813,-0.004180290020314379,0.7337714255757007,0.947818641279168,0.5048903856191405,-0.604254531678486,0.6096524840334154,-0.3515645885414789,0.3021344606849521,-0.5518741110067831,0.029320388790808654,-0.3706490751810122,-0.21096613181810886,0.700079485704539,-0.39361510099534514,0.7924312901822327,0.2839274418950437,-0.7111023583883351,0.4683448418778421,-0.020710678941492793,0.454811686628646,-0.5394400099784252,0.4512674462907726,-0.5056125187899271,-0.6379803176669849,0.5703612311291081,0.8848786937161607,-0.16292192318288123,0.2790364646729006,0.03921131820942721,0.4704683811234632,0.7098326067513285,-0.4635694592100585,-0.10937459934738293,-0.482794552006964,0.46495087983348293,0.664789062854369,0.23263050416961875,-0.044697323170038945,0.8040774696508033,-0.01959210796433991,0.5162234788077991,0.19017481862028204,-0.34027675683774583,0.6160358396610514,0.5980304443713036,0.3114619451513418,-0.5865171145201146,0.38784113872422565,-0.7493491393552373,0.5515295962320398,-0.5387359736118399,-0.5016810977671639,0.06197805172916264
Vermis_3,0.6307160140536228,1.0,-0.36451601399580963,0.7268793729357207,0.3707327259739101,0.7548054794595301,0.5664389976091581,-0.09892567443552903,0.43434616312625574,0.11301058408287547,0.5938425304149108,0.7459469839264675,0.676796953357991,0.7581680068473287,0.3200001204428741,-0.015856407491860885,-0.14545066662142045,0.6543971948494417,0.7541372610444469,0.32312273281795806,0.5945690535972831,0.6685385527653509,0.2772882302468251,0.2679942881774095,0.6925385846271289,0.7114287128030973,-0.2150231266791432,0.6366791980397285,0.6577206686330298,-0.25751586474333904,0.5305912773347454,0.06418213011787458,0.5005790872883621,0.38763858973223736,0.554585346971168,0.45377212685853147,0.020728179972558602,0.6003585534087131,0.10846639094075021,0.5452713872825914,-0.15857101482381414,-0.029956934017123623,0.18823756037026718,0.08630937697429328,0.3588251753933841,0.27621262791364287,0.7191843578988926,0.5511127357814509,-0.1170623217822117,0.20853962249078417,0.42430585936550225,0.7524018108482677,-0.3289764719079396,0.22962116292105061,0.12076392919521017,-0.0013170622651238818,0.5370617531635754,0.5789332745319046,0.22843330192542774,0.11910869059209901,0.03950527050241524,0.5074844265712543,0.6068184916323816,0.10001066042010269,0.23209560854235123,0.09134174856752324,0.7816821429652119,0.31397096327962803,0.39991330348647663,0.4737074267725316,0.36247101798308834,0.4769950430872974,0.6964685908488596,0.28558322338483827,0.21349913997329056,0.11330894818366247,0.7048302399806837,0.6213401020597132,-0.2831219108178132,0.13290769143081055,-0.30492082201538734,0.7154729225082365,0.10706060920728715,0.08370302629266331,0.5298830774280375
Vermis_7,-0.4784568771362614,-0.36451601399580963,1.0,-0.3603469322178772,-0.1476533136399909,-0.21011273664160188,-0.3558567823050756,0.12391495915052977,-0.4163940350959856,0.020079761764420258,-0.2943384390233345,-0.3609146725706412,-0.3617558582528566,-0.5203548123541611,-0.3866409703153635,0.6056252069732431,0.16962416332336155,-0.10629853826983138,-0.28394568797598885,-0.2997693103284262,-0.21503722085789725,-0.475662392396354,-0.30416193988921403,-0.4234395307522188,-0.5648799519696011,-0.3025516866707444,0.46792551711307556,-0.5164619460072861,-0.3042366767271045,0.48042548067884305,-0.2170579091202216,0.17976486124657431,0.14074646333039173,-0.42621183090350784,-0.5660983396892415,-0.2775053723443327,0.4816141895096378,-0.5031465880136354,0.5365043605793023,-0.14162859838408337,0.654742092466064,-0.194678583205562,0.17621575336236828,0.08387175915076309,-0.6502379363580215,0.3187760584348078,-0.5707840520782199,-0.13600958888291478,0.4269200732040487,-0.31558380931631314,-0.03558183057801301,-0.22119883500717935,0.3563156582841734,-0.15555676859825177,0.4206834315502128,0.4560873217649397,-0.7098916266259885,-0.44372165409944236,0.1244676175864761,-0.42002468475909444,0.19244974582208899,-0.3700910205424503,-0.3843924734236121,0.532325643036389,0.1380033396339268,0.1035299205562159,-0.4012947905044284,-0.3783499812045748,-0.13521309991157077,0.051206228015746647,-0.44860975867086533,0.001463267161349783,-0.3798159563925618,-0.09715166983821936,0.052846111121319976,-0.30578044881383326,-0.4339575526901829,-0.2463121953916774,0.3936201299352446,-0.09518143454691275,0.5819470649866256,-0.374094393563033,0.06655927325375378,0.41996811459583155,0.09264718526409854
Frontal_Sup_2_L,0.8627495630612179,0.7268793729357207,-0.3603469322178772,1.0,0.4908444281368368,0.7284428039715584,0.6675935058519672,-0.07322665895998577,0.23127525063305063,0.26196358807266357,0.4730365062306009,0.5291149555594077,0.4865488289272658,0.9172510275393216,0.6952297070861782,-0.3779628731170861,-0.5551099168881741,0.3698150452836761,0.7801199509340885,0.6827802546852763,0.4571511105822219,0.8103477589788364,0.4281177626681662,0.6237022969612993,0.8106141235916707,0.4290749366248736,-0.3859039996274106,0.8665103506242322,0.44919767483374834,-0.632074350676211,0.2730017066547733,-0.22616373534371567,0.16677269700223157,0.7066300935313945,0.8228673498518452,0.49225910756414787,-0.3696782743363708,0.5618771615080943,-0.17534124995205794,0.4879188414764689,-0.31856592294113784,-0.014035525926163675,-0.22629761435369916,0.023190390020912263,0.6289236553626265,-0.1806042627242405,0.6924430973392303,0.23955565275794555,-0.5242444855362399,0.4784162636753412,0.20696598449017076,0.6747338168543825,-0.4244413838676304,0.5288428995930873,-0.2984979450653982,-0.4241655472884328,0.48254740507407745,0.920462751103261,-0.04026662259559686,0.18683649586756107,0.0819034707908399,0.5606803900575787,0.7936356675240185,-0.2649314344646193,0.09626640704355667,-0.3386652735478968,0.6928845368701788,0.6491617384682516,0.3410910167463813,0.30400333048358763,0.7258142721506234,0.24777625716116666,0.7049488526745914,0.240726802214495,-0.20592082842437276,0.4299670429605672,0.5665119373685606,0.5292793619992658,-0.48357704304832794,0.3211541292830699,-0.5140829679162986,0.7266908342639553,-0.2699111969147051,-0.326541013224016,0.30352378760193705
ACC_sub_L,0.3661565495308335,0.3707327259739101,-0.1476533136399909,0.4908444281368368,1.0,0.442795793170076,0.29802523698379557,-0.14459592513197875,0.17166170079589718,0.053208105539653744,0.1583949853948397,0.3440401465370949,0.3561743150671756,0.4093290911264002,0.456106225417537,-0.04068408854641849,-0.23738884459995266,0.2243905919428237,0.5203820269601556,0.29027925511021163,0.3438528040704309,0.3196809305938065,0.2151963211870843,0.265512121938264,0.49358035182976545,0.2717896442130367,-0.10353853174515301,0.38392492162182307,0.4128009704548646,-0.16954573352135555,0.2678090618729547,-0.0073444754741232516,0.22405283905655304,0.201892375795562,0.3516376273112808,0.25072954796444746,-0.025025825667172104,0.30586474255947077,0.12095437914389713,0.35914951787702065,0.051471664245331734,-0.11212603275036492,0.1479996497623655,0.2939412353161764,0.22243753601011063,0.07898096375678622,0.37914522520892163,0.24950050517511088,-0.15795798828758495,0.5462858978623646,0.1968743320279656,0.3770256064735475,-0.10589473177802913,0.43484737727697054,0.05421428545255929,-0.022674995020737748,0.16263067630098776,0.45923906596717207,0.3749755259990879,0.10089958481695843,0.08687797905988129,0.18675273689487767,0.4738080343597917,0.033112877768664534,0.2938521044039481,0.02908009033603689,0.43698014538581337,0.3861388711745879,0.4825812836139911,0.42804390365087214,0.2816588639578019,0.2760062864848116,0.3996920665222841,0.23939250764504558,0.12463511388834055,0.20976415789008637,0.26448535764491354,0.29103227846059343,-0.060347303203663334,0.052337219856267055,-0.1734321759377238,0.35660593579958016,-0.09339027078489769,-0.02289205407242921,0.38781453516414016
Cingulate_Mid_L,0.49411744547542613,0.7548054794595301,-0.21011273664160188,0.7284428039715584,0.442795793170076,1.0,0.44293245375628754,-0.026619328092921803,0.4257592029397188,-0.03211730714279519,0.7068790036964827,0.6531426671821341,0.6508478735910641,0.7275219594059689,0.27434595702879777,0.1324249342673245,-0.07978438154138828,0.6558536513760825,0.7891195503311462,0.2194040276724921,0.8041577002677359,0.5647320632276985,0.3651217440334426,0.24266602713873558,0.6759540087719085,0.7115886767895911,-0.04637420936207451,0.557709178657472,0.7147765709780448,-0.08861757554655014,0.5866385312078002,0.2752550668193954,0.6493990257213452,0.321130838327208,0.4784342314771616,0.3923030767558689,0.2318487445276032,0.5521030096115773,0.21330834291730247,0.6304487545717916,0.04039895708174268,0.004021832665690235,0.2712817536517722,0.22401855244568375,0.30129134709218724,0.3665557972434088,0.5562054575827928,0.48883489666176244,0.04846305302895873,0.3163791940432697,0.667519752586095,0.9701155232761537,-0.06761119425076526,0.266696211108543,0.24268258031030843,0.15308529475105126,0.36438778108891334,0.6054268083582113,0.199918123019352,0.192474534897668,0.12178412603917442,0.6902086956368871,0.6342823816796219,0.18368751312541534,0.33817916449904173,0.24327217634296114,0.8297103695080761,0.2905757877988212,0.4855311327030759,0.6445451174081994,0.3097756280471724,0.6811009421330821,0.7739761787583014,0.33559305241761334,0.27200701322109777,0.1504492822592538,0.6605531371946938,0.8657947841232367,-0.1978453926175187,0.06041205063339684,-0.03266401594402479,0.8948646257249628,0.1575846819405573,0.25174810041964124,0.6622617918412221
Pallidum_L,0.718372141347585,0.5664389976091581,-0.3558567823050756,0.6675935058519672,0.29802523698379557,0.44293245375628754,1.0,-0.1386131290963785,0.2991863762263646,0.2323960702396872,0.46464185493700483,0.5078657690594808,0.5075335293773122,0.7052845875501299,0.4727576915107962,-0.38250995066340315,-0.37085965504892293,0.28167861257168364,0.5808669290697869,0.4816915394174105,0.3409616530041834,0.6719832595080947,0.1265667319533934,0.5192162530227519,0.652940764560257,0.34600479469071094,-0.38491035547860053,0.6199081099964826,0.26067711939154486,-0.5069011528961143,0.24616666733107506,-0.08178760756781545,0.12127192883226545,0.46752717885742046,0.6862307023921641,0.8954158627143015,-0.35446875462101823,0.4901560510879344,-0.2285554374471206,0.2348796917721287,-0.29627893770790603,-0.09688267008252316,-0.1709218357019109,-0.06272713003879259,0.5146423115186823,-0.16827702773397435,0.6851661945552113,0.2523281214606208,-0.4361985373987017,0.3545846890130727,0.12588850648360525,0.4302441817301767,-0.22354317401659227,0.2906551861009874,-0.28216045070497486,-0.36665510822996195,0.47361052532074216,0.631466783810553,0.22905867491147422,0.22199636149566024,0.0011192199952972845,0.457887905274558,0.6074572062253712,-0.3127277868740707,0.09264269071015852,-0.2061323815681407,0.4464582023089811,0.5073152672658429,0.5381850073754206,0.10699443414704234,0.6016102547378382,0.16414627385420505,0.5650970914825939,0.053551686139592033,-0.1629537409068709,0.40891599123673006,0.5111717465114269,0.3651954718178634,-0.36024890506035245,0.2562067257139596,-0.44620591494015155,0.5047027027726916,-0.2464252757420824,-0.2721443223331723,0.23196892020295817
OFCmed_L,-0.09671088840790548,-0.09892567443552903,0.12391495915052977,-0.07322665895998577,-0.14459592513197875,-0.026619328092921803,-0.1386131290963785,1.0,-0.07817827468070752,0.21353358572188508,-0.12067889789040238,-0.07014092843086886,0.027475620288636,-0.16687919165389092,-0.06474173155705515,0.06937418431812734,0.0778276634391226,-0.06694861227622978,-0.08437026805232621,-0.126025791584333,-0.12994597188048634,-0.1286648699879698,-0.199101030331028,-0.12811966503776182,-0.12473065176178993,-0.13896185160883312,0.24514302853774922,-0.12126475104430397,-0.11212134962677016,0.1052248074212077,0.06418880628309362,0.04006234379612477,-0.07538839275032504,-0.002275575599784243,-0.08089626980563054,-0.17153502066394333,0.07042601630630782,-0.01404944448940748,0.05417205703386389,0.09917259922180535,0.09681747541672982,-0.06587975189082365,0.1568662504536626,0.42012222425966195,-0.15999021923981557,0.04235332194367461,-0.022315610838167448,-0.0622336856725204,0.09701072136804377,0.011187040949757808,-0.0677197392886686,-0.04944689004796503,0.11536537922260923,0.516708368832819,0.05773525893192813,0.06958111006311686,-0.1175316725772411,-0.12846420601213462,-0.10795636382893978,0.04369752445357375,-0.010525896172147785,-0.18565880181299946,-0.048536742289757955,0.06148278618472083,-0.10651274560075846,0.026628500050037095,-0.13209308240222997,-0.030248517716267534,-0.2069166249997108,0.03866647857223668,-0.12682947293572253,-0.1204824955237878,-0.17169612641913262,-0.1450609968524028,-0.015168214228925996,0.12578385633714348,-0.22678731394384682,-0.13153077364332744,0.21887541477100111,0.4338074949452749,0.10469117987820563,-0.16370240234251915,0.10165424025944769,-0.01594901574846504,-0.033198870726969115
Thal_MGN_L,0.28430426060170516,0.43434616312625574,-0.4163940350959856,0.23127525063305063,0.17166170079589718,0.4257592029397188,0.2991863762263646,-0.07817827468070752,1.0,-0.03952158614168364,0.4016435290408529,0.5899534016824222,0.7183592645348162,0.3771249781654748,0.0970818454924054,-0.12219831068496213,0.19304475517016778,0.3790510141948649,0.3867728714916443,-0.008320348464936662,0.5631455672948276,0.23546960822433352,-0.013235840146347341,0.22441954342764386,0.4160164861570645,0.5621502021501061,-0.08723273888241423,0.21387190296243366,0.4276943041635981,0.010041792832198594,0.49271727033282436,0.10141867687074446,0.32516362844213714,0.050516867610534394,0.36122080447915417,0.32706053674418367,0.04455668244734752,0.6683513205468371,-0.19766618308513567,0.3073697070336356,-0.17565016652720628,0.041400429733079676,0.30817464447194154,-0.003944578905447028,0.3499153660616344,0.23309338562596932,0.5665187307355986,0.6192570405462132,0.08774659245990725,0.28278760230862016,0.3670164319259076,0.4600932218977662,-0.0007320305630288066,-0.012271592297838158,0.16029571154131866,0.09885950789953299,0.44479525524108027,0.18550094751725,0.09963646291660211,0.5926309357619131,-0.04668071107768723,0.4006498878267229,0.31837056259441093,-0.1508927639419605,0.20137310051742524,0.4031086913069658,0.5306014579855955,0.11830357113057623,0.2983194326021421,0.2024235455175755,0.16700631047884834,0.2800548057891355,0.3767370270083375,0.07339547124933461,0.3164372246351249,0.2287416249778328,0.5468751751049373,0.49402470188869335,-0.1551725028845904,-0.027273178952967533,-0.08112655682245323,0.48637737856108204,0.10134388205004471,0.036411734119184504,0.3059685832080176
Temporal_Pole_Mid_L,0.34447964545701426,0.11301058408287547,0.020079761764420258,0.26196358807266357,0.053208105539653744,-0.03211730714279519,0.2323960702396872,0.21353358572188508,-0.03952158614168364,1.0,-0.24850479973142567,0.05900509728200886,0.03732991668443313,0.13476857446732424,0.172963347639863,-0.2234324102552201,-0.3610310037942452,0.022641616610759797,0.10939510149496227,0.32630795286448383,-0.13664671723611668,0.10757997299734338,-0.23407530910916727,0.18242419987548286,0.02048948590480045,-0.1454593530463288,0.038113053820230364,0.10352041890635909,-0.25288116044313136,-0.32999609293624393,-0.15990185879620628,-0.3763582298310944,-0.1777848067665834,0.308442275226802,0.33094098619050016,0.08393858661603566,-0.33291706922260017,0.20178976645544353,-0.04304493843001204,-0.012214598164260456,-0.13203153074998514,-0.01517048459540384,-0.10870064799182126,-0.13376715808590436,0.07008423100777494,-0.2760831590292102,0.2358282843801735,0.036028837749084136,-0.3713648757226177,0.0028462059224987754,-0.383188413181645,-0.0629756396051095,-0.13924461190439383,0.2361740130080802,-0.23447276095685046,-0.2861425531341659,-0.01856391387151196,0.23348474765239302,-0.16672899820174147,0.04659114242778163,0.2107736081866214,-0.21237541920535555,0.06960563017391552,-0.2100477545962748,-0.09407170826501274,-0.37257138109864446,-0.051257699360874744,0.12580504339396012,-0.037809090787900256,-0.2287712664756,0.16972949387335948,-0.3305692361153697,-0.1971606359021787,-0.028052080281338557,-0.319292240280979,0.35627971175931766,-0.04388154153561926,-0.18819376102389648,0.0527832560352921,0.20500039724439792,-0.2978434713543542,-0.09543482391574327,-0.3707579427937868,-0.33530186495424413,-0.1633762823449165
