,Parietal_Inf_R,Vermis_4_5,Thal_LGN_L,OFCpost_L,ParaHippocampal_L,Temporal_Mid_L,Thal_VL_R,OFCant_L,Cerebellum_9_R,N_Acc_R,Temporal_Mid_R,Thal_VPL_R,Thal_MDm_L,ACC_sup_R,Thal_PuA_L,Cerebellum_3_R,Caudate_L,Frontal_Inf_Oper_L,Cerebellum_6_R,Angular_R,Hippocampus_R,Thal_PuL_R,Cingulate_Mid_R,OFCant_R,Cerebellum_10_L,Temporal_Inf_L,Red_N_R,Vermis_7,Lingual_R,Thal_PuM_R,Parietal_Sup_R,ACC_sup_L,Occipital_Inf_L,Temporal_Inf_R,ACC_pre_L,ParaHippocampal_R,Occipital_Inf_R,Thal_MGN_R,Cerebellum_4_5_L,Thal_MDl_L,Rolandic_Oper_R,Vermis_1_2,Rectus_L,Cuneus_R,Frontal_Inf_Orb_2_R,Cerebellum_Crus2_R,Vermis_6,Vermis_9,Precuneus_R,Thal_IL_L,Cingulate_Mid_L,Calcarine_R,Temporal_Sup_L,Hippocampus_L,Insula_L,SN_pr_R,Frontal_Inf_Oper_R,ACC_sub_L,Frontal_Med_Orb_R,Thal_PuI_L,Cuneus_L,ACC_pre_R,Red_N_L,Postcentral_R,Cerebellum_3_L,Frontal_Mid_2_L,Parietal_Inf_L,Cerebellum_10_R,Frontal_Sup_Medial_L,Frontal_Inf_Tri_L,Thal_IL_R,Angular_L,Thal_PuA_R,Precentral_R,Cerebellum_7b_L,Frontal_Mid_2_R,Putamen_R,Cerebellum_6_L,Temporal_Pole_Sup_R,Olfactory_R,Raphe_M,Cingulate_Post_R,Thal_VL_L,Paracentral_Lobule_L,OFCmed_L,Frontal_Med_Orb_L,Supp_Motor_Area_R,OFClat_R,Thal_VA_L,Thal_VPL_L,Thal_MGN_L,Thal_VA_R,Precuneus_L,Frontal_Sup_2_L,Thal_AV_L,OFClat_L,Thal_LP_R,Cerebellum_4_5_R,Precentral_L,Cerebellum_8_L,Frontal_Inf_Tri_R,Cerebellum_Crus1_L,Raphe_D,Fusiform_L,Vermis_8
Parietal_Inf_R,1.0,0.6419855310441062,0.581210259172361,-0.17489277275269216,0.2577320308006809,0.6730026605024161,0.6490185267618265,-0.16997098173710878,0.40655082231109113,0.43068938673388457,0.6663060527578184,0.541325028923396,0.5931955764306488,0.4647579917169038,0.38616745528435326,-0.004180290020314379,0.5271932296179492,0.4889238910560586,0.43766521982995377,0.7350133790671267,0.4234751879794947,0.7519613303013806,0.6725052955449167,-0.21150413816839975,0.34542573804617055,0.34467927409340254,0.3363072908141755,0.14074646333039173,0.6771254102663131,0.5585673226551905,0.8006175037172129,0.4311909308845726,-0.2257928262588642,0.38589250956045174,-0.25197764982889725,0.20534708549610192,0.13388521084119473,0.13535222980812872,0.7682910224467883,0.4598027506836857,0.5321655845112978,0.514030767064429,-0.21088537688889364,0.6359169456838988,0.14322750526865352,0.16815058923627926,0.2716828679581534,-0.28459854513813104,0.7874193686565012,0.2618587029723738,0.6493990257213452,0.696391057560343,0.5388101210317779,0.65214168880294,0.5953438031806116,0.46615813641572834,0.3646542269664688,0.22405283905655304,-0.2768153427232442,0.4478520390035561,0.6161414239611661,0.0016400250905154899,0.22923095198894347,0.7250222367751745,-0.044463658742222606,0.2119633525745581,0.8748028513074412,0.3773434116547144,0.23268788961210352,0.3830747133247962,0.500788444362083,0.7634703603732766,0.4528458942886485,0.5028643517269628,0.14944863940904968,0.06302390285086665,0.3258714775638677,0.5422811219973518,0.4246437757135885,-0.005254749436370682,0.07763123797739942,0.7413036912959428,0.5511343812615973,0.626275823474327,-0.07538839275032504,0.26447311753186137,0.5519885075050955,-0.09473375418168088,-0.08198224339688866,0.6851529085658544,0.32516362844213714,-0.07479622331742121,0.8786393658863448,0.16677269700223157,-0.24754594201434652,-0.26083848374166424,0.4480716607048415,0.6927768034375587,0.455612503747292,0.313064623531989,0.37138265211178206,0.2905222155786334,0.028957045660338913,0.6958636212101189,-0.22836267463382984
Vermis_4_5,0.6419855310441062,1.0,0.3462304028421017,-0.37048447923707245,-0.2640326485699224,0.74305858542709,0.5232289740801896,-0.6082322016032038,0.68667893094705,0.14511741950352033,0.8893479561321684,0.15739008084698303,0.4330394197589906,-0.0333999631365116,0.1463739361780998,-0.6379803176669849,0.07483383393750827,0.13749322996038132,0.9393070068463227,0.9041700501471525,-0.1730186654521262,0.7841013197617736,0.1938165966086227,-0.59067070722424,0.777132341360236,-0.02750281453326581,0.7044256129226422,0.4560873217649397,0.9153363283957282,0.04331139803313468,0.29341199999787804,-0.05586363636843823,-0.6556296625413969,0.7689969753582143,-0.70151924637409,-0.36215385459447597,0.04066480491875264,-0.01513130510152525,0.93167102311495,0.35839224285759635,0.24402279815947278,0.10663683400662793,-0.6634392476431711,0.8165392118796032,-0.33850212820940656,0.5512799663645167,0.06419221578993341,-0.7708592141743091,0.5559860285830909,-0.14562775644118459,0.15308529475105126,0.7931763923600508,0.2170022005451714,0.2651645063540725,0.5303576222123725,0.14209091783173503,-0.09200338308187014,-0.022674995020737748,-0.37196213036380316,-0.08021820273899176,0.8623710944925748,-0.5283196257261014,0.24532337859854875,0.3901749938506013,-0.6565451114669941,-0.44004055702943634,0.5161781467993314,0.850343326729053,-0.3165502054847514,-0.0713299915586107,0.12258261047391694,0.8275227471148215,0.27751227046141336,0.10659105431880454,0.5566435880084339,-0.5564763575510583,-0.08092199225915914,0.9496934855833856,0.722433484291774,-0.481039450632098,-0.26285929593710267,0.570950352258508,0.18259535534069546,0.38068844322565404,0.06958111006311686,0.563273052783184,0.0066432679526634,-0.36616323282264046,-0.5185899381352469,0.2754066340516964,0.09885950789953299,-0.6286715317455717,0.486576949634457,-0.4241655472884328,-0.6421440535414394,-0.7147426470598707,0.397898881030482,0.962933439914015,0.14430993766974615,0.66208897120808,-0.05594610122586607,0.765500368280389,-0.38516863513330113,0.6286787584179852,-0.6765507543407571
Thal_LGN_L,0.581210259172361,0.3462304028421017,1.0,-0.05295082229254491,0.5831642226955904,0.4362953735202659,0.45694689293572666,0.13216629162653312,0.09068241288181113,0.3493878405799216,0.44137386375567295,0.6296032711189344,0.4012210489503176,0.5737233623976762,0.44696013710503385,0.2839274418950437,0.5114348741225343,0.3305965363813485,0.1486827839872328,0.3395872951583993,0.6202696801449928,0.38909598651547744,0.4933423283141378,0.008969986325917955,0.17133703550588408,0.48052729726414123,0.037349525989820914,-0.13600958888291478,0.4783446657917654,0.49893153449515426,0.6702438466782648,0.45879915190986204,-0.003361821315828673,0.27359881430309435,0.03670734155723075,0.5548859786992443,0.04881301762916838,0.41977505011581145,0.5015382622614103,0.379242883390689,0.3673987086436957,0.7006632246304138,0.21541825364926268,0.2414524124380563,0.17596913903164996,0.02277227240172467,0.16062432040676514,-0.022420393095779905,0.48583002770382555,0.5594540251627035,0.48883489666176244,0.27853008680882435,0.5029654872795647,0.7194954237352377,0.2981079213040981,0.4037522388549182,0.27796059438448784,0.24950050517511088,0.026732553635308926,0.5902106383219539,0.232573408518507,0.17720395092760113,0.017414205084773718,0.5095713860430771,0.27831616392791436,0.31297482797607007,0.4370074889132405,0.13377777211582578,0.21529677744336914,0.2746200991297415,0.7220829450235852,0.314308242334326,0.5843245003781085,0.441970933980048,-0.03772145631027561,0.16779589154719732,0.321672060893375,0.268844710237017,0.21942582608145836,0.27997314272538726,0.33883925876621696,0.2698433745792635,0.47977479683120317,0.34906049179208704,-0.0622336856725204,0.22748571196288786,0.42858764680766237,0.08980256713728474,0.217364597922806,0.5881334877018308,0.6192570405462132,0.21090895019187667,0.5900396065095662,0.23955565275794555,0.03208233892704257,-0.027712224075531127,0.13476045074220264,0.4343426689711275,0.39330076035426326,0.02043056116818288,0.3065149225566023,-0.03142101085246412,0.20832406377593246,0.5979967538655618,0.10632590741033439
OFCpost_L,-0.17489277275269216,-0.37048447923707245,-0.05295082229254491,1.0,0.3442957282548698,-0.2052635488648323,-0.03737336803115327,0.6102019615350454,-0.19468309860583727,0.11528520211618214,-0.34975983165250574,0.1509279420926062,0.060943222163722575,0.27910360224768677,0.36387095288943,0.4512674462907726,0.17614157173055722,0.05951067259289223,-0.42298097040222987,-0.42425024989492216,0.3097807467314417,-0.3427568322630256,0.18841322091618912,0.5975327656599069,-0.3671817146264729,0.11353220054315116,-0.22744500518517638,-0.15555676859825177,-0.355017841307725,0.19675791265202155,-0.08689622168476348,0.31021499444650025,0.4262857364408231,-0.1192831279731896,0.47788715952308636,0.34102269072576913,-0.10355248550429308,0.1568336949303746,-0.2717314004347461,0.1542493336244159,0.19068237978174218,0.15237224582315023,0.35681271792262126,-0.3371077791396017,0.5439551523716724,-0.2567062213001382,0.043013124210159966,0.45681558933770894,-0.17850450185641467,0.23431998575665217,0.266696211108543,-0.34516772905920823,0.2879572286418072,0.26023586791712294,0.17646954585499275,0.027236857677452063,0.09062631435670179,0.43484737727697054,0.5517463568228896,-0.0038047436754943494,-0.437213280112963,0.45514373857559925,-0.04137915539010775,0.037888662259457036,0.46158597212811237,0.4052707677829613,-0.05585118014158265,-0.4258056510753919,0.49537807202299533,0.27422781330443574,0.15145548401402764,-0.4212750625669965,0.056771344973440045,0.2708839717368511,-0.1602158035691008,0.4598265906838602,0.42012061554895447,-0.37917464266944145,-0.19525159380003226,0.34181673220236314,0.20736687847606936,-0.0685627161812708,0.24102495373811655,0.043903803010534447,0.516708368832819,-0.30548848114526045,0.20976076712801645,0.6143670282253803,0.2388176430412973,0.018311019956933298,-0.012271592297838158,0.36751158154305313,-0.14160917444059948,0.5288428995930873,0.3857438355029952,0.6730443720916224,-0.11990762973508012,-0.27430104010142786,0.14924367692527205,-0.1769815868678162,0.21312908137600947,-0.3260555844307567,0.192514188559769,-0.026120974906302063,0.42213090435857786
ParaHippocampal_L,0.2577320308006809,-0.2640326485699224,0.5831642226955904,0.3442957282548698,1.0,0.07665145272753926,0.3105843058967026,0.6202601547770599,-0.1655680949282548,0.3369901908472427,-0.04895820464535034,0.6412726088010454,0.35557894170000104,0.7580745113715113,0.40581580862835326,0.7924312901822327,0.6447754186041271,0.4471566873820695,-0.46219754933959356,-0.2624687847571658,0.8873090204540214,-0.0459744012634431,0.5501327620480413,0.514778278895595,-0.24509380271122286,0.6269446897084731,-0.491814421218091,-0.5707840520782199,-0.03516872734127599,0.6111709913436952,0.5163091103453934,0.6650329948637885,0.46114053739992067,-0.09790349254708428,0.6052063539124178,0.9593398401931398,-0.05831079782809468,0.5439641611055199,-0.00030447074709180025,0.37700186400306324,0.42785929727360555,0.781462126641799,0.7044696998403205,-0.3759511390031618,0.6474633331709415,-0.3178132612120873,0.16243622225831886,0.44850517952908864,0.1842098287907673,0.7495761297322394,0.5562054575827928,-0.2042184093581443,0.5447172096494813,0.7312742318972086,0.16362881845497415,0.4747908833639944,0.4748402332380591,0.37914522520892163,0.32698933595096086,0.6780903047415553,-0.3439935478943326,0.7190560805317183,-0.29886637653916626,0.4822068264707066,0.8032156331825229,0.7796952838513251,0.17523835368303958,-0.35037793789658794,0.6170737542389426,0.5650248131280822,0.7313819592293308,-0.2444775996435039,0.5113738014827804,0.6006859991452589,-0.3942328867103918,0.7019153487514064,0.6092862722520043,-0.3513093838871632,-0.19285321958860735,0.784563881606666,0.5075026093985849,-0.02309600738968123,0.5967244286369703,0.31004544831799713,-0.022315610838167448,-0.1070893732498818,0.6060233164221905,0.44728933536966775,0.6670675744587289,0.52890957584891,0.5665187307355986,0.7328253173081986,0.30459950183960943,0.6924430973392303,0.5980349615758214,0.51612157843775,0.011064022244611567,-0.13348179287309175,0.47427433498259364,-0.45458005278850355,0.5363127916837674,-0.5739471566326231,0.6495524140038192,0.4022892774713745,0.5641562732766248
Temporal_Mid_L,0.6730026605024161,0.74305858542709,0.4362953735202659,-0.2052635488648323,0.07665145272753926,1.0,0.5036708155817688,-0.19515039956116426,0.6018319252700218,0.24806777020476142,0.8349131105793526,0.2785487307563407,0.388657084356803,0.20053583749181153,0.2729217431013515,-0.34027675683774583,0.3775202761559807,0.3679347033742874,0.6430723990576712,0.7549441216778,0.11830025260006721,0.705500252422104,0.3354267355862899,-0.3283418293089396,0.6344620275714248,0.37153927467039516,0.28931449945982785,0.052846111121319976,0.8425722964716146,0.19644588126956428,0.4717600434330814,0.10991263585669171,-0.4806487558707362,0.5766016609231401,-0.3969284316212078,-0.025790829807626283,-0.14901597161009558,0.13825708820281568,0.7997630371388612,0.38350038067472064,0.5043713932237152,0.30485114467789787,-0.3510460565749312,0.559929687869742,-0.12487806749521957,0.25571902822297116,0.31352850795678183,-0.47838041268034937,0.6674364314197951,0.044084751315798976,0.27200701322109777,0.7510956851206256,0.6354653267694197,0.44562627272115857,0.5749624905817888,0.21685306087370654,0.19075081583736309,0.12463511388834055,-0.2691496187624608,0.2043051546606657,0.603965643718353,-0.2806830956146252,0.08748349242995722,0.5097807076698898,-0.3074221855935842,-0.07663309377115339,0.5653055284218987,0.6421457136460642,-0.10639445064895087,0.22214633723675256,0.28082155130311276,0.7004933105823129,0.43049210329909293,0.35466152493933584,0.37456568599093226,-0.23306116321583759,0.14055901314718677,0.7512224062275102,0.5711738021581623,-0.19420447018386125,-0.23449098860216278,0.4950646932591876,0.4112082681635517,0.5194791962378644,-0.015168214228925996,0.44918674561145566,0.25831346319799225,-0.1808805987773924,-0.283961054656136,0.53428510697831,0.3164372246351249,-0.1886166015115363,0.6146252735729677,-0.20592082842437276,-0.30202712136669874,-0.3181252423055568,0.23632077378119043,0.8016761767051414,0.3671079465008426,0.24372466973051984,0.15861342497530256,0.39030723922393096,-0.055671600378670257,0.8068791389532811,-0.4238027477164577
Thal_VL_R,0.6490185267618265,0.5232289740801896,0.45694689293572666,-0.03737336803115327,0.3105843058967026,0.5036708155817688,1.0,-0.0964445679865008,0.47179312349484287,0.460910157837271,0.587160452699691,0.7644198968586501,0.7142520176560513,0.5591664665128544,0.4901394670355611,0.04295727252364609,0.6877170484838212,0.6376029715821736,0.3726129975033888,0.48886562900018893,0.4257766850638268,0.623265249664268,0.6973607585173555,-0.07972542439301429,0.3803036819276732,0.2611502970231956,0.3300802034343796,-0.043064361624536744,0.5824289113380229,0.6551050312938546,0.4698715772300338,0.5813549670486177,-0.0808788908779354,0.35924096573453485,-0.06708860990256321,0.24299208613772916,0.020744923720356467,0.42519607437687584,0.6408636670119977,0.6863315683316364,0.5756235920536551,0.5105338053034896,-0.1264928115120293,0.3395854772696359,0.268138298687209,0.2609615059652581,0.16657889879541626,-0.24721510801653696,0.6371904795388714,0.37450265443332736,0.6404757515069749,0.558648799030035,0.5288802398835721,0.6816582733329792,0.6297713839566136,0.5680284404726513,0.4872766132524549,0.20114884351076426,-0.1502303857642533,0.4394640118814557,0.45144458418767425,0.2127668163534529,0.1661193937489032,0.7465236626133833,0.058083854568887656,0.3034605809599113,0.6207814179692325,0.39762108128152207,0.3526976331763942,0.5574307771140926,0.5705596440152361,0.4845464245766559,0.634524192346295,0.6157463423427545,0.07120153200536068,0.17592090843809324,0.5426697258034215,0.463180045124631,0.44753558956796735,0.08259647499892478,0.10358428848543555,0.5971190354999084,0.7274040380697184,0.6930155296077245,-0.038982235731609985,0.3277843637209083,0.6082254859996757,0.050374580230621725,0.27898598031604677,0.6496824098072326,0.44530283127569803,0.1372072291774275,0.5859019714492859,0.24295372968346365,0.022947214789302492,-0.18855763012071783,0.5538671077348511,0.5489143962481525,0.657379508719479,0.3388965275491158,0.5264860814091277,0.2069938240968293,0.1376749452242237,0.5621886139382986,-0.04601890663708808
OFCant_L,-0.16997098173710878,-0.6082322016032038,0.13216629162653312,0.6102019615350454,0.6202601547770599,-0.19515039956116426,-0.0964445679865008,1.0,-0.46972959849129114,0.16234770910518867,-0.417361552433415,0.30953674931007275,-0.06883436199603347,0.5251402385775623,0.23308597698147573,0.7517071155545114,0.32170542938315655,0.1872561166362815,-0.7055823161710808,-0.6088884884838999,0.5846252982971709,-0.3802435997992521,0.26262684173568646,0.8258424463053587,-0.5565900819971403,0.5310328004593107,-0.6145103220516035,-0.4293927730976328,-0.4512166193126723,0.33452289909314087,0.1107797686783245,0.45227526404613116,0.5954468678219779,-0.4569736513707732,0.8297003512214287,0.6731968612087189,-0.08079437733907834,0.2680786139632171,-0.4153760361610982,0.0019486821993467843,0.2759821516507238,0.37883298104559443,0.7705474079422518,-0.5723927507448652,0.707474368862459,-0.5394307717091854,0.24196701831759715,0.7341895935609501,-0.12091642921218083,0.43044095013798805,0.3084784183335371,-0.4644587001667555,0.3140507429774143,0.3058734246625684,-0.043375749050690096,0.11705289663523474,0.3392983598508964,0.4379406410195389,0.4907369015521082,0.3935267391453666,-0.6416959018453661,0.6870375197447777,-0.22723055898152777,0.07663542046004226,0.7664975314957879,0.7150701160880307,-0.09874160364175212,-0.6433222675833822,0.621425457927638,0.46544983307772003,0.26515446289577993,-0.5564990316278655,0.19688927269179837,0.33956729442862765,-0.4889130450789041,0.7186378647565919,0.4856258156893841,-0.5971104743967157,-0.334344509908452,0.6407768864533209,0.3969553649576713,-0.1937120211703071,0.2777286776870518,0.06774009890039157,-0.08028310428385647,-0.28916146597736664,0.3874026282755539,0.7448004659021729,0.6089528560464083,0.20983261442246656,0.2473294339477621,0.7700679020179305,-0.0315429106134605,0.6554298027052735,0.7091243535920063,0.9374657102038602,-0.22675340367680102,-0.46153680601017777,0.26257576698558016,-0.6255391612220571,0.3823172036047837,-0.711787403920884,0.451449261857037,0.04803620616298096,0.7026989071769412
Cerebellum_9_R,0.40655082231109113,0.68667893094705,0.09068241288181113,-0.19468309860583727,-0.1655680949282548,0.6018319252700218,0.47179312349484287,-0.46972959849129114,1.0,0.0751560943133362,0.626970349095732,0.10446762075216802,0.47681737599508156,0.0025311464108623708,0.2001325614976893,-0.5387359736118399,0.10169383147508153,0.2734987855136582,0.7071250735558144,0.6251727379982698,-0.1317488336834948,0.5261294998823582,0.19083766997080515,-0.36482528017535004,0.7796383542730837,-0.01332279558542591,0.39661566018821465,0.06655927325375378,0.7097090032812452,0.07278008441776566,0.078770849020054,-0.011901422992601395,-0.4628921515618388,0.5606295911895095,-0.44628791166902515,-0.27910890166101315,-0.13015402106548277,0.15103184874311404,0.6881831265439999,0.5219355059996504,0.37287513538610717,0.08621577693608798,-0.5420036052820351,0.4392516230744003,-0.18210592917898855,0.39309473277692175,-0.12380592190064622,-0.7075498101775608,0.36425857700392955,-0.022662387093736205,0.1575846819405573,0.6719710995088383,0.3168982127378683,0.2660831365836911,0.5361481817978327,0.18764714179625652,0.04104901290797408,-0.09339027078489769,-0.2242487673438327,-0.07620882957569758,0.536117251206162,-0.23220077510387516,0.06449088768249982,0.39675371069212895,-0.5126825328645535,-0.23916361827184923,0.3614827991308707,0.806522514381725,-0.14128859749844852,0.15450733962583113,0.08102398971839567,0.5302228843626489,0.26427525007303815,0.28009449902948347,0.38367922763194806,-0.3454049278207923,0.060849187360255345,0.7174423445151851,0.6277032032166356,-0.338145277453311,-0.4039887880577947,0.3741035951069338,0.22225561252725157,0.4379207556397086,0.10165424025944769,0.44271302507184684,0.13330913010793172,-0.23605866986560248,-0.3463577329408487,0.2582576796818896,0.10134388205004471,-0.3920921164684305,0.24245752297980827,-0.2699111969147051,-0.2985337555759177,-0.5370960452315734,0.3702167845291795,0.6371542836865468,0.3118590414585367,0.3762621200196762,0.07791641811373479,0.5086152932888197,-0.032126829921733095,0.48727457108620953,-0.5049308098217347
N_Acc_R,0.43068938673388457,0.14511741950352033,0.3493878405799216,0.11528520211618214,0.3369901908472427,0.24806777020476142,0.460910157837271,0.16234770910518867,0.0751560943133362,1.0,0.21813587369808382,0.48284847553484816,0.3528658896516743,0.3885777775603013,0.25701745538476256,0.23263050416961875,0.5022623602157156,0.47649752873586676,0.017880204950848248,0.14704105583116844,0.40515067090697315,0.25119937825715355,0.4871838968279206,0.15768746618250506,0.016893292595953107,0.32189284454532197,0.14568601174999143,-0.13521309991157077,0.19824178497829434,0.5044084386584373,0.3748085244929618,0.40670698254638143,0.016024940404386658,0.12653050965234489,0.09105820239349334,0.30559155733854204,-0.03139555762863547,0.28028860476380646,0.22549329162260182,0.33049597311610623,0.4205049995507788,0.40296648657922146,0.10836453917373999,0.08541591036006993,0.35337737203347047,0.08733624949735144,0.18331649759457952,0.05722938493141179,0.3654410408534669,0.2756088624082787,0.4855311327030759,0.20544196695130088,0.42874230742397396,0.4532854349581814,0.37398933158940784,0.38487488592504043,0.39255026229375156,0.4825812836139911,-0.2053719009424938,0.335027971884769,0.11485966048498109,0.21657445123282104,0.15349370852958427,0.5166947265269435,0.24509008624269646,0.36209736167048445,0.43578543516754575,0.017554052829986757,0.37898492575059906,0.4725611195429533,0.40077038021282074,0.1782562076435498,0.34698456863840743,0.48391862807161906,0.0284160969696062,0.33831950711456504,0.4586556374176338,0.06742519235890475,0.10018695832956226,0.3094939374635299,0.2578546848268485,0.30367003866766756,0.45858898427518735,0.46244011179493266,-0.2069166249997108,-0.09234115537835066,0.4953459916916462,0.24779954755234965,0.3162613189660599,0.36353800051107593,0.2983194326021421,0.24562240280402559,0.41067241892397155,0.3410910167463813,0.13595787517018187,0.14557945346466297,0.260725649233339,0.1902649571437834,0.4667147897562796,0.10697729790915986,0.45969651886463014,-0.06923096998998485,0.19406440122420038,0.2829886882102692,0.1524164964064044
