,Temporal_Pole_Sup_R,ACC_pre_R,Supp_Motor_Area_L,Thal_LGN_L,Parietal_Inf_R,Amygdala_R,Thal_VA_R,SN_pc_L,Thal_PuI_L,Insula_R,Frontal_Sup_2_L,Frontal_Sup_Medial_L,Thal_PuA_L,ACC_sub_L,Temporal_Pole_Mid_R,Vermis_1_2,SN_pr_L,Paracentral_Lobule_R,Thal_LGN_R,OFClat_L,Thal_MDm_R,Cerebellum_4_5_R,Cuneus_R,Thal_AV_L,ParaHippocampal_L,SupraMarginal_R,Temporal_Inf_L,Temporal_Inf_R,Putamen_R,Cerebellum_6_L,Thal_VA_L,ACC_sup_R,Pallidum_R,Cerebellum_3_L,Hippocampus_R,Cingulate_Mid_R,Thal_MGN_R,ACC_sup_L,Vermis_9,Frontal_Sup_Medial_R,Temporal_Sup_R,Thal_MDl_L,Caudate_L,Thal_AV_R,Olfactory_L
Frontal_Sup_2_L,-0.3680316718720871,0.844041992458757,0.6817305578951589,0.23955565275794555,0.16677269700223157,0.6974120838688462,0.7635091952414281,0.5745899509161817,0.5665119373685606,-0.09734512469597278,1.0,0.941574264793004,0.4879188414764689,0.4908444281368368,-0.3859039996274106,0.5291149555594077,0.8103477589788364,0.5292793619992658,0.5273613803330395,0.6952297070861782,0.4032881539698513,-0.2984979450653982,-0.3779628731170861,0.6289236553626265,0.6924430973392303,0.00443843193025254,0.5356432385975184,-0.4025289919136994,0.66714929353383,-0.5242444855362399,0.6282798519002688,0.6877206323793635,0.49225910756414787,0.8228673498518452,0.815043970669892,0.6747338168543825,0.3247210940027554,0.7801199509340885,0.6827802546852763,0.9636236689890124,-0.3386652735478968,0.2730017066547733,0.5814810682737698,0.18683649586756107,0.6412039890781976
Frontal_Sup_Medial_L,-0.18756233562524383,0.8202933849992844,0.7556678508107871,0.21529677744336914,0.23268788961210352,0.614779614207374,0.7231297182423289,0.6098969464790713,0.6027323191684437,0.04549095628642116,0.941574264793004,1.0,0.521470518593582,0.5395521541692049,-0.31791734356233875,0.5151503763636552,0.7705204576217389,0.6471928749312756,0.45110922844984885,0.6649576459252747,0.46132909094968644,-0.2157849462954865,-0.2825090583250763,0.6179815008449396,0.6170737542389426,0.14533821022642662,0.5456647633904121,-0.35299522028486374,0.7289370175511534,-0.4111760181495326,0.5837878517145813,0.7000311190014035,0.49394864966569146,0.7179287223222637,0.7760399164544413,0.7506548687111892,0.2957703969167546,0.8031335034922957,0.5894234203777003,0.9119662675868017,-0.22529950257127482,0.3847277256766862,0.633124270744954,0.1708533715400172,0.5602573938219974
Thal_PuA_L,0.07813112143212823,0.3649058081923688,0.4951379812329302,0.44696013710503385,0.38616745528435326,0.14265285660584148,0.28624274339065164,0.39277736078423614,0.3121739508823513,0.3154512088137886,0.4879188414764689,0.521470518593582,1.0,0.35914951787702065,0.0464187475721293,0.48324303207181024,0.3417147279504657,0.502256946414826,0.5454555845506203,0.24291093147363801,0.4524591102570067,0.24165542029112413,0.13303311312819618,0.16148634900272107,0.40581580862835326,0.2734842325315555,0.4470992169409489,0.03532781214449112,0.4053346532261422,0.12211534426671129,0.15787293617016707,0.4911918618663376,0.08337417702560662,0.3322930004090294,0.5462198383516489,0.608676462245597,0.39201208168145063,0.5176547558242163,0.1568305072562259,0.38301403867496686,0.1858409170125578,0.43147172887063323,0.5107644999211098,0.24313426350628967,0.22249427682689366
ACC_sub_L,0.05978954019414507,0.2917972483709501,0.31399778589461275,0.24950050517511088,0.22405283905655304,0.25558866675793396,0.3045616510416159,0.17714923904848487,0.26448535764491354,0.25428007989448537,0.4908444281368368,0.5395521541692049,0.35914951787702065,1.0,-0.10353853174515301,0.3440401465370949,0.3196809305938065,0.29103227846059343,0.3173733764923332,0.456106225417537,0.3622470960114602,0.05421428545255929,-0.04068408854641849,0.22243753601011063,0.37914522520892163,0.14269481742612763,0.3350882353232431,-0.02981260530807109,0.5073566262419734,-0.15795798828758495,0.2659770695263751,0.4438557445616605,0.25072954796444746,0.3516376273112808,0.46313069937473594,0.3770256064735475,0.09893800560039616,0.5203820269601556,0.29027925511021163,0.44493929346930977,0.02908009033603689,0.2678090618729547,0.3312832517430815,0.10089958481695843,0.15733682143521854
Temporal_Pole_Mid_R,0.5003740284555728,-0.44317528292796804,-0.11562740395807096,0.11674497730966386,0.24711379615503876,-0.4388171645226177,-0.577710939181502,-0.26223430177995544,-0.23455584886274272,0.5443843422098877,-0.3859039996274106,-0.31791734356233875,0.0464187475721293,-0.10353853174515301,1.0,-0.1404082411598605,-0.4281756588003836,-0.007099932237270451,-0.15542257423132647,-0.4903728090498102,0.08813870345254642,0.5483004634441287,0.5342991439805996,-0.5548488711124087,-0.35435086431876783,0.3068061814696397,-0.24675434574720373,0.48769422837528753,-0.13397127124957317,0.5842588203189581,-0.5057297355264954,-0.3185152788508119,-0.2755918449672523,-0.5234263013617545,-0.31589904193146195,-0.03577104759171806,-0.1546699575971844,-0.2676482876801353,-0.5090144149278002,-0.46949373455531124,0.4426936800809417,0.0708006700934995,-0.21464739011912726,-0.2151913272745534,-0.5249535667050856
Vermis_1_2,0.05669958356707627,0.5421567372602698,0.5616596397089175,0.7006632246304138,0.514030767064429,0.4392589145808607,0.5041474156744301,0.35292034458558225,0.6494661557355431,0.1907076898546166,0.5291149555594077,0.5151503763636552,0.48324303207181024,0.3440401465370949,-0.1404082411598605,1.0,0.47198365839603246,0.6507551563222791,0.7270495464429894,0.24437377110127584,0.6479361134674548,0.2184107633106025,-0.07889136230520737,0.3933873371728609,0.781462126641799,0.440968348094653,0.5511841041146349,0.1327412851183009,0.6236781748096446,0.017695099380268267,0.48304449691749435,0.7332234500723412,0.4287880397583689,0.552432424074249,0.7827957511242546,0.691403356339705,0.5184128824070942,0.6356296374424332,0.10854680742555038,0.46754562856619747,0.3222688593177548,0.5800434656975034,0.6916021870231903,0.4011562677873966,0.5111743491769121
SN_pr_L,-0.41138208177422225,0.7730505092425354,0.6181002452955263,0.17105680413022825,0.08685405303971183,0.6959276375514353,0.7672335280099747,0.5729828453317795,0.5842598026330662,-0.18970217550170182,0.8103477589788364,0.7705204576217389,0.3417147279504657,0.3196809305938065,-0.4281756588003836,0.47198365839603246,1.0,0.46151152086320407,0.41386046182685443,0.5880331536882363,0.31711328185811066,-0.3995609906199495,-0.4476060254633865,0.6432243360140797,0.6591931342709234,-0.0031566456370261927,0.46366066085052404,-0.4619816779797369,0.581732695416305,-0.546287474656001,0.6514417083523779,0.6034438407795996,0.5628468757500942,0.7560786420296159,0.7130568615930706,0.5506896642081192,0.2540115138825853,0.6487334430873373,0.6134918187692033,0.8006431092071357,-0.34087880559482614,0.28220143696721456,0.5965232312420469,0.15356972517588874,0.6889774511893965
Paracentral_Lobule_R,0.28310949695548265,0.46539888671020974,0.8468247436370155,0.4336854578414191,0.6887927829339173,0.23591177776452502,0.40471482860900715,0.4950635585394277,0.6403757787346774,0.43075029720034935,0.5292793619992658,0.6471928749312756,0.502256946414826,0.29103227846059343,-0.007099932237270451,0.6507551563222791,0.46151152086320407,1.0,0.44056117804914224,0.14624728773911863,0.6811967802296675,0.3285104770603015,0.12530932950545856,0.33136835141113835,0.48900734278523134,0.6985175567938512,0.52265631029716,0.1901990577612098,0.7079494221928938,0.2098422678114662,0.3108040847652135,0.6334584816864173,0.40061450956013,0.3396477012858136,0.6168807547553948,0.9120581985199149,0.42914881536869026,0.6306566115657863,0.00404216729278009,0.4710151207523431,0.43540668028923213,0.6374941391446773,0.7621326470277631,0.3008540843266575,0.22607176778066185
Thal_LGN_R,-0.002652032641596432,0.4656197601874672,0.39018324714898955,0.7183695717498189,0.3295301193976155,0.4052776984423758,0.4407548746539713,0.21417367546635013,0.5600066019869032,0.1753215287714842,0.5273613803330395,0.45110922844984885,0.5454555845506203,0.3173733764923332,-0.15542257423132647,0.7270495464429894,0.41386046182685443,0.44056117804914224,1.0,0.1852783676934023,0.5724142423518176,0.1362017849408389,-0.1118164448528889,0.3367045561841368,0.7353471862613002,0.2384567010469237,0.4923550017930208,0.14877835634688755,0.4825227994865704,-0.047063080738897534,0.45945975365473196,0.6710255293444906,0.3215619828296566,0.5304173462620028,0.7693655427722985,0.5608373319679284,0.6450030576637508,0.5925142693103345,0.16634666918246163,0.4365414727512402,0.2023138156245097,0.4860342976238358,0.5797617830825872,0.3907892874156308,0.41179703178114413
OFClat_L,-0.4539519031838945,0.678646723920057,0.26311482054180574,-0.027712224075531127,-0.26083848374166424,0.5938502536294981,0.7678551340628115,0.4235807796220857,0.29670113084427885,-0.4209281027522886,0.6952297070861782,0.6649576459252747,0.24291093147363801,0.456106225417537,-0.4903728090498102,0.24437377110127584,0.5880331536882363,0.14624728773911863,0.1852783676934023,1.0,0.00265367754239387,-0.5794033336311971,-0.5962497085107518,0.6931816916260997,0.51612157843775,-0.38497168847284285,0.4494163781429166,-0.5926712091883898,0.43527245479282445,-0.7062270695392594,0.5615662634283937,0.3926159946711341,0.3167425555761768,0.7674645269501764,0.5093456139728073,0.21868102892829328,0.14041143968643288,0.40324011476415145,0.8272290875885062,0.7389065653169448,-0.5785412502275123,-0.07979814428796306,0.26358061396777155,0.25274165292302986,0.6623937549279485
Thal_MDm_R,0.3068526512347992,0.372538283675383,0.587291431620595,0.4321249468121979,0.5038726530305295,0.17596842077191566,0.22399733355211096,0.35532885913926393,0.3917931308702407,0.5620635179464288,0.4032881539698513,0.46132909094968644,0.4524591102570067,0.3622470960114602,0.08813870345254642,0.6479361134674548,0.31711328185811066,0.6811967802296675,0.5724142423518176,0.00265367754239387,1.0,0.3782970721445278,0.0879324447018878,0.25800376810934583,0.45060043317070303,0.6171324614974022,0.26825827039177635,0.4018866334886665,0.666578542228952,0.2337873289283339,0.2708738343677415,0.5913773759407382,0.4081156500557167,0.23209809257638894,0.511956504685326,0.7071047217602833,0.550085653480395,0.5928561848565344,-0.17706780878617775,0.3338778935500001,0.49658298762409897,0.8145008277391851,0.5690454528171031,0.37390708004874595,0.12351018118507812
Cerebellum_4_5_R,0.6406735656254624,-0.433214080357846,0.10921382167627203,0.4343426689711275,0.6927768034375587,-0.5407985493020825,-0.5000709104889649,-0.1834360343145349,-0.00859122908996603,0.7298800132026039,-0.2984979450653982,-0.2157849462954865,0.24165542029112413,0.05421428545255929,0.5483004634441287,0.2184107633106025,-0.3995609906199495,0.3285104770603015,0.1362017849408389,-0.5794033336311971,0.3782970721445278,1.0,0.791069561983638,-0.5733851432595556,-0.13348179287309175,0.6911534780543455,0.12059165196042579,0.7159404019534104,-0.025852730153021312,0.9255841623227163,-0.4418336583190163,0.09857312800640866,-0.18098404066292298,-0.521900439283687,-0.030868200188519962,0.27309195536651193,0.04010338673558399,0.06041972234901288,-0.6455631644655399,-0.4477337023243576,0.819345985013593,0.36947865119285683,0.1734088856354162,-0.08993270217274872,-0.48469535154033505
Cuneus_R,0.5034238133078451,-0.556968288044188,0.04487730106982309,0.2414524124380563,0.6359169456838988,-0.5563831793859342,-0.6523011050123161,-0.2568341535115706,-0.09497429135827914,0.5316871583270436,-0.3779628731170861,-0.2825090583250763,0.13303311312819618,-0.04068408854641849,0.5342991439805996,-0.07889136230520737,-0.4476060254633865,0.12530932950545856,-0.1118164448528889,-0.5962497085107518,0.0879324447018878,0.791069561983638,1.0,-0.7959433416283911,-0.3759511390031618,0.5202201784622085,-0.05801982111128833,0.45318990427892814,-0.26634794235181003,0.7651875657416787,-0.6111557222244646,-0.07339860750482627,-0.26545901237055197,-0.6281758675657438,-0.19229736973247039,0.1400757820720908,-0.2878536049963863,-0.04323607571719125,-0.5052852137280556,-0.5174634979443096,0.5430619503750763,0.07100514163687044,-0.008243342245539177,-0.4239882169836054,-0.5918002702823472
Thal_AV_L,-0.32197865411957,0.7807325498316899,0.3658427842278828,0.03208233892704257,-0.24754594201434652,0.649451235132494,0.8429069684306075,0.48456139464937126,0.4528054496189777,-0.30730036734975336,0.6289236553626265,0.6179815008449396,0.16148634900272107,0.22243753601011063,-0.5548488711124087,0.3933873371728609,0.6432243360140797,0.33136835141113835,0.3367045561841368,0.6931816916260997,0.25800376810934583,-0.5733851432595556,-0.7959433416283911,1.0,0.5980349615758214,-0.1600453573630461,0.3614062312422591,-0.39715540921643094,0.5959627662207144,-0.6256459531968045,0.7749272665840596,0.42539679711297235,0.4347719894025491,0.7756427474305897,0.5122325213931868,0.3005815126713733,0.4818173124973771,0.3875554746810323,0.524367072365549,0.7108256382798747,-0.3138575660613472,0.2714923172519055,0.36331332135322597,0.5743346812554805,0.690567669280638
ParaHippocampal_L,-0.19285321958860735,0.7190560805317183,0.4314666614125216,0.5831642226955904,0.2577320308006809,0.6796447688866761,0.7328253173081986,0.43975892739339356,0.6780903047415553,-0.07526049754932805,0.6924430973392303,0.6170737542389426,0.40581580862835326,0.37914522520892163,-0.35435086431876783,0.781462126641799,0.6591931342709234,0.48900734278523134,0.7353471862613002,0.51612157843775,0.45060043317070303,-0.13348179287309175,-0.3759511390031618,0.5980349615758214,1.0,0.11727133774704598,0.6269446897084731,-0.09790349254708428,0.6092862722520043,-0.3513093838871632,0.6670675744587289,0.7580745113715113,0.5232326275317238,0.8032156331825229,0.8873090204540214,0.5501327620480413,0.5439641611055199,0.6650329948637885,0.44850517952908864,0.6601125629534743,-0.019729250071417275,0.37700186400306324,0.6447754186041271,0.44581082042326897,0.7621856326095847
SupraMarginal_R,0.6125792069867538,-0.03198361104948491,0.5283466397280674,0.4158298565811324,0.8213692726240578,-0.1617903738888067,-0.1697048094875002,0.14043723622514528,0.31658700948559526,0.7244069776789075,0.00443843193025254,0.14533821022642662,0.2734842325315555,0.14269481742612763,0.3068061814696397,0.440968348094653,-0.0031566456370261927,0.6985175567938512,0.2384567010469237,-0.38497168847284285,0.6171324614974022,0.6911534780543455,0.5202201784622085,-0.1600453573630461,0.11727133774704598,1.0,0.10625642476781383,0.5626621365939541,0.43467719610597094,0.6259978910975239,-0.08742996984960946,0.3253297948789946,0.14882242325068493,-0.17823444497222202,0.20094855398362776,0.6244267955256552,0.2493057064234571,0.2868285846592667,-0.5251918182667427,-0.07586369821497985,0.8186808806073851,0.6361477908747916,0.5007054005038689,0.14531195838064417,-0.2050056095104862
Temporal_Inf_L,-0.11406629122116564,0.46523232139782744,0.4528001049632736,0.48052729726414123,0.34467927409340254,0.30585723746142557,0.5784939692938389,0.36756195248362256,0.6052468735012791,-0.07444129613480852,0.5356432385975184,0.5456647633904121,0.4470992169409489,0.3350882353232431,-0.24675434574720373,0.5511841041146349,0.46366066085052404,0.52265631029716,0.4923550017930208,0.4494163781429166,0.26825827039177635,0.12059165196042579,-0.05801982111128833,0.3614062312422591,0.6269446897084731,0.10625642476781383,1.0,-0.09811344786111799,0.36139134179919014,-0.04834115998341308,0.38824324237098534,0.5845705696475244,0.3289185512585955,0.5120555892149247,0.6944252374598614,0.5234416578863237,0.28087545282336146,0.5533129848905562,0.3795301845655707,0.48415175923923714,-0.005250282535353408,0.21978135814188934,0.5389758534281239,0.13596974925579797,0.462094984687017
Temporal_Inf_R,0.6517673104320133,-0.41894492232729696,-0.11997570054068249,0.27359881430309435,0.38589250956045174,-0.47173461175515546,-0.4934047000653898,-0.26349938675966433,-0.14328508052813374,0.6273472948936517,-0.4025289919136994,-0.35299522028486374,0.03532781214449112,-0.02981260530807109,0.48769422837528753,0.1327412851183009,-0.4619816779797369,0.1901990577612098,0.14877835634688755,-0.5926712091883898,0.4018866334886665,0.7159404019534104,0.45318990427892814,-0.39715540921643094,-0.09790349254708428,0.5626621365939541,-0.09811344786111799,1.0,0.017029068532389526,0.7189882168966852,-0.38593123307621235,-0.06002264528272741,-0.17571540811703135,-0.4722655572296688,-0.17005970659070185,0.09963625269900957,0.17799236014246914,-0.15770966203832448,-0.7458042306001662,-0.4666306873539683,0.7583477919368317,0.36943375101241843,0.025193420332619607,0.15172959206609118,-0.4225258120905168
Putamen_R,0.164107915122914,0.6706696579226827,0.664322853637322,0.321672060893375,0.3258714775638677,0.5005502755902024,0.5521296546934088,0.5026558298708116,0.5482205218114418,0.37507925069958353,0.66714929353383,0.7289370175511534,0.4053346532261422,0.5073566262419734,-0.13397127124957317,0.6236781748096446,0.581732695416305,0.7079494221928938,0.4825227994865704,0.43527245479282445,0.666578542228952,-0.025852730153021312,-0.26634794235181003,0.5959627662207144,0.6092862722520043,0.43467719610597094,0.36139134179919014,0.017029068532389526,1.0,-0.1581357036413425,0.5670474640378501,0.6295499319758638,0.5916782343993919,0.5640009297694757,0.63977797379398,0.7062641427913495,0.5220865131703091,0.6477141607314105,0.22045799905788974,0.6511164491874133,0.20497219893805188,0.6279395052337041,0.6518707590723458,0.45008491933055167,0.4452861100149716
Cerebellum_6_L,0.6995153529102142,-0.5683304037661546,-0.028786765088175376,0.268844710237017,0.5422811219973518,-0.6601719495190428,-0.627249717749261,-0.2727218383699348,-0.15413293655499027,0.7009607893529703,-0.5242444855362399,-0.4111760181495326,0.12211534426671129,-0.15795798828758495,0.5842588203189581,0.017695099380268267,-0.546287474656001,0.2098422678114662,-0.047063080738897534,-0.7062270695392594,0.2337873289283339,0.9255841623227163,0.7651875657416787,-0.6256459531968045,-0.3513093838871632,0.6259978910975239,-0.04834115998341308,0.7189882168966852,-0.1581357036413425,1.0,-0.5511537994357233,-0.11478139863014536,-0.2815320028449498,-0.6928199744040681,-0.2878356374125013,0.09690182169523004,-0.018243231097832314,-0.1651557462289052,-0.7829326794627341,-0.6406692348056497,0.8328049232290056,0.286430058651879,0.018245282386279527,-0.09065602884581898,-0.6094464893895759
Thal_VA_L,-0.33821379006394847,0.7617993503900691,0.37670751494298543,0.217364597922806,-0.08198224339688866,0.7492252263955964,0.8263264452347779,0.41428732028085163,0.537415060364932,-0.2757162529293848,0.6282798519002688,0.5837878517145813,0.15787293617016707,0.2659770695263751,-0.5057297355264954,0.48304449691749435,0.6514417083523779,0.3108040847652135,0.45945975365473196,0.5615662634283937,0.2708738343677415,-0.4418336583190163,-0.6111557222244646,0.7749272665840596,0.6670675744587289,-0.08742996984960946,0.38824324237098534,-0.38593123307621235,0.5670474640378501,-0.5511537994357233,1.0,0.5618821618291165,0.7049138586037823,0.7805161556615817,0.6231801709537105,0.34214533075444503,0.44425655658275814,0.5364636792546476,0.5252979945769682,0.6592260246078836,-0.2549573864206325,0.2551677009835116,0.4948132317966989,0.48165086443057936,0.7324664328493735
