,Thal_PuM_R,Heschl_R,Thal_PuA_L,Calcarine_L,Occipital_Mid_L,Supp_Motor_Area_L,OFCant_R,SN_pc_R,Paracentral_Lobule_L,Frontal_Inf_Oper_R,Cerebellum_6_R,ACC_sub_L,Temporal_Inf_L,Pallidum_L,Paracentral_Lobule_R,Vermis_6,Caudate_R,Hippocampus_R,Thal_MDl_L,Thal_PuM_L,VTA_L,Occipital_Inf_R,Frontal_Sup_2_L,Vermis_1_2,Red_N_L,OFCmed_R,Parietal_Inf_L,Thal_AV_R,Angular_L,Frontal_Med_Orb_L
Cerebellum_6_R,-0.19492251814813744,-0.7109747857209092,-0.015394709716455224,0.8543975549080226,0.506511598209337,-0.1648176322347434,-0.6301835424758186,0.3113846603273323,0.2217322223286566,-0.24075127401831448,1.0,-0.16954573352135555,-0.24113266130442532,-0.5069011528961143,0.07182796441130718,-0.0845895064037722,-0.6469490915257774,-0.42886681714197206,0.25616752761375816,0.07652666287715054,0.8642389276732617,-0.007593269394773854,-0.632074350676211,-0.10678427200030588,0.18397964010383908,-0.11984491481668345,0.33747912143410647,-0.13573896210889577,0.7265892918420177,0.5910445787468159
ACC_sub_L,0.5078588015298211,0.400376193255285,0.35914951787702065,-0.025025825667172104,0.12095437914389713,0.31399778589461275,0.3861388711745879,0.06654394778818057,0.2714006011866929,0.18675273689487767,-0.16954573352135555,1.0,0.3350882353232431,0.29802523698379557,0.29103227846059343,0.23939250764504558,0.35871291073544853,0.46313069937473594,0.2678090618729547,0.331462034170963,-0.1650045485636281,0.08687797905988129,0.4908444281368368,0.3440401465370949,0.1744699736111647,-0.02477278395218102,0.26115543101182387,0.10089958481695843,-0.02289205407242921,-0.15945901180229757
Temporal_Inf_L,0.5512014002442001,0.3228484869217798,0.4470992169409489,-0.057623014570501875,-0.0815348771713196,0.4528001049632736,0.284746049632787,0.0333707768388612,0.42232849381916276,0.47884152079010917,-0.24113266130442532,0.3350882353232431,1.0,0.4063370035309622,0.52265631029716,0.5649337214894667,0.5262245873344542,0.6944252374598614,0.21978135814188934,0.5067818376503903,-0.23250771834124515,0.0046873258892696345,0.5356432385975184,0.5511841041146349,0.009201715940158704,-0.17566781401203427,0.2682091684777652,0.13596974925579797,0.04929165296060451,-0.028107104820881936
Pallidum_L,0.5498675427891038,0.6554980275205179,0.2348796917721287,-0.35446875462101823,-0.2285554374471206,0.4442908072711226,0.5073152672658429,0.09249790536755849,0.2506593191985357,0.457887905274558,-0.5069011528961143,0.29802523698379557,0.4063370035309622,1.0,0.3651954718178634,0.053551686139592033,0.7971272910724804,0.6773083192228027,0.24616666733107506,0.3354130172432033,-0.4443262182956322,0.0011192199952972845,0.6675935058519672,0.5078657690594808,-0.03237981745738489,0.008436239371657809,0.13932527231746106,0.22199636149566024,-0.2721443223331723,-0.2918228733579143
Paracentral_Lobule_R,0.7407062458765896,0.259171815968103,0.502256946414826,0.35304697647240035,0.11242246659099014,0.8468247436370155,0.19350619228878727,0.5460455953139324,0.9067167552359844,0.7779505773267491,0.07182796441130718,0.29103227846059343,0.52265631029716,0.3651954718178634,1.0,0.2549237132778816,0.4968506222202268,0.6168807547553948,0.6374941391446773,0.815970698922954,0.12301270524789655,-0.07806327183991627,0.5292793619992658,0.6507551563222791,0.017578238989642964,-0.06961109149243444,0.74987959319823,0.3008540843266575,0.35433287005846775,0.14037705887909438
Vermis_6,0.2980696144980473,0.08175315582185858,0.197446342680117,0.10673856069630759,0.16460804625431077,0.25485260701992535,-0.061273719531654156,-0.29648635909776,0.1722666444404567,0.22386955538820652,-0.0845895064037722,0.23939250764504558,0.5649337214894667,0.053551686139592033,0.2549237132778816,1.0,0.13146449585807318,0.2995590982775955,-0.09039990494727972,0.21715306772994733,-0.13198062995489526,0.19611063265856868,0.240726802214495,0.022150654930084168,0.29481473885695564,-0.06650472645296622,0.23083530308367695,-0.09855099520941163,0.2080743976796923,0.028835483157279608
Caudate_R,0.7003508628740786,0.7771217254688894,0.35816461118936194,-0.42209553240993275,-0.2883751561321376,0.6214170926546208,0.5844981442171712,0.15209183890380046,0.3427762986778134,0.6522969730020699,-0.6469490915257774,0.35871291073544853,0.5262245873344542,0.7971272910724804,0.4968506222202268,0.13146449585807318,1.0,0.8094301144386669,0.28523268528961726,0.47102362282497656,-0.5648343319478228,0.0128198279913978,0.8416613996044449,0.5918352712039936,-0.06428441698228618,-0.05534051896926783,0.19658074661573557,0.279290869975611,-0.3126311082364121,-0.32443044106939894
Hippocampus_R,0.8178051277612348,0.6543159750636298,0.5462198383516489,-0.16181773285586015,-0.053087218266316065,0.6279040134887961,0.4875158727712108,0.18141743880739206,0.4434273694450229,0.5259819432179564,-0.42886681714197206,0.46313069937473594,0.6944252374598614,0.6773083192228027,0.6168807547553948,0.2995590982775955,0.8094301144386669,1.0,0.4104553014585513,0.5930382441808056,-0.40438237350312106,0.10373932103282507,0.815043970669892,0.7827957511242546,-0.03949319278547535,0.025832543104143468,0.36920322109965714,0.2821523762152122,-0.07810260350399092,-0.137795521223278
Thal_MDl_L,0.5198561383779741,0.040790948926619996,0.43147172887063323,0.3286045213117558,0.05742575779149744,0.5070137969392519,0.07873690216178479,0.5800284825567495,0.6384580381565197,0.4335628608510221,0.25616752761375816,0.2678090618729547,0.21978135814188934,0.24616666733107506,0.6374941391446773,-0.09039990494727972,0.28523268528961726,0.4104553014585513,1.0,0.7391822082249399,0.22536066739861288,-0.16139287345495754,0.2730017066547733,0.5800434656975034,-0.06239286132959257,0.073946723059316,0.46116135355316784,0.3031590763008268,0.25636734983509313,0.2724023404677697
Thal_PuM_L,0.7745015698573163,0.2395640116232172,0.557007244249334,0.2709790131762502,0.06800149423969232,0.7647408986133521,0.1493428288811794,0.5196066498871722,0.8229490976201496,0.6423348563587281,0.07652666287715054,0.331462034170963,0.5067818376503903,0.3354130172432033,0.815970698922954,0.21715306772994733,0.47102362282497656,0.5930382441808056,0.7391822082249399,1.0,0.09807903749715978,-0.07784097153483814,0.5095860534767924,0.6000915473003811,0.10451782433615729,-0.07400463978146846,0.5886050130408294,0.25578630523134716,0.26215771475435623,0.17324506214541724
VTA_L,-0.18409500473114687,-0.6652155757646603,0.029552112925564273,0.7382407864854585,0.3835467124348069,-0.11415591353898151,-0.5131165172460346,0.4342793155416566,0.26926797421818194,-0.16621927473253487,0.8642389276732617,-0.1650045485636281,-0.23250771834124515,-0.4443262182956322,0.12301270524789655,-0.13198062995489526,-0.5648343319478228,-0.40438237350312106,0.22536066739861288,0.09807903749715978,1.0,-0.07216668652061455,-0.5469612228510775,-0.08475451789355881,0.06731606036948776,-0.09398105202479523,0.2973250759984823,-0.027332302691222006,0.6004164039277325,0.5118045671126606
Occipital_Inf_R,0.151360498098307,0.16178304091654103,0.07020106775053532,0.04769588828354183,0.36670984946880764,-0.009436774485862541,-0.087845670237183,-0.23550603262602893,-0.20612790973456283,-0.18566023206677917,-0.007593269394773854,0.08687797905988129,0.0046873258892696345,0.0011192199952972845,-0.07806327183991627,0.19611063265856868,0.0128198279913978,0.10373932103282507,-0.16139287345495754,-0.07784097153483814,-0.07216668652061455,1.0,0.0819034707908399,-0.1512982571470995,0.38044651488383896,-0.047544509441424784,0.10127706687994412,-0.2632210886302788,0.17062525949888932,0.12105719238371887
Frontal_Sup_2_L,0.7292578022197402,0.8096408837212784,0.4879188414764689,-0.3696782743363708,-0.17534124995205794,0.6817305578951589,0.6491617384682516,0.06856724419804296,0.40044303565842065,0.5606803900575787,-0.632074350676211,0.4908444281368368,0.5356432385975184,0.6675935058519672,0.5292793619992658,0.240726802214495,0.8416613996044449,0.815043970669892,0.2730017066547733,0.5095860534767924,-0.5469612228510775,0.0819034707908399,1.0,0.5291149555594077,0.06167981826856313,0.10123692891991637,0.23276756742882782,0.18683649586756107,-0.326541013224016,-0.3816172048922104
Vermis_1_2,0.6671970705056683,0.3248600575440939,0.48324303207181024,0.046042463375120656,-0.022931669610893365,0.5616596397089175,0.3344412779316182,0.46030334786495836,0.5578716769811496,0.5082514274394122,-0.10678427200030588,0.3440401465370949,0.5511841041146349,0.5078657690594808,0.6507551563222791,0.022150654930084168,0.5918352712039936,0.7827957511242546,0.5800434656975034,0.6000915473003811,-0.08475451789355881,-0.1512982571470995,0.5291149555594077,1.0,-0.24988691464202334,-0.019669141315427588,0.4212538877426421,0.4011562677873966,0.06313697321957756,0.06501967924418255
Red_N_L,0.16965265318559017,0.14826021963755637,0.17492256045214497,0.33059106961261286,0.5500333478160773,0.17119996788982078,-0.2551822024805018,-0.2546570470757039,0.06835903321216806,0.014574142696414572,0.18397964010383908,0.1744699736111647,0.009201715940158704,-0.03237981745738489,0.017578238989642964,0.29481473885695564,-0.06428441698228618,-0.03949319278547535,-0.06239286132959257,0.10451782433615729,0.06731606036948776,0.38044651488383896,0.06167981826856313,-0.24988691464202334,1.0,-0.013152312372498781,0.3034510340998137,-0.416213524578371,0.40630613613717986,-0.053949930822278176
OFCmed_R,-0.05353020944664167,0.04951749600900078,0.16599541604821613,-0.08063604203575604,-0.015825791729909743,-0.05459909578184894,0.1882498633369081,-0.08153487675180042,-0.10975598009287961,-0.06215612494019724,-0.11984491481668345,-0.02477278395218102,-0.17566781401203427,0.008436239371657809,-0.06961109149243444,-0.06650472645296622,-0.05534051896926783,0.025832543104143468,0.073946723059316,-0.07400463978146846,-0.09398105202479523,-0.047544509441424784,0.10123692891991637,-0.019669141315427588,-0.013152312372498781,1.0,-0.01788303415275898,0.08365137517617616,-0.138399181038576,-0.07450466168221508
Parietal_Inf_L,0.5574575057966169,0.11594801430983272,0.37493746662584465,0.6309739634864244,0.5548176486897061,0.6976994004714806,-0.10537985499883228,0.41584629401643847,0.7023273152669206,0.5243412723312761,0.33747912143410647,0.26115543101182387,0.2682091684777652,0.13932527231746106,0.74987959319823,0.23083530308367695,0.19658074661573557,0.36920322109965714,0.46116135355316784,0.5886050130408294,0.2973250759984823,0.10127706687994412,0.23276756742882782,0.4212538877426421,0.3034510340998137,-0.01788303415275898,1.0,-0.039040261927419315,0.7193602851507739,0.1914063903646193
Thal_AV_R,0.23034448022858242,-0.04218175583430961,0.24313426350628967,-0.21284369575186285,-0.5189787163924263,0.14814188910656284,0.3439513022668451,0.3761004556297809,0.2865557979700779,0.314957065021621,-0.13573896210889577,0.10089958481695843,0.13596974925579797,0.22199636149566024,0.3008540843266575,-0.09855099520941163,0.279290869975611,0.2821523762152122,0.3031590763008268,0.25578630523134716,-0.027332302691222006,-0.2632210886302788,0.18683649586756107,0.4011562677873966,-0.416213524578371,0.08365137517617616,-0.039040261927419315,1.0,-0.3450111995834105,0.04501438472998583
Angular_L,0.12632896697442053,-0.34603321326563996,0.13531327249622224,0.8983467541674729,0.800297814805536,0.20946192485991955,-0.5687304214306753,0.22057923020744216,0.36500690366260446,0.06869047088870982,0.7265892918420177,-0.02289205407242921,0.04929165296060451,-0.2721443223331723,0.35433287005846775,0.2080743976796923,-0.3126311082364121,-0.07810260350399092,0.25636734983509313,0.26215771475435623,0.6004164039277325,0.17062525949888932,-0.326541013224016,0.06313697321957756,0.40630613613717986,-0.138399181038576,0.7193602851507739,-0.3450111995834105,1.0,0.4286299577289028
Frontal_Med_Orb_L,-0.05916136167924477,-0.5099489393527027,-0.04178944432929367,0.493524783785571,0.19078886148364005,-0.07273486357719312,-0.343440393300471,0.3417528932867841,0.15437971507323,-0.0819327126758321,0.5910445787468159,-0.15945901180229757,-0.028107104820881936,-0.2918228733579143,0.14037705887909438,0.028835483157279608,-0.32443044106939894,-0.137795521223278,0.2724023404677697,0.17324506214541724,0.5118045671126606,0.12105719238371887,-0.3816172048922104,0.06501967924418255,-0.053949930822278176,-0.07450466168221508,0.1914063903646193,0.04501438472998583,0.4286299577289028,1.0
