,Cuneus_L,Frontal_Sup_Medial_R,Thal_MDm_L,Frontal_Med_Orb_R,Precentral_R,Insula_L,Thal_PuM_L,Vermis_10,Olfactory_L,Cerebellum_Crus1_L,Thal_PuA_L,Paracentral_Lobule_L,Frontal_Inf_Orb_2_L,Temporal_Mid_L,Occipital_Inf_R,SupraMarginal_L,Thal_VA_R,Rolandic_Oper_L,Occipital_Mid_L,Thal_PuM_R,Amygdala_R,VTA_R,Temporal_Sup_R,Frontal_Inf_Oper_R,Occipital_Sup_L,Thal_AV_R,Thal_LGN_R,Frontal_Inf_Tri_L,Cerebellum_3_L,Cerebellum_7b_R,Fusiform_R,VTA_L,Fusiform_L,Thal_Re_L,Cingulate_Post_L,Angular_L,Vermis_8,Frontal_Inf_Oper_L,Putamen_R,Cerebellum_4_5_R,Olfactory_R,Raphe_D,Thal_IL_L,Amygdala_L,Precuneus_L,Pallidum_L,Postcentral_R,Thal_PuL_L,ACC_sup_L,ACC_sub_L,SN_pr_L,Angular_R,Frontal_Inf_Tri_R,Cingulate_Mid_L,ACC_sup_R,Frontal_Sup_Medial_L,Thal_VA_L,Cerebellum_3_R,Rectus_R,OFCpost_R,Cerebellum_8_R,Cerebellum_Crus2_L,Frontal_Mid_2_R,ACC_pre_R,Hippocampus_L,Cerebellum_6_L,Frontal_Sup_2_L,Cerebellum_7b_L,Thal_LP_L,Thal_VL_R,OFCmed_R,Paracentral_Lobule_R,Occipital_Mid_R,OFCant_R,SN_pr_R,Temporal_Pole_Sup_L,Rectus_L,Thal_VPL_L,Thal_PuA_R,Thal_MDl_R,ParaHippocampal_L,Caudate_R,Cerebellum_9_R,Temporal_Mid_R,Frontal_Mid_2_L,Vermis_1_2,OFCpost_L,Thal_IL_R,Thal_MGN_L,Occipital_Inf_L,Cerebellum_8_L,Temporal_Inf_R,Red_N_R,Vermis_9,Vermis_3,Precuneus_R,SN_pc_L,Lingual_L,Heschl_R,Thal_MDm_R,Putamen_L,Cerebellum_9_L,Raphe_M,Vermis_7,Thal_VPL_R,Thal_VL_L,Thal_LP_R,Thal_MGN_R,Parietal_Sup_R,OFClat_L
Cuneus_L,1.0,-0.5478775097293354,0.3451325057172157,-0.36404381954441667,-0.005856139391181173,0.4049918794248195,0.19601334984404892,0.7957368220767848,-0.5341935492399483,0.7188708945180856,0.0121999810416967,0.33582804213653034,-0.6003742266918052,0.603965643718353,0.05644537240439607,0.44186735064166477,-0.6353985933183925,0.2470486072298169,0.6455073938839083,-0.0281125458802917,-0.525258109803388,0.2887931652951078,0.7354114593850655,-0.06339770304900884,0.730662871549722,-0.24526712184845156,-0.09846675889513375,-0.10081391156092197,-0.6554566260756008,-0.2581728045481942,0.6815295715210803,0.687013091283778,0.4410991384796861,-0.0033684642459236185,0.2857389414315939,0.8665750643594067,-0.6139261558127482,0.13130608913777114,-0.0744522143696303,0.7778042849942854,-0.44253760003929865,-0.3233273880782832,-0.22527160431694326,-0.6064187737318384,0.5128284644629089,-0.36585344158896327,0.34207410190002413,0.6077388722864205,-0.11996247919026029,-0.1347866093259292,-0.4315421552937477,0.872115369432592,-0.023701992144352545,0.11706809458007655,-0.11104000162596976,-0.3243670141464002,-0.5092855220250017,-0.6173470216465021,-0.5106018099467627,0.2724326215001051,0.7627717763193109,-0.07489177022830727,-0.5385442106903678,-0.5243131425459896,0.11914480910431648,0.810429552031886,-0.45817731671953277,0.5103366828623139,0.4791680485779146,0.45144458418767425,-0.1341905954929725,0.2639642621727261,0.8805407227082148,-0.5667057922387497,0.21817115272665763,0.7375809130758243,-0.6726025028954631,0.20042254575163257,0.14681655955780987,0.6704733357602325,-0.3439935478943326,-0.4319205174453801,0.536117251206162,0.7630164345081404,-0.4585376722455715,0.014724317725821619,-0.437213280112963,0.06813952774716195,0.061570505334401546,-0.6678551342415872,0.6564990413501807,0.6362837111919941,0.6124472508946259,-0.7116007939398027,-0.07727743080562399,0.576439875836571,-0.21891225752365873,0.7472260050903444,-0.4775171187249102,0.22836991892282887,-0.40326679827984163,0.7716445883793733,-0.29082348573791383,0.4947493038414488,0.06534454949121299,0.09427071096413034,0.3436464311929691,-0.11730128534538602,0.28344223561545073,-0.7108745763582152
Frontal_Sup_Medial_R,-0.5478775097293354,1.0,0.2952615484233562,0.3539212405394266,0.61173367653117,0.18008386008815477,0.4406349427793589,-0.7560944775153464,0.6885866210816474,-0.6464292173407616,0.38301403867496686,0.33313276082599075,0.8839445009474017,-0.3040712710454221,0.03008877547050918,0.13380717963860186,0.7963160907696097,0.23328212226235726,-0.2931112963499083,0.6431556885155723,0.7441006333800145,-0.17352663391449358,-0.42730782966403863,0.5511033938594643,-0.39061374159160045,0.19535462117133792,0.4365414727512402,0.6721552431062935,0.8386321046460236,0.42047781701657627,-0.3492339160727278,-0.5986300378484455,0.01904721830536015,0.043242237276328845,0.30473209094219883,-0.4329856078898833,0.6699849886795334,0.431665668461956,0.6511164491874133,-0.4477337023243576,0.620576633974664,0.5379267071432344,0.5369194386287693,0.802872364931744,0.11298843543251551,0.6639852314831973,0.3776305807888021,-0.41177714543648086,0.7039984354115074,0.44493929346930977,0.8006431092071357,-0.5419362975826597,0.59611358347347,0.6284274598508961,0.6177285275941586,0.9119662675868017,0.6592260246078836,0.8672877096615143,0.4912724662231751,-0.014237935532707852,-0.5968128912460552,0.25783973483966005,0.9384492741144961,0.8719946709805629,0.48127967908246955,-0.6406692348056497,0.9636236689890124,-0.5132611540902311,0.15186242949647102,0.12715378663445356,0.08287465347174167,0.4710151207523431,-0.6698014713589415,0.7231688492740309,0.31587065354201577,-0.5510288094619028,0.6858866583453884,0.3258027614542181,0.26642736617931084,-0.267433229342963,0.6601125629534743,0.8516960144623937,-0.3264294167642742,-0.45798657026811224,0.9078758623112979,0.46754562856619747,0.5168250497879351,0.41734161435207096,0.16029843465263635,0.7449872594049876,-0.3798863448498587,-0.4666306873539683,-0.43972458403079867,0.704127993893429,0.6283117015102105,-0.001452336869594563,0.6008347848036373,-0.41160693122406694,0.8328684168003812,0.3338778935500001,0.7919362659683014,-0.6916866729858376,0.41976301849548475,-0.41857058124348706,0.48121489710362786,0.5079215798209816,0.03980966943809574,0.3077449884264225,0.24743980447806976,0.7389065653169448
Thal_MDm_L,0.3451325057172157,0.2952615484233562,1.0,-0.053244002446771445,0.6388007632759122,0.7774794942196971,0.7473333244505296,0.20622919368396125,0.014258265240930304,0.14695390085460677,0.45624303334455985,0.6305170998756519,0.20592348427743398,0.388657084356803,0.11473568988033447,0.5913102218459898,0.06911207260886941,0.5731556226384931,0.3277711470291732,0.6486244897178083,0.15099687232812395,0.24567639657685642,0.4617457532352606,0.4195138426530985,0.3048555085249714,0.005178483953114258,0.47499850972156615,0.5699176346371745,0.07461274278860719,0.05683489272751109,0.4756552029417749,0.18688708168301893,0.5388497474011548,-0.0735121594938258,0.4662995290426708,0.4138518283032051,-0.07807522901137365,0.5385218742416963,0.564658837773984,0.46246309102584704,0.06893627236822848,0.256403505069387,0.36279354113652545,0.11927963085776214,0.4652823066845285,0.2928503912140588,0.7045641130164461,0.34610763287105983,0.6287760620927995,0.3932548867598824,0.33005475825501135,0.3710709130153556,0.45598377110039345,0.6960704550150218,0.5606609841148898,0.4875753501182203,0.15237057424161007,0.1174720472220848,-0.15280850554831277,0.3394185577066243,0.2487979257091163,-0.027822925212484986,0.2409924205602808,0.28699126699642513,0.6984086769442721,0.31399064897757584,0.3879653565066298,0.06712163587655971,0.7236523226683138,0.7142520176560513,-0.04009479260102592,0.6373062214862946,0.30539194824949245,-0.008355325567657815,0.6199703965595896,0.33075850310600685,-0.12986618325070512,0.5450281218935243,0.5790180296842816,0.5059796395738947,0.35557894170000104,0.3498220004437668,0.47681737599508156,0.4284672153980013,0.3510287605514118,0.5054345846974451,0.060943222163722575,0.6152356678673563,0.3695090592369638,-0.030550403694740248,0.2781117041259335,0.25951231422504195,0.33781195237632466,-0.17211557148185944,0.6124078346328684,0.43247088496181973,0.30311729151070965,0.45502887761536903,0.20824531648293604,0.7219936656082865,0.36117728816219263,0.23765833742988635,0.029780823081001065,-0.04920289986905323,0.588397321036115,0.7624284971331697,0.5980850127373711,0.3015213650274034,0.41589882465183503,-0.1198998219785847
Frontal_Med_Orb_R,-0.36404381954441667,0.3539212405394266,-0.053244002446771445,1.0,-0.01645266626837239,-0.09217145848340752,-0.04891625133266752,-0.4067805106627597,0.5227590478358695,-0.21569599794252967,0.15535329933817443,-0.17145974490286128,0.38861730863771315,-0.2691496187624608,0.04129378027333574,-0.24063645259803118,0.32457233334434005,0.03253919516070625,-0.26111526985030775,-0.01052421024588671,0.3656166258909254,-0.17709413896727969,-0.3340677102259631,-0.010563368266618696,-0.2264487865909194,0.11042179570322455,0.19266433446058162,0.13649896722658444,0.36644853379472403,0.0935063920364226,-0.2118997602999837,-0.3746062837532733,-0.027070419500411846,0.024397235414973482,-0.0025073135090644383,-0.37591845409439617,0.36075111669745,-0.03006092037590594,0.21239214441426665,-0.3365628020407716,0.4180819197988337,0.161885388243504,0.11675716966483714,0.34921538180519746,-0.13052410503567896,0.2562067257139596,-0.15018761430597782,-0.43683548224747576,0.12049853260878697,0.052337219856267055,0.2362139783627286,-0.3980149931356976,0.10001507663182226,0.06041205063339684,0.19966075919032317,0.2876307045880504,0.2778667284155244,0.38784113872422565,0.5115977767577535,0.2087130771222343,-0.4293399585433663,0.1596450535878075,0.29297913105669476,0.4659532083819203,0.09920733708269007,-0.3566993630705336,0.3211541292830699,-0.1827673489188679,-0.17654176929643214,-0.1502303857642533,0.5426398270852371,-0.05866228094572638,-0.3511264237340102,0.602037998343002,-0.020671622448049307,-0.2501987632596831,0.4224598932587082,-0.10766191280127038,0.08324583317234972,-0.256402396956185,0.32698933595096086,0.2539270996019625,-0.2242487673438327,-0.32334341925909654,0.2783166875414306,0.14791966028433204,0.5517463568228896,0.12051856752540024,-0.027273178952967533,0.43932443214786226,-0.2842024529225523,-0.1678817194276543,-0.29048966468274834,0.38168847207471407,0.13290769143081055,-0.2092491277988024,0.08134119496153785,-0.35790544323864026,0.2788353403727716,-0.0789452550416345,0.2909993907787566,-0.3680996543970291,0.13591794166767976,-0.09518143454691275,-0.0008901963337418829,0.0905597265156398,-0.30923523186273316,0.04155414902157481,-0.057891638928955415,0.47582745549904015
Precentral_R,-0.005856139391181173,0.61173367653117,0.6388007632759122,-0.01645266626837239,1.0,0.6438268702760335,0.8063692541562247,-0.1328205986869264,0.3260277401489564,-0.2884748590744327,0.568632558511855,0.7755485290118708,0.5995278456839276,0.35466152493933584,-0.09240878581747457,0.634272316618028,0.5202001515441972,0.546343367544774,0.014468287461857665,0.8065889512879243,0.3310938622291149,0.3559069538946564,0.2827244956608826,0.6766548453719958,0.036630762803318895,0.31972939730825717,0.5896135566194765,0.8222772767620556,0.45674205226004777,0.3810973643056018,0.27132423739499795,-0.029233040500049264,0.5546911432815848,0.012705277794304855,0.5589388695535101,0.11846548888748706,0.2547327825548395,0.7419415345907143,0.7311990378317189,0.20406467059466363,0.30523055105986224,0.5041989589993845,0.5890101712855614,0.4247311187574602,0.5083248629494589,0.4464582023089811,0.8266476822691131,0.19357055147928762,0.7306921601545351,0.43698014538581337,0.5866672817262023,0.09011904560472997,0.7133666171326488,0.8297103695080761,0.6967661989418186,0.747632063726697,0.39126816838313605,0.46495087983348293,0.09944013455624952,0.2713714905930734,-0.06798500860621155,0.002766852519639508,0.6626562177172872,0.5623329061037687,0.803946638406948,0.025724901053891757,0.6928845368701788,-0.1983337826492018,0.6038284687717843,0.6157463423427545,-0.005142953583310201,0.8100427676478287,-0.13282628491852913,0.3147875769174604,0.5217926932376861,-0.04451087558953249,0.26026618393897816,0.7148407518081619,0.5456342421095305,0.19396114835758058,0.6006859991452589,0.5709180318826897,0.28009449902948347,0.22817731409144873,0.7333859090699226,0.6536128307424697,0.2708839717368511,0.616353224165568,0.5306014579855955,0.33054489857705077,-0.025761948855810637,0.05238751431154574,-0.07902009534744175,0.16790833387978119,0.7816821429652119,0.49496008988464746,0.533263140708162,0.3223888133374835,0.3863278226199872,0.7061038606779385,0.7547406527230985,-0.08517152700216546,0.20953764218322163,-0.4012947905044284,0.7489148578918646,0.7512872992481753,0.337241713624451,0.5077002594711258,0.4950841385669189,0.3091848677845671
Insula_L,0.4049918794248195,0.18008386008815477,0.7774794942196971,-0.09217145848340752,0.6438268702760335,1.0,0.6783994390338537,0.30414249253961917,-0.15855594387691777,0.22835673607459847,0.49546757397987196,0.6470857751879827,0.19679283021386626,0.5749624905817888,0.06403798880869754,0.6705373968889997,-0.05777053120356177,0.7618335732936896,0.46142434925650355,0.5365100850148182,-0.10578095841959308,0.3784393147950547,0.4591577689969058,0.3561638328673455,0.52601826660432,-0.12823825046378212,0.2852171508345649,0.5586229791176551,-0.08106453734920269,0.2594900998637353,0.5055605461029393,0.3368957050650859,0.6286229711250744,0.014455504865963092,0.438830021216799,0.5529513913701842,-0.21885266636471074,0.5087958008599389,0.4985383643740443,0.5704232657914915,-0.13938561354420925,0.02245093796685715,0.11308326442687477,-0.07665271717923196,0.5142721776084836,0.10699443414704234,0.6245387474409492,0.3903264296582813,0.5137876819468589,0.42804390365087214,0.19851408615069804,0.4894081263240684,0.3332818479930315,0.6445451174081994,0.4270516936095519,0.4393181254783511,-0.12289708345594655,-0.044697323170038945,-0.290016376951737,0.532294623310161,0.3761297805556026,-0.04629222347602003,0.12617246240800353,0.08626578372526357,0.636624963948937,0.44799439482378445,0.30400333048358763,0.11072082449055105,0.7285246796845308,0.6297713839566136,0.04143970042692043,0.6121622877661583,0.40218710621090836,-0.060681891712705695,0.33469017168352466,0.574252723914923,-0.2827278207840019,0.5109590561825378,0.5083036095787536,0.491665005099781,0.16362881845497415,0.11722909227856024,0.5361481817978327,0.4856603918825338,0.23962462578493202,0.30014700414975204,0.17646954585499275,0.3583912394526655,0.2024235455175755,-0.09688611535437035,0.38750397231411954,0.2923158240158283,0.4360596590206076,-0.1415923406959783,0.4737074267725316,0.48577484586413533,0.28726415649593906,0.5106713833434319,0.0641833288872331,0.5672100404136492,0.37565319771268674,0.29637205715785697,-0.2090516823710517,0.051206228015746647,0.4551776006770551,0.7109502666220375,0.4446297572785131,0.17069922051288708,0.3799066706723955,-0.05203161666018047
Thal_PuM_L,0.19601334984404892,0.4406349427793589,0.7473333244505296,-0.04891625133266752,0.8063692541562247,0.6783994390338537,1.0,0.044096830728333855,0.16564045935698837,-0.10704498687528932,0.557007244249334,0.8229490976201496,0.4278426932972966,0.3904493416768192,-0.07784097153483814,0.6415596398638608,0.37669085133584007,0.5310010117932491,0.06800149423969232,0.7745015698573163,0.19160459298862878,0.3558737110404956,0.36803562922723826,0.6423348563587281,0.11438389285909178,0.25578630523134716,0.4877840248449532,0.7403297913800627,0.30103649363231527,0.27548418162378485,0.32469818606267753,0.09807903749715978,0.5002054407163111,0.07011512101971336,0.6440163009957718,0.26215771475435623,0.1188246474633402,0.7057036689009516,0.6836230158527967,0.29093943636722563,0.17364096317871613,0.3942668866118718,0.5267054712378686,0.2778328316908735,0.47825689016113243,0.3354130172432033,0.8138304699699352,0.3408549615967374,0.6487141752080016,0.331462034170963,0.47088510805145234,0.19372016080745977,0.6381055398900594,0.7704908812673184,0.5913695188757675,0.6333269070832853,0.3349007402116236,0.26731983700426487,-0.020225263130177716,0.2216016419761037,0.0977994927331923,0.020105799025587144,0.4469257354938455,0.45633989055854846,0.7178448311234462,0.17236142613581507,0.5095860534767924,-0.07126949077827038,0.7107994096309823,0.7127576574609781,-0.07400463978146846,0.815970698922954,0.07567182346730782,0.1493428288811794,0.6167626756037045,0.09653131171671052,0.13661407660874997,0.7269358505832362,0.5931473467408499,0.3865727392779268,0.4561179864519484,0.47102362282497656,0.39474420624161627,0.30933182561476263,0.5456426009438919,0.6000915473003811,0.10272338946651685,0.6069530106569243,0.49819801629083044,0.11597996114532137,0.12356397704477547,0.14035480575748913,0.06599728184421443,-0.0043624078787186825,0.6474653634645358,0.5377901759015028,0.4903719794119348,0.4286958495679255,0.2395640116232172,0.7607603343420952,0.5959482120718052,0.08630101849910801,0.09134611138251855,-0.2823129819550061,0.7300518722030546,0.7446301367549968,0.41801524641009014,0.43792714796673593,0.38707364204421074,0.11380509027105651
Vermis_10,0.7957368220767848,-0.7560944775153464,0.20622919368396125,-0.4067805106627597,-0.1328205986869264,0.30414249253961917,0.044096830728333855,1.0,-0.6899506572739633,0.8075126097327162,-0.08747097186937379,0.21777943937330513,-0.7520323559655624,0.5966356909963517,-0.09124708416938132,0.3249894905817401,-0.7576400103090284,0.1608827013730835,0.4258412148389389,-0.26418171618546094,-0.7035103945888981,0.38179462681808246,0.79611401440826,-0.21873569388752367,0.5486922563836479,-0.11606348635048143,-0.1962032031189861,-0.2597407142787859,-0.8308878440858568,-0.37738729211906163,0.6925484489081688,0.8692962458460781,0.3481740124923602,-0.09808659605351461,0.06771794438461891,0.6815069918023441,-0.741393232938041,-0.010902879491980733,-0.23883590487506692,0.7956481067880601,-0.602639266842806,-0.4118965186946612,-0.29762660058685253,-0.7852302411990513,0.17392402570097076,-0.5310149432439318,0.17416435678811365,0.7614825774350674,-0.371468599098206,-0.2643438404849389,-0.6565199162247087,0.7910174018276517,-0.19577058300055322,-0.16087176628329902,-0.3302448261427322,-0.5710331484054304,-0.6000356512027584,-0.8570179997354023,-0.5532207756060181,0.2785592276670798,0.8765101259428302,-0.20295712234354188,-0.7440470152433419,-0.6736021580816971,-0.06556403701616136,0.925052362737827,-0.691410449813093,0.6010982862180416,0.3434263430882864,0.3339378199603707,-0.1462997016991246,0.04209255639465289,0.8509694665199669,-0.6397315545303086,0.02999981340009988,0.7835811377732136,-0.7521075057062108,0.015465097545929177,0.08096379298078638,0.6747755039160834,-0.5123277439671606,-0.6740841414721068,0.7300312797473424,0.7809734166531127,-0.6737480537836132,-0.14410164895456715,-0.4685248427908804,-0.1211465179572204,-0.008044934759576449,-0.7407809379235123,0.6408223629156812,0.7307496708619603,0.6390664985910853,-0.9188293270104125,-0.31265875226088125,0.3335266489982531,-0.3274139237065639,0.7869995544355208,-0.7631660745067562,0.1521244365629585,-0.551374365801136,0.9586037434582354,-0.4003338781322947,0.42351394552758376,-0.11489366218404953,-0.12880282195789214,0.27927444913762367,-0.07337440260429913,-0.055881753154581014,-0.8167185504692337
Olfactory_L,-0.5341935492399483,0.6885866210816474,0.014258265240930304,0.5227590478358695,0.3260277401489564,-0.15855594387691777,0.16564045935698837,-0.6899506572739633,1.0,-0.6098819811407542,0.22249427682689366,0.07126970797455834,0.7192662938285119,-0.2555936296966392,-0.1351178113100956,-0.04341977372569668,0.7776057116848502,0.040398568410603464,-0.4620559399107988,0.3386202592258139,0.7881526636993323,-0.09661996932926342,-0.36877468006341313,0.372740954338364,-0.48547639326456626,0.292285996236672,0.41179703178114413,0.47767902715262867,0.7779890701718498,0.16891031417503724,-0.3183659070709038,-0.5849375079823083,0.04662034354059711,0.023088389281235095,0.14583741632827538,-0.4782220619949819,0.6744695353186666,0.33558578034280556,0.4452861100149716,-0.48469535154033505,0.9286982821170305,0.6140187488108685,0.4868734143281949,0.8662449688822624,0.0300598257532989,0.7646084475945871,0.16060634045763325,-0.48927693018273644,0.4433148605808252,0.15733682143521854,0.6889774511893965,-0.5448596157376175,0.47153264126353095,0.27555225744816986,0.5094900404893844,0.5602573938219974,0.7324664328493735,0.7994241908350196,0.5739761440300936,-0.12199045868305929,-0.7078461350528659,0.10009878480503029,0.746015830271843,0.7774071059491746,0.37735468123323085,-0.6094464893895759,0.6412039890781976,-0.464362997734478,-0.0450146989605017,0.058387189132108205,0.1376936332457986,0.22607176778066185,-0.6919627480036743,0.7103614638428737,0.2798251696294682,-0.6495310728532561,0.7197449074923266,0.22453819378682122,0.2733624329455634,-0.2909101364233357,0.7621856326095847,0.761355817540781,-0.3772598994774242,-0.41165611862847024,0.7263380120603328,0.5111743491769121,0.4033425085918405,0.413597904286934,0.23508648676092983,0.5489463586474083,-0.5827864697607151,-0.4225258120905168,-0.6707515069243419,0.5986883445255883,0.5149105638498291,-0.07232831653062688,0.491289204766093,-0.365570349618974,0.6059231331911816,0.12351018118507812,0.6668854547772938,-0.6112613836275346,0.44675232633457124,-0.47376719245721005,0.35155058751948814,0.3708036749979328,-0.24590293038569452,0.3352703061078166,0.2107118723602334,0.6623937549279485
Cerebellum_Crus1_L,0.7188708945180856,-0.6464292173407616,0.14695390085460677,-0.21569599794252967,-0.2884748590744327,0.22835673607459847,-0.10704498687528932,0.8075126097327162,-0.6098819811407542,1.0,-0.048837804652684,0.07475511747063547,-0.7186791820001202,0.39030723922393096,0.10785896476470083,0.18761324844836821,-0.7727222180149736,0.09498068320419069,0.533313680380765,-0.28350719333374025,-0.5875854109235237,0.21436797062383103,0.5414925238765825,-0.27286576405817914,0.5782173530932279,-0.3200539199178018,-0.294179031815469,-0.3088649605636453,-0.7766115637594461,-0.4086740270042669,0.5506162938186846,0.7139496037286653,0.1976790936070241,-0.12789258602057765,0.037720984690663366,0.6265907703155408,-0.6763806833141669,-0.09039738483974522,-0.326555985407065,0.6712635829580662,-0.5589649569694044,-0.564748917279236,-0.46406537762993705,-0.7266477452554937,0.17346739002247025,-0.42684624275935884,0.025364418675085335,0.5099857520696167,-0.35427756063586585,-0.22939553978452687,-0.593362218166596,0.6791335768946491,-0.22857377502283732,-0.16861300348965244,-0.3781136294830084,-0.4955515568280588,-0.6113456744915103,-0.7440471526302357,-0.4382070863336043,0.2604992210123553,0.8057335140735425,-0.01615416534570514,-0.6609216840158706,-0.6115282803123986,-0.16974545811610636,0.7864195598481853,-0.584877580428977,0.6299271348307217,0.2986713520618753,0.2069938240968293,0.0463746764629524,-0.07356937159128396,0.7907250598589154,-0.5849650282949291,-0.06726003192884775,0.7575821691764565,-0.7449569992919203,-0.12796011514325226,-0.035582369465297345,0.5489420611418085,-0.5739471566326231,-0.5946907279804307,0.5086152932888197,0.6021888514857112,-0.6424250703482912,-0.26230219087315343,-0.3260555844307567,-0.23143574214946774,-0.29137988095660405,-0.630235379310046,0.6789576908928631,0.608952108422061,0.7095866642957804,-0.7322054178635662,-0.3542901476877887,0.26722026349237765,-0.31504682265813716,0.5299725656341548,-0.5309888432061535,-0.02228591508766978,-0.5912166060786724,0.7651956956506437,-0.3146273557874893,0.6078810916998053,-0.23951505648991314,-0.16147562283316028,0.2034350264279689,-0.2998518963631641,-0.04544665228851527,-0.7346734503869875
