,Temporal_Inf_R,Thal_MGN_R,Insula_L,Olfactory_L,Heschl_L,Cerebellum_8_R,Temporal_Sup_L,Thal_PuA_L,Cerebellum_10_R,Postcentral_L,Cerebellum_7b_R,Cerebellum_Crus1_L,Cerebellum_10_L,Precuneus_L,Temporal_Mid_L,Cerebellum_6_L,OFCant_R,Insula_R,Thal_MDl_R,ACC_sup_R,Lingual_L,OFCant_L,Amygdala_L,Fusiform_R,Thal_LGN_R,Cerebellum_Crus2_L,Temporal_Sup_R,Rectus_R,Thal_PuL_R,N_Acc_L,Red_N_L,Thal_LP_L,Frontal_Sup_2_R,Frontal_Inf_Orb_2_R,Caudate_L
Cerebellum_7b_R,-0.4284462029170859,-0.02522787111603654,0.2594900998637353,0.16891031417503724,0.04940685815914383,-0.25846955121002013,0.20733270784527805,0.1537544619153779,-0.3584410763684117,0.2738697012110265,1.0,-0.4086740270042669,-0.40256540089870957,0.13845305218658235,-0.03939366186919113,-0.2971262891447728,0.2821726935939379,-0.1210149586563015,-0.1547311751642135,0.2204513455384154,-0.17769278854832327,0.41584539569627726,0.3580720541583506,-0.3008651149756881,0.009433332561450633,0.06513930100376929,-0.288138547687001,-0.0005174867822828237,-0.050982823200045206,-0.0723765918393761,0.1275685163072928,0.15759430728764873,0.5119101096658915,0.37542569732499925,0.3195376038919074
Cerebellum_Crus1_L,0.608952108422061,-0.2998518963631641,0.22835673607459847,-0.6098819811407542,0.1961220283880467,0.8057335140735425,-0.16075983029183286,-0.048837804652684,0.7047064404823462,-0.11248268444411776,-0.4086740270042669,1.0,0.6004097602706348,0.17346739002247025,0.39030723922393096,0.7864195598481853,-0.5849650282949291,0.5249056124080381,0.5489420611418085,-0.3781136294830084,0.5299725656341548,-0.711787403920884,-0.7266477452554937,0.5506162938186846,-0.294179031815469,-0.01615416534570514,0.5414925238765825,-0.4382070863336043,0.5218071652438165,0.3206287227696477,0.31446768437080486,0.2986713520618753,-0.6755667387362458,-0.49495709601849497,-0.2362621673885108
Cerebellum_10_L,0.7542948926185357,0.18193676503940817,0.27770470492623206,-0.4549659346502323,0.2971627874699662,0.7086818322869958,0.24152588507996672,-0.017409207777405143,0.9450755745235639,0.2715215646324531,-0.40256540089870957,0.6004097602706348,1.0,0.13545318833277065,0.6344620275714248,0.8088526050405994,-0.4953756355924413,0.6132389304716722,0.6751702623938021,-0.18342580989537305,0.8325456359020525,-0.5565900819971403,-0.5712907924548281,0.7174491603550094,-0.004308749388632324,-0.2556724234670134,0.828436685750607,-0.40910917407461433,0.5762020399565578,0.2869466746854859,-0.14930117571258228,0.3444970675536236,-0.6691257317581296,-0.35175475180900007,-0.04794193254940561
Precuneus_L,0.25208559396247987,0.11845215171127185,0.5142721776084836,0.0300598257532989,0.6095310913735277,0.16869787580734827,0.471694494098851,0.46012368027770234,0.18402772142114301,0.5099647373012388,0.13845305218658235,0.17346739002247025,0.13545318833277065,1.0,0.6146252735729677,0.4093931061933261,-0.1282389464007466,0.36713307012546254,0.35079257692770377,0.5042610280215878,0.5470577152718965,-0.0315429106134605,0.03678129924869296,0.5234357342753979,0.3733728230224872,-0.11442000889727183,0.4890881824736077,-0.07950659852609583,0.6843078925868242,0.3245618082732034,0.2514976080049242,0.6743185792702466,0.17798006123182888,0.14169825278953233,0.6224697336411136
Temporal_Mid_L,0.5766016609231401,0.13825708820281568,0.5749624905817888,-0.2555936296966392,0.5264448045624318,0.4794741733097716,0.6354653267694197,0.2729217431013515,0.6421457136460642,0.4815758658474524,-0.03939366186919113,0.39030723922393096,0.6344620275714248,0.6146252735729677,1.0,0.7512224062275102,-0.3283418293089396,0.5935070679239107,0.48847061564991645,0.20053583749181153,0.8489572762519313,-0.19515039956116426,-0.3090375499165123,0.781232485792007,0.1533333012691146,-0.3090536855944141,0.7811814195338249,-0.27909693358818416,0.705500252422104,0.4218773360830595,0.08748349242995722,0.5852259315828121,-0.23947122504850915,-0.12487806749521957,0.3775202761559807
Cerebellum_6_L,0.7189882168966852,-0.018243231097832314,0.44799439482378445,-0.6094464893895759,0.40888022312243966,0.8443266173841099,0.20956993545627306,0.12211534426671129,0.881075556720253,0.20767502795940346,-0.2971262891447728,0.7864195598481853,0.8088526050405994,0.4093931061933261,0.7512224062275102,1.0,-0.6043662129197251,0.7009607893529703,0.6371616699308167,-0.11478139863014536,0.8680335168998229,-0.5971104743967157,-0.7190390333686673,0.8058107559208179,-0.047063080738897534,-0.22438206655329163,0.8328049232290056,-0.4876829684232288,0.7387340955218105,0.3703058168070587,0.20913311403931148,0.4826109279205729,-0.6429887928996351,-0.4098395319414302,0.018245282386279527
OFCant_R,-0.41097488394831316,0.2722911367402578,-0.060681891712705695,0.7103614638428737,-0.052051931352820754,-0.6258403042176874,0.1895565971565487,0.18703482616850667,-0.5367787054776065,0.21764832402695936,0.2821726935939379,-0.5849650282949291,-0.4953756355924413,-0.1282389464007466,-0.3283418293089396,-0.6043662129197251,1.0,-0.19493301654557865,-0.2991629784420789,0.4114265963224779,-0.4330935546024124,0.8258424463053587,0.6749780224730737,-0.3671811557160624,0.2552896023010012,0.22459820860217075,-0.36131848910609615,0.5710352480266294,-0.4364569662095727,-0.24937486280515203,-0.2551822024805018,-0.0833975725558631,0.7217348262993841,0.7746647360450141,0.20389594047415555
Insula_R,0.6273472948936517,0.19837233834876225,0.7465022878907946,-0.4038804361230468,0.682684576892542,0.6664416661885039,0.4370114384042017,0.3154512088137886,0.7092975578973074,0.48668084253633004,-0.1210149586563015,0.5249056124080381,0.6132389304716722,0.36713307012546254,0.5935070679239107,0.7009607893529703,-0.19493301654557865,1.0,0.6947923686991715,0.1573971228698066,0.7206976139545844,-0.3488227618772749,-0.4225181315168813,0.7133114435119775,0.1753215287714842,-0.05001598698550577,0.7921831491382012,-0.3615531758131053,0.6208129266081595,0.4620122575036709,0.23286111447150054,0.628892501651005,-0.262423044600566,0.06151417568820718,0.20727664592967254
Thal_MDl_R,0.608647616696562,0.19447509089196255,0.491665005099781,-0.2909101364233357,0.5043457689260968,0.6331485298612044,0.2900585539954685,0.1214689383947435,0.7068632301698289,0.3923605122791748,-0.1547311751642135,0.5489420611418085,0.6751702623938021,0.35079257692770377,0.48847061564991645,0.6371616699308167,-0.2991629784420789,0.6947923686991715,1.0,0.05345647349935474,0.672092392292183,-0.4383578897438215,-0.350207582826817,0.6085892342356449,0.11874347832578021,-0.0053648219304188996,0.7109297354785743,-0.3531311917316602,0.6509537700729289,0.37828219166738664,0.07300457750344042,0.6090535638642461,-0.3487088931877354,-0.06060124399039032,0.20914976809381144
ACC_sup_R,-0.06002264528272741,0.46792965603878717,0.4270516936095519,0.5094900404893844,0.4842884452512645,-0.31919143510024145,0.5260558733582614,0.4911918618663376,-0.20896831258960655,0.5822748942765218,0.2204513455384154,-0.3781136294830084,-0.18342580989537305,0.5042610280215878,0.20053583749181153,-0.11478139863014536,0.4114265963224779,0.1573971228698066,0.05345647349935474,1.0,0.12513712767894408,0.5251402385775623,0.5164396340228944,0.20667922490420793,0.6710255293444906,0.0768615942666958,0.13078511752732794,0.32436607485151,0.22801320681730947,0.14875423966398607,-0.07332494623534645,0.4412129096361132,0.6098349197559197,0.6492749410432023,0.7474261380063728
Lingual_L,0.6999805733464997,0.24917988995934282,0.5106713833434319,-0.365570349618974,0.5534590026638686,0.664156022908231,0.5159071211110007,0.21116809465152683,0.8459161397760597,0.5239216211817218,-0.17769278854832327,0.5299725656341548,0.8325456359020525,0.5470577152718965,0.8489572762519313,0.8680335168998229,-0.4330935546024124,0.7206976139545844,0.672092392292183,0.12513712767894408,1.0,-0.4212809291428629,-0.43787758343325034,0.8278212485954813,0.16751588584507202,-0.24826868523660772,0.9358432487252241,-0.38091179539392317,0.7851972586261787,0.3758028364044406,-0.019456736512219016,0.6143487399238745,-0.412083213701313,-0.16452862996619544,0.3080729237059563
OFCant_L,-0.4569736513707732,0.2680786139632171,-0.043375749050690096,0.7000413294264428,-0.07731696009931296,-0.6891756191783952,0.3140507429774143,0.23308597698147573,-0.6433222675833822,0.2182460971191176,0.41584539569627726,-0.711787403920884,-0.5565900819971403,-0.0315429106134605,-0.19515039956116426,-0.5971104743967157,0.8258424463053587,-0.3488227618772749,-0.4383578897438215,0.5251402385775623,-0.4212809291428629,1.0,0.6938886887387865,-0.34794393540253865,0.2994627199218651,0.16383498059043283,-0.419847188430802,0.6079192526226996,-0.3802435997992521,-0.2029046870041434,-0.22723055898152777,-0.11307314272583467,0.7613151271419032,0.707474368862459,0.32170542938315655
Amygdala_L,-0.5586593236805047,0.2957703985519586,-0.07665271717923196,0.8662449688822624,0.014537953991305263,-0.7547082195207196,0.26826793316862396,0.18205742191110513,-0.6707012111179662,0.3004379966861939,0.3580720541583506,-0.7266477452554937,-0.5712907924548281,0.03678129924869296,-0.3090375499165123,-0.7190390333686673,0.6749780224730737,-0.4225181315168813,-0.350207582826817,0.5164396340228944,-0.43787758343325034,0.6938886887387865,1.0,-0.43663091622651923,0.3975897599541965,0.1053182567872151,-0.45155133019544325,0.5447504401980737,-0.36623953092868383,-0.07021325128017238,-0.19507873492798564,-0.0124961598957,0.7897971661545723,0.6676518051551604,0.4763694652059243
Fusiform_R,0.853242946563497,0.23103594930943505,0.5055605461029393,-0.3183659070709038,0.5328290607574578,0.5853134058566422,0.4050389252677262,0.2707137654031993,0.7452694186071039,0.3779721887630198,-0.3008651149756881,0.5506162938186846,0.7174491603550094,0.5234357342753979,0.781232485792007,0.8058107559208179,-0.3671811557160624,0.7133114435119775,0.6085892342356449,0.20667922490420793,0.8278212485954813,-0.34794393540253865,-0.43663091622651923,1.0,0.3563220379794508,-0.16838073104178491,0.853791493901664,-0.17738228053336466,0.7070934311428796,0.44926542702378097,0.015623120247091591,0.5381452325775492,-0.3617775061538245,-0.11366306271836707,0.2469959388594447
Thal_LGN_R,0.14877835634688755,0.6450030576637508,0.2852171508345649,0.41179703178114413,0.3535218536005558,-0.24944270961534518,0.4471364061688015,0.5454555845506203,-0.06522213408949736,0.5072336907199398,0.009433332561450633,-0.294179031815469,-0.004308749388632324,0.3733728230224872,0.1533333012691146,-0.047063080738897534,0.2552896023010012,0.1753215287714842,0.11874347832578021,0.6710255293444906,0.16751588584507202,0.2994627199218651,0.3975897599541965,0.3563220379794508,1.0,-0.008834427209711447,0.2023138156245097,0.3717096951008526,0.11650771110218569,0.10564982943071496,-0.1358673192128469,0.32205423484748025,0.39025817224387704,0.4498181422870992,0.5797617830825872
Cerebellum_Crus2_L,-0.024221221731674132,0.07406440903973661,-0.04629222347602003,0.10009878480503029,-0.041525925597403104,0.007818101039595458,-0.13597391968783598,-0.014927025905030474,-0.25947392758213567,0.03846584483321805,0.06513930100376929,-0.01615416534570514,-0.2556724234670134,-0.11442000889727183,-0.3090536855944141,-0.22438206655329163,0.22459820860217075,-0.05001598698550577,-0.0053648219304188996,0.0768615942666958,-0.24826868523660772,0.16383498059043283,0.1053182567872151,-0.16838073104178491,-0.008834427209711447,1.0,-0.22222375745472414,0.25378474275848456,-0.11973991707272173,-0.13034786128609838,0.06506972215246128,-0.030395393122147948,0.2520110950277286,0.20223798893072,-0.030646014354451568
Temporal_Sup_R,0.7583477919368317,0.2812729942755559,0.4591577689969058,-0.36877468006341313,0.5645395605721937,0.6567266561661971,0.4583314506941242,0.1858409170125578,0.86363236911726,0.4738956952967365,-0.288138547687001,0.5414925238765825,0.828436685750607,0.4890881824736077,0.7811814195338249,0.8328049232290056,-0.36131848910609615,0.7921831491382012,0.7109297354785743,0.13078511752732794,0.9358432487252241,-0.419847188430802,-0.45155133019544325,0.853791493901664,0.2023138156245097,-0.22222375745472414,1.0,-0.30413063898903897,0.7839628799746012,0.41242220330746476,-0.056028904581436986,0.5887276219070794,-0.43150189975853454,-0.11112575846835689,0.2599233392963515
Rectus_R,-0.14676265232229693,0.2236970926966972,-0.290016376951737,0.5739761440300936,-0.14053509329405225,-0.5389188651130699,0.08220595941175285,0.10717688617759367,-0.4905274870201624,0.04537354272033345,-0.0005174867822828237,-0.4382070863336043,-0.40910917407461433,-0.07950659852609583,-0.27909693358818416,-0.4876829684232288,0.5710352480266294,-0.3615531758131053,-0.3531311917316602,0.32436607485151,-0.38091179539392317,0.6079192526226996,0.5447504401980737,-0.17738228053336466,0.3717096951008526,0.25378474275848456,-0.30413063898903897,1.0,-0.31695150173476244,-0.3073852615343501,-0.3213546036628368,-0.1666302204096047,0.5096730459387141,0.4254261065952507,0.1483569766210139
Thal_PuL_R,0.5698834126423689,0.04795346551119558,0.5394660401529503,-0.3400838085986781,0.6239243494277946,0.5830354803587977,0.34239397506973024,0.1904054181223786,0.6399258697563761,0.41966839328935995,-0.050982823200045206,0.5218071652438165,0.5762020399565578,0.6843078925868242,0.705500252422104,0.7387340955218105,-0.4364569662095727,0.6208129266081595,0.6509537700729289,0.22801320681730947,0.7851972586261787,-0.3802435997992521,-0.36623953092868383,0.7070934311428796,0.11650771110218569,-0.11973991707272173,0.7839628799746012,-0.31695150173476244,1.0,0.4091646152805058,0.1457845568136813,0.7159081457141817,-0.28994048566570196,-0.07793286986925367,0.3964593295453506
N_Acc_L,0.30079109981046814,0.017132916657277956,0.4744049278567832,-0.07220194914232181,0.43879395554450723,0.35681181777846727,0.3175493922062416,0.16493337757485252,0.3268442893845625,0.259710148682163,-0.0723765918393761,0.3206287227696477,0.2869466746854859,0.3245618082732034,0.4218773360830595,0.3703058168070587,-0.24937486280515203,0.4620122575036709,0.37828219166738664,0.14875423966398607,0.3758028364044406,-0.2029046870041434,-0.07021325128017238,0.44926542702378097,0.10564982943071496,-0.13034786128609838,0.41242220330746476,-0.3073852615343501,0.4091646152805058,1.0,0.22368627429063606,0.37015012818277343,-0.12540338301392356,0.02118298313809562,0.28357153533558316
Red_N_L,-0.11674305916547813,-0.36759167544042554,0.3850588611344074,-0.31888919171371616,0.3151727929083184,0.3186321374910605,-0.057601105635196985,0.17492256045214497,-0.04368607486949563,-0.04257115603173453,0.1275685163072928,0.31446768437080486,-0.14930117571258228,0.2514976080049242,0.08748349242995722,0.20913311403931148,-0.2551822024805018,0.23286111447150054,0.07300457750344042,-0.07332494623534645,-0.019456736512219016,-0.22723055898152777,-0.19507873492798564,0.015623120247091591,-0.1358673192128469,0.06506972215246128,-0.056028904581436986,-0.3213546036628368,0.1457845568136813,0.22368627429063606,1.0,0.24811155969439191,-0.03446003640516319,-0.16173063466361498,0.01733688551034664
Thal_LP_L,0.31402213132231266,0.2506558811745929,0.7285246796845308,-0.0450146989605017,0.7288443666532527,0.36543199506951396,0.5269422282404362,0.5107123441884578,0.38747829953443136,0.6927960468932365,0.15759430728764873,0.2986713520618753,0.3444970675536236,0.6743185792702466,0.5852259315828121,0.4826109279205729,-0.0833975725558631,0.628892501651005,0.6090535638642461,0.4412129096361132,0.6143487399238745,-0.11307314272583467,-0.0124961598957,0.5381452325775492,0.32205423484748025,-0.030395393122147948,0.5887276219070794,-0.1666302204096047,0.7159081457141817,0.37015012818277343,0.24811155969439191,1.0,0.11145967342937411,0.23078116441095642,0.59471379183078
Frontal_Sup_2_R,-0.5047501828399218,0.26071087204104865,0.11960004009740159,0.6806600785606455,0.14565439556260296,-0.6428293172010892,0.35084366002926387,0.3457771608905565,-0.7248888152537442,0.42446823425568075,0.5119101096658915,-0.6755667387362458,-0.6691257317581296,0.17798006123182888,-0.23947122504850915,-0.6429887928996351,0.7217348262993841,-0.262423044600566,-0.3487088931877354,0.6098349197559197,-0.412083213701313,0.7613151271419032,0.7897971661545723,-0.3617775061538245,0.39025817224387704,0.2520110950277286,-0.43150189975853454,0.5096730459387141,-0.28994048566570196,-0.12540338301392356,-0.03446003640516319,0.11145967342937411,1.0,0.7924494142020252,0.5549564462520353
Frontal_Inf_Orb_2_R,-0.2511311355932904,0.37512312706065104,0.2706886135358248,0.6350495879858136,0.28473377690613494,-0.41362105489396256,0.4028682430893864,0.32148610127864613,-0.39839312902122825,0.5380149578628047,0.37542569732499925,-0.49495709601849497,-0.35175475180900007,0.14169825278953233,-0.12487806749521957,-0.4098395319414302,0.7746647360450141,0.06151417568820718,-0.06060124399039032,0.6492749410432023,-0.16452862996619544,0.707474368862459,0.6676518051551604,-0.11366306271836707,0.4498181422870992,0.20223798893072,-0.11112575846835689,0.4254261065952507,-0.07793286986925367,0.02118298313809562,-0.16173063466361498,0.23078116441095642,0.7924494142020252,1.0,0.5572089717537622
Caudate_L,0.025193420332619607,0.4107345907972615,0.49797709918603567,0.4247791973611551,0.542625271321481,-0.13894228454099983,0.6679531935134748,0.5107644999211098,-0.08986407517413161,0.7432354012315485,0.3195376038919074,-0.2362621673885108,-0.04794193254940561,0.6224697336411136,0.3775202761559807,0.018245282386279527,0.20389594047415555,0.20727664592967254,0.20914976809381144,0.7474261380063728,0.3080729237059563,0.32170542938315655,0.4763694652059243,0.2469959388594447,0.5797617830825872,-0.030646014354451568,0.2599233392963515,0.1483569766210139,0.3964593295453506,0.28357153533558316,0.01733688551034664,0.59471379183078,0.5549564462520353,0.5572089717537622,1.0
