,Thal_LGN_R,Frontal_Sup_Medial_R,Thal_LP_L,Lingual_L,Hippocampus_R,SupraMarginal_L,Cerebellum_10_L,Frontal_Sup_2_L,Fusiform_L,Olfactory_L,Amygdala_R,Insula_L,Supp_Motor_Area_R,Vermis_8,Occipital_Inf_L,Precentral_R,OFCant_L,Parietal_Inf_L,Thal_Re_L,Parietal_Sup_L,Parietal_Inf_R,Raphe_M,VTA_R,Olfactory_R,Vermis_10,Frontal_Sup_2_R,Thal_VPL_R,Cerebellum_7b_L,Precentral_L,Angular_R,Cerebellum_6_L,OFCant_R,Temporal_Pole_Mid_L,Supp_Motor_Area_L,ParaHippocampal_R,Cuneus_R,Thal_VA_R,Cuneus_L,Thal_MDm_R,Vermis_6,OFClat_L,OFCpost_L,Calcarine_R,Cingulate_Mid_L,Thal_MGN_L,Pallidum_R,Amygdala_L,Occipital_Sup_L,Cerebellum_9_R,Temporal_Pole_Mid_R,Vermis_4_5,Thal_MGN_R,Frontal_Inf_Orb_2_R,Thal_PuM_L,Thal_LGN_L,Thal_IL_R,Hippocampus_L,Calcarine_L,Thal_PuM_R,Thal_AV_R,Temporal_Inf_R,Thal_PuA_R,Thal_VL_L,Cingulate_Mid_R,Thal_PuL_R,Occipital_Sup_R,N_Acc_R,Frontal_Inf_Oper_R,Paracentral_Lobule_R,Cerebellum_Crus2_L,Thal_PuI_R,Temporal_Mid_R,Cingulate_Post_R,SN_pr_L,Red_N_L,Pallidum_L,Thal_LP_R,Thal_MDl_L,ACC_sup_L,Raphe_D,Precuneus_L,Thal_MDl_R,Thal_VA_L,Red_N_R,OFCpost_R,Temporal_Sup_R,Cerebellum_Crus1_R,Temporal_Inf_L,Thal_VL_R,Postcentral_L,Thal_PuL_L,Caudate_R,Frontal_Inf_Orb_2_L,Frontal_Med_Orb_L,Vermis_1_2,Vermis_3,Lingual_R,ACC_pre_R,VTA_L,Occipital_Mid_R,Temporal_Sup_L,Cerebellum_9_L,SN_pc_L,Vermis_9,Precuneus_R,Temporal_Pole_Sup_R,Thal_AV_L,Vermis_7,Paracentral_Lobule_L,Putamen_L,Postcentral_R,ParaHippocampal_L,Rolandic_Oper_L,Cerebellum_6_R,Parietal_Sup_R,Cerebellum_10_R,Rolandic_Oper_R,ACC_sub_L,Thal_VPL_L,Cerebellum_Crus2_R,Fusiform_R,Thal_MDm_L,OFCmed_L,Temporal_Mid_L,SupraMarginal_R
Thal_LGN_R,1.0,0.4365414727512402,0.32205423484748025,0.16751588584507202,0.7693655427722985,0.17076777399969467,-0.004308749388632324,0.5273613803330395,0.47371018259002284,0.41179703178114413,0.4052776984423758,0.2852171508345649,0.518700827573072,0.3173681914056852,0.3238212673562691,0.5896135566194765,0.2994627199218651,0.187987208712474,-0.03049189600239144,0.39841403220804184,0.3295301193976155,0.47732013229824627,0.15814670538002268,0.4155947642426265,-0.1962032031189861,0.39025817224387704,0.7387991035309049,-0.2126403726245654,0.5064674642091633,0.005172631425854731,-0.047063080738897534,0.2552896023010012,0.1671864527786247,0.39018324714898955,0.7418208427822435,-0.1118164448528889,0.4407548746539713,-0.09846675889513375,0.5724142423518176,0.10166768117194074,0.1852783676934023,0.2060379286639083,0.008561253650771984,0.5689663362237629,0.6009832215702856,0.3215619828296566,0.3975897599541965,-0.11236885251610161,0.04532283378775719,-0.15542257423132647,0.052400965166052055,0.6450030576637508,0.4498181422870992,0.4877840248449532,0.7183695717498189,0.7997863260165281,0.7693288928475622,-0.05129469367165992,0.6153790004071393,0.3907892874156308,0.14877835634688755,0.6011341098948993,0.548549479487164,0.5608373319679284,0.11650771110218569,-0.19547036390821843,0.3361949121959335,0.28909263210359526,0.44056117804914224,-0.008834427209711447,0.5724061431744089,0.1760963420886542,0.10755114160571978,0.41386046182685443,-0.1358673192128469,0.4614035374685388,0.1722825713871261,0.4860342976238358,0.5925142693103345,0.4573205971728355,0.3733728230224872,0.11874347832578021,0.45945975365473196,-0.12088804744716045,0.015049924738898936,0.2023138156245097,-0.29101418117016886,0.4923550017930208,0.45108722829369835,0.5072336907199398,-0.03161251764089193,0.5417892491709555,0.384770995041922,0.023225168350834012,0.7270495464429894,0.6977712426087794,0.21158360854147384,0.4656197601874672,-0.1462593894387418,-0.21069902771233281,0.4471364061688015,-0.10165432620469353,0.21417367546635013,0.16634666918246163,0.29950182516916746,-0.002652032641596432,0.3367045561841368,-0.40238193711136816,0.3436206067683353,0.4873452774014655,0.49395844914571935,0.7353471862613002,0.22269010229559844,-0.14499414295572396,0.5063552082537837,-0.06522213408949736,0.38425121120362066,0.3173733764923332,0.5214735017580742,-0.1236371226786334,0.3563220379794508,0.47499850972156615,0.02664719592330429,0.1533333012691146,0.2384567010469237
Frontal_Sup_Medial_R,0.4365414727512402,1.0,0.15186242949647102,-0.41160693122406694,0.7467891946278679,0.13380717963860186,-0.5994487297005301,0.9636236689890124,0.01904721830536015,0.6885866210816474,0.7441006333800145,0.18008386008815477,0.6732966143964495,0.6699849886795334,0.7449872594049876,0.61173367653117,0.6902518547359698,0.13017046692741693,0.043242237276328845,0.11473807590912592,0.04002239517009277,0.41976301849548475,-0.17352663391449358,0.620576633974664,-0.7560944775153464,0.9377629170156688,0.48121489710362786,-0.5132611540902311,0.49003009540508424,-0.5419362975826597,-0.6406692348056497,0.7231688492740309,0.2477474918828062,0.6224852583842283,0.7362278824838026,-0.5174634979443096,0.7963160907696097,-0.5478775097293354,0.3338778935500001,0.15698558469318127,0.7389065653169448,0.5168250497879351,-0.39733270865763765,0.6284274598508961,0.16029843465263635,0.505781110339118,0.802872364931744,-0.39061374159160045,-0.3264294167642742,-0.46949373455531124,-0.5525674690865888,0.3077449884264225,0.8091870869666686,0.4406349427793589,0.10027343348668799,0.41734161435207096,0.48127967908246955,-0.4857165724263066,0.6431556885155723,0.19535462117133792,-0.4666306873539683,0.26642736617931084,0.5079215798209816,0.5832741987658251,-0.3013283771459658,-0.4524481015704543,0.277705777363202,0.5511033938594643,0.4710151207523431,0.25783973483966005,0.43338773446496415,-0.45798657026811224,0.06329776265834597,0.8006431092071357,-0.047435736731971774,0.6639852314831973,0.03980966943809574,0.21827131969902763,0.7039984354115074,0.5379267071432344,0.11298843543251551,-0.267433229342963,0.6592260246078836,-0.43972458403079867,-0.014237935532707852,-0.42730782966403863,-0.648676663511186,0.48415175923923714,0.12715378663445356,0.45549783229456065,-0.41177714543648086,0.8516960144623937,0.8839445009474017,-0.44372220440093774,0.46754562856619747,0.6283117015102105,-0.46578001474497593,0.8719946709805629,-0.5986300378484455,-0.6698014713589415,0.3096812943935226,-0.6916866729858376,0.6008347848036373,0.704127993893429,-0.001452336869594563,-0.41975072481913694,0.7108256382798747,-0.41857058124348706,0.33313276082599075,0.7919362659683014,0.3776305807888021,0.6601125629534743,0.23328212226235726,-0.719344133731865,0.24743980447806976,-0.670903337990991,0.3640429826787601,0.44493929346930977,0.3258027614542181,-0.43063911633286295,-0.3492339160727278,0.2952615484233562,-0.10330613502024374,-0.3040712710454221,-0.07586369821497985
Thal_LP_L,0.32205423484748025,0.15186242949647102,1.0,0.6143487399238745,0.37382730082430277,0.7190823538099326,0.3444970675536236,0.24777625716116666,0.611372189183254,-0.0450146989605017,-0.038043704295864525,0.7285246796845308,0.6058697451234786,-0.16107010984616257,-0.1314695509033911,0.6038284687717843,-0.11307314272583467,0.6997043587323151,0.04515944677981934,0.578917394328319,0.7109984792341708,-0.02118637089103203,0.4651616834770416,-0.03822920738769355,0.3434263430882864,0.11145967342937411,0.5969493193907104,0.12933858685723504,0.6623059169409188,0.5447687151209163,0.4826109279205729,-0.0833975725558631,-0.3305692361153697,0.6119362697020099,0.16086377464036697,0.4359524464699877,0.025770637979967606,0.4791680485779146,0.54856433444512,0.21924932928237986,-0.16931440445554588,-0.08979045753572067,0.5945743600023211,0.6811009421330821,0.2800548057891355,0.24136767696180386,-0.0124961598957,0.4414957626832024,0.5013980896994533,0.15457881695298675,0.5607395669592615,0.2506558811745929,0.23078116441095642,0.7107994096309823,0.394553272839822,0.47473107180139323,0.6301196357032686,0.5863386037811211,0.5908783458135118,0.06859572058637221,0.31402213132231266,0.5953329516483238,0.6407178377234881,0.7204636109814382,0.7159081457141817,0.36596672680281767,0.37999711035704786,0.5155362567961518,0.7386157556968089,-0.030395393122147948,0.32082872131496465,0.5990763462553212,0.7355540185269962,0.15364138107000122,0.24811155969439191,0.16414627385420505,0.42522758435452335,0.571744119046377,0.48853368845866224,0.07427438107817833,0.6743185792702466,0.6090535638642461,0.02042019938184635,0.3453489609871645,0.26096412280159875,0.5887276219070794,0.1958638648260636,0.3411250691968438,0.7678885813586652,0.6927960468932365,0.4654030542944169,0.22955334861625779,0.10787458549959919,0.24466634846250943,0.44535908186939027,0.4769950430872974,0.5865148212010605,0.1424313343882541,0.4147799906004307,0.43148464627797856,0.5269422282404362,0.33698585547476023,0.3278121346104318,-0.2506756792512901,0.6935070831433359,0.4811695590477037,-0.03329772491743524,0.001463267161349783,0.7545307395622147,0.33927352051148024,0.7381295716324651,0.21070105453091914,0.4914017206981298,0.3937674372781091,0.4958331750452655,0.38747829953443136,0.6145556932965132,0.2760062864848116,0.6564194862296902,0.24888560779735006,0.5381452325775492,0.7236523226683138,-0.1204824955237878,0.5852259315828121,0.7216338012612638
Lingual_L,0.16751588584507202,-0.41160693122406694,0.6143487399238745,1.0,-0.005750597595549352,0.6477834575552986,0.8325456359020525,-0.3107785180651585,0.6923001793984835,-0.365570349618974,-0.44845096033867654,0.5106713833434319,0.27780877924101244,-0.47797836896306567,-0.5543795963293511,0.3223888133374835,-0.4212809291428629,0.572262885892755,-0.00420940165548063,0.47628084667912285,0.6762077101628191,-0.1611302220362567,0.6294840792293074,-0.29444218846119774,0.7869995544355208,-0.412083213701313,0.3129736596970296,0.3697877252651447,0.433755147307478,0.8059208384327757,0.8680335168998229,-0.4330935546024124,-0.4226300318944723,0.23194926022442144,-0.12532942750450954,0.5774424666195841,-0.32709480759885207,0.7472260050903444,0.46030569043711794,0.05815556583478278,-0.566450965130627,-0.34330530944633253,0.8822906246841962,0.2735680999927561,0.36978499394578634,-0.0767359704781044,-0.43787758343325034,0.49417161382291336,0.7414197645209989,0.41256597159678815,0.8502160954570549,0.24917988995934282,-0.16452862996619544,0.4286958495679255,0.4209832548631494,0.2869486405921365,0.397014427068829,0.8222436627667346,0.17478976481553252,0.17343332374658024,0.6999805733464997,0.4150870352709682,0.2940664818019082,0.34514270308076916,0.7851972586261787,0.3976569889336876,0.2047453783794918,0.20723005490408913,0.5049029536058274,-0.24826868523660772,0.07659628117038325,0.9210683920143522,0.522965965425621,-0.2788939899800559,-0.019456736512219016,-0.22794061246258326,0.3496223340874448,0.5234174822512884,0.03250849535428088,-0.045428650103185586,0.5470577152718965,0.672092392292183,-0.27909251707700694,0.39063110684965807,0.27687111143366877,0.9358432487252241,0.5222962673186843,0.13426372156870606,0.6276822960434565,0.5239216211817218,0.7527358885035913,-0.2631789377592764,-0.36962984161804474,0.5675723314645985,0.2948562805423752,0.13044912746415888,0.9420833787440711,-0.3148915767461168,0.7121357014256531,0.6803261640078854,0.5159071211110007,0.8091768506779823,-0.057591940319760074,-0.7094982166430889,0.6787847934526546,0.6946456329418229,-0.3074930509227331,0.08575610436784345,0.5894071739832383,-0.045801130659453126,0.5873548221253532,-0.026949363220527548,0.36710203795494517,0.7960961848219267,0.3576339499452816,0.8459161397760597,0.4317051413111057,-0.056470864307204834,0.49342820269603616,0.45958234497041095,0.8278212485954813,0.45502887761536903,-0.004358516705925423,0.8489572762519313,0.783890339951841
Hippocampus_R,0.7693655427722985,0.7467891946278679,0.37382730082430277,-0.005750597595549352,1.0,0.2940260759115015,-0.3287563502936337,0.815043970669892,0.47451172782798595,0.657477614994211,0.6305192398072116,0.35249024324660344,0.7360505609479308,0.5087007252343492,0.5091461203590418,0.7350530848254774,0.5846252982971709,0.36920322109965714,0.04825792784639266,0.5352736580110343,0.4234751879794947,0.46960209948499615,0.1269336839124772,0.6407134595394026,-0.505044629887263,0.7429137540406803,0.7720559206037019,-0.4081280621397656,0.5715733355390491,-0.14464011304552493,-0.2878356374125013,0.4875158727712108,0.21356606189920774,0.6279040134887961,0.9137557446537792,-0.19229736973247039,0.7178235761095343,-0.23481873317815943,0.511956504685326,0.2995590982775955,0.5093456139728073,0.3097807467314417,-0.0857237271969239,0.7513129217191007,0.5135318540486901,0.5099847912067292,0.7027675085783501,-0.0951381671989576,-0.1317488336834948,-0.31589904193146195,-0.1730186654521262,0.47481066861473814,0.6910133752197051,0.5930382441808056,0.6202696801449928,0.7555499896155461,0.8430827477027242,-0.16181773285586015,0.8178051277612348,0.2821523762152122,-0.17005970659070185,0.5696437845310228,0.737146684181361,0.7345836445833256,0.07448374111212706,-0.18821419300659048,0.40515067090697315,0.5259819432179564,0.6168807547553948,0.07121163093812372,0.6537942002464034,-0.012003608890776086,0.2465362111262767,0.7130568615930706,-0.03949319278547535,0.6773083192228027,0.15732361566788858,0.4104553014585513,0.8333580412911492,0.5904693023398158,0.512059804405232,-0.08235522356923466,0.6231801709537105,-0.3227825426752153,-0.012438446148546684,-0.018831078852804745,-0.5251194845379193,0.6944252374598614,0.4257766850638268,0.5914413166601372,-0.25235133677632593,0.8094301144386669,0.7227400164844916,-0.137795521223278,0.7827957511242546,0.8651571157507932,-0.007695135342830462,0.7232261563316047,-0.40438237350312106,-0.3752190154272129,0.539350619014346,-0.42250041228770163,0.44710950285815293,0.5056423883426922,0.337293132207612,-0.17598452375068588,0.5122325213931868,-0.45563673193213644,0.4434273694450229,0.7929662346773126,0.5838395352539878,0.8873090204540214,0.30177190676941995,-0.42886681714197206,0.659146997471179,-0.3843773131749533,0.5450573041419154,0.46313069937473594,0.6635733529228869,-0.36015155841537716,0.12118409083246998,0.4911926466419209,-0.12399660483929456,0.11830025260006721,0.20094855398362776
SupraMarginal_L,0.17076777399969467,0.13380717963860186,0.7190823538099326,0.6477834575552986,0.2940260759115015,1.0,0.37452746432168166,0.20696598449017076,0.5320581734900393,-0.04341977372569668,-0.05893845115979714,0.6705373968889997,0.6849256255189963,-0.09451069934919884,-0.17021590839989006,0.634272316618028,-0.010580072509654169,0.8464018798296365,0.049463268198294136,0.5473197562249963,0.6979861797961737,-0.03131669250932605,0.5672602185430511,-0.023973051643673672,0.3249894905817401,0.15438283292767646,0.46849494219333476,0.09366201155718186,0.7124772812465306,0.47188598441698093,0.45044397962385857,-0.0225538194732793,-0.383188413181645,0.6994548372223441,0.11390261269246219,0.3619335632398306,0.08537228633984216,0.44186735064166477,0.5479677143275937,0.17789875084967754,-0.07118954914529806,-0.020678881816606084,0.6593076853602847,0.667519752586095,0.3670164319259076,0.24797645301033064,0.013160755273682228,0.3442846315368087,0.44880391220220256,0.18491955603272303,0.46968202753832905,0.2445992335287665,0.35964080267800563,0.6415596398638608,0.3287684069300497,0.39394035270887434,0.5268308719136122,0.5585841072426122,0.489004787829281,0.13930582993413643,0.2599159574472283,0.43834805472840827,0.5892188267323671,0.7022088188594581,0.6398599493528474,0.28055264617374076,0.40520687660480315,0.685503575444207,0.7905622579930202,-0.04383682386088514,0.19864529501913047,0.5663818460554345,0.6539538978970041,0.21345904425334689,0.14692579656442617,0.12588850648360525,0.37945758220793896,0.5784763465664673,0.41188674163133654,0.16964604702828176,0.5866288705646425,0.5192064277519254,0.03464894476224456,0.20462176028299364,0.3646975665902923,0.5960532694027852,0.19551107456077144,0.2977129379577898,0.6506891195738166,0.7856056791239928,0.48264392827656954,0.20273315780235857,0.18980317302589347,0.2585092185813492,0.43972693769884275,0.42430585936550225,0.5448764889910485,0.16564547540031643,0.3608492849921797,0.3673968156133271,0.672973168891345,0.3416049476880437,0.33802750140188015,-0.23389699989581933,0.6625226597216652,0.45929902427569247,0.04624688494866371,-0.03558183057801301,0.7938308591722727,0.41098153650511837,0.7802474077594271,0.17639241720187782,0.5805884044479576,0.336884398425773,0.4196057838006533,0.36033378148931344,0.7508336066431779,0.1968743320279656,0.6289339832243824,0.24061005305388045,0.4290240958342372,0.5913102218459898,-0.0677197392886686,0.6049736689817892,0.838143193554045
Cerebellum_10_L,-0.004308749388632324,-0.5994487297005301,0.3444970675536236,0.8325456359020525,-0.3287563502936337,0.37452746432168166,1.0,-0.5551099168881741,0.4429198954886816,-0.4549659346502323,-0.5494393076573159,0.27770470492623206,-0.06718112410042988,-0.5853465480728316,-0.6728975939491298,0.032848601839550476,-0.5565900819971403,0.23963673414978795,-0.04402179838857954,0.0817445291203451,0.34542573804617055,-0.258871674548676,0.4439049648155424,-0.36138429422151364,0.8841725407387722,-0.6691257317581296,0.013183550873548713,0.5629139170139094,0.1928274500798807,0.666413354595451,0.8088526050405994,-0.4953756355924413,-0.3610310037942452,-0.09932594172817484,-0.36410071786301546,0.4433102176867802,-0.5344369833590844,0.672219765407063,0.34710063192706647,-0.22729999703953754,-0.6899891698444612,-0.3671817146264729,0.6977889194478303,-0.07978438154138828,0.19304475517016778,-0.15730310133261707,-0.5712907924548281,0.3325493141712883,0.7796383542730837,0.4369255945293331,0.777132341360236,0.18193676503940817,-0.35175475180900007,0.1992774681690713,0.17133703550588408,0.07929140156993358,0.09761189895976145,0.6699965251342296,-0.1749149571535538,0.10998541104536606,0.7542948926185357,0.19379288976685932,-0.014142702959380629,-0.005026947474483556,0.5762020399565578,0.2552758559262211,0.016893292595953107,-0.0507674455209402,0.17446756564584293,-0.2556724234670134,-0.10364756065418299,0.7593812003731575,0.2251018683466053,-0.4715433852593524,-0.14930117571258228,-0.37085965504892293,0.25201662588440527,0.46060535821236903,-0.2778791126958826,-0.10117853063535184,0.13545318833277065,0.6751702623938021,-0.3799044808708793,0.36598197258257736,0.2494597525447202,0.828436685750607,0.6359157556662508,-0.11634931334542163,0.3803036819276732,0.2715215646324531,0.7755743672638031,-0.49874267877530065,-0.5763737157322245,0.5441356425843911,0.07393009245169893,-0.14545066662142045,0.8198721699878154,-0.44869991958776156,0.7906324798211051,0.6481385699091476,0.24152588507996672,0.9101929162128886,-0.14515102835105445,-0.8945338222977607,0.34109841962543913,0.6691709878814368,-0.3483251851307065,0.16962416332336155,0.3242023857062035,-0.3383998102065222,0.29930833896307996,-0.24509380271122286,0.23147361347008166,0.8406344709695329,-0.046096816342103296,0.9450755745235639,0.16043722829306525,-0.23738884459995266,0.14990141729328418,0.6078811359400745,0.7174491603550094,0.28489707659454017,0.0778276634391226,0.6344620275714248,0.5827994474446988
Frontal_Sup_2_L,0.5273613803330395,0.9636236689890124,0.24777625716116666,-0.3107785180651585,0.815043970669892,0.20696598449017076,-0.5551099168881741,1.0,0.14673317353078935,0.6412039890781976,0.6974120838688462,0.30400333048358763,0.7266908342639553,0.6237022969612993,0.7066300935313945,0.6928845368701788,0.6554298027052735,0.23276756742882782,-0.014035525926163675,0.2502606588626913,0.16677269700223157,0.428286826742353,-0.1055802154431983,0.5739411759014651,-0.691410449813093,0.920462751103261,0.5790208985629073,-0.48357704304832794,0.5455235473219191,-0.41876893690529016,-0.5242444855362399,0.6491617384682516,0.26196358807266357,0.6817305578951589,0.7550889596359289,-0.3779628731170861,0.7635091952414281,-0.45817731671953277,0.4032881539698513,0.240726802214495,0.6952297070861782,0.5288428995930873,-0.30472932432279787,0.7284428039715584,0.23127525063305063,0.49225910756414787,0.7459005102296958,-0.2649314344646193,-0.2699111969147051,-0.3859039996274106,-0.4241655472884328,0.3247210940027554,0.7936356675240185,0.5095860534767924,0.23955565275794555,0.4865488289272658,0.6092271687997068,-0.3696782743363708,0.7292578022197402,0.18683649586756107,-0.4025289919136994,0.34854247020466045,0.6129882886927535,0.6747338168543825,-0.21555397765575687,-0.33573432168833195,0.3410910167463813,0.5606803900575787,0.5292793619992658,0.22541896539834191,0.4800440430044344,-0.35582020155375976,0.17654406994978308,0.8103477589788364,0.06167981826856313,0.6675935058519672,0.09626640704355667,0.2730017066547733,0.7801199509340885,0.48254740507407745,0.24324309016961562,-0.22616373534371567,0.6282798519002688,-0.31856592294113784,0.023190390020912263,-0.3386652735478968,-0.6097645254247362,0.5356432385975184,0.24295372968346365,0.5247960538244124,-0.3444174373729919,0.8416613996044449,0.8665103506242322,-0.3816172048922104,0.5291149555594077,0.7268793729357207,-0.350954424514297,0.844041992458757,-0.5469612228510775,-0.5841292494789072,0.3863402300342776,-0.632873794266071,0.5745899509161817,0.6827802546852763,0.11048002194072258,-0.3680316718720871,0.6289236553626265,-0.3603469322178772,0.40044303565842065,0.8106141235916707,0.4571511105822219,0.6924430973392303,0.31839893618615,-0.632074350676211,0.3698150452836761,-0.6188669767239238,0.44919767483374834,0.4908444281368368,0.4290749366248736,-0.4244413838676304,-0.22629761435369916,0.3879653565066298,-0.07322665895998577,-0.20592082842437276,0.00443843193025254
Fusiform_L,0.47371018259002284,0.01904721830536015,0.611372189183254,0.6923001793984835,0.47451172782798595,0.5320581734900393,0.4429198954886816,0.14673317353078935,1.0,0.04662034354059711,-0.11205800525043955,0.6286229711250744,0.40915523127519193,-0.23978799303373383,-0.17478781617515354,0.5546911432815848,0.04803620616298096,0.5207349824224338,0.02000508051971467,0.6505309451969599,0.6958636212101189,-0.023840930131772773,0.5835515070666151,0.0822568470013557,0.3481740124923602,0.01844920908556689,0.49507455899113595,0.16550471917007833,0.465928296923779,0.5984669516956871,0.567427960524871,-0.09669552489930622,-0.15897653585085242,0.33432288873888877,0.32272793307173087,0.4630932423525204,0.037809034591875554,0.4410991384796861,0.47528834471208997,0.391559222828725,-0.10867074496585896,-0.026120974906302063,0.5597616951216424,0.4901638473158534,0.36959573493346387,0.116132437577763,-0.04459843336032426,0.5296639668219665,0.48727457108620953,0.15253527940925662,0.6286787584179852,0.26175458495029885,0.17358272832270902,0.5002054407163111,0.5979967538655618,0.4594103868962705,0.7129891617534099,0.5731460465754661,0.41894254715120327,0.06743890991463361,0.4878442045538653,0.5778155187612305,0.5961546298316545,0.532619953901643,0.6221379254808583,0.3451451297408144,0.2829886882102692,0.23858108146396947,0.5658891801812849,-0.26103290408448154,0.3882376945240576,0.7161142034814665,0.4976625742473054,0.05586927639447571,0.03724012519420378,0.09150529439274865,0.22629182904495682,0.4775061601547444,0.41002254978373026,0.14993525605120028,0.6835452023922576,0.3790894622004193,-0.0626936942119326,0.18333262663646763,0.26147346639548336,0.6216518424430696,0.04465372262029215,0.5953891293556731,0.5621886139382986,0.5523720632132934,0.3650557178513441,0.07931710637417941,0.10534688768444664,0.4021781092370155,0.5709719925206663,0.5523700565812877,0.7364965438767247,0.034060199718473606,0.35510566592401577,0.36100275476756494,0.5937641750599599,0.3887177147636867,0.13088397258187917,-0.24260811605564342,0.6490364952001931,0.4126387273934397,-0.12607595088819948,-0.030146436399915728,0.5282625927974675,0.3280824211367038,0.5705233391686749,0.4022892774713745,0.543725743466825,0.4176860806740986,0.6533079704299005,0.4332235871816692,0.6150585887306622,0.23091757292414533,0.657340606633855,0.03636811870057825,0.7808855720817008,0.5388497474011548,0.0005053203411477308,0.8068791389532811,0.5670458373197278
Olfactory_L,0.41179703178114413,0.6885866210816474,-0.0450146989605017,-0.365570349618974,0.657477614994211,-0.04341977372569668,-0.4549659346502323,0.6412039890781976,0.04662034354059711,1.0,0.7881526636993323,-0.15855594387691777,0.40153267079847155,0.6744695353186666,0.5489463586474083,0.3260277401489564,0.7000413294264428,-0.08695785732244402,0.023088389281235095,0.023013145584219,-0.08465204999058003,0.44675232633457124,-0.09661996932926342,0.9286982821170305,-0.6899506572739633,0.6806600785606455,0.35155058751948814,-0.464362997734478,0.28858258077416293,-0.5448596157376175,-0.6094464893895759,0.7103614638428737,0.2172830637871789,0.2821821999261904,0.7643652357889154,-0.5918002702823472,0.7776057116848502,-0.5341935492399483,0.12351018118507812,-0.009504813186613162,0.6623937549279485,0.4033425085918405,-0.4260607049097325,0.27555225744816986,0.23508648676092983,0.5850159804765872,0.8662449688822624,-0.48547639326456626,-0.3772598994774242,-0.5249535667050856,-0.5843151583634494,0.3352703061078166,0.6350495879858136,0.16564045935698837,0.21736540626003345,0.413597904286934,0.37735468123323085,-0.5715886574423593,0.3386202592258139,0.292285996236672,-0.4225258120905168,0.2733624329455634,0.3708036749979328,0.28318139718730584,-0.3400838085986781,-0.5222131305628385,0.22734678539717199,0.372740954338364,0.22607176778066185,0.10009878480503029,0.48460329279650965,-0.41165611862847024,-0.20013276739506144,0.6889774511893965,-0.31888919171371616,0.7646084475945871,-0.24590293038569452,0.09618647125923627,0.4433148605808252,0.6140187488108685,0.0300598257532989,-0.2909101364233357,0.7324664328493735,-0.6707515069243419,-0.12199045868305929,-0.36877468006341313,-0.5964422413549118,0.462094984687017,0.058387189132108205,0.22730228645193729,-0.48927693018273644,0.761355817540781,0.7192662938285119,-0.3476071747579735,0.5111743491769121,0.5149105638498291,-0.4301432974093787,0.7774071059491746,-0.5849375079823083,-0.6919627480036743,0.2560516357228422,-0.6112613836275346,0.491289204766093,0.5986883445255883,-0.07232831653062688,-0.3838139673402268,0.690567669280638,-0.47376719245721005,0.07126970797455834,0.6668854547772938,0.16060634045763325,0.7621856326095847,0.040398568410603464,-0.6932138961721427,0.2107118723602334,-0.5748753858014529,0.13727331664279172,0.15733682143521854,0.22453819378682122,-0.41350374788882793,-0.3183659070709038,0.014258265240930304,-0.044155018677923825,-0.2555936296966392,-0.2050056095104862
