,Paracentral_Lobule_R,Red_N_L,Thal_MGN_L,Pallidum_R,ParaHippocampal_L,Temporal_Inf_L,Precentral_R,Angular_L,Cerebellum_8_L,Putamen_R,Cerebellum_9_R,Occipital_Mid_L,Hippocampus_L,Fusiform_R,N_Acc_R,Temporal_Pole_Mid_L,Thal_PuL_L,Thal_PuA_L,Vermis_4_5,Cingulate_Mid_L,Frontal_Inf_Orb_2_R,Thal_PuM_L,Occipital_Sup_R,ACC_sup_R,Cerebellum_6_L,ACC_pre_R,Cerebellum_3_L,Thal_AV_L,Amygdala_L,Parietal_Sup_R,Thal_MGN_R,Temporal_Mid_R,Thal_VL_R,Thal_MDm_L,Precuneus_R,Temporal_Sup_R,Cerebellum_10_R,Heschl_L,VTA_R,Precentral_L,Thal_MDm_R,Cerebellum_7b_L,Cerebellum_Crus2_L,Postcentral_L,OFCpost_L,Cerebellum_3_R,Thal_VPL_R,ACC_sup_L,Cerebellum_8_R,Insula_L,Thal_IL_L,Thal_LGN_R,Hippocampus_R,Precuneus_L,Rolandic_Oper_L,Thal_MDl_R,ACC_sub_R,Angular_R,ACC_sub_L,Olfactory_R,Frontal_Sup_2_L,N_Acc_L,Thal_LP_R,Thal_VA_L,Cingulate_Post_L,Caudate_R,Cerebellum_7b_R,Cerebellum_4_5_R,Cerebellum_6_R,Cingulate_Mid_R,Frontal_Med_Orb_L,OFCmed_R,Lingual_L,Thal_AV_R,Cuneus_L,Parietal_Sup_L,Pallidum_L,Cerebellum_10_L,SN_pc_R,Raphe_D
Paracentral_Lobule_R,1.0,0.017578238989642964,0.49402470188869335,0.40061450956013,0.48900734278523134,0.52265631029716,0.8100427676478287,0.35433287005846775,0.11705003337904513,0.7079494221928938,0.3270620778638495,0.11242246659099014,0.7175405708676509,0.36034657573225987,0.47053150300521346,-0.18819376102389648,0.28507005981982353,0.502256946414826,0.26783213305612186,0.8657947841232367,0.5199370554231972,0.815970698922954,0.05038627023267071,0.6334584816864173,0.2098422678114662,0.46539888671020974,0.3396477012858136,0.33136835141113835,0.30922495054261195,0.5673858855005554,0.42914881536869026,0.4174874347027206,0.6939664633036022,0.6373062214862946,0.7283940535591672,0.43540668028923213,0.12990723955612313,0.6556744897643754,0.4364979931622533,0.8569164585200127,0.6811967802296675,-0.07875265014131456,0.07297323338961076,0.893644061445457,0.0739531736548082,0.3114619451513418,0.7097913687659534,0.6306566115657863,0.11113745263875777,0.6121622877661583,0.5181058221281332,0.44056117804914224,0.6168807547553948,0.6845325622234425,0.4695846762111033,0.39775384073848674,0.43716914803479484,0.26732633193917654,0.29103227846059343,0.22972690580388527,0.5292793619992658,0.2063405650937215,0.3162218478253734,0.3108040847652135,0.6673050961826169,0.4968506222202268,0.2988262794537731,0.3285104770603015,0.07182796441130718,0.9120581985199149,0.14037705887909438,-0.06961109149243444,0.5049029536058274,0.3008540843266575,0.2639642621727261,0.5915665795109623,0.3651954718178634,0.17446756564584293,0.5460455953139324,0.39073900379709964
Red_N_L,0.017578238989642964,1.0,-0.21634555168687114,0.0012034333193752596,-0.29886637653916626,0.009201715940158704,0.024365282384121337,0.40630613613717986,0.4500012874194582,-0.08366833859894628,0.06449088768249982,0.5500333478160773,0.058340120805307906,0.015623120247091591,0.15349370852958427,-0.011887344150339032,0.07935549000735506,0.17492256045214497,0.24532337859854875,0.1615773664081437,-0.16173063466361498,0.10451782433615729,0.5819190744731422,-0.07332494623534645,0.20913311403931148,-0.14788507154983713,-0.21853592819605477,-0.3921919862023445,-0.19507873492798564,0.12962078971284924,-0.36759167544042554,0.02390669511732946,0.1661193937489032,0.2460539178225866,0.14489701920131887,-0.056028904581436986,-0.04368607486949563,0.3151727929083184,-0.0685235162490223,-0.029271233165055727,-0.07149244418434895,0.15056111753008733,0.06506972215246128,-0.04257115603173453,-0.04137915539010775,-0.13892919200032688,0.017588130788707506,0.11258262103284081,0.3186321374910605,0.3850588611344074,-0.34650108814512415,-0.1358673192128469,-0.03949319278547535,0.2514976080049242,0.2165875883580171,0.07300457750344042,0.16085221059659477,0.2910706710733519,0.1744699736111647,-0.29915888591110446,0.06167981826856313,0.22368627429063606,0.2537305409578588,-0.22486423515369983,0.1287874344949068,-0.06428441698228618,0.1275685163072928,0.2538162408588038,0.18397964010383908,0.10842617709462782,-0.053949930822278176,-0.013152312372498781,-0.019456736512219016,-0.416213524578371,0.2404726854848224,0.2239555216054548,-0.03237981745738489,-0.14930117571258228,-0.2546570470757039,-0.47461032328848063
Thal_MGN_L,0.49402470188869335,-0.21634555168687114,1.0,0.32706053674418367,0.5665187307355986,0.3206255875510136,0.5306014579855955,0.036411734119184504,-0.15267344142519437,0.4902989807731654,0.10134388205004471,-0.19766618308513567,0.5505853595096383,0.30817464447194154,0.2983194326021421,-0.03952158614168364,0.1512744571290654,0.3073697070336356,0.09885950789953299,0.4257592029397188,0.31837056259441093,0.49819801629083044,-0.206099671755921,0.5203190423005543,0.08774659245990725,0.2772438963185193,0.36122080447915417,0.3499153660616344,0.26682060238722904,0.3790510141948649,0.6470070149151689,0.3142051464591891,0.44530283127569803,0.3695090592369638,0.35035489294256,0.4031086913069658,0.10958755649043327,0.3059685832080176,0.3069610803946928,0.5171669328185025,0.5169027595196267,-0.1551725028845904,-0.06257210883076526,0.5603854416399526,-0.012271592297838158,0.28430426060170516,0.6173730051881613,0.3867728714916443,-0.08112655682245323,0.2024235455175755,0.6683513205468371,0.6009832215702856,0.5135318540486901,0.3179935616399801,0.14214264029233226,0.10141867687074446,0.27767493936027327,0.07370338577116547,0.17166170079589718,0.28367602324302554,0.23127525063305063,0.09963646291660211,0.20137310051742524,0.39219860469819395,0.2331298874444407,0.35283436860031214,-0.013235840146347341,0.16029571154131866,0.010041792832198594,0.4600932218977662,0.34068483400452315,-0.0670908924509291,0.36978499394578634,0.5926309357619131,0.061570505334401546,0.32899607528320934,0.2991863762263646,0.19304475517016778,0.4057317712541519,0.44479525524108027
Pallidum_R,0.40061450956013,0.0012034333193752596,0.32706053674418367,1.0,0.5232326275317238,0.3289185512585955,0.43235182003374767,-0.10925112611351177,-0.13929699632860354,0.5916782343993919,-0.09845133340864762,-0.16213765460813237,0.37992252889901157,-0.09605513446001997,0.5833449715433799,0.08393858661603566,-0.13520886559964193,0.08337417702560662,-0.2191066121062673,0.3923030767558689,0.5180658214948578,0.40204682918396656,-0.24272507189364978,0.45896169720783353,-0.2815320028449498,0.5644919895599625,0.48102742191338266,0.4347719894025491,0.6696302535520287,0.18163454221407432,0.3422247217402327,-0.10692161836696458,0.41079803761437195,0.37265425601716,0.08081748435627173,-0.05414630718202444,-0.24817870258011898,0.2859652772056458,-0.02102733708988761,0.43287069470940914,0.4081156500557167,-0.2016193572161517,0.09837521799133325,0.4112478336745557,0.16634995304524378,0.5048903856191405,0.4373797511742981,0.4947675057833659,-0.24964036580714907,0.19637574745897912,0.4115175646554549,0.3215619828296566,0.5099847912067292,0.1427910309472227,0.21317516378445456,0.06694810872752066,0.23175280712359222,-0.21245700938183432,0.25072954796444746,0.6373872051149015,0.49225910756414787,0.3173902804661206,0.21302795849527334,0.7049138586037823,0.28349303751081956,0.6566849837807374,0.08883964727900387,-0.18098404066292298,-0.32021666625594086,0.41027862295209355,-0.1419438744771763,-0.04902876191540537,-0.0767359704781044,0.1846001642159496,-0.17221758826541178,0.11758720011670178,0.8954158627143015,-0.15730310133261707,0.21101348578473744,0.4470777341891304
ParaHippocampal_L,0.48900734278523134,-0.29886637653916626,0.5665187307355986,0.5232326275317238,1.0,0.6269446897084731,0.6006859991452589,-0.2444775996435039,-0.45458005278850355,0.6092862722520043,-0.1655680949282548,-0.2828478362581152,0.7312742318972086,0.10511370706023396,0.3369901908472427,0.2358282843801735,-0.2792472765334073,0.40581580862835326,-0.2640326485699224,0.5562054575827928,0.6474633331709415,0.4561179864519484,-0.40144646677123164,0.7580745113715113,-0.3513093838871632,0.7190560805317183,0.8032156331825229,0.5980349615758214,0.7539912749661614,0.5163091103453934,0.5439641611055199,-0.04895820464535034,0.3105843058967026,0.35557894170000104,0.1842098287907673,-0.019729250071417275,-0.35037793789658794,0.3005557884266914,0.09268463701260861,0.47427433498259364,0.45060043317070303,-0.3942328867103918,0.042386394831682404,0.5043993955091722,0.3442957282548698,0.7924312901822327,0.6412726088010454,0.6650329948637885,-0.5477273317288419,0.16362881845497415,0.7495761297322394,0.7353471862613002,0.8873090204540214,0.30459950183960943,0.21516001875036295,-0.12059252226113212,0.1756379147369923,-0.2624687847571658,0.37914522520892163,0.784563881606666,0.6924430973392303,0.06320123275342973,0.011064022244611567,0.6670675744587289,0.20275237445764724,0.7599674445033159,0.16384280598975193,-0.13348179287309175,-0.46219754933959356,0.5501327620480413,-0.1070893732498818,0.09957514975358218,-0.026949363220527548,0.44581082042326897,-0.3439935478943326,0.34726896449385347,0.6851661945552113,-0.24509380271122286,0.20808885888206438,0.6495524140038192
Temporal_Inf_L,0.52265631029716,0.009201715940158704,0.3206255875510136,0.3289185512585955,0.6269446897084731,1.0,0.5362317306343983,0.04929165296060451,-0.3593943762795608,0.36139134179919014,-0.01332279558542591,-0.0815348771713196,0.6003271482006922,0.19851077149766605,0.32189284454532197,0.032480727132640594,-0.13794956074181164,0.4470992169409489,-0.02750281453326581,0.517968984733759,0.3812617428412988,0.5067818376503903,-0.08115947766740406,0.5845705696475244,-0.04834115998341308,0.46523232139782744,0.5120555892149247,0.3614062312422591,0.49448145269236843,0.5355541887055013,0.28087545282336146,0.12460743794573761,0.2611502970231956,0.272415550478246,0.37606557886943415,-0.005250282535353408,-0.20286439445891993,0.24576544059736288,0.28348217775727796,0.5084518610134439,0.26825827039177635,-0.23242172565563024,-0.05072521680097435,0.49213727140837155,0.11353220054315116,0.5124722980242655,0.5094773022756314,0.5533129848905562,-0.29643527430309624,0.3249170775000365,0.41598725575337164,0.4923550017930208,0.6944252374598614,0.45678014715559634,0.3536481116403183,-0.06773618883923754,0.24765038722966587,-0.01782822805881159,0.3350882353232431,0.46030758776102965,0.5356432385975184,0.11106530855246642,-0.03041729831374246,0.38824324237098534,0.23810203911687572,0.5262245873344542,0.33087698503140595,0.12059165196042579,-0.24113266130442532,0.5234416578863237,-0.028107104820881936,-0.17566781401203427,0.13426372156870606,0.13596974925579797,-0.15899776258951195,0.37200672551587505,0.4063370035309622,-0.11634931334542163,0.0333707768388612,0.3734477185735839
Precentral_R,0.8100427676478287,0.024365282384121337,0.5306014579855955,0.43235182003374767,0.6006859991452589,0.5362317306343983,1.0,0.11846548888748706,-0.025761948855810637,0.7311990378317189,0.28009449902948347,0.014468287461857665,0.803946638406948,0.27132423739499795,0.48391862807161906,-0.051257699360874744,0.19357055147928762,0.568632558511855,0.10659105431880454,0.8297103695080761,0.6566702332372446,0.8063692541562247,-0.13492280559885833,0.6967661989418186,0.025724901053891757,0.5623329061037687,0.45674205226004777,0.4122362981866884,0.4247311187574602,0.4950841385669189,0.5077002594711258,0.22817731409144873,0.6157463423427545,0.6388007632759122,0.49496008988464746,0.2827244956608826,-0.014372007320822625,0.5687213214673708,0.3559069538946564,0.8505029371982803,0.7061038606779385,-0.1983337826492018,0.002766852519639508,0.8846440383480586,0.2708839717368511,0.46495087983348293,0.7489148578918646,0.7306921601545351,-0.06798500860621155,0.6438268702760335,0.5890101712855614,0.5896135566194765,0.7350530848254774,0.5083248629494589,0.546343367544774,0.19396114835758058,0.3957599674766004,0.09011904560472997,0.43698014538581337,0.30523055105986224,0.6928845368701788,0.25483344137324965,0.337241713624451,0.39126816838313605,0.5589388695535101,0.5709180318826897,0.3810973643056018,0.20406467059466363,-0.10286806746685669,0.831760185403361,0.031142027290073843,-0.005142953583310201,0.3223888133374835,0.31972939730825717,-0.005856139391181173,0.4746072930943632,0.4464582023089811,0.032848601839550476,0.39341369150626365,0.5041989589993845
Angular_L,0.35433287005846775,0.40630613613717986,0.036411734119184504,-0.10925112611351177,-0.2444775996435039,0.04929165296060451,0.11846548888748706,1.0,0.5569021844253915,-0.07218552283950934,0.5302228843626489,0.800297814805536,0.23490432885162338,0.6383472586010918,0.1782562076435498,-0.33530186495424413,0.5273757595816785,0.13531327249622224,0.8275227471148215,0.25174810041964124,-0.30529481790400176,0.26215771475435623,0.8383966600661029,0.033967621100976154,0.7634875952434541,-0.4484909418125122,-0.5601157699359909,-0.653753439250573,-0.4841523505611305,0.5012328941600345,-0.18965535954102364,0.7453107016825845,0.4845464245766559,0.4138518283032051,0.6573332474490099,0.6661992407498516,0.6227101247424237,0.5696435413167881,0.4278461550956423,0.12886442997246678,0.19604140046315455,0.40439724444918324,-0.18599453411087244,0.20328328912390883,-0.4212750625669965,-0.5016810977671639,0.12328758230481476,0.05341439799369469,0.644962431464008,0.5529513913701842,-0.23085225492154698,-0.060254525999414006,-0.07810260350399092,0.6856801088742471,0.2819049943711603,0.5987955588034755,0.21542299137436421,0.9258225219557666,-0.02289205407242921,-0.3939772565412509,-0.326541013224016,0.47051040565954705,0.3911950956612245,-0.4903773116645766,0.2783786609567028,-0.3126311082364121,-0.08516966750585661,0.7816216493913783,0.7265892918420177,0.2996070425176049,0.4286299577289028,-0.138399181038576,0.7124850681279821,-0.3450111995834105,0.8665750643594067,0.6685357030429921,-0.2721443223331723,0.5307082033960584,0.22057923020744216,-0.3108619580590139
Cerebellum_8_L,0.11705003337904513,0.4500012874194582,-0.15267344142519437,-0.13929699632860354,-0.45458005278850355,-0.3593943762795608,-0.025761948855810637,0.5569021844253915,1.0,-0.03634696331943993,0.3762621200196762,0.520637354670193,-0.01668484822701288,0.4112140619424275,0.10697729790915986,-0.1185741040263504,0.48739225840809824,0.013227884656576684,0.66208897120808,0.06042481441592113,-0.27024651875158945,0.12356397704477547,0.5516917768173614,-0.28202727558594687,0.6133719184346672,-0.4226041988863643,-0.5569826387018306,-0.5318576910404135,-0.5856441691634036,-0.08350641763804635,-0.19555682703895244,0.4375788125836382,0.3388965275491158,0.2781117041259335,0.20494127098994577,0.4366045590970382,0.5081221260732037,0.38646799301018625,0.05450793939987519,0.028922915711122484,0.18043973170727215,0.4846430667203951,0.11171086102688689,0.08184361226526748,-0.1769815868678162,-0.5311184287996705,-0.03336295259006654,-0.1346037064693807,0.8129432644725252,0.38750397231411954,-0.2846509257982585,-0.20882792003318656,-0.34491354352048775,0.13997173248011488,0.2301211542999956,0.5200087581784169,0.2214246764457882,0.5337531542379875,-0.039306775570946785,-0.49103432883067055,-0.29228225911648636,0.3382951163050814,0.3417115338773982,-0.441228301529281,0.11484722650708847,-0.3828521577451748,-0.18858900373247403,0.5762552723832505,0.6796254890115839,0.05872246772322844,0.2600402535577322,0.015404400699691201,0.42607363728241604,-0.2254191115708421,0.6564990413501807,0.14313745037995285,-0.29003420279923353,0.405652000895978,0.1816186275526366,-0.5226508979503695
Putamen_R,0.7079494221928938,-0.08366833859894628,0.4902989807731654,0.5916782343993919,0.6092862722520043,0.36139134179919014,0.7311990378317189,-0.07218552283950934,-0.03634696331943993,1.0,0.060849187360255345,-0.1586421777335542,0.6478943466079116,0.11489033584798186,0.4586556374176338,0.005104621525579522,0.05650286972423815,0.4053346532261422,-0.08092199225915914,0.6992562872734277,0.7712476757291564,0.6836230158527967,-0.2751964729659467,0.6295499319758638,-0.1581357036413425,0.6706696579226827,0.5640009297694757,0.5959627662207144,0.5087599982301921,0.2347172787507894,0.5220865131703091,0.0680725968820727,0.5426697258034215,0.564658837773984,0.2848764464658166,0.20497219893805188,-0.1223948312593174,0.5555804453501348,0.11757379424678129,0.7297850907125668,0.666578542228952,-0.16778400587589884,0.20786064319084,0.7592922249107442,0.42012061554895447,0.5184989194008162,0.6678420902926043,0.6477141607314105,-0.16549781492973542,0.4985383643740443,0.6379619795035253,0.4825227994865704,0.63977797379398,0.27084764331276334,0.5342910453521398,0.21804839130012327,0.45378877309562604,-0.13523223423196135,0.5073566262419734,0.45274583663721946,0.66714929353383,0.14234912359592813,0.2730860986102613,0.5670474640378501,0.5399118135710249,0.6593306967036313,0.2317173582584941,-0.025852730153021312,-0.21328198086407477,0.7062641427913495,-0.07438053846890905,0.09616765164256602,0.16204355626814312,0.45008491933055167,-0.0744522143696303,0.23234656298583736,0.5706929245277992,-0.04271814963327501,0.47785166046327854,0.5061993968735112
