,OFClat_R,Paracentral_Lobule_L,Vermis_3,Cerebellum_10_R,Thal_PuI_R,Frontal_Sup_2_R,Thal_PuL_L,Supp_Motor_Area_R,Thal_IL_R,Thal_AV_L,Raphe_M,Thal_MDl_R,Frontal_Inf_Orb_2_R,Temporal_Pole_Sup_R,Thal_PuL_R,Cerebellum_7b_R,Cuneus_R,Cerebellum_3_R,SN_pr_R,Cingulate_Mid_R,Pallidum_R,Vermis_9,VTA_R,Frontal_Med_Orb_L,Hippocampus_L,Amygdala_R,Cerebellum_7b_L,Frontal_Inf_Tri_L,Red_N_L,Parietal_Sup_L,Cerebellum_Crus1_L,OFCmed_R,Angular_R,Temporal_Sup_L,Frontal_Inf_Oper_L,Thal_VPL_R,Cingulate_Mid_L,Vermis_10,Temporal_Inf_R,ACC_pre_R,Temporal_Pole_Mid_L,Cerebellum_4_5_R,Rolandic_Oper_L,Temporal_Mid_R,Vermis_8,Thal_VL_R,OFCpost_L,Calcarine_R,Cerebellum_4_5_L,Cerebellum_3_L,Cuneus_L,Thal_PuI_L,SN_pc_R,Parietal_Sup_R,ACC_sup_L,Red_N_R,Cerebellum_8_L,Caudate_R,Insula_R,Rectus_R,Parietal_Inf_L,Thal_LGN_L,Paracentral_Lobule_R,Supp_Motor_Area_L,Putamen_R,Heschl_L,Amygdala_L,Thal_MGN_R,Temporal_Sup_R,Thal_MDm_R,Temporal_Pole_Mid_R,Temporal_Pole_Sup_L,Rectus_L,Putamen_L,Cerebellum_Crus1_R,SupraMarginal_R,Thal_LP_R,Frontal_Sup_Medial_R,Thal_Re_L,Cerebellum_9_L,Thal_AV_R,Thal_PuM_R,Occipital_Sup_L,Cerebellum_6_R,Insula_L,OFCant_R,Cingulate_Post_L,Vermis_1_2,Vermis_7,Frontal_Inf_Orb_2_L,Parietal_Inf_R,Vermis_4_5,Thal_MGN_L,Caudate_L,Frontal_Inf_Oper_R,Thal_VA_R,Hippocampus_R,ACC_sup_R,N_Acc_L,Thal_PuM_L
OFClat_R,1.0,0.13974446791993064,0.20853962249078417,-0.30704587931977445,0.15697378417437674,0.5450071442908635,-0.28574116549514195,0.33148933228074023,0.27985307415510763,0.5823924943692231,0.3053544714465576,-0.10023816534514775,0.7504459008494109,0.1358381771296621,-0.2143278805073258,0.25871984535997444,-0.43584806523381614,0.4683448418778421,0.28859622040123006,0.262986622506604,0.29704554426706414,0.3988679805196187,-0.11273290548853224,-0.13348452643068734,0.2741848192165179,0.446409263731409,-0.27252968446600245,0.39231942195731995,-0.2160202200665835,-0.053408208153788606,-0.4592388055922324,0.19388069581545483,-0.43419766863550263,0.2799893149365782,0.16114230643587835,0.3001208535398868,0.3163791940432697,-0.4195655516386176,-0.17283270517288826,0.5335453449990307,0.0028462059224987754,-0.2996493501651312,0.31236387995781245,-0.21807874148192644,0.5505640215044784,0.050374580230621725,0.6143670282253803,-0.279776743316186,-0.25244316874490563,0.5169374756148828,-0.3577050793997652,0.2482969387746736,0.1710637384316453,-0.05846671754120076,0.3564726254175081,-0.3486348400355185,-0.28161237003043915,0.4079545437592111,0.09929451326538657,0.4618043736187965,0.034963968759166415,0.08980256713728474,0.22470518849507895,0.19325225761161222,0.6278539762884026,0.07931326115442122,0.45435704458783616,0.3149944780860979,-0.09394550096329028,0.24336190381328987,-0.24603331577772924,-0.22838981722401383,0.5207912521594682,0.548169797599692,-0.3792237835615785,-0.011306188848369808,0.003996633021092855,0.5155380049148278,-0.0007941631073444458,-0.3412467070161981,0.430743640940206,0.27554867102592584,-0.33932645315974125,-0.385345454294025,0.09244541064679627,0.8378095398152144,0.11721421905820727,0.32109169588381165,-0.31558380931631314,0.5398532095783114,-0.09473375418168088,-0.36616323282264046,0.28278760230862016,0.20753312340530883,0.2331355769669129,0.4775043052660686,0.4096707780784089,0.42145738737146876,-0.047809351759253965,0.20942373216583893
Paracentral_Lobule_L,0.13974446791993064,1.0,0.5092500595494449,0.2715266550523655,0.26755493649868184,0.2977568965441023,0.4453394185487641,0.8291245932235772,0.5105108430300744,0.2466008118328133,0.11390370753797575,0.4538508180282143,0.40829800718080667,0.3447393756241233,0.5337933169520527,0.25122015443617673,0.17116587134842398,0.12982437715669204,0.6025790583885455,0.8113410164162113,0.332627029675283,-0.1541101337313061,0.42776430248275765,0.15437971507323,0.6305811300347314,0.09329258401550838,0.06569567817526588,0.7175937315811867,0.06835903321216806,0.44287611118794373,0.07475511747063547,-0.10975598009287961,0.32193129677880933,0.6703313230285257,0.7883672843787118,0.6588192539278578,0.7519931928082716,0.21777943937330513,0.2634996540925707,0.3146352029456493,-0.2522995498674597,0.4219325091785017,0.5624209608283457,0.4683967415712495,0.0013748415306513186,0.6930155296077245,0.043903803010534447,0.5703342539400388,0.5260084908272593,0.16360104840906023,0.33582804213653034,0.48211132407496504,0.5800973256452263,0.36713885901715915,0.4696502055770951,0.14277307072014483,0.2632041403243568,0.3427762986778134,0.5387936033503559,-0.08140074711942573,0.7023273152669206,0.34906049179208704,0.9067167552359844,0.8193583925179659,0.6642498455115012,0.6501909416778864,0.14764741235590262,0.371296713471103,0.5174158168371582,0.6837484329974143,0.1325343898771414,0.21677628222241543,-0.00986709406954243,0.5411464312707169,0.1309880641538345,0.7152735335483287,0.3393458362532025,0.33313276082599075,0.029829869671977288,0.24640257482981479,0.2865557979700779,0.658834513584851,0.17425439425296993,0.2217322223286566,0.6470857751879827,0.09160839909065543,0.7285240772132072,0.5578716769811496,-0.15174436485729623,0.3073518572301546,0.626275823474327,0.38068844322565404,0.41294116374953543,0.6654756701431294,0.7063657019082109,0.2569231285939312,0.4434273694450229,0.42832320170994664,0.269487378964448,0.8229490976201496
Vermis_3,0.20853962249078417,0.5092500595494449,1.0,-0.20287997567678012,0.634718756107946,0.5789332745319046,-0.01013092169127293,0.7154729225082365,0.676796953357991,0.3588251753933841,0.28185247974132166,0.06418213011787458,0.6068184916323816,-0.08553815842082102,0.17105920650118214,0.2772882302468251,-0.015856407491860885,0.6307160140536228,0.5075991374699946,0.7524018108482677,0.45377212685853147,0.32312273281795806,0.2744404569262744,-0.07894826374219054,0.8367567932979718,0.47224749430633933,-0.2831219108178132,0.6964685908488596,0.07353380120589564,0.5654488835754555,-0.3542901476877887,0.030304054315699387,0.04161303322307255,0.5350656869880452,0.5938425304149108,0.7096799253531173,0.7548054794595301,-0.31265875226088125,-0.11769473277984387,0.627259647011989,0.11301058408287547,0.12076392919521017,0.4106698755409997,0.06475944143825674,0.2679942881774095,0.5069233317691979,0.22962116292105061,0.09554881398468458,0.27621262791364287,0.554585346971168,-0.07727743080562399,0.7048302399806837,0.244191953808002,0.6543971948494417,0.7541372610444469,-0.15857101482381414,-0.20482254449406634,0.6628812768874492,0.13990280429082394,0.11330894818366247,0.4540573105125077,0.5511127357814509,0.6213401020597132,0.6858495754383649,0.563265820826474,0.5298830774280375,0.5599522036485224,0.40430797991315526,0.09134174856752324,0.6006637096259219,-0.2150231266791432,-0.18638219018622315,0.31542914561693497,0.6925385846271289,-0.47047225441749074,0.32057915523518227,0.23209560854235123,0.6283117015102105,-0.029956934017123623,-0.2659552275859504,0.11910869059209901,0.7676267702708524,0.10001066042010269,-0.25751586474333904,0.4737074267725316,0.31397096327962803,0.44205967531719076,0.7459469839264675,-0.36451601399580963,0.6366791980397285,0.5005790872883621,-0.0013170622651238818,0.43434616312625574,0.7452731587756467,0.5074844265712543,0.545476902419884,0.8651571157507932,0.7662480686575535,0.22843330192542774,0.6474653634645358
Cerebellum_10_R,-0.30704587931977445,0.2715266550523655,-0.20287997567678012,1.0,-0.12900290563333217,-0.7248888152537442,0.7816226632600004,-0.12526194336380586,-0.0004478286704757662,-0.48525304157333005,-0.3680305565633356,0.7068632301698289,-0.39839312902122825,0.7751048039374668,0.6399258697563761,-0.3584410763684117,0.5585001179843369,-0.7804841562794524,0.13648745431366463,-0.029582688264440327,-0.24817870258011898,-0.9183391736465768,0.44651837991533455,0.5884876831179304,0.048597150669416715,-0.6232509372361538,0.5612137029371871,-0.1547137230720434,-0.04368607486949563,0.14899403053939592,0.7047064404823462,-0.1364661773355812,0.7558609099523002,0.15497361830512904,0.08145186382295615,-0.025167086790589523,-0.09204091134788128,0.9538892783034552,0.764944112485169,-0.5537292429614022,-0.4164494263727448,0.7629161400335919,0.19452356967608736,0.8142120636739281,-0.6604905194391341,0.39762108128152207,-0.4258056510753919,0.7385977593246486,0.7417999234945732,-0.732076862360098,0.7430748751395655,-0.2296002879574296,0.43523927571850984,-0.013979428951109705,-0.2943617949750974,0.5016233415718273,0.5081221260732037,-0.5825102742017793,0.7092975578973074,-0.4905274870201624,0.2729263261533301,0.13377777211582578,0.12990723955612313,-0.14192674375696027,-0.1223948312593174,0.3043320058935441,-0.6707012111179662,0.0867989998269199,0.86363236911726,0.27438316170465843,0.5155823469153359,0.7061342984981124,-0.6604183313747818,-0.4312617435280488,0.6699344680520797,0.5904294134144016,0.3116692195130635,-0.670903337990991,-0.04554405396656434,0.9452743685641043,0.015409203905660876,-0.1872396039428202,0.45959648643528006,0.9288746356119484,0.32665820249799504,-0.5367787054776065,0.10106915027121897,-0.026065432219942633,0.22175489389973965,-0.6609001306346379,0.3773434116547144,0.850343326729053,0.10958755649043327,-0.08986407517413161,-0.1401080933070614,-0.6380946986329045,-0.3843773131749533,-0.20896831258960655,0.3268442893845625,0.15235874460626392
Thal_PuI_R,0.15697378417437674,0.26755493649868184,0.634718756107946,-0.12900290563333217,1.0,0.3860227404819373,-0.1587033288790002,0.4312400032845602,0.5813095136141266,0.21716915855446844,0.23379454077671455,0.1058115693548179,0.40169427401717467,0.00523612771819438,0.14286408859493158,0.1425484199007641,-0.025973710044679674,0.47854857279417695,0.36323546782489385,0.4973602606390906,0.3429297700332485,0.2029638768862631,0.08180654372234457,0.024467490901044244,0.6088567202143098,0.3574890884880295,-0.28694714311465297,0.380441545804589,-0.08057345876049395,0.3941772647091004,-0.2180547996710869,-0.04515196793231287,0.02683168887089116,0.27300481490571493,0.2836887258084151,0.5667526808671624,0.4734779016208977,-0.20329939580684914,-0.0380199858208744,0.3983428249321383,0.05879809450672167,0.09906303772769,0.21996512227616866,0.08804928096033529,0.24446537379429703,0.4158041898854114,0.10491426810749883,0.035773842703108884,0.23143028905120464,0.38519381798954355,0.025767888679288403,0.6119900816758888,0.18143737199672177,0.4976933174804065,0.5780901792987782,-0.18042735722177813,-0.13075668219887096,0.5118053264122138,0.09564860992357418,0.1218780472766317,0.2804309226984125,0.49376745922822085,0.403110679110189,0.430177189167283,0.3622225281148195,0.3249144812901477,0.3825753640676989,0.36019791719815974,0.05624427220283919,0.3670117575693207,-0.16528439899694664,-0.1660010493923425,0.2283760676242098,0.41537098465842553,-0.2529246847970478,0.20000187235141106,0.1702139727782944,0.43338773446496415,0.023500152678784594,-0.15215812416521635,-0.03106764473498492,0.5356486020812088,0.04405183764097964,-0.15162221201633597,0.2644814056511346,0.22852060917880676,0.25959620990609333,0.5887321919548036,-0.2175944415285878,0.3629786448789628,0.36448952584872674,0.029571509432535528,0.306771276132583,0.4886294949362907,0.2801209041462146,0.3792277555983222,0.6537942002464034,0.6011567631746996,0.24203087185799307,0.4379100326281812
Frontal_Sup_2_R,0.5450071442908635,0.2977568965441023,0.5789332745319046,-0.7248888152537442,0.3860227404819373,1.0,-0.4901848531262854,0.6769241819037538,0.38734706140821673,0.6912492487502884,0.41225890960663597,-0.3487088931877354,0.7924494142020252,-0.4298201544275141,-0.28994048566570196,0.5119101096658915,-0.5120354231792827,0.8848786937161607,0.26338992478459616,0.5617523631268172,0.46212399003756366,0.7796569802746806,-0.12070252725201609,-0.4701518710120618,0.4428547832081031,0.7031279989158069,-0.5281887303420848,0.6508528468036968,-0.03446003640516319,0.1683351413782882,-0.6755667387362458,0.09905725318004005,-0.5372700850135912,0.35084366002926387,0.42041420810085534,0.4610340022043612,0.6054268083582113,-0.7960099556879509,-0.5047501828399218,0.8177377912144098,0.23348474765239302,-0.453644669569027,0.20554430954374983,-0.43624947987784835,0.7062303352880017,0.0847488492231303,0.509403851340509,-0.3802426691952374,-0.3575873867365284,0.869250317261559,-0.5685351195031808,0.5660588368723803,-0.031090403515994857,0.30578332434191047,0.6645914365547547,-0.4851720845160529,-0.42784437999988356,0.840520890144499,-0.262423044600566,0.5096730459387141,0.16089938887220007,0.146107138173021,0.44713172058451683,0.6062101976429323,0.6177377386026152,0.14565439556260296,0.7897971661545723,0.26071087204104865,-0.43150189975853454,0.2276726849470459,-0.46565496662545214,-0.5751012976946255,0.709689336376742,0.83202318273124,-0.6657762381641458,-0.09653003202319282,-0.04401508573634775,0.9377629170156688,0.09294207207299501,-0.7349913630568602,0.226472811032851,0.6191683698464785,-0.39231433458450443,-0.7511810719949213,0.11960004009740159,0.7217348262993841,0.28988118651865813,0.4315174523956035,-0.44372165409944236,0.8793109300185256,0.04738165758478673,-0.5840419833498894,0.18550094751725,0.5549564462520353,0.5881403710842831,0.8408137230418696,0.7429137540406803,0.6098349197559197,-0.12540338301392356,0.3564666363448031
Thal_PuL_L,-0.28574116549514195,0.4453394185487641,-0.01013092169127293,0.7816226632600004,-0.1587033288790002,-0.4901848531262854,1.0,0.11681138068013533,0.007569849514393526,-0.3026615787495474,-0.18175411208484288,0.5778218828851781,-0.22171143532164106,0.5550663249333104,0.5715508858560063,-0.26124545786561587,0.4892116628328488,-0.5832117459249939,0.17661311391515958,0.1647124733151891,-0.13520886559964193,-0.712956088320772,0.439359931611756,0.4016661053995911,0.15010946806044193,-0.47175898715669,0.3685990684446329,0.06447426649746747,0.07935549000735506,0.18343885522123432,0.5099857520696167,-0.19181016085972144,0.6375252049043498,0.27530114784659565,0.2607607887421058,0.1358531168533507,0.12089914760003125,0.7614825774350674,0.5454167521731933,-0.3319958825125987,-0.34586522598969455,0.6600347822738387,0.2733823697608831,0.6338945596391192,-0.48241803812799744,0.48151827940662195,-0.33151089457676625,0.703726342821496,0.6402797332911759,-0.5136641318505496,0.6077388722864205,-0.15450424460041207,0.4507934692441946,0.043477871964633985,-0.13991772149180248,0.4928525144734281,0.48739225840809824,-0.36897690775025666,0.636868909615829,-0.4679834399725407,0.38090138778464877,0.09526249332448558,0.28507005981982353,0.12439128009378662,0.05650286972423815,0.4280831032589005,-0.5105383668645079,0.16166857986957256,0.7417718056048723,0.4012231777854075,0.4054349537170541,0.5339843908380777,-0.5107505138279396,-0.23617932928700278,0.5148669933431954,0.6257334427957109,0.3759323815821194,-0.41177714543648086,-0.07881076437698811,0.7587857796775968,0.12188441833370563,0.04008296757615687,0.3777455001510133,0.7373305951316697,0.3903264296582813,-0.4441913708169459,0.3001935984513326,0.053227244080172945,0.1921922725607241,-0.417176740396762,0.43605481912012783,0.7147990292180754,0.1512744571290654,0.06643318677478122,0.06324025868303655,-0.45394728153032665,-0.25235133677632593,-0.12230519639606621,0.2796842729410908,0.3408549615967374
Supp_Motor_Area_R,0.33148933228074023,0.8291245932235772,0.7154729225082365,-0.12526194336380586,0.4312400032845602,0.6769241819037538,0.11681138068013533,1.0,0.6350760864948065,0.5158754409536438,0.3353811980159986,0.1911429745949184,0.676494870213032,0.05050594945000852,0.30643420952795347,0.41805952613974007,-0.09025624366092369,0.5515295962320398,0.6281237009706488,0.9025431845078199,0.4637880745494827,0.24358773972372744,0.3258221019582705,-0.06244072837338659,0.7324443656350483,0.42133243387653513,-0.2705144920658048,0.8601629235596754,0.009069455637281685,0.5064506164151638,-0.2924237215821823,-0.0304758586943948,0.029095134768129034,0.6629470442001579,0.8200899760822286,0.7569442927012162,0.8948646257249628,-0.22411362807717405,-0.04513429220033253,0.6575376311202165,-0.09543482391574327,0.09690153924890509,0.4040823137824782,0.18170557196922987,0.3669563465381266,0.6082254859996757,0.20976076712801645,0.275788655797424,0.2386012202684004,0.5699115144979031,-0.017651207049073532,0.6977411318622825,0.4500936023358625,0.5419138218956988,0.7084423348488599,-0.15058485310956546,-0.05276623510599423,0.6897395011027798,0.2540850914498432,0.1902673734064051,0.6336723953387638,0.42858764680766237,0.9003497822534778,0.9102064430022054,0.7583531188219856,0.5664415937599458,0.5056264039692271,0.47952908402479794,0.2268472864994454,0.6414292938537103,-0.1727143498085356,-0.19399821740990056,0.3657071870509351,0.7783803690777481,-0.2433741658383944,0.551161129289548,0.26702252492998085,0.6732966143964495,0.0681869603348931,-0.160762844785378,0.364110551603592,0.8248112404663855,-0.06335100844952374,-0.19810751193992585,0.4944277574528603,0.36303324143768956,0.6191984627945312,0.6602534393326137,-0.374094393563033,0.6285665867808354,0.5519885075050955,0.0066432679526634,0.48637737856108204,0.8043956742564752,0.8520765741947358,0.6152276980877122,0.7360505609479308,0.7079093343424593,0.12137892177104696,0.7686998784209026
Thal_IL_R,0.27985307415510763,0.5105108430300744,0.676796953357991,-0.0004478286704757662,0.5813095136141266,0.38734706140821673,0.007569849514393526,0.6350760864948065,1.0,0.3345251310645452,0.44351259221058403,0.24276740859638415,0.46911881823318863,0.12016267146699498,0.2930232404088445,0.0033801230941526103,-0.07130855261118983,0.4977276629282523,0.6778217198919858,0.675107310521806,0.4567045785354133,0.07142401332084748,0.23134883375850193,0.10616890095817859,0.784509973629807,0.4033442568749811,-0.12676633313709565,0.4872893601493245,-0.14329820567760512,0.5052224621656193,-0.23143574214946774,0.06988083625700231,0.1048326777077398,0.5874030334008103,0.49852711714206493,0.7965026048766592,0.6508478735910641,-0.1211465179572204,0.18832175684721847,0.4848042557676243,0.03732991668443313,0.19241849962518429,0.29314001199336476,0.2828440665594584,0.28127964359491076,0.5705596440152361,0.15145548401402764,0.15863860354440149,0.3321112025174334,0.49861034349779965,0.06813952774716195,0.6880161077832927,0.44355481148250714,0.5544716790511393,0.6439265829467569,-0.1419009480403669,-0.10293674634196423,0.5997511702294419,0.3010970090425119,0.2957945461344886,0.4327413242579354,0.7220829450235852,0.6040162404417745,0.5450293664960484,0.6340686854716253,0.5312469060582904,0.4038407477180473,0.5914217854261308,0.35286749473121976,0.6741432185177473,-0.078966037722818,-0.16763778490567807,0.3500517780399,0.5494570966620352,-0.14147999821765364,0.4616190968343031,0.27922627865543437,0.41734161435207096,0.03443508680302997,-0.014088883417961535,0.3885688187027577,0.6873471232906349,-0.0804037102252921,-0.06705418701184805,0.3583912394526655,0.22077858435816497,0.4027678513901482,0.798944072104227,-0.3617558582528566,0.3387202874714737,0.500788444362083,0.12258261047391694,0.7183592645348162,0.6827628854674747,0.47974212024469703,0.44092162235499066,0.7555499896155461,0.7244981456094617,0.2311010764926533,0.6069530106569243
Thal_AV_L,0.5823924943692231,0.2466008118328133,0.3588251753933841,-0.48525304157333005,0.21716915855446844,0.6912492487502884,-0.3026615787495474,0.5158754409536438,0.3345251310645452,1.0,0.41234541141921144,-0.2586323252583756,0.6451522487661792,-0.32197865411957,-0.40231247273430587,0.3070731452540899,-0.7959433416283911,0.700079485704539,0.3727081021541872,0.3005815126713733,0.4347719894025491,0.524367072365549,-0.0818343566415828,-0.2903886625153207,0.2607181570486044,0.649451235132494,-0.4372413704544551,0.5474984755357409,-0.3921919862023445,-0.23403793873738543,-0.7064147737597678,0.03240515191393375,-0.7008605702017427,0.3352176147359813,0.37623767396418584,0.3621652079148629,0.30129134709218724,-0.6348293305538878,-0.39715540921643094,0.7807325498316899,0.07008423100777494,-0.5733851432595556,0.046595840566512864,-0.4291815237853787,0.7316614860239915,0.022947214789302492,0.3857438355029952,-0.40204549210385276,-0.45912721675712465,0.7756427474305897,-0.6146221897545644,0.4528054496189777,0.23028354830618603,-0.08688186613687726,0.3875554746810323,-0.6642887099657399,-0.5318576910404135,0.6879190597274272,-0.30730036734975336,0.5095398755740437,-0.1542974911679693,0.03208233892704257,0.33136835141113835,0.3658427842278828,0.5959627662207144,-0.05983177480521735,0.7405915547385823,0.4818173124973771,-0.3138575660613472,0.25800376810934583,-0.5548488711124087,-0.6871580062291015,0.7618662197777148,0.7109109861202116,-0.5438176920389098,-0.1600453573630461,-0.15683354191533633,0.7108256382798747,0.12116821658253202,-0.5545587574362045,0.5743346812554805,0.36721556841281827,-0.7387073620343743,-0.6742008093683782,-0.14056026777178587,0.7203720132420894,0.19307531660692023,0.3933873371728609,-0.6502379363580215,0.7265128061538165,-0.24754594201434652,-0.6421440535414394,0.3499153660616344,0.36331332135322597,0.5267239183654804,0.8429069684306075,0.5122325213931868,0.42539679711297235,-0.3232421206559241,0.35167703259563227
