,Fusiform_R,Thal_PuI_R,Rolandic_Oper_L,Vermis_10,SN_pc_R,OFClat_R,ACC_sub_R,Thal_VL_R,Red_N_L,Cerebellum_4_5_L,ParaHippocampal_L,Temporal_Inf_L,Cerebellum_Crus2_R,Thal_VL_L,ParaHippocampal_R,Precuneus_R,Thal_PuL_L,Frontal_Med_Orb_L,Insula_L,Parietal_Inf_R,OFClat_L,Heschl_R,Hippocampus_R,N_Acc_R,Rectus_L,Temporal_Pole_Sup_R,Rectus_R,Pallidum_L,Thal_VPL_R,Raphe_D,Angular_R,Thal_LGN_R,OFCpost_L,Frontal_Sup_2_L,Calcarine_R,Cerebellum_10_R,Temporal_Pole_Sup_L,Cerebellum_7b_R,Temporal_Mid_L,Thal_VPL_L,Cerebellum_10_L,Thal_AV_L,ACC_sub_L,Heschl_L,Thal_VA_R,Frontal_Mid_2_R,Insula_R,Lingual_R,Parietal_Sup_R,Cingulate_Post_R,Calcarine_L,Vermis_1_2,Olfactory_R,OFCmed_L,Cingulate_Mid_R,Frontal_Inf_Oper_L,Thal_PuM_L,SupraMarginal_R,VTA_L,Cingulate_Mid_L,Cingulate_Post_L,Vermis_3,Thal_MGN_L,Cerebellum_Crus1_L,Cerebellum_8_L,Fusiform_L,Vermis_6,Thal_PuM_R,Temporal_Inf_R,N_Acc_L,Cerebellum_6_L,Temporal_Pole_Mid_L,ACC_sup_L,Thal_IL_L,Lingual_L,Amygdala_L,LC_R,Cerebellum_3_R,ACC_pre_L,Amygdala_R,Thal_IL_R,Frontal_Inf_Orb_2_R,Thal_LGN_L,Frontal_Sup_Medial_R,Precuneus_L,Thal_MDm_L,Cuneus_L,OFCant_L,Rolandic_Oper_R,ACC_sup_R,Angular_L,Caudate_L,SN_pr_L,Thal_MDl_L,Cerebellum_6_R,Pallidum_R,Temporal_Mid_R,Cerebellum_Crus2_L,Frontal_Mid_2_L,Vermis_4_5,OFCpost_R,Frontal_Inf_Tri_R,OFCmed_R,Vermis_9,Thal_LP_L,Paracentral_Lobule_L,Supp_Motor_Area_L,Cerebellum_Crus1_R,Precentral_L,Thal_MDl_R
Fusiform_R,1.0,0.4524686588914236,0.25419740409156805,0.12013830065355707,-0.4482344026499195,0.0013647447902483687,-0.4034215254942685,-0.04614441883701906,-0.23359012774296437,0.9065936380583967,0.8413900763429257,0.44056626971458385,-0.01555438621325632,-0.05778311420979853,0.7064613686843895,0.812803123918624,0.18376497772007092,-0.7088679574777874,-0.17769883545337703,0.18904965366326126,-0.5833543359069969,0.20535200541263274,-0.023649021530230185,0.14666312884145874,-0.617058416351394,-0.4790951118449939,-0.7536978237737415,0.5537753834756435,-0.016507985135481774,0.5473555042481755,0.6273877842589692,-0.5744669442883837,-0.7232527487730912,-0.34521233783402,0.7385223221716875,-0.13288252537516035,-0.38404040103459036,-0.48485804142621763,0.2347686482985824,0.04612742404904458,0.5777657925287378,0.2611340707657577,-0.29458108015912543,0.6431547854875134,-0.3846680512400554,-0.3102471534429595,-0.035707583165248795,0.8612065521273432,0.5343329733847484,0.7171685447768855,0.26671983847547903,0.8833095324409262,0.15743385107124294,-0.6029253003230443,-0.2068717082891971,-0.18327169457632556,-0.10572835190236846,0.3876223123509853,0.21762485039719393,-0.2896148632261878,0.08425721911783973,0.8241946683299106,-0.11662231453157518,-0.41290138420832856,0.4829098296058886,0.6237169679971956,0.0,-0.23943096525547816,0.5487596550270167,-0.05631049988008345,-0.5187270356543627,-0.39327647875952615,-0.03642925060930312,-0.4956705096308849,0.9092608613780114,-0.447956531071742,-0.11980546981871097,0.7432763366782468,-0.36755828082912434,-0.2009805509541341,-0.43690662338533853,-0.4477284476734647,0.22971804374677163,-0.17497839440451424,0.3383011225571188,0.2871952226806753,0.0,0.1844259896596305,0.39508326694968054,0.025474168650645636,0.11374373771680865,0.09514679041967417,0.06010897262020698,0.42492076320736716,0.6759917200908659,-0.04306156790071837,0.5987435845673142,-0.23502133284784002,-0.247249020032645,0.8428156812230243,-0.6544307419185031,-0.20430148191674394,-0.7360327916654442,0.3052593625277613,-0.13419431534990303,-0.5594212133667603,-0.5350020719922839,-0.4962688143576318,-0.5227703775850284,0.37448935933136174
Thal_PuI_R,0.4524686588914236,1.0,0.3153746003004099,-0.16209739362497189,0.1113447475381909,0.024450808354771925,0.06133274929987251,0.30881160184133877,0.4065640113179153,0.5372493233634081,0.6553794060201139,0.5605502215766665,-0.17156097437224954,0.487107400673327,0.5823953379193174,0.23161951387642696,0.5200630342340564,-0.20993950511239823,0.4227768158765772,0.09069805545849169,-0.30672786110651407,0.6098278874072436,0.5170250162047784,0.156767204323224,-0.21925196139557498,-0.08869952924453953,-0.4254712110623816,0.5587863627878799,0.5438249297975517,0.6455973527711706,0.35385768361659997,0.04263454389736164,-0.10607426825268632,0.09556858862304597,0.09275048246039459,0.06356533712029794,0.19618508894016523,-0.3248750995190225,0.5509602049747091,0.6810466024651386,0.5314274598011244,-0.028530696371344554,-0.04637012819172221,0.42312335962284303,0.19356556465430974,0.1861997215811811,0.21775167905941398,0.5235571271834986,0.18603525726300132,0.3334747200014712,-0.11558485047894335,0.3926861283443646,0.27112891663856703,-0.37383658086911997,0.012402629496926713,0.38061937865131173,0.6103212007682335,-0.11433500532068092,0.3589314061080813,-0.15978437811759205,0.01484536596114253,0.569284268255539,0.5520063755550838,-0.44707484881984433,0.4863101670822501,0.5591047526466092,0.0,0.5113505551754568,0.0812741284302436,0.23775510720023155,-0.3920119158794764,0.13341938771428072,0.2239139542636046,-0.043259801664086224,0.5480138981289078,0.2754015642891534,-0.02138742226928639,0.5259108209505302,0.04704653846369937,0.20330992168400447,0.24005731244358566,-0.1133544167069294,0.3985537897893587,0.09187482532753366,-0.01957772293741605,0.6139466129435847,0.0,0.0835770112445281,0.3095560903218616,0.18206431281378424,0.20911264843280147,0.23434660801872365,0.568611038378854,0.7588462451849206,0.35614870786083297,0.40107389993895515,0.296281923649174,-0.1462733996715,0.329731021255758,0.5005437162541394,-0.269362003210864,0.12539375967290087,-0.246166910210219,-0.03993549835913651,0.13932398675156643,-0.570440074221844,-0.06467700323296845,-0.32581857017921984,-0.31602719375323635,0.7747637169904619
Rolandic_Oper_L,0.25419740409156805,0.3153746003004099,1.0,-0.24939977218534787,-0.1650456832440917,-0.034729819241701355,-0.10617698702610545,0.35989234639403034,-0.03893105473227248,0.35209248064746207,0.41929719235105833,0.5889865922534094,-0.21074601931618728,0.1244725672726887,0.2206086227212804,0.48227026721522837,0.24923822531991563,-0.31257962193398314,0.23661143347338565,0.033312408169706965,-0.18133973663259786,0.1225516218546935,0.14054719311357522,0.21724007951227697,-0.3729554212609824,-0.3276151345902759,-0.47379571172479334,0.5493775774531799,0.2380939633769444,0.2993021061718231,0.1376641052438647,0.09347981486409994,-0.08434238062319165,0.20668355105360348,0.3023231092567546,-0.2069265026731982,0.16531451679514195,-0.2578342536105446,0.3006297110319589,0.1526924528920278,0.19125360263052843,0.2510305849907744,-0.15921388578625414,0.7566890969270135,-0.0380148315995024,0.23638312986301543,0.11374568494639432,0.3606073109423703,0.11342187703106552,0.5124369230696225,0.40427414561039354,0.3044687029831247,0.4033787952638449,0.03680155319779636,0.30602430884385073,0.4085825509470848,0.0785163465089309,0.21960929975428364,0.4856784156696816,0.32875794277441145,0.4089348493728477,0.2733535223268008,0.05984639878504791,-0.30071277848708755,0.2595224990363313,0.5717055673119307,0.0,0.11497255611578439,-0.17653743233975358,0.21357268732831117,-0.07049376605859174,0.19812387801513723,0.2595144919791909,-0.24386384924758003,0.46267557890710287,-0.15656103061457405,-0.2707874305167079,0.20470583677095597,-0.010086732847543778,-0.07579208295004804,-0.0434505800763298,-0.2936839733012823,0.41047164440094647,0.23923669179708792,0.26609317844926406,0.38621251667949197,0.0,-0.11693091155169795,0.15785224478179036,0.26880717395827824,0.15260380641325316,0.32783834983527077,0.23072751553371462,0.5279210836945726,0.17417360046742805,0.11610648336250226,-0.14472651030511027,-0.16885943631744696,0.3193964610251216,0.3067188883814311,-0.4821287998404633,0.1644133382676961,-0.2601649229455941,-0.0083714545679898,0.08258895368302038,0.0664501511867228,0.12071644611024071,-0.07097695280966379,0.19050373349949543,0.475290176299178
Vermis_10,0.12013830065355707,-0.16209739362497189,-0.24939977218534787,1.0,-0.29617973378408397,0.1376885708512696,0.06100069842473998,-0.07578256772264946,-0.2948213366717028,0.04865849580262415,-0.0039938935191249775,-0.27825014295355793,0.5518886809209619,-0.19219445584045958,-0.03318972204962735,0.12796874947795908,-0.23464649862463532,-0.07773835540983386,-0.14601314315741926,0.14786790363827612,-0.04662788026823469,-0.14865019208627606,-0.10160559026566231,0.0011926267168556003,-0.07195066558210002,0.02599018638436565,-0.12450981153571435,-0.03765147412465763,-0.079200144765102,-0.05436203383811786,0.01689686029288225,-0.2539756940269742,-0.27877309187756805,-0.04949336893867968,0.1276403868120044,-0.38535554868577315,-0.43502962921863864,-0.08494509712915031,-0.18892731857426237,-0.14952216304221613,-0.041221876107014534,-0.04923963901512312,-0.0172734696185032,-0.15037525232735843,-0.2045387548966926,-0.09219570781515113,0.017289026008060905,0.08247616991586502,0.028470654683114428,0.19407843990529935,0.11424473726650251,0.1259356565343671,-0.09629491882111779,-0.12958413217875728,-0.13112015840664892,-0.19529644347275574,-0.12229869838005547,0.20644691677846744,0.12361981687340669,0.019638488023530843,0.25398933861385425,0.20214596639531662,-0.27951726083582473,0.11116601701742164,-0.03530326672655316,-0.24480936866507388,0.0,-0.09537656227263082,0.36475918010746033,-0.1620316360716712,-0.016695576799953944,-0.3510428136557889,-0.012940021532358438,-0.005187805741478932,0.0278754919078741,-0.03362605390991829,-0.05502138242146602,-0.05146584155432339,-0.12535361945620224,0.004003239353361334,-0.14435034351716414,0.1335831874219462,0.06936135621004466,0.015961009790339122,0.4049544529654889,-0.15702767948783272,0.0,-0.023738236205627438,-0.08111735412557529,0.05370809706607414,-0.264091184748495,0.006367906917398645,-0.02234039258018733,-0.16324998820294553,0.28197812805266786,-0.04151148277081528,0.2873661637907508,0.06107744605873505,-0.04949880816521664,0.21513122472689217,0.07294933527087061,-0.08577259854938157,-0.1423759804616566,0.084625231742605,-0.15990608694201636,0.1518255762327452,-0.015696462655109326,0.20733689913152348,0.05509765395052726,-0.0948257274651841
SN_pc_R,-0.4482344026499195,0.1113447475381909,-0.1650456832440917,-0.29617973378408397,1.0,-0.11823223890075774,0.49145647710388096,0.5913236042840231,0.6985167496184488,-0.4862549194955654,-0.2816099674961382,-0.1130009197635417,-0.07913657699625457,0.7278435544428923,0.18922487752818726,-0.6161464067881188,0.48218120356965577,0.6624247600968218,0.7148571776218151,-0.1668844068171855,0.3856434624332964,0.5374775547841574,0.5757334745270362,0.47759190218349273,0.5487422917982917,0.7563182689126469,0.5065316492039051,0.07129314001917475,0.4323025290263044,0.13690308964272396,-0.2259740097605779,0.7204853562053423,0.6750940139723869,0.6374325177097231,-0.4910685621273788,0.4016721243643087,0.7368667606147066,0.26243738922108517,-0.022350386151496468,0.5501049116929309,-0.25582457638460193,-0.2411294592141141,0.6836623652121362,-0.4527373835793714,0.7549146222287219,0.6673671395792777,0.5977859771802979,-0.5027084820499521,-0.32637335260134165,-0.6156646420528537,-0.34676069822573696,-0.5957506663348051,0.45204511713203194,0.5328454899965175,0.5763028451826273,0.6234857815938283,0.5690390125450606,-0.45181140495881805,-0.18442290707949258,0.3351469494157794,-0.3744864048076605,-0.44323185126776,0.5379218586156473,0.21442324314143757,-0.26809747612001517,-0.2001285543914453,0.0,0.604806368768436,-0.13664866090522448,0.581149387906033,0.14507416023297326,0.6300122707105594,0.5724253725205636,0.5996752957187476,-0.4892633109281248,0.5679143934865226,0.2512735701025326,-0.24307825050834272,0.7877113205465595,0.5443976020085948,0.8264480193572737,0.4868189850251373,0.020336374360086014,0.550147335345843,-0.5357313953671079,0.3491829589111042,0.0,0.41461454103306417,0.4022323240798252,0.46971016144043104,0.0496490341530611,0.47077481734803633,0.4176692378410611,0.24563829376359894,-0.432421439613343,0.59664933567828,-0.10797370068783813,0.20012715575531917,0.5029962627743833,-0.6288960024606077,0.6404398772603053,0.7028795091747674,0.5286520162393124,-0.17174549049628512,0.5779497572509985,-0.017656626100839533,0.5754699199289192,0.13658377968402965,0.23933445967101968,0.20544945533293726
OFClat_R,0.0013647447902483687,0.024450808354771925,-0.034729819241701355,0.1376885708512696,-0.11823223890075774,1.0,-0.022726899923299924,0.00029694653810199306,-0.13407534439955776,-0.12038644090027627,-0.1550982765712465,-0.1758508859265777,0.1565159332431394,-0.09518143765664432,-0.16224013691614844,-0.08686579478042268,-0.09693762765870596,0.29011285648676455,0.03654462925171551,-0.1295359564568587,-0.004410052412319102,-0.09209062697296133,-0.05135247400866122,-0.014642760829923012,-0.024809610754580855,0.06886462131135922,-0.12615371503605982,-0.06462210377393342,0.0407679307087647,-0.143959537557552,-0.14887262891091319,-0.16199236738297146,0.11040380934186599,0.015280908427214149,-0.03420039720641672,0.06030859690860677,-0.1909036421069434,0.022069246095144938,-0.06158641524361401,-0.02646948922614479,-0.0914970074550674,0.13129627128062688,0.04957022578422499,-0.15872642967544517,-0.038632804807981334,0.029298033743797296,0.06923574392172117,-0.08838610091913295,-0.05148791237835237,-0.1147350370738994,0.12902700127977676,0.15939209801304585,0.08763663817318405,0.03962915333083708,-0.13819528384549432,-0.01632340138605682,-0.1121933223345947,-0.22417923664072842,0.1714117618104438,0.0014309999554812064,-0.2030205111295095,-0.018339900646497934,-0.017481890479234412,0.11417877260412729,0.03540227997300829,-0.20767738331285227,0.0,0.015104666698743682,0.16775421205949603,-0.1767368059206273,0.04382477975371793,-0.10240348886084628,0.10951362903991267,-0.14999331375123048,-0.10891924642299147,0.020296204777407525,-0.11963669449499559,-0.18383938522886803,-0.003638548174611921,-0.06887296076603319,0.06932918017373091,0.20355373896287265,-0.437184230630375,0.1290613874506301,0.048619038458981585,0.08964888444841541,0.0,-0.09082283989313904,-0.08632020103442369,0.079106486163137,-0.02070460415576644,0.05512229745732481,0.07011889548783866,-0.10122220059882261,-0.13122103491378354,-0.1043668201601592,-0.025024336535719265,0.1352706718219965,0.07550585143137438,-0.014367080423533525,0.2564404480583687,0.1406234151591527,0.03080118426456142,-0.04015125091358491,-0.04350640455823117,0.052690837014890565,-0.0023383100585246445,0.24649265326857395,0.08611005761785895,0.09840243299822182
ACC_sub_R,-0.4034215254942685,0.06133274929987251,-0.10617698702610545,0.06100069842473998,0.49145647710388096,-0.022726899923299924,1.0,0.4417024498229162,0.6326806755009468,-0.46391095611776684,-0.31091559956108455,-0.2766929832382252,0.13707944806202907,0.4987373779116219,0.10595269892021968,-0.4986369127562055,0.3062790796626092,0.4945203174693469,0.5921693720094611,-0.02834994909234592,0.20762570892937257,0.4106947492290594,0.4123094335414473,0.42033290907063126,0.6243041547239062,0.630810550357863,0.4100118440521523,0.09850354582152616,0.3611044213235569,0.2342426516431458,-0.2907765021411638,0.624994635297635,0.48293426817287155,0.6268040904846494,-0.7113466186396042,-0.12069746161635585,0.44365311613079245,0.024475600436758248,-0.1166588798233325,0.3710342208830276,-0.23495344023904613,-0.3458666899667607,0.7227267790056698,-0.5097144904224418,0.6199756829863807,0.6094102766659215,0.5451597713706106,-0.46641298587440777,-0.30007737776571347,-0.3067652391685474,-0.6046230787418715,-0.5852104981229622,0.38134836947163314,0.5573436782805241,0.46495393474904684,0.4998860467286222,0.46774336360418006,-0.18473690825203848,-0.04567263604714793,0.3858157304805037,0.1234193426919041,-0.3241488366730273,0.4048158346411758,0.21686416509704967,-0.12130282065605792,-0.28772335669873333,0.0,0.49743989937589433,-0.04662201105577244,0.23659335230698128,0.1817629322366656,0.4421551094951394,0.5234640341051074,0.5561945889513089,-0.4394252364361375,0.6134428174775223,0.1051599365016093,-0.3266303992329181,0.6311876906476345,0.35313983799009613,0.4920820156631996,0.6050754570055022,0.17900837491275792,0.5209321511473766,-0.14196621463178727,0.336192742560068,0.0,0.04624340451400244,0.273869610713221,0.5501489626096047,-0.04930392345146113,0.4339375250891052,0.29607893320699413,0.15325418066960123,-0.2804253302785526,0.4169307240582017,0.06136632811487809,0.13413881400242894,0.48880931569752945,-0.25833049131846525,0.5672145466831858,0.5680274642877944,0.5303628847804998,-0.12623766725715577,0.5317503637380993,0.2667184555652214,0.5673994481058295,0.33194307846053617,0.38179326861006097,0.2029797625514386
Thal_VL_R,-0.04614441883701906,0.30881160184133877,0.35989234639403034,-0.07578256772264946,0.5913236042840231,0.00029694653810199306,0.4417024498229162,1.0,0.42837826034291576,-0.09580102704687433,0.11715287160238763,0.06032580753155479,0.049199472110373864,0.7943790356145071,0.4192279226347216,-0.025253255444191245,0.6079118821276658,0.32279936280471067,0.882737486829168,0.09338333532697703,0.0946578235260945,0.673420489773241,0.7428196725738841,0.7995020865326266,0.14982574529526593,0.5112507961888284,-0.1267358425698893,0.5956599234882022,0.743504783051496,0.39075835314216056,0.03437679198714492,0.5467560557096807,0.2535317604361069,0.8605127167855776,-0.05330880389319553,-0.02207971654348526,0.43671345127497824,0.013397659059422466,-0.022347726795722823,0.6885350872392215,-0.10941162385236483,0.013632120023561123,0.6459712786948253,0.010726547748179908,0.563529134418868,0.8565595971571703,0.887239850502692,-0.09376902375311148,-0.0008499503731109759,0.011564126987171007,0.06616598919053353,-0.14968244932096386,0.7522964071986415,0.3949183801818865,0.8118520274439729,0.8026232366049085,0.6733917221967564,0.04144344970362877,0.39653016060132323,0.6909226357180956,0.19275711471879534,0.017808972831864833,0.40723860732575856,0.03365666938297466,-0.06857817785483883,0.007306290498794269,0.0,0.7288407805909134,0.15835145570735784,0.6866455494924686,-0.06272473638824842,0.334609960486938,0.8609593808275239,0.42393557335734455,-0.030327025484469326,0.4876467053738348,0.003776459157471224,-0.13209372528027713,0.6674248182456877,0.6071994501586176,0.7428168191617059,0.2703954127080152,0.3596322624607107,0.8364982778722378,0.04125160278152216,0.7217712350583377,0.0,0.34075351157800615,0.6489553979560203,0.8077909890016802,0.07387710309976417,0.8547941090779557,0.6445163812717645,0.6254496060573554,-0.09305456904449569,0.7791395682038684,0.1967141899313432,0.06591517977757662,0.8129746970964209,-0.09812684397785724,0.316037256888066,0.8553364303269702,0.047666521994441685,-0.11709099820416076,0.6150628336674253,0.15366056156973548,0.7165253133128728,0.1254267473629101,0.4038978863424725,0.646495532404374
Red_N_L,-0.23359012774296437,0.4065640113179153,-0.03893105473227248,-0.2948213366717028,0.6985167496184488,-0.13407534439955776,0.6326806755009468,0.42837826034291576,1.0,-0.23144891262393366,-0.0064428678795087424,0.149814551947187,-0.22659380624497474,0.6976697326185202,0.3127544256279471,-0.4105580665047077,0.6232499438336239,0.4035332877357248,0.6351800829027062,-0.13444021193462968,0.1033486848848864,0.5896084210886029,0.5823840013343604,0.3118070503229662,0.4232948229109992,0.41285038648571504,0.29338153567728426,0.14866772176195484,0.49907557254430746,0.47311264079362453,-0.06453674708921849,0.669630612415643,0.5818040907394686,0.45827269050431585,-0.5770428805709346,0.3203939517862121,0.7757088383668673,-0.03557891713899803,0.2846369954260538,0.6384315251011692,-0.00911076034202644,-0.23807307090010396,0.5464796181435907,-0.230553040403599,0.705275522454885,0.5218855813239545,0.4274801804640745,-0.25086282025508344,-0.13254607244245645,-0.34035520093631666,-0.6917985993496278,-0.3759978897857427,0.42550242471759137,0.37700022026654056,0.39666317082356706,0.5782653113543749,0.6379815282773459,-0.31221911699700466,0.031209614675199466,0.12522322847777753,-0.2128400096428441,-0.2625654577448832,0.6885274177831756,-0.07285929766454594,0.07199909315542054,0.08682590639215629,0.0,0.5681133051777891,-0.29788640791393883,0.46670363029583917,0.03006133373906706,0.6379523663424177,0.40624652661297367,0.45869002624351785,-0.18634257877090485,0.6420478872554161,0.11283334235644074,0.00016129459733574768,0.5134768595444147,0.40230826227756644,0.554590225126936,0.24971436918708595,0.17645135009773788,0.3378205363795659,-0.4728179835857082,0.4927183088209863,0.0,0.14830566797611514,0.3758546919547674,0.3479791744686792,0.14732665923552046,0.3255880750811472,0.48484929008484995,0.43016698702954986,-0.2589017060365978,0.49437238084766355,-0.07616399419571167,0.016134942869100048,0.4024382569394434,-0.27322287236419923,0.3249804053380965,0.48098687042173793,0.32580772416133463,-0.13378297235605907,0.5581866910127484,-0.1861103865304845,0.38540907066786956,-0.07768831729252565,0.03463694479572842,0.4470185516496913
Cerebellum_4_5_L,0.9065936380583967,0.5372493233634081,0.35209248064746207,0.04865849580262415,-0.4862549194955654,-0.12038644090027627,-0.46391095611776684,-0.09580102704687433,-0.23144891262393366,1.0,0.9398590316494085,0.6519842133815738,-0.09408603232194893,-0.05043150501384627,0.607210710197066,0.7864621658589599,0.18188189176860062,-0.7760639287334187,-0.19019706133851105,0.19183692784536005,-0.5711810754601794,0.16219179861500221,-0.033993962254042616,-0.005092738100109949,-0.7299748083075861,-0.6176882059294254,-0.7822257986979713,0.5354311598329322,0.008354677836032132,0.57602173798738,0.7156098543072387,-0.5313432116029955,-0.7251846475032794,-0.4252834813730353,0.7350593019767578,-0.1577651667196199,-0.33584278673869516,-0.5487232410697273,0.4111178647794721,0.08998936352361948,0.6384759577927449,0.19598525081799348,-0.44884938125270646,0.7738579031476699,-0.39966866476988455,-0.381039394609199,-0.1818017234059431,0.880767427935213,0.5988609771834598,0.7223970116938969,0.2610798472823053,0.8957637542758162,0.053748015674028676,-0.7080599736497768,-0.33016788575907974,-0.1594728904392413,-0.02791260212701774,0.31069218926124087,0.29186951516062,-0.429635788978305,0.10531484573619533,0.8677704920997381,-0.07927527831501763,-0.5285214178734429,0.6190207417508437,0.7546268667662478,0.0,-0.18968867789587668,0.27997982675213406,-0.07992405992619617,-0.5804023399822705,-0.3538410027926057,-0.1568525605435117,-0.5232109201556852,0.970551693368756,-0.4187874125652307,-0.14036255027765374,0.7364892493941314,-0.4256035037364966,-0.22991097194666363,-0.4623383074214482,-0.5781941854878903,0.3660676116565389,-0.3084971207590119,0.36369796857515085,0.27264036923176477,0.0,0.10140250813360158,0.20310626321084216,-0.12014067353739431,0.18049827688072762,-0.04118767980834608,0.0988210200951126,0.49538611206747984,0.7247465636165263,-0.0940914167779503,0.4133882591231894,-0.20801053461108512,-0.23672467934326658,0.8792562681586175,-0.7978298852252405,-0.3709640109263866,-0.7386540568864784,0.19462598167121042,-0.20144148288020924,-0.6519638939882523,-0.6018050872052041,-0.5735222562383715,-0.6135992134986065,0.37605321064932523
