,Fusiform_R,Thal_PuI_R,Rolandic_Oper_L,Vermis_10,SN_pc_R,OFClat_R,ACC_sub_R,Thal_VL_R,Red_N_L,Cerebellum_4_5_L,ParaHippocampal_L,Temporal_Inf_L,Cerebellum_Crus2_R,Thal_VL_L,ParaHippocampal_R,Precuneus_R,Thal_PuL_L,Frontal_Med_Orb_L,Insula_L,Parietal_Inf_R,OFClat_L,Heschl_R,Hippocampus_R,N_Acc_R,Rectus_L,Temporal_Pole_Sup_R,Rectus_R,Pallidum_L,Thal_VPL_R,Raphe_D,Angular_R,Thal_LGN_R,OFCpost_L,Frontal_Sup_2_L,Calcarine_R,Cerebellum_10_R,Temporal_Pole_Sup_L,Cerebellum_7b_R,Temporal_Mid_L,Thal_VPL_L,Cerebellum_10_L,Thal_AV_L,ACC_sub_L,Heschl_L,Thal_VA_R,Frontal_Mid_2_R,Insula_R,Lingual_R,Parietal_Sup_R,Cingulate_Post_R,Calcarine_L,Vermis_1_2,Olfactory_R,OFCmed_L,Cingulate_Mid_R,Frontal_Inf_Oper_L,Thal_PuM_L,SupraMarginal_R,VTA_L,Cingulate_Mid_L,Cingulate_Post_L,Vermis_3,Thal_MGN_L,Cerebellum_Crus1_L,Cerebellum_8_L,Fusiform_L,Vermis_6,Thal_PuM_R,Temporal_Inf_R,N_Acc_L,Cerebellum_6_L,Temporal_Pole_Mid_L,ACC_sup_L,Thal_IL_L,Lingual_L,Amygdala_L,LC_R,Cerebellum_3_R,ACC_pre_L,Amygdala_R,Thal_IL_R,Frontal_Inf_Orb_2_R,Thal_LGN_L,Frontal_Sup_Medial_R,Precuneus_L,Thal_MDm_L,Cuneus_L,OFCant_L,Rolandic_Oper_R,ACC_sup_R,Angular_L,Caudate_L,SN_pr_L,Thal_MDl_L,Cerebellum_6_R,Pallidum_R,Temporal_Mid_R,Cerebellum_Crus2_L,Frontal_Mid_2_L,Vermis_4_5,OFCpost_R,Frontal_Inf_Tri_R,OFCmed_R,Vermis_9,Thal_LP_L,Paracentral_Lobule_L,Supp_Motor_Area_L,Cerebellum_Crus1_R,Precentral_L,Thal_MDl_R
Hippocampus_R,-0.023649021530230185,0.5170250162047784,0.14054719311357522,-0.10160559026566231,0.5757334745270362,-0.05135247400866122,0.4123094335414473,0.7428196725738841,0.5823840013343604,-0.033993962254042616,0.23339133340193713,0.027313006372416744,0.029981009320049257,0.7650595854189095,0.5267527366013531,-0.07293302902385386,0.6146686647431232,0.28790123859481687,0.8254941854021013,0.1096243023131011,0.0016580916585379507,0.7712289642190076,1.0,0.5389262950171355,0.22661879283228947,0.5005627876029628,-0.03998924124495378,0.3591945945645134,0.8399710717956463,0.4165316894040257,0.04534148157489417,0.49321472913872993,0.23306096993608882,0.7145818118554887,-0.1526105275381121,0.02389790101191949,0.43383601745922434,0.09329132398691095,0.13059895470226093,0.8242346664904275,0.023884874835831613,-0.13857468470711065,0.49448562664709944,-0.06662256789223223,0.554194935437997,0.7521723480445949,0.6631043197737561,-0.0010494587675836287,-0.008068567520951737,0.034412461853177236,-0.12721702138129667,-0.12021635348372828,0.4788567174742507,0.1528700608078276,0.6345762593186133,0.7765165309418878,0.8835422186406157,-0.10830141100653862,0.4543738486150697,0.4402012780898114,0.20853486042376537,0.17409296519315764,0.5562414227763759,-0.15675990973712622,-0.01003638384278648,0.015544827320050936,0.0,0.8820480343995518,0.1591437730351622,0.6597679066209586,-0.0961879874760663,0.2227898668910508,0.5880627091055555,0.6322032460803025,0.0073421257741120355,0.7767784729866887,0.15146821018664225,0.09272095621909447,0.5401001566380841,0.8550839763473653,0.7719360981242337,0.1582919950141957,0.45878712052907294,0.5415799107738439,0.0019743767655383566,0.5673252981815798,0.0,0.21794489068276252,0.4977276791797052,0.5157363860629905,0.022258472773113408,0.5424030350338576,0.776465407139348,0.6229221394475424,-0.01874660436896862,0.8664107465255757,0.35856877459766373,-0.020187840400113226,0.8164048230287775,-0.024684173032143313,0.31751243303765475,0.6315103832305218,0.08170237284179929,-0.2071823766876183,0.5962326936363468,-0.011441568360306388,0.6477144233833179,0.008148177104976083,0.3498078346989254,0.6470116333571775
N_Acc_R,0.14666312884145874,0.156767204323224,0.21724007951227697,0.0011926267168556003,0.47759190218349273,-0.014642760829923012,0.42033290907063126,0.7995020865326266,0.3118070503229662,-0.005092738100109949,0.11711713267636895,-0.08390250832957083,0.19442225601489233,0.5949718710408226,0.5428500207410621,0.08063435135135359,0.520315931980733,0.22036001013333265,0.7029113149726488,0.1234221610032129,-0.016957371662390208,0.6202740645364226,0.5389262950171355,1.0,0.06779378552567442,0.5194070295672059,-0.17393000836973108,0.6140357214053287,0.46048150744926103,0.4639171758442374,0.027408189036901925,0.3351896444852885,0.10538088569738667,0.7475409199772113,0.049203788449367826,-0.1188712701944735,0.2709769105289311,-0.09465657214206413,-0.24447891988770196,0.500577908691081,-0.1327109828810707,-0.07167152663059931,0.7487734939971068,-0.0368094660028494,0.3070634189928971,0.6827427822040208,0.858651313168992,-0.06669952266873434,0.0015884350329743672,0.07814434949078546,0.1051959052813382,-0.05810161391314794,0.8168263353555069,0.3657893354680287,0.6730022444159587,0.6076967413834148,0.4466966427853227,0.16405936824060494,0.19127711057278893,0.6087055504031879,0.1522565803193142,0.08948217643675609,0.24266092705243753,0.12220535354606982,-0.10908415584028064,-0.04361457015650959,0.0,0.45692352215732596,0.4219407763879235,0.5438136164838027,-0.0933046273850644,0.211389422926906,0.8148572648180094,0.2695857181786862,0.05231576063530564,0.2821712615665082,-0.0004800202935855329,-0.11049433884973701,0.6046124688055136,0.46473313870224175,0.5293777273730114,0.3222511520605821,0.261283451923887,0.7543177973994268,0.07118024670820287,0.6333891231167676,0.0,0.4051645390381801,0.7403758937449886,0.8046467724291274,0.0572076607272812,0.8531625154964461,0.3830263414189216,0.4407693826101794,-0.031394489849805036,0.5781200628463727,0.440750623849519,0.052907879789245445,0.5862006768520557,0.00029324173284121563,0.29513674651328614,0.8105758393349254,-0.01654706664372589,0.10713844877988346,0.44787021814262573,0.10030416679973646,0.5064871911251286,0.1529198217449273,0.2971145418541407,0.4544390075720232
Rectus_L,-0.617058416351394,-0.21925196139557498,-0.3729554212609824,-0.07195066558210002,0.5487422917982917,-0.024809610754580855,0.6243041547239062,0.14982574529526593,0.4232948229109992,-0.7299748083075861,-0.6259781071384287,-0.4840171315441784,-0.0281647454965159,0.24218609166279,-0.20301536084466418,-0.6717469576876737,0.07069097166185477,0.685061031650119,0.3241827673121081,-0.17895882020679935,0.44211799393556406,0.12522674510926532,0.22661879283228947,0.06779378552567442,1.0,0.673428294845338,0.8323977228460264,-0.29595243265904747,0.05815197269293576,-0.2933689645709652,-0.47921242737417263,0.5457142635312211,0.6242667018523657,0.4102048356512531,-0.7082046858569628,0.1631648176790003,0.44558156815071126,0.4379373306698254,-0.127107097135943,0.13281222611303817,-0.3737079420897478,-0.20236693248380153,0.44682174788054124,-0.722742499769931,0.6214305443482298,0.4463909213721894,0.28426327330482487,-0.5506243267839401,-0.4124699424373615,-0.6321531219713289,-0.49618525372505007,-0.7618705017056496,-0.03046307702384186,0.5855806054008345,0.3404826730311749,0.2873127755460978,0.21397400644500114,-0.3199116519683553,-0.3432403163805843,0.3317285048118923,-0.15881897798887815,-0.5838824733677697,0.19669888672578947,0.362511561853453,-0.3355963862025065,-0.49023142004100595,0.0,0.2985302685738885,-0.13470679441249842,0.1197078364835926,0.3266544129116273,0.41443905502805684,0.27701736200042376,0.6382402942288039,-0.7215031804255595,0.49407991354766523,0.29649420341616467,-0.28574466020473754,0.4955666098800101,0.3444207668696586,0.5111799001642473,0.5353110121761253,-0.16188588763918352,0.35993298790925304,-0.31203071621514705,-0.11023429796797611,0.0,0.11255946608329422,0.014387320457570886,0.2635409549697635,-0.12308757072199801,0.15977701187482032,0.062128385843678975,-0.1948261259738642,-0.4850285441932262,0.2616616579316748,-0.18474098435813616,0.14031345606876783,0.26928562736438544,-0.6480138629647694,0.7798904430465874,0.41633079103181514,0.7583579899813214,-0.16491521093667827,0.3531711732234804,0.3395447412233571,0.5336951580296792,0.35171419800033554,0.43423089954473776,-0.1598939320126584
Temporal_Pole_Sup_R,-0.4790951118449939,-0.08869952924453953,-0.3276151345902759,0.02599018638436565,0.7563182689126469,0.06886462131135922,0.630810550357863,0.5112507961888284,0.41285038648571504,-0.6176882059294254,-0.4835279589267416,-0.5439685041936553,0.37292845968580873,0.5238015492029368,0.10424097990136957,-0.6267692050757506,0.270666690493319,0.7266384267204644,0.63714171884344,-0.16002479501905073,0.42853939657618306,0.5037113396541193,0.5005627876029628,0.5194070295672059,0.673428294845338,1.0,0.5597760144452877,-0.0049565570776656,0.3352949039861587,-0.06280316946437892,-0.44989994130185534,0.5680674799792944,0.5517641535002114,0.7249956669103659,-0.5385944279777248,0.033990136225781356,0.39528635637443066,0.3464677342221101,-0.3710164517281407,0.4137389136438327,-0.4264856368501615,-0.33628453243376977,0.7594453978085127,-0.6925125328458014,0.5880157735757555,0.6728659908725791,0.6631184011326073,-0.5718917615092167,-0.48751934555914533,-0.5396083016013243,-0.192678253151037,-0.6662960465998419,0.3688582550098875,0.5911178649515965,0.5564724123615861,0.5324844065222162,0.4865283732255598,-0.41266524880277433,-0.2275836867187998,0.5006968046874258,-0.09653084388691825,-0.3875956463353924,0.3475712544127973,0.469206371481185,-0.4802008912978986,-0.5347486361692193,0.0,0.5687348048509169,0.22342963802056012,0.4367505719155797,0.2971780290653342,0.34722145618142825,0.6037183392319656,0.6676221901666441,-0.6297118499958868,0.6130196538178241,0.27648526379701177,-0.41190407962707515,0.792818537075944,0.5810088762327672,0.7784991223987309,0.8003773454128021,0.008728123069686252,0.6415373943125131,-0.2283622482220472,0.18701406656267353,0.0,0.35007326490720814,0.3213227881977385,0.5538822126193528,-0.16940418559799325,0.5051409284552545,0.3046399090828429,0.01028128950015369,-0.37776138690058186,0.5848644416182137,0.15013509204499811,0.29875196724681546,0.5822929984735877,-0.5674764015267675,0.879812904340335,0.7208885884010667,0.6457521119879118,-0.12810580272627045,0.4750080940547408,0.2863175061356993,0.6981819920099491,0.5269432926667497,0.5299043402223723,0.035486630536735404
Rectus_R,-0.7536978237737415,-0.4254712110623816,-0.47379571172479334,-0.12450981153571435,0.5065316492039051,-0.12615371503605982,0.4100118440521523,-0.1267358425698893,0.29338153567728426,-0.7822257986979713,-0.7276466146782723,-0.48961595739496905,0.015257709085998562,0.0406543771673423,-0.41891563942868904,-0.7809169292167348,-0.17528851502846604,0.6039245760940386,0.05341460531476192,-0.25680009902983025,0.4957384172414127,-0.15287791113384494,-0.03998924124495378,-0.17393000836973108,0.8323977228460264,0.5597760144452877,1.0,-0.586719486071822,-0.15661944482172888,-0.46754917342387536,-0.515935213076726,0.4631015267387041,0.6152934474962616,0.14784581706979086,-0.7004855203248905,0.2511486469093366,0.390019972837684,0.42594530639325384,-0.22095103083256332,-0.13260984049877264,-0.4474134612736216,-0.26774309490633824,0.29190735046435556,-0.7256668824454253,0.43982823543571,0.14231672244668436,-0.03696803662495319,-0.699207491152304,-0.49150511526360147,-0.7501730690622204,-0.4519378165085126,-0.8209066634046455,-0.24220038185433068,0.5555598395473317,0.1113917594709635,0.050589674411731914,-0.00816624892981319,-0.45289995417444145,-0.5454626595311352,0.09035060616705479,-0.2968628135539455,-0.7132080308096764,0.07025415723572583,0.415460946761902,-0.41249921184792554,-0.5154044654630754,0.0,0.06303807363088534,-0.32434189797206153,0.028070996142458737,0.420367494991139,0.37852677276104,-0.05006015573885284,0.5343616706678425,-0.810390351899327,0.3222280188551582,0.279791314927259,-0.3914619117627826,0.34239029642785535,0.16294470781445206,0.3418896909624107,0.48332818274030276,-0.2556092989697157,0.05178196594059828,-0.4142847316491877,-0.3676402302588343,0.0,0.049255213515914754,-0.24750262005484172,-0.07726719572472555,-0.13958918079202834,-0.16872584618024672,-0.16302161916088,-0.44759875962836804,-0.5370251539202151,0.036575621787131016,-0.3990321836599443,0.1894376937237728,0.00623260791612834,-0.7947276443026214,0.6805756522489325,0.12487687351866279,0.8344311838804452,-0.13782668297091374,0.1744631225568374,0.31712989608516984,0.328044367123937,0.36736820914082924,0.3220632780019844,-0.4656463265054802
Pallidum_L,0.5537753834756435,0.5587863627878799,0.5493775774531799,-0.03765147412465763,0.07129314001917475,-0.06462210377393342,0.09850354582152616,0.5956599234882022,0.14866772176195484,0.5354311598329322,0.623660942166996,0.5135580416014667,-0.09285503774715746,0.45368940348047243,0.6453963035902751,0.420483405860655,0.5973360897272514,-0.25628147691759445,0.4849738413972109,0.07377509264741779,-0.26191371039275396,0.5656307356831413,0.3591945945645134,0.6140357214053287,-0.29595243265904747,-0.0049565570776656,-0.586719486071822,1.0,0.31387247815862096,0.6343043343335671,0.3553910701084452,0.03434349902749449,-0.1911748617848368,0.3668110994107542,0.31524800960242355,-0.12137158239445574,0.1791203037769266,-0.34745387329638294,0.2941432326971031,0.5446117402969632,0.370362237786499,0.21540975020557376,0.20009290275303585,0.5286205128471121,0.0956834158453721,0.42506132051621937,0.6199435561840253,0.4757300051375185,0.2696687342387882,0.4574842028709101,0.15216315080137732,0.3872243468445201,0.6903807489531599,-0.06597564012203339,0.3848882380066834,0.43055907973210833,0.37823348520605554,0.278290452483002,0.3252128109599688,0.30181384123780275,0.19505804743621735,0.482250400855713,0.3087104134311035,-0.2948404942009333,0.3124402420813251,0.5681778491173056,0.0,0.3175382188187869,0.2687522725753619,0.35083297401726476,-0.3655891294552786,0.20839922689922766,0.6781474582513963,-0.23392038282046015,0.5923808979345084,-0.02749620008657197,-0.025125401239704782,0.3655450234063847,0.2419063621377967,0.10852833187589761,0.19689394860645082,-0.09790408387801632,0.41103196563045974,0.5734658067813785,0.1657982748501835,0.6532031736278673,0.0,0.19417026190894493,0.5640417212749516,0.7022042083125336,0.20047317051089641,0.7684303977817618,0.4121442026226643,0.731926228413738,0.3652009825320899,0.3496357110539297,0.345400318610297,-0.07975269475719045,0.38331290586447364,0.5306895731856787,-0.2588985987610369,0.45021157827983715,-0.3840607196059665,0.12940343490552614,0.22475701637908552,-0.2835598126844761,0.08899338650819197,-0.22794749199915365,-0.1320365703112947,0.7126094819027787
Thal_VPL_R,-0.016507985135481774,0.5438249297975517,0.2380939633769444,-0.079200144765102,0.4323025290263044,0.0407679307087647,0.3611044213235569,0.743504783051496,0.49907557254430746,0.008354677836032132,0.23456619583033975,0.0701975136441184,0.0692406654601666,0.7382588508138586,0.3812161243679183,0.007472374841974605,0.507937680744833,0.23608943865586887,0.7470753352780842,0.19463012995162027,-0.07962356773347062,0.6996604026122827,0.8399710717956463,0.46048150744926103,0.05815197269293576,0.3352949039861587,-0.15661944482172888,0.31387247815862096,1.0,0.3933546852134469,0.07883849284330793,0.3795782750499411,0.15153086432168592,0.634145018252132,-0.09665951050168137,-0.04237895484834347,0.2919972905293996,-0.03169315957456723,0.11546543249508573,0.737018314455462,0.044320959683146276,-0.11873986575289305,0.4052813216232577,0.057901051672509786,0.44828366076245085,0.6294341262531494,0.5557620152579077,0.023106460456596662,0.04441393437202045,0.14573373239409596,-0.04683620689641251,0.00023962085526084697,0.42365203737200857,0.09994266326213769,0.5444086988080694,0.6931726412505685,0.8084571655298844,-0.06450231280528552,0.5950022653117251,0.3784281049921388,0.27709263889490454,0.21106898730417362,0.44777145240993,-0.1631345308323245,0.03935371943300577,0.0006756933777801092,0.0,0.821149698586195,0.12109570585566896,0.5978569530673762,-0.08800486293111803,0.10662599497510761,0.4678552213022952,0.4906486633221184,0.062454750257794144,0.6791640131563007,-0.03554441194665311,0.0056426571496660215,0.3958232755191483,0.6937991854307914,0.6503852908988808,0.16249087810311055,0.40006418735803984,0.43770613937708935,0.0822027484424955,0.698440300469009,0.0,0.15128301242572353,0.4669059254853375,0.39969454655209075,0.06707948512757747,0.42890169039142595,0.7483291697362554,0.6700908919521742,0.023704704431070145,0.8169707689776547,0.2964525833636116,-0.012926255244549417,0.7790341060511924,0.051680486097772836,0.18238715379253573,0.5307401797193034,0.024445421112455297,-0.24250143059580676,0.5294263189913256,0.02315920860223793,0.577510947728144,0.00656043979338927,0.3155506409350286,0.7142654903307117
Raphe_D,0.5473555042481755,0.6455973527711706,0.2993021061718231,-0.05436203383811786,0.13690308964272396,-0.143959537557552,0.2342426516431458,0.39075835314216056,0.47311264079362453,0.57602173798738,0.6839299061486827,0.5029493684441916,-0.06695776760772175,0.48424377626860815,0.7659564131805291,0.36071357163264917,0.6029778954406092,-0.29814426374456826,0.3916013659502657,0.08299505427857845,-0.35208990296551385,0.6066304887610552,0.4165316894040257,0.4639171758442374,-0.2933689645709652,-0.06280316946437892,-0.46754917342387536,0.6343043343335671,0.3933546852134469,1.0,0.4368579805292587,0.11774699538480007,-0.17227270447565576,0.17509619571845322,0.17072169108431856,-0.08303125740569435,0.2456953490389577,-0.5097545368377127,0.34898863828932536,0.5424875196714303,0.35758827958327666,-0.09890414047154988,0.28315383710820186,0.39980746046544724,0.17079242134507425,0.21371580260616466,0.3448515731099441,0.4065269416796721,0.35988364608592494,0.39973182275552976,-0.20188372611932062,0.38922005359938,0.5452279854992413,-0.17287881115193043,0.18069420675290582,0.39221331296700457,0.44478652079969966,0.11729879890086034,0.30072102843424714,-0.055306695939317065,0.08575014478059029,0.48498565407856525,0.37300158617523493,-0.3219478305352188,0.4539648013198237,0.5423524266423924,0.0,0.3006463364391992,0.15041947207301629,0.3819297098327145,-0.4332894332762444,0.16393052972427663,0.3501937877451793,-0.06551156430238121,0.585248306875581,0.1439024922384618,-0.10498522587558773,0.4462802124898234,0.1865919103454401,0.14459678493594763,0.06868584130084086,-0.1431231110275046,0.4290135868540068,0.16435703758308187,0.09873109128448544,0.6443533791136292,0.0,0.2302510915135449,0.5400394372931407,0.3647358512203143,0.24052648363159881,0.38329212924209644,0.4838660535928676,0.7121837935744368,0.40705618205976335,0.32887484620044855,0.38951899358726505,-0.10572272212710686,0.2059506380166468,0.5306343898971556,-0.32392730827472593,0.21695349763824576,-0.3376953369033955,0.1190467979851293,0.31662932391771387,-0.4933781690515528,-0.05711990802050085,-0.3171735126566374,-0.3193042262135694,0.6223829634352951
Angular_R,0.6273877842589692,0.35385768361659997,0.1376641052438647,0.01689686029288225,-0.2259740097605779,-0.14887262891091319,-0.2907765021411638,0.03437679198714492,-0.06453674708921849,0.7156098543072387,0.7258624212583239,0.5142797242087401,-0.21535684460588989,0.09008712168621619,0.4974927259530201,0.4957215643283284,0.1660292579351496,-0.5390502560347288,-0.05710976941756193,0.27756473499514756,-0.3893952226334453,0.15843670341316402,0.04534148157489417,0.027408189036901925,-0.47921242737417263,-0.44989994130185534,-0.515935213076726,0.3553910701084452,0.07883849284330793,0.4368579805292587,1.0,-0.35358126888328983,-0.5054042205304213,-0.2966959767466308,0.5311346099345329,0.024713580387253315,-0.15652698183476724,-0.412994520712876,0.35574458798519143,0.09921726819809162,0.5105198662097205,0.20432039342596553,-0.28423073197376864,0.47844476397401237,-0.10052636738544299,-0.25018876945423046,-0.08219908383350019,0.611030986778253,0.6844909629110992,0.39568817297485076,-0.008553804638739573,0.6320378993197905,0.03392591529606944,-0.5668942622148522,-0.2318318633741145,-0.08735824339498902,0.052041574539370375,0.19025819636313207,0.16398356466546585,-0.40422202172520255,-0.09359296825523744,0.5984586471648448,0.009076514074693192,-0.40227449668000215,0.5313644032017844,0.5057150618127724,0.0,-0.11744789663660431,0.1662914959423579,-0.05013048737617982,-0.5676046067742297,-0.2382949737607218,-0.0800436892561231,-0.291901317712412,0.6864847220323156,-0.2465046184426361,-0.030272369305262295,0.521263992663862,-0.2519408009380808,-0.10470154056396049,-0.2593370547794135,-0.46967686032169087,0.2556850812864308,-0.231752467850197,0.23936957609595108,0.29547397771963335,0.0,0.17566937538836844,0.22358646928952244,-0.08822458090984214,0.2557503441676395,-0.01816402821651153,0.036447472672685735,0.38876307267368626,0.4558330584204396,-0.0011332888865877395,0.2781202388377578,-0.08911347741766958,-0.17306693307972243,0.5838500717133748,-0.5690559932816008,-0.24954221180764183,-0.5753235647220982,0.11724364991800242,-0.007219165360885804,-0.5995502864183879,-0.4608907979512088,-0.6362151855984055,-0.5565378628237304,0.2983468041381888
Thal_LGN_R,-0.5744669442883837,0.04263454389736164,0.09347981486409994,-0.2539756940269742,0.7204853562053423,-0.16199236738297146,0.624994635297635,0.5467560557096807,0.669630612415643,-0.5313432116029955,-0.32583976463960596,-0.06702549282361663,-0.11465145174671482,0.6055463377202118,-0.013576619913463752,-0.5091642107881281,0.4106462556123453,0.5323878780676838,0.6494359008666578,-0.12625762455922676,0.33095651683926125,0.35949446371410315,0.49321472913872993,0.3351896444852885,0.5457142635312211,0.5680674799792944,0.4631015267387041,0.03434349902749449,0.3795782750499411,0.11774699538480007,-0.35358126888328983,1.0,0.6556920387045098,0.6672144288631782,-0.5835878180866959,0.17593773859238496,0.7191491977266243,0.1606406635411439,0.023517899280224065,0.45358810930045185,-0.29209357476438186,-0.2828789084848388,0.5782081260993474,-0.3402568381228,0.7097280981480275,0.6859162907372305,0.4817883544995293,-0.5171497069410781,-0.3310753924374172,-0.47703839112591534,-0.35950953129733887,-0.668928489310359,0.3979621497669856,0.6176205296561433,0.6065079138553473,0.6732087607677143,0.5087483681897045,-0.30335142651196545,-0.02951043269549201,0.4819335639959461,-0.047168120737680556,-0.5233236997111808,0.5024412331409567,0.15307453378423672,-0.20917510601038097,-0.13242330277115472,0.0,0.5748479167239565,-0.4208567519547772,0.528200071136364,0.2501089271542399,0.6436239819669346,0.50327678417867,0.6169125028711142,-0.50212302250292,0.5814918517666644,0.10359211097810642,-0.3196083914492716,0.681191993585041,0.4461434379989839,0.6479805379287134,0.346397913593378,0.23793564587939384,0.5205117760294629,-0.32496391431000116,0.2766053539499204,0.0,0.15608493079553956,0.2047550450644733,0.4461571009399585,-0.03980430003048743,0.4102411605561125,0.40967993016461196,0.23491972602992317,-0.4009211770060873,0.47376300718884334,-0.3165137094269792,0.07841026615550122,0.5266421419794302,-0.5728429180222046,0.4866218246219141,0.590579714894047,0.5137387078055239,-0.16893655898950402,0.5400655562717208,0.25751979465875324,0.6900205304973651,0.24278583846362187,0.4337188682535181,0.14170301081513864
OFCpost_L,-0.7232527487730912,-0.10607426825268632,-0.08434238062319165,-0.27877309187756805,0.6750940139723869,0.11040380934186599,0.48293426817287155,0.2535317604361069,0.5818040907394686,-0.7251846475032794,-0.5707054937876628,-0.08514889056594523,-0.21473948056089273,0.36487964280339735,-0.26842518988469455,-0.7410061946328631,0.2936518222909105,0.8080869850653709,0.4736921691374636,-0.2678903298366591,0.4352815673386939,0.16405361358082074,0.23306096993608882,0.10538088569738667,0.6242667018523657,0.5517641535002114,0.6152934474962616,-0.1911748617848368,0.15153086432168592,-0.17227270447565576,-0.5054042205304213,0.6556920387045098,1.0,0.4498615475016326,-0.7483435412618922,0.4209445686718948,0.7935571065286755,0.3397367393327285,0.10795481418627909,0.26553896106854535,-0.3751922258297645,-0.18594295937147395,0.45422731890912255,-0.46830845251152414,0.6622470612534366,0.5053083904265426,0.2664175390857864,-0.650209833788526,-0.5290755325000208,-0.7045901342637342,-0.4080737790313805,-0.7308201164568408,0.25283788574854216,0.6659818938271657,0.35498250675196563,0.4149865130497514,0.2659220488884986,-0.4537580996880024,-0.1690156382228332,0.2660888940935476,-0.3538991993688904,-0.715712399834795,0.4234835287202448,0.2788041117847195,-0.2714948843848019,-0.2735266727657016,0.0,0.34310034763150615,-0.502731295881675,0.21857729837204232,0.3693091652740368,0.7995482881133144,0.3311590608722698,0.35265512647695374,-0.6804429898442083,0.4881591781122389,0.14086922593394363,-0.4643642289101806,0.5677097961794481,0.21084470120002305,0.5885069299059112,0.4567549931782942,-0.3078537469083688,0.3832092088790865,-0.5960272600068623,0.11272729977461451,0.0,-0.08787345783338645,0.0011768077848495905,0.23419017137016077,0.0616855528704069,0.19715270253585507,0.11971659265348197,-0.03216818731678256,-0.6700174566265963,0.17602855429086456,-0.5499603606980777,0.23182416966988195,0.3256543220060705,-0.7714619585832668,0.6467167832382483,0.4955016869023859,0.6407434340391545,-0.24921492309425455,0.36794792860267367,0.1881633922537708,0.49500015895603106,0.2617334650895865,0.32503861587442673,0.04963784486499965
Frontal_Sup_2_L,-0.34521233783402,0.09556858862304597,0.20668355105360348,-0.04949336893867968,0.6374325177097231,0.015280908427214149,0.6268040904846494,0.8605127167855776,0.45827269050431585,-0.4252834813730353,-0.22153764053230912,-0.24683240735031856,0.16316053016923615,0.6658520698578182,0.1987218869604191,-0.27737745318219853,0.4677001097529307,0.5574017904787782,0.8623270374149086,0.024613787343136337,0.24638195393347323,0.5942837729256596,0.7145818118554887,0.7475409199772113,0.4102048356512531,0.7249956669103659,0.14784581706979086,0.3668110994107542,0.634145018252132,0.17509619571845322,-0.2966959767466308,0.6672144288631782,0.4498615475016326,1.0,-0.33852875847797803,-0.12298050920032255,0.4579927115616261,0.20233730182107695,-0.21999672117254615,0.6012935025800106,-0.34378129693731185,-0.15640461973550443,0.7783497691215766,-0.29041352757704303,0.5655046179643644,0.9441792991483358,0.8628497657565569,-0.3861131311580917,-0.24553252827812447,-0.17350593640811507,-0.030539238266070776,-0.4665370604114044,0.6701447197193459,0.5734703974528412,0.833170735385375,0.822476779915808,0.6486469309306744,-0.06459437772068034,0.26556926344267273,0.8068371314560949,0.27295083216656024,-0.2295983245615757,0.4001759052283766,0.19901223011839825,-0.3195367995822749,-0.2906946187539136,0.0,0.7591093913023038,0.12753247544954716,0.6223356950323544,0.21746561158741803,0.3751136327201384,0.840966445907261,0.5979119225122439,-0.3527873591993448,0.6453175094657599,0.0865445146654288,-0.35347988152516224,0.7762643736302541,0.6826912193957303,0.8074343088410024,0.4926407901363687,0.29220775397324195,0.8691022354150032,0.014100158957972094,0.5039709569885431,0.0,0.2228598861894911,0.4756762899908931,0.7991201520024244,-0.040365954676195984,0.7917186816713431,0.548076564199572,0.36278612665456306,-0.2879772952845396,0.7294260687606847,0.15843259116895322,0.12280126659777996,0.888001751974796,-0.32606773872531974,0.5801829898939935,0.8942097485535315,0.33310019813651026,-0.17893764479172253,0.5901206943115305,0.42116319573479616,0.8996659256022947,0.39307918520805957,0.674845501351619,0.4226763306686158
