,Red_N_L,Insula_L,Frontal_Med_Orb_L,Precentral_L,OFCpost_L,Thal_PuL_R,Thal_LGN_L,Rolandic_Oper_L,Frontal_Sup_2_L,Insula_R,SN_pc_L,Thal_VL_L,Frontal_Sup_Medial_L,Cerebellum_10_R,Cerebellum_Crus2_R,Thal_VPL_L,N_Acc_R,Thal_LGN_R,Hippocampus_R,OFClat_R,Parietal_Sup_L,Thal_PuL_L,Frontal_Sup_Medial_R,Cerebellum_7b_L,Cerebellum_3_L,Postcentral_L,Thal_Re_R,Frontal_Mid_2_R,OFCpost_R,Vermis_10,Heschl_L,Vermis_9,Cerebellum_8_R,SN_pr_L,Thal_VL_R,Parietal_Inf_L,Thal_MDl_R,Thal_AV_R,ACC_pre_L,Vermis_3,Thal_MDm_L,ACC_sup_L,Cerebellum_Crus1_R,Angular_R,Vermis_4_5,SN_pr_R,Cingulate_Post_R,Precentral_R,OFCant_L,OFClat_L
SN_pc_L,0.36177278940736163,0.3850262024965185,0.0416912359428456,-0.32732190173374315,0.14044587280281445,0.3084199114671685,0.17395904631770429,0.17876760614739892,0.11571991717946672,0.25711955649215607,1.0,0.46819232739235606,0.19410427222781443,0.33509968692749525,-0.2403423233147694,0.4956315739139765,0.1854708875693655,0.13319303121524753,0.3708317253786692,-0.05443492319388197,0.12050011571099449,0.3927532290785912,0.18586802767179017,0.11865183963157615,0.18112796349256255,-0.1733439492397661,0.24605584319975474,0.21130148622047493,-0.10168279556186222,-0.19873863291499308,0.29717803012970456,-0.032803676273078015,-0.2442579973957443,0.4775418580906663,0.3391317639997368,0.2814932103400425,0.47609908524995936,0.10731797976062288,0.14689306937687308,0.20279335092431172,0.39463474820077765,0.3009489764596221,-0.30175699717747906,0.2798413729032064,0.07748731887058698,-0.10923959430727186,-0.015139563786461396,-0.011069012101235152,0.2102697008938354,-0.10107776060557429
Thal_VL_L,0.6976697326185202,0.8647897764304034,0.3371851840328007,0.1105246157790964,0.36487964280339735,0.37314119888517094,0.3363229614392302,0.1244725672726887,0.6658520698578182,0.7072143531231229,0.46819232739235606,1.0,0.6047440469093623,0.17699398935256863,-0.08185989903533322,0.7952751950849627,0.5949718710408226,0.6055463377202118,0.7650595854189095,-0.09518143765664432,0.0747230559332344,0.7169810547658427,0.592421458855183,0.008488031969325929,-0.10533084850076255,-0.1905580968249987,0.5309750920109976,0.7070232346945237,0.30988467538117054,-0.19219445584045958,-0.08424635284260792,-0.14191729853137294,-0.3117360378071131,0.650749029972706,0.7943790356145071,0.10870501278530893,0.6188542882711316,0.6758618793780817,0.6690400019581983,0.014794552554924612,0.725965017872926,0.6723601244643621,-0.07935741835012687,0.09008712168621619,-0.1405629803316225,0.4511093922395009,-0.19841547494372377,0.43637881174109394,0.36389968768384945,0.08401728781085621
Frontal_Sup_Medial_L,0.3498925605927201,0.7924841178378362,0.43497634085875164,0.5006664828637665,0.35340119255389296,0.025974222236319705,0.19931008728485125,0.323422789399706,0.8812430819552607,0.9328039217088188,0.19410427222781443,0.6047440469093623,1.0,-0.06820762293474521,0.1028365145554548,0.5333289810128076,0.8170136358996164,0.5162146319703538,0.5433747991921404,0.12465342289652191,-0.1485661015436139,0.4921390790269869,0.9734871216496074,0.16824329695588763,-0.268641496628141,0.2500963555634448,0.24210938691290856,0.8746099729999427,0.4605557374194782,-0.020398842982273204,-0.11263273711217262,-0.03305000037636005,-0.07404404519342728,0.43846038292621764,0.8679451598472153,-0.13196887743268687,0.4794286982962844,0.6389352990624824,0.6915873014905451,-0.15976121362312143,0.5576458476326146,0.9601950057566443,0.3012153657890366,-0.17538518222410981,-0.1777828271237737,0.2938666500058325,-0.08389925631606034,0.6289524733406963,0.24085625048402887,0.20251653615523574
Cerebellum_10_R,0.3203939517862121,0.04043174517077802,0.24971365414465763,-0.2759460090068051,0.4209445686718948,-0.04132636071835093,-0.42731310303576375,-0.2069265026731982,-0.12298050920032255,-0.026945883909341176,0.33509968692749525,0.17699398935256863,-0.06820762293474521,1.0,-0.5394303971686472,0.11426251741609533,-0.1188712701944735,0.17593773859238496,0.02389790101191949,0.06030859690860677,-0.15760754930395304,0.21791414877272453,-0.04101797425037551,0.2227993718309962,-0.26553321285917947,-0.24094754399535218,0.15754303289920832,-0.0028020217426470316,0.13708308584782491,-0.38535554868577315,-0.0965861150150986,0.057660856345505836,-0.6240315521558809,0.01484467565140249,-0.02207971654348526,0.17590862070803323,0.024622232263241405,0.0875514954107585,0.0707486053756178,-0.3417870501603083,0.05947138180674964,-0.037215419764276496,-0.38008958538538457,0.024713580387253315,-0.392128300853261,-0.30004715804958765,-0.4729399142485039,0.05571480175810176,0.10322581552819228,0.07945929834382562
Cerebellum_Crus2_R,-0.22659380624497474,0.03554089905486666,0.05312935587827286,0.3218720065999139,-0.21473948056089273,0.012920420733297562,0.15866313511633642,-0.21074601931618728,0.16316053016923615,0.14619034542654052,-0.2403423233147694,-0.08185989903533322,0.1028365145554548,-0.5394303971686472,1.0,-0.0747588277132173,0.19442225601489233,-0.11465145174671482,0.029981009320049257,0.1565159332431394,0.11181316418896578,-0.23484852167575834,0.10553445057628859,-0.18501839258876984,0.04442847866217998,-0.013110797884433645,-0.017710576986322436,0.006651893602903848,0.2839385787307033,0.5518886809209619,-0.2720280770359063,0.0022893069946891276,0.3272339548934888,-0.008786773861638855,0.049199472110373864,-0.3720113236656318,-0.1627660710041348,0.12006652553666888,0.07629814280299474,0.14746525836790403,-0.09548182315157042,0.08431333335612151,0.6389383280575325,-0.21535684460588989,0.04153772449428957,0.1370945199589741,0.12045954930985533,-0.12727770271059596,0.16148361584883109,0.10848045785840332
Thal_VPL_L,0.6384315251011692,0.8078737864628794,0.255832492053087,0.09003888509963603,0.26553896106854535,0.28870230423974386,0.41182256255023797,0.1526924528920278,0.6012935025800106,0.6612358825317746,0.4956315739139765,0.7952751950849627,0.5333289810128076,0.11426251741609533,-0.0747588277132173,1.0,0.500577908691081,0.45358810930045185,0.8242346664904275,-0.02646948922614479,0.11627589204196294,0.7936586875390231,0.5444676291245576,0.0010452347260985243,0.025169233182322746,-0.21704317919170876,0.43238570823372147,0.6756944714442508,0.23316059642116785,-0.14952216304221613,0.024324735199778364,-0.13814762950671752,-0.13285506288756163,0.7622750260657057,0.6885350872392215,0.14793052414610622,0.760872696535271,0.44295453925588163,0.532871079780329,0.1679918310158464,0.6643909912741573,0.6235887228910983,-0.1201767129257485,0.09921726819809162,0.06032152434400439,0.3603199912773212,-0.03189900615236379,0.3963777079869055,0.22118439892759226,-0.0218749085418776
N_Acc_R,0.3118070503229662,0.7029113149726488,0.22036001013333265,0.2971145418541407,0.10538088569738667,0.30088602125641917,0.261283451923887,0.21724007951227697,0.7475409199772113,0.858651313168992,0.1854708875693655,0.5949718710408226,0.8170136358996164,-0.1188712701944735,0.19442225601489233,0.500577908691081,1.0,0.3351896444852885,0.5389262950171355,-0.014642760829923012,0.09851600651819926,0.520315931980733,0.7543177973994268,0.0008848551681104778,-0.002167362139142849,0.07760663526526132,0.2091183570673786,0.6827427822040208,0.29513674651328614,0.0011926267168556003,-0.0368094660028494,0.10713844877988346,-0.10264727478714171,0.3830263414189216,0.7995020865326266,-0.02874234026965358,0.4544390075720232,0.4983912891447095,0.6046124688055136,0.08948217643675609,0.6333891231167676,0.8148572648180094,0.1529198217449273,0.027408189036901925,0.00029324173284121563,0.43808399288707467,0.07814434949078546,0.5362242797415616,0.4051645390381801,-0.016957371662390208
Thal_LGN_R,0.669630612415643,0.6494359008666578,0.5323878780676838,0.4337188682535181,0.6556920387045098,-0.02748818823852509,0.23793564587939384,0.09347981486409994,0.6672144288631782,0.4817883544995293,0.13319303121524753,0.6055463377202118,0.5162146319703538,0.17593773859238496,-0.11465145174671482,0.45358810930045185,0.3351896444852885,1.0,0.49321472913872993,-0.16199236738297146,-0.36907784413632266,0.4106462556123453,0.5205117760294629,0.23884162981446727,-0.5710590372446464,0.09753702974014139,0.5450707792481583,0.6859162907372305,0.4866218246219141,-0.2539756940269742,-0.3402568381228,-0.16893655898950402,-0.24175712145797154,0.40967993016461196,0.5467560557096807,-0.14405724826920563,0.14170301081513864,0.6360173705181928,0.681191993585041,-0.5233236997111808,0.2766053539499204,0.50327678417867,0.24278583846362187,-0.35358126888328983,-0.5728429180222046,0.3851811608818407,-0.47703839112591534,0.5587114635483648,0.15608493079553956,0.33095651683926125
Hippocampus_R,0.5823840013343604,0.8254941854021013,0.28790123859481687,0.3498078346989254,0.23306096993608882,0.2398010945750646,0.45878712052907294,0.14054719311357522,0.7145818118554887,0.6631043197737561,0.3708317253786692,0.7650595854189095,0.5433747991921404,0.02389790101191949,0.029981009320049257,0.8242346664904275,0.5389262950171355,0.49321472913872993,1.0,-0.05135247400866122,0.1248960782315057,0.6146686647431232,0.5415799107738439,-0.04647428194402307,-0.05638561526056382,-0.11174332144673563,0.30148385406246686,0.7521723480445949,0.31751243303765475,-0.10160559026566231,-0.06662256789223223,-0.2071823766876183,-0.12650492192211837,0.776465407139348,0.7428196725738841,0.059071258819203505,0.6470116333571775,0.5782737222028376,0.5401001566380841,0.17409296519315764,0.5673252981815798,0.5880627091055555,0.008148177104976083,0.04534148157489417,-0.024684173032143313,0.6150672978809524,0.034412461853177236,0.49968925850780377,0.21794489068276252,0.0016580916585379507
OFClat_R,-0.13407534439955776,0.03654462925171551,0.29011285648676455,0.08611005761785895,0.11040380934186599,-0.24061208246171398,-0.437184230630375,-0.034729819241701355,0.015280908427214149,0.06923574392172117,-0.05443492319388197,-0.09518143765664432,0.12465342289652191,0.06030859690860677,0.1565159332431394,-0.02646948922614479,-0.014642760829923012,-0.16199236738297146,-0.05135247400866122,1.0,0.034967839170307886,-0.09693762765870596,0.1290613874506301,-0.0019343395121408083,-0.07467322734685476,-0.02540285801700969,-0.2697333289543442,0.029298033743797296,0.2564404480583687,0.1376885708512696,-0.15872642967544517,-0.04015125091358491,-0.004753885470042076,0.07011889548783866,0.00029694653810199306,-0.1523603323875071,0.09840243299822182,0.018630482337808122,-0.003638548174611921,-0.018339900646497934,0.08964888444841541,0.10951362903991267,0.24649265326857395,-0.14887262891091319,-0.014367080423533525,-0.3425136385805613,-0.1147350370738994,-0.24556678066354165,-0.09082283989313904,-0.004410052412319102
Parietal_Sup_L,-0.17363415823441886,-0.0243727212036514,-0.42213293996022977,-0.34246687337496573,-0.585316233212186,0.3118981349880681,0.25107174313165437,0.03423577726485169,-0.18196735967994396,-0.024187717162835187,0.12050011571099449,0.0747230559332344,-0.1485661015436139,-0.15760754930395304,0.11181316418896578,0.11627589204196294,0.09851600651819926,-0.36907784413632266,0.1248960782315057,0.034967839170307886,1.0,0.11475912018953127,-0.1876490786637281,-0.315389330084946,0.6748329412912163,-0.19537571791520533,-0.20722425184461815,-0.20202483472651478,-0.37764301925910626,0.13230141475763046,0.3235013632469595,0.07872004255697988,0.05586478028528449,0.19550729530956695,0.07304286596907973,0.5457355502846837,0.23868377573334415,-0.2062153572185338,-0.19325181728625218,0.6285407706459544,0.2697407370551042,-0.056255031642341934,-0.328468278598112,0.6704798631683425,0.5534714202011219,0.175792640167962,0.4021855825549067,-0.30931231006620225,0.31017567990523637,-0.3209990079526128
Thal_PuL_L,0.6232499438336239,0.6827433257670511,0.1709513895260989,-0.013641213804007317,0.2936518222909105,0.36354104833065926,0.284447152876999,0.24923822531991563,0.4677001097529307,0.5676650491009193,0.3927532290785912,0.7169810547658427,0.4921390790269869,0.21791414877272453,-0.23484852167575834,0.7936586875390231,0.520315931980733,0.4106462556123453,0.6146686647431232,-0.09693762765870596,0.11475912018953127,1.0,0.48566445159028615,0.08595327783558179,0.08074671340480187,-0.11194852189502336,0.31489635354274104,0.5638711020864365,0.07910823767847132,-0.23464649862463532,0.16072624653053968,-0.03227963240663766,-0.13823142390566476,0.5264119803897324,0.6079118821276658,0.2741238284419623,0.6889307720661475,0.3105802157361643,0.4837159149913866,0.11541261417748105,0.6812675752793501,0.576671863904446,-0.28365909214435475,0.1660292579351496,0.054239788874467,0.3001782250480313,-0.0061329167471616455,0.45592727821945706,0.2376865680005353,-0.08725618747394008
Frontal_Sup_Medial_R,0.3378205363795659,0.7788852699665915,0.4795777154478061,0.4995253000389137,0.3832092088790865,-0.008046819859392517,0.18142646578460062,0.23923669179708792,0.8691022354150032,0.9304875493269071,0.18586802767179017,0.592421458855183,0.9734871216496074,-0.04101797425037551,0.10553445057628859,0.5444676291245576,0.7543177973994268,0.5205117760294629,0.5415799107738439,0.1290613874506301,-0.1876490786637281,0.48566445159028615,1.0,0.1665203435987805,-0.30915766691721885,0.19230844800200222,0.3011698225493914,0.880117305126504,0.5322712787713059,0.015961009790339122,-0.18912952562167942,-0.0664801397900459,-0.03728444566484268,0.44032530630303957,0.8364982778722378,-0.16198708380130972,0.4489136388584415,0.6636740114862997,0.7166747341292693,-0.20756143140551703,0.4801884244567959,0.9521356959990537,0.31158063698208005,-0.231752467850197,-0.22588627889170837,0.2574619314094164,-0.14502890472256316,0.6348098292720713,0.23381017740872437,0.23959849877062916
Cerebellum_7b_L,0.06709338494485008,0.031282048818840134,0.07052794056370387,0.13170159030379114,0.19479750759930642,-0.024068434419990573,0.009004213316203819,0.17992581845147787,0.09104844517264435,0.07449370579856865,0.11865183963157615,0.008488031969325929,0.16824329695588763,0.2227993718309962,-0.18501839258876984,0.0010452347260985243,0.0008848551681104778,0.23884162981446727,-0.04647428194402307,-0.0019343395121408083,-0.315389330084946,0.08595327783558179,0.1665203435987805,1.0,-0.23234075862656153,0.31598732105054783,0.10090825002930655,0.10963133728501859,0.06793610947432822,-0.1063458463437088,0.05614009361726067,0.2971902329487152,-0.1374821958152669,-0.005100369316536441,0.06642359999785093,-0.09810788502037492,-0.03246684648161816,0.02176818656091811,0.03700788631775434,-0.24079519535253335,-0.028419492051008344,0.12849926064534317,0.09371023178443655,-0.1491319513544367,-0.2202390271157422,-0.13988184097978842,-0.1532875553779963,0.16471710906987205,0.06316004663761027,0.12839960564684627
Cerebellum_3_L,-0.31303820913948,-0.22476954002977134,-0.7694783151604132,-0.5532317094100714,-0.8082059800159723,0.4108498797391257,0.3810452732871919,0.26694388547605824,-0.41716240588074477,-0.17966917251784253,0.18112796349256255,-0.10533084850076255,-0.268641496628141,-0.26553321285917947,0.04442847866217998,0.025169233182322746,-0.002167362139142849,-0.5710590372446464,-0.05638561526056382,-0.07467322734685476,0.6748329412912163,0.08074671340480187,-0.30915766691721885,-0.23234075862656153,1.0,-0.07552329786197028,-0.3717433954809862,-0.4008705203461796,-0.74704204302679,0.18444629965846684,0.6840752880341284,0.18977529777604224,0.340031504593693,0.071706266082571,-0.12230944233094691,0.4884388564751663,0.2948141357801426,-0.5055714677811548,-0.4231613860135938,0.8996801805814975,0.20430049689194227,-0.16625773161222654,-0.49269898616970564,0.6953700108217561,0.901436339471208,0.06451388209543261,0.7360042614242989,-0.4164859185286152,0.10626280341121001,-0.5586740808015662
Postcentral_L,-0.2678011752955844,-0.05488880628455608,-0.16103125454281297,0.5208413031791461,-0.07181097886796806,-0.13731819151186564,0.18165630369134989,0.6492273556968572,0.19786169640863607,0.026684958579742724,-0.1733439492397661,-0.1905580968249987,0.2500963555634448,-0.24094754399535218,-0.013110797884433645,-0.21704317919170876,0.07760663526526132,0.09753702974014139,-0.11174332144673563,-0.02540285801700969,-0.19537571791520533,-0.11194852189502336,0.19230844800200222,0.31598732105054783,-0.07552329786197028,1.0,-0.23991962155326452,0.1467083925260852,-0.21424474198946766,-0.11055775136738524,0.3694150378883539,0.08511865203674332,0.27697549733852617,-0.04546936362037549,0.17836214426418784,-0.09241197178234076,-0.040067108818685845,-0.15564206009334233,-0.021924370444585662,-0.1008068911185961,-0.03892022919286009,0.12641922263406932,0.23032840838435148,-0.1803256238887896,-0.01906455089839007,0.03931906771799416,0.2908325779160648,0.19050426207737933,-0.07201041345466258,0.030190066340420447
Thal_Re_R,0.5096548803196815,0.48157979137315293,0.43273162099385754,0.09149518057351332,0.48046611513268567,0.15201423916349638,0.17082421425222358,-0.2132294058075246,0.3688448913805854,0.32030940406971137,0.24605584319975474,0.5309750920109976,0.24210938691290856,0.15754303289920832,-0.017710576986322436,0.43238570823372147,0.2091183570673786,0.5450707792481583,0.30148385406246686,-0.2697333289543442,-0.20722425184461815,0.31489635354274104,0.3011698225493914,0.10090825002930655,-0.3717433954809862,-0.23991962155326452,1.0,0.3941596582905783,0.4780007861722066,-0.19784258674961608,-0.41874465747424644,-0.1964552047268362,-0.3055729204338968,0.21594202753400582,0.2919541188588048,-0.12266113769108815,0.06158900476209572,0.5745033095871738,0.601896436640165,-0.2650803619103395,0.19086102246170317,0.3329139972147598,0.13480079008016055,-0.1629667174839336,-0.43973603267098565,0.18940510606022617,-0.5798164433059266,0.18677034122144878,0.28753558911152777,0.3168170890980173
