,ACC_pre_L,Cingulate_Post_L,Cerebellum_Crus1_R,Precentral_L,Raphe_D,Thal_IL_L,Supp_Motor_Area_L,Supp_Motor_Area_R,Postcentral_R,Frontal_Inf_Oper_R,Cerebellum_7b_L,Cerebellum_Crus1_L,OFCmed_R,Heschl_R,N_Acc_R,Thal_VL_L,Thal_PuM_L,Rectus_L,Rolandic_Oper_L,Frontal_Inf_Orb_2_L,Vermis_4_5,ACC_pre_R,Temporal_Inf_L,Temporal_Pole_Mid_R,Frontal_Sup_Medial_L,Thal_LP_R,ACC_sub_R,Cerebellum_Crus2_L,Cerebellum_3_R,OFCant_R,Temporal_Mid_L,Vermis_9,Precentral_R,Vermis_6,Cerebellum_8_R,Putamen_L,Temporal_Pole_Sup_L,Thal_MDl_L,Rectus_R,Angular_L,SN_pr_R,ACC_sub_L,Thal_Re_R,Cerebellum_4_5_L,SN_pc_L
Cerebellum_7b_L,0.03700788631775434,-0.08621715142717003,0.09371023178443655,0.13170159030379114,-0.09710168808902846,-0.054397050896889024,0.13036253174768678,0.04785939678921765,0.05672597832758458,0.14831113309267055,1.0,0.1610025516635816,0.17228547402653716,-0.05504885609221579,0.0008848551681104778,0.008488031969325929,-0.03294299810600266,0.1024355324270811,0.17992581845147787,0.11608889418236712,-0.2202390271157422,0.12938114458282346,0.09677276093438822,-0.008383883333821793,0.16824329695588763,-0.04565360319600088,-0.0031158594336209095,0.12420688826168641,-0.10836133943262855,-0.026744007051512603,0.01717878527873925,0.2971902329487152,0.16471710906987205,0.0,-0.1374821958152669,0.16302810178104413,0.23570729230000687,-0.021861949493316282,0.11950872351429537,0.005621010257615097,-0.13988184097978842,0.010541135741073487,0.10090825002930655,-0.1542031589742852,0.11865183963157615
Cerebellum_Crus1_L,0.21856697214843027,-0.10303791438931607,0.4680472555982533,0.3342574016354672,-0.3219478305352188,0.1323816417805944,0.2610323278694013,0.18376071364777768,-0.027518249772796287,0.13314691435566742,0.1610025516635816,1.0,0.459956225949742,-0.105836708442667,0.12220535354606982,-0.08710804978758951,-0.16818757027363154,0.362511561853453,-0.30071277848708755,-0.1043888590535927,-0.4721328414069652,0.151988103170247,-0.5014714532655357,0.4992994223735502,0.16801479289965557,0.0783885343758048,0.21686416509704967,0.3359386104596537,-0.5449958866363493,0.42033587042538306,-0.5274082000755649,0.12236797403525086,0.09903359702497938,0.0,-0.1973812064822356,-0.018466591875928806,-0.028966718706229695,-0.4203672270899597,0.415460946761902,-0.2112512744310893,-0.13963713369223132,0.3146856171291807,0.20175028989935948,-0.5285214178734429,-0.19669717369579498
OFCmed_R,0.48186989935670166,-0.17294382983012935,0.5088475939905133,0.41048328556207536,-0.3376953369033955,0.49413035126811145,0.4163652678423998,0.41081512513138363,-0.23104470331420818,0.33444865473658897,0.17228547402653716,0.459956225949742,1.0,0.024988449751258687,-0.01654706664372589,0.14929703195223606,0.14360908753131651,0.7583579899813214,-0.2601649229455941,0.3634926396091747,-0.6857904568238264,0.11897212396683318,-0.4306116384056615,0.48808227448980374,0.17172329398423264,0.15135814041075293,0.5303628847804998,0.2739309928514356,-0.4977800575540978,0.3836528070884525,-0.23603923538237398,-0.24919909820396446,0.11766728182785209,0.0,-0.2905105434093468,0.07719123285240301,0.38624590854826235,-0.27826548518205785,0.8344311838804452,-0.11439604962646868,-0.02883521091253277,0.4066428118931719,0.596577033239287,-0.7386540568864784,-0.09723006801982789
Heschl_R,0.5625075067744619,0.02276259838987883,-0.09663754573048476,0.07069545878756953,0.6066304887610552,0.3461484214672862,0.4085783095548641,0.3618477356844755,0.05906442324912171,0.6485757983838174,-0.05504885609221579,-0.105836708442667,0.024988449751258687,1.0,0.6202740645364226,0.7872992744700734,0.8047052610902965,0.12522674510926532,0.1225516218546935,0.2988836551840238,0.12397305691477196,0.5469590514191147,0.1587043072963766,0.250048682240982,0.5319304996897336,0.21447081953802574,0.4106947492290594,0.09324680771459203,0.23253888189132566,0.2570055877761221,0.15624771207056978,-0.06200657444950758,0.3659667421889977,0.0,-0.13930331246937433,0.7117385833552863,0.4144958320545119,0.7237585461869602,-0.15287791113384494,0.09201480697040354,0.4182887310090784,0.4975844737022442,0.43607056384343085,0.16219179861500221,0.4184647047363135
N_Acc_R,0.6046124688055136,0.1522565803193142,0.1529198217449273,0.2971145418541407,0.4639171758442374,0.2695857181786862,0.5064871911251286,0.3763223313076418,0.33395722265146427,0.6829925502022094,0.0008848551681104778,0.12220535354606982,-0.01654706664372589,0.6202740645364226,1.0,0.5949718710408226,0.4466966427853227,0.06779378552567442,0.21724007951227697,0.0692307026091173,0.00029324173284121563,0.8075614925722748,-0.08390250832957083,0.4094785832409178,0.8170136358996164,0.38144163627972205,0.42033290907063126,0.052907879789245445,-0.11049433884973701,0.40279395927717143,-0.24447891988770196,0.10713844877988346,0.5362242797415616,0.0,-0.10264727478714171,0.774992642649353,0.2709769105289311,0.4407693826101794,-0.17393000836973108,0.0572076607272812,0.43808399288707467,0.7487734939971068,0.2091183570673786,-0.005092738100109949,0.1854708875693655
Thal_VL_L,0.6690400019581983,-0.12758341630770306,-0.07935741835012687,0.1105246157790964,0.48424377626860815,0.4733528180600415,0.5327611339219072,0.502300068500883,0.06138049394399539,0.7782647698911571,0.008488031969325929,-0.08710804978758951,0.14929703195223606,0.7872992744700734,0.5949718710408226,1.0,0.7804696053127619,0.24218609166279,0.1244725672726887,0.490052936161717,-0.1405629803316225,0.5593645577722055,0.1832331718563415,0.18806010893178593,0.6047440469093623,0.5069451186054994,0.4987373779116219,0.027215185526383863,0.04578860912482609,0.23969582349298416,0.20568913975120112,-0.14191729853137294,0.43637881174109394,0.0,-0.3117360378071131,0.7598269234228591,0.6173145862563068,0.7050287104717531,0.0406543771673423,0.10901806304923879,0.4511093922395009,0.5848527207045959,0.5309750920109976,-0.05043150501384627,0.46819232739235606
Thal_PuM_L,0.5502915989436401,0.14940480346848478,-0.03458136625614862,0.22752212272255123,0.44478652079969966,0.5722056518112435,0.5628771320301498,0.5513094034650994,0.021036168549290482,0.6767376071996983,-0.03294299810600266,-0.16818757027363154,0.14360908753131651,0.8047052610902965,0.4466966427853227,0.7804696053127619,1.0,0.21397400644500114,0.0785163465089309,0.47364013457405474,-0.007496675756284356,0.4168544141324135,0.1006040805153694,0.22245641825537127,0.4767271247284366,0.1529229763980386,0.46774336360418006,0.0462884392321005,0.05247949089890739,0.18837989228249852,0.22426850175516308,-0.24892840714934,0.3991072816359954,0.0,-0.13993893956583262,0.6635988671759904,0.4661293020971844,0.6361345216631573,-0.00816624892981319,0.1086925547812945,0.5165507700492056,0.46294376559727346,0.4722978722350577,-0.02791260212701774,0.3697013514369096
Rectus_L,0.4955666098800101,-0.15881897798887815,0.35171419800033554,0.43423089954473776,-0.2933689645709652,0.6382402942288039,0.5336951580296792,0.5586573732365628,0.12269937022459172,0.4522631740781249,0.1024355324270811,0.362511561853453,0.7583579899813214,0.12522674510926532,0.06779378552567442,0.24218609166279,0.21397400644500114,1.0,-0.3729554212609824,0.3232496895079284,-0.6480138629647694,0.1892104428915746,-0.4840171315441784,0.5885382912322529,0.2717766020114957,0.24641873165615402,0.6243041547239062,0.14031345606876783,-0.28574466020473754,0.6477244566647691,-0.127107097135943,-0.16491521093667827,0.4294660031877468,0.0,-0.2416010642382324,0.1895036022413766,0.44558156815071126,-0.1948261259738642,0.8323977228460264,-0.12308757072199801,0.21022835209310695,0.44682174788054124,0.5930852428892426,-0.7299748083075861,-0.16647713275562762
Rolandic_Oper_L,-0.010086732847543778,0.4089348493728477,-0.07097695280966379,0.19050373349949543,0.2993021061718231,-0.24386384924758003,0.12071644611024071,-0.0003692676510786489,0.02583902316229318,0.1535263180927858,0.17992581845147787,-0.30071277848708755,-0.2601649229455941,0.1225516218546935,0.21724007951227697,0.1244725672726887,0.0785163465089309,-0.3729554212609824,1.0,0.08608449881237011,0.3067188883814311,0.31121800693057355,0.5889865922534094,-0.355879730315084,0.323422789399706,0.17694390488037873,-0.10617698702610545,-0.16885943631744696,0.20470583677095597,-0.5032902465182557,0.3006297110319589,-0.0083714545679898,0.14050835332793282,0.0,0.3188044567031442,0.37603366091871626,0.16531451679514195,0.5279210836945726,-0.47379571172479334,0.15260380641325316,0.09354182891283151,-0.15921388578625414,-0.2132294058075246,0.35209248064746207,0.17876760614739892
Frontal_Inf_Orb_2_L,0.40382768690356124,-0.22856372562634472,-0.1236635132827258,-0.005310847271080066,0.18175887481917796,0.24224562310599293,0.24417885542078932,0.2889264885965988,-0.12945513826434543,0.44502849582991383,0.11608889418236712,-0.1043888590535927,0.3634926396091747,0.2988836551840238,0.0692307026091173,0.490052936161717,0.47364013457405474,0.3232496895079284,0.08608449881237011,1.0,-0.35129075116006564,0.1802637708479975,0.3443385352862056,-0.06010853906813971,0.2313948505245855,0.15471502286381683,0.4204165242670291,0.08591978771199206,-0.1426167513042504,0.006074102789116548,0.4662587149240144,-0.243128472397041,0.24522134569380694,0.0,-0.3919215014005662,0.38944873732015833,0.8120153446567858,0.3080133844517112,0.3109209497970082,0.19849448364887526,0.0634289479734258,0.25950248418327376,0.5300233498218081,-0.27254565174342577,0.41636027084595373
Vermis_4_5,-0.4460072809076377,0.367737507336665,-0.39640222112705953,-0.44213803583990735,0.5306343898971556,-0.4709467235341543,-0.4817725689866269,-0.5255625292502439,0.021258228147228355,-0.401604886129727,-0.2202390271157422,-0.4721328414069652,-0.6857904568238264,0.12397305691477196,0.00029324173284121563,-0.1405629803316225,-0.007496675756284356,-0.6480138629647694,0.3067188883814311,-0.35129075116006564,1.0,-0.05902702292790249,0.42956052980137427,-0.3726056411114924,-0.1777828271237737,-0.21862354856094882,-0.25833049131846525,-0.2040508382075546,0.6032785587667175,-0.44109916218167833,0.2712421461265062,0.15156243777171435,-0.32225984616114056,0.0,0.431386816738729,-0.09528842569131564,-0.4926977394860367,0.4017041346547195,-0.7947276443026214,0.09580763046451105,0.07646812081674861,-0.361546579314417,-0.43973603267098565,0.8792562681586175,0.07748731887058698
ACC_pre_R,0.7177075614728782,0.1538684684043212,0.2642849424452879,0.35865840298683815,0.3204782870855853,0.18318273090582324,0.5820157108222729,0.3465096384670594,0.20343566759781162,0.6940151703063488,0.12938114458282346,0.151988103170247,0.11897212396683318,0.5469590514191147,0.8075614925722748,0.5593645577722055,0.4168544141324135,0.1892104428915746,0.31121800693057355,0.1802637708479975,-0.05902702292790249,1.0,-0.022890945413842508,0.4821452563427022,0.930000361819983,0.46717243393087754,0.5064433159475459,0.1472974883731116,-0.17616155097947414,0.39186664087139034,-0.13090676868747297,-0.016594814440561156,0.5229834957452864,0.0,0.023586728073898965,0.8617295207756318,0.3596860627264871,0.42168083582929367,-0.10315012908969577,0.03526853917947586,0.22276967031103162,0.6957736166754709,0.2720795259012367,-0.13564273085018555,0.19424230897982045
Temporal_Inf_L,-0.18546489916241096,-0.12752421030801356,-0.6005539123928539,-0.5393063299224267,0.5029493684441916,-0.47311597301240926,-0.37276228213991025,-0.37832349425552353,-0.07873003888826437,-0.04585072232895554,0.09677276093438822,-0.5014714532655357,-0.4306116384056615,0.1587043072963766,-0.08390250832957083,0.1832331718563415,0.1006040805153694,-0.4840171315441784,0.5889865922534094,0.3443385352862056,0.42956052980137427,-0.022890945413842508,1.0,-0.7790299332432734,-0.08411903202637744,-0.054895025214181215,-0.2766929832382252,-0.1260353346913766,0.5524174147147392,-0.6673857844991845,0.7482893913137926,0.012922965499023838,-0.11213214443142909,0.0,-0.015577876163681073,0.1859931981287966,0.3039577560893207,0.6057752984404547,-0.48961595739496905,0.3508519675390225,-0.12389310268700982,-0.382546699189679,-0.07129972287595954,0.6519842133815738,0.5223205569920962
Temporal_Pole_Mid_R,0.5317094613627537,0.17155030327714157,0.619989057437972,0.6138703401644715,-0.2165123553456942,0.5109640282835534,0.6078149457645557,0.529830907637168,0.12929179024563447,0.4254323443228923,-0.008383883333821793,0.4992994223735502,0.48808227448980374,0.250048682240982,0.4094785832409178,0.18806010893178593,0.22245641825537127,0.5885382912322529,-0.355879730315084,-0.06010853906813971,-0.3726056411114924,0.4821452563427022,-0.7790299332432734,1.0,0.5074482256683805,0.27094811279345193,0.560346644816257,0.18331036563368266,-0.4301008869458774,0.7830710473929997,-0.5719813679490482,-0.023496470695031642,0.36189872894200315,0.0,-0.002952442205084813,0.28959172394069393,0.04004594892316464,-0.2289955231349052,0.43063814531491135,-0.2597051047900919,0.18100069309764602,0.6516762404093565,0.2594189958184149,-0.6131677586709637,-0.28434167245236486
Frontal_Sup_Medial_L,0.6915873014905451,0.17515329749904934,0.3012153657890366,0.5006664828637665,0.22790733371685545,0.30025249311219143,0.7133642776882682,0.49184995575070656,0.25825971924460717,0.8203359534392607,0.16824329695588763,0.16801479289965557,0.17172329398423264,0.5319304996897336,0.8170136358996164,0.6047440469093623,0.4767271247284366,0.2717766020114957,0.323422789399706,0.2313948505245855,-0.1777828271237737,0.930000361819983,-0.08411903202637744,0.5074482256683805,1.0,0.5112966955903528,0.5216566331805967,0.1036605085181693,-0.2825026523869889,0.43073389396460215,-0.15278812662695668,-0.03305000037636005,0.6289524733406963,0.0,-0.07404404519342728,0.9083836429642754,0.4246071207538925,0.4056058593939882,-0.028728004003519655,0.015408464645622755,0.2938666500058325,0.7187498514234545,0.24210938691290856,-0.2589804894159517,0.19410427222781443
Thal_LP_R,0.5232321268322224,-0.04002379409699528,0.16526842448732668,0.23756278587636442,0.05881994540697544,0.309068116436124,0.43618815243636405,0.41990657113153534,0.14470165563715953,0.496298812677379,-0.04565360319600088,0.0783885343758048,0.15135814041075293,0.21447081953802574,0.38144163627972205,0.5069451186054994,0.1529229763980386,0.24641873165615402,0.17694390488037873,0.15471502286381683,-0.21862354856094882,0.46717243393087754,-0.054895025214181215,0.27094811279345193,0.5112966955903528,1.0,0.36803158706923295,0.042411030154624996,-0.1324631742806801,0.23406701323170215,-0.06484757483727918,-0.14321790910083074,0.3083412403259417,0.0,-0.10216331028882861,0.4177589910862282,0.28615971574141025,0.2117242890329618,0.10417578859248897,-0.024359257800017475,0.27780143100642385,0.44771324846226124,0.1705252243062781,-0.23387430376094492,0.11455834121675473
ACC_sub_R,0.6311876906476345,0.1234193426919041,0.33194307846053617,0.38179326861006097,0.2342426516431458,0.5561945889513089,0.5673994481058295,0.5438891706749145,0.10740937874232488,0.5658446768955171,-0.0031158594336209095,0.21686416509704967,0.5303628847804998,0.4106947492290594,0.42033290907063126,0.4987373779116219,0.46774336360418006,0.6243041547239062,-0.10617698702610545,0.4204165242670291,-0.25833049131846525,0.5064433159475459,-0.2766929832382252,0.560346644816257,0.5216566331805967,0.36803158706923295,1.0,0.13413881400242894,-0.3266303992329181,0.374717119011375,-0.1166588798233325,-0.12623766725715577,0.4495296685500065,0.0,-0.14705692217054636,0.4320634713652878,0.44365311613079245,0.15325418066960123,0.4100118440521523,-0.04930392345146113,0.4762312126687449,0.7227267790056698,0.493491667509808,-0.46391095611776684,-0.12339261965408829
Cerebellum_Crus2_L,0.2292156760674979,-0.15409560902621977,0.21118062832351314,0.043417292855703754,-0.10572272212710686,0.02760227266048162,0.07922698810657476,0.04248286867734519,-0.15440282259051788,0.08798314975562993,0.12420688826168641,0.3359386104596537,0.2739309928514356,0.09324680771459203,0.052907879789245445,0.027215185526383863,0.0462884392321005,0.14031345606876783,-0.16885943631744696,0.08591978771199206,-0.2040508382075546,0.1472974883731116,-0.1260353346913766,0.18331036563368266,0.1036605085181693,0.042411030154624996,0.13413881400242894,1.0,-0.2565087214297423,0.20317723756105582,-0.09930685098957028,-0.1584085735850562,-0.07989830569951126,0.0,-0.16902262131540027,0.07431255941479313,0.06889536450045526,-0.1292412571860225,0.1894376937237728,0.016479883341831647,-0.1721773113435165,0.19892702544088775,0.1936060638720678,-0.20801053461108512,0.03681965553432219
Cerebellum_3_R,-0.2827917618015886,-0.02332497032340788,-0.5590492759288439,-0.5046066152423512,0.4462802124898234,-0.22995393037634126,-0.4127361716002137,-0.3066387857923051,0.0909104689780259,-0.23800457153479748,-0.10836133943262855,-0.5449958866363493,-0.4977800575540978,0.23253888189132566,-0.11049433884973701,0.04578860912482609,0.05247949089890739,-0.28574466020473754,0.20470583677095597,-0.1426167513042504,0.6032785587667175,-0.17616155097947414,0.5524174147147392,-0.4301008869458774,-0.2825026523869889,-0.1324631742806801,-0.3266303992329181,-0.2565087214297423,1.0,-0.26028038011058924,0.5380628155148647,0.10425860218799435,-0.12445989059707292,0.0,0.2583910731432952,-0.04690780691122482,-0.054688364577714386,0.47522583215861697,-0.3914619117627826,0.08294943102615403,0.10230432118153873,-0.39431450351161834,-0.10597989472716246,0.7364892493941314,0.2403868116359854
OFCant_R,0.47736939066684214,-0.06785135614462771,0.3277224093075766,0.40396298804805186,-0.21514789391025507,0.5208008917139318,0.4977785514880736,0.47160790619489484,0.23305237420446398,0.4167814224087979,-0.026744007051512603,0.42033587042538306,0.3836528070884525,0.2570055877761221,0.40279395927717143,0.23969582349298416,0.18837989228249852,0.6477244566647691,-0.5032902465182557,0.006074102789116548,-0.44109916218167833,0.39186664087139034,-0.6673857844991845,0.7830710473929997,0.43073389396460215,0.23406701323170215,0.374717119011375,0.20317723756105582,-0.26028038011058924,1.0,-0.3905583858673546,-0.012456651068571585,0.4005748220412545,0.0,-0.1667400019716763,0.29775723030989093,0.11893290828401774,-0.1708149481473747,0.4666896665472794,-0.1813933759446208,0.19270244394719346,0.5815487908328615,0.32826325820108737,-0.5279391063141108,-0.12642824525811303
Temporal_Mid_L,-0.13258023315373674,-0.20339186011893406,-0.5586342200132087,-0.4418384830871561,0.34898863828932536,-0.19031609756587417,-0.24598291665162628,-0.2113172953324931,-0.1467358972271757,0.009413669338270151,0.01717878527873925,-0.5274082000755649,-0.23603923538237398,0.15624771207056978,-0.24447891988770196,0.20568913975120112,0.22426850175516308,-0.127107097135943,0.3006297110319589,0.4662587149240144,0.2712421461265062,-0.13090676868747297,0.7482893913137926,-0.5719813679490482,-0.15278812662695668,-0.06484757483727918,-0.1166588798233325,-0.09930685098957028,0.5380628155148647,-0.3905583858673546,1.0,-0.12883309158429337,-0.07428624655608673,0.0,-0.05900501234310925,0.12860745377738592,0.374010274603714,0.5374133890179986,-0.22095103083256332,0.3107005911950433,-0.07629366260874618,-0.34737618397654724,0.09043284690619788,0.4111178647794721,0.3929558807831865
