,ACC_sub_R,Thal_PuM_L,Thal_PuI_L,Cingulate_Post_L,Temporal_Pole_Sup_R,Insula_R,OFCpost_R,Thal_AV_L,Putamen_R,Precentral_R,Raphe_M,Hippocampus_R,ACC_sup_L,Frontal_Med_Orb_R,Vermis_4_5,Caudate_L,Caudate_R,ParaHippocampal_R,OFCant_L,Thal_PuA_L,SupraMarginal_L,Supp_Motor_Area_L,Cerebellum_Crus1_R,Rolandic_Oper_R,Precuneus_L,N_Acc_R,Thal_PuI_R,Cerebellum_Crus1_L,Cerebellum_3_L,Cingulate_Mid_R,OFClat_L,SN_pr_R,Parietal_Inf_L,Cerebellum_Crus2_R,Thal_MDm_R
Raphe_M,-0.059734206501908915,0.39432366382565004,0.3439222930665376,-0.3754441354279687,0.1269532725368299,0.06513893995429898,0.00760653645069436,-0.04406572281389035,-0.023564013413377976,-0.07370168507953698,1.0,0.4243502327197971,0.0007213374323889959,-0.057819978896443414,0.11423619929148485,-0.02175252100580208,-0.03781086488931923,0.49663271567049677,0.2233997259097444,0.19614176532334784,0.10878298635439942,-0.15600654114944404,-0.45863803817586496,0.29714650558058514,-0.29967404261905123,0.05643580165812793,0.4868621860794433,-0.18186362435358197,0.2286755065439334,-0.03114556457027754,-0.15965886389722703,0.15627501476802186,0.30460039942525036,-0.17513102932501157,0.2544631097717603
Hippocampus_R,0.4123094335414473,0.8835422186406157,0.6627158073628993,0.20853486042376537,0.5005627876029628,0.6631043197737561,0.31751243303765475,-0.13857468470711065,0.45880364275507274,0.49968925850780377,0.4243502327197971,1.0,0.5880627091055555,0.1995583687231253,-0.024684173032143313,0.5424030350338576,0.5509121083946207,0.5267527366013531,0.21794489068276252,0.6835831390706454,0.03534269517005126,0.6477144233833179,0.008148177104976083,0.4977276791797052,0.0019743767655383566,0.5389262950171355,0.5170250162047784,-0.15675990973712622,-0.05638561526056382,0.6345762593186133,0.0016580916585379507,0.6150672978809524,0.059071258819203505,0.029981009320049257,0.6656624262968039
ACC_sup_L,0.5234640341051074,0.5416453955080941,0.38652848224770453,0.07551045923891517,0.6037183392319656,0.9477900960592492,0.4352010934484634,0.04609826894063647,0.8873433420768926,0.5541802387890977,0.0007213374323889959,0.5880627091055555,1.0,0.32665357078172874,-0.10545993265140742,0.9661894376084809,0.9197450929183372,0.39220194273286996,0.29886565961555245,0.5574501743011836,-0.0624376868305313,0.6348349286351228,0.19815228505726765,0.5949534520366172,-0.030323250533398356,0.8148572648180094,0.2239139542636046,0.10687265646273561,-0.16625773161222654,0.7406625346869891,0.1416656817794923,0.28039512667607597,-0.04258429999407708,0.08431333335612151,0.7687950789691209
Frontal_Med_Orb_R,0.4068835015310655,0.22116696465822996,0.07180381923300956,-0.29476230624160804,0.6748999687596432,0.28459337774243076,0.7257641597185992,-0.27713977871970286,0.0769633515651843,0.09397126561184317,-0.057819978896443414,0.1995583687231253,0.32665357078172874,1.0,-0.7124784496047863,0.1538380236292845,0.1782096341723695,-0.2826079831484014,0.12070778493920474,0.5087394311662822,-0.1038289715799286,0.45756376238341573,0.44149653235113606,-0.0787824435286362,-0.3824423900405813,0.13910028034856917,-0.20455268609136723,0.45914868158118216,-0.6880585829559354,0.2459619912818926,0.41187129186910443,-0.1633354830630746,-0.3534817331105449,0.10441320905892648,0.10918645865494862
Vermis_4_5,-0.25833049131846525,-0.007496675756284356,0.1522245496908231,0.367737507336665,-0.5674764015267675,-0.10546404304038418,-0.7014486344079388,0.20473358792305177,0.10347366118246164,-0.32225984616114056,0.11423619929148485,-0.024684173032143313,-0.10545993265140742,-0.7124784496047863,1.0,0.008691813638694678,-0.08793069327853043,0.5008247372770978,-0.07378303210372476,-0.39947678117032226,-0.08351521621946341,-0.4817725689866269,-0.39640222112705953,0.14064505990776457,0.5105324846613793,0.00029324173284121563,0.5005437162541394,-0.4721328414069652,0.901436339471208,-0.2884953141659328,-0.5792615469296816,0.07646812081674861,0.39652480137240526,0.04153772449428957,0.06297797224276687
Caudate_L,0.4339375250891052,0.48737483536771486,0.3776196279548308,0.14955007287843475,0.5051409284552545,0.9455894034618033,0.3251928079928188,0.11918129615062197,0.9402063620496544,0.5916486981865551,-0.02175252100580208,0.5424030350338576,0.9661894376084809,0.1538380236292845,0.008691813638694678,1.0,0.9371463329036156,0.452691350829473,0.32622206918030777,0.4508847069034771,-0.02833880006515832,0.5806815577812154,0.15250525088901085,0.6541625679397809,0.04128535410215977,0.8531625154964461,0.23434660801872365,0.06422023780663563,-0.055211438836645935,0.7439157182462831,0.08304159238966213,0.2816977871343893,-0.0012665635941691584,0.08265840647732144,0.7921143031358437
Caudate_R,0.47500682212413364,0.4463038542235891,0.3102626718709476,0.13399497512730213,0.48980648507709545,0.8798858621422853,0.31501392917242166,0.10386945972749322,0.8939238171432051,0.6732419688618,-0.03781086488931923,0.5509121083946207,0.9197450929183372,0.1782096341723695,-0.08793069327853043,0.9371463329036156,1.0,0.44503416110249744,0.2930262825401849,0.39188363482914285,0.046233642142305534,0.6230222197536053,0.10981677094528174,0.6586937297353755,-0.010216562815406496,0.7943425791857006,0.14423980725311764,0.017006479049022517,-0.13666901957460117,0.8155767460190038,0.07556594656802192,0.3542608781746729,0.018140498243269156,-0.012890926888819638,0.7230628446122235
ParaHippocampal_R,0.10595269892021968,0.40197108042853386,0.384885156709541,0.04320334432501686,0.10424097990136957,0.418139339223635,-0.22227627309434053,-0.008061804574316595,0.5446946515342733,0.13785769272700407,0.49663271567049677,0.5267527366013531,0.39220194273286996,-0.2826079831484014,0.5008247372770978,0.452691350829473,0.44503416110249744,1.0,0.40974682404033563,-0.022026299535915807,0.040383111072571184,-0.033821304320932874,-0.34513984588561203,0.7437891849405757,0.1117280527367639,0.5428500207410621,0.5823953379193174,-0.2888296678847788,0.5814938095628818,0.28119707880275774,-0.35658682000094405,0.38504872117263284,0.3514062712277313,0.02567862779757346,0.541480473758934
OFCant_L,0.04624340451400244,0.17003127396718135,0.053125154906112575,-0.23580995265267235,0.35007326490720814,0.35572037825030584,0.18593532821011133,0.014429800410292883,0.3333174475167064,0.10748388881499159,0.2233997259097444,0.21794489068276252,0.29886565961555245,0.12070778493920474,-0.07378303210372476,0.32622206918030777,0.2930262825401849,0.40974682404033563,1.0,0.15067398457195097,0.04328826016622383,0.1405804065812776,0.004586026175211077,0.4401298297583038,-0.0033421201065509387,0.4051645390381801,0.0835770112445281,0.1614791278791414,0.10626280341121001,0.24894447941021777,0.06408992428650602,0.18411767748207072,0.11624743445993357,0.16148361584883109,0.30862605137262217
Thal_PuA_L,0.5542535454206385,0.706764822411896,0.41662889555573057,-7.59623620605497e-05,0.7422569264759551,0.6576560508195137,0.7582503924078496,-0.2213798385482666,0.21817690235776147,0.4137491033732831,0.19614176532334784,0.6835831390706454,0.5574501743011836,0.5087394311662822,-0.39947678117032226,0.4508847069034771,0.39188363482914285,-0.022026299535915807,0.15067398457195097,1.0,-0.12192076117114564,0.7276948921207002,0.3146807386923572,0.19958536304965152,-0.1502895712506753,0.39679786195143363,0.12791972521614375,0.22464062351917027,-0.48245848978330974,0.489522286156196,0.3536347325540746,0.36763772671912504,-0.2381557631309095,0.21355694529404545,0.427797112435487
SupraMarginal_L,-0.13046748912403844,0.06583170200098665,0.10397195879750933,-0.19783323509322823,-0.1699491191551766,-0.044388202137112476,-0.1887079293181714,0.0495808656139089,0.060703488527738575,0.2522463661341679,0.10878298635439942,0.03534269517005126,-0.0624376868305313,-0.1038289715799286,-0.08351521621946341,-0.02833880006515832,0.046233642142305534,0.040383111072571184,0.04328826016622383,-0.12192076117114564,1.0,-0.018095454396482233,-0.36581160519824174,0.06774017792321223,-0.4040528966683044,-0.06106055038923365,0.11350476791916395,-0.2245370457037987,-0.09668434045085589,0.10333994145389691,-0.07269719663435882,-0.032277607416811495,0.18311957775912635,-0.5813269860644892,0.11403914194065162
Supp_Motor_Area_L,0.5673994481058295,0.5628771320301498,0.31894745919751033,0.3363869226833297,0.6981819920099491,0.6899170333872354,0.6477513678355072,-0.13014032737538367,0.4272870287542582,0.7543411526053772,-0.15600654114944404,0.6477144233833179,0.6348349286351228,0.45756376238341573,-0.4817725689866269,0.5806815577812154,0.6230222197536053,-0.033821304320932874,0.1405804065812776,0.7276948921207002,-0.018095454396482233,1.0,0.4890372217672656,0.29508745607521064,0.01421536455767987,0.5064871911251286,-0.06467700323296845,0.2610323278694013,-0.5892917174716272,0.8234275103340226,0.34366624074440366,0.4893065754853824,-0.31286454684490256,0.18228850087931814,0.43816459900981114
Cerebellum_Crus1_R,0.33194307846053617,-0.03458136625614862,-0.05069947925457093,0.28917195067669704,0.5269432926667497,0.20264765563449116,0.560662208702756,-0.19680717818638435,0.022916113723163472,0.13699929085796678,-0.45863803817586496,0.008148177104976083,0.19815228505726765,0.44149653235113606,-0.39640222112705953,0.15250525088901085,0.10981677094528174,-0.34513984588561203,0.004586026175211077,0.3146807386923572,-0.36581160519824174,0.4890372217672656,1.0,-0.14928049382768774,0.19338354023130233,0.1529198217449273,-0.32581857017921984,0.4680472555982533,-0.49269898616970564,0.2538163855972297,0.3755136230675047,0.0015461295925386367,-0.5827750580166762,0.6389383280575325,-0.08246950103459942
Rolandic_Oper_R,0.273869610713221,0.3644918447180324,0.29830058593522785,0.012676520201420157,0.3213227881977385,0.6712149910250585,0.09246765516794443,0.07348452532207794,0.7027290427608188,0.4817066727108124,0.29714650558058514,0.4977276791797052,0.5949534520366172,-0.0787824435286362,0.14064505990776457,0.6541625679397809,0.6586937297353755,0.7437891849405757,0.4401298297583038,0.19958536304965152,0.06774017792321223,0.29508745607521064,-0.14928049382768774,1.0,-0.031552529413278387,0.7403758937449886,0.3095560903218616,-0.03504919885006389,0.16928642533670207,0.6099689367147038,-0.13024025655506238,0.4073581896568017,0.1776202508726123,0.0020910203272735428,0.6077819191330198
Precuneus_L,-0.14196621463178727,-0.07263101548006391,-0.11466839299909487,0.6656989171952099,-0.2283622482220472,-0.0211565334767238,-0.27855904744663174,0.100417968744706,0.014485877715668076,-0.10526105805961421,-0.29967404261905123,0.0019743767655383566,-0.030323250533398356,-0.3824423900405813,0.5105324846613793,0.04128535410215977,-0.010216562815406496,0.1117280527367639,-0.0033421201065509387,-0.1502895712506753,-0.4040528966683044,0.01421536455767987,0.19338354023130233,-0.031552529413278387,1.0,0.07118024670820287,-0.01957772293741605,-0.12265397585335679,0.4710476272269918,-0.013879390400339904,-0.16811520894875093,0.2779166467384623,0.16978858766190846,0.4567422114517359,-0.11216820228818625
N_Acc_R,0.42033290907063126,0.4466966427853227,0.28987140763729663,0.1522565803193142,0.5194070295672059,0.858651313168992,0.29513674651328614,-0.07167152663059931,0.8185222062243912,0.5362242797415616,0.05643580165812793,0.5389262950171355,0.8148572648180094,0.13910028034856917,0.00029324173284121563,0.8531625154964461,0.7943425791857006,0.5428500207410621,0.4051645390381801,0.39679786195143363,-0.06106055038923365,0.5064871911251286,0.1529198217449273,0.7403758937449886,0.07118024670820287,1.0,0.156767204323224,0.12220535354606982,-0.002167362139142849,0.6730022444159587,-0.016957371662390208,0.43808399288707467,-0.02874234026965358,0.19442225601489233,0.7080704158683611
Thal_PuI_R,0.06133274929987251,0.6103212007682335,0.7354333647426304,0.01484536596114253,-0.08869952924453953,0.21775167905941398,-0.269362003210864,-0.028530696371344554,0.314166799109137,-0.07167078303705283,0.4868621860794433,0.5170250162047784,0.2239139542636046,-0.20455268609136723,0.5005437162541394,0.23434660801872365,0.14423980725311764,0.5823953379193174,0.0835770112445281,0.12791972521614375,0.11350476791916395,-0.06467700323296845,-0.32581857017921984,0.3095560903218616,-0.01957772293741605,0.156767204323224,1.0,-0.44707484881984433,0.4640073615958194,0.012402629496926713,-0.30672786110651407,0.15914728007830709,0.31565802605945487,-0.17156097437224954,0.5914442475598107
Cerebellum_Crus1_L,0.21686416509704967,-0.16818757027363154,-0.28300839187866605,-0.10303791438931607,0.469206371481185,0.14488859082610678,0.5302448515029059,-0.10288678481231388,-0.011380793572632967,0.09903359702497938,-0.18186362435358197,-0.15675990973712622,0.10687265646273561,0.45914868158118216,-0.4721328414069652,0.06422023780663563,0.017006479049022517,-0.2888296678847788,0.1614791278791414,0.22464062351917027,-0.2245370457037987,0.2610323278694013,0.4680472555982533,-0.03504919885006389,-0.12265397585335679,0.12220535354606982,-0.44707484881984433,1.0,-0.4793364680858131,0.1386545551176605,0.3065431729263209,-0.13963713369223132,-0.37265586057529126,0.3012635263486841,-0.10909592461964342
Cerebellum_3_L,-0.43279329511008946,-0.06596290709690049,0.09101378698223667,0.166923769035282,-0.5727739847613866,-0.17966917251784253,-0.74704204302679,0.15918451207751724,0.06964108157026115,-0.4164859185286152,0.2286755065439334,-0.05638561526056382,-0.16625773161222654,-0.6880585829559354,0.901436339471208,-0.055211438836645935,-0.13666901957460117,0.5814938095628818,0.10626280341121001,-0.48245848978330974,-0.09668434045085589,-0.5892917174716272,-0.49269898616970564,0.16928642533670207,0.4710476272269918,-0.002167362139142849,0.4640073615958194,-0.4793364680858131,1.0,-0.35512978949585533,-0.5586740808015662,0.06451388209543261,0.4884388564751663,0.04442847866217998,0.06179335129478647
Cingulate_Mid_R,0.46495393474904684,0.4797904491444463,0.26863016686460073,0.32160403009217603,0.5564724123615861,0.7712202597028218,0.3972030243367325,0.07944518381877676,0.6796815149336277,0.8268044777586331,-0.03114556457027754,0.6345762593186133,0.7406625346869891,0.2459619912818926,-0.2884953141659328,0.7439157182462831,0.8155767460190038,0.28119707880275774,0.24894447941021777,0.489522286156196,0.10333994145389691,0.8234275103340226,0.2538163855972297,0.6099689367147038,-0.013879390400339904,0.6730022444159587,0.012402629496926713,0.1386545551176605,-0.35512978949585533,1.0,0.20675223521517735,0.4863936261800532,-0.13440352515849632,0.05450560455202848,0.5452238079658561
OFClat_L,0.20762570892937257,0.05083385241318278,-0.08380736222292326,-0.09728741086410915,0.42853939657618306,0.13914244568181217,0.5238214386909407,-0.09644269862926512,-0.06128283093842816,0.1662382605692551,-0.15965886389722703,0.0016580916585379507,0.1416656817794923,0.41187129186910443,-0.5792615469296816,0.08304159238966213,0.07556594656802192,-0.35658682000094405,0.06408992428650602,0.3536347325540746,-0.07269719663435882,0.34366624074440366,0.3755136230675047,-0.13024025655506238,-0.16811520894875093,-0.016957371662390208,-0.30672786110651407,0.3065431729263209,-0.5586740808015662,0.20675223521517735,1.0,-0.078243405190398,-0.24377265521771713,0.10848045785840332,-0.06843322306982025
SN_pr_R,0.4762312126687449,0.5165507700492056,0.2502435315368188,0.45504033919622605,0.25086921915557464,0.36685882248631185,0.08569175997203327,-0.2319180587964994,0.18826809018439825,0.49788008664961386,0.15627501476802186,0.6150672978809524,0.28039512667607597,-0.1633354830630746,0.07646812081674861,0.2816977871343893,0.3542608781746729,0.38504872117263284,0.18411767748207072,0.36763772671912504,-0.032277607416811495,0.4893065754853824,0.0015461295925386367,0.4073581896568017,0.2779166467384623,0.43808399288707467,0.15914728007830709,-0.13963713369223132,0.06451388209543261,0.4863936261800532,-0.078243405190398,1.0,0.05494011321469786,0.1370945199589741,0.2846153927829192
Parietal_Inf_L,-0.22974825552363748,0.06619744260873538,0.07088468690188318,-0.12672354735924626,-0.4135118788020194,-0.06011670467185892,-0.46447638259976903,0.17079020272235693,0.10028732855983072,-0.1342180623905011,0.30460039942525036,0.059071258819203505,-0.04258429999407708,-0.3534817331105449,0.39652480137240526,-0.0012665635941691584,0.018140498243269156,0.3514062712277313,0.11624743445993357,-0.2381557631309095,0.18311957775912635,-0.31286454684490256,-0.5827750580166762,0.1776202508726123,0.16978858766190846,-0.02874234026965358,0.31565802605945487,-0.37265586057529126,0.4884388564751663,-0.13440352515849632,-0.24377265521771713,0.05494011321469786,1.0,-0.3720113236656318,0.17136370560521727
Cerebellum_Crus2_R,0.13707944806202907,0.009611343771688726,-0.08578298774790476,0.3398164896125492,0.37292845968580873,0.14619034542654052,0.2839385787307033,-0.26557037178255,-0.02409396068116297,-0.12727770271059596,-0.17513102932501157,0.029981009320049257,0.08431333335612151,0.10441320905892648,0.04153772449428957,0.08265840647732144,-0.012890926888819638,0.02567862779757346,0.16148361584883109,0.21355694529404545,-0.5813269860644892,0.18228850087931814,0.6389383280575325,0.0020910203272735428,0.4567422114517359,0.19442225601489233,-0.17156097437224954,0.3012635263486841,0.04442847866217998,0.05450560455202848,0.10848045785840332,0.1370945199589741,-0.3720113236656318,1.0,-0.09995064149612502
Thal_MDm_R,0.33482688672422933,0.6886346841194991,0.6320710511921585,-0.027941046694892467,0.36114169130868873,0.7694057837917695,0.15524007949043547,-0.006265115015602365,0.8115696741353249,0.42629980060297906,0.2544631097717603,0.6656624262968039,0.7687950789691209,0.10918645865494862,0.06297797224276687,0.7921143031358437,0.7230628446122235,0.541480473758934,0.30862605137262217,0.427797112435487,0.11403914194065162,0.43816459900981114,-0.08246950103459942,0.6077819191330198,-0.11216820228818625,0.7080704158683611,0.5914442475598107,-0.10909592461964342,0.06179335129478647,0.5452238079658561,-0.06843322306982025,0.2846153927829192,0.17136370560521727,-0.09995064149612502,1.0
