,Hippocampus_L,Amygdala_R,Thal_PuI_L,Cerebellum_10_R,Cerebellum_8_R,Caudate_L,Frontal_Inf_Oper_R,Cerebellum_3_R,Cerebellum_3_L,Frontal_Sup_2_R,Amygdala_L,Raphe_M,Temporal_Pole_Sup_R,Parietal_Sup_L,LC_R,Thal_IL_L,Thal_PuM_L,Temporal_Pole_Mid_L,Frontal_Inf_Tri_R,Supp_Motor_Area_L,Rolandic_Oper_L,Precuneus_R,Thal_VA_R,Insula_L,Thal_MDm_L,SN_pr_R,Thal_PuA_L,Calcarine_L,Vermis_1_2,Rectus_R,Vermis_4_5,Red_N_L,Occipital_Mid_L,Cingulate_Mid_L,Thal_LGN_L,Rolandic_Oper_R,Raphe_D,SN_pr_L,Temporal_Sup_L,OFCmed_R,Angular_R,Lingual_L,OFCpost_R,Fusiform_R,Cerebellum_Crus1_R,ParaHippocampal_L,Vermis_3,ACC_pre_L,Cingulate_Post_R,Parietal_Inf_R,ACC_pre_R,Cerebellum_4_5_L,Precentral_L,Olfactory_L,Lingual_R,Cingulate_Post_L,Supp_Motor_Area_R,Temporal_Inf_R,Frontal_Inf_Orb_2_R,Thal_PuA_R,Cerebellum_9_R,Frontal_Sup_Medial_L,Frontal_Inf_Orb_2_L,Frontal_Inf_Oper_L,Caudate_R,Cerebellum_Crus1_L,Postcentral_L,Temporal_Pole_Sup_L,ParaHippocampal_R,Temporal_Sup_R,Precentral_R,Angular_L,Frontal_Mid_2_R,VTA_L,Frontal_Inf_Tri_L
Hippocampus_L,1.0,0.2323794751161509,0.5700892264783115,-0.1002995545040211,0.22696600900070532,0.18557399077864326,0.07610472081081696,0.5743796029978517,0.660119555062404,0.000336454563789541,0.15984893825089577,0.3155732529530353,-0.34525339582241416,0.488408474893032,-0.10490614795700882,-0.13815268260970512,0.49165376620870216,-0.07849297562763231,-0.009500019527985093,-0.08406306441303335,0.5440356818507024,0.5855009223184512,-0.02638363212400054,0.291720686316776,0.5009065408317304,0.23537024084963737,-0.06149733996251953,0.2128860342146812,0.6420396905406772,-0.6779819422967103,0.6301869336123808,0.11017878447203827,0.0,-0.07854928318374321,0.5745932842890208,0.24296707968584833,0.596624789803017,0.5610931221052958,0.8250858815331786,-0.5306049450386687,0.5237001934165577,0.7698069486181707,-0.533894248720814,0.5796589676657612,-0.426707031311677,0.8612441337810196,0.7109068950589605,-0.13385590600136524,0.6073609094146072,0.20213698080584797,0.06537493425481045,0.7284754119439288,-0.22114923230456038,0.37087054799173236,0.6861732674538963,0.2775254411232232,-0.09871194633215426,0.05598740959445992,-0.45187477655203573,0.5776894371399952,0.33502280578201843,0.0577447045712259,0.09032051478715701,0.3415007606945598,0.14671362777767938,-0.565022968236554,0.012986763646959406,0.03812040360208255,0.5807094827083926,0.602062728348392,-0.04006571246880038,0.20512658576840861,0.1122211888030402,0.6681048184402374,0.421718017951461
Amygdala_R,0.2323794751161509,1.0,0.4558749314002519,-0.02560488379832139,-0.11149031534893371,0.4094288972732691,0.6424080695214717,-0.04391545142937534,-0.19972499162261328,0.6484264942388569,0.7707780939014006,0.30269820157009975,0.5810088762327672,0.09093184907371495,0.22228391774906978,0.7692213766194225,0.7617199777370011,0.06350328407504575,0.5509457464711162,0.7006491267548646,-0.07579208295004804,-0.17108041606038746,0.45398760285748246,0.6701857514015723,0.3100166691805233,0.624222798994685,0.7191659036172781,-0.06612235463713219,-0.2647568931007272,0.16294470781445206,-0.20032648019171015,0.40230826227756644,0.0,0.4873359156958764,0.31726909287757626,0.33349735609710646,0.14459678493594763,0.6215374867685747,-0.10031147443540464,0.17390265677807196,-0.10470154056396049,-0.21200235124948313,0.47542226695656553,-0.2009805509541341,0.15837205094709314,-0.002391139887147363,0.02333048335320883,0.5365985409486935,-0.08633322287215123,0.09651311082563739,0.3170958636212284,-0.22991097194666363,0.494910679496421,0.4361536099116823,-0.18807338288818506,0.2241862312666573,0.7640151024567907,0.19385058381545825,0.1596988389677699,-0.11443589040123374,-0.1906831672361245,0.4425477079819661,0.18405309019638652,0.6322751569542924,0.4350376431937934,-0.06390385125486996,-0.12843914453586253,0.29357818001205166,0.2924650404188747,0.21539651520209205,0.5274977082928909,-0.03614553209743844,0.6760870537564287,0.27352978927478466,0.6972675956983512
Thal_PuI_L,0.5700892264783115,0.4558749314002519,1.0,0.0530419293928802,0.043259231159298785,0.3776196279548308,0.4743337418587087,0.25565743518775946,0.09101378698223667,0.3704780555070304,0.5754039741120477,0.3439222930665376,0.20961539631435946,0.04419509088632335,-0.006178940247550175,0.2757752036319144,0.7503868132063006,0.2686731988031742,0.37507650484828337,0.31894745919751033,0.25974885386706537,-0.024049592680029864,0.3640734305008036,0.6552713836563636,0.5792914875856162,0.2502435315368188,0.41662889555573057,-0.13736639968711525,0.02534440248192443,-0.1786240545211627,0.1522245496908231,0.5189228425942315,0.0,0.14288062138664442,0.41926907026496885,0.29830058593522785,0.4150025207598386,0.6549132144729094,0.39481495729452426,0.008428668637108689,0.04778038224238287,0.18982079239398375,0.08505179019194156,0.0837380144646766,-0.05069947925457093,0.33380868077663445,0.2555353245520296,0.33132082960801623,0.06428614922070412,0.015423247214554655,0.29816386992150296,0.13859735876648518,0.005268091710697633,0.4039237501477171,0.17267687954608357,0.05209748453171238,0.2376270056173543,-0.045925056990559085,0.06559349852150946,0.32085077597925676,0.14212392750394812,0.33749729080256574,0.38631304155775514,0.55755035498517,0.3102626718709476,-0.28300839187866605,-0.18944902571195385,0.3752388670560261,0.384885156709541,0.2605019915762261,0.20978097117639635,0.12222884902176051,0.47012387511162645,0.34356022734385894,0.6506705350958691
Cerebellum_10_R,-0.1002995545040211,-0.02560488379832139,0.0530419293928802,1.0,-0.6240315521558809,-0.07331016580693721,0.21644021843974204,0.04048121232375596,-0.26553321285917947,-0.07450680396341171,-0.005448776880631489,0.37402936678688614,0.033990136225781356,-0.15760754930395304,0.16365852512537618,-0.049259539064513656,0.015275869689225513,0.3906752444869343,0.07296909196723299,-0.1121025922399603,-0.2069265026731982,-0.32776248084277326,0.3087484798165784,0.04043174517077802,0.05947138180674964,-0.30004715804958765,0.04700743623312126,-0.33231302544714647,-0.12986923230940348,0.2511486469093366,-0.392128300853261,0.3203939517862121,0.0,-0.2148455517825544,-0.42731310303576375,0.03927607910533722,-0.08303125740569435,0.01484467565140249,0.05382865765316029,0.06588852709887978,0.024713580387253315,-0.16536628963891714,0.13708308584782491,-0.13288252537516035,-0.38008958538538457,-0.08331152732102695,-0.3417870501603083,0.0707486053756178,-0.4729399142485039,-0.11563969545280384,-0.13226925331999376,-0.1577651667196199,-0.2759460090068051,-0.010718300520253509,-0.1905706375260291,-0.6825190584202846,-0.04775656689843957,-0.3359127475418151,-0.10647010900140191,-0.10377839614516554,0.33672307188311956,-0.06820762293474521,0.3286481286409264,-0.027205605710134625,0.001880406124543003,-0.011289137180192524,-0.24094754399535218,0.43571086577422136,-0.041151760340002376,-0.30749835989024965,0.05571480175810176,0.11451367393396834,-0.0028020217426470316,-0.28197061063284506,0.03731706211431455
Cerebellum_8_R,0.22696600900070532,-0.11149031534893371,0.043259231159298785,-0.6240315521558809,1.0,-0.018729066155570205,-0.3651227976566763,0.2583910731432952,0.340031504593693,-0.1120023376751078,-0.14780641487590027,-0.3663953583437719,-0.27973321814646884,0.05586478028528449,-0.1707005362103119,-0.1190845506751235,-0.13993893956583262,-0.36421485620769095,-0.21980736473952933,-0.028230951337822646,0.3188044567031442,0.4994008944994469,-0.3434012939304724,-0.21326962872104538,-0.20142180516413014,0.10611383223945654,-0.29482006012979245,0.35821892079589907,0.2882958498895585,-0.3323734799238095,0.431386816738729,-0.3660783612333307,0.0,0.14089991772650423,0.3721875012970595,-0.1123453494845751,0.03659242956209861,-0.061674421196564785,0.11280988166070774,-0.2905105434093468,-0.10929552106873523,0.3104245973981786,-0.30671785722461903,0.2962257900884841,0.21472234278912272,0.18411222628043367,0.3224392590391581,-0.2614517623558905,0.5311384210328038,0.03854410952780035,0.023586728073898965,0.26948043574192615,0.16073532047217215,-0.026097408046553312,0.3782361843309164,0.5852628773774424,-0.11118698774693062,0.2298403693449532,-0.14698247961941838,0.13838351081016387,-0.22806804915839934,-0.07404404519342728,-0.3919215014005662,-0.09408144186570722,-0.03375035532585813,-0.1973812064822356,0.27697549733852617,-0.4119793522494496,0.004630581371587192,0.34247778032344506,-0.07805993408554605,-0.21214221680998313,-0.12377873533747909,0.25813213950816527,-0.18041620797217028
Caudate_L,0.18557399077864326,0.4094288972732691,0.3776196279548308,-0.07331016580693721,-0.018729066155570205,1.0,0.7522001804789231,-0.06534715942207978,-0.055211438836645935,0.8488125347216696,0.29053710605917743,-0.02175252100580208,0.5051409284552545,-0.014521737990162216,0.09177190363272476,0.19292721394528425,0.48737483536771486,0.3824360868197883,0.8756917307081539,0.5806815577812154,0.32783834983527077,0.015078386977237842,0.42052779355473713,0.7605364893219917,0.6105549229126734,0.2816977871343893,0.4508847069034771,0.049127511003852646,-0.11753057225968112,-0.16872584618024672,0.008691813638694678,0.3255880750811472,0.0,0.7091764341253862,0.26942491614045794,0.6541625679397809,0.38329212924209644,0.46200767132355247,0.07592024978174892,0.004414572884679925,-0.01816402821651153,0.03211348010770213,0.3251928079928188,0.09514679041967417,0.15250525088901085,0.10973153536170539,0.015428237219523222,0.6335185424358967,0.042126858703744434,-0.0037649230249107452,0.9370252384464705,-0.04118767980834608,0.3206529532788445,0.8287206983722796,-0.03562453232382945,0.14955007287843475,0.3562790806938493,0.29023953009506287,0.30784645598494154,0.4284965176400131,-0.0039379324481198415,0.9552501843255268,0.1658278192643555,0.6704108055472124,0.9371463329036156,0.06422023780663563,0.18262873966241616,0.37308043277263253,0.452691350829473,0.28229673166378033,0.5916486981865551,0.04267504287718575,0.8092165979720544,0.2300434853301064,0.5244015462696071
Frontal_Inf_Oper_R,0.07610472081081696,0.6424080695214717,0.4743337418587087,0.21644021843974204,-0.3651227976566763,0.7522001804789231,1.0,-0.23800457153479748,-0.4345722471252476,0.8770472398177288,0.6289417814649627,0.1919491281754046,0.6866181588931936,-0.16806022135408102,0.13745275961838938,0.5357923352200962,0.6767376071996983,0.5666211618531241,0.9182815251451787,0.7769304166974674,0.1535263180927858,-0.3900443018199644,0.729307618073094,0.891471864752946,0.5778451542610863,0.37562570446202304,0.7218125455890463,-0.1870781843015209,-0.42321294584255026,0.20003954940743723,-0.401604886129727,0.6091053987773167,0.0,0.6343194359823647,0.1117766211984513,0.536641971659158,0.2187416990850898,0.5839793349668166,-0.04999401989825633,0.33444865473658897,-0.18823798870542682,-0.33173330753192987,0.5811297290235378,-0.31391042879692793,0.1400907798477031,-0.14129723813308812,-0.26125727604951665,0.7696478786214307,-0.3652766436846615,-0.05769468836703119,0.6940151703063488,-0.3838489157245029,0.45027761296082847,0.6739757014439547,-0.3500013513453869,-0.09522575812784634,0.6879389377543695,-0.027117662133758103,0.3886248408695712,0.04179583422971049,0.04763903907809845,0.8203359534392607,0.44502849582991383,0.8353856981887208,0.7747000128934146,0.13314691435566742,0.026693866366437193,0.6559022740107209,0.2599981169097237,-0.05198029645597949,0.6660223694269642,0.08165956929647296,0.9226192092169725,0.19523674984379494,0.7853061737525034
Cerebellum_3_R,0.5743796029978517,-0.04391545142937534,0.25565743518775946,0.04048121232375596,0.2583910731432952,-0.06534715942207978,-0.23800457153479748,1.0,0.7086421423811878,-0.31157009810236397,-0.24845720265273644,0.47948952804680534,-0.41190407962707515,0.41527650996114873,0.07122066043001919,-0.22995393037634126,0.05247949089890739,-0.13488065208608824,-0.2717748629769353,-0.4127361716002137,0.20470583677095597,0.5842650099916625,-0.0859216347871227,-0.11533951195444109,0.16367182731670196,0.10230432118153873,-0.41755018929064314,0.025266378489059965,0.6220947425635718,-0.3914619117627826,0.6032785587667175,0.00016129459733574768,0.0,-0.34798225284991047,0.28471085825090026,0.2668062741564306,0.4462802124898234,0.11941261447478044,0.6020533452746906,-0.4977800575540978,0.521263992663862,0.7265301491765271,-0.551158587499865,0.7432763366782468,-0.5590492759288439,0.7649960324368861,0.6545132936986796,-0.2827917618015886,0.48608880809187005,0.05734372906531646,-0.17616155097947414,0.7364892493941314,-0.5046066152423512,0.027837777909314295,0.7854282014894778,-0.02332497032340788,-0.3066387857923051,0.21411872832448386,-0.5340288221484143,0.5831087298372334,0.36105350460182883,-0.2825026523869889,-0.1426167513042504,-0.06646651259049387,-0.022897161009667745,-0.5449958866363493,-0.16332449987878161,-0.054688364577714386,0.6093861859090017,0.5593936411155241,-0.12445989059707292,0.08294943102615403,-0.24104386142610157,0.07423060246031916,-0.03892460159941246
Cerebellum_3_L,0.660119555062404,-0.19972499162261328,0.09101378698223667,-0.26553321285917947,0.340031504593693,-0.055211438836645935,-0.4345722471252476,0.7086421423811878,1.0,-0.4066579678355456,-0.418058947673599,0.2286755065439334,-0.5727739847613866,0.6748329412912163,-0.14052400138522114,-0.4626306809614945,-0.06596290709690049,-0.4847847490414388,-0.39267718091324605,-0.5892917174716272,0.26694388547605824,0.7964727251892846,-0.43643097169414385,-0.22476954002977134,0.20430049689194227,0.06451388209543261,-0.48245848978330974,0.28628530771874067,0.8825733166452608,-0.7608461519130171,0.901436339471208,-0.31303820913948,0.0,-0.4197826740102574,0.3810452732871919,0.16928642533670207,0.5296637646111642,0.071706266082571,0.6130074405209472,-0.7261601189209085,0.6953700108217561,0.9272784316522745,-0.74704204302679,0.9066898308318179,-0.49269898616970564,0.8924722385536228,0.8996801805814975,-0.4231613860135938,0.7360042614242989,0.22932772975180277,-0.1383913756257812,0.9689074501002127,-0.5532317094100714,0.06065484391172106,0.8508777491215074,0.166923769035282,-0.5796194449963668,0.4008548686895717,-0.5129392987445243,0.6892495709231627,0.26120551603026554,-0.268641496628141,-0.37835079628525464,-0.1989498561699475,-0.13666901957460117,-0.4793364680858131,-0.07552329786197028,-0.46184041213785443,0.5814938095628818,0.7198017195336158,-0.4164859185286152,0.09155981308827062,-0.4008705203461796,0.2624654889470049,-0.1741006776374451
Frontal_Sup_2_R,0.000336454563789541,0.6484264942388569,0.3704780555070304,-0.07450680396341171,-0.1120023376751078,0.8488125347216696,0.8770472398177288,-0.31157009810236397,-0.4066579678355456,1.0,0.5845425417770906,-0.0724374904771725,0.7145590103557514,-0.17120246250308607,0.10672237309363604,0.5578508616696164,0.6001782594759228,0.40536704142931956,0.928589170514952,0.882061569228837,0.14778068478946174,-0.24530606016967005,0.5744241773771057,0.8344445518779735,0.5059879791473856,0.48808438987158553,0.6981887206026345,-0.0648554574367655,-0.43566562235430256,0.13398532498126947,-0.32183976453961927,0.4665362619859542,0.0,0.8345018652123075,0.2197530101144188,0.5651524004867622,0.2007328735913532,0.4999912946186709,-0.19926260419897854,0.2577922037373971,-0.26821991298179254,-0.3350734694981321,0.5961242739301901,-0.29093588149793875,0.3521628009891442,-0.20716720091478044,-0.25399565484063946,0.7534261834779478,-0.18479626317617445,-0.011098938881108718,0.8205131221720368,-0.4059240460524477,0.5947065858746917,0.7280188624916039,-0.34915121910438535,0.21758890286090082,0.7504794617150446,0.14613536397934715,0.43332859834869036,0.03175495050914375,-0.15825032053708823,0.9107780667017199,0.2563673298241137,0.7618994257461343,0.8528012354086641,0.1955880175905485,0.12896604627751201,0.4713889148154928,0.23698931685047298,0.08048356595372745,0.787183887522165,-0.039092258495952964,0.9435501413183571,0.231845099649686,0.6498386416328225
