,Thal_VPL_R,Temporal_Pole_Mid_R,Rolandic_Oper_R,Frontal_Inf_Oper_R,Olfactory_L,Precentral_L,Thal_PuA_L,Thal_MGN_R,Fusiform_R,Frontal_Inf_Tri_R,N_Acc_R,Frontal_Med_Orb_L,Parietal_Inf_L,Frontal_Sup_Medial_R,Temporal_Inf_R,Thal_PuM_R,VTA_L,Thal_VL_R,Parietal_Sup_R,Vermis_6,ACC_pre_L,Angular_L,Postcentral_L,OFClat_L,Precuneus_R,Vermis_10,Vermis_4_5,Vermis_9,OFCmed_R,ACC_pre_R,Cuneus_L,Rectus_R,Cerebellum_Crus1_R,Cingulate_Post_L,Olfactory_R,ACC_sup_L,ACC_sub_L,Caudate_L,SupraMarginal_R,Frontal_Sup_2_L
Thal_VPL_R,1.0,0.18775353534216124,0.4669059254853375,0.6257057991124053,0.5615575365038878,0.3155506409350286,0.6144609520139186,0.5837382001782033,-0.016507985135481774,0.5307401797193034,0.46048150744926103,0.23608943865586887,0.09889729784433633,0.43770613937708935,0.12109570585566896,0.821149698586195,0.5950022653117251,0.743504783051496,0.04441393437202045,0.0,0.3958232755191483,0.06707948512757747,-0.036260031108631775,-0.07962356773347062,0.007472374841974605,-0.079200144765102,0.051680486097772836,-0.24250143059580676,0.024445421112455297,0.3701064838280347,0.0,-0.15661944482172888,0.00656043979338927,0.27709263889490454,0.42365203737200857,0.4678552213022952,0.4052813216232577,0.42890169039142595,-0.06450231280528552,0.634145018252132
Temporal_Pole_Mid_R,0.18775353534216124,1.0,0.21961846706060292,0.4254323443228923,0.19931499590504542,0.6138703401644715,0.5948934353951483,0.3961443125253466,-0.3581749682261729,0.5688656637796863,0.4094785832409178,0.5626980876678858,-0.48882467894250475,0.5692134039240054,0.47566946512800934,0.3495396857593085,-0.167214587449257,0.32178697073682183,-0.48019073566636994,0.0,0.5317094613627537,-0.2597051047900919,-0.01771553880051584,0.36045029179554067,-0.4407373659641585,0.23316407405685657,-0.3726056411114924,-0.023496470695031642,0.48808227448980374,0.4821452563427022,0.0,0.43063814531491135,0.619989057437972,0.17155030327714157,0.22640518312915814,0.4714606406246353,0.6516762404093565,0.42003413164406195,-0.11564642620211082,0.5959868283283392
Rolandic_Oper_R,0.4669059254853375,0.21961846706060292,1.0,0.536641971659158,0.6570387126434644,-0.026223148284121648,0.19958536304965152,0.1948697224805843,0.39508326694968054,0.6348994010116679,0.7403758937449886,0.022503338004901365,0.1776202508726123,0.5160784296458766,0.4396981641717096,0.3117370781540902,0.13767750622307953,0.6489553979560203,0.19440443657664921,0.0,0.4145037268431442,0.06797864582151955,-0.05377283915587073,-0.13024025655506238,0.22568042256533252,-0.08111735412557529,0.14064505990776457,0.1554050394191834,-0.19816266530490312,0.580766270113841,0.0,-0.24750262005484172,-0.14928049382768774,0.012676520201420157,0.639485141686871,0.5949534520366172,0.5201042428291384,0.6541625679397809,0.28032655391537964,0.4756762899908931
Frontal_Inf_Oper_R,0.6257057991124053,0.4254323443228923,0.536641971659158,1.0,0.6739757014439547,0.45027761296082847,0.7218125455890463,0.562260432444961,-0.31391042879692793,0.9182815251451787,0.6829925502022094,0.5936817925727346,-0.06105436699559332,0.8075750391263871,-0.027117662133758103,0.7617113925860368,0.19523674984379494,0.8398627191862863,-0.18079236368518775,0.0,0.7696478786214307,0.08165956929647296,0.026693866366437193,0.2193486405506517,-0.3900443018199644,-0.2116844468223907,-0.401604886129727,-0.1569262724926544,0.33444865473658897,0.6940151703063488,0.0,0.20003954940743723,0.1400907798477031,-0.09522575812784634,0.6624054297318236,0.8211558049648494,0.7053260863986363,0.7522001804789231,-0.2271026462257826,0.8687188875172693
Olfactory_L,0.5615575365038878,0.19931499590504542,0.6570387126434644,0.6739757014439547,1.0,0.2476861901639624,0.30645754775279493,0.37441072171769574,0.16654121859175294,0.7298272428475423,0.7819122004548769,0.10624010126009813,0.13704731246917035,0.7512333683899443,0.1533645825376499,0.5244487163675169,0.3949711028672975,0.8249366833642982,0.1286059158611753,0.0,0.5673666656820717,0.1096541551381099,0.1973482192253758,-0.09495805530461957,0.15553869880858762,-0.10293061213407632,0.06688550262497556,-0.003715425788942774,-0.09246463059036206,0.7795825688725458,0.0,-0.2740689156005278,0.01999055625724087,0.18382468151691608,0.8545239409378241,0.8041635308076115,0.6168562673288747,0.8287206983722796,0.11347875579234323,0.7012908529501131
Precentral_L,0.3155506409350286,0.6138703401644715,-0.026223148284121648,0.45027761296082847,0.2476861901639624,1.0,0.4298734311975278,0.42309967185837155,-0.5227703775850284,0.4951640911911721,0.2971145418541407,0.44401331107266695,-0.40723826404928043,0.4995253000389137,0.0715550456178324,0.39628242824817367,0.19722236203850754,0.4038978863424725,-0.3958466857274277,0.0,0.38015890602491337,-0.22630866959432944,0.5208413031791461,0.32811609815921616,-0.2146936712176473,0.05509765395052726,-0.44213803583990735,-0.16451575499439108,0.41048328556207536,0.35865840298683815,0.0,0.3220632780019844,0.6184238043706425,0.5082079409717994,0.17489816920869697,0.36559278915026044,0.39114591257888226,0.3206529532788445,-0.05731194563192315,0.674845501351619
Thal_PuA_L,0.6144609520139186,0.5948934353951483,0.19958536304965152,0.7218125455890463,0.30645754775279493,0.4298734311975278,1.0,0.6658192505082615,-0.4952503838651223,0.6463416083213369,0.39679786195143363,0.6701240125463462,-0.2381557631309095,0.5955653306734214,0.08546509150785911,0.7855889526581699,0.16970589430974126,0.6044787480660944,-0.2679211488375581,0.0,0.6166085156512595,-0.08979520726617383,-0.26329712921614656,0.3536347325540746,-0.5697438111017014,0.07417344652373073,-0.39947678117032226,-0.2780169571766162,0.4415234886864024,0.43006164608560093,0.0,0.34236224611768246,0.3146807386923572,-7.59623620605497e-05,0.2577420505769259,0.5574501743011836,0.6143323541144105,0.4508847069034771,-0.28466011173969297,0.7145547890717692
Thal_MGN_R,0.5837382001782033,0.3961443125253466,0.1948697224805843,0.562260432444961,0.37441072171769574,0.42309967185837155,0.6658192505082615,1.0,-0.32223591184352257,0.4916634349605977,0.4378686950054505,0.3369011278112282,-0.164918103286674,0.45951634497938365,0.05825964078525914,0.7246584991932014,0.15997386564840477,0.5644978267028488,-0.2307372646146863,0.0,0.525457270876552,-0.07320502214890255,-0.0006334674294517474,0.1578164621227671,-0.32856765696158957,0.02988135559737167,-0.13332042998858126,-0.11380017525596677,0.3268150642889841,0.42744884637304753,0.0,0.1509539960783569,0.24743876926107825,0.27898613652550347,0.311177200167174,0.47727907475956416,0.5369079140794253,0.42019856960889546,-0.18041215193272178,0.673427401071858
Fusiform_R,-0.016507985135481774,-0.3581749682261729,0.39508326694968054,-0.31391042879692793,0.16654121859175294,-0.5227703775850284,-0.4952503838651223,-0.32223591184352257,1.0,-0.20430148191674394,0.14666312884145874,-0.7088679574777874,0.45477445047627113,-0.17497839440451424,0.5487596550270167,-0.23943096525547816,0.21762485039719393,-0.04614441883701906,0.5343329733847484,0.0,-0.36755828082912434,0.11374373771680865,-0.05633686733470517,-0.5833543359069969,0.812803123918624,0.12013830065355707,0.8428156812230243,0.3052593625277613,-0.7360327916654442,-0.0029375274182744313,0.0,-0.7536978237737415,-0.4962688143576318,0.08425721911783973,0.15743385107124294,-0.03642925060930312,-0.29458108015912543,0.09514679041967417,0.3876223123509853,-0.34521233783402
Frontal_Inf_Tri_R,0.5307401797193034,0.5688656637796863,0.6348994010116679,0.9182815251451787,0.7298272428475423,0.4951640911911721,0.6463416083213369,0.4916634349605977,-0.20430148191674394,1.0,0.8105758393349254,0.578830408599097,-0.1559611722592406,0.9123870387411751,0.1841533128497656,0.648292178372106,0.1710967159153365,0.8553364303269702,-0.22843281140506239,0.0,0.7561620963584581,0.003448866209852199,0.09568553580828255,0.23874246887866585,-0.2777769584888062,-0.08577259854938157,-0.33658981096503093,-0.053742692685782134,0.28837054105106064,0.8438618042572975,0.0,0.12487687351866279,0.28636594241498575,0.01381308035231038,0.7658036065478279,0.9103629060353203,0.7933508253236171,0.8756917307081539,-0.07666835858761596,0.8942097485535315
