,Vermis_3,Postcentral_L,Fusiform_R,Thal_PuI_L,Thal_MDm_R,Parietal_Inf_R,Frontal_Inf_Tri_L,Frontal_Sup_2_L,Rectus_L,Thal_PuA_L,Paracentral_Lobule_R,Frontal_Sup_2_R,Precentral_R,Frontal_Med_Orb_R,Insula_L,Heschl_L,SupraMarginal_L,Temporal_Mid_R,Thal_MGN_R,Frontal_Med_Orb_L,Cerebellum_3_L,ACC_sub_R,Thal_LGN_L,Raphe_M,Vermis_1_2,Cerebellum_7b_R,Amygdala_L,ACC_sup_R,Temporal_Inf_R,ParaHippocampal_L,Frontal_Mid_2_R,Red_N_R,N_Acc_R,Cuneus_L,ACC_pre_R,Postcentral_R,Thal_VL_R,SN_pr_L,Cerebellum_Crus2_L,Thal_PuL_L,Fusiform_L,Thal_IL_R,Thal_VPL_R,LC_L,Olfactory_L,Heschl_R,Hippocampus_R,Thal_MDl_R,Thal_VL_L,Angular_L,SupraMarginal_R,Cerebellum_6_L,Thal_MGN_L,Temporal_Pole_Sup_R,Supp_Motor_Area_R,SN_pc_R,Frontal_Mid_2_L,Precuneus_R,Cerebellum_3_R,OFCant_L,Pallidum_L,Calcarine_L,Thal_VPL_L,Precuneus_L,ACC_sup_L,Rectus_R,OFCant_R,Thal_PuM_R,Cerebellum_9_L,LC_R,Thal_LP_R,ParaHippocampal_R,Thal_VA_L,Caudate_L,Cingulate_Mid_R,OFClat_R,Caudate_R,SN_pc_L,Insula_R,Thal_LP_L,OFCpost_L,Parietal_Sup_L,Cerebellum_7b_L,Lingual_L,Cerebellum_10_L,Cerebellum_4_5_R,Cingulate_Mid_L,Thal_AV_L,Thal_PuL_R,OFCmed_R,Cerebellum_10_R,VTA_L,Cingulate_Post_L,Cingulate_Post_R,Thal_PuA_R,Calcarine_R,Frontal_Inf_Oper_R,Rolandic_Oper_R,Raphe_D,Rolandic_Oper_L,Temporal_Inf_L,Cerebellum_6_R,Supp_Motor_Area_L,Thal_MDm_L,Temporal_Pole_Mid_R,Thal_AV_R,Lingual_R,Thal_PuM_L,Cerebellum_8_L,Parietal_Sup_R,Amygdala_R,Occipital_Mid_L,Vermis_9,Temporal_Pole_Mid_L,Red_N_L,Frontal_Inf_Orb_2_L,Frontal_Sup_Medial_R,Olfactory_R,N_Acc_L,Cerebellum_Crus1_R,Cerebellum_Crus1_L,Thal_LGN_R,Thal_MDl_L,Cerebellum_4_5_L,Frontal_Sup_Medial_L
Vermis_3,1.0,-0.1008068911185961,0.8241946683299106,0.2555353245520296,0.1683773979595221,0.24308115640333006,0.04125800753511857,-0.2295983245615757,-0.5838824733677697,-0.26052104065990933,0.32694255937841493,-0.25399565484063946,-0.3025092154342989,-0.6243887657378394,-0.03726223995079139,0.603135139821597,-0.12234950435262713,0.6247994030947023,-0.07274289646824522,-0.639287394068683,0.8996801805814975,-0.3241488366730273,0.4024423877614884,0.34415388431524996,0.7996907155341779,-0.41457239747336844,-0.1972323584241558,-0.048869836044802384,0.5032342197859205,0.8374801023413854,-0.22820522967447518,-0.5474762099419932,0.08948217643675609,0.0,-0.09057921080452942,-0.024636744045241316,0.017808972831864833,0.20060394152698555,-0.1603402280269099,0.11541261417748105,0.5154915852529258,-0.2806068481748225,0.21106898730417362,0.893753468125108,0.07757666269285814,0.2724950141937117,0.17409296519315764,0.41572929839448514,0.014794552554924612,0.06082335039039201,0.2820207088103195,-0.5182351632712171,-0.1051854494479275,-0.3875956463353924,-0.38199800322730465,-0.44323185126776,0.01905285474203001,0.7154653366578757,0.6545132936986796,0.06828987935321476,0.482250400855713,0.34695739207373866,0.1679918310158464,0.4881424643537899,-0.0731325909686353,-0.7132080308096764,-0.3194164634417335,0.02000734995660678,0.7541685026691058,-0.1163160111435763,-0.15667931836506854,0.6334793251179253,0.03655599385031817,0.015428237219523222,-0.2137633126165404,-0.018339900646497934,-0.08574809346136267,0.20279335092431172,-0.06035299969884188,-0.140910799937772,-0.715712399834795,0.6285407706459544,-0.24079519535253335,0.8481232555685997,0.5612878405665339,0.7099971234990635,-0.27424644817667254,0.06953655044980676,0.4306968921573422,-0.6018864926367002,-0.3417870501603083,0.35792967476753806,0.2795529077880171,0.7448598807010991,0.6475510209568378,0.6711787521864714,-0.26125727604951665,0.247791307754813,0.48498565407856525,0.2733535223268008,0.3989543157517881,0.7342840576426859,-0.39067691850554187,0.32051138197029666,-0.3329956546694037,-0.34618059621176306,0.8388676352042064,0.1262188281887847,0.5304379187054953,0.4647091063010057,0.02333048335320883,0.0,0.07085943924224396,-0.485784171173677,-0.2625654577448832,-0.31672887071774714,-0.20756143140551703,0.02324542992620872,-0.06637406470906808,-0.34723028872863404,-0.4458696066084488,-0.5233236997111808,0.4882648170928253,0.8677704920997381,-0.15976121362312143
Postcentral_L,-0.1008068911185961,1.0,-0.05633686733470517,-0.18944902571195385,0.02294266834102506,0.018416217416890607,0.014196486063768684,0.19786169640863607,-0.13020189452515007,-0.26329712921614656,-0.19464745267017733,0.12896604627751201,0.19050426207737933,-0.08202148659170116,-0.05488880628455608,0.3694150378883539,0.023407207313292194,-0.1962809420927322,-0.0006334674294517474,-0.16103125454281297,-0.07552329786197028,-0.10542296125550345,0.18165630369134989,-0.500964259281226,-0.03704564768358675,0.036073546458549266,-0.22723038208125204,0.16852054417772366,-0.07745765542933594,-0.0775277163957496,0.1467083925260852,0.04330424457732964,0.07760663526526132,0.0,0.2251753912583153,0.13925179304675803,0.17836214426418784,-0.04546936362037549,-0.1205273756379819,-0.11194852189502336,0.05067856698451154,-0.11126765289325298,-0.036260031108631775,-0.027204131381583105,0.1973482192253758,-0.19228676627775498,-0.11174332144673563,-0.040067108818685845,-0.1905580968249987,-0.09579150069824693,0.2326997824604323,0.27406159990913037,-0.2637988253139825,-0.14230659452949548,0.12833366647398603,-0.18955910260279887,0.15848203285845427,0.28260133707311946,-0.16332449987878161,-0.07201041345466258,0.1454988750621273,0.4580204880848552,-0.21704317919170876,0.3025186104368359,0.12641922263406932,-0.14642125046911647,-0.1988046630100836,-0.10086957243794897,0.08150862868710422,-0.19600329707788594,0.1499741066307636,-0.14364135564021216,-0.2309770090969973,0.18262873966241616,0.33315502902071403,-0.02540285801700969,0.2376344278304246,-0.1733439492397661,0.026684958579742724,0.00760663175373179,-0.07181097886796806,-0.19537571791520533,0.31598732105054783,0.02265931273779438,-0.25746827384577675,-0.09947890425570997,0.498120619037044,0.2660195122209588,-0.13731819151186564,-0.042868350064559274,-0.24094754399535218,0.20903467496307393,0.48526675286959714,0.2908325779160648,-0.034348252305975116,0.20301467808470497,0.026693866366437193,-0.05377283915587073,-0.13753018476402168,0.6492273556968572,0.04016613948630573,-0.06634314884458317,0.23235532407273043,-0.03892022919286009,-0.01771553880051584,-0.15564206009334233,-0.004499338434459309,-0.20524147971174353,-0.27470643017235824,-0.0723396311562996,-0.12843914453586253,0.0,0.08511865203674332,-0.01119619293775659,-0.2678011752955844,-0.18620649513006424,0.19230844800200222,0.15825145039441674,0.11684985141164488,0.23032840838435148,0.08325574163744154,0.09753702974014139,0.015316504662289624,-0.06610329443786124,0.2500963555634448
Fusiform_R,0.8241946683299106,-0.05633686733470517,1.0,0.0837380144646766,0.16370350572641412,0.18904965366326126,-0.21780587853920558,-0.34521233783402,-0.617058416351394,-0.4952503838651223,0.2665241896774933,-0.29093588149793875,-0.26995818315558684,-0.6706801816099607,-0.17769883545337703,0.6431547854875134,-0.015160508051249282,0.5987435845673142,-0.32223591184352257,-0.7088679574777874,0.9066898308318179,-0.4034215254942685,0.22971804374677163,0.2830597740588827,0.8833095324409262,-0.48485804142621763,-0.447956531071742,0.025474168650645636,0.5487596550270167,0.8413900763429257,-0.3102471534429595,-0.45922964049199855,0.14666312884145874,0.0,-0.0029375274182744313,0.06217049269859119,-0.04614441883701906,0.06010897262020698,-0.23502133284784002,0.18376497772007092,0.6237169679971956,-0.43690662338533853,-0.016507985135481774,0.810450022117045,0.16654121859175294,0.20535200541263274,-0.023649021530230185,0.37448935933136174,-0.05778311420979853,0.11374373771680865,0.3876223123509853,-0.5187270356543627,-0.11662231453157518,-0.4790951118449939,-0.5527051979664497,-0.4482344026499195,-0.247249020032645,0.812803123918624,0.7432763366782468,0.1844259896596305,0.5537753834756435,0.26671983847547903,0.04612742404904458,0.3383011225571188,-0.03642925060930312,-0.7536978237737415,-0.27609969845347476,-0.23943096525547816,0.5482280772166725,-0.11980546981871097,-0.15253227945809392,0.7064613686843895,-0.050136788206653626,0.09514679041967417,-0.2068717082891971,0.0013647447902483687,0.028469016006513727,0.19613249821917372,-0.035707583165248795,-0.13419431534990303,-0.7232527487730912,0.574561400837541,-0.1455976543244742,0.9092608613780114,0.5777657925287378,0.9132781037975808,-0.2896148632261878,0.2611340707657577,0.48585767653408485,-0.7360327916654442,-0.13288252537516035,0.21762485039719393,0.08425721911783973,0.7171685447768855,0.7911705457572968,0.7385223221716875,-0.31391042879692793,0.39508326694968054,0.5473555042481755,0.25419740409156805,0.44056626971458385,0.6759917200908659,-0.5350020719922839,0.2871952226806753,-0.3581749682261729,-0.4351280807155746,0.8612065521273432,-0.10572835190236846,0.4829098296058886,0.5343329733847484,-0.2009805509541341,0.0,0.3052593625277613,-0.39327647875952615,-0.23359012774296437,-0.4394516433319495,-0.17497839440451424,0.15743385107124294,-0.05631049988008345,-0.4962688143576318,-0.41290138420832856,-0.5744669442883837,0.42492076320736716,0.9065936380583967,-0.13451905901677355
Thal_PuI_L,0.2555353245520296,-0.18944902571195385,0.0837380144646766,1.0,0.6320710511921585,0.015423247214554655,0.6506705350958691,0.41427897954402026,0.027457403382902836,0.41662889555573057,0.03524241131928883,0.3704780555070304,0.20978097117639635,0.07180381923300956,0.6552713836563636,0.10992242139193016,0.10397195879750933,0.18373333055277571,0.38574417075469186,0.14330689960487591,0.09101378698223667,0.25049004764501115,0.41926907026496885,0.3439222930665376,0.02534440248192443,-0.16253053469176268,0.5754039741120477,0.3254426202986378,-0.045925056990559085,0.33380868077663445,0.47012387511162645,0.3043990874635982,0.28987140763729663,0.0,0.29816386992150296,-0.11073000677389434,0.4819191992300451,0.6549132144729094,-0.04803190987853215,0.5778091649576214,0.2934006172189245,0.5008787590877232,0.6080701958647903,0.10067520625927555,0.4039237501477171,0.6214651562135021,0.6627158073628993,0.6956570592036724,0.5938097308098452,0.12222884902176051,-0.17242380990969633,-0.17181252637184372,0.7267180393937389,0.20961539631435946,0.2376270056173543,0.3258675087959998,0.5848687999543022,-0.024049592680029864,0.25565743518775946,0.053125154906112575,0.4282099965693381,-0.13736639968711525,0.7634680261003637,-0.11466839299909487,0.38652848224770453,-0.1786240545211627,-0.03302879201276182,0.6852433267380584,0.028105739538960773,-0.006178940247550175,0.11489614253762309,0.384885156709541,0.5666851397225278,0.3776196279548308,0.26863016686460073,0.07506710799142498,0.3102626718709476,0.4045341552375046,0.41381734528619774,0.2345961915688249,0.1852979151453036,0.04419509088632335,-0.0007784253879126932,0.18982079239398375,0.2913025834085337,0.14948376903912253,0.14288062138664442,-0.09943879998811,0.2825339481937694,0.008428668637108689,0.0530419293928802,0.34356022734385894,0.05209748453171238,0.06428614922070412,0.32085077597925676,-0.1448479046211553,0.4743337418587087,0.29830058593522785,0.4150025207598386,0.25974885386706537,0.2899778376103769,0.04418691373589531,0.31894745919751033,0.5792914875856162,0.01142317083600016,0.26344372161447094,0.17267687954608357,0.7503868132063006,0.26976973644689123,-0.0032596538670838946,0.4558749314002519,0.0,-0.21227392948110252,0.2686731988031742,0.5189228425942315,0.38631304155775514,0.341623599704067,0.3834181783387127,0.39812822863587605,-0.05069947925457093,-0.28300839187866605,0.3471711242988201,0.6210092271785296,0.13859735876648518,0.33749729080256574
Thal_MDm_R,0.1683773979595221,0.02294266834102506,0.16370350572641412,0.6320710511921585,1.0,0.022794654409049396,0.6817700784707287,0.6567428773530867,0.030579696082825458,0.427797112435487,0.0647276091652998,0.663699057290888,0.42629980060297906,0.10918645865494862,0.8257836523529564,0.1947275332050005,0.11403914194065162,0.17515840674333774,0.4538774417342703,0.2176362162522878,0.06179335129478647,0.33482688672422933,0.3449750118567207,0.2544631097717603,0.03560079007518972,-0.14785929519209584,0.41361659346661367,0.705047806028193,0.08730754842691403,0.3422964326243753,0.703406915274704,0.5810193038701492,0.7080704158683611,0.0,0.7128199099801306,0.06812402834897355,0.8343108391144501,0.6386754352864292,0.054480003082957015,0.7597429459597068,0.2869298255548868,0.6594210641262479,0.6614083461096041,0.0695579309313263,0.7587820238908494,0.7704194704013947,0.6656624262968039,0.8167267479599856,0.7728134775747191,0.21960725729445568,-0.09758702369270945,-0.19969309923183232,0.5796882815104075,0.36114169130868873,0.27734776611335155,0.524361377064294,0.6809945431908916,0.021866983044089325,0.09957982756920729,0.30862605137262217,0.7338007322924649,-0.04495560444647359,0.7991942124865341,-0.11216820228818625,0.7687950789691209,-0.24349816421926865,0.14663085860198607,0.6805258370589097,0.011564357562734797,-0.0056814016277368954,0.2873903960481043,0.541480473758934,0.6162265553669889,0.7921143031358437,0.5452238079658561,0.02879612190782721,0.7230628446122235,0.5186433171190648,0.7694057837917695,0.454659197208129,0.2479405767345818,0.09185743417023612,0.13885406375218423,0.2097820247446176,0.08482037188721724,0.21443656396293326,0.4121980729265644,-0.006265115015602365,0.3284836581472581,-0.03748868301381838,0.15103756461248824,0.337081470184116,-0.027941046694892467,0.03139170628864288,0.5214355226217974,-0.03541166978334783,0.7497635569779248,0.6077819191330198,0.539996982832669,0.3974545241439144,0.34600270059475047,0.03610222540073404,0.43816459900981114,0.8549178209369277,0.10011619602509696,0.43623026773607976,0.12872973837452387,0.6886346841194991,0.12581119888439873,0.05181722941174945,0.4282362027807067,0.0,-0.008982073691013956,0.4379819065069,0.5171491951879064,0.35847889702354935,0.7055679903886356,0.7542820522155457,0.5513965571025414,-0.08246950103459942,-0.10909592461964342,0.4184583303566802,0.7580431183052918,0.1424505334709717,0.7401712506979287
Parietal_Inf_R,0.24308115640333006,0.018416217416890607,0.18904965366326126,0.015423247214554655,0.022794654409049396,1.0,0.0180730579359705,0.024613787343136337,-0.17895882020679935,0.028560418167755057,0.235596815175454,-0.011098938881108718,-0.015102417630457264,-0.1853438301779963,0.007723757641003199,0.1321986125736468,-0.08071958837472622,0.268050095229166,0.14305681182406402,-0.17095749900149912,0.22932772975180277,-0.02834994909234592,0.2511968584100865,0.04232256505218887,0.1979688809246488,-0.09808436621283481,0.04409108218198318,0.005068678192478054,0.22234507625987096,0.20101623643089686,-0.02618366957299258,-0.1791950002237117,0.1234221610032129,0.0,-0.023153752940764775,0.13294522871491748,0.09338333532697703,0.07660165257379846,-0.23808305052199727,-0.08281039105597149,-0.02299866865472786,-0.04347273999159132,0.19463012995162027,0.2601068998299841,0.054628026762499136,0.017654602641058514,0.1096243023131011,0.13327677073804473,-0.011729358654151258,0.07555741721092314,0.3010357459347893,-0.16653553493056603,-0.11191079192368619,-0.16002479501905073,0.020521791066747206,-0.1668844068171855,0.03848186681478726,0.2868843045737033,0.05734372906531646,-0.03436647101547391,0.07377509264741779,0.09792892050304336,-0.022714539616746496,0.28381113693234417,-0.004588404618293176,-0.25680009902983025,-0.015584401280126748,0.033983160486271057,0.19589266129128677,-0.06339403763915212,-0.03445137528274582,0.11083673255867456,-0.08487296061872,-0.0037649230249107452,-0.007746072955099373,-0.1295359564568587,-0.007578577947702702,-0.039895256647926196,0.02108384942034894,-0.03301709474739976,-0.2678903298366591,0.2474109150129984,-0.15426928109768462,0.2023004811115953,0.12234155476864095,0.04725484570325835,-0.01669852190028919,-0.03656193347438927,0.04755702177979374,-0.2386513919471602,-0.11563969545280384,0.23029438663381852,0.27424737821962525,0.33296248686094165,0.08592258972330914,0.20105602218940877,-0.05769468836703119,0.10642906402087957,0.08299505427857845,0.033312408169706965,0.021091483235610234,0.17320123352387995,-0.030493029717875313,0.08090760145819297,-0.0698941768322591,-0.0304932687975269,0.17049270827013732,0.07885078099695372,0.03139267030135252,0.30830535838802847,0.09651311082563739,0.0,-0.020896066159422407,-0.24694836387941319,-0.13444021193462968,-0.10012483574779618,-0.05602645422278532,-0.007258412196837094,0.01830721341646682,-0.21142069808013997,-0.17473936236305726,-0.12625762455922676,0.10210825734618507,0.19183692784536005,-0.020028253043331404
Frontal_Inf_Tri_L,0.04125800753511857,0.014196486063768684,-0.21780587853920558,0.6506705350958691,0.6817700784707287,0.0180730579359705,1.0,0.7386948833381156,0.23888852738211516,0.6202584525795292,0.14010748575810386,0.6498386416328225,0.39660423305139747,0.3457501248296376,0.8837658717828296,-0.01749455897981192,0.04151025439777467,0.04752112596111898,0.5936678844258579,0.4113405090253639,-0.1741006776374451,0.4444517784315207,0.3984844971826029,0.3297890657480427,-0.24339126970876315,0.0979657722329441,0.7032138432701927,0.5044717457708893,-0.09828748511611526,0.13290580686768544,0.7771895518273121,0.5908219153073462,0.4726923561211258,0.0,0.47215424156651997,-0.07257808628174033,0.7405455476335292,0.6557958602731714,0.0705248737854461,0.5866435043713476,0.05867962474034173,0.7805633426812602,0.7618754520027972,-0.09992384463015198,0.5676457622944391,0.6543355880511618,0.8378437110068783,0.6057593899829518,0.7635900301213232,0.10758547512667006,-0.3204545204513818,0.02065497868195631,0.5688152363422465,0.47627197889471984,0.6421422675174183,0.6259494620010889,0.8748086873965532,-0.23030501924213317,-0.03892460159941246,0.11437349903348039,0.35276655917724176,-0.11960911493744589,0.756339097896923,-0.09116296876736027,0.612858096699397,0.0510953381627828,0.1366225823441796,0.8420401541704249,0.019228074062199778,0.11424454653275067,0.40349946848863605,0.330461725280128,0.7223802789292314,0.5244015462696071,0.5939816138636584,-0.019720766065152884,0.5532441537408722,0.3989032511230555,0.5832075250560794,0.5814812455583593,0.4366610285890942,0.010519687283543501,0.019516931242517604,-0.08560931882351881,-0.009560684648201326,-0.20328882989191366,0.3980926148017237,-0.16180788500063345,0.1273404546702361,0.2256506693159921,0.03731706211431455,0.3909757635227259,0.0894867121331124,-0.1253841216811026,0.0693501806412485,-0.2728242444218088,0.7853061737525034,0.33018016166017544,0.33056566074864296,0.3481443557769263,0.179866335402023,-0.13645996082960696,0.6396077962109011,0.5708218802714737,0.1880786706170642,0.576248041011158,-0.136748134459692,0.8095190803874844,0.03416598917469083,-0.13206390594729375,0.6972675956983512,0.0,-0.3289880251371324,0.41794256824793236,0.5831741281057068,0.5827378821093296,0.5667833201299486,0.49769981003877095,0.5971699241272351,0.05006335425138858,-0.13829282650876867,0.5798502665319069,0.6243830883273871,-0.1291067610351798,0.5862716950754758
Frontal_Sup_2_L,-0.2295983245615757,0.19786169640863607,-0.34521233783402,0.41427897954402026,0.6567428773530867,0.024613787343136337,0.7386948833381156,1.0,0.4102048356512531,0.7145547890717692,-0.020168825095274928,0.9571364736634213,0.6899079442603813,0.4528029905556021,0.8623270374149086,-0.29041352757704303,-0.04266085435452917,0.15843259116895322,0.673427401071858,0.5574017904787782,-0.41716240588074477,0.6268040904846494,0.29220775397324195,-0.06949888853204217,-0.4665370604114044,0.20233730182107695,0.6453175094657599,0.7991201520024244,0.12753247544954716,-0.22153764053230912,0.9441792991483358,0.713358010332357,0.7475409199772113,0.0,0.7873586186158296,0.2427818296726322,0.8605127167855776,0.548076564199572,0.12280126659777996,0.4677001097529307,-0.2906946187539136,0.8074343088410024,0.634145018252132,-0.2866859132917092,0.7012908529501131,0.5942837729256596,0.7145818118554887,0.4226763306686158,0.6658520698578182,-0.040365954676195984,-0.06459437772068034,0.21746561158741803,0.4001759052283766,0.7249956669103659,0.7718322494830261,0.6374325177097231,0.888001751974796,-0.27737745318219853,-0.35347988152516224,0.2228598861894911,0.3668110994107542,-0.030539238266070776,0.6012935025800106,0.014100158957972094,0.840966445907261,0.14784581706979086,0.497130672500011,0.7591093913023038,-0.16266084052540714,0.0865445146654288,0.4909476725608063,0.1987218869604191,0.3942468549109898,0.7917186816713431,0.833170735385375,0.015280908427214149,0.7904720283167384,0.11571991717946672,0.8628497657565569,0.5901206943115305,0.4498615475016326,-0.18196735967994396,0.09104844517264435,-0.3527873591993448,-0.34378129693731185,-0.42277277390240176,0.8068371314560949,-0.15640461973550443,0.03302665523429529,0.33310019813651026,-0.12298050920032255,0.26556926344267273,0.27295083216656024,-0.17350593640811507,-0.019942779619838834,-0.33852875847797803,0.8687188875172693,0.4756762899908931,0.17509619571845322,0.20668355105360348,-0.24683240735031856,-0.2879772952845396,0.8996659256022947,0.5039709569885431,0.5959868283283392,0.7303820443674455,-0.3861131311580917,0.6486469309306744,-0.3195367995822749,-0.24553252827812447,0.6826912193957303,0.0,-0.17893764479172253,0.3751136327201384,0.45827269050431585,0.31475089765146763,0.8691022354150032,0.6701447197193459,0.6223356950323544,0.39307918520805957,0.19901223011839825,0.6672144288631782,0.36278612665456306,-0.4252834813730353,0.8812430819552607
Rectus_L,-0.5838824733677697,-0.13020189452515007,-0.617058416351394,0.027457403382902836,0.030579696082825458,-0.17895882020679935,0.23888852738211516,0.4102048356512531,1.0,0.5278106582150641,0.051416628647901655,0.4247300713524606,0.4294660031877468,0.5538955293148542,0.3241827673121081,-0.722742499769931,0.003781860063909302,-0.18474098435813616,0.28658605054705344,0.685061031650119,-0.6992736543882138,0.6243041547239062,-0.16188588763918352,0.041792098276126864,-0.7618705017056496,0.4379373306698254,0.49407991354766523,0.2635409549697635,-0.13470679441249842,-0.6259781071384287,0.4463909213721894,0.5237044511108093,0.06779378552567442,0.0,0.1892104428915746,0.12269937022459172,0.14982574529526593,0.062128385843678975,0.14031345606876783,0.07069097166185477,-0.49023142004100595,0.5111799001642473,0.05815197269293576,-0.6900594457586628,-0.058028424912634276,0.12522674510926532,0.22661879283228947,-0.1598939320126584,0.24218609166279,-0.12308757072199801,-0.3199116519683553,0.3266544129116273,0.19669888672578947,0.673428294845338,0.5586573732365628,0.5487422917982917,0.26928562736438544,-0.6717469576876737,-0.28574466020473754,0.11255946608329422,-0.29595243265904747,-0.49618525372505007,0.13281222611303817,-0.31203071621514705,0.27701736200042376,0.8323977228460264,0.6477244566647691,0.2985302685738885,-0.5473534377538253,0.29649420341616467,0.24641873165615402,-0.20301536084466418,0.2788244131620612,0.15977701187482032,0.3404826730311749,-0.024809610754580855,0.2347367332391808,-0.16647713275562762,0.28426327330482487,0.3531711732234804,0.6242667018523657,-0.4055018413051996,0.1024355324270811,-0.7215031804255595,-0.3737079420897478,-0.5650862174698401,0.3317285048118923,-0.20236693248380153,-0.25827689996912145,0.7583579899813214,0.1631648176790003,-0.3432403163805843,-0.15881897798887815,-0.6321531219713289,-0.4365143113815968,-0.7082046858569628,0.4522631740781249,0.014387320457570886,-0.2933689645709652,-0.3729554212609824,-0.4840171315441784,-0.4850285441932262,0.5336951580296792,-0.11023429796797611,0.5885382912322529,0.654912885554379,-0.5506243267839401,0.21397400644500114,-0.3355963862025065,-0.4124699424373615,0.3444207668696586,0.0,-0.16491521093667827,0.41443905502805684,0.4232948229109992,0.3232496895079284,0.35993298790925304,-0.03046307702384186,0.1197078364835926,0.35171419800033554,0.362511561853453,0.5457142635312211,-0.1948261259738642,-0.7299748083075861,0.2717766020114957
Thal_PuA_L,-0.26052104065990933,-0.26329712921614656,-0.4952503838651223,0.41662889555573057,0.427797112435487,0.028560418167755057,0.6202584525795292,0.7145547890717692,0.5278106582150641,1.0,0.005591781060675015,0.6981887206026345,0.4137491033732831,0.5087394311662822,0.7151619863035622,-0.5998010295488994,-0.12192076117114564,0.13027582223604073,0.6658192505082615,0.6701240125463462,-0.48245848978330974,0.5542535454206385,0.08594985864712715,0.19614176532334784,-0.5144428865221121,0.3195950500685834,0.8041596605864697,0.48073080394365447,0.08546509150785911,-0.3382780357526305,0.7136455777837375,0.5486127702746632,0.39679786195143363,0.0,0.43006164608560093,0.05923951211585489,0.6044787480660944,0.5187945558400787,0.1935113116962899,0.2571545713269356,-0.520839421007048,0.8576522013850331,0.6144609520139186,-0.317799591975437,0.30645754775279493,0.46840805467321706,0.6835831390706454,0.2671007319348535,0.5988994882624101,-0.08979520726617383,-0.28466011173969297,0.12880322567079053,0.43680046520094457,0.7422569264759551,0.6666157030861928,0.6476213441375653,0.7221856501576807,-0.5697438111017014,-0.41755018929064314,0.15067398457195097,0.013543880879898145,-0.2561560093356759,0.6022544287467361,-0.1502895712506753,0.5574501743011836,0.34236224611768246,0.5629111844144182,0.7855889526581699,-0.16658260731256838,0.22487979036649858,0.32692252277027983,-0.022026299535915807,0.3914413668930129,0.4508847069034771,0.489522286156196,0.14336160456885924,0.39188363482914285,0.1537231895789332,0.6576560508195137,0.43341408688420463,0.43483800624381036,-0.11722481830740428,-0.05032284176880564,-0.5319437817510222,-0.303778100105367,-0.5911797467982512,0.44797118275729464,-0.2213798385482666,-0.15761083162518844,0.4415234886864024,0.04700743623312126,0.16970589430974126,-7.59623620605497e-05,-0.4306268770951192,-0.266914401459451,-0.5000883426509907,0.7218125455890463,0.19958536304965152,-0.06181700215078464,-0.2939952754406023,-0.40751246832706994,-0.3343581053631418,0.7276948921207002,0.2809465787719645,0.5948934353951483,0.7963698940761245,-0.47538380751772774,0.706764822411896,-0.2831936598373215,-0.2679211488375581,0.7191659036172781,0.0,-0.2780169571766162,0.2009932820274185,0.4287325183141439,0.32467233581247357,0.5955653306734214,0.2577420505769259,0.3934136283615861,0.3146807386923572,0.22464062351917027,0.5066127742946093,0.14796939970598602,-0.5156555578456644,0.5517274296885598
