,Cerebellum_9_R,Calcarine_R,SupraMarginal_R,OFCpost_R,ACC_sub_R,Amygdala_R,Temporal_Sup_R,Thal_IL_L,Thal_MDl_R,SN_pc_L,Frontal_Inf_Tri_R,Insula_R,Thal_AV_L,Cerebellum_4_5_L,SN_pc_R,Cerebellum_3_L,Hippocampus_L,Vermis_10,Parietal_Sup_L,Cuneus_L,Thal_LP_R,Frontal_Med_Orb_R,Thal_PuL_L,Thal_PuA_R,Cerebellum_Crus2_L,Parietal_Inf_R,Precentral_L,Temporal_Mid_R,ACC_sup_R,Cerebellum_7b_R,Cerebellum_6_R,Occipital_Mid_L,Raphe_M,Amygdala_L,Vermis_4_5,Cingulate_Mid_L,Paracentral_Lobule_L,Lingual_L,Olfactory_R,Raphe_D,Vermis_1_2,Thal_PuM_L,Thal_LP_L,Caudate_R,Supp_Motor_Area_L,Fusiform_L,Cerebellum_8_L,Precuneus_L,ParaHippocampal_L,Red_N_L,Rectus_L,SN_pr_L,Cerebellum_10_L,OFCmed_L,Calcarine_L
Frontal_Inf_Tri_R,-0.08590897379773964,-0.3097551900412805,-0.07666835858761596,0.6053202367765469,0.5680274642877944,0.5509457464711162,0.0567567522510002,0.43448047101357434,0.46211635301423304,0.22868343192438942,1.0,0.9176150402936608,-0.02194540978556481,-0.3709640109263866,0.7028795091747674,-0.39267718091324605,-0.009500019527985093,-0.08577259854938157,-0.1962554534956636,0.0,0.5114938602168058,0.4386449685031064,0.5408587864032726,0.12825747437903573,0.11951287950434127,-0.03846142427445779,0.4951640911911721,0.13724247657612423,0.8649034731232926,0.1580900029301875,-0.315526747433827,0.0,0.03533723831277055,0.4989609224714407,-0.33658981096503093,0.7462720421792655,0.25119217354454054,-0.2989584912290813,0.7658036065478279,0.21695349763824576,-0.37331481183854015,0.5409316025419366,0.592059829405037,0.8606061923306818,0.7687687483092113,-0.19603023728796778,-0.23980183372344166,-0.16937147711179917,-0.18133876545313768,0.48098687042173793,0.41633079103181514,0.49144114092227026,-0.27257560122587904,0.5961233154283996,-0.06445248550407079
Insula_R,-0.08787972039047856,-0.1842166763666865,0.03976545670301325,0.500140713336082,0.5451597713706106,0.5702912203057516,0.2581166777168263,0.379521186980644,0.5343354346351196,0.25711955649215607,0.9176150402936608,1.0,0.0009506603715850029,-0.1818017234059431,0.5977859771802979,-0.17966917251784253,0.10879424343876827,0.017289026008060905,-0.024187717162835187,0.0,0.4689183307847743,0.28459337774243076,0.5676650491009193,0.28468277215196863,0.10405274131064206,0.02108384942034894,0.3706503426799608,0.3228643538427981,0.9299125455806487,0.045028707105274034,-0.11402771644775343,0.0,0.06513893995429898,0.48052904604369695,-0.10546404304038418,0.7014306305512309,0.1699857294930057,-0.12659431702227364,0.7878265801545349,0.3448515731099441,-0.23379025035097314,0.6130362605563956,0.5687668960095681,0.8798858621422853,0.6899170333872354,-0.12947170297032168,-0.166465933489637,-0.0211565334767238,-0.005813500963181097,0.4274801804640745,0.28426327330482487,0.5453016680552039,-0.13522636997634546,0.4553048086774677,-0.0652771703879343
Thal_AV_L,0.2644978936799795,0.3478573208674452,0.31596529558002406,-0.22089827630781866,-0.3458666899667607,-0.1947498071932369,0.11820103827870848,-0.34784743634359333,0.0945928422952065,0.08595546211390533,-0.02194540978556481,0.0009506603715850029,1.0,0.19598525081799348,-0.2411294592141141,0.15918451207751724,0.0977844469530944,-0.04923963901512312,0.11076500608251036,0.0,0.11917661181970839,-0.27713977871970286,-0.07714777573237264,0.165491757543272,-0.15018070928200697,-0.03656193347438927,-0.10285499630032285,-0.09238115904000581,0.05752260758587277,-0.0012528395837089793,-0.0017201804096847219,0.0,-0.04406572281389035,-0.3788142748747945,0.20473358792305177,0.11581730666546003,0.018847020388299506,0.2341863821543629,0.031177211832520018,-0.09890414047154988,0.30919402291663034,-0.24969548651481058,-0.06527298199101546,0.10386945972749322,-0.13014032737538367,0.23915805804228465,0.06281342110324999,0.100417968744706,0.16871116796112381,-0.23807307090010396,-0.20236693248380153,-0.10489138095211951,0.11450301355623327,-0.048946967027575686,0.18912988327864613
Cerebellum_4_5_L,0.3813796746696959,0.7350593019767578,0.31069218926124087,-0.7978298852252405,-0.46391095611776684,-0.22991097194666363,0.6944715960317949,-0.5232109201556852,0.37605321064932523,0.2754024474400184,-0.3709640109263866,-0.1818017234059431,0.19598525081799348,1.0,-0.4862549194955654,0.9689074501002127,0.7284754119439288,0.04865849580262415,0.6361513708322529,0.0,-0.23387430376094492,-0.69828354786596,0.18188189176860062,0.7568236756910145,-0.20801053461108512,0.19183692784536005,-0.6135992134986065,0.4133882591231894,-0.12014067353739431,-0.5487232410697273,0.7247465636165263,0.0,0.2655274880879868,-0.4187874125652307,0.8792562681586175,-0.429635788978305,-0.6519638939882523,0.970551693368756,0.053748015674028676,0.57602173798738,0.8957637542758162,-0.02791260212701774,-0.20144148288020924,-0.11014011481306171,-0.6018050872052041,0.7546268667662478,0.6190207417508437,0.36369796857515085,0.9398590316494085,-0.23144891262393366,-0.7299748083075861,0.0988210200951126,0.6384759577927449,-0.7080599736497768,0.2610798472823053
SN_pc_R,-0.055654103355648174,-0.4910685621273788,-0.45181140495881805,0.6404398772603053,0.49145647710388096,0.5443976020085948,-0.2965422032155687,0.5996752957187476,0.20544945533293726,0.39913674333232607,0.7028795091747674,0.5977859771802979,-0.2411294592141141,-0.4862549194955654,1.0,-0.5420399141246443,-0.14912217510502337,-0.29617973378408397,-0.2396322112607889,0.0,0.4136505408607415,0.6235497134267701,0.48218120356965577,-0.13251886389318543,0.20012715575531917,-0.1668844068171855,0.23933445967101968,-0.10797370068783813,0.46971016144043104,0.26243738922108517,-0.432421439613343,0.0,0.35328373846826605,0.5679143934865226,-0.6288960024606077,0.3351469494157794,-0.017656626100839533,-0.4892633109281248,0.45204511713203194,0.13690308964272396,-0.5957506663348051,0.5690390125450606,0.5779497572509985,0.5204188776079092,0.5754699199289192,-0.2001285543914453,-0.26809747612001517,-0.5357313953671079,-0.2816099674961382,0.6985167496184488,0.5487422917982917,0.4176692378410611,-0.25582457638460193,0.5328454899965175,-0.34676069822573696
Cerebellum_3_L,0.26120551603026554,0.7567347314146315,0.32199486151523776,-0.74704204302679,-0.43279329511008946,-0.19972499162261328,0.7198017195336158,-0.4626306809614945,0.2948141357801426,0.18112796349256255,-0.39267718091324605,-0.17966917251784253,0.15918451207751724,0.9689074501002127,-0.5420399141246443,1.0,0.660119555062404,0.18444629965846684,0.6748329412912163,0.0,-0.21863648570512484,-0.6880585829559354,0.08074671340480187,0.6892495709231627,-0.21026221605680698,0.22932772975180277,-0.5532317094100714,0.514013415543558,-0.11375396574029245,-0.5235756724004776,0.7812245387817033,0.0,0.2286755065439334,-0.418058947673599,0.901436339471208,-0.4197826740102574,-0.5812167291769025,0.9272784316522745,0.011799277609894646,0.5296637646111642,0.8825733166452608,-0.06596290709690049,-0.208004263703314,-0.13666901957460117,-0.5892917174716272,0.6378532698394869,0.5774250166844646,0.4710476272269918,0.8924722385536228,-0.31303820913948,-0.6992736543882138,0.071706266082571,0.5955173865949246,-0.7340413986820146,0.28628530771874067
Hippocampus_L,0.33502280578201843,0.46100460680786415,0.15095900409623256,-0.533894248720814,-0.238550408173054,0.2323794751161509,0.602062728348392,-0.13815268260970512,0.7226208504456508,0.4607679037593308,-0.009500019527985093,0.10879424343876827,0.0977844469530944,0.7284754119439288,-0.14912217510502337,0.660119555062404,1.0,-0.05305976892404696,0.488408474893032,0.0,-0.09012835361770281,-0.40082497265103306,0.49884717788005356,0.5776894371399952,-0.15270654671103587,0.20213698080584797,-0.22114923230456038,0.2809983164902826,0.10013123785470775,-0.37798950402467824,0.5088282304998217,0.0,0.3155732529530353,0.15984893825089577,0.6301869336123808,-0.07854928318374321,-0.45122732027310186,0.7698069486181707,0.26134947608012193,0.596624789803017,0.6420396905406772,0.49165376620870216,0.09012780901290728,0.14671362777767938,-0.08406306441303335,0.6766440652659699,0.5342422659093438,0.3067827565376362,0.8612441337810196,0.11017878447203827,-0.5310514491634355,0.5610931221052958,0.49779805503603225,-0.46204538242365784,0.2128860342146812
Vermis_10,-0.4236736262549394,0.1276403868120044,0.20644691677846744,0.07294933527087061,0.06100069842473998,0.004003239353361334,0.206592461823748,-0.005187805741478932,-0.0948257274651841,-0.19873863291499308,-0.08577259854938157,0.017289026008060905,-0.04923963901512312,0.04865849580262415,-0.29617973378408397,0.18444629965846684,-0.05305976892404696,1.0,0.13230141475763046,0.0,-0.09970432679414441,-0.09416094828194405,-0.23464649862463532,-0.03556120462378314,0.06107744605873505,0.14786790363827612,0.05509765395052726,0.2873661637907508,0.05370809706607414,-0.08494509712915031,0.28197812805266786,0.0,-0.14428862999772168,-0.03362605390991829,0.21513122472689217,0.019638488023530843,0.1518255762327452,0.0278754919078741,-0.09629491882111779,-0.05436203383811786,0.1259356565343671,-0.12229869838005547,-0.15990608694201636,-0.07035219563406497,-0.015696462655109326,-0.24480936866507388,-0.03530326672655316,0.4049544529654889,-0.0039938935191249775,-0.2948213366717028,-0.07195066558210002,-0.02234039258018733,-0.041221876107014534,-0.12958413217875728,0.11424473726650251
Parietal_Sup_L,0.1809723489293475,0.5585114947722329,0.10500861363445238,-0.37764301925910626,-0.27716944954354944,0.09093184907371495,0.5089371616661997,-0.11689885609680424,0.23868377573334415,0.12050011571099449,-0.1962554534956636,-0.024187717162835187,0.11076500608251036,0.6361513708322529,-0.2396322112607889,0.6748329412912163,0.488408474893032,0.13230141475763046,1.0,0.0,-0.07401965972226845,-0.3810903641620936,0.11475912018953127,0.37345847553529343,0.011475999479327313,0.2474109150129984,-0.34246687337496573,0.4287190013066907,-0.0653999582910555,-0.3383585614777863,0.47611235660784307,0.0,0.26621141343894406,-0.11888395171419354,0.5534714202011219,-0.28877478519836003,-0.43019696953276115,0.5933770857040114,0.02765314784013748,0.4027922223541257,0.6268209690597712,0.09897845301939223,-0.020565395077624393,-0.07388735194046207,-0.31061486644154257,0.2771847633133535,0.38919351417661896,0.5101379004583003,0.6284122545400345,-0.17363415823441886,-0.4055018413051996,0.19550729530956695,0.34287240867842045,-0.5024792540460111,0.1596195603510739
Cuneus_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thal_LP_R,0.01785539667372952,-0.11238118154655566,-0.0014553965133088968,0.2817325511712637,0.36803158706923295,0.2469011900647826,-0.07987067306891407,0.309068116436124,0.1524544858605011,0.11455834121675473,0.5114938602168058,0.4689183307847743,0.11917661181970839,-0.23387430376094492,0.4136505408607415,-0.21863648570512484,-0.09012835361770281,-0.09970432679414441,-0.07401965972226845,0.0,1.0,0.22587035731050312,0.16618626978915255,-0.04561365845674073,0.042411030154624996,-0.03445137528274582,0.23756278587636442,-0.035077205316612514,0.479334718258959,0.15217490742069908,-0.20518811211006638,0.0,-0.00281915773849254,0.12923253702206564,-0.21862354856094882,0.41184421061597987,0.20635103580490954,-0.23129577229552412,0.38683255438368264,0.05881994540697544,-0.2424954470452228,0.1529229763980386,0.6824180815423242,0.5715885664859068,0.43618815243636405,-0.051116781934251676,-0.05556612818248035,-0.07514121979260427,-0.1274063598818316,0.19835548071478537,0.24641873165615402,0.2438803139345442,-0.0880723760581903,0.3740512188590431,-0.037712034725461197
Frontal_Med_Orb_R,-0.2591574058249268,-0.6035983607366905,-0.5863081874981683,0.7257641597185992,0.4068835015310655,0.267828871313242,-0.5576104062104382,0.4011588445113652,-0.1188702366645543,0.058225301152914695,0.4386449685031064,0.28459337774243076,-0.27713977871970286,-0.69828354786596,0.6235497134267701,-0.6880585829559354,-0.40082497265103306,-0.09416094828194405,-0.3810903641620936,0.0,0.22587035731050312,1.0,0.08239842028628232,-0.4844266202232719,0.3685678860835845,-0.1853438301779963,0.3865487994641868,-0.3066373051220254,0.2367036153413823,0.3725462750754132,-0.5062502421376758,0.0,-0.057819978896443414,0.4525612407292795,-0.7124784496047863,0.20286511327635626,0.22432687172132829,-0.7104450613515044,0.21644447006739292,-0.23341353549757982,-0.6516492451961297,0.22116696465822996,0.29715574206351353,0.1782096341723695,0.45756376238341573,-0.5112988785856174,-0.4150044016128441,-0.3824423900405813,-0.6092385975252882,0.33531786419591225,0.5538955293148542,0.16554994461909928,-0.4434111432396976,0.5917554868227143,-0.1743571188345403
Thal_PuL_L,0.2779368172290975,-0.07127685120539282,-0.07092104455153916,0.07910823767847132,0.3062790796626092,0.42492668988834664,0.2795222891399414,0.20095137775243452,0.6889307720661475,0.3927532290785912,0.5408587864032726,0.5676650491009193,-0.07714777573237264,0.18188189176860062,0.48218120356965577,0.08074671340480187,0.49884717788005356,-0.23464649862463532,0.11475912018953127,0.0,0.16618626978915255,0.08239842028628232,1.0,0.4796638901372798,-0.013206053913890469,-0.08281039105597149,-0.013641213804007317,0.15207239393264596,0.5279093898569106,-0.17465987109110848,0.028980093606614788,0.0,0.3246313086829714,0.4526322844436233,0.054239788874467,0.2249735418836342,-0.3466654659020036,0.23795800265823921,0.6219489538380408,0.6029778954406092,0.044400420532846784,0.6936856202596562,0.5224803071734322,0.6012414500898061,0.3007454746198685,0.4047145280455961,0.22046244010532484,-0.19675487310853532,0.40316060857007174,0.6232499438336239,0.07069097166185477,0.5264119803897324,0.18449035066209263,0.13330656979545474,-0.24984318658491678
Thal_PuA_R,0.36966620287624063,0.39242861849983446,0.25070537935850257,-0.4646823010129818,-0.043014269036475206,-0.11443589040123374,0.671911828830493,-0.4367846829124562,0.6236832536436467,0.3702012432602033,0.12825747437903573,0.28468277215196863,0.165491757543272,0.7568236756910145,-0.13251886389318543,0.6892495709231627,0.5776894371399952,-0.03556120462378314,0.37345847553529343,0.0,-0.04561365845674073,-0.4844266202232719,0.4796638901372798,1.0,-0.11094093703513598,0.08592258972330914,-0.4499719015843111,0.4635046380788496,0.36549919551116056,-0.5075187081490804,0.5007754529904558,0.0,0.24392779439009915,-0.1989097704250729,0.7302653026108918,-0.08714399582865705,-0.558023865219289,0.7770843645082623,0.45315772452229436,0.7394882635605984,0.6002555479678091,0.20846241850715255,0.03798013470064053,0.3251172183839651,-0.2899777060714532,0.6695513690546991,0.4472834217046558,0.13445164085078387,0.7600390577158097,0.11059329020263367,-0.4365143113815968,0.2594277843277064,0.5340568054876519,-0.33937720410872735,0.03992418311352407
Cerebellum_Crus2_L,-0.14423570893458637,-0.20426222508663602,-0.2577350235950272,0.3324815368581077,0.13413881400242894,0.014327557535945085,-0.23278102590098584,0.02760227266048162,-0.06986847573255132,0.03681965553432219,0.11951287950434127,0.10405274131064206,-0.15018070928200697,-0.20801053461108512,0.20012715575531917,-0.21026221605680698,-0.15270654671103587,0.06107744605873505,0.011475999479327313,0.0,0.042411030154624996,0.3685678860835845,-0.013206053913890469,-0.11094093703513598,1.0,-0.23808305052199727,0.043417292855703754,-0.10082012416794689,0.06928291768386183,-0.009608376044575073,-0.1350534535060138,0.0,-0.013232937723826776,0.1095436879399111,-0.2040508382075546,-0.002940076818128611,0.04789123263172997,-0.20901005215060264,0.059046804245584665,-0.10572272212710686,-0.19747141001150273,0.0462884392321005,-0.0200108258639689,0.026843470204916068,0.07922698810657476,-0.22441045210924676,-0.09567298225783936,0.01627028879774239,-0.20838060982716017,0.016134942869100048,0.14031345606876783,-0.005166114440813832,-0.19772986638279874,0.11281830044471484,-0.02999380762440855
Parietal_Inf_R,-0.0587739562601213,0.20105602218940877,0.3010357459347893,-0.20198655033013982,-0.02834994909234592,0.09651311082563739,0.3115052905146739,0.08344047440429521,0.13327677073804473,-0.039895256647926196,-0.03846142427445779,0.02108384942034894,-0.03656193347438927,0.19183692784536005,-0.1668844068171855,0.22932772975180277,0.20213698080584797,0.14786790363827612,0.2474109150129984,0.0,-0.03445137528274582,-0.1853438301779963,-0.08281039105597149,0.08592258972330914,-0.23808305052199727,1.0,-0.013250210285280213,0.268050095229166,0.005068678192478054,-0.09808436621283481,0.17320123352387995,0.0,0.04232256505218887,0.04409108218198318,0.25754269372557653,-0.01669852190028919,0.02200090017294712,0.2023004811115953,-0.007258412196837094,0.08299505427857845,0.1979688809246488,0.07885078099695372,-0.03301709474739976,-0.007578577947702702,-0.030493029717875313,-0.02299866865472786,0.03139267030135252,0.28381113693234417,0.20101623643089686,-0.13444021193462968,-0.17895882020679935,0.07660165257379846,0.12234155476864095,-0.19816489965510625,0.09792892050304336
