,Thal_PuM_L,OFCpost_R,Temporal_Pole_Mid_R,OFClat_L,Temporal_Mid_R,Cuneus_L,Parietal_Sup_R,Cerebellum_3_R,LC_L,Thal_VA_R,Thal_VPL_L,Thal_PuA_R,Pallidum_R,Thal_VL_L,Amygdala_R,Temporal_Pole_Mid_L,N_Acc_L,Thal_MGN_R,Precentral_L,Raphe_M,Frontal_Inf_Orb_2_R,Insula_L,SupraMarginal_L,Thal_VA_L,Hippocampus_R,Vermis_10,Angular_L,Putamen_L,Paracentral_Lobule_R,Cerebellum_Crus1_L,Thal_LP_R,SN_pr_R,ACC_sub_L,Pallidum_L,OFCmed_R
Thal_PuM_L,1.0,0.3026255915789247,0.22245641825537127,0.05083385241318278,0.26758489006983915,0.0,-0.016762902736268136,0.05247949089890739,0.015926887418749723,0.5692632218801648,0.9286722044609965,0.20846241850715255,0.8233950388549092,0.7804696053127619,0.7617199777370011,0.28084417129223516,0.6083876692682179,0.6867988070780316,0.22752212272255123,0.39432366382565004,0.21100360982159785,0.8109428230275051,0.06583170200098665,0.7051010050070567,0.8835422186406157,-0.12229869838005547,0.1086925547812945,0.6635988671759904,0.16127920877511323,-0.16818757027363154,0.1529229763980386,0.5165507700492056,0.46294376559727346,0.37823348520605554,0.14360908753131651
OFCpost_R,0.3026255915789247,1.0,0.801459005792873,0.5238214386909407,-0.04971117852575653,0.0,-0.506135552170653,-0.551158587499865,-0.6428450630992452,0.5354168937057842,0.23316059642116785,-0.4646823010129818,0.35749151477143903,0.30988467538117054,0.47542226695656553,0.3147668190404431,0.22127624907310728,0.3948843779304973,0.5120020615296005,0.00760653645069436,0.726540339744914,0.4703271704637936,-0.1887079293181714,0.14387791875878705,0.31751243303765475,0.07294933527087061,-0.1928068495717369,0.329191230675494,-0.11413094908407331,0.5302448515029059,0.2817325511712637,0.08569175997203327,0.6572140874097561,-0.2588985987610369,0.6806460183799461
Temporal_Pole_Mid_R,0.22245641825537127,0.801459005792873,1.0,0.36045029179554067,0.3425468896790703,0.0,-0.48019073566636994,-0.4301008869458774,-0.39393819904752453,0.2768431815490131,0.1352557458717542,-0.24105253530039275,0.4013995679769906,0.18806010893178593,0.4377774709686873,0.037421698576427916,0.2254497842950492,0.3961443125253466,0.6138703401644715,-0.06488174373788816,0.7392487992805727,0.3671432118319818,-0.322494349142874,-0.043371181118409305,0.2976317693606751,0.23316407405685657,-0.2597051047900919,0.28959172394069393,-0.1364982953032045,0.4992994223735502,0.27094811279345193,0.18100069309764602,0.6516762404093565,-0.07029236135038719,0.48808227448980374
OFClat_L,0.05083385241318278,0.5238214386909407,0.36045029179554067,1.0,-0.3293824539288563,0.0,-0.36129165621575676,-0.5094026349580046,-0.5200706431664303,0.2950808457382602,-0.0218749085418776,-0.4217716979871264,0.05947217335563956,0.08401728781085621,0.14382037322913563,0.27563420062066896,0.02040146801817433,0.1578164621227671,0.32811609815921616,-0.15965886389722703,0.373543350149687,0.18043175779444967,-0.07269719663435882,0.009289648250643497,0.0016580916585379507,-0.04662788026823469,-0.06073611295661941,0.09716565155387735,-0.17086720784372098,0.3065431729263209,0.16004015042195033,-0.078243405190398,0.22144766739683183,-0.26191371039275396,0.4205216929712846
Temporal_Mid_R,0.26758489006983915,-0.04971117852575653,0.3425468896790703,-0.3293824539288563,1.0,0.0,0.21501539750409668,0.3611539586982868,0.5555852186892468,-0.19050777502532998,0.25130971007594005,0.4635046380788496,0.37608795554692587,0.13369614485311143,0.36308310920152653,-0.5301425420896564,0.13945063735973853,0.2122749160250977,-0.009282586965571837,0.3285527555674326,0.061165669206966984,0.14386977871395104,-0.22092332948612453,-0.06504705112143479,0.35856877459766373,0.2873661637907508,-0.13837830348218594,0.10465426978182989,0.322584630062378,-0.12538718347796726,-0.035077205316612514,0.40141857781188345,0.21664705273554058,0.345400318610297,-0.3485714911310108
Cuneus_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Parietal_Sup_R,-0.016762902736268136,-0.506135552170653,-0.48019073566636994,-0.36129165621575676,0.21501539750409668,0.0,1.0,0.47012596481313096,0.5592960128550093,-0.21405577858477962,0.0302694270539415,0.3703423987121993,-0.02607774205463346,-0.037941651495864676,-0.08046183013707395,-0.3317650034830784,0.03194276044960588,-0.2307372646146863,-0.3958466857274277,0.13610311155731086,-0.5678606393025672,-0.14464636364258315,0.098357470031385,-0.018261568938813876,-0.008068567520951737,0.028470654683114428,0.22962685998336255,-0.044850333277707204,0.44005158292296004,-0.33062933484441737,-0.102374045676096,0.12435116561018693,-0.24773233822008664,0.2696687342387882,-0.5995666310664656
Cerebellum_3_R,0.05247949089890739,-0.551158587499865,-0.4301008869458774,-0.5094026349580046,0.3611539586982868,0.0,0.47012596481313096,1.0,0.5554892664414375,-0.0859216347871227,0.16403428125254038,0.5831087298372334,0.0695722951318479,0.04578860912482609,-0.04391545142937534,-0.13488065208608824,0.03521698174692961,-0.3317319739533607,-0.5046066152423512,0.47948952804680534,-0.5340288221484143,-0.11533951195444109,0.13486648610512356,0.2710319974081218,0.09272095621909447,-0.05146584155432339,0.08294943102615403,-0.04690780691122482,0.39132168834191927,-0.5449958866363493,-0.1324631742806801,0.10230432118153873,-0.39431450351161834,0.3655450234063847,-0.4977800575540978
LC_L,0.015926887418749723,-0.6428450630992452,-0.39393819904752453,-0.5200706431664303,0.5555852186892468,0.0,0.5592960128550093,0.5554892664414375,1.0,-0.43245820173928357,0.06999281981546819,0.609415630277371,-0.022808587100733274,-0.09562337953570461,-0.08475354476350637,-0.5786314875431149,-0.0809653569141852,-0.10970023236381951,-0.40013182563193767,0.11759880982308002,-0.4295062286993357,-0.15158394673022835,-0.18194028960727607,-0.08794366235147831,0.02492838270807919,0.2626009684624411,0.04667153250224792,-0.07375331220425235,0.16721883765915022,-0.43590779168047805,-0.15350752418752572,0.12902934843783115,-0.3412862177235538,0.47267957229361857,-0.6915433065796841
Thal_VA_R,0.5692632218801648,0.5354168937057842,0.2768431815490131,0.2950808457382602,-0.19050777502532998,0.0,-0.21405577858477962,-0.0859216347871227,-0.43245820173928357,1.0,0.5471067200045645,-0.09978507363445505,0.5642349976925144,0.7289285438408806,0.45398760285748246,0.6263162519006243,0.41655174890800095,0.4085442687335445,0.2439957138310768,0.29198824722872596,0.3761994572811556,0.7188093712797538,0.07788688192513303,0.7763805890291195,0.554194935437997,-0.2045387548966926,0.05384864177656453,0.5737985956295452,0.16387458996578746,0.07007264933456964,0.5320436496982592,0.3683226384572834,0.5228434718552737,0.0956834158453721,0.3994029337855315
Thal_VPL_L,0.9286722044609965,0.23316059642116785,0.1352557458717542,-0.0218749085418776,0.25130971007594005,0.0,0.0302694270539415,0.16403428125254038,0.06999281981546819,0.5471067200045645,1.0,0.38721754454866003,0.7565595635896805,0.7952751950849627,0.6494568375919868,0.35900730014878707,0.601821988055472,0.547999258482946,0.09003888509963603,0.38668752171896675,0.131966612972169,0.8078737864628794,0.13466769068740797,0.709921375928856,0.8242346664904275,-0.14952216304221613,0.16184630280721912,0.7627683760730681,0.11704755926644178,-0.22383499531979428,0.14366149854051039,0.3603199912773212,0.437458508873954,0.5446117402969632,0.017877801995126313
Thal_PuA_R,0.20846241850715255,-0.4646823010129818,-0.24105253530039275,-0.4217716979871264,0.4635046380788496,0.0,0.3703423987121993,0.5831087298372334,0.609415630277371,-0.09978507363445505,0.38721754454866003,1.0,0.12619256367654907,0.2773950530516761,-0.11443589040123374,0.04893932274560602,0.10044120514118453,-0.011016429651045658,-0.4499719015843111,0.24392779439009915,-0.2019758787860438,0.17576678156125844,0.10255167243061138,0.2271153976492862,0.1546372890323268,-0.03556120462378314,0.22332881520822123,0.36893812551530275,0.09078325721856076,-0.3389689639786047,-0.04561365845674073,0.026370049644572503,-0.01836500987787757,0.8259905550720782,-0.5052001666405767
Pallidum_R,0.8233950388549092,0.35749151477143903,0.4013995679769906,0.05947217335563956,0.37608795554692587,0.0,-0.02607774205463346,0.0695722951318479,-0.022808587100733274,0.5642349976925144,0.7565595635896805,0.12619256367654907,1.0,0.7736028014909092,0.8328856598456812,0.15373206279103968,0.7404114448809336,0.6004451847033583,0.414987691257283,0.35772080188722777,0.2687540635003369,0.7829844987919028,-0.0034251122945412496,0.6160761835766475,0.8664107465255757,-0.04151148277081528,0.035618843218805304,0.6712027256275773,0.23523727070993886,-0.046527991394982315,0.34231900556619876,0.598177574699117,0.5238588213630929,0.3496357110539297,0.11431681093707946
Thal_VL_L,0.7804696053127619,0.30988467538117054,0.18806010893178593,0.08401728781085621,0.13369614485311143,0.0,-0.037941651495864676,0.04578860912482609,-0.09562337953570461,0.7289285438408806,0.7952751950849627,0.2773950530516761,0.7736028014909092,1.0,0.5872296934026161,0.4812499404646972,0.635794219472851,0.5399361029006995,0.1105246157790964,0.38496259359884444,0.2724881939440075,0.8647897764304034,0.1013996266790157,0.8060009211686869,0.7650595854189095,-0.19219445584045958,0.10901806304923879,0.7598269234228591,0.1688749163451325,-0.08710804978758951,0.5069451186054994,0.4511093922395009,0.5848527207045959,0.45368940348047243,0.14929703195223606
Amygdala_R,0.7617199777370011,0.47542226695656553,0.4377774709686873,0.14382037322913563,0.36308310920152653,0.0,-0.08046183013707395,-0.04391545142937534,-0.08475354476350637,0.45398760285748246,0.6494568375919868,-0.11443589040123374,0.8328856598456812,0.5872296934026161,1.0,0.06350328407504575,0.6008595713824999,0.5718556517756955,0.494910679496421,0.30269820157009975,0.1596988389677699,0.6701857514015723,-0.025986731610607744,0.42035641426653014,0.8550839763473653,0.004003239353361334,-0.03614553209743844,0.5051963072616095,0.3009515042605807,-0.06390385125486996,0.2469011900647826,0.624222798994685,0.48664729326218464,0.10852833187589761,0.17390265677807196
Temporal_Pole_Mid_L,0.28084417129223516,0.3147668190404431,0.037421698576427916,0.27563420062066896,-0.5301425420896564,0.0,-0.3317650034830784,-0.13488065208608824,-0.5786314875431149,0.6263162519006243,0.35900730014878707,0.04893932274560602,0.15373206279103968,0.4812499404646972,0.06350328407504575,1.0,0.27588440466594544,0.15120600667124895,0.045660011982094705,0.04549586876558832,0.2546721468506324,0.49228434771327806,0.2731543099195703,0.5496323448444776,0.2227898668910508,-0.3510428136557889,0.19525020393335615,0.5291449711049494,-0.18158234997615533,0.07218245862259591,0.30262119124972336,-0.08070336364189876,0.38956393497516373,0.20839922689922766,0.44422288806115084
N_Acc_L,0.6083876692682179,0.22127624907310728,0.2254497842950492,0.02040146801817433,0.13945063735973853,0.0,0.03194276044960588,0.03521698174692961,-0.0809653569141852,0.41655174890800095,0.601821988055472,0.10044120514118453,0.7404114448809336,0.635794219472851,0.6008595713824999,0.27588440466594544,1.0,0.41400873101541086,0.3203812346664083,0.18882814010928892,0.13888213317351547,0.635966663426317,0.1082571662399601,0.46746205041340055,0.6597679066209586,-0.1620316360716712,0.035178835848759055,0.6498361671503715,0.03678188741494296,0.004012033721395355,0.310399102735323,0.3708708755651344,0.5346456685610365,0.35083297401726476,0.10886831975367287
