,Thal_VPL_R,LC_L,Frontal_Inf_Oper_R,Frontal_Inf_Tri_L,Precentral_L,Thal_MDl_R,OFClat_R,Cerebellum_10_L,Thal_PuI_L,Temporal_Pole_Sup_L,Lingual_R,Calcarine_L,Thal_VL_R,Rectus_L,Thal_MDl_L,Thal_AV_R,Thal_MGN_R,N_Acc_L,OFCant_R,Rolandic_Oper_L,Temporal_Pole_Sup_R,N_Acc_R,ACC_sup_L,Thal_AV_L,Red_N_R,Hippocampus_R,Insula_R,Cerebellum_6_L,Temporal_Mid_R,Thal_MDm_L,Temporal_Inf_R,LC_R,ACC_sup_R,Insula_L,Thal_VPL_L,OFCant_L,Parietal_Inf_L,ParaHippocampal_R,Thal_PuA_R,Raphe_D,ACC_sub_L,Occipital_Mid_L,Thal_IL_R,Temporal_Sup_R,Olfactory_L,Thal_LP_L,Postcentral_R,Olfactory_R,Precentral_R,Cerebellum_6_R,Vermis_4_5,Thal_LP_R,Parietal_Sup_R,Precuneus_L,Thal_PuI_R,Frontal_Sup_Medial_R,ACC_sub_R,Cingulate_Post_L,ACC_pre_R,Cingulate_Post_R,Cerebellum_3_L,OFCmed_R,Cerebellum_7b_R,Frontal_Sup_2_R,Pallidum_R,Angular_R,Heschl_L,Paracentral_Lobule_R,Frontal_Med_Orb_L,Frontal_Inf_Oper_L
Thal_VPL_R,1.0,0.08162009804436922,0.6257057991124053,0.7618754520027972,0.3155506409350286,0.7142654903307117,0.0407679307087647,0.044320959683146276,0.6080701958647903,0.2919972905293996,0.023106460456596662,-0.04683620689641251,0.743504783051496,0.05815197269293576,0.6700908919521742,0.45710089226877443,0.5837382001782033,0.5978569530673762,0.1458421183879846,0.2380939633769444,0.3352949039861587,0.46048150744926103,0.4678552213022952,-0.11873986575289305,0.4017609910339377,0.8399710717956463,0.5557620152579077,-0.08800486293111803,0.2964525833636116,0.698440300469009,0.12109570585566896,-0.03554441194665311,0.39969454655209075,0.7470753352780842,0.737018314455462,0.15128301242572353,0.09889729784433633,0.3812161243679183,0.15282148193046774,0.3933546852134469,0.4052813216232577,0.0,0.6503852908988808,0.33084442336664005,0.5615575365038878,0.5294263189913256,0.04572833984362638,0.42365203737200857,0.3499511546058611,0.023704704431070145,0.051680486097772836,0.319355186473454,0.04441393437202045,0.0822027484424955,0.5438249297975517,0.43770613937708935,0.3611044213235569,0.27709263889490454,0.3701064838280347,0.14573373239409596,-0.01589881998815838,0.024445421112455297,-0.03169315957456723,0.5722460891939388,0.8169707689776547,0.07883849284330793,0.057901051672509786,0.28562615667395,0.23608943865586887,0.6931726412505685
LC_L,0.08162009804436922,1.0,-0.36759210682285026,-0.09992384463015198,-0.40013182563193767,0.2891718976661947,0.01621320247827527,0.5007462226805756,0.10067520625927555,-0.5571456579374324,0.7597537204999409,0.3615975008902005,-0.02350893840650564,-0.6900594457586628,0.3982762615721825,-0.4166847948251945,-0.10970023236381951,-0.0809653569141852,-0.3887280001790101,0.2546298585816712,-0.4831484726491021,0.053762518887961755,-0.08520033417132862,0.1150568965731578,-0.6063237469284065,0.02492838270807919,-0.08577381965936455,-0.5086159760706456,0.5555852186892468,0.198667062697861,0.45439860668774823,-0.1513988927214027,-0.03392862303266627,-0.15158394673022835,0.06999281981546819,0.07538014472081132,0.4100173835788394,0.5073997809091041,0.609415630277371,0.4875622383815111,-0.3412862177235538,0.0,-0.39646696680719057,0.7317185773444064,0.09588622937757289,-0.169593690870837,-0.06443128655969678,0.022071401207552185,-0.38705260472636893,0.754477832968038,0.8963174842793269,-0.15350752418752572,0.5592960128550093,0.5911429835044271,0.42718300220130456,-0.2135437768230527,-0.36066294903392476,0.29337030657512975,-0.06345439599656034,0.7389684153164607,0.9409928497800243,-0.6915433065796841,-0.454304499084994,-0.2943922766879387,-0.022808587100733274,0.6206248444649802,0.5920961783821346,0.16721883765915022,-0.6935059839025393,-0.12463206152606769
Frontal_Inf_Oper_R,0.6257057991124053,-0.36759210682285026,1.0,0.7853061737525034,0.45027761296082847,0.49540285415724156,0.09248360647363917,-0.21813275653141853,0.4743337418587087,0.6559022740107209,-0.3500013513453869,-0.1870781843015209,0.8398627191862863,0.4522631740781249,0.45897585773111665,0.7691328258477363,0.562260432444961,0.5994748872798998,0.4167814224087979,0.1535263180927858,0.6866181588931936,0.6829925502022094,0.8211558049648494,-0.06440284063053607,0.8214991911323396,0.7333552763973121,0.832864603154893,0.10968988539425759,0.005796385488834676,0.5778451542610863,-0.027117662133758103,0.13745275961838938,0.7388675524581406,0.891471864752946,0.6940658811810819,0.2800675193630009,-0.06105436699559332,0.2599981169097237,0.04179583422971049,0.2187416990850898,0.7053260863986363,0.0,0.8841812335902722,-0.05198029645597949,0.6739757014439547,0.619786314972494,0.1844533213842194,0.6624054297318236,0.6660223694269642,-0.3569722347841046,-0.401604886129727,0.496298812677379,-0.18079236368518775,-0.2687090385861557,0.22191674164185102,0.8075750391263871,0.5658446768955171,-0.09522575812784634,0.6940151703063488,-0.3652766436846615,-0.4345722471252476,0.33444865473658897,0.17582806591458805,0.8770472398177288,0.7025253659598486,-0.18823798870542682,-0.2678358007195465,0.06800658057148003,0.5936817925727346,0.8353856981887208
Frontal_Inf_Tri_L,0.7618754520027972,-0.09992384463015198,0.7853061737525034,1.0,0.40354891388899145,0.6057593899829518,-0.019720766065152884,-0.009560684648201326,0.6506705350958691,0.6002849773393868,-0.136748134459692,-0.11960911493744589,0.7405455476335292,0.23888852738211516,0.6243830883273871,0.576248041011158,0.5936678844258579,0.5971699241272351,0.1366225823441796,0.3481443557769263,0.47627197889471984,0.4726923561211258,0.612858096699397,-0.16180788500063345,0.5908219153073462,0.8378437110068783,0.5832075250560794,0.02065497868195631,0.04752112596111898,0.5708218802714737,-0.09828748511611526,0.11424454653275067,0.5044717457708893,0.8837658717828296,0.756339097896923,0.11437349903348039,0.046607918073670984,0.330461725280128,0.0693501806412485,0.33056566074864296,0.45027556031156796,0.0,0.7805633426812602,0.020888524695390775,0.5676457622944391,0.5814812455583593,-0.07257808628174033,0.49769981003877095,0.39660423305139747,-0.13645996082960696,-0.16121946674752796,0.40349946848863605,-0.13206390594729375,-0.09116296876736027,0.46194605976273573,0.5667833201299486,0.4444517784315207,0.0894867121331124,0.47215424156651997,-0.1253841216811026,-0.1741006776374451,0.2256506693159921,0.0979657722329441,0.6498386416328225,0.7609479993889778,-0.011990313487967868,-0.01749455897981192,0.14010748575810386,0.4113405090253639,0.8913345351200083
Precentral_L,0.3155506409350286,-0.40013182563193767,0.45027761296082847,0.40354891388899145,1.0,-0.04140349459452146,0.08611005761785895,-0.5236184453631519,0.005268091710697633,0.11353557388938157,-0.4734542742842801,0.1974153815076795,0.4038978863424725,0.43423089954473776,-0.10312997489544465,0.40074144092515007,0.42309967185837155,0.3203812346664083,0.40396298804805186,0.19050373349949543,0.5299043402223723,0.2971145418541407,0.36559278915026044,-0.10285499630032285,0.3765010708271387,0.3498078346989254,0.3706503426799608,0.5130158895431428,-0.009282586965571837,-0.04084991514166635,0.0715550456178324,0.04213048301817695,0.36010034581120076,0.35978951210157717,0.09003888509963603,-0.05409727743109594,-0.40723826404928043,-0.2460245263561009,-0.4499719015843111,-0.3193042262135694,0.39114591257888226,0.0,0.46277074233905197,-0.18628608836810967,0.2476861901639624,0.3119377057834277,0.14687299334145132,0.17489816920869697,0.4965884577192419,-0.33927633567516935,-0.44213803583990735,0.23756278587636442,-0.3958466857274277,0.22555077758909997,-0.31602719375323635,0.4995253000389137,0.38179326861006097,0.5082079409717994,0.35865840298683815,-0.11633557443867697,-0.5532317094100714,0.41048328556207536,0.42101171416500655,0.5947065858746917,0.414987691257283,-0.5565378628237304,-0.31576922406087854,-0.060439811093150185,0.44401331107266695,0.5119288261594472
Thal_MDl_R,0.7142654903307117,0.2891718976661947,0.49540285415724156,0.6057593899829518,-0.04140349459452146,1.0,0.09840243299822182,0.3303235033355058,0.6956570592036724,0.3246524897276908,0.40702409849600146,-0.0761853570065107,0.646495532404374,-0.1598939320126584,0.8330961629515534,0.18834711828376038,0.2972647661049836,0.41090233631320044,-0.06702060469815757,0.475290176299178,0.035486630536735404,0.4544390075720232,0.5277436548885627,0.0945928422952065,0.2787363318342846,0.6470116333571775,0.5343354346351196,-0.34924622354621737,0.29172320498001086,0.8126475125461825,0.11967771094689426,-0.08127216536648185,0.4974917846208341,0.6448872458395509,0.760872696535271,0.08386178867418684,0.3004239858220491,0.575541546731413,0.6236832536436467,0.6223829634352951,0.21572106846272784,0.0,0.4091894318354271,0.5016225487716504,0.6027430511058512,0.3516486063082212,0.03273256871230474,0.5864497978590133,0.2584004229081277,0.2094460237980872,0.3975897869842312,0.1524544858605011,0.23066430718204248,0.05706107581373485,0.7747637169904619,0.4489136388584415,0.2029797625514386,0.15934624202677294,0.4766362904738289,0.3592846760418383,0.2948141357801426,-0.26889298288627483,-0.2911524623802615,0.41313495200508626,0.5913092583146813,0.2983468041381888,0.4092498345945554,0.19175455964393073,-0.023276879668062373,0.5715542450514896
OFClat_R,0.0407679307087647,0.01621320247827527,0.09248360647363917,-0.019720766065152884,0.08611005761785895,0.09840243299822182,1.0,-0.0914970074550674,0.07506710799142498,-0.1909036421069434,-0.08838610091913295,0.12902700127977676,0.00029694653810199306,-0.024809610754580855,-0.10122220059882261,0.018630482337808122,-0.21337026762221384,-0.1767368059206273,0.07924937934323179,-0.034729819241701355,0.06886462131135922,-0.014642760829923012,0.10951362903991267,0.13129627128062688,-0.0547096332835318,-0.05135247400866122,0.06923574392172117,0.04382477975371793,-0.025024336535719265,0.08964888444841541,0.16775421205949603,-0.11963669449499559,0.079106486163137,0.03654462925171551,-0.02646948922614479,-0.09082283989313904,-0.1523603323875071,-0.16224013691614844,-0.08080844551013293,-0.143959537557552,0.04957022578422499,0.0,0.06932918017373091,-0.06027196537618321,-0.016315816826202048,-0.04350640455823117,-0.3506879518437496,0.08763663817318405,-0.24556678066354165,-0.13122103491378354,-0.014367080423533525,0.08990196059572036,-0.05148791237835237,0.048619038458981585,0.024450808354771925,0.1290613874506301,-0.022726899923299924,-0.2030205111295095,0.07983674928798343,-0.1147350370738994,-0.07467322734685476,0.03080118426456142,0.022069246095144938,0.013883641409321384,-0.1043668201601592,-0.14887262891091319,-0.15872642967544517,-0.15766208257636738,0.29011285648676455,-0.01632340138605682
Cerebellum_10_L,0.044320959683146276,0.5007462226805756,-0.21813275653141853,-0.009560684648201326,-0.5236184453631519,0.3303235033355058,-0.0914970074550674,1.0,0.2913025834085337,-0.0795140314010041,0.5947071701100635,-0.004560813261360965,-0.10941162385236483,-0.3737079420897478,0.4523646138170105,-0.30329271866066343,-0.19683481743326525,-0.06649806660510593,-0.41355568076129234,0.19125360263052843,-0.4264856368501615,-0.1327109828810707,-0.08417127911056728,0.11450301355623327,-0.310080954323518,0.023884874835831613,-0.13522636997634546,-0.3986147267647071,0.20108261828596066,0.18163633068788515,0.060657920318212315,0.019124184740543046,-0.05623138836832406,-0.07679089111835267,0.15412583462790144,0.004264217674923137,0.3804074261953916,0.4019412115285173,0.5340568054876519,0.35758827958327666,-0.3751559088375188,0.0,-0.25416675782979775,0.3868600582852876,0.03232223446117429,-0.1050121901941019,-0.18258308187816724,-0.009869294330304068,-0.3106697730973004,0.45949033520284094,0.5871730243157028,-0.0880723760581903,0.349161870378123,0.08180095856654282,0.5314274598011244,-0.21920753786084943,-0.23495344023904613,-0.07734889879490965,-0.13803523265482087,0.38538144744694985,0.5955173865949246,-0.4038707187704564,-0.35902747325489653,-0.3256960948774994,-0.01854576042053414,0.5105198662097205,0.4730122546727083,0.1322160695177765,-0.5284872408970576,-0.08152067214850067
Thal_PuI_L,0.6080701958647903,0.10067520625927555,0.4743337418587087,0.6506705350958691,0.005268091710697633,0.6956570592036724,0.07506710799142498,0.2913025834085337,1.0,0.3752388670560261,0.17267687954608357,-0.13736639968711525,0.4819191992300451,0.027457403382902836,0.6210092271785296,0.26344372161447094,0.38574417075469186,0.39812822863587605,-0.03302879201276182,0.25974885386706537,0.20961539631435946,0.28987140763729663,0.38652848224770453,-0.09943879998811,0.3043990874635982,0.6627158073628993,0.41381734528619774,-0.17181252637184372,0.18373333055277571,0.5792914875856162,-0.045925056990559085,-0.006178940247550175,0.3254426202986378,0.6552713836563636,0.7634680261003637,0.053125154906112575,0.07088468690188318,0.384885156709541,0.32085077597925676,0.4150025207598386,0.21247327293054108,0.0,0.5008787590877232,0.2605019915762261,0.4039237501477171,0.2345961915688249,-0.11073000677389434,0.3834181783387127,0.20978097117639635,0.04418691373589531,0.1522245496908231,0.11489614253762309,-0.0032596538670838946,-0.11466839299909487,0.7354333647426304,0.341623599704067,0.25049004764501115,0.05209748453171238,0.29816386992150296,0.06428614922070412,0.09101378698223667,0.008428668637108689,-0.16253053469176268,0.3704780555070304,0.582606786800841,0.04778038224238287,0.10992242139193016,0.03524241131928883,0.14330689960487591,0.55755035498517
Temporal_Pole_Sup_L,0.2919972905293996,-0.5571456579374324,0.6559022740107209,0.6002849773393868,0.11353557388938157,0.3246524897276908,-0.1909036421069434,-0.0795140314010041,0.3752388670560261,1.0,-0.31710437207635533,-0.4590299047935046,0.43671345127497824,0.44558156815071126,0.3757855009363258,0.4682382109711503,0.2263165640319334,0.46512613300409766,0.11893290828401774,0.16531451679514195,0.39528635637443066,0.2709769105289311,0.4540258554238437,-0.1297985960109939,0.8000619092764011,0.43383601745922434,0.3820151237916087,0.11011072580898956,-0.41902025897974654,0.3631929685102975,-0.5216353583653077,0.1764753622706718,0.3698574554923499,0.6110272400045771,0.5135241832557056,0.07860944566405596,0.007196876756802623,0.14488192599082458,-0.009139195098520507,0.2456953490389577,0.4346714496555221,0.0,0.5742811854249074,-0.38002638276595535,0.4336880857407449,0.5170194981910896,0.07198850754871464,0.4642898906019647,0.5076878651860739,-0.3897483334587803,-0.4926977394860367,0.28615971574141025,-0.23614599390518762,-0.5657910484616284,0.19618508894016523,0.43499656862154634,0.44365311613079245,-0.30320030832848777,0.3596860627264871,-0.4522776418213728,-0.46184041213785443,0.38624590854826235,0.09312580979305074,0.4713889148154928,0.3626778900662858,-0.15652698183476724,-0.10783563550038966,0.021057008687690996,0.4751242213144026,0.5899817933015807
