,Angular_R,OFCpost_R,Thal_PuA_L,OFClat_L,Raphe_M,Red_N_L,Cingulate_Post_R,VTA_L,Occipital_Mid_L,Rectus_R,Insula_L,OFCmed_L,Frontal_Mid_2_R,Amygdala_L,Rectus_L,ACC_sub_L,Thal_MGN_R,Frontal_Sup_2_R,Thal_LGN_R,Precentral_L,Thal_IL_R,Thal_LP_R,Rolandic_Oper_L,Temporal_Inf_L,Thal_PuL_L,Thal_MDl_R,OFCant_R,Thal_VPL_R,Cerebellum_8_L,Cerebellum_6_R,Vermis_6,Parietal_Sup_L,ACC_pre_R,Cerebellum_4_5_L,Frontal_Inf_Orb_2_L,Rolandic_Oper_R,Cerebellum_Crus1_R,Thal_LGN_L,Temporal_Sup_L,ACC_pre_L,Cerebellum_9_R,Precuneus_L,Temporal_Mid_R,Frontal_Sup_Medial_L,Thal_MDl_L,Postcentral_R,Postcentral_L,Hippocampus_L,Caudate_R,Thal_PuI_L,Temporal_Pole_Sup_R,Thal_MDm_R,Frontal_Inf_Tri_L,Parietal_Sup_R,Frontal_Inf_Orb_2_R,Temporal_Pole_Mid_R,Thal_AV_R,Cerebellum_10_R,Calcarine_R,Cerebellum_4_5_R,SN_pr_L,OFCmed_R,OFCpost_L,Vermis_10,Red_N_R,Cerebellum_3_L,Vermis_4_5,Supp_Motor_Area_R,Thal_MGN_L,Thal_PuL_R,Pallidum_R,Angular_L,Putamen_R,Thal_PuA_R,Lingual_L,Calcarine_L,Olfactory_L,LC_L,OFCant_L,ParaHippocampal_L,Cerebellum_7b_R,Thal_AV_L,Temporal_Inf_R,Frontal_Sup_Medial_R,Raphe_D,Cingulate_Mid_L,Amygdala_R,Frontal_Inf_Oper_R,Pallidum_L,Thal_PuM_L,Frontal_Med_Orb_L,Frontal_Inf_Oper_L,OFClat_R,Frontal_Med_Orb_R,Temporal_Pole_Sup_L,Thal_VA_L,Thal_MDm_L,Fusiform_R,Thal_VA_R,Thal_LP_L
Angular_R,1.0,-0.5690559932816008,-0.25487321681450603,-0.3893952226334453,0.38312640816302534,-0.06453674708921849,0.39568817297485076,0.16398356466546585,0.0,-0.515935213076726,-0.05710976941756193,-0.5668942622148522,-0.25018876945423046,-0.2465046184426361,-0.47921242737417263,-0.28423073197376864,-0.1990293713863325,-0.26821991298179254,-0.35358126888328983,-0.5565378628237304,-0.2593370547794135,-0.033600154768849415,0.1376641052438647,0.5142797242087401,0.1660292579351496,0.2983468041381888,-0.30917938523826594,0.07883849284330793,0.5313644032017844,0.4558330584204396,0.0,0.6704798631683425,-0.12471119686341292,0.7156098543072387,-0.0907411882105155,0.22358646928952244,-0.6362151855984055,0.2556850812864308,0.5054708645331542,-0.2519408009380808,0.4020026629515862,0.23936957609595108,0.2781202388377578,-0.17538518222410981,0.38876307267368626,0.007265111227539137,-0.1803256238887896,0.5237001934165577,-0.040057920676824524,0.04778038224238287,-0.44989994130185534,0.14076541124211164,-0.011990313487967868,0.6844909629110992,-0.46967686032169087,-0.5061203627591911,-0.20200626257194737,0.024713580387253315,0.5311346099345329,0.5978200866887963,0.036447472672685735,-0.5753235647220982,-0.5054042205304213,0.01689686029288225,-0.3046665536723019,0.6953700108217561,0.5838500717133748,-0.37208775905019564,0.009076514074693192,0.31542329117669005,-0.0011332888865877395,0.2557503441676395,0.05730458064777004,0.5117619448431122,0.6864847220323156,-0.008553804638739573,0.06383206644719377,0.6206248444649802,0.17566937538836844,0.7258624212583239,-0.412994520712876,0.20432039342596553,0.1662914959423579,-0.231752467850197,0.4368579805292587,-0.40422202172520255,-0.10470154056396049,-0.18823798870542682,0.3553910701084452,0.052041574539370375,-0.5390502560347288,-0.08735824339498902,-0.14887262891091319,-0.5165850534217955,-0.15652698183476724,0.1974265597085331,0.29547397771963335,0.6273877842589692,-0.10052636738544299,-0.007219165360885804
OFCpost_R,-0.5690559932816008,1.0,0.7582503924078496,0.5238214386909407,0.00760653645069436,0.3249804053380965,-0.6915832994372274,-0.23740324102221833,0.0,0.6805756522489325,0.4703271704637936,0.614322025578824,0.5480780059772562,0.5790648831743076,0.7798904430465874,0.6572140874097561,0.3948843779304973,0.5961242739301901,0.4866218246219141,0.5120020615296005,0.6970003005314924,0.2817325511712637,-0.4821287998404633,-0.6620903087977896,0.07910823767847132,-0.12176411330278213,0.760801990242489,0.18238715379253573,-0.515103018497933,-0.5335080044556961,0.0,-0.37764301925910626,0.37328737648824245,-0.7978298852252405,0.21490892676143417,0.09246765516794443,0.560662208702756,-0.2825584861226614,-0.7043932055283955,0.6305076093053962,-0.4013892975801832,-0.27855904744663174,-0.04971117852575653,0.4605557374194782,-0.2535037197444862,0.025663745134162898,-0.21424474198946766,-0.533894248720814,0.31501392917242166,0.08505179019194156,0.879812904340335,0.15524007949043547,0.3061756009255003,-0.506135552170653,0.726540339744914,0.801459005792873,0.7413471991155648,0.13708308584782491,-0.6527291683515735,-0.691842858653082,0.14757701581452562,0.6806460183799461,0.6467167832382483,0.07294933527087061,0.5774974843575953,-0.74704204302679,-0.7014486344079388,0.5869045562166119,0.23571271367261754,-0.2566288105407676,0.35749151477143903,-0.1928068495717369,0.11771020488380103,-0.4646823010129818,-0.8089800972727702,-0.2851697882154275,0.09875835617905712,-0.6428450630992452,0.18593532821011133,-0.7072376092828088,0.4372699993474977,-0.22089827630781866,0.07963242360544735,0.5322712787713059,-0.32392730827472593,0.43708918251917583,0.47542226695656553,0.5811297290235378,-0.2588985987610369,0.3026255915789247,0.8635050645668996,0.3223353026763943,0.2564404480583687,0.7257641597185992,0.3227900753022892,0.14387791875878705,-0.015155218872932532,-0.6544307419185031,0.5354168937057842,0.35826341271232504
Thal_PuA_L,-0.25487321681450603,0.7582503924078496,1.0,0.3536347325540746,0.19614176532334784,0.4287325183141439,-0.4306268770951192,0.16970589430974126,0.0,0.34236224611768246,0.7151619863035622,0.34295570961290783,0.7136455777837375,0.8041596605864697,0.5278106582150641,0.6143323541144105,0.6658192505082615,0.6981887206026345,0.5066127742946093,0.4298734311975278,0.8576522013850331,0.32692252277027983,-0.2939952754406023,-0.40751246832706994,0.2571545713269356,0.2671007319348535,0.5629111844144182,0.6144609520139186,-0.2831936598373215,-0.3343581053631418,0.0,-0.11722481830740428,0.43006164608560093,-0.5156555578456644,0.32467233581247357,0.19958536304965152,0.3146807386923572,0.08594985864712715,-0.3608611290496591,0.6166085156512595,-0.2386655534392406,-0.1502895712506753,0.13027582223604073,0.5517274296885598,0.14796939970598602,0.05923951211585489,-0.26329712921614656,-0.06149733996251953,0.39188363482914285,0.41662889555573057,0.7422569264759551,0.427797112435487,0.6202584525795292,-0.2679211488375581,0.5360014402392426,0.5948934353951483,0.7963698940761245,0.04700743623312126,-0.5000883426509907,-0.5911797467982512,0.5187945558400787,0.4415234886864024,0.43483800624381036,0.07417344652373073,0.5486127702746632,-0.48245848978330974,-0.39947678117032226,0.6666157030861928,0.43680046520094457,-0.15761083162518844,0.6578376365837403,-0.08979520726617383,0.21817690235776147,-0.266914401459451,-0.5319437817510222,-0.2561560093356759,0.30645754775279493,-0.317799591975437,0.15067398457195097,-0.3382780357526305,0.3195950500685834,-0.2213798385482666,0.08546509150785911,0.5955653306734214,-0.06181700215078464,0.44797118275729464,0.7191659036172781,0.7218125455890463,0.013543880879898145,0.706764822411896,0.6701240125463462,0.5464658394765404,0.14336160456885924,0.5087394311662822,0.29779510502733664,0.3914413668930129,0.2809465787719645,-0.4952503838651223,0.5783494177179309,0.43341408688420463
OFClat_L,-0.3893952226334453,0.5238214386909407,0.3536347325540746,1.0,-0.15965886389722703,0.1033486848848864,-0.49045672507176974,-0.2810330556964582,0.0,0.4957384172414127,0.18043175779444967,0.372969082052938,0.19346116368289298,0.21773067551124692,0.44211799393556406,0.22144766739683183,0.1578164621227671,0.24269530811702736,0.33095651683926125,0.32811609815921616,0.32457400066847103,0.16004015042195033,-0.18133973663259786,-0.3277624953476397,-0.08725618747394008,-0.2772490680875264,0.3100202302460284,-0.07962356773347062,-0.37641798975790614,-0.48651389175742527,0.0,-0.3209990079526128,0.12268571200263467,-0.5711810754601794,0.2555178077361046,-0.13024025655506238,0.3755136230675047,-0.13886447542364783,-0.3955069708656185,0.2980019412214516,-0.261947140657398,-0.16811520894875093,-0.3293824539288563,0.20251653615523574,-0.31646779647185275,-0.001199338364645986,0.030190066340420447,-0.4247540423369447,0.07556594656802192,-0.08380736222292326,0.42853939657618306,-0.06843322306982025,0.1483218312320561,-0.36129165621575676,0.373543350149687,0.36045029179554067,0.374122325807898,0.07945929834382562,-0.427886894336374,-0.556886050839143,-0.10117121209454498,0.4205216929712846,0.4352815673386939,-0.04662788026823469,0.3611152595596328,-0.5586740808015662,-0.5792615469296816,0.31004226330036927,0.05315091208862476,-0.18085639755021204,0.05947217335563956,-0.06073611295661941,-0.06128283093842816,-0.4217716979871264,-0.571544274219415,-0.1286828120317628,-0.09495805530461957,-0.5200706431664303,0.06408992428650602,-0.551257757177765,0.29569392299594716,-0.09644269862926512,-0.19085857676312257,0.23959849877062916,-0.35208990296551385,0.2589916308332805,0.14382037322913563,0.2193486405506517,-0.26191371039275396,0.05083385241318278,0.501547292821237,0.11052251236479406,-0.004410052412319102,0.41187129186910443,0.25467187985475465,0.009289648250643497,-0.21020164149370138,-0.5833543359069969,0.2950808457382602,0.13530406717626298
Raphe_M,0.38312640816302534,0.00760653645069436,0.19614176532334784,-0.15965886389722703,1.0,0.3568594356148099,-0.06189399905744783,-0.06938926842526338,0.0,0.024219658156794395,0.23425680806121524,-0.33870439423303206,0.02390858800163035,0.21608645272780136,0.041792098276126864,-0.030068961460644878,0.07581646216600617,-0.0724374904771725,-0.07811434464806204,-0.35661380020076405,0.2686085211140991,-0.00281915773849254,-0.23985078096683304,0.21944999424117734,0.3246313086829714,0.3213273131911615,0.12300466997608933,0.3127473727289508,0.20192368511732742,0.16646621838245815,0.0,0.26621141343894406,-0.14200998944752719,0.2655274880879868,0.26472785085323824,0.29714650558058514,-0.45863803817586496,0.04077368007745081,0.25423204976260727,0.07287040790287078,0.21204702390892924,-0.29967404261905123,0.3285527555674326,-0.12112997597817574,0.36322081456238653,-0.07867189909780507,-0.500964259281226,0.3155732529530353,-0.03781086488931923,0.3439222930665376,0.1269532725368299,0.2544631097717603,0.3297890657480427,0.13610311155731086,-0.07699939597233599,-0.06488174373788816,0.18749274719375605,0.37402936678688614,0.06430522288458296,0.3225249162193388,0.24373216053477081,-0.07508269549476225,-3.525028038367112e-06,-0.14428862999772168,0.06678325182024851,0.2286755065439334,0.11423619929148485,0.03362755386765489,0.32032074848608166,0.4117403753089568,0.35772080188722777,0.1274601751863598,-0.023564013413377976,0.24392779439009915,0.22202580073064918,-0.24716322817501774,0.026383771451309275,0.11759880982308002,0.2233997259097444,0.37796015089910107,-0.007396126748050749,-0.04406572281389035,0.2037746731859442,-0.09403137508152225,0.2551812048337662,-0.3423658302821297,0.30269820157009975,0.1919491281754046,0.09641954638685496,0.39432366382565004,-0.016279846465239188,0.14746748240011684,-0.12205284193228318,-0.057819978896443414,0.22997342705822185,0.4962159086174362,0.26756045464341,0.2830597740588827,0.29198824722872596,0.17138552877966776
Red_N_L,-0.06453674708921849,0.3249804053380965,0.4287325183141439,0.1033486848848864,0.3568594356148099,1.0,-0.34035520093631666,0.031209614675199466,0.0,0.29338153567728426,0.6351800829027062,0.37700022026654056,0.5218855813239545,0.6420478872554161,0.4232948229109992,0.5464796181435907,0.44475650005289163,0.4665362619859542,0.669630612415643,0.03463694479572842,0.554590225126936,0.19835548071478537,-0.03893105473227248,0.149814551947187,0.6232499438336239,0.4470185516496913,0.16149717709383568,0.49907557254430746,0.07199909315542054,-0.2589017060365978,0.0,-0.17363415823441886,0.2938089682439689,-0.23144891262393366,0.676782367926855,0.3758546919547674,-0.07768831729252565,0.17645135009773788,0.10573913629190583,0.5134768595444147,0.13738512836233785,-0.4728179835857082,-0.07616399419571167,0.3498925605927201,0.43016698702954986,0.009050339024323074,-0.2678011752955844,0.11017878447203827,0.38066535652580497,0.5189228425942315,0.41285038648571504,0.5171491951879064,0.5831741281057068,-0.13254607244245645,0.24971436918708595,0.13405170896546376,0.5307601523455744,0.3203939517862121,-0.5770428805709346,-0.049514843788313036,0.48484929008484995,0.32580772416133463,0.5818040907394686,-0.2948213366717028,0.7006315451936601,-0.31303820913948,-0.27322287236419923,0.4434942586379388,0.6885274177831756,0.239988324208661,0.49437238084766355,0.14732665923552046,0.33497779172766873,0.11059329020263367,-0.18634257877090485,-0.6917985993496278,0.4212243262744385,-0.38781445331352776,0.14830566797611514,-0.0064428678795087424,-0.03557891713899803,-0.23807307090010396,-0.29788640791393883,0.3378205363795659,0.47311264079362453,0.12522322847777753,0.40230826227756644,0.6091053987773167,0.14866772176195484,0.6379815282773459,0.4035332877357248,0.5782653113543749,-0.13407534439955776,0.33531786419591225,0.7757088383668673,0.7035714494705811,0.4927183088209863,-0.23359012774296437,0.705275522454885,0.5581866910127484
Cingulate_Post_R,0.39568817297485076,-0.6915832994372274,-0.4306268770951192,-0.49045672507176974,-0.06189399905744783,-0.34035520093631666,1.0,0.5071626834019825,0.0,-0.7501730690622204,-0.1866712701731117,-0.4716133220404034,-0.20802580736675474,-0.2981492820030977,-0.6321531219713289,-0.3245218901472016,-0.12726978165507924,-0.18479626317617445,-0.47703839112591534,-0.11633557443867697,-0.43954457637892547,-0.16429883832353412,0.5124369230696225,0.3377103538203952,-0.0061329167471616455,0.3592846760418383,-0.3943473964133669,0.14573373239409596,0.31902080352883905,0.5970299301606172,0.0,0.4021855825549067,-0.014078581630593114,0.7223970116938969,-0.395891391902176,0.17919481571430287,-0.20709170436924426,0.421247614448077,0.5068928583123324,-0.45050922727888365,0.09767719509791455,0.6289072196349605,0.49931809626400414,-0.08389925631606034,0.34581237615733174,0.23986980917199538,0.2908325779160648,0.6073609094146072,-0.0049728011383768185,0.06428614922070412,-0.5396083016013243,0.03139170628864288,-0.1253841216811026,0.4173536168234368,-0.46922352809159174,-0.28490943995586165,-0.505288196447034,-0.4729399142485039,0.6435749797928282,0.5659809209713159,0.10581664815388139,-0.6453514775996947,-0.7045901342637342,0.19407843990529935,-0.5128463089589521,0.7360042614242989,0.8338134934860112,-0.2717556830672741,-0.2505264406333229,0.2856780591217189,0.008748779327481578,0.051646023641135144,0.16629928310262376,0.5513011566307426,0.7834751220038705,0.44154818923231637,0.1696084404395666,0.7389684153164607,-0.13054713149825817,0.6706524910775366,-0.42998123476623984,0.2140241137324344,0.3955936054102395,-0.14502890472256316,0.39973182275552976,0.03863318379548255,-0.08633322287215123,-0.3652766436846615,0.4574842028709101,-0.055200508073708646,-0.7133539469851208,-0.12083305482422765,-0.1147350370738994,-0.6582733538722901,-0.4522776418213728,-0.243460313235356,0.18271993210556253,0.7171685447768855,-0.5382777045740699,-0.17295569673248376
VTA_L,0.16398356466546585,-0.23740324102221833,0.16970589430974126,-0.2810330556964582,-0.06938926842526338,0.031209614675199466,0.5071626834019825,1.0,0.0,-0.5454626595311352,0.31229033776917126,-0.11878627859918996,0.2969510172116282,0.2667701282714289,-0.3432403163805843,-0.01913138641544199,0.15997386564840477,0.231845099649686,-0.02951043269549201,0.19722236203850754,0.15351744429293837,0.06438275977205678,0.4856784156696816,0.2601300276465344,0.24333370124507167,0.5620557836913966,-0.21839418611640474,0.5950022653117251,0.20770473348620352,0.20632613814013653,0.0,0.2515914179643831,0.1640223531724763,0.29186951516062,-0.011085891694427693,0.13767750622307953,-0.08394664583443652,0.3299038211371022,0.38810188194544765,-0.10353357303744447,0.07777274958544837,0.3993050386150473,0.15353386556229287,0.24783348335501018,0.4927212952304776,0.05439629540448226,0.20903467496307393,0.6681048184402374,0.2121309312432197,0.34356022734385894,-0.2275836867187998,0.337081470184116,0.3909757635227259,0.2797072981280394,-0.2550918175530777,-0.167214587449257,-0.06828774007815913,-0.28197061063284506,0.23614886854885653,0.07254479988294303,0.5126517121448233,-0.3426201674810889,-0.1690156382228332,0.12361981687340669,0.034372103201550076,0.2624654889470049,0.38409911928504514,0.18170347046402147,0.06952788430294742,-0.037075389184546635,0.2989370857995906,0.06806354814352056,0.2553113579834965,0.1772526117837207,0.3744524590523181,0.24719688606853576,0.3949711028672975,0.391898936488036,-0.13598766141874133,0.40352926013002305,-0.21428747471653525,0.1800972802716516,0.051471287111181666,0.1976035992343225,0.30072102843424714,0.2712587277216815,0.27352978927478466,0.19523674984379494,0.3252128109599688,0.36506549351862305,-0.1094434671638324,0.3592643395225647,0.1714117618104438,-0.1619839009768293,-0.06804809957545266,0.09050708484286288,0.3665059588426308,0.21762485039719393,-0.04757501282068656,0.17089825515078577
Occipital_Mid_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rectus_R,-0.515935213076726,0.6805756522489325,0.34236224611768246,0.4957384172414127,0.024219658156794395,0.29338153567728426,-0.7501730690622204,-0.5454626595311352,0.0,1.0,0.05341460531476192,0.5555598395473317,0.14231672244668436,0.3222280188551582,0.8323977228460264,0.29190735046435556,0.1509539960783569,0.13398532498126947,0.4631015267387041,0.3220632780019844,0.3418896909624107,0.10417578859248897,-0.47379571172479334,-0.48961595739496905,-0.17528851502846604,-0.4656463265054802,0.4666896665472794,-0.15661944482172888,-0.41249921184792554,-0.5370251539202151,0.0,-0.4478004818361885,-0.10315012908969577,-0.7822257986979713,0.3109209497970082,-0.24750262005484172,0.36736820914082924,-0.2556092989697157,-0.5790045145818993,0.34239029642785535,-0.2612725793288626,-0.4142847316491877,-0.3990321836599443,-0.028728004003519655,-0.44759875962836804,-0.036234773498398785,-0.14642125046911647,-0.6779819422967103,-0.08032270632335263,-0.1786240545211627,0.5597760144452877,-0.24349816421926865,0.0510953381627828,-0.49150511526360147,0.48332818274030276,0.43063814531491135,0.44715292710875226,0.2511486469093366,-0.7004855203248905,-0.6381157475353558,-0.16302161916088,0.8344311838804452,0.6152934474962616,-0.12450981153571435,0.4169636190405818,-0.7608461519130171,-0.7947276443026214,0.4412297042766491,0.07025415723572583,-0.2658499724753134,0.036575621787131016,-0.13958918079202834,-0.2903189454585463,-0.6603386757444107,-0.810390351899327,-0.4519378165085126,-0.2740689156005278,-0.7848297429563494,0.049255213515914754,-0.7276466146782723,0.42594530639325384,-0.26774309490633824,-0.32434189797206153,0.05178196594059828,-0.46754917342387536,0.09035060616705479,0.16294470781445206,0.20003954940743723,-0.586719486071822,-0.00816624892981319,0.6039245760940386,0.050589674411731914,-0.12615371503605982,0.6008441770412091,0.390019972837684,0.14396518192658253,-0.3676402302588343,-0.7536978237737415,0.43982823543571,0.1744631225568374
