,Frontal_Inf_Oper_R,Precentral_L,Red_N_L,Rectus_R,Raphe_D,Thal_LGN_R,Cerebellum_3_L,Parietal_Inf_R,Cingulate_Mid_L,Parietal_Inf_L,Cerebellum_4_5_R,Cerebellum_Crus2_R,Frontal_Mid_2_L,Frontal_Inf_Oper_L,Precuneus_R,LC_L,Frontal_Inf_Orb_2_L,OFClat_R,OFCant_R,Thal_IL_R,Angular_R,VTA_L,Temporal_Mid_L,Temporal_Inf_L,Hippocampus_L,Thal_VL_R,Postcentral_R,Parietal_Sup_R,Temporal_Sup_R,SN_pc_R,Cerebellum_Crus1_R,Angular_L,LC_R,Frontal_Sup_2_R,Temporal_Pole_Mid_L,Frontal_Mid_2_R,ParaHippocampal_L,Supp_Motor_Area_R,Cuneus_L,Lingual_L,Lingual_R,Heschl_L,Thal_PuA_R,Cerebellum_10_R,Cerebellum_9_L,Thal_VA_L,OFCmed_L,Paracentral_Lobule_R,Thal_PuA_L,SN_pc_L,Olfactory_L,Thal_LP_L,Thal_LGN_L,Cerebellum_7b_R,Frontal_Inf_Tri_L,Parietal_Sup_L,Temporal_Pole_Sup_L,Temporal_Mid_R,Vermis_1_2,Heschl_R,Temporal_Inf_R,OFCpost_R,Fusiform_L,Olfactory_R,Paracentral_Lobule_L,Cerebellum_6_L,Cerebellum_Crus2_L,Cerebellum_8_R,Raphe_M,Thal_MDm_L,Frontal_Sup_2_L,ParaHippocampal_R,Thal_PuL_R,Frontal_Sup_Medial_L,Calcarine_L,Cerebellum_6_R,Cerebellum_8_L,ACC_sub_L,Postcentral_L,ACC_sup_R,Putamen_L,Amygdala_L,Caudate_R,Frontal_Med_Orb_R,Cerebellum_9_R,Cingulate_Mid_R,Thal_MGN_R,Frontal_Sup_Medial_R,Cerebellum_3_R,Precuneus_L,Insula_L,Amygdala_R,Cingulate_Post_R,Thal_AV_R,Putamen_R
Frontal_Inf_Oper_R,1.0,0.45027761296082847,0.6091053987773167,0.20003954940743723,0.2187416990850898,0.6985692076444224,-0.4345722471252476,-0.05769468836703119,0.6343194359823647,-0.06105436699559332,-0.3000896367793876,-0.09796193613155246,0.7930600146191046,0.8353856981887208,-0.3900443018199644,-0.36759210682285026,0.44502849582991383,0.09248360647363917,0.4167814224087979,0.8841812335902722,-0.18823798870542682,0.19523674984379494,0.009413669338270151,-0.04585072232895554,0.07610472081081696,0.8398627191862863,0.1844533213842194,-0.18079236368518775,-0.05198029645597949,0.7934718895666988,0.1400907798477031,0.08165956929647296,0.13745275961838938,0.8770472398177288,0.5666211618531241,0.9226192092169725,-0.14129723813308812,0.6879389377543695,0.0,-0.33173330753192987,-0.3500013513453869,-0.2678358007195465,0.04179583422971049,0.21644021843974204,-0.3169165211692085,0.5834313625468024,0.5434465418942396,0.06800658057148003,0.7218125455890463,0.3168351583167333,0.6739757014439547,0.619786314972494,0.1117766211984513,0.17582806591458805,0.7853061737525034,-0.16806022135408102,0.6559022740107209,0.005796385488834676,-0.42321294584255026,0.6485757983838174,-0.027117662133758103,0.5811297290235378,-0.1384942047828469,0.6624054297318236,0.1438714689659878,0.10968988539425759,0.08798314975562993,-0.3651227976566763,0.1919491281754046,0.5778451542610863,0.8687188875172693,0.2599981169097237,0.049525255810609854,0.8203359534392607,-0.1870781843015209,-0.3569722347841046,-0.1700909154251263,0.7053260863986363,0.026693866366437193,0.7388675524581406,0.8451596264958045,0.6289417814649627,0.7747000128934146,0.45467148984000727,0.04763903907809845,0.771602553701178,0.562260432444961,0.8075750391263871,-0.23800457153479748,-0.2687090385861557,0.891471864752946,0.6424080695214717,-0.3652766436846615,0.7691328258477363,0.649572200247308
Precentral_L,0.45027761296082847,1.0,0.03463694479572842,0.3220632780019844,-0.3193042262135694,0.4337188682535181,-0.5532317094100714,-0.013250210285280213,0.7787041837901354,-0.40723826404928043,-0.6587738484637676,0.3218720065999139,0.6478805996156445,0.5119288261594472,-0.2146936712176473,-0.40013182563193767,-0.005310847271080066,0.08611005761785895,0.40396298804805186,0.46277074233905197,-0.5565378628237304,0.19722236203850754,-0.4418384830871561,-0.5393063299224267,-0.22114923230456038,0.4038978863424725,0.14687299334145132,-0.3958466857274277,-0.18628608836810967,0.23933445967101968,0.6184238043706425,-0.22630866959432944,0.04213048301817695,0.5947065858746917,0.045660011982094705,0.5942507250023532,-0.5159544600864227,0.7378064001451824,0.0,-0.526314749073158,-0.4734542742842801,-0.31576922406087854,-0.4499719015843111,-0.2759460090068051,-0.13497634011266213,-0.03598413949579099,0.571024366722878,-0.060439811093150185,0.4298734311975278,-0.32732190173374315,0.2476861901639624,0.3119377057834277,0.14073712900545365,0.42101171416500655,0.40354891388899145,-0.34246687337496573,0.11353557388938157,-0.009282586965571837,-0.5254068084741038,0.07069545878756953,0.0715550456178324,0.5120020615296005,-0.5486278891770262,0.17489816920869697,0.7928679010838604,0.5130158895431428,0.043417292855703754,0.16073532047217215,-0.35661380020076405,-0.04084991514166635,0.674845501351619,-0.2460245263561009,-0.2752886748454733,0.5006664828637665,0.1974153815076795,-0.33927633567516935,-0.5568896138540277,0.39114591257888226,0.5208413031791461,0.36010034581120076,0.303872005566441,0.4497896932932865,0.37159693632976876,0.3865487994641868,-0.47322271936535015,0.5988052578161497,0.42309967185837155,0.4995253000389137,-0.5046066152423512,0.22555077758909997,0.35978951210157717,0.494910679496421,-0.11633557443867697,0.40074144092515007,0.18882531842069317
Red_N_L,0.6091053987773167,0.03463694479572842,1.0,0.29338153567728426,0.47311264079362453,0.669630612415643,-0.31303820913948,-0.13444021193462968,0.12522322847777753,0.07545564672043478,-0.049514843788313036,-0.22659380624497474,0.4024382569394434,0.5782653113543749,-0.4105580665047077,-0.38781445331352776,0.676782367926855,-0.13407534439955776,0.16149717709383568,0.554590225126936,-0.06453674708921849,0.031209614675199466,0.2846369954260538,0.149814551947187,0.11017878447203827,0.42837826034291576,0.009050339024323074,-0.13254607244245645,-0.1412486790408169,0.6985167496184488,-0.07768831729252565,0.14732665923552046,0.11283334235644074,0.4665362619859542,0.6379523663424177,0.5218855813239545,-0.0064428678795087424,0.4434942586379388,0.0,-0.18634257877090485,-0.25086282025508344,-0.230553040403599,0.11059329020263367,0.3203939517862121,-0.41718692120929823,0.7035714494705811,0.37700022026654056,0.1508053964616665,0.4287325183141439,0.36177278940736163,0.4212243262744385,0.5581866910127484,0.17645135009773788,-0.03557891713899803,0.5831741281057068,-0.17363415823441886,0.7757088383668673,-0.07616399419571167,-0.3759978897857427,0.5896084210886029,-0.29788640791393883,0.3249804053380965,0.08682590639215629,0.42550242471759137,-0.1861103865304845,0.03006133373906706,0.016134942869100048,-0.3660783612333307,0.3568594356148099,0.4927183088209863,0.45827269050431585,0.3127544256279471,0.239988324208661,0.3498925605927201,-0.6917985993496278,-0.2589017060365978,0.07199909315542054,0.5464796181435907,-0.2678011752955844,0.3479791744686792,0.5022556990338123,0.6420478872554161,0.38066535652580497,0.33531786419591225,0.13738512836233785,0.39666317082356706,0.44475650005289163,0.3378205363795659,0.00016129459733574768,-0.4728179835857082,0.6351800829027062,0.40230826227756644,-0.34035520093631666,0.5307601523455744,0.33497779172766873
Rectus_R,0.20003954940743723,0.3220632780019844,0.29338153567728426,1.0,-0.46754917342387536,0.4631015267387041,-0.7608461519130171,-0.25680009902983025,0.09035060616705479,-0.35085561535224336,-0.6381157475353558,0.015257709085998562,0.00623260791612834,0.050589674411731914,-0.7809169292167348,-0.7848297429563494,0.3109209497970082,-0.12615371503605982,0.4666896665472794,0.3418896909624107,-0.515935213076726,-0.5454626595311352,-0.22095103083256332,-0.48961595739496905,-0.6779819422967103,-0.1267358425698893,-0.036234773498398785,-0.49150511526360147,-0.7174157066492204,0.5065316492039051,0.36736820914082924,-0.13958918079202834,0.279791314927259,0.13398532498126947,0.37852677276104,0.14231672244668436,-0.7276466146782723,0.4412297042766491,0.0,-0.810390351899327,-0.699207491152304,-0.7256668824454253,-0.6603386757444107,0.2511486469093366,-0.561908554309774,0.14396518192658253,0.5555598395473317,-0.069451847262843,0.34236224611768246,-0.19075773895649592,-0.2740689156005278,0.1744631225568374,-0.2556092989697157,0.42594530639325384,0.0510953381627828,-0.4478004818361885,0.390019972837684,-0.3990321836599443,-0.8209066634046455,-0.15287791113384494,-0.32434189797206153,0.6805756522489325,-0.5154044654630754,-0.24220038185433068,0.31712989608516984,0.420367494991139,0.1894376937237728,-0.3323734799238095,0.024219658156794395,-0.3676402302588343,0.14784581706979086,-0.41891563942868904,-0.2658499724753134,-0.028728004003519655,-0.4519378165085126,-0.5370251539202151,-0.41249921184792554,0.29190735046435556,-0.14642125046911647,-0.07726719572472555,-0.10962034031271752,0.3222280188551582,-0.08032270632335263,0.6008441770412091,-0.2612725793288626,0.1113917594709635,0.1509539960783569,0.05178196594059828,-0.3914619117627826,-0.4142847316491877,0.05341460531476192,0.16294470781445206,-0.7501730690622204,0.44715292710875226,-0.2903189454585463
Raphe_D,0.2187416990850898,-0.3193042262135694,0.47311264079362453,-0.46754917342387536,1.0,0.11774699538480007,0.5296637646111642,0.08299505427857845,-0.055306695939317065,0.3926202311799009,0.6181588017566492,-0.06695776760772175,0.2059506380166468,0.39221331296700457,0.36071357163264917,0.4875622383815111,0.18175887481917796,-0.143959537557552,-0.21514789391025507,0.06868584130084086,0.4368579805292587,0.30072102843424714,0.34898863828932536,0.5029493684441916,0.596624789803017,0.39075835314216056,0.05183477901361352,0.35988364608592494,0.5245356091037042,0.13690308964272396,-0.3171735126566374,0.24052648363159881,-0.10498522587558773,0.2007328735913532,0.16393052972427663,0.21371580260616466,0.6839299061486827,-0.07157090019641246,0.0,0.585248306875581,0.4065269416796721,0.39980746046544724,0.7394882635605984,-0.08303125740569435,0.2885058678878872,0.4413732494246963,-0.17287881115193043,0.19195761184109533,-0.06181700215078464,0.3984587561319136,0.574675121764901,0.31662932391771387,0.4290135868540068,-0.5097545368377127,0.33056566074864296,0.4027922223541257,0.2456953490389577,0.38951899358726505,0.38922005359938,0.6066304887610552,0.15041947207301629,-0.32392730827472593,0.5423524266423924,0.5452279854992413,-0.4933781690515528,-0.4332894332762444,-0.10572272212710686,0.03659242956209861,0.2551812048337662,0.6443533791136292,0.17509619571845322,0.7659564131805291,0.5035580376228703,0.22790733371685545,-0.20188372611932062,0.40705618205976335,0.4539648013198237,0.28315383710820186,-0.13753018476402168,0.3647358512203143,0.41997115125245377,0.1439024922384618,0.35752393640761065,-0.23341353549757982,0.2899429567162101,0.18069420675290582,0.20856562160147693,0.16435703758308187,0.4462802124898234,0.09873109128448544,0.3916013659502657,0.14459678493594763,0.39973182275552976,0.027144922842796786,0.5065992866638742
Thal_LGN_R,0.6985692076444224,0.4337188682535181,0.669630612415643,0.4631015267387041,0.11774699538480007,1.0,-0.5710590372446464,-0.12625762455922676,0.4819335639959461,-0.14405724826920563,-0.43095157764057185,-0.11465145174671482,0.5266421419794302,0.6732087607677143,-0.5091642107881281,-0.5489834946668862,0.5478414638528245,-0.16199236738297146,0.22830142949760607,0.6479805379287134,-0.35358126888328983,-0.02951043269549201,0.023517899280224065,-0.06702549282361663,-0.1172862962545616,0.5467560557096807,0.08977317492268767,-0.3310753924374172,-0.40572876921315526,0.7204853562053423,0.24278583846362187,-0.03980430003048743,0.10359211097810642,0.6461638724857311,0.6436239819669346,0.6859162907372305,-0.32583976463960596,0.673377461528241,0.0,-0.50212302250292,-0.5171497069410781,-0.3402568381228,-0.23610123038782863,0.17593773859238496,-0.45178093080960896,0.5493690542527729,0.6176205296561433,-0.10294241711179934,0.5066127742946093,0.13319303121524753,0.4303754652180989,0.5400655562717208,0.23793564587939384,0.1606406635411439,0.5798502665319069,-0.36907784413632266,0.7191491977266243,-0.3165137094269792,-0.668928489310359,0.35949446371410315,-0.4208567519547772,0.4866218246219141,-0.13242330277115472,0.3979621497669856,0.25751979465875324,0.2501089271542399,0.07841026615550122,-0.24175712145797154,-0.07811434464806204,0.2766053539499204,0.6672144288631782,-0.013576619913463752,-0.02748818823852509,0.5162146319703538,-0.35950953129733887,-0.4009211770060873,-0.20917510601038097,0.5782081260993474,0.09753702974014139,0.4461571009399585,0.5520183359146094,0.5814918517666644,0.5079963974966041,0.5074800620106026,-0.05716911111543663,0.6065079138553473,0.586224815527834,0.5205117760294629,-0.3196083914492716,-0.32496391431000116,0.6494359008666578,0.4461434379989839,-0.47703839112591534,0.6360173705181928,0.34726135686266535
Cerebellum_3_L,-0.4345722471252476,-0.5532317094100714,-0.31303820913948,-0.7608461519130171,0.5296637646111642,-0.5710590372446464,1.0,0.22932772975180277,-0.4197826740102574,0.4884388564751663,0.8327402491227484,0.04442847866217998,-0.23578523524173012,-0.1989498561699475,0.7964727251892846,0.9409928497800243,-0.37835079628525464,-0.07467322734685476,-0.4346988101383636,-0.4905977517645946,0.6953700108217561,0.2624654889470049,0.30118583345513195,0.5068224525776271,0.660119555062404,-0.12230944233094691,-0.05624412046979151,0.5937736636984333,0.7198017195336158,-0.5420399141246443,-0.49269898616970564,0.09155981308827062,-0.14052400138522114,-0.4066579678355456,-0.4847847490414388,-0.4008705203461796,0.8924722385536228,-0.5796194449963668,0.0,0.9272784316522745,0.8508777491215074,0.6840752880341284,0.6892495709231627,-0.26553321285917947,0.7458081249359919,-0.03382489404569392,-0.7340413986820146,0.23491961081305973,-0.48245848978330974,0.18112796349256255,0.06065484391172106,-0.208004263703314,0.3810452732871919,-0.5235756724004776,-0.1741006776374451,0.6748329412912163,-0.46184041213785443,0.514013415543558,0.8825733166452608,0.11001603804539545,0.4008548686895717,-0.74704204302679,0.6378532698394869,0.011799277609894646,-0.5812167291769025,-0.5707945244428578,-0.21026221605680698,0.340031504593693,0.2286755065439334,0.20430049689194227,-0.41716240588074477,0.5814938095628818,0.4108498797391257,-0.268641496628141,0.28628530771874067,0.7812245387817033,0.5774250166844646,-0.4191643943774184,-0.07552329786197028,-0.11375396574029245,-0.11726340090668444,-0.418058947673599,-0.13666901957460117,-0.6880585829559354,0.26120551603026554,-0.35512978949585533,-0.2388233166869003,-0.30915766691721885,0.7086421423811878,0.4710476272269918,-0.22476954002977134,-0.19972499162261328,0.7360042614242989,-0.5055714677811548,0.06964108157026115
Parietal_Inf_R,-0.05769468836703119,-0.013250210285280213,-0.13444021193462968,-0.25680009902983025,0.08299505427857845,-0.12625762455922676,0.22932772975180277,1.0,-0.01669852190028919,0.12891577434427212,0.04725484570325835,0.03381865465671102,0.03848186681478726,-0.014109628271209552,0.2868843045737033,0.2601068998299841,-0.10012483574779618,-0.1295359564568587,-0.015584401280126748,-0.04347273999159132,0.27756473499514756,0.23029438663381852,-0.03161413143750954,0.021091483235610234,0.20213698080584797,0.09338333532697703,0.13294522871491748,0.30830535838802847,0.3115052905146739,-0.1668844068171855,-0.21142069808013997,0.07555741721092314,-0.06339403763915212,-0.011098938881108718,-0.24694836387941319,-0.02618366957299258,0.20101623643089686,0.020521791066747206,0.0,0.2023004811115953,0.17049270827013732,0.1321986125736468,0.08592258972330914,-0.11563969545280384,0.19589266129128677,-0.08487296061872,-0.19816489965510625,0.235596815175454,0.028560418167755057,-0.039895256647926196,0.054628026762499136,-0.03301709474739976,0.2511968584100865,-0.09808436621283481,0.0180730579359705,0.2474109150129984,-0.22010536357467214,0.268050095229166,0.1979688809246488,0.017654602641058514,0.22234507625987096,-0.20198655033013982,-0.02299866865472786,-0.007258412196837094,0.02200090017294712,-0.16653553493056603,-0.23808305052199727,0.03854410952780035,0.04232256505218887,0.08090760145819297,0.024613787343136337,0.11083673255867456,0.04755702177979374,-0.020028253043331404,0.09792892050304336,0.17320123352387995,0.03139267030135252,0.0005801885380623148,0.018416217416890607,0.005068678192478054,-0.05151406008677481,0.04409108218198318,-0.007578577947702702,-0.1853438301779963,-0.0587739562601213,-0.007746072955099373,0.14305681182406402,-0.05602645422278532,0.05734372906531646,0.28381113693234417,0.007723757641003199,0.09651311082563739,0.33296248686094165,-0.0304932687975269,9.686127796327697e-05
Cingulate_Mid_L,0.6343194359823647,0.7787041837901354,0.12522322847777753,0.09035060616705479,-0.055306695939317065,0.4819335639959461,-0.4197826740102574,-0.01669852190028919,1.0,-0.2998674344774436,-0.4124443534142132,0.18317528908072953,0.6640545514464771,0.5490444424441776,-0.04185037522953121,-0.3035422833168112,-0.00957508751376798,0.0014309999554812064,0.42063773388876063,0.5325775314750113,-0.40422202172520255,0.2712587277216815,-0.35027474708755796,-0.3089685875932356,-0.07854928318374321,0.6909226357180956,0.5279424265349659,-0.22011975847983092,0.07327642919176697,0.3351469494157794,0.4820727173649198,-0.11021905429046669,0.031188041898756135,0.8345018652123075,0.22578113955131637,0.7645943994550796,-0.3056368580686725,0.6885251006373648,0.0,-0.3201566904297679,-0.2833202066564401,-0.13198119004824915,-0.08714399582865705,-0.2148455517825544,-0.18557955047673474,0.028032755707288713,0.594284974440437,-0.045895692252919715,0.44797118275729464,-0.10766541229087362,0.576375781505989,0.38833799758037063,0.1723482970140262,0.23339586195627882,0.3980926148017237,-0.28877478519836003,0.2469525578273835,0.0734851844502069,-0.384328419292493,0.2627000985973073,0.14376810126441117,0.43708918251917583,-0.27034813623654885,0.5120055544126934,0.7264525306673779,0.3138057998988253,-0.002940076818128611,0.14089991772650423,-0.3423658302821297,0.2462336968794381,0.8068371314560949,0.017450840544213166,-0.12220739744250679,0.7986731429928475,0.23192863677896217,-0.29522047797458895,-0.40913951063183823,0.5314060370257048,0.498120619037044,0.6963136745312533,0.624993924336923,0.33833005895413826,0.7227583045596117,0.20286511327635626,-0.23737418065436838,0.8727112422905612,0.39971737046552896,0.7863050059423251,-0.34798225284991047,0.1750919579876289,0.5340612317532238,0.4873359156958764,0.03863318379548255,0.47648996550516104,0.6100205474450014
Parietal_Inf_L,-0.06105436699559332,-0.40723826404928043,0.07545564672043478,-0.35085561535224336,0.3926202311799009,-0.14405724826920563,0.4884388564751663,0.12891577434427212,-0.2998674344774436,1.0,0.48860221691614497,-0.3720113236656318,-0.11111596728623646,0.052375837319924276,0.40097745405142915,0.4100173835788394,0.006940753922925997,-0.1523603323875071,-0.28307353113375894,-0.1778720523520608,0.6313612804653848,0.21414803062071103,0.4495887033316513,0.49366007107170895,0.4415907094515225,0.05217068967262088,0.02269421941736029,0.6027483898842081,0.29329372058014763,-0.11746197525413565,-0.5827750580166762,0.24277894419171117,-8.56743379764991e-05,-0.18438316496858131,-0.07894839247479697,-0.12132589559993101,0.5724778373872892,-0.23478865393846196,0.0,0.53893293147201,0.4595661895867341,0.4002800073494442,0.3806341949517191,0.17590862070803323,0.20945952895856781,0.22276765170415438,-0.3952491777238701,0.33904811061271756,-0.2381557631309095,0.2814932103400425,0.13704731246917035,0.0839455588269495,0.1804827774913403,-0.3400818985293547,0.046607918073670984,0.5457355502846837,0.007196876756802623,0.10000493692347609,0.4731931626807309,0.1328918432535133,-0.007129537405614998,-0.46447638259976903,0.4631467887766469,0.0719378977099863,-0.48892938959337917,-0.44160014780537266,-0.08227862868792857,-0.09015902715356937,0.30460039942525036,0.25472786567996997,-0.2008404730567812,0.3514062712277313,0.20576304971264023,-0.13196887743268687,-0.09162742352651097,0.3167192541776529,0.456467800224699,-0.20400347833304455,-0.09241197178234076,-0.04933209202850932,0.046674256468127055,-0.17304007834382196,0.018140498243269156,-0.3534817331105449,0.4982658785276653,-0.13440352515849632,-0.164918103286674,-0.16198708380130972,0.48361590593929304,0.16978858766190846,-0.002113507586071868,-0.09023699483809267,0.2593054913840895,-0.20756491738356514,0.10028732855983072
