,Frontal_Mid_2_L,Cerebellum_4_5_R,OFCant_L,ParaHippocampal_R,Pallidum_L,Thal_Re_R,Thal_AV_L,Occipital_Mid_L,Supp_Motor_Area_R,Thal_VPL_L,Precuneus_R,LC_R,Thal_VA_L,Angular_L,Thal_LGN_L,Supp_Motor_Area_L,Frontal_Med_Orb_R,Rolandic_Oper_L,Thal_AV_R,Precuneus_L,ACC_sub_L,OFClat_R,Raphe_D,Thal_MGN_R,Thal_LGN_R,Postcentral_R,Olfactory_R,Cerebellum_8_L,ACC_pre_L,Vermis_1_2,Insula_R,SupraMarginal_L,Thal_MGN_L,Temporal_Inf_R,OFCant_R,Parietal_Inf_L,Vermis_10,Heschl_L,Frontal_Sup_Medial_R,Olfactory_L,Thal_PuA_R,Cerebellum_Crus2_L,Rectus_L,Cerebellum_3_R,Thal_VPL_R,Parietal_Sup_L,Cerebellum_6_R,Thal_IL_R,Parietal_Sup_R,Frontal_Sup_Medial_L,Cerebellum_Crus1_L,Cerebellum_9_R,Heschl_R,Precentral_R,Frontal_Med_Orb_L,Thal_VL_L,Putamen_R,N_Acc_R,Raphe_M,SN_pc_L,VTA_L,ACC_sup_R,Thal_PuA_L,Temporal_Pole_Mid_L,Frontal_Inf_Orb_2_L,Temporal_Pole_Sup_R,Temporal_Mid_L,Rolandic_Oper_R,Vermis_3,Vermis_9,Insula_L,Frontal_Inf_Tri_L,Vermis_4_5,Amygdala_R,Thal_PuL_R,Thal_LP_R,Thal_LP_L,Lingual_L,Thal_PuM_L,Frontal_Mid_2_R,Cerebellum_4_5_L,Thal_VL_R,Lingual_R,Caudate_R,Parietal_Inf_R,Fusiform_R,Putamen_L,Red_N_R,Cerebellum_9_L,Frontal_Sup_2_R,LC_L,Temporal_Mid_R,Calcarine_L,Frontal_Inf_Oper_L,Frontal_Inf_Tri_R,Thal_PuM_R,N_Acc_L,Hippocampus_R,Postcentral_L,Cerebellum_Crus2_R,OFCpost_L,Caudate_L,Frontal_Inf_Orb_2_R,Hippocampus_L,Cerebellum_7b_L,OFCmed_R,ACC_pre_R,SN_pr_L,Red_N_L,Temporal_Inf_L,Cerebellum_8_R,Cingulate_Mid_L,Thal_MDl_R,ParaHippocampal_L,Thal_VA_R,Thal_IL_L,Temporal_Sup_L,Cuneus_L,SN_pr_R,Cerebellum_3_L,Cerebellum_6_L,SN_pc_R,Thal_PuL_L,Precentral_L,Pallidum_R,ACC_sub_R,Cingulate_Post_L,Paracentral_Lobule_R,Rectus_R,Cerebellum_7b_R
Frontal_Mid_2_L,1.0,-0.33368895045203245,0.11276103813523605,0.22698052799937019,0.38331290586447364,0.33202576314057625,-0.14092516276252887,0.0,0.712164708685742,0.715233073093376,-0.16704098984101548,0.05647781157916261,0.49318406120013014,-0.01541821670417565,0.41276293504311884,0.8225824398061361,0.3171086063612024,0.3193964610251216,0.5927660438280531,0.12962622759668094,0.5324021045590631,0.07550585143137438,0.2059506380166468,0.6757100810095849,0.5266421419794302,0.06404995028009033,0.5215570428439344,-0.16402314671623966,0.600986031849348,-0.27707956611030105,0.7291883246713674,-0.0885349377151557,0.44791032500169775,0.11058012685105237,0.30804699135099556,-0.11111596728623646,-0.04949880816521664,-0.11343814850575323,0.7235696760965231,0.6071624358759942,0.03599343585136947,0.0970785175037713,0.26928562736438544,-0.20753847576246964,0.7790341060511924,-0.025416838693471066,-0.12487117313228531,0.79763782887514,-0.1629401407751625,0.7358523291542148,0.03557911267985978,-0.14636505420567486,0.6395813681024445,0.51647946084077,0.4316169851782366,0.6583087633404645,0.5218237312690026,0.5862006768520557,0.08096952635408995,0.21467558837276474,0.4686710573153143,0.6467605043522515,0.7221856501576807,0.22814246892068238,0.3258415186746945,0.5822929984735877,-0.03989217427533306,0.330985427788684,0.01905285474203001,-0.26201707312222977,0.8605104647166407,0.8748086873965532,-0.1375159348162438,0.7420525575364636,0.052786741703612784,0.3514247039308139,0.5097496538396338,-0.1677400062560578,0.783671894700895,0.8736271798365524,-0.23672467934326658,0.8129746970964209,-0.17439695276904693,0.6220729157587512,0.03848186681478726,-0.247249020032645,0.7463829338471838,0.5426021847833434,0.06211350864163328,0.8063261094137826,-0.08134595287607935,0.20101273235869493,0.04272554438336169,0.8652362880879281,0.7449605422824562,0.8719327979301977,0.5722960746402407,0.8164048230287775,0.15848203285845427,0.17753536933535707,0.3256543220060705,0.6597997689827416,0.3611533732210143,0.3244377167149577,0.0271463913817154,0.2288219869134703,0.6112216458777525,0.6600110327759382,0.4024382569394434,-0.09406386579935554,-0.0004472706196142534,0.6640545514464771,0.5778879536564441,-0.017824387054678672,0.5195985882597178,0.5702486642856386,0.06286390187284761,0.0,0.5053075682223923,-0.23578523524173012,0.12521909787542154,0.5029962627743833,0.4849721800587196,0.6478805996156445,0.7971298592033074,0.48880931569752945,0.34774540009163574,0.05330143765563308,0.00623260791612834,0.17320067696258878
Cerebellum_4_5_R,-0.33368895045203245,1.0,0.17651221262632036,0.684266288619452,0.5372698934181046,-0.2227544844970455,0.183863604738341,0.0,-0.6041117154611726,0.0943162270251542,0.6913627108499826,-0.11007793567348019,0.10733124330839318,0.17743536858068898,0.21031365164038027,-0.6096045567657626,-0.634696697957036,0.2947026059026824,-0.4780063094566099,0.12082416623664334,-0.3347573310634514,-0.09850259398333414,0.6181588017566492,-0.3608017846320419,-0.43095157764057185,-0.0017180581367954324,0.17178044284921426,0.5769055452223828,-0.33564071079628266,0.7825013424246977,-0.13173787008287652,0.13159474939681712,0.025100018897242993,0.2706613126574271,-0.4118496696408718,0.48860221691614497,-0.044554346864175996,0.6801173122858533,-0.25221460768695453,0.12768734037419757,0.8289947230958941,-0.2166454406097617,-0.5650862174698401,0.7973109132637801,-0.08034033945103691,0.4676925103148676,0.6032156864785202,-0.44706572399287475,0.4790780624601785,-0.2091527371130517,-0.44694621850242433,0.41462238503862936,0.232214767170468,-0.2662725403498492,-0.687384340478249,0.008135978123327723,0.24389043450010184,0.058517839755568436,0.3225249162193388,0.28819230820438385,0.07254479988294303,-0.04929005257141426,-0.5911797467982512,-0.13372847019729442,-0.22828616780353905,-0.5070548862492272,0.4129838040148643,0.3578729292190176,0.7099971234990635,0.2899448004080488,-0.16942507045756477,-0.20328882989191366,0.7373637621770469,-0.3181673649129495,0.5407329152300413,-0.2078466551467138,-0.14101236071157577,0.8867988336475878,-0.08587425304299849,-0.3506991989127058,0.8885225502211423,-0.11050448142730201,0.8359968866726799,-0.01143917571501079,0.04725484570325835,0.9132781037975808,-0.00029992078827205767,-0.3570505588625893,0.37865805669601804,-0.3573154498966103,0.6696809898487615,0.3730974291035665,0.10070353202699561,-0.16219881322496416,-0.24686683882752236,-0.26393100848535356,-0.06442123408473009,-0.0961707729755327,-0.09947890425570997,-0.17943582157515417,-0.5386753158743866,0.026996640464899406,-0.47739000833004663,0.5652766146639113,-0.05439989208993345,-0.6394681710167543,-0.06107553323551452,0.028194796356787066,-0.049514843788313036,0.6340321147843664,0.18694380063989355,-0.4124443534142132,0.38507987553388445,0.8402997404951305,-0.26626380199353633,-0.5484551317276072,0.6467506665406312,0.0,-0.077926927570785,0.8327402491227484,-0.518811075546304,-0.33657512903680015,0.30720787276053296,-0.6587738484637676,-0.11874697650718635,-0.3597856716029342,-0.09627342900930798,0.23287157394733635,-0.6381157475353558,-0.5661162970030461
OFCant_L,0.11276103813523605,0.17651221262632036,1.0,0.40974682404033563,0.19417026190894493,0.28753558911152777,0.014429800410292883,0.0,0.12771780489451928,0.22118439892759226,0.04007248988983878,0.05757079531904797,0.24768604750954565,-0.04484703217840973,0.11852157349106433,0.1405804065812776,0.12070778493920474,-0.11693091155169795,0.2884001538020049,-0.0033421201065509387,0.34366496568660665,-0.09082283989313904,0.2302510915135449,0.16444529290814708,0.15608493079553956,0.062048930051729734,0.3155571776452438,-0.07268277080931265,0.3540831414874811,0.047031155619442155,0.35572037825030584,0.04328826016622383,0.09778293992392613,0.307712370963162,0.2652241642448543,0.11624743445993357,-0.023738236205627438,-0.10619328644069621,0.23381017740872437,0.33081743929359847,0.18139209168303053,0.16943595619334678,0.11255946608329422,0.13947193075440517,0.15128301242572353,0.31017567990523637,0.0649106441447921,0.2727811395976563,0.1410242241964091,0.24085625048402887,0.1614791278791414,-0.07454794823220325,0.37460937723614923,0.10748388881499159,0.07682556773772274,0.36389968768384945,0.3333174475167064,0.4051645390381801,0.2233997259097444,0.2102697008938354,-0.13598766141874133,0.278344758903539,0.15067398457195097,0.001828228188708783,-0.19609158292773782,0.35007326490720814,-0.19401614159699124,0.4401298297583038,0.06828987935321476,0.08892596497336121,0.261407714381836,0.11437349903348039,-0.07378303210372476,0.2251943955345367,0.35306223129195813,0.16736859957584582,0.18478368154211722,0.06670292703816648,0.17003127396718135,0.19921466582810035,0.10140250813360158,0.34075351157800615,0.05301334240211883,0.2930262825401849,-0.03436647101547391,0.1844259896596305,0.2961978297565441,0.28203564368934103,0.08410169686091222,0.28730757188702,0.07538014472081132,0.23382097198458365,0.0856817013689845,0.25260828517700884,0.32142370835187195,0.15367166215658803,0.3414191373607313,0.21794489068276252,-0.07201041345466258,0.16148361584883109,-0.08787345783338645,0.32622206918030777,0.17672549089549694,0.00991599343410156,0.06316004663761027,0.032722304695383016,0.27826668071591565,0.2546367216603812,0.14830566797611514,-0.07868687779108802,-0.20952217884582366,0.11963061359756634,0.08386178867418684,0.13128460436844902,0.2167795086826391,0.19566421503815756,-0.08255024712430127,0.0,0.18411767748207072,0.10626280341121001,-0.12141037495389152,0.41461454103306417,0.2376865680005353,-0.05409727743109594,0.34519677763950857,0.04624340451400244,-0.23580995265267235,0.1758977581725395,0.049255213515914754,-0.11207927864045404
ParaHippocampal_R,0.22698052799937019,0.684266288619452,0.40974682404033563,1.0,0.6453963035902751,0.07374192208750249,-0.008061804574316595,0.0,-0.00759106424237569,0.4881609548585139,0.43471378688956813,0.0857579907882074,0.44643432226349006,0.10255406231231655,0.42770680168522607,-0.033821304320932874,-0.2826079831484014,0.2206086227212804,0.13560188216868396,0.1117280527367639,0.23620753803635516,-0.16224013691614844,0.7659564131805291,0.13395164999786974,-0.013576619913463752,0.14788415685958198,0.5217595434433285,0.32421487797887544,0.22593628008110475,0.43993869604920005,0.418139339223635,0.040383111072571184,0.28004179589959405,0.4949969157205829,0.024151458257593544,0.3514062712277313,-0.03318972204962735,0.3463094511166646,0.22270363953545724,0.5218604725836252,0.747327241620835,-0.08973499945139947,-0.20301536084466418,0.6093861859090017,0.3812161243679183,0.458668678419644,0.42581037636369434,0.14068169058482194,0.30997755512003466,0.26352298523458095,-0.2888296678847788,0.1889224467491719,0.6983706439982581,0.13785769272700407,-0.29889228421143166,0.5017060499038062,0.5446946515342733,0.5428500207410621,0.49663271567049677,0.36845575711564926,0.18088676930881373,0.4015991282325987,-0.022026299535915807,0.040377797738005435,-0.014389353857290734,0.10424097990136957,0.21626922176391464,0.7437891849405757,0.6334793251179253,0.15584207662266306,0.4157432866049024,0.330461725280128,0.5008247372770978,0.2924650404188747,0.6302286160760666,0.1784259777998256,0.37348731809038677,0.6136379559497288,0.40197108042853386,0.23333545024258495,0.607210710197066,0.4192279226347216,0.5563424969277833,0.44503416110249744,0.11083673255867456,0.7064613686843895,0.4386506480300437,0.10632772439271017,0.3273656618859676,0.23698931685047298,0.5073997809091041,0.6327706838312603,-0.012127389367472978,0.35882064425631854,0.30331574715511195,0.26920905630061365,0.3719492967573402,0.5267527366013531,-0.14364135564021216,0.02567862779757346,-0.26842518988469455,0.452691350829473,-0.07893661783636965,0.5807094827083926,-0.0969413102694611,-0.34721176574448864,0.34425363239847995,0.4144766447128667,0.3127544256279471,0.35403723693321437,0.004630581371587192,0.017450840544213166,0.575541546731413,0.7246786993302675,0.1804534496261945,0.03584672454006592,0.44635878851254884,0.0,0.38504872117263284,0.5814938095628818,-0.4051118675519231,0.18922487752818726,0.5761514980279878,-0.2460245263561009,0.46431797750978754,0.10595269892021968,0.04320334432501686,0.3719833555364115,-0.41891563942868904,-0.3854492634319853
Pallidum_L,0.38331290586447364,0.5372698934181046,0.19417026190894493,0.6453963035902751,1.0,0.031529551421824016,0.21540975020557376,0.0,-0.11217945464627879,0.5446117402969632,0.420483405860655,-0.025125401239704782,0.32611954651031,0.20047317051089641,0.41103196563045974,0.08899338650819197,-0.2807754939500489,0.5493775774531799,0.06958087306710409,0.1657982748501835,0.20009290275303585,-0.06462210377393342,0.6343043343335671,0.18777581903077556,0.03434349902749449,0.20084484542306397,0.6903807489531599,0.3124402420813251,0.2419063621377967,0.3872243468445201,0.6199435561840253,0.09068614327314208,0.3087104134311035,0.2687522725753619,-0.08056980776017579,0.29007425433743383,-0.03765147412465763,0.5286205128471121,0.5734658067813785,0.6943814567946182,0.8259905550720782,-0.07975269475719045,-0.29595243265904747,0.3655450234063847,0.31387247815862096,0.24860634132376583,0.3652009825320899,0.19689394860645082,0.2696687342387882,0.6091858845711755,-0.2948404942009333,0.2891121199095206,0.5656307356831413,0.26220308714852414,-0.25628147691759445,0.45368940348047243,0.8290951484624086,0.6140357214053287,0.09641954638685496,0.4133215040652429,0.3252128109599688,0.7022042083125336,0.013543880879898145,0.20839922689922766,0.11768228352429566,-0.0049565570776656,0.2941432326971031,0.5640417212749516,0.482250400855713,0.12940343490552614,0.4849738413972109,0.35276655917724176,0.5306895731856787,0.10852833187589761,0.36676013193848445,0.18601017185024563,0.22475701637908552,0.5923808979345084,0.37823348520605554,0.42506132051621937,0.5354311598329322,0.5956599234882022,0.4757300051375185,0.6729704218587257,0.07377509264741779,0.5537753834756435,0.7235170675850615,0.17861411100329758,0.3303071851747024,0.40705466926387796,0.47267957229361857,0.345400318610297,0.15216315080137732,0.43055907973210833,0.45021157827983715,0.3175382188187869,0.35083297401726476,0.3591945945645134,0.1454988750621273,-0.09285503774715746,-0.1911748617848368,0.7684303977817618,-0.09790408387801632,0.5780928347005547,0.07260613191391903,-0.3840607196059665,0.6796434558380128,0.4121442026226643,0.14866772176195484,0.5135580416014667,0.14855768444905282,0.30181384123780275,0.7126094819027787,0.623660942166996,0.0956834158453721,-0.23392038282046015,0.5920661199514089,0.0,0.13113055366269166,0.480517645827096,-0.3655891294552786,0.07129314001917475,0.5973360897272514,-0.1320365703112947,0.3496357110539297,0.09850354582152616,0.19505804743621735,-0.032021904940675396,-0.586719486071822,-0.34745387329638294
Thal_Re_R,0.33202576314057625,-0.2227544844970455,0.28753558911152777,0.07374192208750249,0.031529551421824016,1.0,-0.3992024295619107,0.0,0.33698775366457934,0.43238570823372147,-0.6117738995101314,0.22339557317916278,0.5781001228147172,-0.014509447687248841,0.17082421425222358,0.3283327433105011,0.4435392867378936,-0.2132294058075246,0.5745033095871738,-0.4118959083620218,0.37056725934153695,-0.2697333289543442,0.05948209125467103,0.45103680136992563,0.5450707792481583,-0.15900323081872897,0.11441106654582658,-0.11755039865962298,0.601896436640165,-0.5660229164120549,0.32030940406971137,0.130592069076291,0.4522710425550133,-0.18321474850249228,0.32826325820108737,-0.12266113769108815,-0.19784258674961608,-0.41874465747424644,0.3011698225493914,0.10842762084845467,-0.05929659775497461,0.1936060638720678,0.5930852428892426,-0.10597989472716246,0.20226251772747994,-0.20722425184461815,-0.22036463972737308,0.5510043459872659,-0.34890155835390213,0.24210938691290856,0.20175028989935948,-0.05994013739719987,0.43607056384343085,0.18677034122144878,0.43273162099385754,0.5309750920109976,0.13168743419538034,0.2091183570673786,0.3256528967241481,0.24605584319975474,-0.3851080892417977,0.26975684334732647,0.46983157140048004,0.47588646876583746,0.5300233498218081,0.6211815960887079,0.09043284690619788,0.1332057898251358,-0.2650803619103395,-0.1964552047268362,0.48157979137315293,0.4349293476924298,-0.43973603267098565,0.29588572256951556,0.15201423916349638,0.1705252243062781,0.2973994969278563,-0.3937092702911918,0.4722978722350577,0.3941596582905783,-0.34737508208297624,0.2919541188588048,-0.3278386373275821,0.21411940436184707,-0.17145907652295236,-0.4044779489060189,0.33671303204872605,0.4813436740403648,-0.20128567297860184,0.3332274077085298,-0.3791701571582007,-0.12902256497648334,-0.3854669276132117,0.4576263404657227,0.36130902828412825,0.45982784511251923,0.3022804644207912,0.30148385406246686,-0.23991962155326452,-0.017710576986322436,0.48046611513268567,0.22389637145338062,0.5141535767935275,-0.18990865839224597,0.10090825002930655,0.596577033239287,0.2720795259012367,0.21594202753400582,0.5096548803196815,-0.07129972287595954,-0.3055729204338968,0.04666418919660536,0.06158900476209572,-0.23611188120854065,0.6459338463654953,0.48475749288395037,-0.09345430003342738,0.0,0.18940510606022617,-0.3717433954809862,0.12958136446996438,0.6866108722791118,0.31489635354274104,0.09149518057351332,0.38746178728459624,0.493491667509808,-0.3325824540567107,-0.06610729814542153,0.5531135929352391,0.21215066677268707
Thal_AV_L,-0.14092516276252887,0.183863604738341,0.014429800410292883,-0.008061804574316595,0.21540975020557376,-0.3992024295619107,1.0,0.0,-0.21038322439502302,-0.1552117077984311,0.3130981538798603,-0.13844971065350686,-0.1470164627812134,0.023868990782228372,-0.18498926269671612,-0.13014032737538367,-0.27713977871970286,0.2510305849907744,-0.1340430648752228,0.100417968744706,-0.2582712543426125,0.13129627128062688,-0.09890414047154988,-0.3534409439284799,-0.2828789084848388,0.18293350165740047,0.031177211832520018,0.06281342110324999,-0.24964967775384359,0.30919402291663034,0.0009506603715850029,0.0495808656139089,-0.1361542045391157,0.0443578391317538,-0.1500972352416175,0.17079020272235693,-0.04923963901512312,0.3264463635067475,0.0594425476008678,0.05604961980253768,0.165491757543272,-0.15018070928200697,-0.20236693248380153,0.14825178681020176,-0.11873986575289305,0.11076500608251036,-0.0017201804096847219,-0.16870542822346826,0.29039233181508795,0.07927525364994928,-0.10288678481231388,0.2644978936799795,-0.19348120296159657,0.012544553238117859,-0.22094477150755865,-0.11766530792476938,0.17085523278543022,-0.07167152663059931,-0.04406572281389035,0.08595546211390533,0.1800972802716516,0.05752260758587277,-0.2213798385482666,-0.05046006356256218,-0.21742548513443077,-0.33628453243376977,0.09522084842473358,0.07348452532207794,0.06953655044980676,0.1713752877692457,-0.1556267667430731,-0.16180788500063345,0.20473358792305177,-0.1947498071932369,-0.07879591816354697,0.11917661181970839,-0.06527298199101546,0.2341863821543629,-0.24969548651481058,-0.07023473126312398,0.19598525081799348,0.013632120023561123,0.2614991177978047,0.10386945972749322,-0.03656193347438927,0.2611340707657577,0.05297773584649403,-0.05034901974463501,-0.02090543018648507,-0.08763858963188348,0.1150568965731578,-0.09238115904000581,0.18912988327864613,-0.14383450819592059,-0.02194540978556481,-0.21380543829774393,-0.022012673620746447,-0.13857468470711065,0.2660195122209588,-0.26557037178255,-0.18594295937147395,0.11918129615062197,-0.34773937266146604,0.0977844469530944,0.12967071040825193,-0.35623307136718724,0.03271128829371614,-0.10489138095211951,-0.23807307090010396,0.2076574933856722,0.107901293920664,0.11581730666546003,0.0945928422952065,0.16871116796112381,-0.12477457740052489,-0.34784743634359333,0.15455468991207555,0.0,-0.2319180587964994,0.15918451207751724,-0.11586539211111962,-0.2411294592141141,-0.07714777573237264,-0.10285499630032285,-0.14487969278628177,-0.3458666899667607,-0.008147357141947415,-0.002451338360044325,-0.26774309490633824,-0.0012528395837089793
Occipital_Mid_L,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Supp_Motor_Area_R,0.712164708685742,-0.6041117154611726,0.12771780489451928,-0.00759106424237569,-0.11217945464627879,0.33698775366457934,-0.21038322439502302,0.0,1.0,0.3959401154401061,-0.362447639973336,0.15304974883589925,0.3637637571891045,-0.10919386646485658,0.20842814955439057,0.9061161636325772,0.4072083867597556,-0.0003692676510786489,0.6729871242633673,-0.04131030100959654,0.5681906946317724,-0.16161640180511064,-0.07157090019641246,0.5630437964982766,0.673377461528241,0.37432939215519845,0.2524001189981414,-0.4132331748100474,0.5838441007668981,-0.6014508359764087,0.5042118189482766,0.03397489258593664,0.2556169614028644,-0.06394163154576257,0.47160790619489484,-0.23478865393846196,-0.06524269266827504,-0.4306615626099841,0.51572144994252,0.38400167646766703,-0.41022580748505,0.04248286867734519,0.5586573732365628,-0.3066387857923051,0.5746811437994416,-0.25202280261237814,-0.38857201858194096,0.6928997565345438,-0.2604642979220306,0.49184995575070656,0.18376071364777768,-0.2817370696995004,0.3618477356844755,0.7355430340081737,0.5150084205192605,0.502300068500883,0.2049847727692279,0.3763223313076418,0.03362755386765489,-0.08032500536049389,0.18170347046402147,0.3893810505936988,0.6666157030861928,0.2722078695330206,0.2889264885965988,0.6394838108444361,-0.2113172953324931,0.2706707448174015,-0.38199800322730465,-0.2695416521786987,0.6223116501925285,0.6421422675174183,-0.5255625292502439,0.7640151024567907,-0.08353263804366622,0.41990657113153534,0.5603357063898612,-0.5413084959967741,0.5513094034650994,0.7528392950399869,-0.5931826672951532,0.5828184649287762,-0.48112006006234054,0.4744312993718423,0.020521791066747206,-0.5527051979664497,0.4244495741967515,0.6160814596451879,-0.30532220577353814,0.7504794617150446,-0.4775839207285562,0.017405855967840028,-0.14938520808700165,0.644939568197146,0.6068269178028306,0.6379165424143988,0.5557903369910565,0.6603675032604587,0.12833366647398603,0.12647393550459424,0.4760248028113797,0.3562790806938493,0.2969272900443369,-0.09871194633215426,0.04785939678921765,0.41081512513138363,0.3465096384670594,0.39792876040212044,0.4434942586379388,-0.37832349425552353,-0.11118698774693062,0.6885251006373648,0.13886082554075893,-0.37171862950415874,0.5820940389402387,0.8256430761099559,-0.2973834996147438,0.0,0.6262745932433764,-0.5796194449963668,0.36015387505513563,0.6037823404217537,0.27707632052295267,0.7378064001451824,0.689820444495417,0.5438891706749145,0.2942839226810382,0.24809777659080692,0.4412297042766491,0.3361265251307721
Thal_VPL_L,0.715233073093376,0.0943162270251542,0.22118439892759226,0.4881609548585139,0.5446117402969632,0.43238570823372147,-0.1552117077984311,0.0,0.3959401154401061,1.0,-0.10594924166696805,0.1417641889894422,0.709921375928856,0.16184630280721912,0.41182256255023797,0.46832168051074674,0.1695085581587042,0.1526924528920278,0.44295453925588163,-0.13817200870200075,0.437458508873954,-0.02646948922614479,0.5424875196714303,0.547999258482946,0.45358810930045185,0.019700111684328784,0.5427356416833338,0.15425472182118505,0.532871079780329,-0.03980864817676061,0.6612358825317746,0.13466769068740797,0.719493332721294,0.023500740160606225,0.1534022444775184,0.14793052414610622,-0.14952216304221613,0.024324735199778364,0.5444676291245576,0.6066301940850843,0.38721754454866003,0.038829211520477865,0.13281222611303817,0.16403428125254038,0.737018314455462,0.11627589204196294,0.021573434122758584,0.7158994285161201,0.0302694270539415,0.5333289810128076,-0.22383499531979428,0.16134774838295785,0.8363388116480747,0.3963777079869055,0.255832492053087,0.7952751950849627,0.556750209712033,0.500577908691081,0.38668752171896675,0.4956315739139765,0.3761139980959834,0.5501870714995516,0.6022544287467361,0.35900730014878707,0.4586372704457397,0.4137389136438327,0.32748713803066204,0.4413329473742306,0.1679918310158464,-0.13814762950671752,0.8078737864628794,0.756339097896923,0.06032152434400439,0.6494568375919868,0.28870230423974386,0.14366149854051039,0.4816239521483845,0.12342253949795186,0.9286722044609965,0.6756944714442508,0.08998936352361948,0.6885350872392215,0.08042317221785396,0.5351754703480446,-0.022714539616746496,0.04612742404904458,0.7627683760730681,0.5214498162674286,0.03497342212669401,0.593350801554835,0.06999281981546819,0.25130971007594005,-0.23349626559157208,0.7387777425547692,0.5853113442673246,0.8481982568777486,0.601821988055472,0.8242346664904275,-0.21704317919170876,-0.0747588277132173,0.26553896106854535,0.5894041248833501,0.131966612972169,0.5551928708195243,0.0010452347260985243,0.017877801995126313,0.49803039257547344,0.7622750260657057,0.6384315251011692,0.24710972041645252,-0.13285506288756163,0.2803180781589983,0.760872696535271,0.3240629018292277,0.5471067200045645,0.3687739534838248,0.3662080480987259,0.0,0.3603199912773212,0.025169233182322746,-0.1742874273618,0.5501049116929309,0.7936586875390231,0.09003888509963603,0.7565595635896805,0.3710342208830276,0.013860589168757556,0.11704755926644178,-0.13260984049877264,-0.08584415344936343
