,Cerebellum_3_R,Red_N_L,Raphe_D,Angular_L,OFClat_R,Frontal_Inf_Tri_R,Rectus_L,Cuneus_L,Rolandic_Oper_R,Cerebellum_Crus1_L,Cingulate_Mid_R,Thal_PuL_L,Precentral_R,Hippocampus_L,Cerebellum_Crus2_L,Temporal_Pole_Mid_L,Thal_PuL_R,Caudate_R,Thal_IL_L,Frontal_Sup_Medial_R,ACC_sup_R,Angular_R,Cerebellum_7b_R,Thal_VPL_R,Frontal_Med_Orb_R,ParaHippocampal_R,Cerebellum_7b_L,Temporal_Mid_L,Frontal_Mid_2_L,Vermis_10,Heschl_R,ACC_sub_L,Cerebellum_8_L,Fusiform_R,Putamen_L,Insula_R,Thal_VPL_L,Lingual_R,Frontal_Inf_Oper_R,Precuneus_L,Thal_PuI_L,OFCpost_L,ACC_pre_R,Thal_PuA_R,Red_N_R,Cerebellum_3_L,OFCpost_R,Temporal_Sup_L,SN_pr_R,SupraMarginal_R,Cerebellum_10_L,Cerebellum_6_R,Pallidum_L,Cerebellum_Crus2_R,Thal_PuM_R,Thal_VA_R,LC_L,Occipital_Mid_L,SN_pr_L,Cingulate_Mid_L
Cingulate_Mid_R,-0.1591580020741664,0.39666317082356706,0.18069420675290582,-0.03533486339978226,-0.13819528384549432,0.8083108932236963,0.3404826730311749,0.0,0.6099689367147038,0.1386545551176605,1.0,0.45913595802170754,0.8268044777586331,0.04806616275128215,-0.03539413709933809,0.3999461223520311,0.07640153039686104,0.8155767460190038,0.5077415098181072,0.7850875034277397,0.7311933102315091,-0.2318318633741145,0.15103269991458454,0.5444086988080694,0.2459619912818926,0.28119707880275774,0.1613160161627986,-0.16242486811932821,0.6848235507498208,-0.13112015840664892,0.49064703011105554,0.6313673822812143,-0.3177860843874475,-0.2068717082891971,0.7290166553824639,0.7712202597028218,0.46163243508026475,-0.24025156723049446,0.771602553701178,-0.013879390400339904,0.26863016686460073,0.35498250675196563,0.6988068575718792,0.03251970658253865,0.698030354980198,-0.35512978949585533,0.3972030243367325,-0.06418505150482731,0.4863936261800532,0.21016925667768313,-0.2691835610110746,-0.2519025067962298,0.3848882380066834,0.05450560455202848,0.5620437495655962,0.5127725306708882,-0.2967417476726963,0.0,0.4365553349871955,0.8727112422905612
Thal_PuL_L,0.29741297694777696,0.6232499438336239,0.6029778954406092,0.24622286759633824,-0.09693762765870596,0.5408587864032726,0.07069097166185477,0.0,0.5772347650028176,-0.25150064993696947,0.45913595802170754,1.0,0.45592727821945706,0.49884717788005356,-0.013206053913890469,0.4743886478793366,0.36354104833065926,0.6012414500898061,0.20095137775243452,0.48566445159028615,0.5279093898569106,0.1660292579351496,-0.17465987109110848,0.507937680744833,0.08239842028628232,0.5761514980279878,0.08595327783558179,0.4084696225714856,0.4849721800587196,-0.23464649862463532,0.7707101783624257,0.3966450194656372,0.22046244010532484,0.18376497772007092,0.7358789932300405,0.5676650491009193,0.7936586875390231,0.17577320142454075,0.5897387201208139,-0.19675487310853532,0.5778091649576214,0.2936518222909105,0.503484330985977,0.4796638901372798,0.5353025110511243,0.08074671340480187,0.07910823767847132,0.44612385649058767,0.3001782250480313,-0.07092104455153916,0.18449035066209263,0.028980093606614788,0.5973360897272514,-0.23484852167575834,0.5311656860038412,0.5658947732419105,0.04425958749251435,0.0,0.5264119803897324,0.2249735418836342
Precentral_R,-0.12445989059707292,0.40216023228840747,0.09904173951466122,0.022592800386829964,-0.24556678066354165,0.6773492108745612,0.4294660031877468,0.0,0.4817066727108124,0.09903359702497938,0.8268044777586331,0.45592727821945706,1.0,-0.04006571246880038,-0.07989830569951126,0.42187867074827357,-0.02638797449341071,0.6732419688618,0.47626904133410153,0.6348098292720713,0.5753802655820902,-0.26482351627713363,0.16777516067844803,0.3499511546058611,0.09397126561184317,0.13785769272700407,0.16471710906987205,-0.07428624655608673,0.51647946084077,-0.09803119583122538,0.3659667421889977,0.5029894139875772,-0.2508775134227786,-0.26995818315558684,0.5735630378048463,0.6204249555442679,0.3963777079869055,-0.22150707472649067,0.6660223694269642,-0.10526105805961421,0.20978097117639635,0.3872292437474784,0.5229834957452864,-0.0230263067587048,0.6125079519006216,-0.4164859185286152,0.38266305027054615,-0.1024401026369879,0.49788008664961386,0.3687859434250415,-0.3106697730973004,-0.33970709353685963,0.26220308714852414,-0.12727770271059596,0.4249017185055503,0.43214414074704005,-0.38705260472636893,0.0,0.283756526400565,0.7917258052896218
Hippocampus_L,0.5743796029978517,0.11017878447203827,0.596624789803017,0.20512658576840861,-0.05569174145924619,-0.009500019527985093,-0.5310514491634355,0.0,0.24296707968584833,-0.565022968236554,0.04806616275128215,0.49884717788005356,-0.04006571246880038,1.0,-0.15270654671103587,-0.07849297562763231,0.3424051807972513,0.14671362777767938,-0.13815268260970512,0.022450920749945782,0.10013123785470775,0.5237001934165577,-0.37798950402467824,0.5101326055062171,-0.40082497265103306,0.5807094827083926,-0.08378627589244318,0.5272719979373285,0.3244377167149577,-0.05305976892404696,0.4620699867217743,-0.22792272812729117,0.5342422659093438,0.5796589676657612,0.3290044974667347,0.10879424343876827,0.5551928708195243,0.6861732674538963,0.07610472081081696,0.3067827565376362,0.5700892264783115,-0.3380573479126901,0.06537493425481045,0.5776894371399952,-0.0884465818247667,0.660119555062404,-0.533894248720814,0.8250858815331786,0.23537024084963737,0.15095900409623256,0.49779805503603225,0.5088282304998217,0.5780928347005547,-0.12885024953796032,0.3593072705343123,-0.02638363212400054,0.6571138136667117,0.0,0.5610931221052958,-0.07854928318374321
Cerebellum_Crus2_L,-0.2565087214297423,0.016134942869100048,-0.10572272212710686,0.016479883341831647,0.1352706718219965,0.11951287950434127,0.14031345606876783,0.0,-0.02577238452574227,0.3359386104596537,-0.03539413709933809,-0.013206053913890469,-0.07989830569951126,-0.15270654671103587,1.0,0.11816801634387318,-0.021202197126617018,0.026843470204916068,0.02760227266048162,0.13323846492349511,0.06928291768386183,-0.08911347741766958,-0.009608376044575073,-0.012926255244549417,0.3685678860835845,-0.08973499945139947,0.12420688826168641,-0.09930685098957028,0.0970785175037713,0.06107744605873505,0.09324680771459203,0.19892702544088775,-0.09567298225783936,-0.23502133284784002,0.07431255941479313,0.10405274131064206,0.038829211520477865,-0.24627143846617183,0.08798314975562993,0.01627028879774239,-0.04803190987853215,0.23182416966988195,0.1472974883731116,-0.11094093703513598,0.13883591104464793,-0.21026221605680698,0.3324815368581077,-0.20617974772115122,-0.1721773113435165,-0.2577350235950272,-0.19772986638279874,-0.1350534535060138,-0.07975269475719045,0.2176719382417594,0.06554640694829161,0.11076951789163565,-0.16464049961893312,0.0,-0.005166114440813832,-0.002940076818128611
Temporal_Pole_Mid_L,-0.13488065208608824,0.6379523663424177,0.16393052972427663,0.19525020393335615,-0.10240348886084628,0.4992423356400198,0.41443905502805684,0.0,0.20502571272462672,0.07218245862259591,0.3999461223520311,0.4743886478793366,0.42187867074827357,-0.07849297562763231,0.11816801634387318,1.0,-0.007262234849008369,0.4789679501660956,0.11677574020906152,0.43996278299091296,0.3997069893572705,-0.2382949737607218,0.02959916817446735,0.10662599497510761,0.4596486849383267,0.040377797738005435,0.2870834256837962,0.3326891096678876,0.22814246892068238,-0.3510428136557889,0.2768982731438936,0.38956393497516373,0.03078895979967765,-0.39327647875952615,0.5291449711049494,0.3395495108073218,0.35900730014878707,-0.3492139099341977,0.5666211618531241,-0.5765301767761778,0.2686731988031742,0.7995482881133144,0.4157831713747975,0.04893932274560602,0.7375474714559025,-0.4847847490414388,0.3147668190404431,0.1638863142691532,-0.08070336364189876,-0.28713909116015046,-0.06930443189034854,-0.4230599749251541,0.20839922689922766,-0.37575850418690404,0.2977249912829965,0.6263162519006243,-0.5786314875431149,0.0,0.20247374292600256,0.22578113955131637
Thal_PuL_R,0.40841029266346035,0.239988324208661,0.5035580376228703,0.11502316977995301,-0.24061208246171398,0.08937106260792023,-0.25827689996912145,0.0,0.5396267401416941,-0.13944702212011595,0.07640153039686104,0.36354104833065926,-0.02638797449341071,0.3424051807972513,-0.021202197126617018,-0.007262234849008369,1.0,0.09142003442500896,-0.032080984069654955,-0.008046819859392517,0.08430065185013663,0.31542329117669005,-0.30506262782471927,0.2694861748449548,-0.21366486477908025,0.6302286160760666,-0.024068434419990573,0.03239970751835634,0.052786741703612784,-0.16417989434325736,0.5166109251414698,0.10454116116806854,0.14516689690899665,0.48585767653408485,0.16720442860147,0.1519266195794959,0.28870230423974386,0.3705464226552133,0.049525255810609854,-0.03025729816398264,0.2825339481937694,-0.28190494004319755,0.1139911708195165,0.5707831279903953,0.022920918215518442,0.4108498797391257,-0.2566288105407676,0.3443755824039079,0.20414506885575223,0.02792014178700784,0.3031264715919321,0.2724919856166449,0.36676013193848445,0.012920420733297562,0.1715464876176852,-0.03462992276558307,0.3034050463607814,0.0,0.24989559628989017,-0.12220739744250679
Caudate_R,-0.022897161009667745,0.38066535652580497,0.35752393640761065,0.040728898379280065,-0.010818728471185271,0.8606061923306818,0.2347367332391808,0.0,0.6586937297353755,0.017006479049022517,0.8155767460190038,0.6012414500898061,0.6732419688618,0.14671362777767938,0.026843470204916068,0.4789679501660956,0.09142003442500896,1.0,0.27166516703349664,0.9024691655748079,0.9295901555284651,-0.040057920676824524,-0.015782379954484737,0.40859905083411097,0.1782096341723695,0.44503416110249744,0.13796968973494775,0.006284913280950377,0.6220729157587512,-0.07035219563406497,0.5663862995629163,0.6603143264826893,-0.08396994970681278,0.028469016006513727,0.8940039258579632,0.8798858621422853,0.5351754703480446,-0.08719220344559965,0.7747000128934146,-0.010216562815406496,0.3102626718709476,0.2932182846244192,0.8966520706014771,0.3251172183839651,0.6651984157469566,-0.13666901957460117,0.31501392917242166,0.07665889433168188,0.3542608781746729,0.11803769475944141,-0.054108285398675,-0.09776424861520204,0.6729704218587257,-0.012890926888819638,0.4944183376922349,0.530907727215995,-0.09536498937890764,0.0,0.4328269866621239,0.7227583045596117
Thal_IL_L,-0.22995393037634126,0.45869002624351785,-0.06551156430238121,-0.13543008743300244,-0.14999331375123048,0.43448047101357434,0.6382402942288039,0.0,0.16107773468386394,0.1323816417805944,0.5077415098181072,0.20095137775243452,0.47626904133410153,-0.13815268260970512,0.02760227266048162,0.11677574020906152,-0.032080984069654955,0.27166516703349664,1.0,0.3434541739937162,0.24464712237018854,-0.291901317712412,0.38692797340798857,0.4906486633221184,0.4011588445113652,0.03584672454006592,-0.054397050896889024,-0.19031609756587417,0.5702486642856386,-0.005187805741478932,0.3461484214672862,0.5007598406677515,-0.27452937407782535,-0.4956705096308849,0.26914818270583263,0.379521186980644,0.3687739534838248,-0.4257386509405364,0.5357923352200962,-0.05068978810024474,0.2757752036319144,0.35265512647695374,0.18318273090582324,-0.4367846829124562,0.48576497054414264,-0.4626306809614945,0.5997985866689328,-0.37833969531592726,0.6847499479215232,-0.24765824948715245,-0.29340174789132994,-0.2832214568143724,-0.23392038282046015,0.1989078670135555,0.6048722038034341,0.5830443998990374,-0.37085524732329156,0.0,0.3688996963483006,0.41877329291188947
Frontal_Sup_Medial_R,-0.2556616829265878,0.3378205363795659,0.16435703758308187,-0.004249879791112412,0.1290613874506301,0.9123870387411751,0.35993298790925304,0.0,0.5160784296458766,0.19563438022325416,0.7850875034277397,0.48566445159028615,0.6348098292720713,0.022450920749945782,0.13323846492349511,0.43996278299091296,-0.008046819859392517,0.9024691655748079,0.3434541739937162,1.0,0.9393091025588144,-0.231752467850197,0.1582041756637294,0.43770613937708935,0.37275392533759905,0.22270363953545724,0.1665203435987805,-0.13015409401874278,0.7235696760965231,0.015961009790339122,0.5287393552873713,0.702606428930923,-0.22027817478784148,-0.17497839440451424,0.8978137845285102,0.9304875493269071,0.5444676291245576,-0.2660348021225071,0.8075750391263871,-0.025992421417789468,0.341623599704067,0.3832092088790865,0.9309748752252622,0.15726199070134536,0.7022091092655436,-0.30915766691721885,0.5322712787713059,-0.10259644908794584,0.2574619314094164,0.007565579050234025,-0.21920753786084943,-0.19164540565053229,0.5734658067813785,0.10553445057628859,0.5888537694241389,0.5098338441696335,-0.2135437768230527,0.0,0.44032530630303957,0.7863050059423251
ACC_sup_R,-0.09768109814389861,0.3479791744686792,0.3647358512203143,-0.015355099798258665,0.079106486163137,0.8649034731232926,0.2635409549697635,0.0,0.5993599328449282,0.11471536148233903,0.7311933102315091,0.5279093898569106,0.5753802655820902,0.10013123785470775,0.06928291768386183,0.3997069893572705,0.08430065185013663,0.9295901555284651,0.24464712237018854,0.9393091025588144,1.0,-0.08822458090984214,-0.006932737674450389,0.39969454655209075,0.2367036153413823,0.4015991282325987,0.1305119011541628,-0.08108103633988838,0.6467605043522515,0.05370809706607414,0.5757953733246791,0.7014815142714756,-0.09474941518434389,0.025474168650645636,0.8799417664115006,0.9299125455806487,0.5501870714995516,-0.12469044009412235,0.7388675524581406,0.04751129736859668,0.3254426202986378,0.23419017137016077,0.9373774864214603,0.36549919551116056,0.6074367750311237,-0.11375396574029245,0.3853713085434754,0.0006665928500352195,0.29787001745490616,0.07658300698849695,-0.05623138836832406,-0.040071212476993794,0.7022042083125336,0.12304623823976323,0.5303451270935327,0.460851200392843,-0.03392862303266627,0.0,0.4499154452970529,0.6963136745312533
Angular_R,0.521263992663862,-0.06453674708921849,0.4368579805292587,0.2557503441676395,-0.14887262891091319,-0.24954221180764183,-0.47921242737417263,0.0,0.22358646928952244,-0.40227449668000215,-0.2318318633741145,0.1660292579351496,-0.26482351627713363,0.5237001934165577,-0.08911347741766958,-0.2382949737607218,0.31542329117669005,-0.040057920676824524,-0.291901317712412,-0.231752467850197,-0.08822458090984214,1.0,-0.412994520712876,0.07883849284330793,-0.5165850534217955,0.4974927259530201,-0.1491319513544367,0.35574458798519143,-0.17306693307972243,0.01689686029288225,0.15843670341316402,-0.28423073197376864,0.5313644032017844,0.6273877842589692,-0.015454423959629638,-0.08219908383350019,0.09921726819809162,0.611030986778253,-0.18823798870542682,0.23936957609595108,0.04778038224238287,-0.5054042205304213,-0.12471119686341292,0.5117619448431122,-0.3046665536723019,0.6953700108217561,-0.5690559932816008,0.5054708645331542,0.1237006704851486,0.19025819636313207,0.5105198662097205,0.4558330584204396,0.3553910701084452,-0.21535684460588989,-0.11744789663660431,-0.10052636738544299,0.6206248444649802,0.0,0.036447472672685735,-0.40422202172520255
Cerebellum_7b_R,-0.3518311834009743,-0.03557891713899803,-0.5097545368377127,-0.15156614398930182,0.022069246095144938,0.1580900029301875,0.4379373306698254,0.0,-0.18476545586386978,0.26958154437853754,0.15103269991458454,-0.17465987109110848,0.16777516067844803,-0.37798950402467824,-0.009608376044575073,0.02959916817446735,-0.30506262782471927,-0.015782379954484737,0.38692797340798857,0.1582041756637294,-0.006932737674450389,-0.412994520712876,1.0,-0.03169315957456723,0.3725462750754132,-0.3854492634319853,0.0533255608681897,-0.2213307224318913,0.17320067696258878,-0.08494509712915031,-0.12489828527744172,0.06671628197887933,-0.4056489675580467,-0.48485804142621763,-0.011547131131974402,0.045028707105274034,-0.08584415344936343,-0.39671716378781885,0.17582806591458805,-0.19776935601861517,-0.16253053469176268,0.3397367393327285,-0.015393011255650449,-0.5075187081490804,0.2476908554073474,-0.5235756724004776,0.4372699993474977,-0.42988262749465744,-0.005433882583870724,-0.23936911247800988,-0.35902747325489653,-0.34881938552167135,-0.34745387329638294,-0.06024249324792761,0.16389951275540585,0.19747060157493626,-0.454304499084994,0.0,-0.08430895984048507,0.23339586195627882
