,Cerebellum_6_R,Temporal_Inf_L,Caudate_R,ACC_pre_L,Thal_PuA_L,Thal_AV_L,Frontal_Inf_Tri_R,Cerebellum_4_5_R,Cerebellum_Crus1_R,Frontal_Inf_Oper_R,SupraMarginal_R,Frontal_Inf_Tri_L,Precentral_R,Cerebellum_9_R,Frontal_Inf_Orb_2_R,Thal_IL_L,Thal_PuM_R,Heschl_L,VTA_L,Frontal_Sup_2_L,OFCmed_L,Cerebellum_7b_R,Thal_PuA_R,Cerebellum_Crus2_L,Insula_L,Cerebellum_4_5_L,Thal_LP_L,Vermis_6,Parietal_Sup_R,Frontal_Med_Orb_L,Precuneus_L,Temporal_Inf_R,OFCpost_R,SN_pc_R,OFCmed_R,SN_pr_L,Fusiform_L,Temporal_Pole_Mid_R,Precuneus_R,Frontal_Mid_2_R,Fusiform_R,OFCpost_L,Frontal_Mid_2_L,Temporal_Mid_R,Temporal_Pole_Sup_R,Thal_MDm_L,Thal_AV_R,Vermis_9,Cerebellum_10_R,Cerebellum_6_L,Supp_Motor_Area_R,Cerebellum_9_L,Thal_PuI_R,Postcentral_R,Thal_PuL_L,Cingulate_Post_L,Thal_VA_R,Caudate_L,Cuneus_L,Parietal_Inf_R,Lingual_L,ACC_sup_R,Rectus_R,Paracentral_Lobule_R,Frontal_Sup_2_R,LC_L,Thal_LP_R,Pallidum_R,Vermis_1_2,Frontal_Sup_Medial_L,Cerebellum_8_L,Red_N_R,LC_R,OFCant_L,Angular_L,Supp_Motor_Area_L,Rolandic_Oper_L,Frontal_Inf_Orb_2_L,Cerebellum_3_L,Cerebellum_Crus2_R,Amygdala_L,Frontal_Med_Orb_R,Lingual_R,Thal_LGN_R,ParaHippocampal_L,Hippocampus_R,N_Acc_L,Thal_VL_R,Occipital_Mid_L,Cingulate_Mid_R,Temporal_Pole_Mid_L,Olfactory_L,Parietal_Sup_L,ParaHippocampal_R,Insula_R,Vermis_3,Temporal_Sup_R,ACC_sup_L,Vermis_4_5,Thal_IL_R,Thal_PuI_L,Amygdala_R,Heschl_R,ACC_pre_R,Raphe_D
Cerebellum_6_R,1.0,0.30655377042172394,-0.09776424861520204,-0.3138226785665004,-0.3343581053631418,-0.0017201804096847219,-0.315526747433827,0.6032156864785202,-0.3111382937522576,-0.3569722347841046,0.22255128092125062,-0.13645996082960696,-0.33970709353685963,0.07041445324951501,-0.3104069947435297,-0.2832214568143724,-0.08888586284861534,0.48120101090421985,0.20632613814013653,-0.2879772952845396,-0.5477020989690202,-0.34881938552167135,0.5007754529904558,-0.1350534535060138,-0.16690623471955152,0.7247465636165263,-0.14255419286435103,0.0,0.39653478967126315,-0.6113595164121479,0.4608576999759659,0.3643518765853237,-0.5335080044556961,-0.432421439613343,-0.4917786175205604,0.10497759803910729,0.43857784262313165,-0.279788911051008,0.6073551597103922,-0.2750922750783187,0.6759917200908659,-0.6700174566265963,-0.12487117313228531,0.4554736396148926,-0.37776138690058186,0.10049319569826243,-0.3692465402347249,0.09110667417980346,-0.3301213233073849,-0.42414274637067306,-0.38857201858194096,0.6765126205675459,0.35614870786083297,-0.08209354119240889,0.028980093606614788,0.23708626956726384,-0.34434012180900064,-0.03206215292469966,0.0,0.17320123352387995,0.6943947331162322,-0.040071212476993794,-0.5370251539202151,0.14092111977040286,-0.29728949232540025,0.754477832968038,-0.20518811211006638,-0.01880752695721327,0.6132568329286647,-0.1988824499294901,0.3998976973886739,-0.46653894304174015,-0.13242232734260478,0.0649106441447921,-0.036639295707969796,-0.3957447971803109,0.17417360046742805,-0.3257524442381967,0.7812245387817033,0.1621150609667247,-0.24183469324900717,-0.5062502421376758,0.6514237417077452,-0.4009211770060873,0.6664832866498647,-0.01874660436896862,-0.019881514235299744,-0.09305456904449569,0.0,-0.2519025067962298,-0.4230599749251541,0.0701875409366851,0.47611235660784307,0.42581037636369434,-0.11402771644775343,0.7342840576426859,0.5804896668036191,-0.11469407141637193,0.7230318410709267,-0.35607960053717946,0.04418691373589531,-0.12003470530049469,0.12183993218548161,-0.08667492998969942,0.40705618205976335
Temporal_Inf_L,0.30655377042172394,1.0,0.06317519599597815,-0.18546489916241096,-0.40751246832706994,0.2076574933856722,-0.1610135081527252,0.6340321147843664,-0.6005539123928539,-0.04585072232895554,0.08291823793616306,0.179866335402023,-0.11213214443142909,0.6239136435910437,-0.5292064308566,-0.47311597301240926,-0.028026716739126916,0.7849786178465855,0.2601300276465344,-0.24683240735031856,-0.33163375849773186,-0.40168012638940126,0.5740482472071073,-0.1260353346913766,0.055525210295202944,0.6519842133815738,-0.01150841610726741,0.0,0.3854107576274371,-0.42953183553668384,-0.07645813063612682,-0.38675647902477744,-0.6620903087977896,-0.1130009197635417,-0.4306116384056615,0.1875942522146574,0.8961259512691708,-0.7790299332432734,0.38267515899686494,-0.1056023279012018,0.44056626971458385,-0.08514889056594523,-0.09406386579935554,-0.24434804027586438,-0.5439685041936553,0.3634770366211766,-0.3625874237419184,0.012922965499023838,0.20894179076685782,-0.4365855244755348,-0.37832349425552353,0.18299545452260546,0.5605502215766665,-0.07873003888826437,0.40889670872449996,-0.12752421030801356,0.03553385195199825,0.03697273846878694,0.0,0.021091483235610234,0.6678576242345422,-0.03335244892447395,-0.48961595739496905,0.07003872638828158,-0.23866240737742647,0.37883688557887635,-0.054895025214181215,-0.07811333417771354,0.49940226478612765,-0.08411903202637744,0.6339396471246296,-0.034014892977699704,-0.11637273423531395,-0.07868687779108802,0.3508519675390225,-0.37276228213991025,0.5889865922534094,0.3443385352862056,0.5068224525776271,-0.5123636772150658,-0.25085184707999025,-0.36496761619658885,0.5654111895352777,-0.06702549282361663,0.7177786402147658,0.027313006372416744,0.03835350710824682,0.06032580753155479,0.0,-0.12326071394599473,0.3356277898778959,0.18143609069725322,0.2224640937556534,0.35403723693321437,-0.13867995672907857,0.3989543157517881,0.16422930476686462,-0.008252847104030578,0.42956052980137427,-0.1814914860881294,0.2899778376103769,-0.2750866391305948,0.1587043072963766,-0.022890945413842508,0.5029493684441916
Caudate_R,-0.09776424861520204,0.06317519599597815,1.0,0.6839090353363083,0.39188363482914285,0.10386945972749322,0.8606061923306818,-0.01143917571501079,0.10981677094528174,0.7747000128934146,0.11803769475944141,0.5532441537408722,0.6732419688618,0.020672038404795996,0.23484797759748252,0.27166516703349664,0.4944183376922349,-0.005311900811823047,0.2121309312432197,0.7904720283167384,0.5008286994041523,-0.015782379954484737,0.3251172183839651,0.026843470204916068,0.7520562573474249,-0.11014011481306171,0.6135327578473998,0.0,-0.029078641547425337,0.266183560390906,-0.010216562815406496,0.1816431729341349,0.31501392917242166,0.5204188776079092,0.031264608523767494,0.4328269866621239,0.11373861816437397,0.39250591989473155,0.00026069342493463933,0.8333633866228689,0.028469016006513727,0.2932182846244192,0.6220729157587512,0.16691484116127797,0.48980648507709545,0.5612627591467646,0.5763437720611052,-0.029477598140426328,0.001880406124543003,0.002900310845342103,0.4744312993718423,-0.12907215704025538,0.14423980725311764,0.35873239285245845,0.6012414500898061,0.13399497512730213,0.530907727215995,0.9371463329036156,0.0,-0.007578577947702702,-0.0293036900665307,0.9295901555284651,-0.08032270632335263,-0.0036372380994755555,0.8528012354086641,-0.09536498937890764,0.5715885664859068,0.5746318645190926,-0.18812289556588677,0.9157594229385925,-0.08396994970681278,0.6651984157469566,0.1248670057403937,0.2930262825401849,0.040728898379280065,0.6230222197536053,0.3665111821494606,0.22427293325424807,-0.13666901957460117,-0.012890926888819638,0.29629801351635304,0.1782096341723695,-0.08719220344559965,0.5079963974966041,0.07812224635381378,0.5509121083946207,0.5701669965369214,0.8342039314892411,0.0,0.8155767460190038,0.4789679501660956,0.8269040480627927,-0.07388735194046207,0.44503416110249744,0.8798858621422853,-0.08574809346136267,0.18532241429784996,0.9197450929183372,-0.08793069327853043,0.5823459644310041,0.3102626718709476,0.4350376431937934,0.5663862995629163,0.8966520706014771,0.35752393640761065
ACC_pre_L,-0.3138226785665004,-0.18546489916241096,0.6839090353363083,1.0,0.6166085156512595,-0.24964967775384359,0.7561620963584581,-0.33564071079628266,0.27815625515986075,0.7696478786214307,-0.38312900394178484,0.640618058727797,0.44023502166261785,-0.1306324550743109,0.5862131483403974,0.5586665551571203,0.6000340671370321,-0.44272053144802764,-0.10353357303744447,0.7762643736302541,0.5675255279456869,0.17289299238361333,-0.03466503619179402,0.2292156760674979,0.7734659106653272,-0.4256035037364966,0.5912234028248601,0.0,-0.33647230745710655,0.6405490676849205,-0.25579954520897563,0.024734531959244247,0.6305076093053962,0.7877113205465595,0.48186989935670166,0.4172371446665503,-0.21063671475243917,0.5317094613627537,-0.49675166873257215,0.7617307478164519,-0.36755828082912434,0.5677097961794481,0.600986031849348,0.03637816518566172,0.792818537075944,0.39613603412056214,0.7540142876184386,-0.2582112517566497,0.0707486053756178,0.16182556929491268,0.5838441007668981,-0.22057865847239597,0.04704653846369937,-0.01740600520318039,0.4837159149913866,-0.14811966120079825,0.6704873649273405,0.6335185424358967,0.0,-0.12184900745819698,-0.43169786171391294,0.6719166708360323,0.34239029642785535,-0.1454981221739047,0.7534261834779478,-0.35469521298317047,0.5232321268322224,0.5878686095762965,-0.5482142148852877,0.6915873014905451,-0.24289579407301137,0.7078908515692627,0.1845226684866818,0.3540831414874811,0.006539716692089861,0.6392563380914386,-0.010086732847543778,0.40382768690356124,-0.4231613860135938,0.07629814280299474,0.5501755381907698,0.6537769590149691,-0.4927193311442002,0.681191993585041,-0.23927127303156764,0.5401001566380841,0.5916922410805273,0.6674248182456877,0.0,0.6257133664534549,0.5293122634839919,0.5673666656820717,-0.19325181728625218,0.22593628008110475,0.7137704646873133,-0.34083094550301296,-0.18371458164818277,0.7291830009421141,-0.4460072809076377,0.7438045005928154,0.33132082960801623,0.5365985409486935,0.5625075067744619,0.7177075614728782,0.1865919103454401
Thal_PuA_L,-0.3343581053631418,-0.40751246832706994,0.39188363482914285,0.6166085156512595,1.0,-0.2213798385482666,0.6463416083213369,-0.5911797467982512,0.3146807386923572,0.7218125455890463,-0.28466011173969297,0.6202584525795292,0.4137491033732831,-0.2386655534392406,0.5360014402392426,0.6827405897568944,0.7855889526581699,-0.5998010295488994,0.16970589430974126,0.7145547890717692,0.34295570961290783,0.3195950500685834,-0.266914401459451,0.1935113116962899,0.7151619863035622,-0.5156555578456644,0.43341408688420463,0.0,-0.2679211488375581,0.6701240125463462,-0.1502895712506753,0.08546509150785911,0.7582503924078496,0.6476213441375653,0.4415234886864024,0.5187945558400787,-0.520839421007048,0.5948934353951483,-0.5697438111017014,0.7136455777837375,-0.4952503838651223,0.43483800624381036,0.7221856501576807,0.13027582223604073,0.7422569264759551,0.2809465787719645,0.7963698940761245,-0.2780169571766162,0.04700743623312126,0.12880322567079053,0.6666157030861928,-0.16658260731256838,0.12791972521614375,0.05923951211585489,0.2571545713269356,-7.59623620605497e-05,0.5783494177179309,0.4508847069034771,0.0,0.028560418167755057,-0.5319437817510222,0.48073080394365447,0.34236224611768246,0.005591781060675015,0.6981887206026345,-0.317799591975437,0.32692252277027983,0.6578376365837403,-0.5144428865221121,0.5517274296885598,-0.2831936598373215,0.5486127702746632,0.22487979036649858,0.15067398457195097,-0.08979520726617383,0.7276948921207002,-0.2939952754406023,0.32467233581247357,-0.48245848978330974,0.21355694529404545,0.8041596605864697,0.5087394311662822,-0.47538380751772774,0.5066127742946093,-0.3382780357526305,0.6835831390706454,0.3934136283615861,0.6044787480660944,0.0,0.489522286156196,0.2009932820274185,0.30645754775279493,-0.11722481830740428,-0.022026299535915807,0.6576560508195137,-0.26052104065990933,-0.08620848529547899,0.5574501743011836,-0.39947678117032226,0.8576522013850331,0.41662889555573057,0.7191659036172781,0.46840805467321706,0.43006164608560093,-0.06181700215078464
Thal_AV_L,-0.0017201804096847219,0.2076574933856722,0.10386945972749322,-0.24964967775384359,-0.2213798385482666,1.0,-0.02194540978556481,0.183863604738341,-0.19680717818638435,-0.06440284063053607,0.31596529558002406,-0.16180788500063345,0.012544553238117859,0.2644978936799795,-0.34773937266146604,-0.34784743634359333,-0.21380543829774393,0.3264463635067475,0.1800972802716516,-0.15640461973550443,-0.048946967027575686,-0.0012528395837089793,0.165491757543272,-0.15018070928200697,-0.1556267667430731,0.19598525081799348,-0.06527298199101546,0.0,0.29039233181508795,-0.22094477150755865,0.100417968744706,0.0443578391317538,-0.22089827630781866,-0.2411294592141141,-0.35623307136718724,-0.10489138095211951,0.23915805804228465,-0.19253848558852085,0.3130981538798603,-0.07023473126312398,0.2611340707657577,-0.18594295937147395,-0.14092516276252887,-0.09238115904000581,-0.33628453243376977,-0.03409306237998817,-0.1340430648752228,0.1713752877692457,0.1306888317972329,-0.11586539211111962,-0.21038322439502302,-0.02090543018648507,-0.028530696371344554,0.18293350165740047,-0.07714777573237264,-0.008147357141947415,-0.12477457740052489,0.11918129615062197,0.0,-0.03656193347438927,0.2341863821543629,0.05752260758587277,-0.26774309490633824,-0.002451338360044325,-0.08763858963188348,0.1150568965731578,0.11917661181970839,-0.14487969278628177,0.30919402291663034,0.07927525364994928,0.06281342110324999,-0.05034901974463501,-0.13844971065350686,0.014429800410292883,0.023868990782228372,-0.13014032737538367,0.2510305849907744,-0.21742548513443077,0.15918451207751724,-0.26557037178255,-0.3788142748747945,-0.27713977871970286,0.2614991177978047,-0.2828789084848388,0.16871116796112381,-0.13857468470711065,-0.022012673620746447,0.013632120023561123,0.0,0.07944518381877676,-0.05046006356256218,0.05604961980253768,0.11076500608251036,-0.008061804574316595,0.0009506603715850029,0.06953655044980676,0.11820103827870848,0.04609826894063647,0.20473358792305177,-0.16870542822346826,-0.09943879998811,-0.1947498071932369,-0.19348120296159657,0.03271128829371614,-0.09890414047154988
Frontal_Inf_Tri_R,-0.315526747433827,-0.1610135081527252,0.8606061923306818,0.7561620963584581,0.6463416083213369,-0.02194540978556481,1.0,-0.24686683882752236,0.28636594241498575,0.9182815251451787,-0.07666835858761596,0.6350327481575133,0.6773492108745612,-0.08590897379773964,0.5004869857898108,0.43448047101357434,0.648292178372106,-0.2707819048206523,0.1710967159153365,0.8942097485535315,0.5961233154283996,0.1580900029301875,0.12825747437903573,0.11951287950434127,0.8421659721390113,-0.3709640109263866,0.592059829405037,0.0,-0.22843281140506239,0.578830408599097,-0.16937147711179917,0.1841533128497656,0.6053202367765469,0.7028795091747674,0.28837054105106064,0.49144114092227026,-0.19603023728796778,0.5688656637796863,-0.2777769584888062,0.9085736685008458,-0.20430148191674394,0.4955016869023859,0.7449605422824562,0.13724247657612423,0.7208885884010667,0.5574566335612154,0.742276683663378,-0.053742692685782134,0.07296909196723299,0.13764378354578052,0.6068269178028306,-0.27841310957022947,0.12539375967290087,0.25271546704674497,0.5408587864032726,0.01381308035231038,0.6041277236233383,0.8756917307081539,0.0,-0.03846142427445779,-0.2989584912290813,0.8649034731232926,0.12487687351866279,-0.01652257487323562,0.928589170514952,-0.31962534919593133,0.5114938602168058,0.6456732441781814,-0.37331481183854015,0.925668332882224,-0.23980183372344166,0.7877946132184381,0.1106791820221482,0.32142370835187195,0.003448866209852199,0.7687687483092113,0.1644133382676961,0.2739928474956567,-0.39267718091324605,0.07003123469338839,0.4989609224714407,0.4386449685031064,-0.3140441583283263,0.590579714894047,-0.18133876545313768,0.6315103832305218,0.5695243184470455,0.8553364303269702,0.0,0.8083108932236963,0.4992423356400198,0.7298272428475423,-0.1962554534956636,0.30331574715511195,0.9176150402936608,-0.24081474234860656,0.0567567522510002,0.9103629060353203,-0.33658981096503093,0.8029762360969449,0.37507650484828337,0.5509457464711162,0.6116852802198386,0.8438618042572975,0.21695349763824576
Cerebellum_4_5_R,0.6032156864785202,0.6340321147843664,-0.01143917571501079,-0.33564071079628266,-0.5911797467982512,0.183863604738341,-0.24686683882752236,1.0,-0.5687077900663454,-0.3000896367793876,0.24644686257300838,-0.20328882989191366,-0.2662725403498492,0.41462238503862936,-0.47739000833004663,-0.5484551317276072,-0.26393100848535356,0.6801173122858533,0.07254479988294303,-0.42277277390240176,-0.5499750661925971,-0.5661162970030461,0.8289947230958941,-0.2166454406097617,-0.16942507045756477,0.8885225502211423,-0.14101236071157577,0.0,0.4790780624601785,-0.687384340478249,0.12082416623664334,0.2706613126574271,-0.691842858653082,-0.33657512903680015,-0.6394681710167543,0.028194796356787066,0.7933841108327339,-0.5258156777743909,0.6913627108499826,-0.3506991989127058,0.9132781037975808,-0.5386753158743866,-0.33368895045203245,0.3730974291035665,-0.5070548862492272,0.3458715409398452,-0.4780063094566099,0.2899448004080488,0.01841825618419555,-0.518811075546304,-0.6041117154611726,0.37865805669601804,0.5371754426163174,-0.0017180581367954324,0.30720787276053296,-0.09627342900930798,-0.26626380199353633,0.026996640464899406,0.0,0.04725484570325835,0.8867988336475878,-0.04929005257141426,-0.6381157475353558,0.23287157394733635,-0.3573154498966103,0.6696809898487615,-0.2078466551467138,-0.11874697650718635,0.7825013424246977,-0.2091527371130517,0.5769055452223828,-0.3570505588625893,-0.11007793567348019,0.17651221262632036,0.17743536858068898,-0.6096045567657626,0.2947026059026824,-0.22828616780353905,0.8327402491227484,-0.17943582157515417,-0.45092368376476116,-0.634696697957036,0.8359968866726799,-0.43095157764057185,0.8402997404951305,-0.0961707729755327,-0.06442123408473009,-0.11050448142730201,0.0,-0.26986005214695385,-0.13372847019729442,0.12768734037419757,0.4676925103148676,0.684266288619452,-0.13173787008287652,0.7099971234990635,0.6194442342117131,-0.09775535996936663,0.7373637621770469,-0.44706572399287475,0.14948376903912253,-0.3181673649129495,0.232214767170468,-0.06107553323551452,0.6181588017566492
Cerebellum_Crus1_R,-0.3111382937522576,-0.6005539123928539,0.10981677094528174,0.27815625515986075,0.3146807386923572,-0.19680717818638435,0.28636594241498575,-0.5687077900663454,1.0,0.1400907798477031,-0.1569256363821393,0.05006335425138858,0.13699929085796678,-0.6184356304825503,0.6194282704618751,0.3099667338421194,0.17002674169188758,-0.45452612749677346,-0.08394664583443652,0.39307918520805957,0.487537925343415,0.27184259227047075,-0.4035869995817945,0.21118062832351314,0.1368715826547643,-0.5735222562383715,0.029201052584599613,0.0,-0.5430954268856527,0.42382012220974963,0.19338354023130233,0.11904751043451976,0.560662208702756,0.13658377968402965,0.5088475939905133,-0.004126403335301283,-0.5673244608021685,0.619989057437972,-0.34294822826386745,0.25358551675844343,-0.4962688143576318,0.2617334650895865,0.30432479613791436,-0.052482629204362294,0.5269432926667497,-0.16512153204401703,0.2737387655968688,-0.07019285353590828,-0.38008958538538457,0.5000688832708323,0.34568569237330876,-0.07856137131048546,-0.32581857017921984,-0.054450812924198774,-0.28365909214435475,0.28917195067669704,0.02601757742253672,0.15250525088901085,0.0,-0.21142069808013997,-0.5481054270756696,0.20974273413209152,0.36736820914082924,-0.37077170572191026,0.3521628009891442,-0.34517852879444594,0.16526842448732668,0.09648295678082237,-0.47721373789264415,0.3012153657890366,-0.4528035497092117,0.1767685180612436,-0.09114295570175089,0.004586026175211077,-0.2872064262619411,0.4890372217672656,-0.07097695280966379,-0.1236635132827258,-0.49269898616970564,0.6389383280575325,0.22172635326827014,0.44149653235113606,-0.48914754212090594,0.24278583846362187,-0.6077342704186646,0.008148177104976083,0.05139847329737657,0.1254267473629101,0.0,0.2538163855972297,0.02372819329846004,0.01999055625724087,-0.328468278598112,-0.34513984588561203,0.20264765563449116,-0.34723028872863404,-0.29285094802841893,0.19815228505726765,-0.39640222112705953,0.24099056334586888,-0.05069947925457093,0.15837205094709314,-0.09663754573048476,0.2642849424452879,-0.3171735126566374
Frontal_Inf_Oper_R,-0.3569722347841046,-0.04585072232895554,0.7747000128934146,0.7696478786214307,0.7218125455890463,-0.06440284063053607,0.9182815251451787,-0.3000896367793876,0.1400907798477031,1.0,-0.2271026462257826,0.7853061737525034,0.6660223694269642,0.04763903907809845,0.3886248408695712,0.5357923352200962,0.7617113925860368,-0.2678358007195465,0.19523674984379494,0.8687188875172693,0.5434465418942396,0.17582806591458805,0.04179583422971049,0.08798314975562993,0.891471864752946,-0.3838489157245029,0.619786314972494,0.0,-0.18079236368518775,0.5936817925727346,-0.2687090385861557,-0.027117662133758103,0.5811297290235378,0.7934718895666988,0.33444865473658897,0.5839793349668166,-0.1384942047828469,0.4254323443228923,-0.3900443018199644,0.9226192092169725,-0.31391042879692793,0.5865398635074728,0.7930600146191046,0.005796385488834676,0.6866181588931936,0.5778451542610863,0.7691328258477363,-0.1569262724926544,0.21644021843974204,0.10968988539425759,0.6879389377543695,-0.3169165211692085,0.22191674164185102,0.1844533213842194,0.5897387201208139,-0.09522575812784634,0.729307618073094,0.7522001804789231,0.0,-0.05769468836703119,-0.33173330753192987,0.7388675524581406,0.20003954940743723,0.06800658057148003,0.8770472398177288,-0.36759210682285026,0.496298812677379,0.7025253659598486,-0.42321294584255026,0.8203359534392607,-0.1700909154251263,0.8214991911323396,0.13745275961838938,0.2800675193630009,0.08165956929647296,0.7769304166974674,0.1535263180927858,0.44502849582991383,-0.4345722471252476,-0.09796193613155246,0.6289417814649627,0.45467148984000727,-0.3500013513453869,0.6985692076444224,-0.14129723813308812,0.7333552763973121,0.5994748872798998,0.8398627191862863,0.0,0.771602553701178,0.5666211618531241,0.6739757014439547,-0.16806022135408102,0.2599981169097237,0.832864603154893,-0.26125727604951665,-0.05198029645597949,0.8211558049648494,-0.401604886129727,0.8841812335902722,0.4743337418587087,0.6424080695214717,0.6485757983838174,0.6940151703063488,0.2187416990850898
