,Temporal_Pole_Mid_L,Fusiform_R,Frontal_Mid_2_L,Olfactory_L,Vermis_6,Rolandic_Oper_R,Cerebellum_Crus1_L,Precuneus_R,Amygdala_R,Precentral_L,Cerebellum_3_R,Vermis_3,Parietal_Sup_R,Cuneus_L,Thal_VA_R,OFClat_R,Rectus_L,OFCmed_R,ParaHippocampal_R,Lingual_R,Vermis_4_5,Cerebellum_6_L,Thal_MGN_R,Angular_L,Frontal_Inf_Tri_L,Cerebellum_10_L,Frontal_Med_Orb_R,Thal_VL_L,SupraMarginal_R,SN_pc_L,Thal_IL_R,Raphe_D,Hippocampus_R,Thal_PuA_L,Paracentral_Lobule_R,Thal_LGN_L,Postcentral_L,Temporal_Sup_L,Parietal_Sup_L,SN_pc_R,Cingulate_Mid_L,Supp_Motor_Area_R,Putamen_L,Cerebellum_6_R,Angular_R,Temporal_Pole_Sup_L,Supp_Motor_Area_L,N_Acc_R,Frontal_Inf_Oper_R,Postcentral_R,Thal_VPL_R,OFCant_R,Cerebellum_7b_R,Precentral_R,OFCant_L,Calcarine_R,Amygdala_L,Cerebellum_Crus2_R,Cingulate_Mid_R,ACC_sup_L,OFClat_L,Frontal_Mid_2_R,Pallidum_R,Frontal_Sup_Medial_L,Cerebellum_7b_L,LC_L,Cerebellum_8_R,SN_pr_L,Frontal_Sup_2_L,ParaHippocampal_L,Putamen_R,Temporal_Mid_L,Thal_LP_R,Thal_PuM_R,Rolandic_Oper_L,Temporal_Sup_R,Pallidum_L,Lingual_L,N_Acc_L,Thal_PuM_L,Thal_LGN_R,Cerebellum_9_R,Parietal_Inf_R,Hippocampus_L,Vermis_9,Paracentral_Lobule_L,Cerebellum_4_5_R,Thal_AV_R,Olfactory_R,Cerebellum_Crus1_R
Temporal_Pole_Mid_L,1.0,-0.39327647875952615,0.22814246892068238,0.3324278647622593,0.0,0.20502571272462672,0.07218245862259591,-0.4963315367731508,0.06350328407504575,0.045660011982094705,-0.13488065208608824,-0.485784171173677,-0.3317650034830784,0.0,0.6263162519006243,-0.10240348886084628,0.41443905502805684,0.44422288806115084,0.040377797738005435,-0.3492139099341977,-0.46951387612498274,0.12236460700212362,0.15120600667124895,0.19525020393335615,0.41794256824793236,-0.06930443189034854,0.4596486849383267,0.4812499404646972,-0.28713909116015046,0.361057077874417,0.46459467367816387,0.16393052972427663,0.2227898668910508,0.2009932820274185,-0.18158234997615533,-0.04128961600569316,-0.01119619293775659,0.1638863142691532,-0.47078293406167193,0.6300122707105594,0.22578113955131637,0.2722078695330206,0.5291449711049494,-0.4230599749251541,-0.2382949737607218,0.8932541471682764,0.32369082701385565,0.211389422926906,0.5666211618531241,0.021118329197504324,0.10662599497510761,0.036575655130430464,0.02959916817446735,0.42187867074827357,0.001828228188708783,-0.5632672111342647,0.27392626374808327,-0.37575850418690404,0.3999461223520311,0.452719599057268,0.27563420062066896,0.4842260598429047,0.15373206279103968,0.43483224984751767,0.2870834256837962,-0.5786314875431149,-0.36421485620769095,0.20247374292600256,0.3751136327201384,-0.18188535564145183,0.41576538080142117,0.3326891096678876,0.30262119124972336,0.2977249912829965,0.19812387801513723,-0.4628833370755581,0.20839922689922766,-0.3039800431358609,0.27588440466594544,0.28084417129223516,0.6436239819669346,0.24801596440347423,-0.24694836387941319,-0.07849297562763231,-0.14500833818822514,-0.052003991497374,-0.13372847019729442,0.4035969712332527,0.45552669258574274,0.02372819329846004
Fusiform_R,-0.39327647875952615,1.0,-0.247249020032645,0.16654121859175294,0.0,0.39508326694968054,-0.41290138420832856,0.812803123918624,-0.2009805509541341,-0.5227703775850284,0.7432763366782468,0.8241946683299106,0.5343329733847484,0.0,-0.3846680512400554,0.0013647447902483687,-0.617058416351394,-0.7360327916654442,0.7064613686843895,0.8612065521273432,0.8428156812230243,-0.5187270356543627,-0.32223591184352257,0.11374373771680865,-0.21780587853920558,0.5777657925287378,-0.6706801816099607,-0.05778311420979853,0.3876223123509853,0.19613249821917372,-0.43690662338533853,0.5473555042481755,-0.023649021530230185,-0.4952503838651223,0.2665241896774933,0.22971804374677163,-0.05633686733470517,0.5175505348400968,0.574561400837541,-0.4482344026499195,-0.2896148632261878,-0.5527051979664497,-0.006277912262224986,0.6759917200908659,0.6273877842589692,-0.38404040103459036,-0.5350020719922839,0.14666312884145874,-0.31391042879692793,0.06217049269859119,-0.016507985135481774,-0.27609969845347476,-0.48485804142621763,-0.26995818315558684,0.1844259896596305,0.7385223221716875,-0.447956531071742,-0.01555438621325632,-0.2068717082891971,-0.03642925060930312,-0.5833543359069969,-0.3102471534429595,-0.04306156790071837,-0.13451905901677355,-0.1455976543244742,0.810450022117045,0.2962257900884841,0.06010897262020698,-0.34521233783402,0.8413900763429257,0.2617097488800935,0.2347686482985824,-0.15253227945809392,-0.23943096525547816,0.25419740409156805,0.8047399914739534,0.5537753834756435,0.9092608613780114,-0.05631049988008345,-0.10572835190236846,-0.5744669442883837,0.27916971332375756,0.18904965366326126,0.5796589676657612,0.3052593625277613,-0.5594212133667603,0.9132781037975808,-0.4351280807155746,0.15743385107124294,-0.4962688143576318
Frontal_Mid_2_L,0.22814246892068238,-0.247249020032645,1.0,0.6071624358759942,0.0,0.330985427788684,0.03557911267985978,-0.16704098984101548,0.7420525575364636,0.6478805996156445,-0.20753847576246964,0.01905285474203001,-0.1629401407751625,0.0,0.5195985882597178,0.07550585143137438,0.26928562736438544,0.2288219869134703,0.22698052799937019,-0.17439695276904693,-0.1375159348162438,0.12521909787542154,0.6757100810095849,-0.01541821670417565,0.8748086873965532,-0.1777842431875021,0.3171086063612024,0.6583087633404645,-0.15681078564018577,0.21467558837276474,0.79763782887514,0.2059506380166468,0.8164048230287775,0.7221856501576807,0.05330143765563308,0.41276293504311884,0.15848203285845427,0.06286390187284761,-0.025416838693471066,0.5029962627743833,0.6640545514464771,0.712164708685742,0.7463829338471838,-0.12487117313228531,-0.17306693307972243,0.36245350920169833,0.8225824398061361,0.5862006768520557,0.7930600146191046,0.06404995028009033,0.7790341060511924,0.30804699135099556,0.17320067696258878,0.51647946084077,0.11276103813523605,-0.2488764055847669,0.7296050301782739,0.17753536933535707,0.6848235507498208,0.7114396215993078,0.1625790737477315,0.8736271798365524,0.7971298592033074,0.7358523291542148,0.0271463913817154,-0.08134595287607935,-0.0004472706196142534,0.6600110327759382,0.888001751974796,-0.017824387054678672,0.5218237312690026,-0.03989217427533306,0.3514247039308139,0.8719327979301977,0.3193964610251216,0.1412171983472791,0.38331290586447364,-0.1677400062560578,0.5722960746402407,0.783671894700895,0.5266421419794302,-0.14636505420567486,0.03848186681478726,0.3244377167149577,-0.26201707312222977,0.2758125279752341,-0.33368895045203245,0.5927660438280531,0.5215570428439344,0.30432479613791436
Olfactory_L,0.3324278647622593,0.16654121859175294,0.6071624358759942,1.0,0.0,0.6570387126434644,-0.05956066398521041,0.15553869880858762,0.4361536099116823,0.2476861901639624,0.027837777909314295,0.07757666269285814,0.1286059158611753,0.0,0.33396798517206044,-0.016315816826202048,-0.058028424912634276,-0.09246463059036206,0.5218604725836252,-0.011863146310839262,0.06688550262497556,-0.08917263216776077,0.37441072171769574,0.1096541551381099,0.5676457622944391,0.03232223446117429,0.14989857964499506,0.6416201131148034,0.11347875579234323,0.3469675503067537,0.5210106711744912,0.574675121764901,0.6002583406520722,0.30645754775279493,-0.006530031864164772,0.3749975702435884,0.1973482192253758,0.25874810556801153,0.12672819042430616,0.45215519026934936,0.576375781505989,0.38400167646766703,0.8388626245323678,0.0701875409366851,0.06383206644719377,0.4336880857407449,0.5087292885788752,0.7819122004548769,0.6739757014439547,0.2300330883914662,0.5615575365038878,0.1624148286439642,-0.1804919137636535,0.5126208757258122,0.33081743929359847,0.05243205700128605,0.3000871454234744,0.03356432821165253,0.72995964101817,0.8041635308076115,-0.09495805530461957,0.7140557175773623,0.6176995965868091,0.7900460142097377,0.10003772462304755,0.09588622937757289,-0.026097408046553312,0.5707200023371181,0.7012908529501131,0.2814968857676882,0.8670681862906423,0.021280972040561275,0.384470732359317,0.5244487163675169,0.43049394331290747,0.32713941254921236,0.6943814567946182,0.17495977427439233,0.7715433907504539,0.5231801746111047,0.4303754652180989,0.05806296775522681,0.054628026762499136,0.37087054799173236,-0.003715425788942774,0.039723137863741244,0.12768734037419757,0.37326585345406643,0.8545239409378241,0.01999055625724087
Vermis_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rolandic_Oper_R,0.20502571272462672,0.39508326694968054,0.330985427788684,0.6570387126434644,0.0,1.0,-0.03504919885006389,0.22568042256533252,0.33349735609710646,-0.026223148284121648,0.2668062741564306,0.247791307754813,0.19440443657664921,0.0,0.345345274991154,-0.08632020103442369,0.014387320457570886,-0.19816266530490312,0.7437891849405757,0.23250532637227686,0.14064505990776457,-0.20249410935806814,0.1948697224805843,0.06797864582151955,0.33018016166017544,0.10774606020474715,-0.0787824435286362,0.6269356405285644,0.28032655391537964,0.2751267812655624,0.33527087282796,0.5400394372931407,0.4977276791797052,0.19958536304965152,0.3668261427280688,0.1951424181891829,-0.05377283915587073,0.09293807623531804,0.21048062961672037,0.4022323240798252,0.37579555099766865,0.2706707448174015,0.596491189733934,0.09400728411706616,0.22358646928952244,0.27148006397879915,0.29508745607521064,0.7403758937449886,0.536641971659158,0.4330571302370524,0.4669059254853375,0.3198741472404669,-0.18476545586386978,0.4817066727108124,0.4401298297583038,0.15211723760863663,0.1262909677038681,0.0020910203272735428,0.6099689367147038,0.5949534520366172,-0.13024025655506238,0.47451761506344164,0.5336560371272466,0.5546461284911753,-0.030323721733569224,0.12404223684606135,-0.1123453494845751,0.36743638105329673,0.4756762899908931,0.32819709586937906,0.7027290427608188,-0.014571446959555593,0.4624591394638226,0.3117370781540902,0.15785224478179036,0.53736187792388,0.5640417212749516,0.2501535604601172,0.4892393449454936,0.3644918447180324,0.2047550450644733,0.13267432105743218,0.10642906402087957,0.24296707968584833,0.1554050394191834,-0.13120202570832432,0.3578729292190176,0.4191887525424964,0.639485141686871,-0.14928049382768774
Cerebellum_Crus1_L,0.07218245862259591,-0.41290138420832856,0.03557911267985978,-0.05956066398521041,0.0,-0.03504919885006389,1.0,-0.4235345871526128,-0.06390385125486996,0.3342574016354672,-0.5449958866363493,-0.4458696066084488,-0.33062933484441737,0.0,0.07007264933456964,0.11417877260412729,0.362511561853453,0.459956225949742,-0.2888296678847788,-0.5201792357405811,-0.4721328414069652,0.32217278290750384,0.10295120770982946,-0.2112512744310893,-0.13829282650876867,-0.536636702634697,0.45914868158118216,-0.08710804978758951,-0.18313037607955027,-0.19669717369579498,0.18073506545678958,-0.3219478305352188,-0.15675990973712622,0.22464062351917027,-0.21411569113720721,-0.2914924666688328,0.08325574163744154,-0.5604704428382535,-0.26948859765095323,0.21442324314143757,0.25915544658126966,0.18376071364777768,-0.018466591875928806,-0.2721322631727735,-0.40227449668000215,-0.028966718706229695,0.2610323278694013,0.12220535354606982,0.13314691435566742,-0.027518249772796287,-0.1631345308323245,0.42033587042538306,0.26958154437853754,0.09903359702497938,0.1614791278791414,-0.28211035220789504,0.04572072645308779,0.3012635263486841,0.1386545551176605,0.10687265646273561,0.3065431729263209,0.10409786278365338,-0.046527991394982315,0.16801479289965557,0.1610025516635816,-0.43590779168047805,-0.1973812064822356,-0.1686678146802517,0.19901223011839825,-0.5980307413677116,-0.011380793572632967,-0.5274082000755649,0.0783885343758048,-0.049367758090895546,-0.30071277848708755,-0.3423181465821969,-0.2948404942009333,-0.5445936777873797,0.004012033721395355,-0.16818757027363154,0.15307453378423672,-0.35587797300271184,-0.17473936236305726,-0.565022968236554,0.12236797403525086,0.39303093467481526,-0.44694621850242433,0.30976501599286427,-0.025543183090280922,0.4680472555982533
Precuneus_R,-0.4963315367731508,0.812803123918624,-0.16704098984101548,0.15553869880858762,0.0,0.22568042256533252,-0.4235345871526128,1.0,-0.17108041606038746,-0.2146936712176473,0.5842650099916625,0.7154653366578757,0.5746292608236241,0.0,-0.5084230978992603,-0.08686579478042268,-0.6717469576876737,-0.7950511713167281,0.43471378688956813,0.8129711332815494,0.7612212936802957,-0.3826856620261001,-0.32856765696158957,0.09376025902565631,-0.23030501924213317,0.41990445027040246,-0.7270604419130671,-0.2205118093472219,0.6294329227191431,-0.0017286484935892538,-0.530757694168877,0.36071357163264917,-0.07293302902385386,-0.5697438111017014,0.3050159835120648,0.32478610704020855,0.28260133707311946,0.4870336298613248,0.5209222147800753,-0.6161464067881188,-0.04185037522953121,-0.362447639973336,-0.08709815000214116,0.6073551597103922,0.4957215643283284,-0.449187341383408,-0.35289911159522486,0.08063435135135359,-0.3900443018199644,0.2485953659012433,0.007472374841974605,-0.37287265430068345,-0.39998116616744717,-0.10736009784957938,0.04007248988983878,0.8332838864741335,-0.4631869749710079,0.009578786775986932,-0.08586869811076449,-0.13877863352516248,-0.5231050016123276,-0.2856577126591431,-0.06910880197608363,-0.14212580459796315,-0.13800248496963527,0.7470560395293283,0.4994008944994469,-0.007486142800752535,-0.27737745318219853,0.7105867936270343,0.1756727001393804,0.14421433190963703,-0.15253115126906433,-0.2929452053276753,0.48227026721522837,0.744474483653936,0.420483405860655,0.8407841095497428,-0.032206606189750395,-0.19850515231813665,-0.5091642107881281,0.20996284292443665,0.2868843045737033,0.5855009223184512,0.20496540713972988,-0.16453674061885307,0.6913627108499826,-0.5735993210918736,0.07704378147729188,-0.34294822826386745
Amygdala_R,0.06350328407504575,-0.2009805509541341,0.7420525575364636,0.4361536099116823,0.0,0.33349735609710646,-0.06390385125486996,-0.17108041606038746,1.0,0.494910679496421,-0.04391545142937534,0.02333048335320883,-0.08046183013707395,0.0,0.45398760285748246,-0.06887296076603319,0.3444207668696586,0.17390265677807196,0.2924650404188747,-0.18807338288818506,-0.20032648019171015,0.06311045082587871,0.5718556517756955,-0.03614553209743844,0.6972675956983512,-0.14117189546293968,0.267828871313242,0.5872296934026161,-0.09629018754598037,0.10575453692727496,0.7475968311481878,0.14459678493594763,0.8550839763473653,0.7191659036172781,0.3009515042605807,0.31726909287757626,-0.12843914453586253,-0.10031147443540464,0.09093184907371495,0.5443976020085948,0.4873359156958764,0.7640151024567907,0.5051963072616095,-0.12003470530049469,-0.10470154056396049,0.29357818001205166,0.7006491267548646,0.46473313870224175,0.6424080695214717,0.23400733773968366,0.6937991854307914,0.4405320167063417,0.2240429055547915,0.5274977082928909,0.2251943955345367,-0.1710095250929388,0.7707780939014006,0.179229392023534,0.6000674583095887,0.45815084460032734,0.14382037322913563,0.6760870537564287,0.8328856598456812,0.4425477079819661,-0.09913604147626247,-0.08475354476350637,-0.11149031534893371,0.6215374867685747,0.6826912193957303,-0.002391139887147363,0.2686160121834886,-0.06345227051373624,0.2469011900647826,0.794977529017541,-0.07579208295004804,0.21539651520209205,0.10852833187589761,-0.21200235124948313,0.6008595713824999,0.7617199777370011,0.4461434379989839,-0.1906831672361245,0.09651311082563739,0.2323794751161509,-0.27715071874865665,0.1904564937685702,-0.3181673649129495,0.5618649210074369,0.30409399581207597,0.15837205094709314
Precentral_L,0.045660011982094705,-0.5227703775850284,0.6478805996156445,0.2476861901639624,0.0,-0.026223148284121648,0.3342574016354672,-0.2146936712176473,0.494910679496421,1.0,-0.5046066152423512,-0.36735763839233504,-0.3958466857274277,0.0,0.2439957138310768,0.08611005761785895,0.43423089954473776,0.41048328556207536,-0.2460245263561009,-0.4734542742842801,-0.44213803583990735,0.5130158895431428,0.42309967185837155,-0.22630866959432944,0.40354891388899145,-0.5236184453631519,0.3865487994641868,0.1105246157790964,-0.05731194563192315,-0.32732190173374315,0.46277074233905197,-0.3193042262135694,0.3498078346989254,0.4298734311975278,-0.060439811093150185,0.14073712900545365,0.5208413031791461,-0.3853013320504659,-0.34246687337496573,0.23933445967101968,0.7787041837901354,0.7378064001451824,0.303872005566441,-0.33927633567516935,-0.5565378628237304,0.11353557388938157,0.7973393727890187,0.2971145418541407,0.45027761296082847,0.14687299334145132,0.3155506409350286,0.40396298804805186,0.42101171416500655,0.4965884577192419,-0.05409727743109594,-0.30785211847956717,0.4497896932932865,0.3218720065999139,0.5988052578161497,0.36559278915026044,0.32811609815921616,0.5942507250023532,0.414987691257283,0.5006664828637665,0.13170159030379114,-0.40013182563193767,0.16073532047217215,0.1593037175794364,0.674845501351619,-0.5159544600864227,0.18882531842069317,-0.4418384830871561,0.23756278587636442,0.39628242824817367,0.19050373349949543,-0.18628608836810967,-0.1320365703112947,-0.526314749073158,0.3203812346664083,0.22752212272255123,0.4337188682535181,-0.47322271936535015,-0.013250210285280213,-0.22114923230456038,-0.16451575499439108,0.7928679010838604,-0.6587738484637676,0.40074144092515007,0.17489816920869697,0.6184238043706425
