,Olfactory_L,SN_pc_R,Frontal_Inf_Oper_L,Temporal_Mid_R,Temporal_Mid_L,ACC_sub_L,Cerebellum_8_L,Cingulate_Mid_R,Parietal_Inf_R,ACC_sup_R,Paracentral_Lobule_R,Thal_MDl_L,Calcarine_L,Thal_LGN_R,Cerebellum_7b_L,Thal_PuL_R,Vermis_9,Thal_MDm_R,Cerebellum_4_5_R,Cerebellum_Crus1_L,Fusiform_R,ACC_sup_L,Cerebellum_6_L,Frontal_Sup_Medial_R,Frontal_Sup_Medial_L,Caudate_R,Vermis_1_2,Cerebellum_10_R,Frontal_Sup_2_R,Cerebellum_3_R,Thal_VL_R,Thal_AV_R,SN_pr_R,Cerebellum_9_R,Thal_VA_R,Frontal_Inf_Tri_L,Hippocampus_R,Temporal_Inf_R,Temporal_Sup_L,Vermis_6,Putamen_R,Precentral_R,Supp_Motor_Area_R,Cerebellum_9_L,Raphe_D,Rectus_R,Thal_PuM_L,Thal_VPL_L,ACC_pre_R,Calcarine_R,Cuneus_L,SN_pr_L,Pallidum_R,N_Acc_R,Thal_VPL_R,Angular_R,Parietal_Sup_R,ParaHippocampal_R,Paracentral_Lobule_L,Postcentral_L,Thal_PuA_R,Thal_MGN_L,Frontal_Inf_Orb_2_L,LC_L,Pallidum_L,Frontal_Mid_2_L,Cingulate_Post_L,Rectus_L,ParaHippocampal_L,Rolandic_Oper_L,SN_pc_L,OFCpost_L,Thal_AV_L,Thal_IL_R,Precuneus_L,Frontal_Inf_Tri_R,Postcentral_R,Heschl_L,OFClat_L,Cerebellum_7b_R,Thal_PuI_R,LC_R,Insula_R,SupraMarginal_L,Frontal_Inf_Orb_2_R,Thal_PuL_L,Frontal_Sup_2_L,Olfactory_R,Red_N_L,Thal_LP_L,Cerebellum_Crus1_R,Temporal_Pole_Mid_L,Thal_PuM_R,Caudate_L,Supp_Motor_Area_L,Lingual_L,Lingual_R,Cerebellum_10_L,Thal_IL_L,Cerebellum_4_5_L,ACC_pre_L,Cerebellum_Crus2_R,Thal_MDl_R,Precentral_L,Heschl_R,Temporal_Pole_Sup_L,Frontal_Med_Orb_L,Thal_PuA_L,Parietal_Sup_L,Thal_Re_R,Amygdala_R,Raphe_M,Occipital_Mid_L,OFCant_R,Temporal_Pole_Mid_R
Frontal_Sup_2_R,0.7280188624916039,0.6432087658131518,0.7618994257461343,0.16345897493594114,-0.2042563184441533,0.8006511519032702,-0.27958080783288,0.8653538716558641,-0.011098938881108718,0.8491952583165142,0.03891722241695605,0.3462502157269804,-0.0648554574367655,0.6461638724857311,0.0993328029599193,0.027154624733221604,-0.10555485895212999,0.663699057290888,-0.3573154498966103,0.1955880175905485,-0.29093588149793875,0.8721230452078672,0.16852878797003598,0.9046007079206645,0.9107780667017199,0.8528012354086641,-0.43566562235430256,-0.07450680396341171,1.0,-0.31157009810236397,0.8643469594832109,0.739635776709273,0.48808438987158553,-0.15825032053708823,0.5744241773771057,0.6498386416328225,0.676092588286358,0.14613536397934715,-0.19926260419897854,0.0,0.715783068308369,0.787183887522165,0.7504794617150446,-0.22574663376060003,0.2007328735913532,0.13398532498126947,0.6001782594759228,0.593350801554835,0.8205131221720368,-0.31595011766906317,0.0,0.4999912946186709,0.6975363713425583,0.7877953743597063,0.5722460891939388,-0.26821991298179254,-0.1909556232399794,0.23698931685047298,0.4081767769759242,0.12896604627751201,0.03175495050914375,0.3767805678029435,0.2563673298241137,-0.2943922766879387,0.40705466926387796,0.8063261094137826,0.21758890286090082,0.4247300713524606,-0.20716720091478044,0.14778068478946174,0.11066947980612447,0.4333226378933275,-0.08763858963188348,0.7777327777715423,-0.024378161218996983,0.928589170514952,0.38457008339324195,-0.30866620349403856,0.24269530811702736,0.15534639371166972,0.05144695733531827,0.10672237309363604,0.9092401411999398,-0.009253900086188899,0.43332859834869036,0.510334617210437,0.9571364736634213,0.7015730075936827,0.4665362619859542,0.5938834692333222,0.3521628009891442,0.40536704142931956,0.6884299644582955,0.8488125347216696,0.882061569228837,-0.3350734694981321,-0.34915121910438535,-0.3256960948774994,0.5578508616696164,-0.4059240460524477,0.7534261834779478,0.14934547020815764,0.41313495200508626,0.5947065858746917,0.5923757203715759,0.4713889148154928,0.5276981539172455,0.6981887206026345,-0.17120246250308607,0.3332274077085298,0.6484264942388569,-0.0724374904771725,0.0,0.5400575110637982,0.5916403982936287
Cerebellum_3_R,0.027837777909314295,-0.24307825050834272,-0.06646651259049387,0.3611539586982868,0.5380628155148647,-0.39431450351161834,0.5454001533649024,-0.1591580020741664,0.05734372906531646,-0.09768109814389861,0.39132168834191927,0.47522583215861697,0.025266378489059965,-0.3196083914492716,-0.10836133943262855,0.40841029266346035,0.10425860218799435,0.09957982756920729,0.7973109132637801,-0.5449958866363493,0.7432763366782468,-0.15062853335016171,-0.4603576096433668,-0.2556616829265878,-0.2825026523869889,-0.022897161009667745,0.6220947425635718,0.04048121232375596,-0.31157009810236397,1.0,-0.13209372528027713,-0.3611534358318494,0.10230432118153873,0.36105350460182883,-0.0859216347871227,-0.03892460159941246,0.09272095621909447,0.21411872832448386,0.6020533452746906,0.0,0.07887844610905005,-0.12445989059707292,-0.3066387857923051,0.3326729633428544,0.4462802124898234,-0.3914619117627826,0.05247949089890739,0.16403428125254038,-0.17616155097947414,0.47929991151549417,0.0,0.11941261447478044,0.0695722951318479,-0.11049433884973701,0.0056426571496660215,0.521263992663862,0.47012596481313096,0.6093861859090017,-0.5859473910114139,-0.16332449987878161,0.5831087298372334,0.052875352738677356,-0.1426167513042504,0.5554892664414375,0.3655450234063847,-0.20753847576246964,-0.02332497032340788,-0.28574466020473754,0.7649960324368861,0.20470583677095597,0.2403868116359854,-0.4643642289101806,0.14825178681020176,-0.3014447576393195,0.14650665454275325,-0.2717748629769353,0.0909104689780259,0.5283230411683331,-0.5094026349580046,-0.3518311834009743,0.5259108209505302,0.07122066043001919,-0.17412473245580137,0.13486648610512356,-0.5340288221484143,0.29741297694777696,-0.35347988152516224,-0.019519260952360173,0.00016129459733574768,-0.043853471306717344,-0.5590492759288439,-0.13488065208608824,-0.09691493893083086,-0.06534715942207978,-0.4127361716002137,0.7265301491765271,0.7854282014894778,0.6443221795191066,-0.22995393037634126,0.7364892493941314,-0.2827917618015886,-0.20842038144154332,0.3383772634898669,-0.5046066152423512,0.23253888189132566,-0.054688364577714386,-0.5918798067044707,-0.41755018929064314,0.41527650996114873,-0.10597989472716246,-0.04391545142937534,0.47948952804680534,0.0,-0.26028038011058924,-0.4301008869458774
Thal_VL_R,0.8249366833642982,0.5913236042840231,0.8026232366049085,0.1967141899313432,-0.022347726795722823,0.6459712786948253,-0.06857817785483883,0.8118520274439729,0.09338333532697703,0.8077909890016802,0.0722503306457871,0.6254496060573554,0.06616598919053353,0.5467560557096807,0.06642359999785093,0.17558830855912502,-0.11709099820416076,0.8343108391144501,-0.11050448142730201,0.03365666938297466,-0.04614441883701906,0.8609593808275239,-0.06272473638824842,0.8364982778722378,0.8679451598472153,0.8342039314892411,-0.14968244932096386,-0.02207971654348526,0.8643469594832109,-0.13209372528027713,1.0,0.6493752159020745,0.4790615688667825,0.004406484882239797,0.563529134418868,0.7405455476335292,0.7428196725738841,0.15835145570735784,0.10532737817272043,0.0,0.7927841528009971,0.5962567694739536,0.5828184649287762,-0.002564361382965389,0.39075835314216056,-0.1267358425698893,0.6733917221967564,0.6885350872392215,0.7951525508300724,-0.05330880389319553,0.0,0.6445163812717645,0.7791395682038684,0.7995020865326266,0.743504783051496,0.03437679198714492,-0.0008499503731109759,0.4192279226347216,0.15366056156973548,0.17836214426418784,0.2381954392726277,0.40723860732575856,0.2653581969191151,-0.02350893840650564,0.5956599234882022,0.8129746970964209,0.19275711471879534,0.14982574529526593,0.11715287160238763,0.35989234639403034,0.3391317639997368,0.2535317604361069,0.013632120023561123,0.7428168191617059,0.04125160278152216,0.8553364303269702,0.24728781803350403,0.010726547748179908,0.0946578235260945,0.013397659059422466,0.30881160184133877,0.003776459157471224,0.887239850502692,0.016161974862151856,0.2703954127080152,0.6079118821276658,0.8605127167855776,0.7522964071986415,0.42837826034291576,0.6150628336674253,0.1254267473629101,0.334609960486938,0.7288407805909134,0.8547941090779557,0.7165253133128728,-0.030327025484469326,-0.09376902375311148,-0.10941162385236483,0.42393557335734455,-0.09580102704687433,0.6674248182456877,0.049199472110373864,0.646495532404374,0.4038978863424725,0.673420489773241,0.43671345127497824,0.32279936280471067,0.6044787480660944,0.07304286596907973,0.2919541188588048,0.6071994501586176,0.08522191198893816,0.0,0.31995880347158157,0.32178697073682183
Thal_AV_R,0.37326585345406643,0.7409283090739799,0.5612733756521552,0.06885179831477775,-0.19221126840665564,0.7378166452220729,-0.26265971776255526,0.6252731018294039,-0.0304932687975269,0.5961233110717968,0.0663323055700607,0.14692845595336948,-0.3956095158337439,0.6360173705181928,0.02176818656091811,-0.04861624563794737,-0.16834038590811748,0.43623026773607976,-0.4780063094566099,0.30976501599286427,-0.4351280807155746,0.6506789616283195,0.15262153811652437,0.6636740114862997,0.6389352990624824,0.5763437720611052,-0.5968247584318991,0.0875514954107585,0.739635776709273,-0.3611534358318494,0.6493752159020745,1.0,0.454339086758337,-0.1961611340930077,0.7869646604964347,0.576248041011158,0.5782737222028376,0.08815627933735182,-0.40118902271807944,0.0,0.35256696112495506,0.4947439677443617,0.6729871242633673,-0.3044946828338617,0.027144922842796786,0.44715292710875226,0.5241707088779397,0.44295453925588163,0.555056137845704,-0.5306081374282627,0.0,0.35912367722799143,0.5871375076566384,0.4983912891447095,0.45710089226877443,-0.20200626257194737,-0.2972302945030816,0.13560188216868396,0.22365026206683472,-0.15564206009334233,-0.18294290773779429,0.39100613858861455,0.37839316955854685,-0.4166847948251945,0.06958087306710409,0.5927660438280531,-0.121131096398832,0.654912885554379,-0.3588704813346771,-0.23488453649670232,0.10731797976062288,0.5217234442377998,-0.1340430648752228,0.7560288054458342,-0.26026149859141406,0.742276683663378,0.13776659454235266,-0.6159108704941927,0.374122325807898,0.2938065438592337,-0.00602271817096036,0.20226418024461829,0.7022972626944755,-0.0732262225097049,0.6022743253545233,0.3105802157361643,0.7303820443674455,0.3842176756720496,0.5307601523455744,0.6671009901195232,0.2737387655968688,0.4035969712332527,0.6148751238181799,0.5489773761753929,0.6920277724338472,-0.5500368889657048,-0.4820477355950068,-0.30329271866066343,0.6806439536940909,-0.5376391529262471,0.7540142876184386,0.12006652553666888,0.18834711828376038,0.40074144092515007,0.4584901340684083,0.4682382109711503,0.650141144514344,0.7963698940761245,-0.2062153572185338,0.5745033095871738,0.5618649210074369,0.18749274719375605,0.0,0.6174995998434941,0.6218862585001931
SN_pr_R,0.3326782958697327,0.2280116339599183,0.49914484901636097,0.40141857781188345,-0.07629366260874618,0.36817304458268946,0.04636707638687171,0.4863936261800532,0.2958789599152905,0.29787001745490616,0.5629669861539305,0.3368024544070239,-0.15945722694505815,0.3851811608818407,-0.13988184097978842,0.20414506885575223,-0.09748103407256517,0.2846153927829192,-0.077926927570785,-0.13963713369223132,0.010035730401471455,0.28039512667607597,-0.03811021815610737,0.2574619314094164,0.2938666500058325,0.3542608781746729,-0.10546934154311892,-0.30004715804958765,0.48808438987158553,0.10230432118153873,0.4790615688667825,0.454339086758337,1.0,-0.10560868817889248,0.3683226384572834,0.47961777226085595,0.6150672978809524,0.17558949921939596,-0.0009313741137272476,0.0,0.18826809018439825,0.49788008664961386,0.6262745932433764,0.16965039500469262,0.3321882149219895,0.005893065819514564,0.5165507700492056,0.3603199912773212,0.22276967031103162,-0.032595871660480454,0.0,0.35074529718662634,0.598177574699117,0.43808399288707467,0.5490369738182329,0.1237006704851486,0.12435116561018693,0.38504872117263284,0.1880309802468253,0.03931906771799416,0.026370049644572503,0.10383732836716912,0.0634289479734258,0.12902934843783115,0.13113055366269166,0.5053075682223923,0.45504033919622605,0.21022835209310695,0.17465522668563205,0.09354182891283151,-0.10923959430727186,-0.10286062658745554,-0.2319180587964994,0.30824652324193397,0.2779166467384623,0.3263324851948493,0.41461350088796395,-0.08817701042187598,-0.078243405190398,-0.005433882583870724,0.15914728007830709,0.04253286275475023,0.36685882248631185,-0.032277607416811495,-0.007517806796233319,0.3001782250480313,0.5044624422531021,0.1979750608131226,0.3574461034651748,0.4493110959417018,0.0015461295925386367,-0.08070336364189876,0.4763914308451891,0.2816977871343893,0.4893065754853824,0.027776593656682207,0.05692185966085669,-0.04497002931110351,0.6847499479215232,0.015651785032062535,0.28715939483363834,0.1370945199589741,0.2503001503433164,0.36156899018308086,0.4182887310090784,0.13021182153078437,-0.03573806330523571,0.36763772671912504,0.175792640167962,0.18940510606022617,0.624222798994685,0.15627501476802186,0.0,0.19270244394719346,0.18100069309764602
Cerebellum_9_R,0.05806296775522681,-0.055654103355648174,0.0181378373697304,-0.18692666983708897,0.5382671736921715,-0.21759965597580241,0.5738447408044328,-0.1077959170380393,-0.0587739562601213,-0.060840220200329205,0.18008081932622125,0.36484826652407243,-0.1480059638113383,-0.05716911111543663,0.07273359582324368,0.0998866437388574,0.0637944605399863,0.1850248473579064,0.41462238503862936,-0.35587797300271184,0.27916971332375756,-0.029494927405606632,-0.4182049268214529,-0.11217907525499696,-0.07912212955013376,0.020672038404795996,0.3138714843298796,0.33672307188311956,-0.15825032053708823,0.36105350460182883,0.004406484882239797,-0.1961611340930077,-0.10560868817889248,1.0,0.03561951683771251,0.04353143576379048,0.0033658447727861443,-0.3091615337204459,0.5021373997885277,0.0,0.11016661397908448,0.03167970456365512,-0.2817370696995004,-0.06363442397063569,0.2899429567162101,-0.2612725793288626,0.03013635353112063,0.16134774838295785,-0.08610819544227202,0.186110377577572,0.0,0.0913456270922775,-0.1459361772552729,-0.08336118239024189,-0.015725183722719364,0.4020026629515862,0.39265910111520885,0.1889224467491719,-0.4572365768471212,-0.07323073352782176,0.36966620287624063,0.1626595986905643,0.22199421023774477,0.16571614530158615,0.2891121199095206,-0.14636505420567486,-0.27658232494880985,-0.1729088206748076,0.401764169086333,0.27649707695709647,0.337378091332847,-0.009050245366635944,0.2644978936799795,-0.13149089926952048,-0.22515643371783456,-0.08590897379773964,0.12095006659254956,0.41903452501696375,-0.261947140657398,-0.14441591860173852,0.3312814424090804,-0.027533274348219013,-0.08787972039047856,0.4789757420602677,-0.5061137989662217,0.2779368172290975,-0.19294484219983912,0.07526116727359444,0.13738512836233785,-0.004481493621929066,-0.6184356304825503,0.24801596440347423,-0.05946775666237789,-0.0039379324481198415,-0.2949282638184459,0.38346725171197804,0.3636012089390275,0.3070324523512474,-0.3328677649009415,0.3813796746696959,-0.1306324550743109,-0.8202319255359893,0.29600780449862435,-0.47322271936535015,0.0933260309462413,0.25976950621082245,-0.2173201015539991,-0.2386655534392406,0.1809723489293475,-0.05994013739719987,-0.1906831672361245,0.21204702390892924,0.0,-0.3840042910809247,-0.5742956366360389
Thal_VA_R,0.33396798517206044,0.7549146222287219,0.6572802092395962,-0.19050777502532998,0.25095187189762036,0.5228434718552737,-0.029624860818377622,0.5127725306708882,-0.1460044440152705,0.460851200392843,0.16387458996578746,0.3694607723137448,-0.5231228586044461,0.7097280981480275,0.0729895394904685,-0.03462992276558307,-0.20783228176287388,0.4916613860461754,-0.26626380199353633,0.07007264933456964,-0.3846680512400554,0.5384087894016678,0.08498407865057005,0.5098338441696335,0.4770172806354787,0.530907727215995,-0.5056471857531543,0.3087484798165784,0.5744241773771057,-0.0859216347871227,0.563529134418868,0.7869646604964347,0.3683226384572834,0.03561951683771251,1.0,0.6682461149661649,0.554194935437997,-0.23305649890187102,-0.05745340351482284,0.0,0.33148328305538904,0.43214414074704005,0.5820940389402387,-0.37589004075435933,0.17079242134507425,0.43982823543571,0.5692632218801648,0.5471067200045645,0.4147796427330854,-0.5337629599238015,0.0,0.38343687647297703,0.5642349976925144,0.3070634189928971,0.44828366076245085,-0.10052636738544299,-0.21405577858477962,0.1804534496261945,-0.0595566745699622,-0.1396675895141718,-0.09978507363445505,0.4893768710684255,0.6188699020543759,-0.43245820173928357,0.0956834158453721,0.5195985882597178,-0.28518517912706215,0.6214305443482298,-0.16640186605289295,-0.0380148315995024,0.2615487706548146,0.6622470612534366,-0.12477457740052489,0.6834016513173672,-0.38239643153966507,0.6041277236233383,-0.014928569624038606,-0.3730725663329688,0.2950808457382602,0.19747060157493626,0.19356556465430974,0.19549118396060677,0.5029989713865356,0.07788688192513303,0.3761994572811556,0.5658947732419105,0.5655046179643644,0.3514094422769967,0.705275522454885,0.7072684532378768,0.02601757742253672,0.6263162519006243,0.5680198569442099,0.42052779355473713,0.5479067060026174,-0.3929851636477378,-0.31174587646295127,-0.11925103175701537,0.5830443998990374,-0.39966866476988455,0.6704873649273405,-0.15096032694197584,0.3263946948705121,0.2439957138310768,0.48891728331877704,0.7341080684623246,0.5696997584764596,0.5783494177179309,-0.1726419086539319,0.6459338463654953,0.45398760285748246,0.29198824722872596,0.0,0.3660349617793115,0.2768431815490131
Frontal_Inf_Tri_L,0.5676457622944391,0.6259494620010889,0.8913345351200083,0.04752112596111898,0.24641714640926138,0.45027556031156796,0.03416598917469083,0.5939816138636584,0.0180730579359705,0.5044717457708893,0.14010748575810386,0.6243830883273871,-0.11960911493744589,0.5798502665319069,0.019516931242517604,0.1273404546702361,-0.3289880251371324,0.6817700784707287,-0.20328882989191366,-0.13829282650876867,-0.21780587853920558,0.612858096699397,0.02065497868195631,0.5667833201299486,0.5862716950754758,0.5532441537408722,-0.24339126970876315,0.03731706211431455,0.6498386416328225,-0.03892460159941246,0.7405455476335292,0.576248041011158,0.47961777226085595,0.04353143576379048,0.6682461149661649,1.0,0.8378437110068783,-0.09828748511611526,0.27577829021822853,0.0,0.4352815810635666,0.39660423305139747,0.6421422675174183,0.019228074062199778,0.33056566074864296,0.0510953381627828,0.8095190803874844,0.756339097896923,0.47215424156651997,-0.2728242444218088,0.0,0.6557958602731714,0.7609479993889778,0.4726923561211258,0.7618754520027972,-0.011990313487967868,-0.13206390594729375,0.330461725280128,-0.025657397752176438,0.014196486063768684,0.0693501806412485,0.5688152363422465,0.5827378821093296,-0.09992384463015198,0.35276655917724176,0.8748086873965532,0.0894867121331124,0.23888852738211516,0.13290580686768544,0.3481443557769263,0.3989032511230555,0.4366610285890942,-0.16180788500063345,0.7805633426812602,-0.09116296876736027,0.6350327481575133,-0.07257808628174033,-0.01749455897981192,0.1483218312320561,0.0979657722329441,0.46194605976273573,0.11424454653275067,0.5832075250560794,0.04151025439777467,0.22746621494823052,0.5866435043713476,0.7386948833381156,0.49769981003877095,0.5831741281057068,0.5814812455583593,0.05006335425138858,0.41794256824793236,0.8420401541704249,0.5244015462696071,0.6396077962109011,-0.08560931882351881,-0.136748134459692,-0.009560684648201326,0.5597511470002533,-0.1291067610351798,0.640618058727797,-0.04532266166040978,0.6057593899829518,0.40354891388899145,0.6543355880511618,0.6002849773393868,0.4113405090253639,0.6202584525795292,0.010519687283543501,0.4349293476924298,0.6972675956983512,0.3297890657480427,0.0,0.1366225823441796,0.1880786706170642
Hippocampus_R,0.6002583406520722,0.5757334745270362,0.7765165309418878,0.35856877459766373,0.13059895470226093,0.49448562664709944,-0.01003638384278648,0.6345762593186133,0.1096243023131011,0.5157363860629905,0.2836717310397271,0.6229221394475424,-0.12721702138129667,0.49321472913872993,-0.04647428194402307,0.2398010945750646,-0.2071823766876183,0.6656624262968039,-0.0961707729755327,-0.15675990973712622,-0.023649021530230185,0.5880627091055555,-0.0961879874760663,0.5415799107738439,0.5433747991921404,0.5509121083946207,-0.12021635348372828,0.02389790101191949,0.676092588286358,0.09272095621909447,0.7428196725738841,0.5782737222028376,0.6150672978809524,0.0033658447727861443,0.554194935437997,0.8378437110068783,1.0,0.1591437730351622,0.1843349055530673,0.0,0.45880364275507274,0.49968925850780377,0.6603675032604587,0.0513379740725455,0.4165316894040257,-0.03998924124495378,0.8835422186406157,0.8242346664904275,0.43559777896067714,-0.1526105275381121,0.0,0.776465407139348,0.8664107465255757,0.5389262950171355,0.8399710717956463,0.04534148157489417,-0.008068567520951737,0.5267527366013531,-0.011441568360306388,-0.11174332144673563,0.1546372890323268,0.5562414227763759,0.35861897862672826,0.02492838270807919,0.3591945945645134,0.8164048230287775,0.20853486042376537,0.22661879283228947,0.23339133340193713,0.14054719311357522,0.3708317253786692,0.23306096993608882,-0.13857468470711065,0.7719360981242337,0.0019743767655383566,0.6315103832305218,0.1466489928325368,-0.06662256789223223,0.0016580916585379507,0.09329132398691095,0.5170250162047784,0.15146821018664225,0.6631043197737561,0.03534269517005126,0.1582919950141957,0.6146686647431232,0.7145818118554887,0.4788567174742507,0.5823840013343604,0.5962326936363468,0.008148177104976083,0.2227898668910508,0.8820480343995518,0.5424030350338576,0.6477144233833179,0.0073421257741120355,-0.0010494587675836287,0.023884874835831613,0.6322032460803025,-0.033993962254042616,0.5401001566380841,0.029981009320049257,0.6470116333571775,0.3498078346989254,0.7712289642190076,0.43383601745922434,0.28790123859481687,0.6835831390706454,0.1248960782315057,0.30148385406246686,0.8550839763473653,0.4243502327197971,0.0,0.2749252060009307,0.2976317693606751
Temporal_Inf_R,0.1533645825376499,-0.13664866090522448,-0.05605628341762324,0.8763124487456899,-0.40072146091218397,0.19838801967433312,-0.14864632954212414,0.1007686414472033,0.22234507625987096,0.2781847762162342,0.18934953346091937,0.059232422823556986,0.3304840117372962,-0.4208567519547772,-0.23724503820977136,0.28605049952560135,0.24624758043992218,0.08730754842691403,0.2706613126574271,0.09272662252293226,0.5487596550270167,0.22475996644892474,-0.12868576131202905,0.17974523689709584,0.17949557525665974,0.1816431729341349,0.3557380842042911,-0.3359127475418151,0.14613536397934715,0.21411872832448386,0.15835145570735784,0.08815627933735182,0.17558949921939596,-0.3091615337204459,-0.23305649890187102,-0.09828748511611526,0.1591437730351622,1.0,-0.23874133856880217,0.0,0.23982981706304962,-0.06420727176431743,-0.06394163154576257,0.43532184152567927,0.15041947207301629,-0.32434189797206153,0.0025132250915605226,0.023500740160606225,0.250378630233176,0.41426600825533066,0.0,0.02717800525046374,0.24376002662034563,0.4219407763879235,0.12109570585566896,0.1662914959423579,0.11178110189351535,0.4949969157205829,-0.012749375072112738,-0.07745765542933594,0.3457564970293735,-0.23019926417760997,-0.5667975331928189,0.45439860668774823,0.2687522725753619,0.11058012685105237,0.2292463134315397,-0.13470679441249842,0.20525292510137916,-0.17653743233975358,-0.0977811488570979,-0.502731295881675,0.0443578391317538,-0.013551599626807404,0.41074511203298786,0.1841533128497656,0.12519342051127977,-0.06052396438503622,-0.19085857676312257,-0.03939182144169006,0.0812741284302436,0.08351220730262901,0.317177898318801,-0.35895413724061814,0.21434082290629172,-0.04386496297619169,0.12753247544954716,0.16437084799507284,-0.29788640791393883,0.03578172627067958,0.11904751043451976,-0.5533662379701614,0.015917900548212096,0.29023953009506287,-0.015928772580702025,0.26434945710515706,0.32388900852187563,0.060657920318212315,0.011908566788550845,0.27997982675213406,0.024734531959244247,0.5064762123838032,0.11967771094689426,0.0715550456178324,0.2679758545699547,-0.5216353583653077,-0.15057452528505946,0.08546509150785911,0.35150318253360063,-0.18321474850249228,0.19385058381545825,0.2037746731859442,0.0,0.4331497998288328,0.47566946512800934
Temporal_Sup_L,0.25874810556801153,-0.17454724948542286,0.21914447991047395,-0.031124900054579786,0.6765981836226076,-0.39320640850160804,0.5448256744203179,-0.06418505150482731,0.06157155040481388,0.0006665928500352195,0.0850152851382565,0.6911884531629005,0.11090070380079409,-0.09621685657137885,0.09767043418595132,0.3443755824039079,0.01589667827671558,0.3791597711791157,0.6467506665406312,-0.5604704428382535,0.5175505348400968,0.013409389037198788,-0.4068147763325027,-0.10259644908794584,-0.057710759774705175,0.07665889433168188,0.5507132761569423,0.05382865765316029,-0.19926260419897854,0.6020533452746906,0.10532737817272043,-0.40118902271807944,-0.0009313741137272476,0.5021373997885277,-0.05745340351482284,0.27577829021822853,0.1843349055530673,-0.23874133856880217,1.0,0.0,0.24632816086636677,-0.1024401026369879,-0.2973834996147438,0.37391503752117977,0.5422742956722925,-0.5790045145818993,0.2581939470645208,0.3662080480987259,-0.007126040159676513,0.3950407787956716,0.0,0.30521690774780047,0.07202046390793204,-0.03558898592057526,0.20055670382719326,0.5054708645331542,0.37419576709497815,0.44635878851254884,-0.5501619138557277,0.13214090228259726,0.6284130932251268,0.2562759239966618,0.27377261633570793,0.5189363981440852,0.5920661199514089,0.06286390187284761,0.10003969127375917,-0.5428056182161859,0.8173957197202176,0.6505032483685262,0.485302214796058,-0.23762325955385313,0.15455468991207555,-0.13064204659906756,0.059492783841630675,-0.16791827254173117,-0.0892134407686262,0.8545133402305263,-0.3955069708656185,-0.42988262749465744,0.6502209601184452,-0.09422783559539727,-0.08824940353207342,0.24991751052744487,-0.552028963951863,0.44612385649058767,-0.16338581351503137,0.20044443824028108,0.10573913629190583,-0.012575453205598467,-0.5638338244093963,0.1638863142691532,0.10931589428603994,0.07592024978174892,-0.2981143735157131,0.7591772231149893,0.6317672284261371,0.5487652566834925,-0.37833969531592726,0.730727224424664,-0.19063803664290202,-0.38762507008939656,0.5649848461667187,-0.3853013320504659,0.27176525292935566,0.19924068667107606,-0.520628725289849,-0.3608611290496591,0.2798742123074269,-0.09345430003342738,-0.10031147443540464,0.25423204976260727,0.0,-0.6592449592208369,-0.6846375693027053
Vermis_6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
