,Occipital_Sup_R,Frontal_Inf_Oper_L,Cingulate_Post_R,OFCmed_R,Heschl_L,Postcentral_R,ACC_pre_R,Calcarine_R,Precentral_R,Vermis_1_2,SupraMarginal_R,Thal_MDm_L,ParaHippocampal_R,Pallidum_L,Cuneus_L,OFCant_L,OFClat_L,ACC_sub_R,Frontal_Inf_Orb_2_R,Precentral_L,Vermis_4_5,Rolandic_Oper_R,OFCpost_L,Frontal_Med_Orb_L,Frontal_Mid_2_L,Thal_PuM_L,Frontal_Inf_Oper_R,Parietal_Sup_L,Angular_R,Cingulate_Post_L,Temporal_Sup_R,Frontal_Sup_2_L,Olfactory_L,Frontal_Inf_Orb_2_L,Vermis_6,Thal_PuA_R,Temporal_Sup_L,Cerebellum_Crus1_R,Putamen_L,Heschl_R,Cerebellum_4_5_L,VTA_R,SN_pc_L,Insula_R,Thal_AV_R,Cerebellum_7b_R,SN_pc_R,Cerebellum_Crus2_L,Paracentral_Lobule_L,Pallidum_R,Cerebellum_6_R,Postcentral_L,Temporal_Pole_Sup_L,Rectus_L,Occipital_Sup_L,Occipital_Mid_R,Thal_PuL_R,Hippocampus_L,Hippocampus_R,Thal_MDl_L,Parietal_Sup_R,Supp_Motor_Area_L,Thal_PuI_R,SN_pr_R,Cerebellum_3_L,Frontal_Med_Orb_R,Thal_LP_L,ACC_sub_L,Cuneus_R,Cerebellum_6_L,Angular_L,Fusiform_R,Thal_VL_R,Thal_VPL_R,Occipital_Inf_R,OFCant_R,Thal_VPL_L,Vermis_3,SupraMarginal_L,Red_N_R,Amygdala_R,Temporal_Mid_R,Caudate_R,N_Acc_R,Lingual_R,Rolandic_Oper_L,OFCmed_L,Cerebellum_10_L,VTA_L,Temporal_Inf_L,Temporal_Pole_Sup_R,Cingulate_Mid_R,Precuneus_R,Vermis_7,Cerebellum_9_R,Cerebellum_Crus1_L,Thal_LGN_L,Temporal_Mid_L,Raphe_D,N_Acc_L,Paracentral_Lobule_R,Frontal_Sup_Medial_R,Thal_MDm_R,Parietal_Inf_L,Fusiform_L,Cerebellum_10_R,Olfactory_R,OFCpost_R,OFClat_R,Vermis_8,Thal_VA_R,Thal_VL_L,Caudate_L,Thal_PuL_L,Cerebellum_Crus2_R,Calcarine_L,ACC_sup_R,Thal_IL_L,Lingual_L,LC_L,Red_N_L,Putamen_R,Insula_L,Cerebellum_4_5_R,Cerebellum_7b_L
Occipital_Sup_R,1.0,0.4838839982729879,0.3854642714899816,-0.22813572513303737,0.084005108909422,0.6542484740425955,0.18599886630287452,0.6396772084871332,0.5643364360322373,0.34673387190413124,0.6785253037887714,0.5427291858738724,0.3489567047921375,0.2960773391981582,0.48381521563680463,0.26461730012476414,0.2736525481499993,0.46560711317684234,0.1571473637535918,-0.23761262907198286,0.35667648839545857,0.33112529564402343,-0.2313495871939232,0.31017752912520286,-0.2149116001731622,0.5576780351462358,0.5871094424050717,-0.38924711173565035,0.813922491543854,0.41374115932597266,0.514257386862039,-0.014236531036169632,0.1883254537011563,0.40251288894888343,0.5607721934153407,0.740721939562828,0.36420771552942144,-0.21308367800839767,0.40524420761170543,0.5883835419619278,0.33859056518704794,0.13974105951102123,0.35802853920519745,0.5586412305046037,0.5363203194576143,-0.18999961992921438,0.23160306075253168,0.27261648052902243,0.6588667939150249,0.2263210367033575,0.38088002920556246,-0.2474959914986589,0.35150146854844144,0.1325496265537323,0.7652581419414944,0.8588841202096695,0.7398146371640039,0.32511694396709906,0.4138598800139343,0.47372096140053443,0.40978449632810315,0.3536745167390713,0.6060885948820476,0.2280781675786717,0.6009032898726961,0.050845640052045,0.1158284254413102,0.46717041631169237,0.8746670400477705,0.5781750208370673,0.42214856557430314,0.29891246089026424,0.43473266655123644,0.5053023367972687,0.13348495014375455,-0.1296056706978637,0.41890712617396736,0.4405892378185423,-0.11759679163657537,0.4308636338072879,0.5452156144827821,0.3341531898536214,0.4503528790726458,-0.030139002097388914,0.5455593645113331,0.42107818645028305,-0.381070581336447,0.16493253914756306,0.2766196263556003,0.6637523003730031,0.14517983187374012,0.444910291124224,0.7366195260529672,0.3015129045079556,0.17474552292244974,0.5256460506956978,0.3709506946572321,0.6535686539342295,-0.25616253744636663,0.3581015525358831,0.5086490704914935,0.27769313960197917,0.6259416933951035,-0.12115752857868406,0.6254489678259757,-0.10254521270324136,0.11173962805090946,0.1048652023714456,-0.3485615369998157,0.1965818412261126,0.25556706884936686,0.41319681454351886,0.5023255428965593,0.35126512570066626,-0.009954575844143465,0.6260216000025877,0.4687880494827585,0.3816759070592202,0.6261230969895126,0.5134646623559154,0.43874900694367125,0.5071276048225651,0.30674368820690917,0.3555133227603055,-0.030223765183471564
Frontal_Inf_Oper_L,0.4838839982729879,1.0,0.8386684544039202,0.07561853486227893,0.6213643777975744,0.3201901978628971,0.700114551104995,0.8465598158852226,0.33950635509064864,0.8206397859140022,0.34705892041203756,0.790669649391986,0.8568622655052636,0.6284110677173349,0.5878509928935459,0.232176819219877,0.09361545607596819,0.8609282637564234,0.6438391244240458,0.45954263545655066,0.8459022726592275,0.8419101221007718,0.18953780423963817,0.549395354470556,0.5948348012443813,0.4818656386997874,0.7529020589090999,-0.06300555467728337,0.21670475525894523,0.9117448481783076,0.7694586565606033,0.7313016944201743,0.439580873900668,0.618033085363773,0.5755691875164112,0.6342447153691687,0.865118252406598,0.3229887389035117,0.6979776882005702,0.5517046359331941,0.8471132043302494,0.5127212569458092,0.6726709429797895,0.8081978563702695,0.790465731518221,0.4233468500488547,0.6684344278081747,0.3682001785424408,0.6727832240102608,0.622932219732895,0.7416304366540847,0.29451866357948014,0.6218479864738321,0.24180022245866348,0.45088375274283965,0.296036881543717,0.534087019416945,0.785897258559665,0.7947677793295144,0.7473723883689414,0.04621589978206379,0.7426411841704047,0.8106960253096999,0.5093039752590083,0.8490856361687296,0.45302681603473133,-0.025487590069780488,0.8222199019479672,0.6527293669233748,0.8623235233029436,0.4049028812864334,0.8268766353829523,0.8281183239866664,0.8121870405819023,0.3297665227075152,0.14686378092424043,0.7927329150152655,0.8605336366137958,0.3900449583675951,0.7452630069181639,0.8441852396805228,0.7693452110714557,0.7915658964899538,0.20960568743109706,0.8685230226847068,0.8003984565447536,-0.2497620471501112,0.5578760660200154,0.6315837419328426,0.6465869696217057,0.7292942083142692,0.8279120767883216,0.7826739028650275,0.2884014445659718,0.7046909869138956,0.5274086275221086,0.7428609549243169,0.7597688967386067,0.128027400098328,0.4707903382356195,0.30605965198362167,0.7888978524948067,0.7933596205797961,0.19625841291819301,0.7644673862708301,0.4232079773024528,0.43422364590507856,0.6609045145124082,-0.03736456406955817,0.3798287341232151,0.7785355339549104,0.8163063415125794,0.8810554622403945,0.02618088561776194,0.4449492146811138,0.8262062726146734,0.7957515489419694,0.8248610207065977,0.8407179159491882,0.6952265662772363,0.788464174546194,0.791347179924758,0.8541280809546647,0.8600855503172044,0.4762504648860001
Cingulate_Post_R,0.3854642714899816,0.8386684544039202,1.0,0.20909128788223585,0.698913540743199,0.49748984264121554,0.8444527351514285,0.7904595522783708,0.5347333360303819,0.8752720738762971,0.48992226126635563,0.7354365272746617,0.874230696587858,0.7659292374002163,0.6295115890982662,0.02443067323988498,0.0160219507243432,0.8658225793800339,0.7560364104518025,0.2640317493118494,0.9140551095837355,0.9425375193980491,0.10894936668991641,0.5221419263393079,0.5576375776464315,0.3120297559331699,0.8455429893887321,-0.2622807566724263,0.2701225773336393,0.916586842317789,0.9017284203317939,0.7623091772425176,0.49589552393399083,0.7173850059270265,0.5312206546209112,0.525915158337479,0.8485520310107563,0.17649933704481485,0.8101174226387629,0.6292303546120014,0.8807061052258913,0.5861482052948885,0.6717978032408471,0.8811531135596042,0.7211530939699367,0.32590890544095624,0.6997820075949375,0.302445014813405,0.604614884145578,0.7969203814469358,0.7907955039090878,0.08252504509387863,0.7459052937442217,0.30995469511228013,0.30712214730475496,0.29747877903461206,0.4930180757278248,0.7794852770231864,0.8946946861566457,0.7185615116935976,0.060908157422235425,0.8430856274099957,0.7810023468274659,0.5139898934673982,0.7648772682264633,0.42193498100195054,-0.05303237857788862,0.8445304711181089,0.525052498448229,0.8664119385509479,0.07514318630609489,0.7766468845268996,0.8374223289606235,0.7990458023836773,0.1206102327284494,-0.08189940913704859,0.7562765855399551,0.8284456157373905,0.12573395657627842,0.7848757505936217,0.7717680740858098,0.7376244582627973,0.810637433867733,0.258051238201283,0.871575871869328,0.8956107078448612,-0.0658447265303647,0.7443443207465432,0.5838376684884131,0.6964363215324708,0.8627187041025732,0.948715294879134,0.7574336964965674,0.23186447838586668,0.6495785888346491,0.5274668656456254,0.7898723424030739,0.7183257371250691,0.1887082424118129,0.45073007304342444,0.25471488788848246,0.8837236790251836,0.7200123153302658,-0.08265984640408053,0.7883034199371894,0.5678626357535319,0.6026850276022855,0.6993373780344356,-0.1907813806584038,0.4235946771530483,0.8625482797325119,0.8077643288467576,0.8447905730573153,-0.1616468061401453,0.34250442983256896,0.813260582083641,0.8983851645099185,0.8516051736740508,0.7649048145365297,0.6507168186889984,0.7588769653587768,0.8203907090813408,0.887159498170412,0.8656741846338114,0.39494126534911883
OFCmed_R,-0.22813572513303737,0.07561853486227893,0.20909128788223585,1.0,0.4265925672271367,-0.24101304119047476,0.4153105172305959,0.13664295130834836,-0.2257646683885149,0.33221271573405325,-0.32474690039178133,0.17297282271826672,0.31416742095790096,0.19261516097368542,0.08788327238650843,-0.010025121952939487,-0.006721452634381755,0.1873436446878029,0.3254514690023777,0.443929754575596,0.3422392757856201,0.23547566389716387,0.5743950028708422,0.19577827819322335,0.4079391860629503,-0.182919642811367,-0.01247604718347178,0.2516627398048744,-0.33045634804020985,0.24947348259667576,0.08018994548587584,0.40021353961136996,0.11663726162237655,-0.05315537520275545,0.03992191048246301,-0.02013633798584317,0.15093670249998103,0.20814187133184736,0.15008943967500826,-0.0024118278516551492,0.2952616479334397,0.221363729260288,0.016318513866441176,0.030316451974866224,0.11981365179283297,0.19560796748227316,0.16665572150209487,-0.4211074356314155,0.007492803805418412,0.3209488368542655,0.32613348653226965,0.5216664370279355,0.05678428626967157,0.141465306122643,-0.27592538382222953,-0.38758119619346393,-0.05875292695883089,0.33271604657516435,0.2573615976831118,0.21133657163838393,-0.24871572157802513,0.20587964539173095,0.10544382763644396,-0.010998897579724953,0.09975213360664507,0.3661208766879274,-0.18661403818320257,0.16911787223054842,0.004593829675211484,0.1334467711631719,0.020872241841541135,0.3400085389307292,0.25147640475049043,0.16928877606324078,0.007354935903400539,0.19220522688168207,0.23003445571355488,0.29037037355234835,0.3705333054819302,0.17062513480103847,0.0238647616712751,0.1744921023780052,0.20466225315297962,0.07439693172773482,0.16204018814108523,0.18061585930360716,0.4683836132252573,0.20181618530896883,0.029585941322933993,-0.23056432832413282,0.4197649157380153,0.2148070190849187,0.1061805504161414,-0.31358657959869013,0.2363297213336155,-0.4107126380777479,0.2589811878906997,-0.19308750490060472,0.3331629381644158,-0.18969034815354238,-0.24348129529389234,0.24187361477547112,0.09676646831153513,0.3855068289396844,-0.11987936033465839,0.2972730213827554,0.08094754048650066,0.32682608067481356,0.34457573815924053,-0.15150955363763263,0.3683903260424115,0.2422472991020439,0.15698644411812915,-0.012775341731770107,0.05885036881988183,0.1153601555220187,0.15764058311432058,0.2965826299865046,-0.015376983566707053,-0.10224268460827228,0.07477254436955227,0.07499032968813707,0.31685382093090453,0.35296718774944297,-0.07023660915238078
Heschl_L,0.084005108909422,0.6213643777975744,0.698913540743199,0.4265925672271367,1.0,0.1867160646546274,0.6931080533925469,0.6069134642443955,0.22924955167167868,0.6040346462419546,0.14396907368686293,0.44758963401121693,0.6221367341347294,0.5714509360440408,0.521618706871167,-0.023022817265941017,0.06428198238470546,0.6032188363033654,0.7071480193755719,0.4833182497384134,0.7053549711737147,0.7277408470395502,0.38779472384688396,0.3060759964665344,0.6921809868065016,0.032140898197817395,0.5206236164100714,0.02681258446564088,-0.08087926537252516,0.6896715841646833,0.6699488535751305,0.7863427980229268,0.5323314219005334,0.45713613407293674,0.22669560582650716,0.2491873620780202,0.7089874312953437,0.28833601660538566,0.6281404219886447,0.4939268060510724,0.706077339890466,0.3789490540519511,0.28742721602310484,0.5667314770073212,0.37533272151459296,0.3418031168068095,0.38728690313790903,0.01711217749658073,0.4385005209483235,0.7052013550699082,0.7519692932322082,0.3745217160985174,0.5382001316449839,0.25575064426290023,0.057567256484838986,-0.0749769084858126,0.21183205474342814,0.5580192366583058,0.6125880291435891,0.4156405860951461,-0.12968899931879244,0.7350381593281838,0.4427646887386458,0.23995653579776496,0.5266588664371755,0.36634615235321916,-0.1396374373337068,0.5339534987545129,0.31786516522455377,0.5763791028544104,0.0071504063179046486,0.6278762153605655,0.5549356431431463,0.4820144292324642,0.034226099859508335,0.0696501758491731,0.47154241746914494,0.6468684715873463,0.3438276470342265,0.4655419758484799,0.5327461941555848,0.5529421431668106,0.5176458534917606,0.36153350248632093,0.5942939662206974,0.6673731470572418,0.0902742383295096,0.4969824051096557,0.34336054099522834,0.31755971883189443,0.8232359324297034,0.7406092670899779,0.5473698635702029,-0.019394318148345767,0.5668779272445935,0.17699652907141133,0.47995157352358914,0.3599480466243448,0.3794717896510817,0.4660396234089441,0.027055990041560386,0.7101170107054389,0.41608881413259063,0.19258106216273269,0.3594515192644758,0.3456145534673088,0.5119008491372979,0.6470536910339854,0.06237336540782471,0.3263945555106562,0.7415228062278099,0.547168778331959,0.5178150760069562,-0.14340945202670752,0.35985664428805814,0.60487781039614,0.6723661094940687,0.6258198316905532,0.43740776205928855,0.25269781884272846,0.37870916030102253,0.6059144883063667,0.7376067702481027,0.7026213234565759,0.39594031267460017
Postcentral_R,0.6542484740425955,0.3201901978628971,0.49748984264121554,-0.24101304119047476,0.1867160646546274,1.0,0.36687356924069503,0.3737716766315388,0.9769938649767663,0.32007660266714527,0.9692383891233662,0.3482569131146836,0.21357244038727818,0.5039550450122495,0.39029317991242857,-0.18424530177644505,0.0653164832360849,0.3514350820307157,0.2578168684481515,-0.5204616672986211,0.33794831088573296,0.43666353298360167,-0.4954230119785724,0.14723170244380102,-0.16313563496633637,0.1978986336997191,0.734031067670475,-0.7361600406797353,0.8252180175797973,0.3008336716108807,0.6930993212353547,0.09378730715030552,0.23713313518388912,0.6298683484886127,0.3522017290269727,0.5000005831866315,0.3859357777633788,-0.540187334343233,0.572869260309375,0.7727482003452175,0.36054534697355956,0.20583632164944832,0.3374968619650034,0.691814478492435,0.34597894555768427,-0.3501714771716913,0.24372147419867,0.23897352241932573,0.5364043581387997,0.41426568717473,0.2973725081176484,-0.6479833628091826,0.5981037814400659,0.1223740518608314,0.38092263615005884,0.7323677997892284,0.5753117959732129,0.20447194213433506,0.48129137935774,0.31279631274495684,0.46476775809305254,0.5742809517424879,0.4586397775339977,0.31668244407860163,0.38519328878858605,-0.12447459216397022,-0.0007570261132429958,0.4208841244506854,0.4495311221556885,0.5058068017272784,-0.2682697382426241,0.059026466535131446,0.3534983284917189,0.39696344597739047,-0.3004880796407811,-0.561340183118482,0.24080559125628725,0.27058370075976307,-0.5882166776616369,0.4285584997034298,0.3373845788420587,0.15681170480094744,0.36934827095237005,-0.0029665050390404414,0.37179829835601447,0.5877523515809068,-0.2289947920029514,0.48657911068152504,0.2890018735678076,0.7616249403704225,0.23589655567490558,0.5843751554058411,0.5736897809815987,0.15943107214517388,0.04207079641347242,0.5987947791761582,0.3203160904096513,0.6156835957981116,-0.1681567737973107,0.4114017666351386,0.47428275741861103,0.42356160316517455,0.3987565319744055,-0.6773017254480018,0.6413662810370936,0.08705986097671285,0.3116380089404378,0.13912288041745366,-0.7414860517145574,0.29851726742325446,0.3119372300857141,0.304869416005984,0.3957429230511875,-0.11249645063523311,-0.18253905038970758,0.41333678181868944,0.5435516219195424,0.3235831084533689,0.34928676678389353,0.464418656564289,0.3514494049276899,0.5610798903871961,0.3099995197801275,0.2846950925907011,-0.11799797719332328
ACC_pre_R,0.18599886630287452,0.700114551104995,0.8444527351514285,0.4153105172305959,0.6931080533925469,0.36687356924069503,1.0,0.597351503080051,0.4383507548758083,0.8516923968750008,0.31401249878437504,0.708132775714611,0.8051210297399085,0.7159724688038455,0.37080348700663357,-0.04255258002358575,0.02372609789206826,0.8347765841775006,0.7767383687848922,0.3029369808429179,0.8814894135242591,0.8770041165741594,0.1807181837855233,0.5445556839412764,0.6226253977921876,0.1198461460612979,0.7658892522081483,-0.18278234396009396,0.1536037408887059,0.8068498165390312,0.7390037266187511,0.7789213210990256,0.5225412166157967,0.6595514388132995,0.4680267242233076,0.4481325071459171,0.7027045665895735,0.031018099466954815,0.7397084361836027,0.518021141011813,0.8150421926496523,0.6235319220503501,0.4958462722239367,0.7957529548192819,0.7159325725668275,0.17766769041173783,0.6249982126777314,-0.039837228361296134,0.48435097094590024,0.7459284522002306,0.671252491348913,0.18505326210234432,0.7354071713074841,0.34748312005574866,0.016668783270106034,0.061582191177908314,0.4481058979134747,0.8539445522788107,0.9218706779383687,0.7383241004528235,0.03548497719267934,0.7367997012782679,0.7387781959948936,0.3947806432153289,0.6696847565523559,0.5304892748124487,-0.10550094046790696,0.8336899364194301,0.3527591761522704,0.7928194552703826,-0.012704011686576363,0.7078265863019528,0.8695455839093182,0.8135688591877767,-0.0645844091865086,-0.07206080754403486,0.7789985917040825,0.73661512355868,0.09464321606175378,0.7011101152511287,0.5823029365957483,0.5529931270518476,0.8264220660117612,0.09108655720261513,0.6979306075193424,0.8713854103572904,0.18570721822983333,0.6488332801622331,0.5405345118239392,0.4849585425375412,0.823681754823387,0.8610314268217563,0.5850886387951301,0.040160658559326996,0.4972918201642021,0.2299729041949747,0.8210316094809272,0.5416168705634682,0.15218579470564472,0.22528285907610135,0.16427615169516965,0.8691614310721785,0.6505370788318756,-0.03116319343026457,0.6554195741646439,0.5720969735026149,0.47009204057081455,0.6939624189204335,-0.10345578354050147,0.19558056976716723,0.8744835173293056,0.839702904232715,0.8302088112381524,-0.21681657712359884,0.04325634510197314,0.5827157888802156,0.8205205938611098,0.8833820819787179,0.5580572089721718,0.5110411692330753,0.6223501518742096,0.7086172086169913,0.862144666703407,0.8274737462670111,0.23349694082297864
Calcarine_R,0.6396772084871332,0.8465598158852226,0.7904595522783708,0.13664295130834836,0.6069134642443955,0.3737716766315388,0.597351503080051,1.0,0.3544426450843138,0.6953964874942045,0.3880577899769276,0.6681042602293739,0.7898941738852474,0.6234285749806905,0.7307386179746871,0.26637020514412635,0.1431096576985971,0.7609966099421562,0.6444112311988524,0.33455790429474364,0.8074520049591168,0.7396366499017777,0.15774690896792598,0.5145458047659951,0.48182467717368077,0.38163574024351893,0.6821993026570418,-0.14872307898080442,0.2679720861185306,0.8705853444762645,0.7574107562351861,0.6323551966769486,0.3940229756902251,0.5889062865410397,0.5976481474087715,0.6060292330691558,0.8398056149633596,0.23743939598816083,0.6875761412367147,0.6136532164975212,0.8170953633490337,0.46554721513954556,0.6774554819138182,0.7656146059816153,0.6615042964907478,0.38659044450285757,0.6128181592106127,0.3015068658665861,0.6596920815248265,0.6257568184818219,0.824244285863839,0.22604208790529526,0.6045672697212875,0.35446620911474974,0.5386504112756678,0.3545014459899425,0.49979213272194606,0.6487379285546385,0.702639129546669,0.606544747511812,0.06332022700776141,0.6980815305205894,0.7112363910471055,0.4699174198643417,0.8171508353240232,0.4127840393028916,-0.05190855584823033,0.7134591729266218,0.8537965053522137,0.8372003636179827,0.3972078373384002,0.7558720313803491,0.6994471404532518,0.6753669855814236,0.2717086234225574,0.09446335563957407,0.650870997044189,0.7911724612520034,0.37118984948881306,0.6734447313143513,0.8092349281372393,0.6722668535561934,0.6589503204627618,0.2004146309976337,0.8942831323073885,0.752159429135313,-0.16843297473427252,0.5069126252369455,0.48759832510129025,0.6964055321959398,0.6892464991128912,0.7913629891989854,0.882429806860563,0.3155162706024818,0.5837339708758592,0.5247833460218514,0.6506324648004511,0.7484461027786976,0.07754899564623649,0.4959431582604989,0.4118691327426616,0.7145712516857813,0.7061766125926683,0.1759757535685009,0.7235727705278582,0.3017242584888075,0.47099230608177434,0.5991409957684072,-0.1019453767312056,0.4619030486954222,0.6752962283847453,0.6765555192008664,0.7596023143391973,0.020132665013990983,0.43712913644157075,0.9379381619526559,0.7696324849628404,0.6983488977790343,0.815733938739104,0.6210972539354309,0.6815346804131546,0.8024042330598941,0.7385828018947367,0.8277857560174077,0.4058748572296893
Precentral_R,0.5643364360322373,0.33950635509064864,0.5347333360303819,-0.2257646683885149,0.22924955167167868,0.9769938649767663,0.4383507548758083,0.3544426450843138,1.0,0.3536457807255371,0.9545818755970704,0.35286751647842246,0.2316343547932425,0.5309240340751137,0.3785099218363393,-0.23751503818511135,0.014110492818646368,0.3839247194429313,0.2976139674497675,-0.47551774257194623,0.37950572968162705,0.4855734210884911,-0.5019854886549645,0.15558488602217135,-0.06674739214096162,0.13783506358577516,0.7631202643499538,-0.7259392492855689,0.7661168090354378,0.3345975526384524,0.7076691414487275,0.17473325412314283,0.301261599619895,0.6678398170812159,0.3167065637767389,0.4705623516041183,0.4171203856056425,-0.5461568337643958,0.5961965515303882,0.7555313480711516,0.4018704557089059,0.2530249300208714,0.3344419039905773,0.7327541016325977,0.3734123745289975,-0.3386232293318436,0.2556939176582025,0.21787501324148512,0.5202878599540115,0.4503046785959595,0.30091457672753374,-0.6339870961778395,0.6456741944634685,0.14556508207756227,0.30554585668643014,0.6511851280939417,0.547711786082364,0.24817115442352253,0.531949623431397,0.33037076655160974,0.4399421105799995,0.6043331850834607,0.46794118127145523,0.3162598339349415,0.4000313737130287,-0.10236730306799406,-0.031833222521828075,0.45204879102430223,0.38316702941031483,0.5185985483923162,-0.33164336127357763,0.06870274569441619,0.3926828192642169,0.43287730035320454,-0.35593527098160604,-0.5567065271072461,0.27871757874903513,0.2757444162281162,-0.5935650027210556,0.43812447914441316,0.3433391093549267,0.14361624398325132,0.39857944433779174,-0.01021719204231997,0.36987248358483904,0.6328461064926622,-0.17695198612247712,0.5164279712298878,0.30126008685121236,0.7573009041493037,0.28369325170295745,0.61783752376632,0.5428237213710737,0.13745532140588546,0.04563393891780836,0.5906231375215778,0.35943098204158025,0.6299506384355436,-0.16051539822376895,0.4280534849197235,0.4768751724833513,0.4826878965006143,0.39495230454462266,-0.6965912324426219,0.6563455478587211,0.12877350636955587,0.3621765488549019,0.20225194235097965,-0.7592407074238302,0.316547612969609,0.35324867870574456,0.3474163795309785,0.4264722196307657,-0.1856312507450847,-0.19873564045914202,0.40157015060312345,0.5786201738566807,0.3694295627450656,0.3299914092101214,0.475657811434354,0.3457528386354571,0.5828393270735213,0.35650211396780573,0.31886864914346413,-0.09593838847561222
Vermis_1_2,0.34673387190413124,0.8206397859140022,0.8752720738762971,0.33221271573405325,0.6040346462419546,0.32007660266714527,0.8516923968750008,0.6953964874942045,0.3536457807255371,1.0,0.29770292158895834,0.8582386689142343,0.9065815602260305,0.6429428850340594,0.46731592901697844,0.06944352655524375,-0.014167757751753102,0.911182467888155,0.6951730214299554,0.3969929636159803,0.8764082379814319,0.8903880627745543,0.2222228424706349,0.5266519938687619,0.5464242606890057,0.44476970591694354,0.7679422063419759,-0.13379077988651644,0.20761721945980596,0.8657681734702309,0.7706524609263188,0.705973562235276,0.4335371565440853,0.5555217876557617,0.5557716215187221,0.6141363348468637,0.7311925303344519,0.30157845480681267,0.6663369579833706,0.5011323612285663,0.8235581001661328,0.5211803111818293,0.5803046456928419,0.8002417226997598,0.8305892752978911,0.3526307934726861,0.6581284269002873,0.2547789939258443,0.5599049386129531,0.6696225520498861,0.7461765315092661,0.2572896193866037,0.5689371013455166,0.21025718924535117,0.216866265549607,0.2428587476053042,0.5793782338321599,0.8867027063993138,0.8868022746515802,0.8816330420626255,-0.04166990517287568,0.7134617931135229,0.8509511772904131,0.44714772586388707,0.812144782542754,0.46896810503874387,-0.04480522888470967,0.8966484014121732,0.4906869094904788,0.8674535625904185,0.25064336156092365,0.8627437001030919,0.9313571745171566,0.8991573797801515,0.2506841872436723,0.0687240057032911,0.8866670217381372,0.8589735339375633,0.24343554077122945,0.7682008191579364,0.7136323934418883,0.7654296590339775,0.8933644961355012,0.13043131682364564,0.8489664421374936,0.8013122965217027,-0.026726092972401395,0.6088774615509936,0.5815044976854011,0.5140812916708148,0.8139032643022744,0.8524035859756949,0.6516953295433257,0.25740943836417,0.7316276447235767,0.39952888826829586,0.8899459771487058,0.6007811053051718,0.1579481688930194,0.2385433140484755,0.15753477393497103,0.7955251654322465,0.8295700604962786,0.10974324045994968,0.7455061080753506,0.5316006473828894,0.3977157738614601,0.6370434292974547,-0.02180511185867317,0.3200064069766026,0.859577584923933,0.9128128932391468,0.8911875852475691,0.06786054092788063,0.3129475556889794,0.7299924195418928,0.8243816896780594,0.913558369901227,0.7927510421208742,0.6627407452477113,0.7815961281522156,0.6923380458552963,0.8980506531441075,0.8498885311123321,0.4339881882982436
