,Temporal_Inf_R,VTA_R,Cuneus_L,Cerebellum_Crus2_R,Cingulate_Post_R,Frontal_Inf_Orb_2_L,SN_pc_R,Parietal_Sup_L,Occipital_Inf_R,Cerebellum_9_R,Frontal_Inf_Tri_R,Thal_PuI_R,Frontal_Inf_Orb_2_R,Caudate_L,Cerebellum_4_5_L,Vermis_8,Thal_PuA_L,Cerebellum_10_L,Temporal_Mid_L,Thal_PuL_R,Cerebellum_8_L,Thal_MDl_L,Temporal_Mid_R,Frontal_Med_Orb_R,SN_pc_L,Occipital_Sup_R,Thal_AV_L,Insula_R,Vermis_1_2,Precuneus_R,Cerebellum_3_L,N_Acc_L,ACC_sub_L,LC_R,Thal_MGN_R,Paracentral_Lobule_L,Thal_MGN_L,Thal_VA_R,Parietal_Sup_R,Thal_MDl_R,Pallidum_R,Precuneus_L,Cerebellum_10_R,Lingual_R,Parietal_Inf_L,Frontal_Inf_Oper_R,Rolandic_Oper_R,Cerebellum_8_R,Putamen_L,Occipital_Sup_L,Thal_PuM_L,Frontal_Sup_2_L,Cingulate_Mid_R,Insula_L,Calcarine_L,ACC_pre_L,Vermis_7,Cerebellum_Crus1_R,Thal_VL_L,Thal_PuI_L,Postcentral_L,Raphe_D,Postcentral_R,Supp_Motor_Area_R,OFCmed_R,Occipital_Mid_R,Thal_LP_R,Thal_LGN_R,Thal_PuL_L,Heschl_R,Cerebellum_9_L,Temporal_Pole_Sup_R,Frontal_Med_Orb_L,Olfactory_L,ParaHippocampal_R,Cerebellum_6_L,Rolandic_Oper_L,Cerebellum_7b_R,Temporal_Sup_R,OFCant_R,Occipital_Inf_L,Angular_L,Vermis_9,Paracentral_Lobule_R,Frontal_Mid_2_L,Frontal_Sup_Medial_L,Putamen_R,Thal_VA_L,Frontal_Sup_2_R,Heschl_L,Temporal_Sup_L,Occipital_Mid_L,Precentral_R,Fusiform_L,VTA_L,Vermis_10,Red_N_R,ParaHippocampal_L,Cerebellum_7b_L,Thal_PuM_R,ACC_sup_R,Cerebellum_3_R,Vermis_3,OFCpost_R,Frontal_Inf_Tri_L,ACC_pre_R,Thal_VPL_R,SN_pr_R,SN_pr_L,Cerebellum_4_5_R,Cingulate_Mid_L,N_Acc_R,ACC_sub_R,Red_N_L,Thal_PuA_R
Insula_R,0.09394660563886352,0.5011971573531108,0.5601266497534324,0.12420798880581815,0.8811531135596042,0.8064005054188439,0.6223299961579999,-0.4690834838297837,-0.02178084369551294,0.4796772165609658,0.8741816060200451,0.831802791211789,0.6844288901456654,0.8622355606650052,0.8290336768963671,0.46490420771203084,0.6201393727497321,0.6826575997655471,0.8367592248187568,0.6573929945758383,0.4358209339340143,0.7330225496497541,0.5742305275665677,0.3332879752110865,0.649020092621231,0.5586412305046037,0.5848954251144404,1.0,0.8002417226997598,0.7799653755800582,0.8291801183350459,0.4809918546861021,0.854481229538764,0.5877446064787112,0.5644712360430864,0.6542173943700239,0.7792018975351863,0.7335667213840318,0.21175106796737156,0.8269926494325383,0.7144866370834124,0.6747651935952265,0.3808546086453389,0.8066585278569913,-0.2528521369425964,0.919405723118196,0.8580834802240118,0.34875706216348173,0.8012990859540169,0.34121239241040086,0.3504282226435956,0.6081051890682967,0.9140094114261177,0.8221703173745176,0.7745561187497024,0.8852887570541914,0.24894956748405153,-0.09494097420650341,0.792904588483505,0.6285309487507101,-0.11774392225386113,-0.09203717204791897,0.691814478492435,0.8095134138160982,0.030316451974866224,0.46305358455871215,0.390743591282106,0.7979960706549646,-0.11745478311378729,0.775319308116422,0.8480895792284174,0.7223689154834312,0.496311556059513,0.5041543211165407,0.765886415453861,0.8837115087876098,0.916681121193575,0.106856586388183,0.9097966868396548,-0.1798629272029826,0.3905017913736128,0.06558317816775472,0.5702149056471763,0.4449045612469235,0.39938334397259934,0.688618935526337,0.8673858997777802,0.8511107091122071,0.8969071769833336,0.5667314770073212,0.818153671541876,0.16732459114406842,0.7327541016325977,0.8843119589083804,0.5270515096737772,0.8331058891870526,0.7347950429563598,0.8734359152268422,0.25306475927576766,0.5404649192155904,0.902135250279609,0.8006774571972153,0.7290081721607324,0.6452680444009782,0.6961355460208576,0.7957529548192819,0.8240003974799176,0.4612389670368856,0.38237260749659546,0.7889661386600937,0.8057308933122932,0.0889583405187083,0.8425271888415932,0.7095755765939137,0.6933222709611288
Vermis_1_2,0.4971597691121531,0.5211803111818293,0.46731592901697844,0.3129475556889794,0.8752720738762971,0.5555217876557617,0.6581284269002873,-0.13379077988651644,0.2506841872436723,0.7316276447235767,0.7849292586187809,0.8509511772904131,0.6951730214299554,0.8911875852475691,0.8235581001661328,0.3200064069766026,0.8064081966702051,0.6088774615509936,0.6007811053051718,0.5793782338321599,0.4832866537232344,0.8816330420626255,0.7654296590339775,0.46896810503874387,0.5803046456928419,0.34673387190413124,0.7289050815474787,0.8002417226997598,1.0,0.6516953295433257,0.812144782542754,0.2385433140484755,0.8966484014121732,0.7851572832370937,0.778804955669031,0.5599049386129531,0.8798977389433429,0.859577584923933,-0.04166990517287568,0.9173741048820298,0.6696225520498861,0.5279826373403165,0.5316006473828894,0.8489664421374936,0.10974324045994968,0.7679422063419759,0.8903880627745543,0.4402815156440031,0.6663369579833706,0.216866265549607,0.44476970591694354,0.705973562235276,0.8524035859756949,0.8980506531441075,0.7299924195418928,0.9096006952918375,0.25740943836417,0.30157845480681267,0.9128128932391468,0.7592737480763754,0.2572896193866037,0.1579481688930194,0.32007660266714527,0.6737162106758029,0.33221271573405325,0.2428587476053042,0.39642086413660677,0.9277046571462063,0.06786054092788063,0.5011323612285663,0.7770191418264332,0.8139032643022744,0.5266519938687619,0.4335371565440853,0.9065815602260305,0.8674535625904185,0.8013122965217027,0.3526307934726861,0.7706524609263188,0.0687240057032911,0.24132480397889963,0.25064336156092365,0.6583893757875228,0.15753477393497103,0.5464242606890057,0.7826301034155053,0.6923380458552963,0.9101782208930684,0.7627386656754149,0.6040346462419546,0.7311925303344519,0.19475970290693698,0.3536457807255371,0.7455061080753506,0.5815044976854011,0.8374853592425137,0.7682008191579364,0.914153993283609,0.4339881882982436,0.4202827564973149,0.8243816896780594,0.7685239762725016,0.8589735339375633,0.6370434292974547,0.7364604185728387,0.8516923968750008,0.8991573797801515,0.44714772586388707,0.472623608302997,0.8498885311123321,0.853180159893923,0.13043131682364564,0.911182467888155,0.7815961281522156,0.6141363348468637
Precuneus_R,0.14078402514773186,0.4586670832528252,0.7351096536038223,0.22364975614036328,0.7574336964965674,0.6597081653259457,0.5086086221433453,-0.28159349247041043,0.016558387993312045,0.4248949231321389,0.6741006339558968,0.678765112478264,0.5597734904621554,0.7202931233735942,0.7445478743850534,0.3490027851791028,0.4829506145879104,0.5008801025233011,0.7743992484104618,0.5859447950599885,0.336574624855732,0.5548056626843901,0.5208165560191629,0.3820269637411451,0.5871091220710808,0.7366195260529672,0.4922831339426668,0.7799653755800582,0.6516953295433257,1.0,0.7490228503670238,0.5557833658255296,0.6880848798677336,0.46808483657454897,0.3615441636941724,0.7834568772336737,0.5737851567518376,0.6588461482976978,0.25439389502972876,0.6495681521754534,0.6663036436015047,0.9010849217564398,0.30796151613838835,0.7994776346147493,0.033771394490265005,0.7196815667890363,0.6882743486017378,0.4775181699337937,0.7592788886632054,0.6123791137575789,0.31744427762983024,0.5490591529829382,0.7882279363983816,0.6587520361923556,0.8339738172323681,0.7345069646046081,0.17146249678098804,-0.033447400455921615,0.6061511568237998,0.522353727933867,0.050649828297750804,0.06269291059102165,0.5736897809815987,0.8226582350300327,0.1061805504161414,0.510852933728725,0.46367721079842134,0.5967254758806557,0.02233117285417595,0.6878830659652454,0.6494272123400323,0.6109855186343922,0.5583820552836021,0.40266892700309026,0.6746132925740095,0.8109984544347023,0.7686319926958679,0.1332712091597189,0.7697981202123295,-0.0400872308237189,0.4273126439497309,0.32324390119127283,0.5092688936538832,0.4795186577788103,0.35540067444738904,0.5953016589885826,0.847904483789047,0.681524756600405,0.7229211141366025,0.5473698635702029,0.789314726788243,0.4309311577974133,0.5428237213710737,0.7142171307514762,0.555160063776314,0.7374115629444434,0.6909136984778809,0.6822933260137422,0.22367185699839318,0.5315969151675343,0.7306657377582496,0.7897701391410372,0.6968769718077572,0.569145933568693,0.5521753603539858,0.5850886387951301,0.6532881368908899,0.5176241700814566,0.4796022974885168,0.7586838219885937,0.7876021729386427,0.21293595385660727,0.7136953340282838,0.6222171640559174,0.6181103282626781
Cerebellum_3_L,0.3306957962053183,0.4259260486943623,0.546714961868728,0.27107395169495113,0.7648772682264633,0.5853215412374942,0.5677845180855701,-0.15715678520221296,0.2320398075871573,0.593322279111673,0.6935101717876716,0.8519461911515381,0.6053533369479102,0.8607472281989155,0.8023802757478495,0.39200396487647227,0.7021881915717602,0.4198105142177548,0.7710555417433848,0.6953017731955278,0.3660740119990566,0.7968691374301483,0.6698828360418244,0.45429710300780085,0.563677562213707,0.6009032898726961,0.6739124150847166,0.8291801183350459,0.812144782542754,0.7490228503670238,1.0,0.4478340150524927,0.8518865856457184,0.6957627825864073,0.5634376242725855,0.6552865252089066,0.7615845709601873,0.7031495428759454,0.119505433307787,0.8421774576433402,0.5527673213333177,0.657403018224708,0.21291752453126642,0.8385343898803166,0.13449236249242563,0.7512500487532018,0.7587457321384851,0.46418994714840867,0.6164718741647957,0.45787010526258204,0.5112789438163556,0.5789418628708312,0.781978205302474,0.8044448104857379,0.8213039637173252,0.8218521752713793,0.28964351851409326,0.17493687839081073,0.8313275226150229,0.7701478783566337,0.20894987560246558,-0.032274274497540965,0.38519328878858605,0.6617506916309409,0.09975213360664507,0.41703025240552777,0.32144754900574984,0.7961950209090386,0.1869312812382649,0.5724364221787492,0.7540461422751413,0.6592828502508319,0.5744027082311665,0.5084899225006861,0.8046376351142493,0.8681843965353851,0.7558692074789362,0.2562415748913553,0.7393765787169919,0.140640829688332,0.5089837389434202,0.4261666918783376,0.7375482470320343,0.3507984689846279,0.4287064121636101,0.6872199850392067,0.7393818610308809,0.8033968276179564,0.6883966285226619,0.5266588664371755,0.7649322695911193,0.43104177980239844,0.4000313737130287,0.7748645269622346,0.5610026654079308,0.7361970356644584,0.7235692621453661,0.8353185117580904,0.3981522482337338,0.6351664879372242,0.7720406434584458,0.7464895455464661,0.8088489967524483,0.6071434603283428,0.6432700741599265,0.6696847565523559,0.8470742205448434,0.4131441062266332,0.3745608204493287,0.8000917719085917,0.8278476375171254,0.10046645955512781,0.8615472138814262,0.7144523805051429,0.7607892683245403
N_Acc_L,-0.037215230344709374,0.18157338255189698,0.6359757674209162,0.2280799466771717,0.45073007304342444,0.5561782758191892,0.09320700754876197,-0.21545891269848208,-0.16515421529321375,0.23436013844069328,0.3585851574331774,0.20997914906557166,0.34990959244968073,0.27995683081765294,0.43946922597517873,0.45686979166590197,0.026502967728994964,0.29124201819975076,0.6041629906021793,0.16436752329724424,0.47967490978944755,0.05095170664459358,0.208782069673687,0.2427250261713144,0.2143080025495648,0.3581015525358831,0.21951356802984814,0.4809918546861021,0.2385433140484755,0.5557833658255296,0.4478340150524927,1.0,0.3505548405123936,0.28845950087640426,0.16416687711365163,0.3603327297222691,0.17708426403542116,0.3574564056248439,0.21948266599397953,0.17802630336725006,0.4259782230011134,0.5409742992952102,0.010462018917818547,0.39726379304098647,-0.19115510477226735,0.38990578325854197,0.38566318963944823,0.46730313431497134,0.565332362128178,0.38210716603153055,-0.005223270779967669,0.34750930505767486,0.47972680525226097,0.2923581745257913,0.531906875339654,0.3183386418192726,0.16301571726599323,-0.06731482498910411,0.15544104020658334,0.18334486269035058,-0.17493689748051733,0.16772426014564593,0.4114017666351386,0.56835184239297,-0.18969034815354238,0.3097889164162076,0.27258972941885684,0.1847532190762596,-0.1830537372556433,0.49793918574895124,0.4525001558465242,0.4043168328744666,0.360412115352907,0.5534741438016222,0.25940546064709763,0.442549540186634,0.4963829486989202,0.08050597186169457,0.5298817983797062,-0.13995970467009336,0.3113569603480327,-0.03883416753533633,0.2653428622780157,0.25798549876163923,0.23837625829448197,0.33017056117401755,0.6152309193798444,0.2969115546939635,0.4368686250041064,0.4660396234089441,0.5833168088204876,0.09273981747817865,0.4280534849197235,0.4690289021342368,0.2584294547510468,0.39940537647559243,0.33720783940333193,0.30331907559113946,0.24704230004821645,0.1564546262099106,0.4338630667130614,0.45507057773917486,0.3247785081137545,0.41327184967586256,0.361283977759867,0.22528285907610135,0.1951292833543138,0.2116654451928032,0.16042155758778948,0.3841081216016505,0.3953455826405817,0.45612925133577054,0.3805445324943293,0.18881024810682923,0.2173784515085352
ACC_sub_L,0.30798823150467536,0.5033080949703141,0.44291052051416,0.13467783673059452,0.8445304711181089,0.6866245312978804,0.6935665228598703,-0.23525649265731552,0.11770282051418496,0.5697720642747859,0.8102893239631778,0.8812753589407979,0.6965289806525349,0.9433278842865375,0.7973756733056102,0.29339499951227205,0.7471942628676375,0.5763214948836994,0.7388816564130639,0.6519583008782305,0.38002849134705696,0.854152066530397,0.6608547423573521,0.5604454309231043,0.6006414608654973,0.46717041631169237,0.7241990433237514,0.854481229538764,0.8966484014121732,0.6880848798677336,0.8518865856457184,0.3505548405123936,1.0,0.7260353867550275,0.7159585064578313,0.551534109457529,0.8825665339605312,0.8094791301858874,0.10868952487229219,0.923189536403623,0.6423498397666335,0.5450937699324485,0.42318886117824084,0.8223790033606445,-0.019955910140297625,0.8191943833411207,0.852971188223356,0.3333457778696703,0.7289070943337113,0.2900202953414515,0.3810506284504617,0.6150503560348551,0.8391698074240611,0.8374860267091722,0.7009929233919086,0.9354944922111867,0.2745085119886854,0.09425807182669213,0.8971871408716048,0.7381589939489652,0.11214324935004741,0.014380384469915868,0.4208841244506854,0.6344760902718766,0.16911787223054842,0.3488602263184421,0.3215240025088824,0.9172950893371512,0.0037579061493419226,0.5562313307966784,0.7848104635494997,0.7248219666894876,0.6580250540108113,0.516547194823289,0.8624617812760411,0.8897391406588214,0.8536631128003436,0.20394514794986893,0.7710798284658963,0.06618100548155496,0.33212567642878293,0.24888519665711492,0.6035772675509803,0.2588580535810077,0.4350721883511859,0.7358335532937404,0.7748628409105119,0.9379675318355443,0.7707468066382388,0.5339534987545129,0.7393941636469115,0.24377160502124248,0.45204879102430223,0.8336020387390755,0.5956976331144933,0.786325233567681,0.7966789179014118,0.9377603682295746,0.27589762783350213,0.5155271159950556,0.8391864920830676,0.7483828800252184,0.8039670304140846,0.6723102033410883,0.7259970783850144,0.8336899364194301,0.9030142502203417,0.38980867923151896,0.4309910214341687,0.8041776450201665,0.8260798263095527,0.11274216635950653,0.9505037514381228,0.795554458404629,0.684964369986774
LC_R,0.6268166363328702,0.26579270045400083,0.3441478792100763,0.4287712112049713,0.7039813634052456,0.3537477888223644,0.5302882779464385,0.04440694947453275,0.3145150197870902,0.7030769365996613,0.6490018829075651,0.6722636458481277,0.5844502929410965,0.7090500447500526,0.6514847442875061,0.3851579077275551,0.6899219542669393,0.41438060742274596,0.4452882605923363,0.44092087277881387,0.4997994194767904,0.7142165881019339,0.7458301964146714,0.4067097287454954,0.3744669376116463,0.18132695500351007,0.6255983849985224,0.5877446064787112,0.7851572832370937,0.46808483657454897,0.6957627825864073,0.28845950087640426,0.7260353867550275,1.0,0.7286979919609334,0.4261071691768578,0.6800611034332873,0.7416222442961028,-0.17177313017432053,0.7563088162141932,0.5499574270032066,0.35333607997569944,0.33360059294373656,0.7407339957991818,0.2632737803574451,0.6034409962647492,0.7696614286069461,0.4874340099346341,0.5076640185731196,0.19900967128370345,0.39143068635956607,0.6529865859419747,0.6872887375604226,0.7849784463411444,0.6337627347971084,0.7222325842592585,0.23507188043377758,0.5060588520186456,0.7815238943433314,0.7620171859650314,0.3766844324026662,0.2819695028394295,0.0566064275014555,0.45533810220890475,0.25847101406382533,0.10635925519490202,0.2616481351413668,0.7713245764902216,0.1576521478291854,0.2954474267153773,0.6099145493679863,0.7563822490191658,0.3869958592727726,0.43700261897949294,0.7640411266072821,0.6801984706441425,0.6075927450598149,0.3801012004205231,0.6271694223568862,0.18126704275735506,0.23141296558979577,0.3021591171182441,0.5892317103121136,-0.057489892780791835,0.5410126179831443,0.705301351955736,0.5484559708047493,0.7430371673228099,0.5624950908518321,0.6762355779264673,0.605262097122359,0.14796162214460276,0.10686126669409204,0.572127225361712,0.5275928927724117,0.5805635192200237,0.6246366131692391,0.7670641129287747,0.551984040940807,0.2507811265693004,0.6639295321053998,0.5980523158007865,0.7199679810827775,0.5531909602813109,0.6658014447453507,0.6762883827647145,0.7370158965480803,0.22795739305110452,0.34759958551313164,0.6819063146031263,0.7317658348423686,0.21928795473193266,0.7999763139089076,0.6332929150499743,0.46832221444140937
Thal_MGN_R,0.6205949350025419,0.4190768577707193,0.3097612815413587,0.31054384861096607,0.7036329974579358,0.37865231310932823,0.512678544048953,0.04718254489968188,0.3110792229965368,0.6274966055136488,0.6342838765843142,0.6237720334903111,0.6829619589622966,0.6949247009520376,0.659291792813149,0.24480404514463955,0.6082153834016004,0.4982781033873795,0.3254693819157389,0.25390418182860336,0.3151231541627055,0.6834881741592921,0.678279701771571,0.483353571607228,0.41526936428012495,0.053944124056786134,0.6742361983256152,0.5644712360430864,0.778804955669031,0.3615441636941724,0.5634376242725855,0.16416687711365163,0.7159585064578313,0.7286979919609334,1.0,0.24197660722904196,0.8134592436755974,0.6826968463111379,-0.19651577398203365,0.7169862154956398,0.5665294220666525,0.22259018353004895,0.5135854541306526,0.6347211125411365,0.23129809584659697,0.5364146567327489,0.7621939963551964,0.24585241544605718,0.5153083245203645,-0.022629452399249336,0.26296283313008456,0.624995410497568,0.6626806962324753,0.764366212349734,0.5307535984492314,0.7378305485145646,0.23247569803462698,0.43438454680146593,0.7459331291320788,0.6430726096181392,0.38720638086344444,0.10708777280146083,-0.002377644438543722,0.3966310060857793,0.36759929437348166,-0.04727951495879665,0.26554527595152927,0.8272942450165514,-0.11036237079444419,0.28486572709079394,0.5511972293629412,0.7732448540787964,0.402491823785435,0.5100728860404339,0.790788210157111,0.6240790697795183,0.5863047493336682,0.45158745722864707,0.5414097055986428,0.19169216963200908,0.02746025405985624,0.20501875987030319,0.48589060178043886,0.04892048836106874,0.5514637751956156,0.6996924479743415,0.5106323393494628,0.7450245577012992,0.5668950957508756,0.5975845305536345,0.5539908720033582,-0.001976282306260182,0.04795982797815566,0.485010469512287,0.19536118511457978,0.6524066078305808,0.49963167894175087,0.707850949807574,0.3959658929676369,0.1342007827907933,0.7187771312992399,0.558081359040612,0.6993379905282276,0.5786216392929471,0.6380638358384418,0.7113185949125249,0.6619045833609009,0.10824430464445571,0.04552684105673054,0.6901621012891493,0.7054566745858677,0.24814990688834543,0.7501809088908806,0.5780612617455153,0.327195765495
Paracentral_Lobule_L,0.1268017280713979,0.3499753343008938,0.4435046907971807,0.12056741767736265,0.604614884145578,0.4410387536624417,0.3562484479973403,-0.1687279390486508,0.09133196768267074,0.3693724222983354,0.5821457638349585,0.6377590605329579,0.3615656923069523,0.6270357595716817,0.5624420838332048,0.18625691800477448,0.5032182615417952,0.23783685262215115,0.5777541866357933,0.6282773147411873,0.242456666499383,0.5785923474514764,0.5252826919741685,0.17129598740494437,0.3543911791505327,0.6588667939150249,0.49167206954213777,0.6542173943700239,0.5599049386129531,0.7834568772336737,0.6552865252089066,0.3603327297222691,0.551534109457529,0.4261071691768578,0.24197660722904196,1.0,0.48643755739259575,0.5327889568894911,0.25762012118864974,0.5921919399340522,0.47269700806610454,0.7026856485765082,0.21014405768450922,0.6408659674249769,0.09434947670147578,0.6675159859752954,0.5838419354049428,0.37126989334880783,0.5627411689239209,0.578306839313796,0.4744404359440917,0.4299865899685617,0.6599583457909705,0.6160870160614458,0.6455481026815906,0.6090717951547502,0.0742654509810602,-0.0020410945176229877,0.5958173430506098,0.6183488467788683,0.09110399491699402,0.05613725893190676,0.5364043581387997,0.6730965930891385,0.007492803805418412,0.5369825939136823,0.21994395555617668,0.5146459777242195,0.1646790554624274,0.5597760022174166,0.5437640350514044,0.4663974921997823,0.3432276823601396,0.3169949441600516,0.5017691160809494,0.6735035952968021,0.545455438847212,-0.01051885377454422,0.6459575007108284,-0.04784491521618856,0.398440979437755,0.35366128030737726,0.4766975555108388,0.39837203071887206,0.25964121298531934,0.48321740195840357,0.5962438247610268,0.5311263445686248,0.61263069498636,0.4385005209483235,0.5777519053000656,0.43909064816830495,0.5202878599540115,0.538448353033961,0.5201048622937126,0.5786442337000117,0.5274959882702747,0.5915200384277757,0.22439877701212552,0.5766740474098117,0.5758948933572579,0.6309913742694375,0.6023090786845019,0.36798982408072056,0.3989811980751869,0.48435097094590024,0.6359623936160324,0.41331334491260024,0.40194727953124026,0.6037521891321709,0.6690183804111721,0.13681279240572988,0.5879748388319483,0.5302160832637481,0.5675568357439918
Thal_MGN_L,0.32049826129848114,0.4892727869527584,0.3220770029514842,0.0883448414915947,0.7713020527761708,0.5255371662979055,0.5532605476599418,-0.162336580472692,0.15741986725432086,0.4993829811091077,0.7308378342159447,0.8447237034368121,0.6176110358831696,0.8959515407253963,0.7137547371092133,0.21110166465796076,0.8119970932177747,0.4881568977200529,0.5795301241246839,0.6114834800816938,0.2424537275333203,0.8921359148316388,0.6035530539409721,0.4641196586724094,0.48805859023955994,0.37265956425369173,0.8469259870561875,0.7792018975351863,0.8798977389433429,0.5737851567518376,0.7615845709601873,0.17708426403542116,0.8825665339605312,0.6800611034332873,0.8134592436755974,0.48643755739259575,1.0,0.7330482580969402,0.07975195328544073,0.91291544010323,0.558555364384566,0.4314624580840991,0.40423094843233714,0.7413538962036635,0.0625919706301699,0.7364098240661623,0.7999803675442154,0.18221600737490892,0.5707610096300024,0.1956619587235365,0.39314491599708523,0.572260825909793,0.7453542928367344,0.7953590033190757,0.6227330797755951,0.872029797144163,0.24380955959116715,0.13222320598647672,0.9080370576145138,0.7863000109290135,0.18165738415293328,-0.06242675633031016,0.3055754700613845,0.5181165249650089,0.2383820256212542,0.2528340412819796,0.25950405379976627,0.9597364771550236,0.051898867727655014,0.44966199167093307,0.6555369451256061,0.6876815698131394,0.5261551723585286,0.519902620707071,0.8214448871096156,0.7864423935488656,0.7366470130120872,0.17143702330655625,0.6409757402165334,0.08080066736343938,0.22883846179921566,0.27435578057952664,0.5389781743011779,0.24852155538018797,0.4225305145687817,0.7029225597255627,0.6218565264928408,0.9025324649901797,0.7002232827588312,0.47946990737462086,0.599432282046549,0.18071438717111293,0.34927218825369893,0.7175979132029185,0.4280567443364793,0.7358127744677443,0.6598421993000791,0.8899738599111902,0.25069353801102356,0.49277263585573267,0.7917639409063959,0.6698182113697302,0.7620440859833039,0.590374992929756,0.6318835935678747,0.8066626743356919,0.8983624616580953,0.2740376937745318,0.26888098782502684,0.749706590801674,0.7855261335881161,-0.00042856544228033166,0.8828320732010487,0.7070287557442502,0.6062780004623197
Thal_VA_R,0.4693002201689653,0.64328865573936,0.5552014703605502,0.3005276510953989,0.8625482797325119,0.5940768185577515,0.5986737168345831,-0.05503267054523663,0.1198425783677465,0.66172459883444,0.8197251656297341,0.7357163774699267,0.7247085289146822,0.8058064233709925,0.8317796719444376,0.22003906968848297,0.6712632405416716,0.6275394888959074,0.558170998372101,0.4539640176930116,0.5267366488551454,0.7146689316686669,0.7043345206811025,0.5089500980456386,0.4798113150517436,0.25556706884936686,0.6440914419255657,0.7335667213840318,0.859577584923933,0.6588461482976978,0.7031495428759454,0.3574564056248439,0.8094791301858874,0.7416222442961028,0.6826968463111379,0.5327889568894911,0.7330482580969402,1.0,-0.04018471048423495,0.8040245931262882,0.7507788716019542,0.4779865053989405,0.531888604955117,0.7920202153667691,0.08062396781767313,0.7365917091941874,0.8866176140469187,0.46422042533612073,0.7149715930726461,0.18152869020061504,0.2425745926975177,0.7954148186346292,0.8595901949619311,0.884120394455486,0.693770964445903,0.8821487494360131,0.08567966283278097,0.2449629874975646,0.8174465155257583,0.67809213039485,0.2605291832174708,0.41735913426818055,0.3119372300857141,0.7156093116409792,0.3683903260424115,0.1324030111149832,0.39929572971242744,0.8084002988839365,-0.0795937051866542,0.45795632283159193,0.7115746417494611,0.8406848752861942,0.5571499504272069,0.506182440951205,0.8439991082787217,0.8213728111141988,0.8311439099779592,0.28513520705377643,0.7649772383878274,0.02145219516582505,0.1436374645282321,0.09589715598583752,0.4733176013488173,0.021315315726998126,0.6364484818698997,0.8381415678229288,0.6973095198603272,0.9002730398820922,0.8111821458018169,0.7415228062278099,0.7484449273455329,0.048007270850668075,0.35324867870574456,0.6552779586576638,0.618184003760611,0.7990033675304885,0.7660231112623069,0.8247432763113881,0.33214690770276034,0.2035407665820002,0.8168217962460272,0.8127911408941406,0.8056209570798737,0.668244655127168,0.81944813831314,0.8744835173293056,0.7990359126800931,0.4448136987800949,0.5522918962058471,0.8604743423667365,0.8375740423279524,0.2509749549795011,0.8571961430581206,0.6792988302486915,0.4593546294864059
Parietal_Sup_R,-0.5061721832189828,-0.057890547568431636,0.015828256209808596,-0.4161150823115175,0.060908157422235425,0.25766947258907574,-0.03653564715087218,-0.35134297961408395,-0.31477372204690257,-0.30114534875126187,0.09704804854424572,0.11273566633118609,-0.07409081442703945,0.13449122517228207,0.03335993986622856,-0.043900218374051274,0.007989102847941775,0.0662188847097275,0.23902552133176858,0.31083149043305236,-0.15405786053593465,0.04031765357626011,-0.21745899868776414,0.015183325349083147,0.009993332994991801,0.40978449632810315,0.0974693536550803,0.21175106796737156,-0.04166990517287568,0.25439389502972876,0.119505433307787,0.21948266599397953,0.10868952487229219,-0.17177313017432053,-0.19651577398203365,0.25762012118864974,0.07975195328544073,-0.04018471048423495,1.0,0.06744216377085077,0.03425904890575045,0.2678820662516092,-0.12470404690238622,-0.014951960495436909,-0.36206729522404707,0.18381062963565023,-0.027163811938752985,-0.2316465125900922,0.19705056376196317,0.269507472539892,0.002529831904264837,-0.18616247671547534,0.094681809860068,-0.08024766357729846,0.043969166821124,0.08459043624000337,-0.0966508085111562,-0.543044064322934,0.003796581972381927,-0.010034358399072582,-0.4142762378370266,-0.2650801447246018,0.46476775809305254,0.12850134616637504,-0.24871572157802513,0.4343825799298598,-0.03407930290581724,0.03516185485484312,-0.01563631288899926,0.306267172168077,0.05112508118945647,-0.17844425676851638,0.1412445769064395,0.10536058992765919,-0.09966860707641045,0.11518380060268996,0.17704289969066936,-0.43817881434802813,0.12130037572612722,-0.21586305423706284,0.17956614374899743,-0.07473012041055552,-0.06503765035156793,0.2963876025725808,-0.3092083233339133,-0.12134905731918155,0.18282603968097091,0.1016019969832287,0.1457200411107067,-0.12968899931879244,-0.0035687315090335635,0.1323129968402544,0.4399421105799995,0.21187338467292136,0.06698288640402013,0.03077708002709451,0.06596922079901665,0.05761918807444759,-0.269741771291753,0.3124983978711163,0.05868977757670075,0.1033667375749909,-0.06969402059245525,-0.011067765958974364,-0.11910114935575034,0.03548497719267934,0.08205885675483861,-0.046341657497806166,0.059437313143081545,-0.0075865896248086245,0.0023295867525921863,-0.16184624251369994,0.0441201082993267,0.01683965116385694,0.21380268935253283
