,ACC_pre_L,Thal_PuA_R,Hippocampus_L,OFCant_R,Thal_AV_R,SupraMarginal_R,Temporal_Pole_Sup_L,Thal_LP_L,Cerebellum_Crus1_R,Lingual_L,Cerebellum_10_L,Angular_R,LC_R,Thal_LP_R,Cerebellum_8_L,Thal_IL_L,Vermis_9,Cingulate_Post_R,Cerebellum_4_5_L,OFClat_R,ACC_sub_L,Frontal_Mid_2_L,OFCpost_R,Temporal_Mid_R,Frontal_Med_Orb_R,SN_pr_R,Occipital_Mid_R,Cerebellum_9_R,SN_pc_R,Cerebellum_4_5_R,Cerebellum_9_L,Red_N_R,Paracentral_Lobule_R,Thal_PuI_L,Amygdala_L,Cerebellum_6_L,Vermis_1_2,Occipital_Sup_R,Thal_VA_L,Rectus_L,Thal_PuL_R,Temporal_Inf_L,Cuneus_R,OFCmed_L,ACC_sup_L,Frontal_Sup_2_L,Thal_LGN_R,ParaHippocampal_L,Thal_LGN_L,VTA_R,Fusiform_R,Temporal_Pole_Sup_R,Thal_VPL_L,Cerebellum_10_R,Vermis_7,OFClat_L,Caudate_R,Cerebellum_Crus2_R,Angular_L,Temporal_Mid_L,Frontal_Inf_Tri_R,Calcarine_L,Postcentral_R,SN_pr_L,Supp_Motor_Area_L
Cerebellum_10_L,0.653882945709577,0.2921127009934379,0.4583169192189442,-0.28997757591526746,0.41640075045489927,0.4658764834164736,0.6434980152143062,-0.1798411275531589,0.009435246967623656,0.41975110543410593,1.0,0.15167287579668698,0.41438060742274596,0.4295067587119337,0.5115414747510169,0.5449843547288945,0.2895230011544993,0.7443443207465432,0.6945069804987318,-0.3109862611725615,0.5763214948836994,0.3694808530566336,0.5014363451153645,0.4547897013220001,0.25211867855919645,0.42641370657448746,0.15198453919402932,0.4504256315025049,0.6606911194576499,0.623985697866678,0.6656372766253658,0.6033097297632594,0.22722510298126117,0.20736502752517952,0.42481729437877225,0.5764291629329615,0.6088774615509936,0.16493253914756306,0.6271654137531568,0.3002107287503276,0.19903643291146048,0.6263543137364372,0.2774608203649616,0.08690567049428835,0.7306596278066256,0.545588982074369,0.5236649622335491,0.5975318962789494,0.557601007962503,0.4794802210852102,0.4986487919408858,0.6447670835209118,0.391454734272284,0.6937423041359074,0.153970640488209,-0.06590198894782606,0.49871119984893286,0.23852708987797996,-0.2419870684956781,0.48499588576615593,0.7050565572586419,0.5119151334965374,0.48657911068152504,0.3500597572844708,0.6785877760189318
Angular_R,0.29193167902420897,0.5863820023256417,0.17109734346197647,-0.40471179923586603,0.38959871729210527,0.8358656691475369,0.3591342400285943,0.1859998924296782,-0.5189106224445797,0.3601073524262099,0.15167287579668698,1.0,0.027787166052591312,0.011668069650947532,0.016184330178553828,0.26005060350702836,0.1609078133005715,0.2701225773336393,0.13105695664111489,-0.5868166934357207,0.3354165085069224,-0.44056723918221347,-0.03894772598812139,0.10315929247662035,-0.10326817418291064,0.11637155678018359,0.9145864373137085,-0.07900121314859236,0.04307885924750297,0.1272806291956446,0.38058062917116386,0.2974673604636639,0.4299237054260348,0.26977128371569076,0.024337496664824702,0.3820573132442997,0.20761721945980596,0.813922491543854,0.25843585268047925,0.0461862084256261,0.7122865377306185,0.5580521314982999,0.5081758240678693,-0.3285916373204653,0.19582455046549152,-0.19778142595954193,0.22008935067716603,0.34989650302786185,0.2358582219776409,0.030971621597446417,0.008673695822263877,-0.004177143795568447,0.27366824655381294,-0.12435127754804606,0.1486216102838423,0.2185499127149515,0.34705392986329536,-0.33095386938356725,0.06959449310260009,0.5018605520822481,0.33065956277407466,0.31921095453732395,0.8252180175797973,0.163566576854094,0.2367914135912907
LC_R,0.7222325842592585,0.46832221444140937,0.7282982641113876,0.18126704275735506,0.6478025507257882,0.06552249808121662,0.3808019314925687,-0.05008590434629899,0.5060588520186456,0.6851130984962077,0.41438060742274596,0.027787166052591312,1.0,0.2616481351413668,0.4997994194767904,0.7921972025435539,0.5892317103121136,0.7039813634052456,0.6514847442875061,0.18581926421594755,0.7260353867550275,0.5410126179831443,0.5531909602813109,0.7458301964146714,0.4067097287454954,0.22795739305110452,0.10635925519490202,0.7030769365996613,0.5302882779464385,0.6819063146031263,0.6099145493679863,0.6246366131692391,-0.057489892780791835,0.7620171859650314,0.6270945747584334,0.6801984706441425,0.7851572832370937,0.18132695500351007,0.7430371673228099,0.19606205561345424,0.44092087277881387,0.31649243705161983,0.34844262362421297,-0.10419493635970861,0.5958591023780399,0.6529865859419747,0.7713245764902216,0.7670641129287747,0.6760155791725764,0.26579270045400083,0.8272060874796084,0.7563822490191658,0.739248080824946,0.33360059294373656,0.23507188043377758,0.037202711916710936,0.7575616368696986,0.4287712112049713,0.3021591171182441,0.4452882605923363,0.6490018829075651,0.6337627347971084,0.0566064275014555,0.34759958551313164,0.5241455245726874
Thal_LP_R,0.37363364090758255,0.022690405859935325,0.20985511535063767,-0.02605581798744071,0.08355762477373703,0.2160031375388617,0.4911707454754578,-0.09908802001129445,0.04444003467871235,0.2542319895472529,0.4295067587119337,0.011668069650947532,0.2616481351413668,1.0,0.32110134883591274,0.2831990298033221,0.21088915137302544,0.4880363917671837,0.5230526073000703,-0.1425129417720182,0.3215240025088824,0.2879660069481421,0.5196037834429649,0.22835226665753514,0.3061326312491032,0.3259849562330583,-0.014923142609849175,0.2660389796289101,0.3730562558375075,0.48897880795273435,0.31813811057945685,0.3709584225875167,0.1321178347289155,0.03441579637613382,0.2736966909339523,0.3949844847038126,0.39642086413660677,0.13812156921129431,0.3737664314121433,0.2190068011358244,0.023634614855580893,0.32387929922232195,0.29719684195948404,0.048961682836724675,0.534761775185545,0.3808963361430574,0.2841816272120036,0.2911834264758796,0.2657057304218352,0.21308071703902273,0.3483331832388682,0.48460765570416,0.14884187453072742,0.31302453796377094,-0.06639208532159627,0.13026029553832383,0.19703155532467917,0.2463552729707264,-0.1635504117720375,0.24980740788137049,0.4088261387870276,0.4628852996121384,0.23463761611895773,0.43162044586928733,0.4575452351378784
Cerebellum_8_L,0.37618772858341815,0.08708366602796425,0.24495293713440422,-0.24012633684317447,0.23461793569968628,0.3043938734088218,0.4301105071563426,-0.19764441665786528,0.3894311271035406,0.4810543093944871,0.5115414747510169,0.016184330178553828,0.4997994194767904,0.32110134883591274,1.0,0.36794701014183234,0.4543485956994687,0.5780792169606832,0.4799760509566886,-0.18314476734062615,0.38002849134705696,0.42775174861162074,0.30027164044786075,0.5234523288556361,0.09360272531754951,0.44086363304544707,0.10916302259574771,0.6598309080653005,0.43049022014877053,0.4186238632483587,0.7048563894735569,0.553794251459194,-0.04505712743518853,0.20761152700111432,0.3767711971522793,0.5116233225887301,0.4832866537232344,0.059935539238324224,0.3696053830996699,-0.03424681099406904,0.008507545204597842,0.493686658037917,0.12048549767393954,-0.20317430748237694,0.4912732638252457,0.5234992717540132,0.3107423113757247,0.46098129913986013,0.2611030134434164,0.2089434534269412,0.4957207797422623,0.5365758298487782,0.25605727542532924,0.34722656558909376,0.3540441770120778,-0.16076409693334556,0.2997631101869854,0.6600634154727806,-0.2137298690979382,0.4859000448454529,0.5009517717866001,0.5001260495604342,0.2691070799205535,0.4277211641983103,0.5896404922859146
Thal_IL_L,0.9377704344961953,0.6659350323577495,0.9367394420739773,0.09117703802251353,0.8735967888885781,0.30302253313988964,0.6067482383643363,-0.01724498570104516,0.20877911933719998,0.7740265592697452,0.5449843547288945,0.26005060350702836,0.7921972025435539,0.2831990298033221,0.36794701014183234,1.0,0.5537820026155363,0.8516051736740508,0.7977054608672152,0.011799344062774733,0.8955361629185987,0.5322160530815476,0.6287161931539724,0.719052022086337,0.48368777812059066,0.3686243939943012,0.2630527938676357,0.6192638629977147,0.5996937352605036,0.8390741381398515,0.7309664017007117,0.7526458569805833,0.11083796409121033,0.8553937345285594,0.6915426586360129,0.851325875139469,0.913558369901227,0.3816759070592202,0.9564292442006566,0.25063780327161006,0.6609759179567548,0.5305543168392473,0.512920333878189,-0.05555437546968157,0.7856991281370573,0.7070467025558971,0.9342314731366229,0.9386955990787825,0.8703429697556054,0.5954497803244007,0.8193949848045332,0.788753846957711,0.9419436861086772,0.4353963874712861,0.2105350407396,0.08216059265485678,0.9406199258502391,0.18848892507258813,0.2800929887796581,0.6195624360083912,0.8175721522895542,0.7110818106751164,0.3235831084533689,0.43830058213599826,0.6803872259659801
Vermis_9,0.5438617583543396,0.6462900636593357,0.5280400049220111,0.14969372201628903,0.6095367768709372,0.21165277778737845,0.20164719617138085,-0.050102568186204,0.526413629400003,0.8065740760841665,0.2895230011544993,0.1609078133005715,0.5892317103121136,0.21088915137302544,0.4543485956994687,0.5537820026155363,1.0,0.558008601016088,0.5565902211137007,0.06558249974000213,0.6035772675509803,0.3503084454642191,0.30939892533519847,0.7528541578265534,0.17279650153000184,0.2997358830767346,0.34227590445725736,0.7998296079583236,0.4845460412598029,0.5505269454110917,0.6843296251979,0.506540582759578,0.2174580829167347,0.5589699882706692,0.6350179477239658,0.6965641215843066,0.6583893757875228,0.4759613268256124,0.5051326605771276,-0.005503250769332362,0.5076996899988767,0.5008707732810996,0.5735234889754327,-0.286438395198461,0.531688821654291,0.4374270257455366,0.5626472204260201,0.6105145041404687,0.5932877546478174,0.12324214714187642,0.7118623303461181,0.49139309420319127,0.5974114531386576,0.05226499185954119,0.471822155190797,-0.03132202423350317,0.5887755863656745,0.6146228801550089,0.48354066123055445,0.5739229817793778,0.4552442539848048,0.7118879966487721,0.19420463901011917,0.17303089346505565,0.5042984799156526
Cingulate_Post_R,0.9099235187159206,0.525915158337479,0.7794852770231864,-0.08189940913704859,0.7211530939699367,0.48992226126635563,0.7459052937442217,-0.05303237857788862,0.17649933704481485,0.7649048145365297,0.7443443207465432,0.2701225773336393,0.7039813634052456,0.4880363917671837,0.5780792169606832,0.8516051736740508,0.558008601016088,1.0,0.8807061052258913,-0.1907813806584038,0.8445304711181089,0.5576375776464315,0.6993373780344356,0.7376244582627973,0.42193498100195054,0.5139898934673982,0.29747877903461206,0.6495785888346491,0.6997820075949375,0.8656741846338114,0.8308423945818559,0.7848757505936217,0.25471488788848246,0.641242189638497,0.6910190608236946,0.8664119385509479,0.8752720738762971,0.3854642714899816,0.8720058847774834,0.30995469511228013,0.4930180757278248,0.6964363215324708,0.525052498448229,-0.0658447265303647,0.8850851771355692,0.7623091772425176,0.8243357114717792,0.8826196025091947,0.7898723424030739,0.5861482052948885,0.7766468845268996,0.8627187041025732,0.7562765855399551,0.5678626357535319,0.23186447838586668,0.0160219507243432,0.810637433867733,0.34250442983256896,0.07514318630609489,0.7183257371250691,0.8673317850652765,0.813260582083641,0.49748984264121554,0.46300912767167984,0.8430856274099957
Cerebellum_4_5_L,0.8625608588828002,0.47028322291816643,0.7663931236762503,0.08617212670843907,0.6904165556613718,0.3526431750305638,0.7359372265131199,-0.13172465280303827,0.1934025178751782,0.7281131405047252,0.6945069804987318,0.13105695664111489,0.6514847442875061,0.5230526073000703,0.4799760509566886,0.7977054608672152,0.5565902211137007,0.8807061052258913,1.0,-0.07061126177203361,0.7973756733056102,0.6541895537608179,0.7801537316876588,0.6676830503977376,0.5108670503376563,0.5374235522165297,0.13538428889492052,0.6292166993691283,0.6918354340043907,0.9638651676740206,0.736879891753464,0.7048934206666323,0.28881563981014785,0.5903076764887614,0.6590442872218761,0.8499615014148719,0.8235581001661328,0.33859056518704794,0.8357110630045606,0.34216845345685815,0.3927009764278558,0.6016789611306422,0.5674062960952306,-0.0031071866911273503,0.8811546285591966,0.7859896550706267,0.7759015045448068,0.7999776339916117,0.74456149920422,0.602746141175521,0.7832178590612782,0.8158032362568505,0.7135059023761203,0.5538183953383495,0.1225510140793339,0.06749595274346948,0.7303164304737774,0.31987578758236473,0.10827322053953843,0.6315276013439907,0.8181777758584668,0.8077962927187468,0.36054534697355956,0.4835562845007808,0.7960957677426702
OFClat_R,-0.09129409505726646,-0.18407635122025728,0.13838341227873804,0.7294119737860034,-0.03058998680586529,-0.7296480063200577,-0.46722457496188474,0.00961185002175424,0.6219786192849425,-0.015651246977621946,-0.3109862611725615,-0.5868166934357207,0.18581926421594755,-0.1425129417720182,-0.18314476734062615,0.011799344062774733,0.06558249974000213,-0.1907813806584038,-0.07061126177203361,1.0,-0.09715343820607368,0.2505949056932469,0.04077839020206875,0.25094100994209445,0.2013388819001575,-0.17427036957590958,-0.4549370440653955,0.21643282018980786,0.04828886865648364,0.002071045488824998,-0.3171982236105655,-0.1590415374946466,-0.4045804035171505,0.1420672271163775,0.1337230985426808,-0.17676002362742146,-0.02180511185867317,-0.3485615369998157,-0.09646765319240246,-0.0954055889879655,-0.21471507735384038,-0.5801834713941955,-0.18159000887644364,0.13684332491942677,-0.20663956707791684,0.09327700591918399,0.0028845644942003634,-0.13221800132010156,-0.030555371004872565,-0.007005178691246675,0.22532780303810945,0.019304670157086087,0.0990549915446995,0.030574988358613935,-0.12446570030673106,0.1067538527761445,0.027360774628488113,0.24497161474518162,0.41320658056628107,-0.43306015232150435,-0.19892605919608378,-0.14138473812981778,-0.7414860517145574,-0.08341291865487223,-0.2547479628633883
ACC_sub_L,0.9354944922111867,0.684964369986774,0.8454235825737721,0.06618100548155496,0.8462644317050658,0.41040047834220666,0.6775566505062971,-0.06805217648896031,0.09425807182669213,0.7669510676842519,0.5763214948836994,0.3354165085069224,0.7260353867550275,0.3215240025088824,0.38002849134705696,0.8955361629185987,0.6035772675509803,0.8445304711181089,0.7973756733056102,-0.09715343820607368,1.0,0.4350721883511859,0.6723102033410883,0.6608547423573521,0.5604454309231043,0.38980867923151896,0.3488602263184421,0.5697720642747859,0.6935665228598703,0.8041776450201665,0.7848104635494997,0.7966789179014118,0.2588580535810077,0.7381589939489652,0.6120847362293443,0.8897391406588214,0.8966484014121732,0.46717041631169237,0.9379675318355443,0.39036037311727734,0.6519583008782305,0.6530901724378918,0.5710656902869112,-0.09071412092299304,0.8203618758960386,0.6150503560348551,0.9172950893371512,0.9377603682295746,0.8876557421198651,0.5033080949703141,0.752107318965585,0.7248219666894876,0.8612228095473167,0.42318886117824084,0.2745085119886854,0.15612026720028752,0.8993487732298698,0.13467783673059452,0.24888519665711492,0.7388816564130639,0.8102893239631778,0.7009929233919086,0.4208841244506854,0.4309910214341687,0.6492413158016367
