,Rolandic_Oper_L,Thal_MDm_R,ACC_sub_L,Pallidum_R,Precentral_R,Caudate_L,Red_N_R,Occipital_Sup_L,ACC_sup_L,OFCpost_L,Occipital_Mid_L,Precuneus_R,Thal_PuM_R,Thal_MDm_L,Temporal_Inf_L,Thal_LGN_R,Vermis_7,Heschl_L,Angular_L,Thal_PuI_R,Vermis_10,Insula_R,ACC_pre_R,Cerebellum_7b_L,Thal_PuL_L,OFCant_R,Paracentral_Lobule_L,Postcentral_R,Hippocampus_L,Thal_LP_R,SN_pr_L,Occipital_Mid_R,Vermis_1_2,Temporal_Pole_Sup_R,Parietal_Inf_L,Cingulate_Mid_L,Cerebellum_4_5_L,Thal_VPL_R,Thal_VL_R,Supp_Motor_Area_R,Temporal_Pole_Sup_L,Cerebellum_10_R,Cerebellum_6_R,Frontal_Inf_Orb_2_L,SN_pc_R,Vermis_4_5,Cingulate_Mid_R,Temporal_Inf_R,Frontal_Inf_Tri_R,Cerebellum_Crus2_L,Thal_PuA_R,Thal_IL_L,Frontal_Med_Orb_R,Thal_LGN_L,SN_pr_R,Temporal_Pole_Mid_R,Temporal_Pole_Mid_L,Frontal_Inf_Oper_L,Frontal_Sup_2_L,Amygdala_L
Occipital_Mid_L,0.009558750590210564,0.5399639834020418,0.24377160502124248,-0.1357942766488994,0.01081879893135955,0.32920744787397216,0.2031907490991324,0.7908529254181542,0.06432247492868037,-0.04781971154948294,1.0,0.4309311577974133,0.7709379444204828,0.4725710627343033,0.27693577865906666,0.16231899285064882,0.36124260722570795,-0.11830441252631205,0.8179053208504097,0.44674628919296383,0.026214828927609606,0.16732459114406842,-0.11420287341882655,0.04811145501168135,0.6540240796533247,0.18142706840302236,0.43909064816830495,0.11936611447688304,0.24430101155537887,-0.15138147089532158,-0.011344040249159335,0.631689589985308,0.19475970290693698,-0.06150940758113767,0.3264593512434452,0.21858387658141865,0.05925811356328977,0.3454327520043206,0.2622799319140073,0.06138110435756057,-0.14321672515973555,-0.20442524233598236,0.15939509241786837,-0.08099105199219907,0.07681918626503498,0.12366264624605494,0.07502895247512918,0.20299737526439637,-0.050560253251871,0.3428470520263979,0.6373520268170766,0.2052559552730252,-0.03961449171419358,0.19822955586161978,0.07651877557623078,-0.0018989959214239826,0.0033250182764825924,0.3672563123755345,-0.10333423625685795,0.3025778827272201
Precuneus_R,0.7686319926958679,0.6660687988980328,0.6880848798677336,0.6663036436015047,0.5428237213710737,0.7202931233735942,0.6909136984778809,0.6123791137575789,0.7720821197299855,0.05045363443025647,0.4309311577974133,1.0,0.5315969151675343,0.6107686731283267,0.7389518327022985,0.5967254758806557,0.17146249678098804,0.5473698635702029,0.32324390119127283,0.678765112478264,0.7374115629444434,0.7799653755800582,0.5850886387951301,0.22367185699839318,0.02233117285417595,-0.0400872308237189,0.7834568772336737,0.5736897809815987,0.5881066029625132,0.46367721079842134,0.4796022974885168,0.510852933728725,0.6516953295433257,0.6109855186343922,0.033771394490265005,0.7876021729386427,0.7445478743850534,0.6532881368908899,0.6502685305066062,0.8226582350300327,0.6937457588604817,0.30796151613838835,0.7380577087812955,0.6597081653259457,0.5086086221433453,0.7396097072132471,0.7882279363983816,0.14078402514773186,0.6741006339558968,0.19450321390115988,0.6181103282626781,0.652303928165903,0.3820269637411451,0.5728421235737997,0.5176241700814566,0.07246600248343718,0.5775154517299742,0.7826739028650275,0.5490591529829382,0.5592608787299242
Thal_PuM_R,0.3271877812882258,0.778231267087533,0.5155271159950556,0.06685295514723374,0.4039181547712793,0.5940442368373431,0.38078654438921405,0.6764264342128239,0.27418242120031505,-0.24840197515547996,0.7709379444204828,0.5315969151675343,1.0,0.6953779630257235,0.5413551512480538,0.4522455981176565,0.42261359564217366,-0.06275215917943801,0.6060900050910365,0.7359119831897489,0.3038411823291535,0.5404649192155904,0.19317181496948793,-0.02048486157257599,0.5018653698527201,-0.018229028217955787,0.5766740474098117,0.45411585357209194,0.4865912304821784,-0.12142734646446,0.036065870410007646,0.7594283184993696,0.4202827564973149,0.10343065023844081,-0.0006773717852107282,0.39740457264751283,0.2592381655085968,0.6495185680885727,0.5564237815758287,0.2527684032853617,0.19613072468877205,-0.07938330067456786,0.17746191488794893,0.24858745642440055,0.22353653947380933,0.3320955307936969,0.33361450543763826,-0.051578652234490346,0.27001722512533355,0.30152479848694436,0.8660538142008678,0.46271823238917775,0.036195902393990696,0.499445831214786,0.18491368209135617,-0.2483377631930162,0.08136101828408934,0.5049412376885408,-0.014966587110054398,0.3550595168788915
Thal_MDm_L,0.6655572140359214,0.9707199535334837,0.8428019631574076,0.4709512883451383,0.35286751647842246,0.9067053330496898,0.671134023941362,0.4034472263259825,0.6258507333745894,0.14348375671471414,0.4725710627343033,0.6107686731283267,0.6953779630257235,1.0,0.5018372559020424,0.8706159165309154,0.3121711573635249,0.44758963401121693,0.4853041811348781,0.9686201711636938,0.6527653898491118,0.7507744891398905,0.708132775714611,0.22613280818364362,0.3450628669448132,0.11439609043845875,0.6276122747161501,0.3482569131146836,0.9059330039781902,0.13569154808993314,0.3068986886770687,0.44960250177070565,0.8582386689142343,0.6179375828400896,0.16946309909509802,0.7817300870612278,0.6781729046805299,0.9580849834834922,0.9428385158448866,0.5014672081372493,0.38490104186625185,0.30191501732193593,0.5795260897197092,0.3946400832806972,0.5531511021192759,0.7728207259787093,0.7257815847943758,0.42710523943409623,0.6928684137302534,0.24223989575788835,0.8336942465449265,0.9135137586328147,0.2851857389050603,0.8565043970391376,0.3098268612386522,0.19935183614456325,0.328154690654682,0.790669649391986,0.5105447335324544,0.6943330499850793
Temporal_Inf_L,0.7866044411640111,0.5811525811145094,0.6530901724378918,0.5301688416983875,0.7573009041493037,0.6462902282189701,0.6865131609226659,0.467951490513131,0.7381266646598088,-0.3803162474492126,0.27693577865906666,0.7389518327022985,0.5413551512480538,0.5018372559020424,1.0,0.4860829527761309,0.42686597763741047,0.31755971883189443,-0.02089789405726541,0.628271590692364,0.5728890646040595,0.8250330999981165,0.4849585425375412,0.1693688668490795,-0.13846549114199558,-0.31075448030456265,0.502836304362947,0.7616249403704225,0.3935913141988142,0.32387929922232195,0.3192313297030139,0.5897812584186768,0.5140812916708148,0.44236463385668134,-0.47437769340128794,0.5280678946177864,0.6016789611306422,0.5581729909800617,0.5427961405033938,0.7236502295788644,0.7291046226961423,0.18277578945271106,0.5572148075819725,0.7938782699320931,0.5293005605907942,0.5956259339485956,0.7217793649906241,-0.1187979963556878,0.6719783012375758,0.5004636178115045,0.6214193995261831,0.5305543168392473,0.1642436017098675,0.5217867631820821,0.4362831121364978,-0.34428794786675204,0.46657509401135666,0.6465869696217057,0.3523642936044782,0.4163428834869137
Thal_LGN_R,0.7844096718278009,0.85030155691564,0.9172950893371512,0.6375299859505591,0.3326853457652405,0.9296649422480991,0.732525421384538,0.18733224477927274,0.7528423713371178,0.21164335410993232,0.16231899285064882,0.5967254758806557,0.4522455981176565,0.8706159165309154,0.4860829527761309,1.0,0.23634674888783716,0.5693220389207745,0.2746720365637292,0.8739659178732213,0.7842048352255623,0.7979960706549646,0.8762920170718108,0.30565828125817407,0.05476458565673209,0.1338280142395156,0.5146459777242195,0.2801443339001357,0.9193670227668276,0.2841816272120036,0.35890811093406505,0.21307029557238272,0.9277046571462063,0.7602217943971202,0.10612141646392126,0.8481019924107409,0.7759015045448068,0.9334631378274859,0.9660341457078845,0.5681579411800483,0.5781652929605564,0.4668674194001658,0.6584407946133495,0.5435156417271781,0.6285150102977883,0.8673844643063408,0.8047461240298229,0.40658374905836747,0.786833965863372,0.11841210745331415,0.6279372511855383,0.9342314731366229,0.5084182757913847,0.9566394038870653,0.2887375987200449,0.3025892805943873,0.5242407413757041,0.7864121179470955,0.654243434137248,0.6351750811968729
Vermis_7,0.1754562450360672,0.3980698354924176,0.2745085119886854,0.020243372482528516,0.13745532140588546,0.26846263977100954,0.3079180409004714,0.2966639245553678,0.13699786114308599,-0.3556610949877822,0.36124260722570795,0.17146249678098804,0.42261359564217366,0.3121711573635249,0.42686597763741047,0.23634674888783716,1.0,-0.019394318148345767,0.21719968737555717,0.3612158208640193,0.09445189193626573,0.24894956748405153,0.040160658559326996,0.353404098228204,0.17150209998195265,-0.13962630225384606,0.0742654509810602,0.15943107214517388,0.17329016474657694,-0.06639208532159627,-0.17689534091871492,0.3576685781433485,0.25740943836417,0.1500604389808573,-0.13054653860176965,0.12384058752178567,0.1225510140793339,0.2717397189684493,0.2645264674507434,0.1105277707406818,0.0022415452681612312,0.0013470456604879203,0.21544688469075662,0.10406065003858242,0.2716941833992878,0.18212228381180368,0.19742375861589528,0.21420457205655077,0.19314583849276512,0.6430673736159586,0.4137287784456099,0.2105350407396,-0.1758247441865983,0.27920049368598177,0.11342617052930447,-0.15584368042642965,-0.038418576542816746,0.2884014445659718,0.03317242438740034,0.34700716141683113
Heschl_L,0.6673731470572418,0.41608881413259063,0.5339534987545129,0.7052013550699082,0.22924955167167868,0.5178150760069562,0.4655419758484799,0.057567256484838986,0.6680947126739476,0.38779472384688396,-0.11830441252631205,0.5473698635702029,-0.06275215917943801,0.44758963401121693,0.31755971883189443,0.5693220389207745,-0.019394318148345767,1.0,0.0071504063179046486,0.4427646887386458,0.666855315548481,0.5667314770073212,0.6931080533925469,0.39594031267460017,-0.14340945202670752,0.0696501758491731,0.4385005209483235,0.1867160646546274,0.5580192366583058,0.4469381344932964,0.3301462806025905,-0.0749769084858126,0.6040346462419546,0.8232359324297034,0.19258106216273269,0.7448710962271937,0.706077339890466,0.4820144292324642,0.5549356431431463,0.7018656115204372,0.5382001316449839,0.3456145534673088,0.7519692932322082,0.45713613407293674,0.38728690313790903,0.7053549711737147,0.7406092670899779,0.47230386305995364,0.6957663719196636,0.01711217749658073,0.2491873620780202,0.6258198316905532,0.36634615235321916,0.47995157352358914,0.23995653579776496,0.4463552347800902,0.5570904832356606,0.6213643777975744,0.7863427980229268,0.6213835095293109
Angular_L,-0.043125371748690584,0.5213546864432089,0.24888519665711492,-0.10529994333352807,-0.33164336127357763,0.3507677063828594,0.1176143374625896,0.5780104294627118,0.05222003302616758,0.2712367747900176,0.8179053208504097,0.32324390119127283,0.6060900050910365,0.4853041811348781,-0.02089789405726541,0.2746720365637292,0.21719968737555717,0.0071504063179046486,1.0,0.42909342667330136,0.10231987191145339,0.06558317816775472,-0.012704011686576363,0.14303647277934906,0.6139378793821457,0.4754433454573009,0.35366128030737726,-0.2682697382426241,0.4021354361177602,-0.1635504117720375,-0.07883160720535465,0.24413492552819765,0.25064336156092365,0.07475019081769119,0.7260812640845844,0.35748408472901244,0.10827322053953843,0.37624392652539945,0.33755661985879803,-0.02769415743466769,-0.22204321528793103,-0.10365066156128545,0.16612080935584908,-0.2013559732959308,0.072044617197278,0.19693891492249854,0.022070499676194004,0.4568374141262594,-0.09547252421711012,0.07784122650395298,0.5225699744831975,0.2800929887796581,0.16279481348650476,0.2797184181411442,0.012122639976855153,0.3630613672898356,0.01337155702120177,0.4049028812864334,0.10281276760784584,0.4004753957836651
Thal_PuI_R,0.7469933891530545,0.9650797907695625,0.8812753589407979,0.5315211424764557,0.46794118127145523,0.9281304071108437,0.7115087021027419,0.43390769261404316,0.6973356754071897,0.04811938272547471,0.44674628919296383,0.678765112478264,0.7359119831897489,0.9686201711636938,0.628271590692364,0.8739659178732213,0.3612158208640193,0.4427646887386458,0.42909342667330136,1.0,0.7218509025225929,0.831802791211789,0.7387781959948936,0.19669164304757683,0.24088928407174437,0.04893180423869673,0.6377590605329579,0.4586397775339977,0.8970645626540551,0.16509043499882164,0.29866630860490606,0.5079083253800818,0.8509511772904131,0.6430626434379106,0.05630549421142677,0.8082002262407463,0.7107815322025378,0.9642705106135472,0.9491783536382152,0.5784764537498213,0.509874431471797,0.3164565448553644,0.5828756766152242,0.5348902952638116,0.5836166956105676,0.8021518358307044,0.7823832484225824,0.3178123061655681,0.7491590232774552,0.2497669289134793,0.8668591772884784,0.9116993634253685,0.33924729401596376,0.8709024859924643,0.36189474681724326,0.10842782082466877,0.3979821488477324,0.8106960253096999,0.5215031796444373,0.6882419564619905
Vermis_10,0.8565722541560852,0.6343555365651369,0.786325233567681,0.786940552933853,0.47855145057001125,0.7827996451912823,0.6790497897351991,0.19247176516601494,0.8553930444703747,0.13733397381710746,0.026214828927609606,0.7374115629444434,0.3038411823291535,0.6527653898491118,0.5728890646040595,0.7842048352255623,0.09445189193626573,0.666855315548481,0.10231987191145339,0.7218509025225929,1.0,0.8331058891870526,0.8601446350485668,0.28767553994079686,-0.2472385623030396,-0.05739809502184555,0.5786442337000117,0.4291906149654135,0.7872878737086519,0.46642362809312243,0.4132154623482775,0.161079013161641,0.8374853592425137,0.8397520922375388,0.037689297728910214,0.8965759591856871,0.869613700266517,0.7466003048564994,0.7970563699642724,0.8237433790793447,0.7485243745669272,0.6181212775302842,0.7102972748653859,0.7248207757210617,0.5865427158472227,0.8612022913062551,0.8894434686492979,0.285429332760181,0.8138491432602186,0.029431408135757554,0.4908329613161872,0.7886745978124738,0.5452529306330817,0.7535774932841995,0.5002803424986141,0.2624934216390589,0.6083095105881936,0.7712563464131097,0.7757977724552292,0.6573660050180735
Insula_R,0.916681121193575,0.7771777883999255,0.854481229538764,0.7144866370834124,0.7327541016325977,0.8622355606650052,0.7347950429563598,0.34121239241040086,0.853971926077006,-0.1281018295359292,0.16732459114406842,0.7799653755800582,0.5404649192155904,0.7507744891398905,0.8250330999981165,0.7979960706549646,0.24894956748405153,0.5667314770073212,0.06558317816775472,0.831802791211789,0.8331058891870526,1.0,0.7957529548192819,0.25306475927576766,-0.11745478311378729,-0.1798629272029826,0.6542173943700239,0.691814478492435,0.7267114848049654,0.390743591282106,0.38237260749659546,0.46305358455871215,0.8002417226997598,0.7223689154834312,-0.2528521369425964,0.8057308933122932,0.8290336768963671,0.8240003974799176,0.8313998437707472,0.8095134138160982,0.7938316746695213,0.3808546086453389,0.6897119022624717,0.8064005054188439,0.6223299961579999,0.8220499160006244,0.9140094114261177,0.09394660563886352,0.8741816060200451,0.2757893837498075,0.6933222709611288,0.8020230864306482,0.3332879752110865,0.7978879902648163,0.4612389670368856,-0.08519300603097858,0.5324926442016754,0.8081978563702695,0.6081051890682967,0.5895994966873109
ACC_pre_R,0.8713854103572904,0.6505370788318756,0.8336899364194301,0.7459284522002306,0.4383507548758083,0.8302088112381524,0.7011101152511287,0.016668783270106034,0.8146816058996682,0.1807181837855233,-0.11420287341882655,0.5850886387951301,0.19317181496948793,0.708132775714611,0.4849585425375412,0.8762920170718108,0.040160658559326996,0.6931080533925469,-0.012704011686576363,0.7387781959948936,0.8601446350485668,0.7957529548192819,1.0,0.23349694082297864,-0.21681657712359884,-0.07206080754403486,0.48435097094590024,0.36687356924069503,0.8539445522788107,0.39221248197691355,0.500071079670031,0.061582191177908314,0.8516923968750008,0.823681754823387,-0.03116319343026457,0.8466812790781845,0.8150421926496523,0.8135688591877767,0.8695455839093182,0.7067029577217045,0.7354071713074841,0.5720969735026149,0.671252491348913,0.6595514388132995,0.6249982126777314,0.8814894135242591,0.8610314268217563,0.29389326579458386,0.8800628405888792,-0.039837228361296134,0.4481325071459171,0.8833820819787179,0.5304892748124487,0.8210316094809272,0.3947806432153289,0.28866053399879066,0.6204024960305121,0.700114551104995,0.7789213210990256,0.5490572206441217
