,Vermis_3,Occipital_Mid_L,Hippocampus_R,Parietal_Sup_L,OFCmed_L,Vermis_1_2,Lingual_L,Thal_MGN_L,Precentral_R,Frontal_Inf_Orb_2_L,OFCant_R,ACC_sub_L,Cerebellum_Crus2_R,Frontal_Mid_2_R,Postcentral_R,Occipital_Sup_L,Heschl_L,Cerebellum_4_5_R,Vermis_7,Rolandic_Oper_R,Insula_R,ACC_pre_R,Heschl_R,Rolandic_Oper_L,Temporal_Inf_L,Cerebellum_8_R,Thal_PuM_L,Temporal_Pole_Sup_R,ParaHippocampal_R,Frontal_Inf_Orb_2_R,Temporal_Pole_Mid_R,Cingulate_Mid_L,Frontal_Sup_Medial_R,Thal_VA_R,Cerebellum_6_L,Pallidum_R,Temporal_Sup_R,Vermis_10,Caudate_R,Rectus_L,Temporal_Pole_Sup_L,Thal_AV_R,Cingulate_Mid_R,Cerebellum_7b_R,Frontal_Sup_2_R,Frontal_Inf_Oper_L,Frontal_Inf_Tri_R,Calcarine_L,Thal_MDm_L,Temporal_Inf_R,Cerebellum_3_L,Thal_VPL_L,Cerebellum_Crus1_L,Rectus_R,Cerebellum_4_5_L,Thal_LGN_L,Lingual_R,ACC_sub_R,Cerebellum_9_L,LC_L,Paracentral_Lobule_L,Thal_PuI_R,Precuneus_R,Supp_Motor_Area_L,Angular_R,Pallidum_L,OFClat_R,Frontal_Sup_2_L,Occipital_Inf_R,Thal_MDm_R,Angular_L,SupraMarginal_L,Putamen_R,Frontal_Inf_Tri_L,Cerebellum_6_R,Cerebellum_3_R,Paracentral_Lobule_R,Olfactory_L,Cerebellum_10_L,Thal_LP_L,Cerebellum_Crus2_L,Thal_MDl_R,Vermis_8,ACC_sup_R,Thal_MGN_R,Postcentral_L,OFCpost_R,Cerebellum_Crus1_R,Frontal_Med_Orb_L,Thal_MDl_L,Vermis_6,ParaHippocampal_L,Occipital_Inf_L,Frontal_Sup_Medial_L,Cerebellum_9_R,SN_pc_L,Thal_VPL_R,Thal_IL_L,Calcarine_R,Frontal_Med_Orb_R,Thal_VA_L,Caudate_L,Frontal_Mid_2_L,SupraMarginal_R,Cerebellum_7b_L,VTA_L,N_Acc_L,Thal_VL_L,Parietal_Inf_L,OFCant_L,SN_pr_L,OFCmed_R,Thal_AV_L,Amygdala_L,Raphe_D,Thal_LP_R,Frontal_Inf_Oper_R,Insula_L,Amygdala_R,Red_N_R
Vermis_3,1.0,0.3761859407882524,0.8138260172708686,-0.02480914579412379,-0.10555962146944058,0.8589735339375633,0.808670377290497,0.7620440859833039,0.2757444162281162,0.4874327291478105,0.09776533713621892,0.8039670304140846,0.4145991266890467,0.498287092891416,0.27058370075976307,0.42213762532428256,0.6468684715873463,0.8181941747040888,0.3041680491046309,0.8390302267116557,0.7290081721607324,0.73661512355868,0.5162559744655533,0.7330980681052703,0.5122551564004453,0.5294331515863276,0.5484713890441919,0.7864414077894086,0.900829045472892,0.6242874897629118,0.4015261286758939,0.8919676133202861,0.8252174239903046,0.8056209570798737,0.8143391165848645,0.5978306346864436,0.7167351991971698,0.7909427337346909,0.8365549108537301,0.16121758906298775,0.4974131004357445,0.8285492706023919,0.8008933810377892,0.39811148760440324,0.704955219253554,0.8605336366137958,0.7106214219028057,0.7751073234091773,0.848303809927048,0.5827162338097199,0.8088489967524483,0.8573334157253629,0.37776660304432425,0.008448212057510925,0.7869832830382865,0.7905758679776053,0.8352479554480333,0.8520465506624159,0.7134303175419695,0.5992335525374792,0.6023090786845019,0.8535140428857049,0.6968769718077572,0.739560699066731,0.18701327319683633,0.5350572407226821,0.07619588948260153,0.7561466143092536,0.3920051568985281,0.826450961358867,0.4477853081695688,0.42032525973039364,0.6656577256015863,0.7270647726304766,0.7140325475451299,0.7382560478242463,0.24353684378947693,0.4343662653141033,0.5267526690650062,0.021449134502081118,0.2652322718065415,0.8421617195633802,0.2388070819380938,0.8121339120442447,0.6993379905282276,0.39877290774268354,0.5513278872418887,0.3767284170270151,0.4856901731872151,0.8058760101618528,0.5663346239501521,0.8358344643843503,0.34219775875200625,0.8301447490694881,0.7479941888881919,0.5862409275659763,0.8422850005975385,0.8600744347518833,0.7911724612520034,0.4134561499178039,0.7960117639931129,0.8446244138624327,0.6025961399018738,0.25722038020417654,0.39858183348070036,0.4876588114517119,0.3247785081137545,0.8692479288752811,0.2901686241295935,0.09098612569105106,0.34065311740383936,0.29037037355234835,0.6274079588545779,0.8180194158037045,0.14075903360016467,0.27631276614957595,0.7244288237979425,0.8771897741963804,0.8244419682523229,0.6725596360703312
Occipital_Mid_L,0.3761859407882524,1.0,0.11401582986754662,0.011499423108738005,-0.41630662895225806,0.19475970290693698,0.5689574434870418,0.18071438717111293,0.01081879893135955,-0.08099105199219907,0.18142706840302236,0.24377160502124248,0.20644315030231966,-0.2526500636702744,0.11936611447688304,0.7908529254181542,-0.11830441252631205,0.1352205106006314,0.36124260722570795,0.06692391133829997,0.16732459114406842,-0.11420287341882655,0.1905906068697604,0.009558750590210564,0.27693577865906666,0.3095058604930716,0.7294267686735334,-0.06150940758113767,0.25983007495080995,-0.18424071188192453,-0.0018989959214239826,0.21858387658141865,0.023567114847236347,0.048007270850668075,0.31614287328141427,-0.1357942766488994,0.12544181934700913,0.026214828927609606,0.29987222203214464,-0.10814564486581041,-0.14321672515973555,0.43199827620625786,0.07502895247512918,-0.0006062636904162958,-0.08332543140679169,0.3672563123755345,-0.050560253251871,0.42703677558377756,0.4725710627343033,0.20299737526439637,0.43104177980239844,0.3564376296993248,0.31291771918429095,-0.3658698313086102,0.05925811356328977,0.19822955586161978,0.3937417839702601,0.28114985905317075,0.24425968653896415,0.3349663375284853,0.43909064816830495,0.44674628919296383,0.4309311577974133,0.0342511401789407,0.43871283205129175,-0.10431966053195717,0.08576560700302525,-0.10333423625685795,0.5072796917001251,0.5399639834020418,0.8179053208504097,0.28061514577404734,0.14014910245747755,-0.1234730370740595,0.15939509241786837,0.07767436411992194,0.22691614893979986,-0.039871518308269835,-0.1596699569377382,0.2468224818696108,0.3428470520263979,0.3082778248449142,-0.03633285345692153,0.15465213692528668,-0.001976282306260182,0.15361364551418916,-0.12736180922532545,0.20682653672139806,0.13910265801657742,0.3951479477756777,0.3872393639357529,0.23579890497594666,0.7559856983035931,0.0040868175772230345,0.2754497011735035,0.17620552267981515,0.3454327520043206,0.2052559552730252,0.4271648350435055,-0.03961449171419358,0.09313556709708998,0.32920744787397216,-0.16719329877271158,0.1728707858050055,0.04811145501168135,0.11799411488111361,0.09273981747817865,0.290897085936516,0.3264593512434452,0.32426356206740603,-0.011344040249159335,-0.2053269617260219,0.21094373114625764,0.3025778827272201,-0.1955687271428395,-0.15138147089532158,0.18273240220158518,0.12899816212310372,0.43562640856887674,0.2031907490991324
Hippocampus_R,0.8138260172708686,0.11401582986754662,1.0,-0.2578790880655504,0.03105590906628764,0.8868022746515802,0.7126521945199626,0.8407313760452352,0.531949623431397,0.7015272205135397,-0.044183439927021693,0.8869469743678144,0.06454565292626371,0.7084543985715277,0.48129137935774,0.26236691988950955,0.6125880291435891,0.8553026414327676,0.161885725279706,0.9005809118980931,0.8809239362691729,0.9218706779383687,0.5804605098344148,0.8825807515875532,0.60953790532202,0.2765253682981125,0.35263410382947546,0.8111170447663474,0.8635950311980195,0.7281965453483981,0.18029684167377322,0.8795556351894317,0.8575185802601183,0.8605645466000202,0.862438470299069,0.7369102333128067,0.7962035489513332,0.8889308508632322,0.8898945516128769,0.3613030757904957,0.7640395610660337,0.8469751653147752,0.8950519569697784,0.14698395413606238,0.873137922471787,0.7947677793295144,0.8635389489253719,0.7086544097945132,0.8135387592935284,0.25638837825799254,0.7929451639136466,0.8664510147432253,0.34984596645161464,0.20370945432788684,0.8426175629595813,0.8521847018163298,0.7903988705116246,0.9109470846353775,0.7474610457662182,0.6182193144807646,0.622650049205039,0.8681809634397225,0.7213220851938191,0.7440180973108855,0.3629581623097715,0.7080793116538051,-0.1742128256885014,0.70430640361888,-0.013138057100339762,0.7920444141948043,0.1547727310456681,0.08041855301643051,0.7858012314242987,0.7625373758834062,0.676248361195146,0.8272802813257369,0.2880492134636851,0.5284386636755976,0.6361691880257005,-0.00982420729414229,0.06833589607806782,0.8991807501713448,0.23448438477304562,0.8750008466399016,0.6637062519379096,0.10883631026535177,0.7116748881934223,0.00997509886298976,0.6039122710239287,0.8228518596959087,0.6018511464113558,0.9255693633102431,0.16277962824230038,0.7898167699585726,0.5145906060357425,0.565045380160269,0.9082914823777842,0.9219881910692119,0.702639129546669,0.5077924285822614,0.932392090038933,0.897360968401416,0.5119476083826443,0.4580620526486256,0.2178183866661818,0.5865743844322869,0.3332656926615157,0.9011702492000739,-0.03286647180864174,0.06173911733925686,0.4804653486662553,0.2573615976831118,0.7004718533335745,0.6308134775044417,0.04689877660238204,0.35440553382147455,0.8597518908689469,0.8787715377374035,0.729411005887472,0.7642379049318445
Parietal_Sup_L,-0.02480914579412379,0.011499423108738005,-0.2578790880655504,1.0,0.10436178221899538,-0.13379077988651644,-0.09913038864565162,-0.162336580472692,-0.7259392492855689,-0.4417588760492772,0.506760584086763,-0.23525649265731552,0.25811876393044697,-0.4549334398048859,-0.7361600406797353,-0.14798542226066752,0.02681258446564088,-0.042164889004862684,-0.17944422969666193,-0.20278106063206391,-0.4690834838297837,-0.18278234396009396,-0.5668244655639105,-0.3668993179133573,-0.5702512510542322,0.059026727043304424,-0.056156407430424216,-0.07189717299541462,-0.06652834316621624,-0.0968411132912312,0.5588155368995954,-0.038332410917645596,-0.17816564443295904,-0.05503267054523663,-0.2448973467907529,-0.22776469771784963,-0.411573497297045,-0.21594561212607302,-0.15037520849647576,-0.14065366693899684,-0.4161115852525024,-0.10740693270048823,-0.3200255217753918,0.343773150617371,-0.3869671985132844,-0.06300555467728337,-0.3420032493139021,-0.1645588588160208,-0.11482462585381648,0.49740477847019376,-0.15715678520221296,-0.030594498906480493,-0.450396428435202,0.060919410983933,-0.12961054849709228,-0.18154114197791946,-0.15216994036667375,-0.16475000601978923,-0.357682906158562,-0.31916942489391054,-0.1687279390486508,-0.23842499327658823,-0.28159349247041043,-0.2669246344094084,-0.5839233608297949,-0.3090932185336839,0.7039442235751293,0.0961693937538002,0.40188066306105813,-0.18752613525713627,0.3436821760084548,0.6404265753272635,-0.37807131061176263,0.007280521060345261,-0.06388890609887864,-0.18647570945992353,-0.3361876339632598,-0.12250106548579155,-0.38022393905404783,0.04296473254897651,-0.16379894977688852,-0.15483379504421194,-0.27739870280124207,-0.3121939304661137,0.04718254489968188,0.6806542496886352,-0.04364205725748906,0.5497006165739795,-0.11901734712269528,-0.10257306495160584,-0.1804192918610257,-0.24015068855944177,-0.2091845446301097,0.07846525000680929,0.14700480065411622,-0.26033450698729216,-0.17332761173535513,-0.10571355772097235,-0.14872307898080442,0.11230964081110216,-0.20899963336413052,-0.18669447205397835,0.285705915918635,-0.7196203663719944,0.1763907087690197,-0.080867515458689,-0.21545891269848208,-0.09324837888179914,0.7228852322065038,0.15693505717774478,-0.059556676779502334,0.2516627398048744,0.05704101445726409,0.03261858644356289,0.29489625436117134,-0.21853968302542867,-0.4595537163580812,-0.06032305549284985,-0.15531408423971382,-0.23594250114510196
OFCmed_L,-0.10555962146944058,-0.41630662895225806,0.03105590906628764,0.10436178221899538,1.0,-0.026726092972401395,-0.33273525555437383,0.06330178565591507,-0.17695198612247712,-0.0775545684976489,0.01863978863110299,-0.09071412092299304,-0.23595553740525338,0.033094787781333374,-0.2289947920029514,-0.46282668229436885,0.0902742383295096,-0.004256312450115624,-0.15226547881199132,-0.04672149613669772,-0.12854679191306273,0.18570721822983333,-0.1406182193674448,-0.040882257245531614,-0.30235108425224105,-0.37167525255000256,-0.36063824254214616,0.10453174534707536,-0.009154839319765701,0.16344132439863399,0.20422781797089512,-0.006242032946951148,-0.015606265031701714,-0.02881211397251195,-0.1552640726652719,0.04577964755414004,-0.1905482933200028,0.10075800310848076,-0.08158442033652698,0.15622210217408677,-0.03145056818145053,-0.09963398923473359,-0.0670258763412477,0.04209738636344773,0.0012707224985137955,-0.2497620471501112,-0.006753456042908615,-0.21771418558538605,-0.1673140648397826,0.005642181530095533,-0.20414664902154397,-0.07304302756341507,-0.42968646802323657,0.1782036761413239,-0.0031071866911273503,0.1012720688724358,-0.1971912728283674,-0.12502621207668083,-0.2189878678301434,-0.2617649098360416,-0.33845919378239486,-0.16220361974364123,-0.2667563235414633,-0.08499753606306497,-0.3285916373204653,-0.060720862429237105,0.13684332491942677,0.09562742107758046,-0.19099109500893852,-0.20242694985925844,-0.2004206040283568,0.05493243644530773,-0.14773025840954732,0.09649973169216255,-0.0448878369162312,0.005699421645398501,-0.01335607621543744,0.019050392540418976,0.08690567049428835,-0.06510001820722736,-0.4730076181258745,-0.05983736078470169,-0.16701543213066528,-0.03367960506984656,0.19360237936454053,0.1875368609821878,0.08168712119010516,-0.07141543429197937,-0.11467659719470842,-0.08361908393987344,-0.09708154482799174,-0.14617228653402067,-0.5694983074347744,0.041683106283251566,-0.1250622776952045,-0.1314988507413409,-0.1228554086702684,-0.05555437546968157,-0.16843297473427252,0.08496828482607623,0.013815261636338772,-0.12513817727438492,0.19079010784822373,-0.32216393312679337,-0.19380012704286398,-0.36616095753366096,-0.3059896026591259,-0.049267741360566546,0.08556757815220638,-0.2113780489493309,-0.19107262882522494,0.4683836132252573,0.00297602781441317,-0.09897639930423281,-0.0930257614807439,0.048961682836724675,-0.169809495896037,-0.0037212291585391514,-0.30415451739916005,-0.1415192862005109
Vermis_1_2,0.8589735339375633,0.19475970290693698,0.8868022746515802,-0.13379077988651644,-0.026726092972401395,1.0,0.7927510421208742,0.8798977389433429,0.3536457807255371,0.5555217876557617,0.0687240057032911,0.8966484014121732,0.3129475556889794,0.5573811098172927,0.32007660266714527,0.216866265549607,0.6040346462419546,0.8498885311123321,0.25740943836417,0.8903880627745543,0.8002417226997598,0.8516923968750008,0.5011323612285663,0.8013122965217027,0.5140812916708148,0.4402815156440031,0.44476970591694354,0.8139032643022744,0.9065815602260305,0.6951730214299554,0.33944965137400834,0.853180159893923,0.7955251654322465,0.859577584923933,0.8674535625904185,0.6696225520498861,0.7706524609263188,0.8374853592425137,0.8933644961355012,0.21025718924535117,0.5689371013455166,0.8305892752978911,0.8524035859756949,0.3526307934726861,0.7627386656754149,0.8206397859140022,0.7849292586187809,0.7299924195418928,0.8582386689142343,0.4971597691121531,0.812144782542754,0.8866670217381372,0.39952888826829586,0.053526064150407136,0.8235581001661328,0.8899459771487058,0.8489664421374936,0.911182467888155,0.7770191418264332,0.6627407452477113,0.5599049386129531,0.8509511772904131,0.6516953295433257,0.7134617931135229,0.20761721945980596,0.6429428850340594,-0.02180511185867317,0.705973562235276,0.2506841872436723,0.8295700604962786,0.25064336156092365,0.24343554077122945,0.6923380458552963,0.7364604185728387,0.7461765315092661,0.7685239762725016,0.15753477393497103,0.4335371565440853,0.6088774615509936,-0.04480522888470967,0.2547789939258443,0.9173741048820298,0.3200064069766026,0.8243816896780594,0.778804955669031,0.2572896193866037,0.6370434292974547,0.30157845480681267,0.5266519938687619,0.8816330420626255,0.5557716215187221,0.914153993283609,0.24132480397889963,0.7826301034155053,0.7316276447235767,0.5803046456928419,0.8991573797801515,0.913558369901227,0.6953964874942045,0.46896810503874387,0.9101782208930684,0.8911875852475691,0.5464242606890057,0.29770292158895834,0.4339881882982436,0.5815044976854011,0.2385433140484755,0.9128128932391468,0.10974324045994968,0.06944352655524375,0.472623608302997,0.33221271573405325,0.7289050815474787,0.710085541108008,0.1579481688930194,0.39642086413660677,0.7679422063419759,0.8980506531441075,0.7136323934418883,0.7682008191579364
Lingual_L,0.808670377290497,0.5689574434870418,0.7126521945199626,-0.09913038864565162,-0.33273525555437383,0.7927510421208742,1.0,0.7058385916227293,0.3299914092101214,0.4684664455044127,0.08922634748950029,0.7669510676842519,0.46778741163906484,0.39787614991789955,0.34928676678389353,0.5589260625515555,0.43740776205928855,0.7503595922346403,0.40960918212773767,0.7498906902009009,0.7386709391168103,0.5580572089721718,0.4876292466291516,0.6420084985884476,0.6243408810392901,0.5905533456161872,0.6960678910030202,0.6087851117272928,0.8000739917879085,0.49544090616686853,0.16294280480435822,0.7411220153687491,0.6611169061674158,0.6869261976495596,0.8509003292112248,0.48705657358547205,0.7300089345248911,0.6192438057318951,0.7868077445933881,0.08717197376097852,0.4263126212061632,0.8098219188821117,0.7346622417013596,0.3360910059547271,0.5934406278467883,0.8407179159491882,0.6285097173694512,0.8701110468830271,0.8437258515831065,0.488097065987601,0.8337428416620233,0.8098029541591227,0.6148832704711181,-0.10427150267380429,0.7281131405047252,0.7312754942032221,0.9134190821064829,0.8168019534643016,0.7922723980590497,0.706751754781817,0.6683959675621461,0.8407761294159278,0.7178560112170955,0.6127736449035359,0.3601073524262099,0.47875121041849916,-0.015651246977621946,0.5106605583053182,0.4991148998483755,0.8502309580623255,0.4936011156924329,0.27838320159915586,0.6449139236367778,0.5391904600044406,0.7185884878804585,0.669504852789754,0.24845919080871362,0.28012846925109375,0.41975110543410593,0.06019211621650653,0.5175797799177189,0.8097202644372336,0.39048152761389177,0.7270285653460806,0.5603635759855113,0.17889994968857925,0.43932302579486116,0.3873640599816743,0.41183903872700234,0.8061023241625538,0.6164400153198832,0.8222805653813281,0.6630140643725064,0.614117094959318,0.7259534179485645,0.5660193676727997,0.8165048521787485,0.7740265592697452,0.815733938739104,0.2703075219343463,0.7077277247246057,0.8118970472939595,0.3530873135775197,0.3784970856278958,0.47933989379421216,0.5414739323933968,0.33703679750501286,0.8073848293636049,0.14813320145116318,0.18662250038234,0.3325742990289856,-0.015376983566707053,0.5921077280347293,0.6467069838401079,0.08494901788248337,0.2542319895472529,0.7267619509447756,0.7652687164351303,0.7894526817197711,0.6828229570402313
Thal_MGN_L,0.7620440859833039,0.18071438717111293,0.8407313760452352,-0.162336580472692,0.06330178565591507,0.8798977389433429,0.7058385916227293,1.0,0.34927218825369893,0.5255371662979055,0.08080066736343938,0.8825665339605312,0.0883448414915947,0.5042684820811348,0.3055754700613845,0.1956619587235365,0.47946990737462086,0.749706590801674,0.24380955959116715,0.7999803675442154,0.7792018975351863,0.8066626743356919,0.44966199167093307,0.7366470130120872,0.4948554635805896,0.18221600737490892,0.39314491599708523,0.6876815698131394,0.8214448871096156,0.6176110358831696,0.23120074991453007,0.7855261335881161,0.7217882722152612,0.7330482580969402,0.7864423935488656,0.558555364384566,0.6409757402165334,0.7358127744677443,0.8962044339249664,0.2920016787764281,0.554813011357635,0.84093722965961,0.7453542928367344,0.17143702330655625,0.7002232827588312,0.7317877951561284,0.7308378342159447,0.6227330797755951,0.8384661855302055,0.32049826129848114,0.7615845709601873,0.8896337881991905,0.31752556973042967,0.14804983730576987,0.7137547371092133,0.9583432611738116,0.7413538962036635,0.8828320732010487,0.6555369451256061,0.6049303606659411,0.48643755739259575,0.8447237034368121,0.5737851567518376,0.5419573911056271,0.2637514532130913,0.5219753018853099,-0.06433610442240269,0.572260825909793,0.15741986725432086,0.8303494342031497,0.27435578057952664,0.1317581330849784,0.6218565264928408,0.6318835935678747,0.5938573076751852,0.6698182113697302,0.24852155538018797,0.519902620707071,0.4881568977200529,-0.02059956786411597,0.1204086164197891,0.91291544010323,0.21110166465796076,0.7917639409063959,0.8134592436755974,0.18165738415293328,0.590374992929756,0.13222320598647672,0.5261551723585286,0.8921359148316388,0.5337724279914192,0.8899738599111902,0.22883846179921566,0.7029225597255627,0.4993829811091077,0.48805859023955994,0.8983624616580953,0.8820188199353909,0.6352089571720297,0.4641196586724094,0.9025324649901797,0.8959515407253963,0.4225305145687817,0.2788848641251214,0.25069353801102356,0.4280567443364793,0.17708426403542116,0.9080370576145138,0.0625919706301699,0.1577197965192134,0.26888098782502684,0.2383820256212542,0.8469259870561875,0.5879158700384058,-0.06242675633031016,0.25950405379976627,0.7364098240661623,0.7953590033190757,0.6528590023726006,0.6598421993000791
Precentral_R,0.2757444162281162,0.01081879893135955,0.531949623431397,-0.7259392492855689,-0.17695198612247712,0.3536457807255371,0.3299914092101214,0.34927218825369893,1.0,0.6678398170812159,-0.5567065271072461,0.45204879102430223,-0.19873564045914202,0.7759009364493819,0.9769938649767663,0.30554585668643014,0.22924955167167868,0.31886864914346413,0.13745532140588546,0.4855734210884911,0.7327541016325977,0.4383507548758083,0.7555313480711516,0.6328461064926622,0.7573009041493037,0.12221156476972941,0.13783506358577516,0.28369325170295745,0.2316343547932425,0.2976139674497675,-0.6022349461175344,0.34332078564285573,0.4826878965006143,0.35324867870574456,0.5185985483923162,0.4503046785959595,0.7076691414487275,0.47855145057001125,0.39857944433779174,0.14556508207756227,0.6456741944634685,0.3734123745289975,0.61783752376632,-0.3386232293318436,0.7163562025221615,0.33950635509064864,0.6358258625515163,0.40157015060312345,0.35286751647842246,-0.4466342208634375,0.4000313737130287,0.27871757874903513,0.5906231375215778,-0.003252678686547431,0.4018704557089059,0.35943098204158025,0.36987248358483904,0.3839247194429313,0.5935232172483521,0.475657811434354,0.5202878599540115,0.46794118127145523,0.5428237213710737,0.6043331850834607,0.7661168090354378,0.5309240340751137,-0.7592407074238302,0.17473325412314283,-0.35593527098160604,0.39495230454462266,-0.33164336127357763,-0.5935650027210556,0.5828393270735213,0.27805377839344103,0.30091457672753374,0.46783823531247787,0.4768751724833513,0.301261599619895,0.5164279712298878,-0.031833222521828075,0.21787501324148512,0.3854663448857034,0.316547612969609,0.5786201738566807,0.04795982797815566,-0.6339870961778395,0.20225194235097965,-0.5461568337643958,0.15558488602217135,0.33037076655160974,0.3167065637767389,0.46955604960923997,0.3074782982053227,0.21478653718460936,0.04563393891780836,0.3344419039905773,0.43287730035320454,0.3694295627450656,0.3544426450843138,-0.10236730306799406,0.43947572216384934,0.4264722196307657,-0.06674739214096162,0.9545818755970704,-0.09593838847561222,0.30126008685121236,0.4280534849197235,0.3474163795309785,-0.6965912324426219,-0.23751503818511135,0.290210972204777,-0.2257646683885149,0.1902274642756778,0.17306487765888498,-0.16051539822376895,0.22976353648958284,0.7631202643499538,0.35650211396780573,0.3433391093549267,0.43812447914441316
Frontal_Inf_Orb_2_L,0.4874327291478105,-0.08099105199219907,0.7015272205135397,-0.4417588760492772,-0.0775545684976489,0.5555217876557617,0.4684664455044127,0.5255371662979055,0.6678398170812159,1.0,-0.17439234672475348,0.6866245312978804,0.02737152719406438,0.8130154806727677,0.6298683484886127,0.15865730290620272,0.45713613407293674,0.6196677064691801,0.10406065003858242,0.6788590431264628,0.8064005054188439,0.6595514388132995,0.5926349003340406,0.8284287880836831,0.7938782699320931,0.3002872823599997,-0.018031247654926925,0.5956997605138736,0.5664123524961173,0.7731993522255932,-0.16114395357965516,0.6096065662459237,0.6423578972604523,0.5940768185577515,0.7264583117644072,0.7032168507630953,0.7793134372946435,0.7248207757210617,0.5153712908893263,0.46106725772806884,0.8742343063355186,0.48126359744605784,0.7806036069139857,0.09251873616056401,0.7973439478728731,0.618033085363773,0.7869038812769297,0.5600212393822732,0.3946400832806972,-0.08033807353520239,0.5853215412374942,0.4239906265729366,0.5455211591544191,0.2690722994968344,0.7020919143135848,0.5414844096204873,0.5913024150104796,0.6359655079385371,0.7114369723406249,0.6324797747291968,0.4410387536624417,0.5348902952638116,0.6597081653259457,0.7285082521232467,0.35534920575311335,0.8402693973546023,-0.41073363200020874,0.520150356353161,-0.25422271991047957,0.4194631018660415,-0.2013559732959308,-0.15001602827958993,0.8172438291081137,0.7063320025888757,0.5572613464330035,0.6504998371593036,0.40307823315462327,0.41836740372175407,0.6685967526234221,-0.23168904973664892,0.1853296580081817,0.5363612540545749,0.4474856822526002,0.7072513209660788,0.37865231310932823,-0.2672852941221027,0.6774744692632623,-0.2513255741955015,0.5868592194118143,0.389105755202375,0.47518295725319726,0.6493164253833326,0.18834073023913428,0.5450244322814958,0.28912727383108333,0.6506448371224824,0.5200252764363331,0.5495975051437687,0.5889062865410397,0.4502323727047451,0.6710368127573586,0.6301747377693833,0.35471174005416317,0.6403633183673726,0.1786245896605305,0.49442105541308023,0.5561782758191892,0.48751408042184863,-0.39373269745900935,0.12747748295522665,0.41673208167850045,-0.05315537520275545,0.34921625437637277,0.37230156386266106,-0.047175956844586024,0.41036082830734066,0.7445548512934671,0.6016399314681222,0.5739633712746118,0.6575207485516731
