,ACC_pre_L,ACC_pre_R,Raphe_D,Thal_VPL_L,Frontal_Sup_Medial_R,SN_pc_R,Thal_VL_R,Frontal_Inf_Orb_2_R,Cerebellum_10_L,Temporal_Mid_L,Thal_MGN_L,SN_pr_R,VTA_R,OFCpost_R,Cerebellum_8_L,Red_N_R,Cerebellum_9_L,Precentral_R,Cerebellum_10_R,Thal_LP_R,Thal_PuI_R,Frontal_Mid_2_R,Frontal_Sup_2_R,Precentral_L,Frontal_Sup_Medial_L,Occipital_Inf_R,OFClat_R,Frontal_Med_Orb_L,Thal_IL_L,Occipital_Mid_L,Cerebellum_6_L,Caudate_L,SupraMarginal_R,Temporal_Mid_R,Thal_VA_R,Fusiform_R,Cingulate_Post_L,Angular_L,Vermis_1_2,Thal_MDm_L,Paracentral_Lobule_L,OFCant_L,SN_pr_L,Vermis_10,Pallidum_L,Frontal_Inf_Oper_L,Rectus_L,Rectus_R,Cerebellum_Crus1_L,Insula_L,Cerebellum_4_5_R,ParaHippocampal_R,Cingulate_Post_R,Thal_MDl_L,Cerebellum_7b_L,Cerebellum_Crus2_L,Insula_R,Frontal_Inf_Oper_R,Parietal_Sup_L,Temporal_Inf_L,Caudate_R,Postcentral_R,Supp_Motor_Area_R,Occipital_Inf_L,Frontal_Med_Orb_R,Temporal_Inf_R,Lingual_L,Vermis_3,Thal_PuM_R,Thal_AV_R,Cerebellum_7b_R,Thal_AV_L,Temporal_Pole_Mid_R,Thal_IL_R,Thal_PuL_L,ACC_sup_L,Thal_MDl_R,Thal_PuM_L,LC_R,Occipital_Sup_L,Frontal_Inf_Tri_L,Cingulate_Mid_L,Temporal_Pole_Sup_R,SN_pc_L,ACC_sub_R,Occipital_Sup_R,Rolandic_Oper_L,Heschl_L,Precuneus_R,Vermis_6,Thal_VA_L,Angular_R,Cerebellum_9_R,Temporal_Sup_L,Thal_MDm_R,Cingulate_Mid_R,Frontal_Sup_2_L,OFCpost_L,ParaHippocampal_L,Cuneus_R,Thal_PuL_R,Frontal_Inf_Orb_2_L,Putamen_L,Temporal_Sup_R,Hippocampus_R,Amygdala_R,Thal_LP_L,Thal_VL_L,Vermis_4_5,Olfactory_R,Cerebellum_Crus2_R,Lingual_R,Thal_VPL_R,Pallidum_R,Cerebellum_8_R,Frontal_Mid_2_L,Occipital_Mid_R,OFCant_R,Olfactory_L,Cerebellum_3_L,Calcarine_L,VTA_L,Temporal_Pole_Mid_L,Heschl_R,Rolandic_Oper_R,Cerebellum_3_R,Red_N_L,Thal_LGN_R,SupraMarginal_L,Parietal_Inf_L
Occipital_Inf_R,0.10242364154101688,-0.0645844091865086,0.12149589546288068,0.30849345672156286,0.11452615457086023,0.24253769750626591,0.2155244002150184,-0.010721275009887482,-0.03272192478348811,0.00031669760538308384,0.15741986725432086,0.06752944410906415,-0.015006359164547924,-0.13599635346891986,0.1591457831646104,0.08001020529593514,0.2117564438428511,-0.35593527098160604,0.03736623840765147,-0.10262816377683104,0.2743152427499049,-0.2767234815980247,-0.12769769365736378,0.5138786263456975,0.18489846302762905,1.0,0.46802940765338436,-0.15503670634194627,0.18697903713389655,0.5072796917001251,0.1789273848947732,0.20201934537532576,-0.2673342822814161,0.6300640467492413,0.1198425783677465,0.5050406308314946,0.2472214622876486,0.5661374132981394,0.2506841872436723,0.38470097475028037,0.09133196768267074,0.09266308148979961,-0.1358207486959283,-0.016534104580383787,-0.19831649767504414,0.3297665227075152,-0.30775906426299515,-0.3211039503464878,0.19805680809801876,0.26405283617833597,0.19266361443654328,0.3182156433233837,0.1206102327284494,0.3361866670756183,0.4476449565587616,0.48076566238612534,-0.02178084369551294,0.029770881525254176,0.40188066306105813,-0.06927414196655302,0.23625065629740233,-0.3004880796407811,-0.07094563159511534,0.445067243622657,-0.10945599460281005,0.7317462613678114,0.4991148998483755,0.3920051568985281,0.24226543476561904,0.2882650965388926,0.5399725756548025,0.10829974600304709,0.36475485998915136,0.18511044510574423,0.39749048252404606,0.020405458406299298,0.23038899150179656,0.5974585306876573,0.3145150197870902,0.2394246225529947,0.05782176052640176,0.17703031206971717,0.09668709246212874,0.23549119739453783,0.15795264010448035,0.13348495014375455,-0.08430476241876832,0.034226099859508335,0.016558387993312045,0.1011162483997602,0.03742209714886198,-0.18356687909147829,0.6346628671870712,0.11043530506286818,0.34746189049857695,0.05077315696191818,0.13486151414583705,0.22990982665618473,0.1728076938672122,0.19759127501709198,0.1199880812737155,-0.25422271991047957,-0.12804576245322072,0.07347205665672424,-0.013138057100339762,0.28854166533099923,0.16639165753551624,0.2687754667462381,0.11085777571474396,-0.10470446456448446,0.6436392836271533,0.34523437027728215,0.20918857869364693,-0.0903853107380083,0.43505136558356516,0.1795652776553358,0.059858486880233985,0.28235475155207934,-0.17054100793192387,0.2320398075871573,0.30451415325684994,0.02248496194519403,-0.18950106974195435,-0.09003460953716144,0.15773631226213253,0.005182684326875276,0.35107869747118964,0.1738173793653047,0.5323489501480432,0.5063080914079254
OFClat_R,-0.09129409505726646,-0.10345578354050147,0.22700595935641318,0.0990549915446995,-0.08205067160032269,0.04828886865648364,-0.00972904141110737,0.05381867809939897,-0.3109862611725615,-0.43306015232150435,-0.06433610442240269,-0.17427036957590958,-0.007005178691246675,0.04077839020206875,-0.18314476734062615,-0.1590415374946466,-0.3171982236105655,-0.7592407074238302,0.030574988358613935,-0.1425129417720182,-0.08082859116249948,-0.4491027051297739,-0.340465608840912,0.6231464686188257,0.10205048621602629,0.46802940765338436,1.0,-0.01609951313657301,0.011799344062774733,0.08576560700302525,-0.17676002362742146,-0.06468947519852526,-0.7296480063200577,0.25094100994209445,0.005982099783432268,0.22532780303810945,-0.03232224981475806,0.41320658056628107,-0.02180511185867317,0.04288363396410274,-0.1838737610742229,0.3101412494946645,-0.08341291865487223,-0.21138772016079385,-0.3360469102658752,-0.03736456406955817,-0.0954055889879655,0.06779047302884549,-0.505879153969716,0.06302555897293194,0.002071045488824998,0.07953214992626889,-0.1907813806584038,0.05233479429717737,0.16911805162237803,-0.20628358496326707,-0.42355400052464814,-0.3502827876141894,0.7039442235751293,-0.5801834713941955,0.027360774628488113,-0.7414860517145574,-0.36987312421113466,-0.2128627272121178,0.2013388819001575,0.6477436887461426,-0.015651246977621946,0.07619588948260153,-0.24875703008827255,-0.03058998680586529,0.4185851625869339,0.05336453173738666,0.6403167603562082,-0.004689858795095256,0.2690247434719543,-0.20663956707791684,-0.03373140595125865,0.07562547654781442,0.18581926421594755,-0.18574794984065315,0.05688644759226639,-0.0073770051064775514,0.019304670157086087,-0.1421844124048168,-0.043725409293601275,-0.3485615369998157,-0.3441858468428167,0.06237336540782471,-0.2842622824568624,-0.08577929022236426,-0.09646765319240246,-0.5868166934357207,0.21643282018980786,-0.17058060638888906,-0.05041422935826955,-0.2415181376626546,0.09327700591918399,0.6996664634246048,-0.13221800132010156,-0.18159000887644364,-0.21471507735384038,-0.41073363200020874,-0.33352909124633734,-0.33979609310050635,-0.1742128256885014,-0.038888444711869474,0.00961185002175424,0.044971146925230694,-0.05725818321761324,-0.26894649932839226,0.24497161474518162,-0.06321606948149454,-0.059246754510743495,-0.15688870280771483,0.054274171466003156,0.2505949056932469,-0.4549370440653955,0.7294119737860034,-0.14859522604418715,-0.08532578311537654,-0.14138473812981778,-0.05374086276718797,-0.2098446654162279,-0.5420900521115936,-0.10263409627323739,-0.17723655846778105,-0.04864354483208036,0.0028845644942003634,0.6435532855255558,0.740239523055707
Frontal_Med_Orb_L,0.643755238943793,0.5445556839412764,0.0570988000615415,0.510212377900738,0.41336234267866867,0.4344689717274135,0.5341600811126936,0.5506440121368631,0.31116237861567847,0.5477175556687952,0.5261551723585286,0.36066192834384747,0.5114217370286794,0.693027135395459,0.17710490021999378,0.5495478897846073,0.38958192012959536,0.15558488602217135,0.3240828164115097,0.29385637020736566,0.48552661335589115,0.3008645875101688,0.4581152433369567,0.11205999949285965,0.48662975359098287,-0.15503670634194627,-0.01609951313657301,1.0,0.557942409855325,0.13910265801657742,0.5713938439833813,0.5936436588210752,0.1854492379748231,0.2973505003647984,0.5571499504272069,0.4530752694617854,0.5657003384110426,0.18027212055188957,0.5266519938687619,0.39930248808836416,0.3432276823601396,0.5021711367713435,0.38709420660842025,0.5906049273346086,0.5951682296047169,0.549395354470556,0.5418495640167493,0.38286120791840006,0.13601138688214326,0.46909839423645117,0.5850154097250508,0.5712133141424196,0.5221419263393079,0.41363555442978284,0.09270848376678158,-0.09090031961073003,0.496311556059513,0.40203077757891176,-0.11901734712269528,0.40890329904162337,0.49403394331559747,0.14723170244380102,0.4191774844504291,0.060905620861742484,0.9139486899194853,0.12382620007533231,0.41183903872700234,0.4856901731872151,0.27161755021726397,0.4844208767263753,0.11656707976839611,0.5100621014073721,0.33910195072463933,0.5901823959052992,-0.18294843769861416,0.6402895931485009,0.513974416546548,0.043537699982775124,0.3869958592727726,0.22672579536840282,0.4759004675141605,0.5643005105465126,0.48590104380051735,0.4243146925702403,0.6625136283886991,0.31017752912520286,0.5731765886322869,0.3060759964665344,0.5583820552836021,0.46346828782996086,0.626519880215587,0.18533393950428184,0.1860475810977421,0.5277021162149269,0.39850279298595237,0.5151978315626319,0.4159289330467399,0.2925602216473956,0.5921921427622528,0.4392881310847805,0.26854059100121774,0.5868592194118143,0.5798451582125314,0.4084038875895211,0.6039122710239287,0.5262784570069725,-0.12608343604784167,0.49831820774635777,0.6125063040533234,0.36883637200762825,-0.05416502084131371,0.4610194899879976,0.5234784054303887,0.46232089624492073,0.13678157887888368,0.2938075777978769,0.12995858739493907,0.2339414206750415,0.401093710558905,0.5744027082311665,0.4540800268385233,0.5216724507051154,0.7065541866334899,0.17944621111196057,0.508053992464228,0.5267470762479575,0.44708946089673696,0.54773020790018,0.17581684819341584,0.0812480866633667
Thal_IL_L,0.9377704344961953,0.8833820819787179,0.15098557356487463,0.9419436861086772,0.8417025353992531,0.5996937352605036,0.9690652897412637,0.6625104916068464,0.5449843547288945,0.6195624360083912,0.8820188199353909,0.3686243939943012,0.5954497803244007,0.6287161931539724,0.36794701014183234,0.7526458569805833,0.7309664017007117,0.3694295627450656,0.4353963874712861,0.2831990298033221,0.9116993634253685,0.5737656213558698,0.7864396807144572,0.3721775220609842,0.8201729721168151,0.18697903713389655,0.011799344062774733,0.557942409855325,1.0,0.2052559552730252,0.851325875139469,0.9321071195379115,0.30302253313988964,0.719052022086337,0.905952059636215,0.8193949848045332,0.8897214588738305,0.2800929887796581,0.913558369901227,0.9135137586328147,0.5839611946278858,0.1228872354913291,0.43830058213599826,0.7886745978124738,0.6208027034210332,0.8248610207065977,0.25063780327161006,0.11844694305733988,0.34555513804121646,0.8980440399722002,0.8390741381398515,0.8918759669152431,0.8516051736740508,0.9023097405935647,0.27005833221949727,0.1559122131109806,0.8020230864306482,0.8078960344361318,-0.10571355772097235,0.5305543168392473,0.9406199258502391,0.3235831084533689,0.6292995994271069,0.26690163953598967,0.48368777812059066,0.4297586149560134,0.7740265592697452,0.8600744347518833,0.46271823238917775,0.8735967888885781,0.20313716588706687,0.7773762936765994,0.3134772472938569,0.9847004579900142,0.10269981223225949,0.7856991281370573,0.9500892702005332,0.442977392985361,0.7921972025435539,0.2626017879299486,0.7531321207628592,0.8727835163772045,0.788753846957711,0.5069942243960728,0.9503257203974029,0.3816759070592202,0.8162626017981044,0.6258198316905532,0.652303928165903,0.5494717460696746,0.9564292442006566,0.26005060350702836,0.6192638629977147,0.6825317796577551,0.8711359628021854,0.8405166693582545,0.7070467025558971,0.22758933913964222,0.9386955990787825,0.512920333878189,0.6609759179567548,0.5495975051437687,0.6311335259071977,0.7335929363685787,0.9219881910692119,0.7684212925853885,-0.01724498570104516,0.9658349901475889,0.9031434409219905,0.38175622263307657,0.18848892507258813,0.8277150449418343,0.9571574504411156,0.6458593083130046,0.34209785337733134,0.5322160530815476,0.2630527938676357,0.09117703802251353,0.5131786959374216,0.8036238869918828,0.7110818106751164,0.574657573792112,0.5513430650387259,0.4741793544849968,0.8922235781403539,0.762988225344582,0.7264990116721012,0.9342314731366229,0.19977889785600655,0.11242800728388096
Occipital_Mid_L,0.1723874057906062,-0.11420287341882655,-0.1955687271428395,0.3564376296993248,0.023567114847236347,0.07681918626503498,0.2622799319140073,-0.18424071188192453,-0.1596699569377382,0.39951625171573835,0.18071438717111293,0.07651877557623078,-0.04080967941833762,-0.12736180922532545,-0.06872307174761194,0.2031907490991324,0.24425968653896415,0.01081879893135955,-0.20442524233598236,-0.15138147089532158,0.44674628919296383,-0.2526500636702744,-0.08332543140679169,0.11067170643176717,0.0040868175772230345,0.5072796917001251,0.08576560700302525,0.13910265801657742,0.2052559552730252,1.0,0.31614287328141427,0.32920744787397216,0.1728707858050055,0.38192946508930564,0.048007270850668075,0.2895206286972295,0.26967016645248426,0.8179053208504097,0.19475970290693698,0.4725710627343033,0.43909064816830495,0.32426356206740603,-0.011344040249159335,0.026214828927609606,-0.10431966053195717,0.3672563123755345,-0.10814564486581041,-0.3658698313086102,0.31291771918429095,0.12899816212310372,0.1352205106006314,0.25983007495080995,0.11605734204604373,0.3951479477756777,0.04811145501168135,0.3428470520263979,0.16732459114406842,0.18273240220158518,0.011499423108738005,0.27693577865906666,0.29987222203214464,0.11936611447688304,0.06138110435756057,0.7559856983035931,-0.03961449171419358,0.20299737526439637,0.5689574434870418,0.3761859407882524,0.7709379444204828,0.43199827620625786,-0.0006062636904162958,0.21094373114625764,-0.0018989959214239826,0.24791813240585486,0.6540240796533247,0.06432247492868037,0.3082778248449142,0.7294267686735334,0.14796162214460276,0.7908529254181542,-0.1234730370740595,0.21858387658141865,-0.06150940758113767,0.17620552267981515,0.28114985905317075,0.714786687439879,0.009558750590210564,-0.11830441252631205,0.4309311577974133,0.3872393639357529,0.09313556709708998,0.43871283205129175,0.2754497011735035,0.14290501023583513,0.5399639834020418,0.07502895247512918,-0.10333423625685795,-0.04781971154948294,0.23579890497594666,0.6580402567418449,0.5723248744267858,-0.08099105199219907,-0.03751494124728829,0.12544181934700913,0.11401582986754662,0.43562640856887674,0.2468224818696108,0.290897085936516,0.12366264624605494,-0.18415988592821086,0.20644315030231966,0.3937417839702601,0.3454327520043206,-0.1357942766488994,0.3095058604930716,-0.16719329877271158,0.631689589985308,0.18142706840302236,-0.039871518308269835,0.43104177980239844,0.42703677558377756,0.11799411488111361,0.0033250182764825924,0.1905906068697604,0.06692391133829997,0.07767436411992194,0.3283265375781855,0.16231899285064882,0.28061514577404734,0.3264593512434452
Cerebellum_6_L,0.9058605649655245,0.7928194552703826,0.08970106023364507,0.8036748436424959,0.8038163949618901,0.6671887588796489,0.870099728042569,0.7275103182568319,0.5764291629329615,0.795123100091739,0.7864423935488656,0.47333206708293535,0.5016340756616972,0.6291184770531049,0.5116233225887301,0.819767207192311,0.8722745684639288,0.5185985483923162,0.4167355003997913,0.3949844847038126,0.8479993081241486,0.6804181099990335,0.8226610618488455,0.22851686347297087,0.7268394442634457,0.1789273848947732,-0.17676002362742146,0.5713938439833813,0.851325875139469,0.31614287328141427,1.0,0.8912867318358794,0.5066838337727374,0.7131326098229459,0.8213728111141988,0.811744930691608,0.8569217297353687,0.24985075174770044,0.8674535625904185,0.8044699710531411,0.6735035952968021,0.10197615193305608,0.4844521323685441,0.8317085930659694,0.7405262234814538,0.8623235233029436,0.3166732350318184,0.09769391190450928,0.5956264682589902,0.8495038050640005,0.8579894585558755,0.8385158083725541,0.8664119385509479,0.7954314100288011,0.3799692535680572,0.319541876751208,0.8837115087876098,0.8580422953855982,-0.2448973467907529,0.7404066287537039,0.8444483735655348,0.5058068017272784,0.7759004612147519,0.43598412102055173,0.4387466729750648,0.331852798879104,0.8509003292112248,0.8143391165848645,0.5195654496272367,0.8177997088767408,0.2435572600207151,0.6287275285450695,0.134805279744048,0.8665068460054046,0.017419621325741725,0.8535194355687922,0.8644244807090095,0.40584069026066794,0.6801984706441425,0.39108549068291315,0.7627943369887412,0.8618260588891231,0.7567181261823154,0.6528371628320697,0.8945633321983166,0.5781750208370673,0.8556619298782807,0.5763791028544104,0.8109984544347023,0.6495013642246017,0.8659380122775784,0.3820573132442997,0.6671938611652926,0.8297194486962417,0.803615090721913,0.9007522485071906,0.6572443768795266,0.030648205459443637,0.8799762726139823,0.7064727968424389,0.625824903879555,0.7264583117644072,0.7840620201597939,0.8641447517228974,0.862438470299069,0.7796812714142508,-0.09792998800403835,0.8411628439048945,0.8386823835068682,0.4329040701437464,0.27887006098163897,0.9065117006393416,0.852377790811786,0.7080204311076747,0.49699119154670207,0.4785402288874801,0.4103623710003543,-0.04745536765338588,0.4407953995105201,0.8681843965353851,0.8417784991911805,0.592604602669405,0.5713110592101455,0.6318910550181603,0.8739011511781382,0.7996263081061699,0.7869699781535731,0.8311095041084458,0.15178203078749408,-0.019297663295141838
Caudate_L,0.942705374786308,0.8302088112381524,-0.037196098579669226,0.9157686820379128,0.8081872674323463,0.6965533558161396,0.9569063338431387,0.641783034632164,0.5550616442300227,0.7366303893123471,0.8959515407253963,0.4182263620208543,0.5369597661288699,0.6337784067910366,0.3225802798914594,0.77158187289166,0.7748060047780914,0.4264722196307657,0.4208396897012875,0.280461427993319,0.9281304071108437,0.5644807583904455,0.7670373766654617,0.30903809009506783,0.7751201605023039,0.20201934537532576,-0.06468947519852526,0.5936436588210752,0.9321071195379115,0.32920744787397216,0.8912867318358794,1.0,0.39328461366036815,0.6843806419104786,0.8058064233709925,0.7800767435472533,0.8910795372519557,0.3507677063828594,0.8911875852475691,0.9067053330496898,0.6270357595716817,0.23548242605950226,0.427714353129905,0.7827996451912823,0.6290918234736139,0.8810554622403945,0.3035695816816328,0.07246268281693208,0.435945452682532,0.8634860788369131,0.8378777916624423,0.8823848908400244,0.8447905730573153,0.9062429575900176,0.27309502888207715,0.2043216443161367,0.8622355606650052,0.8217486097683773,-0.18669447205397835,0.6462902282189701,0.9437072227505809,0.3957429230511875,0.6483573569242581,0.3843634456267078,0.48258866225386965,0.3418833814709377,0.8118970472939595,0.8446244138624327,0.5940442368373431,0.8987617392555032,0.20644719416494026,0.7416507706612239,0.19546922988465126,0.9624488223956732,0.07084470721031542,0.8136256547876021,0.9650511480563866,0.46976640440069084,0.7090500447500526,0.3508551253599101,0.7218969584253445,0.86604788376168,0.6915160444264269,0.6296007516064969,0.9384360671639281,0.5023255428965593,0.8407557303892936,0.5178150760069562,0.7202931233735942,0.6318871914504779,0.9376021936589741,0.3335432132089262,0.5805013192300517,0.7395372867969144,0.9013524597529989,0.8299976916642564,0.6413579561567672,0.13675397299544065,0.9487166398571144,0.6218699242385735,0.6932122617715204,0.6301747377693833,0.6853502854779121,0.7394934989428202,0.897360968401416,0.8047635154259706,-0.029642464516410793,0.9394651159153848,0.8788073102467994,0.37316462063714545,0.14992120978430395,0.8461726238435443,0.9454343162275994,0.6148106782623983,0.3095882677563911,0.4731546752783763,0.3547399451397546,0.09581079740194046,0.48230814401451766,0.8607472281989155,0.7279297579171464,0.6010403152415934,0.5342550235218644,0.5648052772568429,0.8524683384738125,0.7622645433198532,0.8159748172762251,0.9296649422480991,0.18091010893187268,0.05948677132245794
SupraMarginal_R,0.4104219777827331,0.31401249878437504,-0.18001132116389768,0.2365577466540068,0.400832162710123,0.2584258369191518,0.33041505354436984,0.24340119114856026,0.4658764834164736,0.6434977166850347,0.2788848641251214,0.3320002997554827,0.20173083208805495,0.13839989581876927,0.3043938734088218,0.4258164109704577,0.5892509854122239,0.9545818755970704,0.10450218726286736,0.2160031375388617,0.4476924552852014,0.6716752967973241,0.6297458340507505,-0.5251372256958097,0.11549346110467122,-0.2673342822814161,-0.7296480063200577,0.1854492379748231,0.30302253313988964,0.1728707858050055,0.5066838337727374,0.39328461366036815,1.0,0.17936378449723325,0.28137520585436615,0.07234850142296982,0.2909731139027114,-0.22457281481833677,0.29770292158895834,0.3354479859541783,0.5615400474292301,-0.1300424338708441,0.2573355270740562,0.411980361923965,0.4876796361481099,0.34705892041203756,0.11991590612679782,-0.044461899683501054,0.6486759775591955,0.29218606340477665,0.28054431378790723,0.2067567852243173,0.48992226126635563,0.2916361191885413,-0.07321662459886606,0.29874159074395157,0.6841811838869538,0.7314063558284719,-0.7196203663719944,0.7743998357942294,0.3601052602869258,0.9692383891233662,0.5839044423035182,0.43581913067461325,-0.0993363956910905,-0.4222092349795103,0.3784970856278958,0.25722038020417654,0.49166733675318375,0.34582190680072794,-0.31828420098748095,0.13433504913603342,-0.6174467949686653,0.3113052501094061,-0.12158494192369147,0.43536947245079993,0.32603108142577636,0.2421114309877168,0.06552249808121662,0.4418388158449279,0.17203826409583348,0.2867373320193684,0.21242909883660804,0.36852122891315775,0.3513788196693094,0.6785253037887714,0.5605830412473736,0.14396907368686293,0.5841211579312228,0.3465439055638291,0.35538446637289833,0.8358656691475369,0.051659373209598645,0.39067252658519447,0.38412736891819793,0.5725706958321993,0.064823327699907,-0.5294104918654556,0.43013258387150544,0.46981654533126666,0.5521663047604011,0.6403633183673726,0.5807914308193264,0.6898562834386492,0.4580620526486256,0.3849802422051839,0.023480993658187236,0.2872441589820943,0.31270449714571263,0.31458123314055786,-0.14176793186319864,0.37500046445884666,0.3852999700326674,0.4041435395306665,0.1771073177357895,-0.18544586200181296,0.7713330518227121,-0.5358485053957285,0.21464333806691965,0.3958652680591337,0.42991867789859106,0.3060914824050313,0.20436677918345897,0.7187803208230052,0.43645260724943574,0.41520945311202584,0.36733673073506035,0.2552440641542546,-0.5657432624134084,-0.6628724003160076
Temporal_Mid_R,0.7007315741498017,0.5529931270518476,0.26804249925735124,0.7361086749881934,0.7316541040576514,0.6003573924591887,0.722007413676727,0.5535066612967758,0.4547897013220001,0.47286647247762037,0.6035530539409721,0.3985347940954351,0.41373575758098846,0.40304700595059273,0.5234523288556361,0.5763467855768994,0.6860344170998277,0.14361624398325132,0.40491947450268406,0.22835226665753514,0.7161699571544545,0.36221349778803774,0.5529590583881964,0.5232788303481276,0.6920558983322794,0.6300640467492413,0.25094100994209445,0.2973505003647984,0.719052022086337,0.38192946508930564,0.7131326098229459,0.6843806419104786,0.17936378449723325,1.0,0.7043345206811025,0.8498416556970749,0.7572316276364953,0.41149958036771145,0.7654296590339775,0.7625725479392647,0.5252826919741685,0.023953151185318156,0.26006325402243347,0.5788810913830594,0.3694512914418186,0.7693452110714557,0.0005550587119633792,-0.028930884199022806,0.43041180101311927,0.814215595061584,0.7054741032957872,0.7900204299833514,0.7376244582627973,0.7158088879866079,0.5857879192212345,0.45732637008291577,0.5742305275665677,0.6380202141652556,0.09485920036806574,0.3684463671379097,0.7400322045504697,0.15681170480094744,0.5180993184452203,0.4005199632392516,0.25902071177411023,0.7706992062907453,0.814815340956262,0.8398681999914108,0.3694143607155489,0.6910066936316577,0.5410713735332897,0.48800742197267,0.4152708370901526,0.696312722931848,0.17229795060834255,0.5835439685537809,0.6944585798055286,0.6247103913394059,0.7458301964146714,0.3802341851623395,0.5890795832692084,0.6979306356370413,0.71426211269609,0.5380327605957388,0.7130713380466067,0.3341531898536214,0.525927046331363,0.5529421431668106,0.5208165560191629,0.3942112207899754,0.6124543502460069,0.10315929247662035,0.8628218005051124,0.6362110381351769,0.7017001773614432,0.6968514105482918,0.630149139412812,0.2800599187170336,0.7181971490757818,0.43340273313749444,0.4493192232731429,0.3253327670970615,0.4863997798208391,0.6915880958077403,0.6243299502258145,0.7006101011543953,0.0443869824673247,0.7466247562636068,0.6965955526913433,0.31114583090233777,0.6230325284198278,0.7751326477518967,0.6975747163943082,0.5153273234264858,0.6376990117662589,0.5030760157471394,0.2799870433050606,0.1234726235994859,0.23214822072112098,0.6698828360418244,0.7113160177193036,0.4504757305927489,0.28114025726435227,0.33888852789776447,0.7679297185764674,0.5618291216427115,0.7045745615288779,0.6664642273203856,0.4252670628231079,0.30649648777346244
Thal_VA_R,0.8821487494360131,0.8744835173293056,0.41735913426818055,0.7811475037913261,0.8241745659706334,0.5986737168345831,0.8375618309148664,0.7247085289146822,0.6275394888959074,0.558170998372101,0.7330482580969402,0.4448136987800949,0.64328865573936,0.668244655127168,0.5267366488551454,0.7660231112623069,0.7115746417494611,0.35324867870574456,0.531888604955117,0.39929572971242744,0.7357163774699267,0.6509840072963327,0.8111821458018169,0.3894392480282573,0.8381415678229288,0.1198425783677465,0.005982099783432268,0.5571499504272069,0.905952059636215,0.048007270850668075,0.8213728111141988,0.8058064233709925,0.28137520585436615,0.7043345206811025,1.0,0.8064403257832112,0.8420590791707934,0.09589715598583752,0.859577584923933,0.742455427778009,0.5327889568894911,0.019760916171986647,0.5522918962058471,0.7990033675304885,0.7688010861757899,0.7785355339549104,0.24878179306873122,0.1859454664403933,0.3454335930634096,0.884120394455486,0.8604743423667365,0.8439991082787217,0.8625482797325119,0.7146689316686669,0.33214690770276034,0.14793192344431094,0.7335667213840318,0.7365917091941874,-0.05503267054523663,0.512805913860336,0.7952618134559377,0.3119372300857141,0.7156093116409792,0.1436374645282321,0.5089500980456386,0.4693002201689653,0.6869261976495596,0.8056209570798737,0.2035407665820002,0.707966745445868,0.28513520705377643,0.6440914419255657,0.3849594942524227,0.8698900986380252,-0.0795937051866542,0.8294212604759789,0.8040245931262882,0.2425745926975177,0.7416222442961028,0.18152869020061504,0.81944813831314,0.8375740423279524,0.8406848752861942,0.4798113150517436,0.8571961430581206,0.25556706884936686,0.8311439099779592,0.7415228062278099,0.6588461482976978,0.47106663835659685,0.9002730398820922,0.1352683291082199,0.66172459883444,0.7484449273455329,0.6795068787188897,0.8595901949619311,0.7954148186346292,0.29300039860219546,0.8247432763113881,0.4184178396796848,0.4539640176930116,0.5940768185577515,0.7149715930726461,0.7649772383878274,0.8605645466000202,0.6970323223856095,-0.10842506763068512,0.8174465155257583,0.8795272696645051,0.4825565328944418,0.3005276510953989,0.7920202153667691,0.7990359126800931,0.7507788716019542,0.46422042533612073,0.6364484818698997,0.1324030111149832,0.02145219516582505,0.506182440951205,0.7031495428759454,0.693770964445903,0.618184003760611,0.6274691170700785,0.45795632283159193,0.8866176140469187,0.8127911408941406,0.6792988302486915,0.8084002988839365,0.2309585677465245,0.08062396781767313
