,ACC_pre_L,ACC_pre_R,Raphe_D,Thal_VPL_L,Frontal_Sup_Medial_R,SN_pc_R,Thal_VL_R,Frontal_Inf_Orb_2_R,Cerebellum_10_L,Temporal_Mid_L,Thal_MGN_L,SN_pr_R,VTA_R,OFCpost_R,Cerebellum_8_L,Red_N_R,Cerebellum_9_L,Precentral_R,Cerebellum_10_R,Thal_LP_R,Thal_PuI_R,Frontal_Mid_2_R,Frontal_Sup_2_R,Precentral_L,Frontal_Sup_Medial_L,Occipital_Inf_R,OFClat_R,Frontal_Med_Orb_L,Thal_IL_L,Occipital_Mid_L,Cerebellum_6_L,Caudate_L,SupraMarginal_R,Temporal_Mid_R,Thal_VA_R,Fusiform_R,Cingulate_Post_L,Angular_L,Vermis_1_2,Thal_MDm_L,Paracentral_Lobule_L,OFCant_L,SN_pr_L,Vermis_10,Pallidum_L,Frontal_Inf_Oper_L,Rectus_L,Rectus_R,Cerebellum_Crus1_L,Insula_L,Cerebellum_4_5_R,ParaHippocampal_R,Cingulate_Post_R,Thal_MDl_L,Cerebellum_7b_L,Cerebellum_Crus2_L,Insula_R,Frontal_Inf_Oper_R,Parietal_Sup_L,Temporal_Inf_L,Caudate_R,Postcentral_R,Supp_Motor_Area_R,Occipital_Inf_L,Frontal_Med_Orb_R,Temporal_Inf_R,Lingual_L,Vermis_3,Thal_PuM_R,Thal_AV_R,Cerebellum_7b_R,Thal_AV_L,Temporal_Pole_Mid_R,Thal_IL_R,Thal_PuL_L,ACC_sup_L,Thal_MDl_R,Thal_PuM_L,LC_R,Occipital_Sup_L,Frontal_Inf_Tri_L,Cingulate_Mid_L,Temporal_Pole_Sup_R,SN_pc_L,ACC_sub_R,Occipital_Sup_R,Rolandic_Oper_L,Heschl_L,Precuneus_R,Vermis_6,Thal_VA_L,Angular_R,Cerebellum_9_R,Temporal_Sup_L,Thal_MDm_R,Cingulate_Mid_R,Frontal_Sup_2_L,OFCpost_L,ParaHippocampal_L,Cuneus_R,Thal_PuL_R,Frontal_Inf_Orb_2_L,Putamen_L,Temporal_Sup_R,Hippocampus_R,Amygdala_R,Thal_LP_L,Thal_VL_L,Vermis_4_5,Olfactory_R,Cerebellum_Crus2_R,Lingual_R,Thal_VPL_R,Pallidum_R,Cerebellum_8_R,Frontal_Mid_2_L,Occipital_Mid_R,OFCant_R,Olfactory_L,Cerebellum_3_L,Calcarine_L,VTA_L,Temporal_Pole_Mid_L,Heschl_R,Rolandic_Oper_R,Cerebellum_3_R,Red_N_L,Thal_LGN_R,SupraMarginal_L,Parietal_Inf_L
ACC_pre_L,1.0,0.9177002687834203,0.060108123348528955,0.8734684169022838,0.8722097678955525,0.7090671670388148,0.9408839299985715,0.7654902155328538,0.653882945709577,0.7011852579495881,0.872029797144163,0.45667160039210075,0.6363252262135456,0.7193734485119997,0.37618772858341815,0.7894087369510109,0.7764949576099811,0.46406256546005925,0.5361580434026917,0.37363364090758255,0.8859924595400344,0.6667928757777015,0.8521909941823593,0.29246073929687894,0.819538199073525,0.10242364154101688,-0.09129409505726646,0.643755238943793,0.9377704344961953,0.1723874057906062,0.9058605649655245,0.942705374786308,0.4104219777827331,0.7007315741498017,0.8821487494360131,0.7960085960447059,0.9040545005367632,0.21027999790272375,0.9096006952918375,0.8465360455316215,0.6090717951547502,0.1377977004611239,0.45804121669041437,0.8745560617160613,0.7309731009563523,0.8453602887341307,0.38291807488401386,0.19374096512272568,0.3854359070829841,0.9192629085348508,0.8800518975864517,0.9047543006685121,0.9099235187159206,0.8400519806419307,0.2611046671390037,0.1174327373860292,0.8852887570541914,0.8506384066178737,-0.21827389960416108,0.6345651899910104,0.914507764494958,0.42682859310343985,0.7251788951982068,0.23603345897752492,0.5614326039277411,0.3522210386262295,0.7561007001809654,0.844334754539232,0.44760144636756793,0.844073806689501,0.21316662884361848,0.7068014193909372,0.25660098738608794,0.946551339622241,-0.08101111729917458,0.889278731002138,0.9207652091780846,0.34489877442247857,0.7222325842592585,0.25300944966922345,0.7921633242205827,0.8926400778710849,0.8203925233964333,0.6414970517845138,0.94067771030546,0.4257133379093914,0.8942824252779873,0.6277376819000741,0.7345069646046081,0.5690695346916923,0.9589330572823692,0.29193167902420897,0.5804952501075825,0.7910442679382226,0.8148000692204566,0.9060459285022832,0.7204221605911295,0.16837767051029404,0.934342033935742,0.5685276862210373,0.6066892580527375,0.7181990405832849,0.7756515060934429,0.8192476977378431,0.9492269665490382,0.7726147414799813,-0.06527701300829175,0.9124291297284007,0.9220114097521014,0.49986184337776335,0.14167642560663188,0.845571027201472,0.9075297608517187,0.7377262504663518,0.31828838752222843,0.535462980618078,0.28142056211678784,0.012036333159622917,0.5215848961676118,0.8218521752713793,0.7368154189184282,0.5887670559622029,0.6021357718486363,0.5729212986750006,0.9125975704800058,0.8172748436802046,0.7688431624569119,0.9148055958471834,0.15659196096725952,0.015627533138383772
ACC_pre_R,0.9177002687834203,1.0,0.15218579470564472,0.7789985917040825,0.8691614310721785,0.6249982126777314,0.8695455839093182,0.7767383687848922,0.6488332801622331,0.5416168705634682,0.8066626743356919,0.3947806432153289,0.6235319220503501,0.6939624189204335,0.37915049499790643,0.7011101152511287,0.6623370843744798,0.4383507548758083,0.5720969735026149,0.39221248197691355,0.7387781959948936,0.737110222745278,0.8728196500869861,0.3029369808429179,0.8313491536239752,-0.0645844091865086,-0.10345578354050147,0.5445556839412764,0.8833820819787179,-0.11420287341882655,0.7928194552703826,0.8302088112381524,0.31401249878437504,0.5529931270518476,0.8744835173293056,0.7078265863019528,0.8068498165390312,-0.012704011686576363,0.8516923968750008,0.708132775714611,0.48435097094590024,-0.04255258002358575,0.500071079670031,0.8601446350485668,0.7159724688038455,0.700114551104995,0.34748312005574866,0.25562423867247147,0.2299729041949747,0.862144666703407,0.8274737462670111,0.8051210297399085,0.8444527351514285,0.7383241004528235,0.23349694082297864,-0.039837228361296134,0.7957529548192819,0.7658892522081483,-0.18278234396009396,0.4849585425375412,0.8264220660117612,0.36687356924069503,0.7067029577217045,-0.038374248988126164,0.5304892748124487,0.29389326579458386,0.5580572089721718,0.73661512355868,0.19317181496948793,0.7159325725668275,0.17766769041173783,0.6395003184702616,0.28866053399879066,0.8716972469138776,-0.21681657712359884,0.8146816058996682,0.8368769698430736,0.1198461460612979,0.6762883827647145,0.016668783270106034,0.8363059717662995,0.8466812790781845,0.823681754823387,0.4958462722239367,0.8347765841775006,0.18599886630287452,0.8713854103572904,0.6931080533925469,0.5850886387951301,0.4680267242233076,0.9268254169185284,0.1536037408887059,0.4972918201642021,0.7027045665895735,0.6505370788318756,0.8610314268217563,0.7789213210990256,0.1807181837855233,0.8413572923729248,0.3527591761522704,0.4481058979134747,0.6595514388132995,0.7397084361836027,0.7390037266187511,0.9218706779383687,0.5823029365957483,-0.10550094046790696,0.839702904232715,0.8814894135242591,0.47009204057081455,0.04325634510197314,0.6979306075193424,0.8135688591877767,0.7459284522002306,0.18261647537509976,0.6226253977921876,0.061582191177908314,-0.07206080754403486,0.5225412166157967,0.6696847565523559,0.5827157888802156,0.5405345118239392,0.6204024960305121,0.518021141011813,0.8770041165741594,0.7927905774213102,0.6223501518742096,0.8762920170718108,0.09464321606175378,-0.03116319343026457
Raphe_D,0.060108123348528955,0.15218579470564472,1.0,0.011166615508139273,0.16004609322076,0.14026244778922,0.023214982137452832,0.13927900554438863,0.14146633657409913,-0.08602771569821424,-0.06242675633031016,0.17618970027983977,0.10930102043237337,0.09456273804528394,0.5059343916443216,0.3040697256034701,0.08874761116283708,-0.16051539822376895,0.1881214696638483,0.1571829131407557,-0.11251173548885071,0.11265602034056908,0.12515382134926234,0.26501806609282114,0.28443303843512774,0.12149589546288068,0.22700595935641318,0.0570988000615415,0.15098557356487463,-0.1955687271428395,0.08970106023364507,-0.037196098579669226,-0.18001132116389768,0.26804249925735124,0.41735913426818055,0.3009077708486073,0.14945676279290418,-0.1799312431397918,0.1579481688930194,-0.027730792072909304,0.05613725893190676,-0.18765183311960792,0.43209207271933797,0.04605097952194148,0.26012962753734076,0.128027400098328,-0.14399409298534438,0.060569625575073054,0.0716215836213689,0.1617723573543068,0.1946001472670696,0.13958857008234316,0.1887082424118129,-0.051059326576405537,0.3521634985914435,0.19210852505720902,-0.09203717204791897,-0.017638662437276742,0.29489625436117134,-0.07996367441662103,0.001388025794733382,-0.1681567737973107,0.18877253234059738,-0.12907870960104864,0.10138675209377256,0.42726651224612594,0.08494901788248337,0.14075903360016467,-0.4369499559714509,-0.09051959701506812,0.3342078014983687,0.01609207950113736,0.39412576847634667,0.06457152058380915,-0.060651284255244735,0.11518240718021797,-0.002553718012463432,-0.14697722989482964,0.2819695028394295,-0.06620675728267174,0.26454978295489046,0.09932091219352746,0.2754213630438331,-0.033830852723662166,0.09799853581857677,-0.25616253744636663,0.09404482022396518,0.3794717896510817,0.06269291059102165,-0.13761492126318292,0.10865323978075717,-0.295612421786498,0.35250871813062373,0.1854964538590454,-0.10326137478615445,0.15882966494303355,0.3755969396170701,0.3532484313906008,0.05844066265405373,-0.15241801633315533,-0.22611848920049396,-0.047175956844586024,0.13431573538212532,0.15741891077860962,0.04689877660238204,0.030858361698248057,-0.10469701265455043,0.031169393535898773,0.1907523095296233,0.018472636906834754,0.48121227662529814,0.1768109402510025,-0.010868210850990653,0.22302392406296598,0.47316161371938525,0.3645391776314957,-0.24837087449467496,0.015799678487176352,-0.05161432568599888,-0.032274274497540965,0.14737823179285983,0.351534490833769,0.26412459584788733,-0.11307890840032422,0.2126354623643263,0.19213572389856834,0.1837406895386473,0.02848593647678267,0.2416165581797447,0.14468864148535956
Thal_VPL_L,0.8734684169022838,0.7789985917040825,0.011166615508139273,1.0,0.7676784647833185,0.5602755839800009,0.9693687532805496,0.5482165813963282,0.391454734272284,0.5802389637804011,0.8896337881991905,0.35704448002144334,0.5434672703354544,0.5341352786208842,0.25605727542532924,0.6806164991818647,0.669290068740608,0.27871757874903513,0.3865629932828979,0.14884187453072742,0.9373783254023567,0.42314987836304546,0.6636401046706087,0.43255241639842373,0.7487834030710977,0.30849345672156286,0.0990549915446995,0.510212377900738,0.9419436861086772,0.3564376296993248,0.8036748436424959,0.9157686820379128,0.2365577466540068,0.7361086749881934,0.7811475037913261,0.7961513463532056,0.8387458506986417,0.4581935471457994,0.8866670217381372,0.9534695134851494,0.5917203050781996,0.13910167719563363,0.3471798365029185,0.7181443161315019,0.43355598934195927,0.7927329150152655,0.15169456784273855,0.012360344078269659,0.28397218284512765,0.8541229884509118,0.7753909237888665,0.8566294111108721,0.7562765855399551,0.9628026196204542,0.26875835509119134,0.15995940140725617,0.734289156066722,0.7512405502217108,-0.030594498906480493,0.4300029938489544,0.9516758522193505,0.24080559125628725,0.5042411474140184,0.32907678905874754,0.4262628232971076,0.45383074650505273,0.8098029541591227,0.8573334157253629,0.603657967728823,0.9526137572722969,0.21135153643359414,0.8028835376696211,0.29086186660067564,0.9508642236913228,0.24175782734640222,0.645669674359199,0.9522131017358881,0.6028694382929546,0.739248080824946,0.32341189682797356,0.6442116006646015,0.826737654979257,0.6743731689285379,0.4752653144126162,0.9069001173052992,0.41890712617396736,0.6726207575334329,0.47154241746914494,0.5841885644481214,0.5659974942048298,0.869890060839713,0.27366824655381294,0.5968187832869316,0.5874362271155624,0.91357603753064,0.7255214514231159,0.6099777085608771,0.2246550062695774,0.9102984425078764,0.5265100689285248,0.7159781902168761,0.4239906265729366,0.486575371082881,0.6206403796288208,0.8664510147432253,0.7486404279793308,0.06643983538469736,0.9854441327766529,0.82167940102826,0.2570686966754966,0.17306917469376434,0.7837134170303862,0.975936876698802,0.5049056896748951,0.2938222974100188,0.47140491560652986,0.30373619926685175,0.18100011082442957,0.4292937374184575,0.8173941573000928,0.6651342974213786,0.5209802007035788,0.38227283689249786,0.37229637773447344,0.8063336034448166,0.6678775783240981,0.7206428985203704,0.9260522618470899,0.2756234033114351,0.23823394419814997
Frontal_Sup_Medial_R,0.8722097678955525,0.8691614310721785,0.16004609322076,0.7676784647833185,1.0,0.6661796034102749,0.8288649425605292,0.7463119583967792,0.6494737044829372,0.6380356270024293,0.7217882722152612,0.5000340912579732,0.641573834975751,0.6007170554160294,0.4957828760014846,0.681955738208245,0.7554129756055197,0.4826878965006143,0.5289330358278966,0.3420422477237734,0.7692664334089284,0.7792137507384272,0.9039011586162683,0.37438984540779013,0.8985910934864025,0.11452615457086023,-0.08205067160032269,0.41336234267866867,0.8417025353992531,0.023567114847236347,0.8038163949618901,0.8081872674323463,0.400832162710123,0.7316541040576514,0.8241745659706334,0.7168758742886969,0.8690706433128893,0.07655180106391538,0.7955251654322465,0.733875965866199,0.5925406135508158,-0.11373218461329762,0.40109861334207836,0.827637992486337,0.6343214713517195,0.7888978524948067,0.241226229885344,0.15255888583786628,0.4015647268731436,0.8939202211637697,0.8151318056556095,0.8076867430852044,0.8837236790251836,0.7076994829568682,0.38242583990367446,0.18820481150498394,0.8168680967831525,0.8442942317522137,-0.17816564443295904,0.5766784357644191,0.8233681437994237,0.42356160316517455,0.7820719360466082,0.14947427758183568,0.34069826850075174,0.40129681615928714,0.6611169061674158,0.8252174239903046,0.2809469871775646,0.7277540488751747,0.3199244016299688,0.5296794636726581,0.21897474476341205,0.8258209841929192,-0.18501016905596004,0.7700970260647161,0.7925812394490441,0.27916702382793984,0.6908351092803329,0.20762398159519732,0.8317678134809521,0.856055183241929,0.8323849483269005,0.6136846798353751,0.7970819901580422,0.27769313960197917,0.8246199910474276,0.7101170107054389,0.6497591815953649,0.4236512228822795,0.8239037770523266,0.16661040505541433,0.6074250857512127,0.7825780706835987,0.6813880834998995,0.8915464899360158,0.8408229114438779,0.13583647581953207,0.832379812408936,0.4345754085908778,0.46526171109152575,0.6423578972604523,0.7387047597961208,0.8149283554776813,0.8575185802601183,0.713489529469131,-0.055862023629672464,0.8239059667930252,0.8759088439926107,0.5372193038273207,0.292247020953733,0.763930839900045,0.7874940227043445,0.727727400345863,0.4130532554267039,0.6648101334132964,0.17131262761350147,-0.08840863227717098,0.47977015150891944,0.7056969766395718,0.6888890453502482,0.5179378009235368,0.46870336071782,0.5751371889758966,0.9053593135398098,0.7737502772380673,0.6687048080448127,0.7875058777249625,0.17671575046545288,0.01230568901690585
SN_pc_R,0.7090671670388148,0.6249982126777314,0.14026244778922,0.5602755839800009,0.6661796034102749,1.0,0.6430623520325156,0.6543966809516045,0.6606911194576499,0.49043940741683506,0.5532605476599418,0.5656575507313061,0.4260121062520163,0.5393188135722919,0.43049022014877053,0.7585498269282913,0.6715359487965168,0.2556939176582025,0.5985688976326895,0.3730562558375075,0.5836166956105676,0.49682808393355365,0.6118914862471226,0.2338787691475025,0.6034608937061171,0.24253769750626591,0.04828886865648364,0.4344689717274135,0.5996937352605036,0.07681918626503498,0.6671887588796489,0.6965533558161396,0.2584258369191518,0.6003573924591887,0.5986737168345831,0.6664406915186016,0.6629120348857916,0.072044617197278,0.6581284269002873,0.5531511021192759,0.3562484479973403,0.10886922486476708,0.46069577228113423,0.5865427158472227,0.5865239822043609,0.6684344278081747,0.2756552571603879,0.09245386104472635,0.4111252056378818,0.6801774925320893,0.6704839735100365,0.7445144604437001,0.6997820075949375,0.5478776715928481,0.3937713597688158,0.2836645896377854,0.6223299961579999,0.6235578703815209,-0.14329120767017547,0.5293005605907942,0.6510724375627323,0.24372147419867,0.5298651276862621,0.19492246049520687,0.3927245149370718,0.4106916448191171,0.5734127043163719,0.5936441739631206,0.22353653947380933,0.5571080435094097,0.4680225356763216,0.29736453998561163,0.19449913539181904,0.6236737810910064,-0.24322901092444482,0.676194386010603,0.6457312697362004,0.21666272551344595,0.5302882779464385,0.08104198297038537,0.6350221535251748,0.5875193823157757,0.5742484202663167,0.8576754209612927,0.6345189250794573,0.23160306075253168,0.6762989157137183,0.38728690313790903,0.5086086221433453,0.41433940160786503,0.6646330740671872,0.04307885924750297,0.5489303802502853,0.6521833538811016,0.533100434299127,0.6737770091437604,0.5460107691820112,0.13708466155554003,0.6918113824492275,0.39606149977126065,0.2765073382341098,0.590492300838612,0.6515264293950481,0.6400020756612319,0.618884980130908,0.635511198803692,-0.10304973141298605,0.605876066715418,0.6584786086499951,0.2952279432273223,0.34619375505549144,0.6925422629672298,0.5756632017192588,0.5997021307977534,0.3849152915452648,0.42711874075524897,0.09587655927798479,0.04391574320982767,0.05356924701902401,0.5677845180855701,0.5256861990575804,0.6291574567661874,0.31720508560321287,0.402501856635829,0.7029940165106272,0.5747603563530574,0.8458869923710929,0.6285150102977883,0.17372930662145122,-0.028130388567789728
Thal_VL_R,0.9408839299985715,0.8695455839093182,0.023214982137452832,0.9693687532805496,0.8288649425605292,0.6430623520325156,1.0,0.6524478026288969,0.5306486149659578,0.6427860544679116,0.9234991447125654,0.37943076439907875,0.5445365461599044,0.6090836104612446,0.3147180877987799,0.7630835193107789,0.7444354763881158,0.3926828192642169,0.43889956923880985,0.2465108609554379,0.9491783536382152,0.5570290135162179,0.7716701330519875,0.3560189878330652,0.7823938990642958,0.2155244002150184,-0.00972904141110737,0.5341600811126936,0.9690652897412637,0.2622799319140073,0.870099728042569,0.9569063338431387,0.33041505354436984,0.722007413676727,0.8375618309148664,0.817916941375694,0.8791401345497715,0.33755661985879803,0.9313571745171566,0.9428385158448866,0.59575098528517,0.11788670575505257,0.40568152629496695,0.7970563699642724,0.5690591232744158,0.8281183239866664,0.24337153720661253,0.08075259708262691,0.35234146487348744,0.8964042786831741,0.8272217501545479,0.8998679566439365,0.8374223289606235,0.9562964546275925,0.27575953297152006,0.1598637568647929,0.8313998437707472,0.8307350987913985,-0.14503529044066713,0.5427961405033938,0.9714919175226527,0.3534983284917189,0.6074287256754115,0.297670855452889,0.4524114167982713,0.4013911763523811,0.8004706694189495,0.864666949557014,0.5564237815758287,0.9387020269701961,0.20859045302067303,0.7828474380746872,0.2483989908497612,0.9780738274980012,0.13217968551271705,0.7525083190463234,0.9854030258207946,0.5130231228796099,0.7691188572718862,0.2793551824759047,0.7239644945559212,0.8730150641529233,0.7496241236178524,0.5535526034451647,0.948717746066562,0.43473266655123644,0.800098611959189,0.5549356431431463,0.6502685305066062,0.597187208346869,0.9445163442956773,0.30587286309529915,0.6099558006380986,0.6765631185076822,0.9163998037828163,0.8279804454599745,0.6584872416485444,0.173119544690015,0.9566795577618338,0.5501316760364368,0.7160972209382838,0.5565881074528054,0.6264227947719624,0.7300638952454167,0.9299082377193751,0.7575740603350355,0.006119616019421127,0.9908295487638223,0.8839767462895894,0.33989770873133046,0.14955664268105473,0.8293400031168243,0.9832965316695521,0.6198572299496025,0.29522428362900366,0.4896405678643842,0.3115858189551732,0.08999925733695423,0.46715697432536246,0.8402350204619444,0.7049071583235825,0.5549924841109555,0.4835695359813899,0.5092413575500055,0.87848961100004,0.7474542342429302,0.7760505340090343,0.9660341457078845,0.19156033816743556,0.11067791254837547
Frontal_Inf_Orb_2_R,0.7654902155328538,0.7767383687848922,0.13927900554438863,0.5482165813963282,0.7463119583967792,0.6543966809516045,0.6524478026288969,1.0,0.6207396513502662,0.49372425559597083,0.6176110358831696,0.40661600004731485,0.5530461755882049,0.7960299202432463,0.45999745175253715,0.6218964554381463,0.6225066198745539,0.2976139674497675,0.5535105217459555,0.5360994685203658,0.536916276979036,0.7187215460190468,0.7777767190465149,0.30586761107015104,0.71765311016877,-0.010721275009887482,0.05381867809939897,0.5506440121368631,0.6625104916068464,-0.18424071188192453,0.7275103182568319,0.641783034632164,0.24340119114856026,0.5535066612967758,0.7247085289146822,0.6627129985015171,0.696302307741146,-0.0827056260997412,0.6951730214299554,0.47938835726483403,0.3615656923069523,0.13927054571767977,0.36455636626621385,0.7903074366647327,0.734856245148932,0.6438391244240458,0.47289434395307556,0.37602237071075173,0.26856095268592833,0.7745885132227941,0.7671365552630057,0.7320359749165595,0.7560364104518025,0.4915310621582775,0.39024609324353904,0.04115128819381621,0.6844288901456654,0.6429707776586603,-0.0968411132912312,0.47532462619253174,0.6068898373638969,0.2578168684481515,0.6957217177380407,-0.054740140738481685,0.5945885999447319,0.38303464280922495,0.49544090616686853,0.6242874897629118,0.008131551162482925,0.49668297644543663,0.4431369702149338,0.45818268716005717,0.3151434050172247,0.6683287618695153,-0.355499607358583,0.8237777923186715,0.6083479467832661,-0.007988908776231315,0.5844502929410965,-0.06152881284256138,0.831636797539813,0.7407278859974752,0.8344938574290716,0.6091009090475625,0.6976041970392205,0.1571473637535918,0.7685155443234624,0.7071480193755719,0.5597734904621554,0.44037603889889204,0.7397435413817733,-0.030498716012912278,0.5190222557374712,0.7666299558861878,0.44030823868241903,0.81523182782072,0.7085927665404869,0.2780961772850166,0.6578084928239164,0.3962533603852783,0.1759843316862243,0.7731993522255932,0.7660618626422747,0.7332530881963846,0.7281965453483981,0.5642992196101294,-0.2507477943135993,0.6106387491930059,0.7539290045762524,0.591984624672135,0.2340051360931838,0.6563475527736821,0.5555677240430761,0.773579116675558,0.3528932864377172,0.607187753959796,-0.0466661089649262,0.1083336179243094,0.4353062042894105,0.6053533369479102,0.6074695373931388,0.41633019611180766,0.5398160301979013,0.4266436031135211,0.7895645726257919,0.6918391721992417,0.5361484161930584,0.6800875489347322,0.22282062856061696,0.014355909910192682
Cerebellum_10_L,0.653882945709577,0.6488332801622331,0.14146633657409913,0.391454734272284,0.6494737044829372,0.6606911194576499,0.5306486149659578,0.6207396513502662,1.0,0.48499588576615593,0.4881568977200529,0.42641370657448746,0.4794802210852102,0.5014363451153645,0.5115414747510169,0.6033097297632594,0.6656372766253658,0.5164279712298878,0.6937423041359074,0.4295067587119337,0.4851233869828285,0.6756700988237888,0.7227478175728325,0.03191536909564001,0.5438924118027443,-0.03272192478348811,-0.3109862611725615,0.31116237861567847,0.5449843547288945,-0.1596699569377382,0.5764291629329615,0.5550616442300227,0.4658764834164736,0.4547897013220001,0.6275394888959074,0.4986487919408858,0.6002264371169415,-0.2419870684956781,0.6088774615509936,0.4189509345100496,0.23783685262215115,-0.14644820071352296,0.3500597572844708,0.6788686289905251,0.7297026998066101,0.5578760660200154,0.3002107287503276,0.1650497792246621,0.46710346260072505,0.6187953623337009,0.623985697866678,0.6451350469090675,0.7443443207465432,0.3930679538347518,0.23022878994500273,0.2288909575883998,0.6826575997655471,0.6652486633162611,-0.38022393905404783,0.6263543137364372,0.49871119984893286,0.48657911068152504,0.6579241044928928,0.07544457992323386,0.25211867855919645,0.17875328528548498,0.41975110543410593,0.5267526690650062,0.08901211698408078,0.41640075045489927,0.30281195096202684,0.1894559630228529,0.04861349054805698,0.5216144939733394,-0.4014078060285263,0.7306596278066256,0.5129473439389253,0.06671941623638412,0.41438060742274596,0.03871304010467434,0.5877042183788322,0.5563948095615427,0.6447670835209118,0.6529461478035588,0.5384091334624653,0.16493253914756306,0.761112923759063,0.4969824051096557,0.5008801025233011,0.27467687079970066,0.6271654137531568,0.15167287579668698,0.4504256315025049,0.652886293939903,0.3949933604280848,0.7437259841176024,0.545588982074369,-0.027362157570115817,0.5975318962789494,0.2774608203649616,0.19903643291146048,0.6685967526234221,0.741431181851682,0.7284864351487449,0.6361691880257005,0.49159654698130684,-0.1798411275531589,0.4726916249835672,0.6620555847905736,0.5082728117199721,0.23852708987797996,0.5788962283834306,0.4595318143196056,0.732112040034343,0.312682923415566,0.3694808530566336,0.15198453919402932,-0.28997757591526746,0.21877149356347922,0.4198105142177548,0.5119151334965374,0.37965804802013925,0.41159156148880044,0.5946637685256513,0.7058174133300849,0.635897370722102,0.5838208520067556,0.5236649622335491,-0.0953369925099333,-0.33184720889703945
Temporal_Mid_L,0.7011852579495881,0.5416168705634682,-0.08602771569821424,0.5802389637804011,0.6380356270024293,0.49043940741683506,0.6427860544679116,0.49372425559597083,0.48499588576615593,1.0,0.5795301241246839,0.4763810406964999,0.4056554021264294,0.49410664949134775,0.4859000448454529,0.6786443556267003,0.7921187036492722,0.6299506384355436,0.13905589064942317,0.24980740788137049,0.7050008173640102,0.6259045772884058,0.6858921473002155,-0.023696194027736244,0.5749068350441233,0.00031669760538308384,-0.43306015232150435,0.5477175556687952,0.6195624360083912,0.39951625171573835,0.795123100091739,0.7366303893123471,0.6434977166850347,0.47286647247762037,0.558170998372101,0.47002907290994195,0.7386958600676083,0.21493235482968243,0.6007811053051718,0.5859691248801493,0.5777541866357933,0.19246794106368023,0.35541681257705915,0.6481670639922413,0.6657985691659,0.7597688967386067,0.2849325001413235,-0.018912152251926582,0.7480562628186229,0.5675816476453217,0.5944688173585558,0.6188896313762935,0.7183257371250691,0.5519424835640273,0.2522165155253872,0.4598376275938736,0.8367592248187568,0.7559335082265506,-0.4092660908300404,0.8971891367469451,0.5996706920503445,0.6156835957981116,0.7257668187329264,0.6063559829033871,0.314724400139381,0.010957216077954583,0.7079770760979012,0.6404916359135315,0.6170815142587903,0.6689154940556117,0.08809173752459458,0.4320481274303305,-0.1845874443406001,0.6492807919459332,-0.020851435972628646,0.741613639432239,0.6624116657738184,0.33520931340475013,0.4452882605923363,0.5790100874865521,0.5865120979340794,0.6622737593522224,0.5012219878628734,0.6257189566544522,0.7349982787648115,0.6535686539342295,0.7728314798628438,0.3599480466243448,0.7743992484104618,0.5541789406550199,0.6582611677336128,0.5018605520822481,0.4037197846859594,0.797586998806151,0.6639652644586359,0.7168154089211185,0.49375417032310165,-0.22300386441188785,0.7463344099218465,0.6913769748673367,0.5941447011916725,0.7645778394946217,0.6567128317266816,0.7550785530187727,0.6853758286186584,0.7262598301635059,-0.13206624317901122,0.6112603467396552,0.6774904759603797,0.45315589055222266,0.21193159820524493,0.7314873116623698,0.6736481523948447,0.48865034542574026,0.4723458433332972,0.3164860821608495,0.5506139838178404,-0.1294335060861232,0.3928177137326938,0.7710555417433848,0.7563970804994743,0.5191402390210406,0.5670136598180775,0.6367419414640471,0.6475101360728336,0.6189488335507985,0.6153019459106983,0.5873198342604399,0.0004899326589522379,-0.222543650800739
