,Thal_PuL_R,Insula_L,Occipital_Sup_R,Thal_PuM_L,Olfactory_L,LC_L,SupraMarginal_R,Occipital_Sup_L,Thal_VA_L,Thal_LP_R,ParaHippocampal_R,Thal_VL_L,Thal_MGN_L,VTA_R,Temporal_Sup_L,Thal_MGN_R,Cuneus_L,Cerebellum_3_R,ACC_pre_L,Temporal_Pole_Mid_L,Cerebellum_9_L,Temporal_Pole_Sup_L,OFCmed_R,Frontal_Mid_2_L,Thal_PuA_L,Precuneus_L,Frontal_Sup_Medial_L,Parietal_Sup_L,Amygdala_L,SN_pr_R,Cingulate_Mid_R,Parietal_Sup_R,Frontal_Inf_Orb_2_R,Thal_PuI_R,VTA_L,Thal_LP_L,Occipital_Inf_L,Cerebellum_Crus2_R,Precentral_R,Temporal_Pole_Sup_R,Fusiform_L,Caudate_R,Temporal_Sup_R,Parietal_Inf_R,OFCant_L,ACC_pre_R,Frontal_Inf_Oper_R,Red_N_L,Cerebellum_7b_L,Occipital_Mid_L,Postcentral_R,Cerebellum_3_L,Thal_MDm_R,OFCant_R,Angular_L,Angular_R,Cerebellum_8_L,Cerebellum_10_R,Thal_IL_R,Frontal_Sup_Medial_R,Thal_VPL_L,Calcarine_R,Thal_MDl_R,Precentral_L,Frontal_Inf_Tri_R,Vermis_6,Frontal_Med_Orb_R,N_Acc_R,Occipital_Inf_R,Cerebellum_8_R,Rectus_L,Frontal_Sup_2_L,Frontal_Inf_Orb_2_L,Thal_LGN_L,Rolandic_Oper_R,Caudate_L,ACC_sup_R,Occipital_Mid_R,Cingulate_Post_L,OFCpost_L,Cerebellum_Crus2_L,Cerebellum_9_R,Cingulate_Post_R,Lingual_L,Rectus_R
Thal_PuL_R,1.0,0.5235478902684938,0.7398146371640039,0.6740907661934195,0.3008213761346097,0.5601931419141428,0.5521663047604011,0.5573739208033128,0.6052869483348887,0.023634614855580893,0.5060179424512765,0.7181007783018906,0.6114834800816938,0.18728483606039617,0.3449272651992123,0.25390418182860336,0.24357798367516093,0.4361627995503744,0.6066892580527375,0.23445797891045456,0.5215515361361194,0.32923329636570187,-0.05875292695883089,-0.036675380910310765,0.7929045744727375,0.6039687793717695,0.31913388619210137,-0.34860152827939883,0.4421989359910363,0.19192340988892162,0.5201856809289628,0.31083149043305236,0.1759843316862243,0.8265708467905285,0.3696289931809035,0.19873559705747484,0.5766801601566917,-0.10441819548067581,0.547711786082364,0.2944124647878297,0.6299469018008684,0.7190048322000779,0.5415367277472741,0.5352568085543603,0.14531008389036854,0.4481058979134747,0.6944815154791572,0.5120073083022557,-0.06008973238424845,0.5723248744267858,0.5753117959732129,0.6953017731955278,0.8614506161487042,-0.033384814911837715,0.4292639630168351,0.7122865377306185,0.008507545204597842,-0.06802968066779856,0.6768615301668208,0.46526171109152575,0.7159781902168761,0.49979213272194606,0.7309802997471229,-0.04982904595122353,0.5034095874854843,0.5103750139173502,0.05976492637192835,-0.11288461036799492,0.1199880812737155,0.1593368449056262,0.022507861242157125,0.16921790089516114,0.3288830845589986,0.6160208373579097,0.4844442318096337,0.6932122617715204,0.5937606619106452,0.7199839237866581,0.5375229776255563,-0.07884835949936145,0.17718587182527312,0.2706268868676403,0.4930180757278248,0.6558436252023242,-0.17579614641231064
Insula_L,0.5235478902684938,1.0,0.30674368820690917,0.40028587484732714,0.5063108167377622,0.6351253393322445,0.29218606340477665,0.19353708545781811,0.8725689049068304,0.37533281544849284,0.891904377830868,0.8895003429570842,0.7953590033190757,0.6057686395788026,0.7975237390532461,0.764366212349734,0.5016261655191923,0.8066950564967055,0.9192629085348508,0.4707513830010966,0.7444337069961778,0.5982315756440996,0.31685382093090453,0.6679429917116897,0.7130923638941251,0.4835762609459603,0.865184597869015,-0.06032305549284985,0.7468758356610535,0.45942810516846916,0.890202721310455,-0.08024766357729846,0.7745885132227941,0.8241601388436199,0.5562374248487346,-0.036487584881675875,0.1941770489462618,0.33179462577709856,0.35650211396780573,0.871962436572145,0.6557617876855316,0.8723668573747607,0.8129737184888971,0.08368847240710978,0.012307789576388199,0.862144666703407,0.7980697748921907,0.7304027901975751,0.4214721454087262,0.12899816212310372,0.3099995197801275,0.8044448104857379,0.7747278130445854,0.09498859397266901,0.229637093947134,0.13220835940292858,0.444366330647451,0.5471922692220972,0.8866865047354157,0.8939202211637697,0.8541229884509118,0.7385828018947367,0.8630900061346479,0.5045540959218491,0.8540360309837443,0.4710770572652433,0.4371779305078615,0.21583073229822305,0.26405283617833597,0.4480274731784549,0.23950034514709395,0.8039569790094758,0.6016399314681222,0.8267585861846002,0.9209095570029472,0.8634860788369131,0.8601472797080303,0.1580556377811534,0.8885164644329137,0.2945412842058633,0.15998976036095264,0.7161685684919661,0.887159498170412,0.7652687164351303,0.14009728197161472
Occipital_Sup_R,0.7398146371640039,0.30674368820690917,1.0,0.5576780351462358,0.1883254537011563,0.5134646623559154,0.6785253037887714,0.7652581419414944,0.36806569823090896,0.13812156921129431,0.3489567047921375,0.41319681454351886,0.37265956425369173,0.13974105951102123,0.36420771552942144,0.053944124056786134,0.48381521563680463,0.4018321752442728,0.4257133379093914,0.2433164837068495,0.4914269681913485,0.35150146854844144,-0.22813572513303737,-0.2149116001731622,0.43147875702162936,0.8229027898932204,0.10519099348346168,-0.38924711173565035,0.2911214594270849,0.2280781675786717,0.444910291124224,0.40978449632810315,0.1571473637535918,0.6060885948820476,0.2766196263556003,0.1158284254413102,0.7171289847361902,-0.009954575844143465,0.5643364360322373,0.14517983187374012,0.6254489678259757,0.4503528790726458,0.514257386862039,0.6998008595732728,0.26461730012476414,0.18599886630287452,0.5871094424050717,0.43874900694367125,-0.030223765183471564,0.714786687439879,0.6542484740425955,0.6009032898726961,0.6259416933951035,-0.1296056706978637,0.42214856557430314,0.813922491543854,0.059935539238324224,-0.10254521270324136,0.42680580687836694,0.27769313960197917,0.41890712617396736,0.6396772084871332,0.45221291027637966,-0.23761262907198286,0.37864000448232826,0.5607721934153407,0.050845640052045,-0.030139002097388914,0.13348495014375455,0.2559310742747243,0.1325496265537323,-0.014236531036169632,0.40251288894888343,0.3709506946572321,0.33112529564402343,0.5023255428965593,0.4687880494827585,0.8588841202096695,0.41374115932597266,-0.2313495871939232,0.27261648052902243,0.17474552292244974,0.3854642714899816,0.6261230969895126,-0.12629420490447013
Thal_PuM_L,0.6740907661934195,0.40028587484732714,0.5576780351462358,1.0,-0.014684550030478635,0.48208220458467504,0.2421114309877168,0.5620184732602261,0.2819858784911308,-0.15369571102133348,0.46822066857910877,0.555632016772155,0.39314491599708523,0.05874674620701021,0.16909891828414944,0.26296283313008456,0.1554031797060881,0.17540711471664722,0.34489877442247857,-0.09678975259955691,0.4470512809150196,-0.08003604049757086,-0.182919642811367,-0.08079152511216298,0.6362714930230784,0.43849792564703993,0.16408204746408717,-0.056156407430424216,0.4614795694042354,0.1285073920178283,0.28393224531632977,0.002529831904264837,-0.007988908776231315,0.6649902731893281,0.17552693583790396,0.287230443615474,0.6752723103703872,0.29129545509436033,0.13783506358577516,0.19847801117315717,0.41786080037919443,0.5533058078947968,0.3164274689108065,0.2942738716536177,0.10118387206108467,0.1198461460612979,0.4347292559673735,0.4857294871971428,0.23481151701408567,0.7294267686735334,0.1978986336997191,0.5112789438163556,0.72695672822538,0.07628495159010233,0.6337902810500479,0.4208161644568717,0.12460698873823921,0.018836832309103477,0.44946693421643247,0.27916702382793984,0.6028694382929546,0.38163574024351893,0.5195124679586257,0.19077250392757902,0.20229139703218263,0.3635165402612288,-0.09732409889023741,-0.06314981265561438,0.5974585306876573,0.3414788726124145,-0.22970633233173443,0.03826208538708342,-0.018031247654926925,0.4346235702538018,0.3532400754452931,0.46976640440069084,0.37287860440055276,0.6064853734766428,0.3843951699830283,-0.06838333604102298,0.4610413469572684,0.49293431211317085,0.3120297559331699,0.6960678910030202,-0.3948312206577549
Olfactory_L,0.3008213761346097,0.5063108167377622,0.1883254537011563,-0.014684550030478635,1.0,0.19059434274382311,0.21464333806691965,0.12427209716550894,0.5446628404095285,0.20967810647402962,0.381381350561792,0.45637625458576364,0.519902620707071,0.4378327131853637,0.4438955745329429,0.5100728860404339,0.346840749076872,0.4901807278020438,0.5215848961676118,0.497108216556528,0.3020743191851831,0.5280018004946428,0.11663726162237655,0.35566164940600875,0.3360130145771108,0.26663114825270334,0.5059601288193288,-0.12250106548579155,0.35988355882657486,0.0740541399581348,0.48666176022385305,0.10536058992765919,0.4353062042894105,0.407900194849651,0.1785798076271425,-0.03717835049134904,0.011123611846732096,-0.08488019710262966,0.301261599619895,0.4920418149222105,0.32875915308894826,0.43695823170048065,0.41350355852988907,0.12446081297544155,0.08765672359239188,0.5225412166157967,0.4263303357217537,0.15217744002633532,0.051430460442807746,-0.039871518308269835,0.23713313518388912,0.5084899225006861,0.37740993124157834,0.02964067818832996,0.04696687450524614,0.15044480471132513,0.10680433386219397,0.11022316215825786,0.5249167588412974,0.47977015150891944,0.4292937374184575,0.3940229756902251,0.4281716750736172,0.18215444561668828,0.46689307069639313,0.1987271457919943,0.3764150073316322,0.3409326260758902,-0.17054100793192387,0.07608410950101949,0.39266915394110635,0.4377713457316668,0.41836740372175407,0.4018357780961402,0.4662850209441194,0.48230814401451766,0.5365753233472348,0.09053730037141948,0.5054843967175471,0.17464236401746644,-0.15334714274596528,0.14532747336147395,0.49589552393399083,0.28012846925109375,0.34940883457523275
LC_L,0.5601931419141428,0.6351253393322445,0.5134646623559154,0.48208220458467504,0.19059434274382311,1.0,0.5010512711056077,0.3026329047778155,0.6400110979046207,0.20648973881389934,0.6736491221525003,0.6601524877023499,0.6049303606659411,0.35475477345015244,0.6296966388019335,0.4363566107410867,0.45198062110303144,0.4824636942778688,0.6942121216088439,0.25283594782430724,0.8069616449000968,0.43598265309509043,-0.10224268460827228,0.21323280997602395,0.506041610310385,0.5098529083753917,0.4650302840519389,-0.31916942489391054,0.5088356108363565,0.4271261321675563,0.6582409288269028,0.08954705822930929,0.5060208956556318,0.7435911801332512,0.4376441145428747,-0.06899452865126209,0.5364725995408641,0.24601762966286103,0.475657811434354,0.44348619092067154,0.8030719075904412,0.6692474329421162,0.6951118106846934,0.3894748152655229,0.12971978075311702,0.5110411692330753,0.7369095765180297,0.745470957885968,0.26921141363797024,0.3349663375284853,0.464418656564289,0.7198728243971323,0.7128726246711168,-0.05466970502364011,0.20557449220820642,0.35361598087770074,0.3799314692872572,0.3311479269796266,0.6595035266208337,0.5884875759357467,0.638970087958073,0.6210972539354309,0.6964173830153115,0.06022661911040407,0.6256315427513028,0.4241424247038296,0.24260324731354735,0.013815666488203891,0.2672109576254339,0.3944191100766023,0.19272369391256358,0.3569910286631865,0.6324797747291968,0.6510151020746969,0.6487405475240445,0.7345072684855131,0.6862308104595228,0.4365332703618962,0.6409412079542453,-0.18726155837691152,0.46689685567135947,0.5149006425583468,0.6507168186889984,0.706751754781817,-0.09060832443107085
SupraMarginal_R,0.5521663047604011,0.29218606340477665,0.6785253037887714,0.2421114309877168,0.21464333806691965,0.5010512711056077,1.0,0.4418388158449279,0.35538446637289833,0.2160031375388617,0.2067567852243173,0.2872441589820943,0.2788848641251214,0.20173083208805495,0.39067252658519447,-0.01837179874755928,0.41908352931523246,0.41520945311202584,0.4104219777827331,0.20436677918345897,0.5892509854122239,0.5807913623436592,-0.32474690039178133,-0.18544586200181296,0.23391031764557405,0.6492504774390723,0.11549346110467122,-0.7196203663719944,0.1451900455220776,0.3320002997554827,0.5725706958321993,0.46115380985011406,0.24340119114856026,0.4476924552852014,0.3060914824050313,0.023480993658187236,0.43581913067461325,-0.14176793186319864,0.9545818755970704,0.21242909883660804,0.6591943243067747,0.3601052602869258,0.6898562834386492,0.8474191667775615,-0.1300424338708441,0.31401249878437504,0.7314063558284719,0.36733673073506035,-0.07321662459886606,0.1728707858050055,0.9692383891233662,0.3958652680591337,0.38412736891819793,-0.5358485053957285,-0.22457281481833677,0.8358656691475369,0.3043938734088218,0.10450218726286736,0.3113052501094061,0.400832162710123,0.2365577466540068,0.3880577899769276,0.32603108142577636,-0.5251372256958097,0.5654385529208137,0.3465439055638291,-0.0993363956910905,0.0421812537482785,-0.2673342822814161,0.1771073177357895,0.11991590612679782,0.064823327699907,0.6403633183673726,0.28741351643070845,0.43645260724943574,0.39328461366036815,0.5286382172513461,0.7713330518227121,0.2909731139027114,-0.5294104918654556,0.29874159074395157,0.051659373209598645,0.48992226126635563,0.3784970856278958,-0.044461899683501054
Occipital_Sup_L,0.5573739208033128,0.19353708545781811,0.7652581419414944,0.5620184732602261,0.12427209716550894,0.3026329047778155,0.4418388158449279,1.0,0.1764828029923538,-0.014199835712916305,0.27042200307069314,0.29063644383725484,0.1956619587235365,0.07631024634594981,0.3075098171138923,-0.022629452399249336,0.49592218575782193,0.2770773156995853,0.25300944966922345,0.2096382584444674,0.346293771206732,0.1691557352478655,-0.27592538382222953,-0.06940759979063842,0.33645000136156994,0.7455660935515046,0.15626323501853528,-0.14798542226066752,0.3104019421150107,0.17785331484393394,0.2695136478875923,0.269507472539892,-0.06152881284256138,0.43390769261404316,0.2275874859791001,0.21463033725273306,0.6719320052418895,0.19904595029016908,0.30554585668643014,0.10559719684378509,0.4175601660181646,0.31083807923019785,0.3491933688625807,0.47240005461166756,0.21374066976131315,0.016668783270106034,0.36323449946184844,0.33525783102047874,0.0784364258556478,0.7908529254181542,0.38092263615005884,0.45787010526258204,0.4751700703296942,-0.03337670625185178,0.5780104294627118,0.5987290222000492,0.11611153366562242,-0.13988519784918133,0.27841975494874377,0.20762398159519732,0.32341189682797356,0.5386504112756678,0.2989197358889374,-0.0386260964422572,0.14786485776934702,0.3938738967827249,-0.010701558563523707,0.025832032392303018,0.2394246225529947,0.40565811236802335,-0.007935999364261828,0.077016934935886,0.15865730290620272,0.18315023039150574,0.2253101038290806,0.3508551253599101,0.28758812547075185,0.7295136979097172,0.3884977574630757,-0.12989660956972393,0.3509528182109038,0.2242081344745117,0.30712214730475496,0.5589260625515555,-0.16771394114290394
Thal_VA_L,0.6052869483348887,0.8725689049068304,0.36806569823090896,0.2819858784911308,0.5446628404095285,0.6400110979046207,0.35538446637289833,0.1764828029923538,1.0,0.3737664314121433,0.8827663753517956,0.914663962408282,0.9025324649901797,0.5796146018057743,0.7320494310296672,0.7450245577012992,0.4351909077324522,0.8064312882738633,0.9589330572823692,0.6384430058457948,0.740353475915437,0.7319333419722764,0.2954211586256678,0.5185550541314586,0.7621934846932992,0.4999092341910858,0.8018486907547243,-0.20899963336413052,0.6243734018002713,0.38378187784775497,0.8705751986688818,0.1016019969832287,0.7397435413817733,0.8597023552789932,0.5946631632956968,-0.10169125024831643,0.20237095112073084,0.10481502433075367,0.43947572216384934,0.7899934145690393,0.7826251461284969,0.9021279362569921,0.7639111753786866,0.18349086483999208,0.15379565966511521,0.9268254169185284,0.8116668625241393,0.7495606249586116,0.24979812039783614,0.09313556709708998,0.3910883608254307,0.8033968276179564,0.8133633821456295,0.04429854878168754,0.14704427884453983,0.25843585268047925,0.3696053830996699,0.4719129682505175,0.9623768031096008,0.8239037770523266,0.869890060839713,0.7060751692052111,0.9344106723570357,0.265614782849916,0.8595437226968151,0.5702765233202912,0.5601753717377281,0.09046374679028521,0.03742209714886198,0.2704642508271328,0.3815702920177138,0.6974847493927228,0.6710368127573586,0.8962248216749052,0.8898853770646435,0.9376021936589741,0.8734788193871398,0.22539173512100694,0.8774688847608451,0.19058360934168683,0.10279423157792118,0.5371458766623582,0.8720058847774834,0.7077277247246057,0.21485005264436274
Thal_LP_R,0.023634614855580893,0.37533281544849284,0.13812156921129431,-0.15369571102133348,0.20967810647402962,0.20648973881389934,0.2160031375388617,-0.014199835712916305,0.3737664314121433,1.0,0.3731786418312728,0.19226598077572765,0.25950405379976627,0.21308071703902273,0.49295348443713605,0.26554527595152927,0.40795895153000483,0.45999673523200774,0.37363364090758255,0.43717232769555964,0.31813811057945685,0.4911707454754578,0.3104506529555878,0.2879660069481421,0.13141964562271977,0.4174243698690049,0.36557273135032625,-0.21853968302542867,0.2736966909339523,0.3259849562330583,0.5072957239984502,-0.03407930290581724,0.5360994685203658,0.16509043499882164,0.343907575320244,-0.09908802001129445,-0.08544473959522929,0.2463552729707264,0.22976353648958284,0.48460765570416,0.2979065540336727,0.19703155532467917,0.47052262068969913,-0.020072006989242965,0.09779772192451211,0.39221248197691355,0.28305508378853167,0.287472425117084,0.21907363814279027,-0.15138147089532158,0.23463761611895773,0.32144754900574984,0.15056565130647,-0.02605581798744071,-0.1635504117720375,0.011668069650947532,0.32110134883591274,0.31302453796377094,0.2681750172868271,0.3420422477237734,0.14884187453072742,0.4753206123973806,0.23679881079181098,0.08736803099309813,0.4088261387870276,0.3219370803176306,0.3061326312491032,0.19878795261788895,-0.10262816377683104,0.32243515717541177,0.2190068011358244,0.3808963361430574,0.41036082830734066,0.2657057304218352,0.4030239355925142,0.280461427993319,0.3422094693569443,-0.014923142609849175,0.4106673452390564,0.16556898588293878,0.028103613500159007,0.2660389796289101,0.4880363917671837,0.2542319895472529,0.17699585710110857
