,SupraMarginal_L,Supp_Motor_Area_R,SupraMarginal_R,Cerebellum_9_L,Parietal_Sup_L,Cerebellum_Crus1_R,Insula_L,Vermis_8,Temporal_Mid_R,Red_N_R,Cuneus_L,Cerebellum_8_L,SN_pr_L,Thal_LGN_R,Thal_PuL_R,Frontal_Inf_Tri_L,Paracentral_Lobule_L,Frontal_Inf_Orb_2_L,OFCpost_L,Frontal_Sup_2_L,Cerebellum_9_R,Frontal_Inf_Tri_R,OFClat_L,LC_R,Caudate_R,Temporal_Sup_R,Putamen_R,Cerebellum_6_L,Occipital_Sup_R,Fusiform_L,Cerebellum_8_R,Thal_VA_L,Parietal_Sup_R,Thal_VL_L,Postcentral_R,Precuneus_R,Vermis_7,Parietal_Inf_R,Calcarine_R,Rolandic_Oper_L,Putamen_L,N_Acc_R,SN_pc_R,Red_N_L,Supp_Motor_Area_L,ACC_sup_R,Frontal_Sup_Medial_L,Vermis_6,Angular_R,Thal_AV_L,Frontal_Med_Orb_L,Occipital_Mid_L,Cerebellum_7b_R,Frontal_Inf_Oper_L,Thal_VA_R,Thal_PuM_R,Cerebellum_Crus2_L,Occipital_Inf_R,Heschl_L,Temporal_Inf_L,Cingulate_Mid_L,Parietal_Inf_L,Temporal_Sup_L,Rectus_L,Vermis_9,Cingulate_Mid_R,Thal_MDm_L,Thal_LP_R,Thal_MGN_L,OFCant_R
SupraMarginal_L,1.0,0.12624925451506466,-0.5657432624134084,-0.04026412399310377,0.6404265753272635,0.7117775295479605,0.3209816193104984,-0.009278366876700306,0.4252670628231079,0.07034314062700713,0.24847272855488062,0.04747397013316357,0.07613405405893288,0.1905657046867411,-0.0996977925099022,0.3495715865790961,0.1262178215994829,-0.15001602827958993,0.6504550831270511,0.5026239704721429,0.48489039420105373,-0.05996622072384207,-0.021272855806673253,0.35609618575934554,0.1311356957693446,-0.0430590559803389,0.05436446906244705,0.15178203078749408,-0.11759679163657537,-0.14199981273011938,0.38448466936552145,0.11076837424866588,-0.39667363494162755,0.22252241783642082,-0.5882166776616369,0.18814565517627668,-0.03854496194045004,-0.564604074812927,0.37118984948881306,-0.00043778873900500676,-0.052357560916603825,0.19503063114898986,0.17372930662145122,0.15111508123959508,0.1150410593786355,0.059680709980406046,0.4706995874492821,0.11091805478149663,-0.5421296751728857,0.21769829977321065,0.17581684819341584,0.28061514577404734,0.6513424089002574,0.3900449583675951,0.2309585677465245,-0.033975094223115745,-0.010020188333537369,0.5323489501480432,0.3438276470342265,-0.235392315527121,0.4151675034160218,0.9104560856840757,0.35268716095282066,0.01902104167508654,0.3872915759801191,0.06751128635967073,0.20198887608916258,0.10307854299942897,0.1317581330849784,0.6316889011664398
Supp_Motor_Area_R,0.12624925451506466,1.0,0.5839044423035182,0.7207784831976779,-0.3173288691622552,-0.014755499680102016,0.7193173263943796,0.44006318351694634,0.5180993184452203,0.6587517621193603,0.694496744821575,0.5599974913547677,0.5409071293760834,0.5681579411800483,0.3920810689672115,0.7340211213339712,0.6730965930891385,0.7608081961037698,0.02290116668794098,0.7495802687586234,0.5193966062279726,0.7786523332824897,0.021002961566857395,0.45533810220890475,0.5550117352505308,0.8500101174092795,0.8240096732721726,0.7759004612147519,0.4312797874894874,0.6707733640690624,0.5397835567526797,0.6746719033019216,0.12850134616637504,0.5650576862831764,0.609163386915332,0.8226582350300327,0.1105277707406818,0.29132053755125564,0.7599781792774056,0.8381009007366477,0.8094720043346181,0.248627350605738,0.5298651276862621,0.5549399456008395,0.9326671743868524,0.7523458200663982,0.7275159227834347,0.5052925191213741,0.29732953815977137,0.37339240026467346,0.4191774844504291,0.06138110435756057,0.23372562854583834,0.7430147362543065,0.7156093116409792,0.2527684032853617,0.23256077489733232,-0.07094563159511534,0.7018656115204372,0.7236502295788644,0.7860275617940616,-0.11932862359673493,0.8828125919488343,0.24773044795627597,0.4656353675552102,0.8756373042745151,0.5014672081372493,0.5546800228359142,0.5181165249650089,-0.20330652463005366
SupraMarginal_R,-0.5657432624134084,0.5839044423035182,1.0,0.5892509854122239,-0.7196203663719944,-0.5041356826173631,0.29218606340477665,0.3128180172848702,0.17936378449723325,0.4258164109704577,0.41908352931523246,0.3043938734088218,0.2573355270740562,0.2552440641542546,0.5521663047604011,0.17203826409583348,0.5615400474292301,0.6403633183673726,-0.5294104918654556,0.064823327699907,0.051659373209598645,0.5654385529208137,0.06763155570219065,0.06552249808121662,0.3601052602869258,0.6898562834386492,0.5748610686132447,0.5066838337727374,0.6785253037887714,0.6591943243067747,0.1771073177357895,0.35538446637289833,0.46115380985011406,0.2872441589820943,0.9692383891233662,0.5841211579312228,0.17305823749077331,0.8474191667775615,0.3880577899769276,0.5605830412473736,0.5807914308193264,0.0421812537482785,0.2584258369191518,0.36733673073506035,0.5444293579916535,0.5286382172513461,0.11549346110467122,0.3465439055638291,0.8358656691475369,0.13433504913603342,0.1854492379748231,0.1728707858050055,-0.31828420098748095,0.34705892041203756,0.28137520585436615,0.49166733675318375,0.29874159074395157,-0.2673342822814161,0.14396907368686293,0.7743998357942294,0.2867373320193684,-0.6628724003160076,0.39067252658519447,0.11991590612679782,0.21165277778737845,0.5725706958321993,0.3354479859541783,0.2160031375388617,0.2788848641251214,-0.5358485053957285
Cerebellum_9_L,-0.04026412399310377,0.7207784831976779,0.5892509854122239,1.0,-0.357682906158562,0.16851529186738975,0.7444337069961778,0.5479461045754711,0.6860344170998277,0.7926181683075095,0.5688309772223422,0.7048563894735569,0.36688995376522837,0.7034997083316433,0.5215515361361194,0.6585368704211096,0.5437640350514044,0.7114369723406249,-0.1996621689314269,0.5447832450514714,0.7038850504423594,0.7988575279297512,-0.13983819672161216,0.6099145493679863,0.7340457340036272,0.8648881076582916,0.7811246944681312,0.8722745684639288,0.4914269681913485,0.9112822604227873,0.5877470213966028,0.740353475915437,0.05112508118945647,0.7217723432873887,0.5686204359078948,0.6494272123400323,0.49728359538810574,0.3802226328297855,0.7114638752777117,0.7990950317681651,0.7316064723555791,0.1556468381338465,0.6715359487965168,0.7843941526648923,0.777940399074123,0.8256377487677067,0.6080894072423361,0.5207683281489909,0.38058062917116386,0.43454174230526266,0.38958192012959536,0.24425968653896415,0.2605485680154319,0.7786543862016356,0.7115746417494611,0.4864223012382437,0.5882137175604003,0.2117564438428511,0.4725130814830986,0.8184735228840095,0.6834078343912398,-0.2545516604106344,0.7578433978902772,0.19235466508073765,0.6843296251979,0.8452806767824408,0.7033541474856781,0.31813811057945685,0.6555369451256061,-0.2109879759003418
Parietal_Sup_L,0.6404265753272635,-0.3173288691622552,-0.7196203663719944,-0.357682906158562,1.0,0.5497006165739795,-0.06032305549284985,-0.27739870280124207,0.09485920036806574,-0.23594250114510196,-0.17289602497742765,-0.12612437530078607,-0.059556676779502334,-0.11536288265815978,-0.34860152827939883,0.007280521060345261,-0.1687279390486508,-0.4417588760492772,0.5546398986677616,0.0961693937538002,0.14700480065411622,-0.3420032493139021,-0.033690532093482994,0.04440694947453275,-0.15037520849647576,-0.411573497297045,-0.37807131061176263,-0.2448973467907529,-0.38924711173565035,-0.4620852180894055,0.059026727043304424,-0.20899963336413052,-0.35134297961408395,-0.09324837888179914,-0.7361600406797353,-0.28159349247041043,-0.17944422969666193,-0.6043989520815793,-0.14872307898080442,-0.3668993179133573,-0.37096796046920694,0.11653489832113689,-0.14329120767017547,-0.18678767702072624,-0.2669246344094084,-0.3121939304661137,0.07846525000680929,-0.1804192918610257,-0.5839233608297949,0.05704101445726409,-0.11901734712269528,0.011499423108738005,0.343773150617371,-0.06300555467728337,-0.05503267054523663,-0.3073186917385984,-0.16379894977688852,0.40188066306105813,0.02681258446564088,-0.5702512510542322,-0.038332410917645596,0.7228852322065038,-0.1569004270608943,-0.14065366693899684,-0.014953168894387983,-0.3200255217753918,-0.11482462585381648,-0.21853968302542867,-0.162336580472692,0.506760584086763
Cerebellum_Crus1_R,0.7117775295479605,-0.014755499680102016,-0.5041356826173631,0.16851529186738975,0.5497006165739795,1.0,0.3247789893489552,0.2322534187559719,0.6311084769121741,0.13229279290073076,0.14873326729089362,0.3894311271035406,-0.0046442821006423265,0.19492082021542737,-0.13779100608291478,0.25198725937078353,-0.0020410945176229877,-0.2513255741955015,0.4490772485509593,0.37492398303209823,0.7293435395799006,0.004998129509407931,-0.2623779667900231,0.5060588520186456,0.19068178533821672,0.06235247916631826,-0.05553091423742937,0.14729549735121514,-0.21308367800839767,-0.022624288314939237,0.5913183098897993,0.07254238259289997,-0.543044064322934,0.2360334486685601,-0.540187334343233,-0.033447400455921615,0.2754845145397645,-0.5887517722039658,0.23743939598816083,-0.07203191249769683,-0.07977294619075827,0.22759293767231564,0.24936168389174937,0.30310223866743813,0.1047229578540569,0.08419804465627569,0.34447384413864207,-0.03343240693147737,-0.5189106224445797,0.14417389854836732,-0.08728556810832534,0.20682653672139806,0.7417377805116564,0.3229887389035117,0.2449629874975646,-0.1039900839997552,0.4298800646649623,0.792346108852051,0.28833601660538566,-0.2206706532467781,0.22186060270974525,0.6384253235143886,0.20478391391904424,-0.21969218922481595,0.526413629400003,0.08955830051848188,0.244617809629128,0.04444003467871235,0.13222320598647672,0.38340459587657477
Insula_L,0.3209816193104984,0.7193173263943796,0.29218606340477665,0.7444337069961778,-0.06032305549284985,0.3247789893489552,1.0,0.3022540101009061,0.814215595061584,0.7105241481446762,0.5016261655191923,0.444366330647451,0.41982762649736466,0.8631240289245342,0.5235478902684938,0.825577768496711,0.6160870160614458,0.6016399314681222,0.2945412842058633,0.8039569790094758,0.7161685684919661,0.8540360309837443,-0.052907225216214465,0.7849784463411444,0.8723668573747607,0.8129737184888971,0.7119251598901117,0.8495038050640005,0.30674368820690917,0.6557617876855316,0.4480274731784549,0.8725689049068304,-0.08024766357729846,0.8895003429570842,0.3099995197801275,0.6587520361923556,0.14155653131291618,0.08368847240710978,0.7385828018947367,0.8098699837323465,0.7052204368648805,0.21583073229822305,0.6801774925320893,0.7304027901975751,0.8093627208796302,0.8601472797080303,0.865184597869015,0.4710770572652433,0.13220835940292858,0.6667611838868743,0.46909839423645117,0.12899816212310372,0.3809251659602141,0.8541280809546647,0.884120394455486,0.3372390466387795,0.15998976036095264,0.26405283617833597,0.7376067702481027,0.4904105951416345,0.9000391245995532,0.17536056632494937,0.7975237390532461,0.23950034514709395,0.6144523148364144,0.890202721310455,0.8316906715591141,0.37533281544849284,0.7953590033190757,0.09498859397266901
Vermis_8,-0.009278366876700306,0.44006318351694634,0.3128180172848702,0.5479461045754711,-0.27739870280124207,0.2322534187559719,0.3022540101009061,1.0,0.3102138024268143,0.4279011201171148,0.4565320274502719,0.6391115131326921,0.13906312039272736,0.22194807678275463,0.08852923757294952,0.3475567660950633,0.18625691800477448,0.4474856822526002,-0.20328859684265532,0.3044131635285252,0.3966104979697062,0.39208391333569453,-0.05383418446182287,0.3851579077275551,0.1745925158220207,0.5684540857266244,0.4847730348011264,0.4145478334467967,0.1965818412261126,0.5407222737307793,0.574861701243819,0.2558636613903864,-0.043900218374051274,0.18348629347256726,0.29851726742325446,0.3490027851791028,0.443132667224489,0.09782131865169104,0.4619030486954222,0.4297357001008078,0.41921318957999976,0.07950866966274663,0.39019594419238773,0.3896819436613362,0.43339194086568283,0.38544439833912025,0.2547899190934087,0.0663802712011038,0.05290606346613428,0.04682605278074531,0.09626391866213832,-0.03633285345692153,0.39789039329272,0.3798287341232151,0.22003906968848297,0.0801941338365888,0.6315508071552247,0.08284047719690597,0.3263945555106562,0.5546848483942759,0.24785640353442406,-0.260756241808721,0.5408105306844159,0.11744678146178517,0.534556843249639,0.4407851403251833,0.1316464389864669,0.3250865928007829,0.21110166465796076,-0.20245430559578995
Temporal_Mid_R,0.4252670628231079,0.5180993184452203,0.17936378449723325,0.6860344170998277,0.09485920036806574,0.6311084769121741,0.814215595061584,0.3102138024268143,1.0,0.5763467855768994,0.4976403101278234,0.5234523288556361,0.26006325402243347,0.6664642273203856,0.4493192232731429,0.5890795832692084,0.5252826919741685,0.3253327670970615,0.2800599187170336,0.630149139412812,0.8628218005051124,0.6304745411097605,-0.13160412051541753,0.7458301964146714,0.7400322045504697,0.6915880958077403,0.4924810269123526,0.7131326098229459,0.3341531898536214,0.5494174718859685,0.6376990117662589,0.6124543502460069,-0.21745899868776414,0.7466247562636068,0.15681170480094744,0.5208165560191629,0.3445383273269949,0.0015547919525491193,0.6722668535561934,0.525927046331363,0.4863997798208391,0.3154306285856303,0.6003573924591887,0.7045745615288779,0.6398012678357559,0.684109876226402,0.6920558983322794,0.3942112207899754,0.10315929247662035,0.48800742197267,0.2973505003647984,0.38192946508930564,0.5410713735332897,0.7693452110714557,0.7043345206811025,0.3694143607155489,0.45732637008291577,0.6300640467492413,0.5529421431668106,0.3684463671379097,0.6979306356370413,0.30649648777346244,0.6362110381351769,0.0005550587119633792,0.7528541578265534,0.6968514105482918,0.7625725479392647,0.22835226665753514,0.6035530539409721,0.1234726235994859
Red_N_R,0.07034314062700713,0.6587517621193603,0.4258164109704577,0.7926181683075095,-0.23594250114510196,0.13229279290073076,0.7105241481446762,0.4279011201171148,0.5763467855768994,1.0,0.48714510676979594,0.553794251459194,0.6317415954004346,0.732525421384538,0.5003208838616803,0.6555850779590561,0.5274959882702747,0.6575207485516731,0.030801462455646383,0.5562085202252923,0.5650151642530096,0.7362463528627347,0.056174696473167154,0.6246366131692391,0.7464792442483312,0.7467468383095757,0.7600552427860975,0.819767207192311,0.4308636338072879,0.8075658422847372,0.5168206728834362,0.7934750642185135,0.06596922079901665,0.7206358220101529,0.4285584997034298,0.6909136984778809,0.3079180409004714,0.24394494001962055,0.6734447313143513,0.7842534535531019,0.723690147772646,-0.00021063416387818727,0.7585498269282913,0.8959376813294425,0.6673399799563136,0.7080007838468207,0.6237045089576986,0.5919884950285788,0.2974673604636639,0.523072916196396,0.5495478897846073,0.2031907490991324,0.22553714111145945,0.7452630069181639,0.7660231112623069,0.38078654438921405,0.33778032089668797,0.08001020529593514,0.4655419758484799,0.6865131609226659,0.6806417552070028,-0.11323915140108089,0.7130142564166801,0.2505531151021933,0.506540582759578,0.7745357931830206,0.671134023941362,0.3709584225875167,0.6598421993000791,-0.05459283375320358
