,Cuneus_R,Red_N_L,Heschl_L,Raphe_D,Thal_VL_L,Hippocampus_R,Putamen_R,Cuneus_L,Thal_IL_R,Pallidum_L,Temporal_Inf_R,Parietal_Sup_R,Olfactory_L,Cerebellum_9_R,Temporal_Sup_R,SN_pr_R,Parietal_Sup_L,Thal_AV_R,OFCant_R,Thal_MDm_L,Hippocampus_L,ParaHippocampal_L,Temporal_Pole_Mid_R,Frontal_Inf_Orb_2_L,Frontal_Mid_2_L,SN_pc_R,Thal_PuL_R,Insula_R,Frontal_Sup_Medial_L,Cerebellum_8_L,Thal_AV_L,Rectus_L,Frontal_Med_Orb_R,Temporal_Pole_Sup_L,Rectus_R,Occipital_Sup_L,ACC_sup_R,Thal_MDm_R,Supp_Motor_Area_R,Cerebellum_7b_L,Paracentral_Lobule_L,Vermis_3,OFCmed_L,Frontal_Inf_Orb_2_R,SN_pr_L,Cerebellum_Crus2_L,ParaHippocampal_R,Thal_LP_L,Caudate_L,OFClat_L,OFCpost_R,Pallidum_R,Lingual_R,Rolandic_Oper_L,Thal_MGN_R,Olfactory_R,LC_R,Vermis_10,N_Acc_R,Cerebellum_8_R,Fusiform_L,Thal_VA_L,Amygdala_L,Parietal_Inf_R,Cerebellum_10_L,Thal_MDl_L,Frontal_Mid_2_R,Caudate_R,Thal_PuI_L,Frontal_Inf_Tri_L,Cerebellum_6_L,Rolandic_Oper_R,Putamen_L,Cingulate_Mid_L,Vermis_8,Temporal_Pole_Mid_L,ACC_sub_R,Frontal_Inf_Oper_R,Thal_PuI_R,OFClat_R,Thal_LP_R,Cerebellum_Crus1_L,Thal_PuA_L,Temporal_Mid_L,Red_N_R,Thal_PuM_L,Thal_PuL_L,Frontal_Sup_2_L,Precentral_L,Frontal_Inf_Tri_R,Cerebellum_Crus2_R,SupraMarginal_L,Cingulate_Post_R,Frontal_Sup_2_R,Occipital_Inf_L,Cerebellum_10_R,Paracentral_Lobule_R,Temporal_Sup_L,OFCmed_R,Fusiform_R,Angular_L,Occipital_Sup_R,Temporal_Pole_Sup_R,Cingulate_Mid_R,N_Acc_L,Precentral_R,Occipital_Inf_R,Cerebellum_7b_R,VTA_R,Postcentral_R,Frontal_Inf_Oper_L,Thal_VPL_L,Cerebellum_4_5_R,Supp_Motor_Area_L,Cerebellum_9_L,SN_pc_L,Thal_PuM_R,Frontal_Sup_Medial_R,Lingual_L,ACC_pre_R,Thal_MGN_L,Frontal_Med_Orb_L,Angular_R,Precuneus_R,Insula_L,Vermis_9,Vermis_7,Occipital_Mid_R,ACC_sup_L,Thal_VL_R,Temporal_Mid_R,Amygdala_R,Vermis_4_5,Precuneus_L,Heschl_R
Cuneus_R,1.0,0.5277504569565161,0.31786516522455377,-0.15241801633315533,0.5244065751710111,0.5243989020343063,0.6644730569284005,0.6251342153184526,0.5633213952530671,0.4415559009036309,0.10451724411153611,0.23290383574259377,0.2675699056128927,0.32777017112545065,0.5747484135319938,0.3103355092884435,-0.22569992370760597,0.60811869514722,0.07405689077225684,0.5995927502026495,0.48407444767007735,0.5450030364688166,-0.013453559516591036,0.47062783678411596,0.11926474624221742,0.39606149977126065,0.624128043489861,0.6283758440858451,0.35830684764862775,0.12048549767393954,0.41858688733189287,0.3009768224016491,0.26824585783222143,0.43373542033649465,0.0038138164144094155,0.6739161544951353,0.5849723415043682,0.6717741711365296,0.5720602410082728,0.13182581417178735,0.6694599551843821,0.5890947713665043,-0.2585750379868557,0.3962533603852783,0.21995066218667,0.21149128662368163,0.558944763909374,0.02895509446403974,0.6218699242385735,0.2306333313958474,0.35626235638174936,0.4063240318995695,0.7279747555609355,0.5541689646099646,0.2620534515876512,0.23567968581903978,0.34844262362421297,0.5229927835761059,0.05192950931879492,0.3669712689841716,0.647461976108796,0.5159240808703771,0.46593850339860937,0.4302948054879396,0.2774608203649616,0.5307844148786475,0.34498513370154055,0.5259065229841702,0.4814464936916431,0.31981807842841314,0.7064727968424389,0.47654378329901714,0.5160921725166072,0.6298891748973219,0.3016033151473705,0.36976860560788166,0.5979261921566968,0.5818390805155802,0.6508249255728226,-0.18159000887644364,0.29719684195948404,0.4649788900557563,0.4559764709095805,0.6913769748673367,0.5358034856221464,0.45943947034124416,0.2496051352656335,0.2655141575202843,0.08503174514190212,0.469398497813868,0.17605289938872315,0.21265224669095295,0.525052498448229,0.474986245842699,0.61680951947106,0.07827458965456663,0.4748498228238874,0.594901051950641,0.004593829675211484,0.5283137997768266,0.5170910490286199,0.8746670400477705,0.3739391642361272,0.5689422817843861,0.39956867136927054,0.38316702941031483,0.19759127501709198,0.0937870849701034,0.27648597671161607,0.4495311221556885,0.6527293669233748,0.5265100689285248,0.5951721614545544,0.4804816561862246,0.5480308184909932,0.5143570892883713,0.6904089040592754,0.4345754085908778,0.7145320480663586,0.3527591761522704,0.4868030118248492,0.4392881310847805,0.5081758240678693,0.8584452335300817,0.4859816435483363,0.5735234889754327,0.28706314817140777,0.5762210010393233,0.5803711092992514,0.5501316760364368,0.43340273313749444,0.6769283901154433,0.5566529738279183,0.8440457329098232,0.5817595278522515
Red_N_L,0.5277504569565161,1.0,0.37870916030102253,0.1837406895386473,0.7504287078772813,0.6924963761406769,0.6821904736262276,0.3739787167706939,0.7517308903670864,0.5711935392050732,0.427978628080623,0.01683965116385694,0.15217744002633532,0.6570476278313728,0.700929914283273,0.453149218048833,-0.18678767702072624,0.7218783367620795,0.007634328972665069,0.7498972047078446,0.7013884113157784,0.8272708619645893,0.14520025409945495,0.5369813316066924,0.34487621244582456,0.8458869923710929,0.5120073083022557,0.7095755765939137,0.6017357473893094,0.484831773981166,0.4988940452930942,0.17400088952875448,0.3250195369044824,0.4630540974433923,0.009045316113764032,0.33525783102047874,0.6853459732062894,0.7487844984424002,0.5549399456008395,0.4228089514923216,0.5302160832637481,0.7112057077423107,-0.21958801545947115,0.5361484161930584,0.47288422322178403,0.44141447050456306,0.8104951683127144,0.008814622004708922,0.8159748172762251,-0.018889078519549057,0.4759220644335204,0.56780315458654,0.8109430990218041,0.6938357436798037,0.5780612617455153,0.21983356508502452,0.6332929150499743,0.5996060166101709,0.0009766898406033831,0.4916219499606398,0.7751228349071687,0.7495606249586116,0.5701854473579319,0.20810664519286057,0.5838208520067556,0.7420862999243096,0.449009079877806,0.7938378230561081,0.5820124117870168,0.574034549147914,0.7869699781535731,0.766230167333966,0.6416468344050863,0.6539783630208399,0.3896819436613362,0.3629863528581779,0.7730911665897058,0.7243782489687576,0.7525505285704341,-0.04864354483208036,0.287472425117084,0.5701545080975897,0.6239941412412088,0.6153019459106983,0.8959376813294425,0.4857294871971428,0.01728478909331673,0.5056186911932162,0.21850766031447982,0.679645767451813,0.3967762850683487,0.15111508123959508,0.7588769653587768,0.6190301692755849,0.4455289167551936,0.49042379310045003,0.1976011666094212,0.6642179954748906,0.07477254436955227,0.7659853783128743,0.264389994963997,0.43874900694367125,0.5821625175278107,0.72282689769546,0.18881024810682923,0.3457528386354571,0.35107869747118964,0.34291335749328145,0.31783786385371826,0.3514494049276899,0.788464174546194,0.7206428985203704,0.6895614721300679,0.589475562442199,0.7843941526648923,0.7272698748942075,0.474109178254941,0.6687048080448127,0.7633634197591956,0.6223501518742096,0.7070287557442502,0.44708946089673696,0.2551880227109435,0.6222171640559174,0.7304027901975751,0.653480703904357,0.3907742261337027,0.34401163062448414,0.673828277206336,0.7760505340090343,0.7045745615288779,0.7303554310708696,0.7062442125884763,0.5295341874242679,0.4972296441168737
Heschl_L,0.31786516522455377,0.37870916030102253,1.0,0.3794717896510817,0.547168778331959,0.6125880291435891,0.6059144883063667,0.521618706871167,0.578784227753249,0.5714509360440408,0.47230386305995364,-0.12968899931879244,0.5323314219005334,0.5668779272445935,0.6699488535751305,0.23995653579776496,0.02681258446564088,0.37533272151459296,0.0696501758491731,0.44758963401121693,0.5580192366583058,0.5288315070824398,0.4463552347800902,0.45713613407293674,0.6921809868065016,0.38728690313790903,0.21183205474342814,0.5667314770073212,0.7391729068713241,0.45396346744845406,0.43201284527157735,0.25575064426290023,0.36634615235321916,0.5382001316449839,0.2678358819000541,0.057567256484838986,0.6723661094940687,0.41608881413259063,0.7018656115204372,0.39594031267460017,0.4385005209483235,0.6468684715873463,0.0902742383295096,0.7071480193755719,0.3301462806025905,0.01711217749658073,0.6221367341347294,-0.1396374373337068,0.5178150760069562,0.06428198238470546,0.6470536910339854,0.7052013550699082,0.5942939662206974,0.6673731470572418,0.5975845305536345,0.5119008491372979,0.6762355779264673,0.666855315548481,0.36153350248632093,0.4626010812436246,0.3594515192644758,0.6327167080232711,0.6213835095293109,-0.14712338244492854,0.4969824051096557,0.4156405860951461,0.6267280126677057,0.5176458534917606,0.4874407623906462,0.7416580012041176,0.5763791028544104,0.7277408470395502,0.6281404219886447,0.7448710962271937,0.3263945555106562,0.5570904832356606,0.6032188363033654,0.5206236164100714,0.4427646887386458,0.06237336540782471,0.4469381344932964,0.17699652907141133,0.41580878330930743,0.3599480466243448,0.4655419758484799,0.032140898197817395,-0.14340945202670752,0.7863427980229268,0.4833182497384134,0.6957663719196636,0.35985664428805814,0.3438276470342265,0.698913540743199,0.6957379533059875,-0.048902018453425414,0.3456145534673088,0.027055990041560386,0.7089874312953437,0.4265925672271367,0.6278762153605655,0.0071504063179046486,0.084005108909422,0.8232359324297034,0.7406092670899779,0.4660396234089441,0.22924955167167868,0.034226099859508335,0.3418031168068095,0.3789490540519511,0.1867160646546274,0.6213643777975744,0.47154241746914494,0.7026213234565759,0.7350381593281838,0.4725130814830986,0.28742721602310484,-0.06275215917943801,0.7101170107054389,0.43740776205928855,0.6931080533925469,0.47946990737462086,0.3060759964665344,-0.08087926537252516,0.5473698635702029,0.7376067702481027,0.3824823026248807,-0.019394318148345767,-0.0749769084858126,0.6680947126739476,0.5549356431431463,0.5529421431668106,0.5327461941555848,0.7053549711737147,0.39086077736871994,0.4939268060510724
Raphe_D,-0.15241801633315533,0.1837406895386473,0.3794717896510817,1.0,0.031169393535898773,0.04689877660238204,0.03682809468495831,0.22562281237308085,0.06457152058380915,0.26012962753734076,0.42726651224612594,-0.2650801447246018,-0.05161432568599888,0.35250871813062373,0.15741891077860962,0.17618970027983977,0.29489625436117134,-0.09051959701506812,0.015799678487176352,-0.027730792072909304,0.04952605779444778,0.05844066265405373,0.39412576847634667,-0.047175956844586024,0.3645391776314957,0.14026244778922,-0.22611848920049396,-0.09203717204791897,0.28443303843512774,0.5059343916443216,0.01609207950113736,-0.14399409298534438,0.10138675209377256,0.058629804769451815,0.060569625575073054,-0.06620675728267174,0.013189937631914412,-0.10326137478615445,0.18877253234059738,0.3521634985914435,0.05613725893190676,0.14075903360016467,-0.0930257614807439,0.13927900554438863,0.43209207271933797,0.19210852505720902,0.13958857008234316,-0.10469701265455043,-0.037196098579669226,0.00034332914945852744,0.09456273804528394,0.22302392406296598,0.1768109402510025,0.09404482022396518,0.10708777280146083,0.018472636906834754,0.2819695028394295,0.04605097952194148,0.23847303082298632,0.47316161371938525,-0.031903982220954516,0.10865323978075717,0.08157766707741539,-0.37057239587411206,0.14146633657409913,-0.051059326576405537,0.11265602034056908,0.001388025794733382,0.027153296603296663,0.26454978295489046,0.08970106023364507,0.2126354623643263,0.13431573538212532,0.09932091219352746,0.17304366210844976,0.26412459584788733,0.09799853581857677,-0.017638662437276742,-0.11251173548885071,0.22700595935641318,0.1571829131407557,0.0716215836213689,0.036283927800960035,-0.08602771569821424,0.3040697256034701,-0.14697722989482964,-0.060651284255244735,0.3755969396170701,0.26501806609282114,0.11370054523299218,0.48121227662529814,0.2416165581797447,0.1887082424118129,0.12515382134926234,-0.12907870960104864,0.1881214696638483,-0.4685262713806471,0.1854964538590454,0.3331629381644158,0.3009077708486073,-0.1799312431397918,-0.25616253744636663,0.2754213630438331,0.15882966494303355,0.16772426014564593,-0.16051539822376895,0.12149589546288068,0.3342078014983687,0.10930102043237337,-0.1681567737973107,0.128027400098328,0.011166615508139273,0.1946001472670696,0.22506565632458123,0.08874761116283708,-0.033830852723662166,-0.4369499559714509,0.16004609322076,0.08494901788248337,0.15218579470564472,-0.06242675633031016,0.0570988000615415,-0.295612421786498,0.06269291059102165,0.1617723573543068,0.037387219441694874,-0.1114003607290519,-0.24837087449467496,0.11518240718021797,0.023214982137452832,0.26804249925735124,0.030858361698248057,0.1907523095296233,0.012376368273083322,-0.11307890840032422
Thal_VL_L,0.5244065751710111,0.7504287078772813,0.547168778331959,0.031169393535898773,1.0,0.9011702492000739,0.6268109761455773,0.3488120046709187,0.9690289200022507,0.4941667902837872,0.44201511068358895,0.003796581972381927,0.45637625458576364,0.6214068669993018,0.695887435842812,0.34985388945271245,-0.09324837888179914,0.9403002578941612,0.12003157913334732,0.9552362078188797,0.9648270204695417,0.941909559309595,0.269574919996268,0.48751408042184863,0.4945935610843107,0.605876066715418,0.7181007783018906,0.792904588483505,0.7809387684307214,0.3068728963816448,0.7826096616586926,0.1925634423367006,0.41977727825384964,0.5099208237128882,0.05317416632021972,0.29063644383725484,0.8300913959035452,0.9176108361619888,0.5650576862831764,0.2943864762152329,0.5958173430506098,0.8692479288752811,-0.049267741360566546,0.6106387491930059,0.36579550333118616,0.17516313127530617,0.8802377611305477,0.0386615429742902,0.9394651159153848,-0.00511048163955519,0.566514973444974,0.5720607676086458,0.8096224604433876,0.7472598829779811,0.7459331291320788,0.3002526145861838,0.7815238943433314,0.7556112376081544,0.02159174208390287,0.3025454609351926,0.727620575144241,0.914663962408282,0.6874195907767396,0.19661480070362639,0.4726916249835672,0.9646401694449792,0.5143958055788608,0.9725589105568608,0.9058894750544912,0.7021998583450006,0.8411628439048945,0.8616360853786244,0.5642463183304319,0.8579223654086443,0.18348629347256726,0.4347481816543681,0.9336241139538165,0.8090389453582755,0.9490300517438426,0.044971146925230694,0.19226598077572765,0.33303732920537754,0.892261817542798,0.6112603467396552,0.7206358220101529,0.555632016772155,0.18038405117845094,0.6522679378590751,0.39886983484001104,0.7784245209585626,0.17316519607154257,0.22252241783642082,0.8077643288467576,0.7365104071924199,0.3154409569121752,0.4023602832097909,0.1767017306553602,0.638365975582222,0.2422472991020439,0.8143578438298312,0.3774020044640055,0.41319681454351886,0.7314894359335903,0.7928830767852564,0.15544104020658334,0.3474163795309785,0.2687754667462381,0.21163113993299792,0.5264744128873052,0.304869416005984,0.8163063415125794,0.9854441327766529,0.8015989391848398,0.636927643785199,0.7217723432873887,0.5059658071186641,0.5635923470019774,0.8239059667930252,0.8073848293636049,0.839702904232715,0.9080370576145138,0.49831820774635777,0.2824658124989245,0.6061511568237998,0.8895003429570842,0.6131417220752017,0.2730988642560887,0.3039505470852616,0.7014673633299323,0.9908295487638223,0.7466247562636068,0.7553867334173593,0.8615717406325132,0.47087437997434944,0.46018552388009754
Hippocampus_R,0.5243989020343063,0.6924963761406769,0.6125880291435891,0.04689877660238204,0.9011702492000739,1.0,0.7858012314242987,0.46735259277379243,0.9185144271842158,0.7080793116538051,0.25638837825799254,0.10422396493639872,0.5284386636755976,0.5145906060357425,0.7962035489513332,0.46964884126151946,-0.2578790880655504,0.8469751653147752,-0.044183439927021693,0.8135387592935284,0.902497572866004,0.9255693633102431,0.18029684167377322,0.7015272205135397,0.5119476083826443,0.618884980130908,0.6280148495195933,0.8809239362691729,0.7898167699585726,0.3794859713554808,0.7004718533335745,0.3613030757904957,0.5077924285822614,0.7640395610660337,0.20370945432788684,0.26236691988950955,0.8750008466399016,0.7920444141948043,0.736054181080176,0.2178183866661818,0.622650049205039,0.8138260172708686,0.03105590906628764,0.7281965453483981,0.4804653486662553,0.06833589607806782,0.8635950311980195,-0.00982420729414229,0.897360968401416,0.0851567054627248,0.7116748881934223,0.7369102333128067,0.7903988705116246,0.8825807515875532,0.6637062519379096,0.4873621466556573,0.6882203286687815,0.8889308508632322,0.10692006771342291,0.2765253682981125,0.7766177565401202,0.932392090038933,0.6308134775044417,0.3117177256385476,0.6361691880257005,0.8228518596959087,0.7084543985715277,0.8898945516128769,0.7671993573800504,0.7625373758834062,0.862438470299069,0.9005809118980931,0.7622171004873722,0.8795556351894317,0.23448438477304562,0.5843081579278544,0.9109470846353775,0.8597518908689469,0.8681809634397225,-0.1742128256885014,0.35440553382147455,0.34984596645161464,0.7319314929081244,0.6853758286186584,0.7642379049318445,0.35263410382947546,-0.06877495584814167,0.70430640361888,0.24513692199401146,0.8635389489253719,0.06454565292626371,0.08041855301643051,0.8946946861566457,0.873137922471787,0.16277962824230038,0.5363974695809898,0.2880492134636851,0.737366502530406,0.2573615976831118,0.739909313301779,0.1547727310456681,0.4138598800139343,0.8111170447663474,0.8950519569697784,0.3332656926615157,0.531949623431397,-0.013138057100339762,0.14698395413606238,0.6352725702348814,0.48129137935774,0.7947677793295144,0.8664510147432253,0.8553026414327676,0.7440180973108855,0.7474610457662182,0.565045380160269,0.44995427349236755,0.8575185802601183,0.7126521945199626,0.9218706779383687,0.8407313760452352,0.6039122710239287,0.3629581623097715,0.7213220851938191,0.8787715377374035,0.45048078696053295,0.161885725279706,0.3073488237875648,0.8247117216694982,0.9299082377193751,0.6243299502258145,0.729411005887472,0.9057419248902331,0.5708200181095824,0.5804605098344148
Putamen_R,0.6644730569284005,0.6821904736262276,0.6059144883063667,0.03682809468495831,0.6268109761455773,0.7858012314242987,1.0,0.645499981404877,0.6975456067430948,0.8154162668822974,0.13176864225756707,0.18282603968097091,0.44884291205921883,0.4635768141130423,0.834800434207943,0.4791258637854201,-0.37807131061176263,0.6151416422786917,-0.13778563997387736,0.5593310013518958,0.6029901838365033,0.7506639883215013,0.0507335798191717,0.8172438291081137,0.4394853676267721,0.6455923853457216,0.4433842660742575,0.8673858997777802,0.6482773913889018,0.4745829892701936,0.4457721473813035,0.49719240733857634,0.4643262115359708,0.8057293841947015,0.23830836842658992,0.34453552766851286,0.812891771252228,0.6066871383274194,0.8240096732721726,0.2927087147301014,0.5962438247610268,0.6656577256015863,-0.14773025840954732,0.7145081418873943,0.4301430460696526,0.2151702103896488,0.7397112545781331,-0.156601121332972,0.7577563385510795,0.12508599527839953,0.6895236749466173,0.8122742204306144,0.7767758782566291,0.8852832950042206,0.5106323393494628,0.5721823436503114,0.5484559708047493,0.8221408979633829,0.23111013321253462,0.42814366092532213,0.8112190224032009,0.7578871157092701,0.541303811589141,0.35759089131958394,0.6931343444259878,0.530551244046545,0.7366615826487553,0.6540113460706238,0.472693427074487,0.7021303174974711,0.8501724521774925,0.7951156448877533,0.9172111255972327,0.7901872359074753,0.4847730348011264,0.6202887587739525,0.7668240321415339,0.7915826676977971,0.6629163974291945,-0.3620706903057599,0.4488667684475652,0.5669042353679324,0.4009038303731723,0.8013943049479634,0.7600552427860975,0.1782120002328893,-0.25039883577458255,0.6194697023858198,0.09923320103428544,0.7949477418929846,0.19431811134080249,0.05436446906244705,0.8203907090813408,0.8190370774212555,0.2909397834017105,0.47842860086128963,0.4423940077066255,0.8561957476582044,0.07499032968813707,0.6311741679822487,0.07158070589587007,0.5071276048225651,0.7156012214554865,0.8698057089685344,0.6152309193798444,0.5828393270735213,-0.09387818674317508,0.2252678198594121,0.4688518071128611,0.5610798903871961,0.791347179924758,0.563809687885837,0.7909076675716612,0.7637513135349593,0.7811246944681312,0.6889988189968121,0.39113714617597983,0.7366880075448672,0.6449139236367778,0.7086172086169913,0.6218565264928408,0.5901052221726417,0.344241661532727,0.847904483789047,0.7119251598901117,0.47613699596495035,0.24239965396115118,0.3472699423540164,0.8528029958831482,0.687331294537615,0.4924810269123526,0.7360680886735662,0.7834255588156969,0.7085449531553917,0.7374502532153431
Cuneus_L,0.6251342153184526,0.3739787167706939,0.521618706871167,0.22562281237308085,0.3488120046709187,0.46735259277379243,0.645499981404877,1.0,0.4229799792349249,0.6384406164376688,0.25594841918186995,0.015828256209808596,0.346840749076872,0.4735023476799659,0.672546631261834,0.4502775398623479,-0.17289602497742765,0.3614907563832619,-0.05320776384380829,0.33748050084616743,0.33292799310012405,0.42938148469731213,0.13962539796167173,0.5739514479279612,0.4075463273796518,0.3266694680732024,0.24357798367516093,0.5601266497534324,0.5127074719837982,0.5066723570353472,0.2610590623378816,0.24847494949847412,0.3049474860344008,0.5204695202021997,0.03504971491139708,0.49592218575782193,0.6240994771037672,0.37023823979552356,0.694496744821575,0.31271294598533,0.4435046907971807,0.5769622880316367,-0.19030365666196822,0.5349112506649573,0.22685202547562924,0.3574267428173965,0.5321797241261006,-0.15558327081266224,0.41499966028403146,0.07148521210116648,0.4382394955301688,0.563579615456883,0.6327107896579287,0.5805733577323947,0.3097612815413587,0.6155831624976766,0.3441478792100763,0.6146795070355839,0.36789344940684265,0.6569083216463074,0.5258682445353989,0.4351909077324522,0.5523275859541283,0.21631591775304446,0.4607616954946264,0.24944124622845648,0.5154974401406142,0.32086786957244606,0.27397539430692586,0.5044103286519035,0.6142788964540409,0.5637001275391831,0.5791243788485804,0.5686117464802415,0.4565320274502719,0.5024792288573662,0.5107506570536426,0.5069385607922651,0.40797903805305663,-0.2140685698787022,0.40795895153000483,0.5323897883894833,0.2256238657661243,0.650155591353369,0.48714510676979594,0.1554031797060881,-0.11664637870346105,0.5343413167604147,0.1692424465004168,0.49433177817472906,0.45936300387934853,0.24847272855488062,0.6295115890982662,0.5616647759346574,0.3638383589596881,0.21992914576206143,0.3073478336564417,0.7246439669868646,0.08788327238650843,0.47797693084755477,0.13847938315179217,0.48381521563680463,0.5862767507170564,0.6258844463759229,0.6359757674209162,0.3785099218363393,0.11106950084966942,0.32939740238197995,0.4942970591874665,0.39029317991242857,0.5878509928935459,0.3380782723172514,0.5669588598143066,0.664366078939811,0.5688309772223422,0.5221354692842212,0.22169634906035598,0.5003176016903139,0.5440655150134794,0.37080348700663357,0.3220770029514842,0.43782479450493933,0.22010661018809036,0.7351096536038223,0.5016261655191923,0.4404804154890993,0.2015315411443376,0.3154743362558156,0.659449873117491,0.37740572093397656,0.4976403101278234,0.6242210597030114,0.5686084610606065,0.7236748678084892,0.4590644516434513
Thal_IL_R,0.5633213952530671,0.7517308903670864,0.578784227753249,0.06457152058380915,0.9690289200022507,0.9185144271842158,0.6975456067430948,0.4229799792349249,1.0,0.616022219689847,0.39400658547029893,0.05828058864765481,0.5249167588412974,0.5859151319921246,0.7148530676194336,0.38242364063817647,-0.11938242228616297,0.8986739518664223,0.1123820349869613,0.9228329455498865,0.9423564885020733,0.9472309316984138,0.28668165597436046,0.5769115532160625,0.5101564838204212,0.6236737810910064,0.6768615301668208,0.81808449733245,0.8063890840188183,0.3091490243527232,0.8034682612378089,0.29043589979627227,0.5108651095985107,0.6173902918947858,0.12569395239792736,0.27841975494874377,0.8615183068398312,0.8931069003374065,0.6208464895905261,0.25278252252152245,0.5932821691249213,0.861364527187297,-0.0591041324952983,0.6683287618695153,0.4123194537824071,0.13963397654368215,0.8973054666289725,-0.015584200677707624,0.9624488223956732,0.09708440480149419,0.6329961145717449,0.6275187521549676,0.8322654388162716,0.8191470313052371,0.7473491115777049,0.3920510396064223,0.7520890792528953,0.7926657297861907,0.07477864320174937,0.2953773203639173,0.754370605759764,0.9623768031096008,0.6876833039940241,0.19153771622613494,0.5216144939733394,0.9164168734515226,0.5594802315960326,0.9494486319847101,0.8524838262248706,0.7405660419619838,0.8665068460054046,0.8736734710799036,0.6425663439708443,0.8786080310291259,0.17571689794367717,0.5428477232431319,0.9576127968144308,0.8057389554310699,0.9275350966046529,-0.004689858795095256,0.2681750172868271,0.3442782608283717,0.8277475123135288,0.6492807919459332,0.7531884386725184,0.44946693421643247,0.08759166706053731,0.6776362799291682,0.3617892805010575,0.8068540918425461,0.14746761785809429,0.20623448453691465,0.8394325882765574,0.7751939062256966,0.29348839516871134,0.42654210909574036,0.18134508494303503,0.6930197404879975,0.25709903622475494,0.8029405065735148,0.3233114297715815,0.42680580687836694,0.7528067841876874,0.8283841462837735,0.24543508368580358,0.3690953733286323,0.18511044510574423,0.20245964162326385,0.6024304915488097,0.3292606995382686,0.8399930578734772,0.9508642236913228,0.8446464321818086,0.6575002735646122,0.7287122416472017,0.5449900272324092,0.5206360774949522,0.8258209841929192,0.783353935316698,0.8716972469138776,0.9154207394476245,0.5901823959052992,0.27499475116023925,0.6743289296179229,0.8866865047354157,0.5696807768978187,0.23914262668708333,0.27877149329441786,0.7959558295447546,0.9780738274980012,0.696312722931848,0.7856317455956543,0.9057869992959721,0.5085102060882991,0.4936057193722542
Pallidum_L,0.4415559009036309,0.5711935392050732,0.5714509360440408,0.26012962753734076,0.4941667902837872,0.7080793116538051,0.8154162668822974,0.6384406164376688,0.616022219689847,1.0,0.08250470807378898,0.1563772802609528,0.3932557959716817,0.4300924468623142,0.7651109783920493,0.5051352141301316,-0.3090932185336839,0.43635470650157293,-0.1636072378784594,0.4026796317399558,0.4908134175638923,0.6486980972217762,0.08446849526099469,0.8402693973546023,0.45490967067877514,0.5865239822043609,0.2613134804629612,0.7310117464169545,0.6235656285508867,0.5555213804360745,0.3836572444646724,0.4070969028991317,0.5049903359781643,0.8429741839508976,0.24542465272026415,0.1427106035784032,0.6991928020272433,0.4151896838599166,0.7933767802685551,0.22016036170230918,0.3877777918554803,0.5350572407226821,-0.060720862429237105,0.734856245148932,0.5889778696528695,0.1801165818433406,0.6361157306066368,-0.2580284048308906,0.6290918234736139,0.20315033641630706,0.6885473325196619,0.7919583148126617,0.6629323010895223,0.8592989714185348,0.41110912620563245,0.5858415568884039,0.4353339431723038,0.756778578746778,0.26779228904050545,0.42935185693192046,0.7124965734417773,0.7386958106527322,0.44837231997952176,0.22412950714883637,0.7297026998066101,0.3908507969664939,0.7496905008360413,0.5080146769821726,0.2643593134657372,0.727753209456086,0.7405262234814538,0.7163119321931738,0.8453640852951376,0.6453445345718783,0.3939081289467251,0.7028280502437967,0.6643393371393859,0.6607995512616831,0.4917464521080955,-0.3360469102658752,0.5311904503346527,0.49758421623647886,0.31183611173651865,0.6657985691659,0.7417869892294056,-0.08825234573785518,-0.3542630655564017,0.6241259670281707,0.011164242955217637,0.7461960231782425,0.182268879517948,-0.017589015786287694,0.7659292374002163,0.7811919547815996,0.1103945739752079,0.49579845450122856,0.2117587395369568,0.7839524185344723,0.19261516097368542,0.5327194094451311,-0.2002304569927203,0.2960773391981582,0.6821707454988067,0.7940496764627554,0.5575436044994588,0.5309240340751137,-0.19831649767504414,0.18798448209809257,0.5232873523159057,0.5039550450122495,0.6284110677173349,0.43355598934195927,0.7207466789795339,0.7272804082697575,0.6997587478714479,0.6043078686838257,0.10714498196842481,0.6343214713517195,0.47875121041849916,0.7159724688038455,0.5219753018853099,0.5951682296047169,0.2194110217918211,0.6979118049006446,0.6219719668043873,0.3212503963332988,0.07564418133982811,0.1636933648836452,0.8681958917846956,0.5690591232744158,0.3694512914418186,0.5734525015234441,0.711141403832126,0.5504412880457409,0.5593816142754576
