,Thal_MDm_R,Thal_MGN_L,Hippocampus_R,Putamen_R,OFCmed_R,Thal_VL_L,Olfactory_R,Paracentral_Lobule_L,Cerebellum_7b_R,Frontal_Inf_Tri_L,Caudate_L,ACC_pre_L,SupraMarginal_L,Pallidum_R,Red_N_R,LC_L,OFCant_R,Caudate_R,Temporal_Sup_R,Frontal_Mid_2_R,Cerebellum_6_R,Cerebellum_3_L,SN_pr_L,Lingual_R,Occipital_Mid_R,Rolandic_Oper_R,Frontal_Inf_Tri_R,Temporal_Mid_L,Temporal_Mid_R,Thal_PuI_R,ACC_sup_R,Frontal_Mid_2_L,Parietal_Inf_L,Thal_AV_L,Amygdala_L,Thal_VL_R,OFCmed_L,OFCant_L,Cerebellum_8_R,Thal_MDm_L,Thal_LP_L,Thal_MDl_R,Frontal_Inf_Oper_R,Calcarine_L,Cerebellum_3_R,Cerebellum_10_R,Occipital_Sup_L,VTA_R,Frontal_Med_Orb_L,Frontal_Inf_Orb_2_R,Cerebellum_4_5_R,SN_pc_L,Vermis_9,Cerebellum_9_L,Vermis_7,Cerebellum_Crus2_R,Angular_L,Temporal_Pole_Mid_L,Fusiform_L,ParaHippocampal_R,Cerebellum_10_L,Cingulate_Mid_L,Thal_LGN_L,Frontal_Inf_Orb_2_L,Calcarine_R,OFCpost_R,Postcentral_L,Fusiform_R,Thal_IL_L,Rectus_L,Cerebellum_Crus2_L,Thal_LGN_R,Vermis_10,Cingulate_Mid_R,Thal_PuA_R,Parietal_Sup_L,Lingual_L,Occipital_Sup_R,Temporal_Pole_Sup_R,ACC_sup_L,Frontal_Sup_2_R,Occipital_Inf_L,Thal_VA_L,Rolandic_Oper_L,ACC_sub_R,Cerebellum_7b_L,SN_pc_R,Cingulate_Post_L,Supp_Motor_Area_L,Thal_VPL_L,SupraMarginal_R,OFClat_L,Insula_L,OFCpost_L,Cerebellum_6_L,Hippocampus_L,Thal_IL_R,Vermis_6,Thal_PuA_L,Cerebellum_Crus1_L,Thal_PuL_R,Thal_PuM_R,ACC_pre_R,Occipital_Mid_L,Thal_AV_R
Thal_MDm_R,1.0,0.8303494342031497,0.7920444141948043,0.6066871383274194,0.09676646831153513,0.9176108361619888,0.226530239538584,0.6314996801765681,0.13908146646455452,0.5114007821420676,0.9013524597529989,0.8148000692204566,0.17784406913514686,0.446185515221717,0.6807353948251882,0.7128726246711168,0.10834843470328981,0.9025894281246122,0.6628028981441119,0.3858567329263642,0.5876148167869258,0.8524448446906758,0.2826934176588244,0.813093353327091,0.5224128002584099,0.7362586997583946,0.6558858674369494,0.6639652644586359,0.7017001773614432,0.9650797907695625,0.7869326147816903,0.2819229935027574,0.12965142481646588,0.7134623637430582,0.6975082063411631,0.9163998037828163,-0.20242694985925844,0.19983393985379297,0.3474984913429612,0.9707199535334837,0.08079801243377373,0.9318979584845788,0.7732953658391798,0.7169294946263525,0.62713979391465,0.21020700134880263,0.4751700703296942,0.3702799489793813,0.39850279298595237,0.44030823868241903,0.6896328030463488,0.5057857054272762,0.7112366479848006,0.715136613204698,0.3980698354924176,0.18521740521986102,0.5213546864432089,0.36425500216608603,0.7499989789372409,0.8185274344408527,0.3949933604280848,0.7655004718398852,0.8481544341396778,0.4194631018660415,0.7061766125926683,0.41980539605982664,0.18933995365561282,0.7334504777542611,0.8711359628021854,0.1169753377156059,0.29449171890637965,0.85030155691564,0.6343555365651369,0.7103427839875979,0.9031249049790387,-0.18752613525713627,0.8502309580623255,0.6259416933951035,0.5798363250526936,0.6268067595129189,0.6132997369941994,0.558803212034661,0.8133633821456295,0.6764975574355662,0.8696351696645658,0.22011835171907404,0.533100434299127,0.7990445933029241,0.5545636089887507,0.91357603753064,0.38412736891819793,0.06285930284122006,0.7747278130445854,0.08484964262053314,0.803615090721913,0.8511708736997727,0.8931069003374065,0.6047914604537927,0.8939311045879487,0.43884504651657963,0.8614506161487042,0.778231267087533,0.6505370788318756,0.5399639834020418,0.915253037331433
Thal_MGN_L,0.8303494342031497,1.0,0.8407313760452352,0.6218565264928408,0.2383820256212542,0.9080370576145138,0.39598586594268426,0.48643755739259575,0.17143702330655625,0.6318835935678747,0.8959515407253963,0.872029797144163,0.1317581330849784,0.558555364384566,0.6598421993000791,0.6049303606659411,0.08080066736343938,0.8962044339249664,0.6409757402165334,0.5042684820811348,0.5938573076751852,0.7615845709601873,0.26888098782502684,0.7413538962036635,0.2528340412819796,0.7999803675442154,0.7308378342159447,0.5795301241246839,0.6035530539409721,0.8447237034368121,0.7917639409063959,0.4225305145687817,0.0625919706301699,0.8469259870561875,0.5879158700384058,0.9234991447125654,0.06330178565591507,0.1577197965192134,0.18221600737490892,0.8384661855302055,-0.02059956786411597,0.91291544010323,0.7364098240661623,0.6227330797755951,0.6698182113697302,0.40423094843233714,0.1956619587235365,0.4892727869527584,0.5261551723585286,0.6176110358831696,0.749706590801674,0.48805859023955994,0.5389781743011779,0.6555369451256061,0.24380955959116715,0.0883448414915947,0.27435578057952664,0.47901094054712456,0.7175979132029185,0.8214448871096156,0.4881568977200529,0.7855261335881161,0.9583432611738116,0.5255371662979055,0.6352089571720297,0.590374992929756,0.18165738415293328,0.7225758417841388,0.8820188199353909,0.2920016787764281,0.1204086164197891,0.9597364771550236,0.7358127744677443,0.7453542928367344,0.6062780004623197,-0.162336580472692,0.7058385916227293,0.37265956425369173,0.6876815698131394,0.7132621499318678,0.7002232827588312,0.22883846179921566,0.9025324649901797,0.7366470130120872,0.8828320732010487,0.25069353801102356,0.5532605476599418,0.8072398377221963,0.5419573911056271,0.8896337881991905,0.2788848641251214,0.06192399902855802,0.7953590033190757,0.1534351131702647,0.7864423935488656,0.8595184771245588,0.9154207394476245,0.5337724279914192,0.8119970932177747,0.31752556973042967,0.6114834800816938,0.49277263585573267,0.8066626743356919,0.18071438717111293,0.84093722965961
Hippocampus_R,0.7920444141948043,0.8407313760452352,1.0,0.7858012314242987,0.2573615976831118,0.9011702492000739,0.4873621466556573,0.622650049205039,0.14698395413606238,0.7625373758834062,0.897360968401416,0.9492269665490382,0.08041855301643051,0.7369102333128067,0.7642379049318445,0.6182193144807646,-0.044183439927021693,0.8898945516128769,0.7962035489513332,0.7084543985715277,0.676248361195146,0.7929451639136466,0.4804653486662553,0.7903988705116246,0.3073488237875648,0.9005809118980931,0.8635389489253719,0.6853758286186584,0.6243299502258145,0.8681809634397225,0.8750008466399016,0.5119476083826443,-0.03286647180864174,0.7004718533335745,0.6308134775044417,0.9299082377193751,0.03105590906628764,0.06173911733925686,0.2765253682981125,0.8135387592935284,-0.00982420729414229,0.8991807501713448,0.8597518908689469,0.7086544097945132,0.8272802813257369,0.5363974695809898,0.26236691988950955,0.6352725702348814,0.6039122710239287,0.7281965453483981,0.8553026414327676,0.565045380160269,0.45048078696053295,0.7474610457662182,0.161885725279706,0.06454565292626371,0.1547727310456681,0.5843081579278544,0.7766177565401202,0.8635950311980195,0.6361691880257005,0.8795556351894317,0.8521847018163298,0.7015272205135397,0.702639129546669,0.7116748881934223,0.10883631026535177,0.739909313301779,0.9219881910692119,0.3613030757904957,0.06833589607806782,0.8970194986294665,0.8889308508632322,0.8950519569697784,0.630720445202465,-0.2578790880655504,0.7126521945199626,0.4138598800139343,0.8111170447663474,0.8247117216694982,0.873137922471787,0.16277962824230038,0.932392090038933,0.8825807515875532,0.9109470846353775,0.2178183866661818,0.618884980130908,0.8682332182961048,0.7440180973108855,0.8664510147432253,0.4580620526486256,0.0851567054627248,0.8787715377374035,0.118516388784275,0.862438470299069,0.902497572866004,0.9185144271842158,0.6018511464113558,0.7319314929081244,0.34984596645161464,0.6280148495195933,0.44995427349236755,0.9218706779383687,0.11401582986754662,0.8469751653147752
Putamen_R,0.6066871383274194,0.6218565264928408,0.7858012314242987,1.0,0.07499032968813707,0.6268109761455773,0.5721823436503114,0.5962438247610268,0.2252678198594121,0.7021303174974711,0.7577563385510795,0.7949174015034758,0.05436446906244705,0.8122742204306144,0.7600552427860975,0.6675694703001893,-0.13778563997387736,0.6540113460706238,0.834800434207943,0.7366615826487553,0.7510709976456273,0.7393818610308809,0.4301430460696526,0.7767758782566291,0.3472699423540164,0.7951156448877533,0.7949477418929846,0.8013943049479634,0.4924810269123526,0.6629163974291945,0.812891771252228,0.4394853676267721,-0.16877646951170933,0.4457721473813035,0.541303811589141,0.687331294537615,-0.14773025840954732,0.12810218790430797,0.42814366092532213,0.5593310013518958,-0.156601121332972,0.6795899512281033,0.7915826676977971,0.7517562595814903,0.8040375779472065,0.47842860086128963,0.34453552766851286,0.4688518071128611,0.5901052221726417,0.7145081418873943,0.7909076675716612,0.6889988189968121,0.47613699596495035,0.7811246944681312,0.24239965396115118,0.19431811134080249,0.07158070589587007,0.6202887587739525,0.8112190224032009,0.7397112545781331,0.6931343444259878,0.7901872359074753,0.6491999243182534,0.8172438291081137,0.8024042330598941,0.6895236749466173,-0.054416665285941745,0.6311741679822487,0.6733367239101334,0.49719240733857634,0.2151702103896488,0.6738176301906397,0.8221408979633829,0.8698057089685344,0.5332891628829506,-0.37807131061176263,0.6449139236367778,0.5071276048225651,0.7156012214554865,0.8528029958831482,0.8190370774212555,0.2909397834017105,0.7578871157092701,0.8852832950042206,0.7668240321415339,0.2927087147301014,0.6455923853457216,0.7839243083447699,0.7637513135349593,0.563809687885837,0.5748610686132447,0.12508599527839953,0.7119251598901117,-0.05708358942092803,0.8501724521774925,0.6029901838365033,0.6975456067430948,0.5593373973145367,0.4009038303731723,0.5669042353679324,0.4433842660742575,0.39113714617597983,0.7086172086169913,0.14014910245747755,0.6151416422786917
OFCmed_R,0.09676646831153513,0.2383820256212542,0.2573615976831118,0.07499032968813707,1.0,0.2422472991020439,0.08094754048650066,0.007492803805418412,0.19560796748227316,0.30306242217662466,0.15698644411812915,0.27862101770036435,0.3705333054819302,0.3209488368542655,0.17062513480103847,-0.10224268460827228,0.19220522688168207,0.20466225315297962,0.08018994548587584,0.07139154377786698,0.32613348653226965,0.09975213360664507,0.26440213704110116,0.16204018814108523,-0.38758119619346393,0.23547566389716387,0.17360906445921798,-0.19308750490060472,0.1744921023780052,0.10544382763644396,0.15764058311432058,0.4079391860629503,0.3855068289396844,0.23535258633991368,0.21899570521151035,0.25147640475049043,0.4683836132252573,-0.010025121952939487,0.027089788426028712,0.17297282271826672,-0.18661403818320257,0.21987387774743802,-0.01247604718347178,0.1153601555220187,0.26396738051773333,0.2972730213827554,-0.27592538382222953,0.221363729260288,0.19577827819322335,0.3254514690023777,0.35296718774944297,0.016318513866441176,-0.013167595497145197,-0.05059356365714413,-0.31358657959869013,0.05885036881988183,0.020872241841541135,0.3470602187416575,-0.11987936033465839,0.31416742095790096,0.20181618530896883,0.3408988058180285,0.2589811878906997,-0.05315537520275545,0.13664295130834836,0.32682608067481356,0.5216664370279355,0.3400085389307292,0.2965826299865046,0.141465306122643,-0.4211074356314155,0.2913648508314515,0.3402349090653385,0.2148070190849187,-0.02013633798584317,0.2516627398048744,-0.015376983566707053,-0.22813572513303737,0.4197649157380153,0.2214616867102003,0.19171244506049118,-0.465992779778586,0.2954211586256678,0.18061585930360716,0.1873436446878029,-0.07023660915238078,0.16665572150209487,0.24947348259667576,0.20587964539173095,0.23003445571355488,-0.32474690039178133,-0.006721452634381755,0.31685382093090453,0.5743950028708422,0.1334467711631719,0.33271604657516435,0.25709903622475494,0.03992191048246301,0.24490031215211505,-0.4107126380777479,-0.05875292695883089,-0.2817543953818791,0.4153105172305959,-0.2053269617260219,0.11981365179283297
Thal_VL_L,0.9176108361619888,0.9080370576145138,0.9011702492000739,0.6268109761455773,0.2422472991020439,1.0,0.3002526145861838,0.5958173430506098,0.21163113993299792,0.7021998583450006,0.9394651159153848,0.9124291297284007,0.22252241783642082,0.5720607676086458,0.7206358220101529,0.6601524877023499,0.12003157913334732,0.9725589105568608,0.695887435842812,0.5143958055788608,0.624575014380773,0.8313275226150229,0.36579550333118616,0.8096224604433876,0.3039505470852616,0.8616360853786244,0.7784245209585626,0.6112603467396552,0.7466247562636068,0.9490300517438426,0.8300913959035452,0.4945935610843107,0.1620558714688398,0.7826096616586926,0.6874195907767396,0.9908295487638223,-0.049267741360566546,0.09491897185014689,0.3025454609351926,0.9552362078188797,0.0386615429742902,0.9768582660594766,0.8090389453582755,0.6909214816046843,0.712757909686006,0.4023602832097909,0.29063644383725484,0.5264744128873052,0.49831820774635777,0.6106387491930059,0.8015989391848398,0.5059658071186641,0.6131417220752017,0.7217723432873887,0.2730988642560887,0.17316519607154257,0.3774020044640055,0.4347481816543681,0.727620575144241,0.8802377611305477,0.4726916249835672,0.8579223654086443,0.9187897504659323,0.48751408042184863,0.6765555192008664,0.566514973444974,0.2846410490851855,0.8143578438298312,0.9658349901475889,0.1925634423367006,0.17516313127530617,0.9547195637925276,0.7556112376081544,0.7928830767852564,0.7327882616891637,-0.09324837888179914,0.8073848293636049,0.41319681454351886,0.7314894359335903,0.7014673633299323,0.7365104071924199,0.3154409569121752,0.914663962408282,0.7472598829779811,0.9336241139538165,0.2943864762152329,0.605876066715418,0.8656614430893186,0.636927643785199,0.9854441327766529,0.2872441589820943,-0.00511048163955519,0.8895003429570842,0.19213600761533148,0.8411628439048945,0.9648270204695417,0.9690289200022507,0.5635563643964349,0.892261817542798,0.33303732920537754,0.7181007783018906,0.5635923470019774,0.839702904232715,0.290897085936516,0.9403002578941612
Olfactory_R,0.226530239538584,0.39598586594268426,0.4873621466556573,0.5721823436503114,0.08094754048650066,0.3002526145861838,1.0,0.1970729994780123,0.2713091231723422,0.5168285247024023,0.37316462063714545,0.49986184337776335,0.053974018840820495,0.5579566674271543,0.27574643252786063,0.29639698941813714,-0.11974976515301045,0.2813848424706983,0.5425143303935677,0.5683462191479484,0.4666483618023593,0.3800616142465683,0.00037581137203854264,0.4011510660321711,0.03354794685097815,0.543112282819762,0.5161517277561295,0.45315589055222266,0.31114583090233777,0.29809381457196216,0.6099597783069883,0.4340370534411466,-0.144186740965718,0.25059324055918086,0.46467482605082905,0.33989770873133046,0.07025025543989809,0.03625887158657745,0.25818378313302764,0.20356068861138044,-0.15217653967141168,0.2921527473047447,0.4478332894684541,0.43681251339938415,0.508818561518617,0.3592026941457902,0.05266340826327815,0.55848936574381,0.36883637200762825,0.591984624672135,0.4763719032423576,0.4347337823761096,0.15453066788476397,0.4390742183545166,0.11957584710283548,0.182795086882872,-0.15856778920236314,0.4614945488182146,0.38646881361575963,0.4757840698672349,0.5082728117199721,0.5005781006549083,0.3700539829366376,0.6084001222450179,0.47099230608177434,0.521499764801105,-0.019913982096475193,0.29826092778881735,0.38175622263307657,0.4236152841713379,0.09299772228674118,0.3746932634214283,0.5933408456680821,0.5843585563108923,0.10313701352632922,-0.233866057213024,0.2585380777636562,0.11173962805090946,0.6024231071353465,0.6369685463339567,0.5859464144414664,-0.011457973031162907,0.46497578753405283,0.5901886772277107,0.434867313640831,0.21219564600398258,0.2952279432273223,0.5284706945221364,0.5584764855679613,0.2570686966754966,0.31458123314055786,0.05772484738643539,0.47047206432427585,0.06640374972971208,0.4329040701437464,0.3239230693523648,0.3920510396064223,0.1630420904810971,0.11059379546183316,0.2990384255275679,0.066252374386509,-0.010565465955619118,0.47009204057081455,-0.18415988592821086,0.22963889590911352
Paracentral_Lobule_L,0.6314996801765681,0.48643755739259575,0.622650049205039,0.5962438247610268,0.007492803805418412,0.5958173430506098,0.1970729994780123,1.0,-0.01051885377454422,0.3989811980751869,0.6270357595716817,0.6090717951547502,0.1262178215994829,0.47269700806610454,0.5274959882702747,0.46079809985879366,-0.04784491521618856,0.6233321892634254,0.6459575007108284,0.48003353823429,0.5342430073606428,0.6552865252089066,0.40194727953124026,0.6408659674249769,0.5369825939136823,0.5838419354049428,0.5821457638349585,0.5777541866357933,0.5252826919741685,0.6377590605329579,0.5758948933572579,0.25964121298531934,0.09434947670147578,0.49167206954213777,0.44668527011020637,0.59575098528517,-0.33845919378239486,0.0849560941451109,0.37126989334880783,0.6276122747161501,0.13144739111574488,0.5921919399340522,0.6675159859752954,0.6455481026815906,0.6309913742694375,0.21014405768450922,0.578306839313796,0.3499753343008938,0.3432276823601396,0.3615656923069523,0.6037521891321709,0.3543911791505327,0.4766975555108388,0.5437640350514044,0.0742654509810602,0.12056741767736265,0.35366128030737726,0.29439864028892554,0.538448353033961,0.5017691160809494,0.23783685262215115,0.6690183804111721,0.47008406669890057,0.4410387536624417,0.6596920815248265,0.36798982408072056,0.09110399491699402,0.5102552547098138,0.5839611946278858,0.1178384180986313,0.1476523719309615,0.5146459777242195,0.5786442337000117,0.6599583457909705,0.5675568357439918,-0.1687279390486508,0.6683959675621461,0.6588667939150249,0.4663974921997823,0.5006555075440615,0.61263069498636,0.398440979437755,0.5311263445686248,0.545455438847212,0.5879748388319483,0.22439877701212552,0.3562484479973403,0.612149115364159,0.6346727290361683,0.5917203050781996,0.5615400474292301,0.10382365437721186,0.6160870160614458,0.016217858922818608,0.6735035952968021,0.5735078880462877,0.5932821691249213,0.4562963768272513,0.5032182615417952,0.36542602606185376,0.6282773147411873,0.5766740474098117,0.48435097094590024,0.43909064816830495,0.5955767688638954
Cerebellum_7b_R,0.13908146646455452,0.17143702330655625,0.14698395413606238,0.2252678198594121,0.19560796748227316,0.21163113993299792,0.2713091231723422,-0.01051885377454422,1.0,0.4230811994857558,0.20644719416494026,0.21316662884361848,0.6513424089002574,0.2791222131896688,0.22553714111145945,0.23882921228587892,0.3472003433877377,0.15995763375050043,0.22065392838378983,0.06934556666355278,0.4371765296758023,0.2562415748913553,0.08788723072394852,0.3816712664244689,-0.3429226453378638,0.34079582685253523,0.1745055360999062,0.08809173752459458,0.5410713735332897,0.12086723846824167,0.2130283330902384,0.5897863699704621,0.4452557847275565,0.06758404908942385,0.45541603703030614,0.20859045302067303,0.04209738636344773,0.07948054689324724,0.5343419464527825,0.15877803283596342,-0.16557373764406438,0.19182024058559982,0.04954522916738581,0.3683297731476051,0.28168494840521674,0.40675510648868557,-0.07360539451916262,0.2805206391531238,0.11656707976839611,0.4431369702149338,0.42315746311953856,0.5017515708515784,0.4656261207108989,0.2605485680154319,0.27225677580651036,0.7489066539303403,0.19471264725856435,0.12674874269977215,0.10009770427018855,0.4702827253671515,0.30281195096202684,0.3369310718279442,0.24125621390055774,0.09251873616056401,0.38659044450285757,0.3281015150517244,0.5318779210504404,0.5517638777727271,0.20313716588706687,0.014053192006876202,0.34744415130566353,0.23124216273727868,0.2870865363396681,0.2701590767887188,-0.04734047138009036,0.343773150617371,0.3360910059547271,-0.18999961992921438,0.4371182130157959,0.29900130155740573,0.15222344349112893,-0.0010717302265875368,0.17466935881545842,0.18730146970296785,0.23096578142151114,0.6934157391554023,0.4680225356763216,0.3986769109211099,0.2869086510079706,0.21135153643359414,-0.31828420098748095,-0.1832982892575377,0.3809251659602141,0.41395894923066096,0.2435572600207151,0.26068124164872913,0.20245964162326385,0.07098715456631255,0.08778115978692216,0.14755963428311278,-0.24747559554195595,-0.17418544128602825,0.17766769041173783,-0.0006062636904162958,0.16051012275954743
Frontal_Inf_Tri_L,0.5114007821420676,0.6318835935678747,0.7625373758834062,0.7021303174974711,0.30306242217662466,0.7021998583450006,0.5168285247024023,0.3989811980751869,0.4230811994857558,1.0,0.7218969584253445,0.7921633242205827,0.3495715865790961,0.7331666427980816,0.6555850779590561,0.49177577066951933,0.1042753191784004,0.664198882475602,0.6973936039474341,0.738443832298729,0.7232697100554584,0.6432700741599265,0.4831443262916743,0.6899384587859453,-0.11970009482940916,0.8094788796651072,0.8119349750607854,0.5865120979340794,0.5890795832692084,0.5958144800949978,0.7385384631669991,0.8474516155357156,0.11916307222148723,0.48123929425662076,0.639513018856178,0.7239644945559212,0.09649973169216255,0.00015791712229589722,0.44964461673583767,0.5582716268809861,-0.25804602409694755,0.6989253775523775,0.6495243808227691,0.5910839917054642,0.7463811706699348,0.49099753617863034,0.02044012360198781,0.6022057186796427,0.4759004675141605,0.831636797539813,0.7941394144459607,0.5602661230268612,0.4657831108120191,0.6585368704211096,0.08774982376981207,0.3287753631275437,0.032656583331176076,0.5696641020085715,0.5811062810071581,0.7516105019582521,0.5877042183788322,0.8259515394137309,0.6709816335459001,0.7063320025888757,0.6259151765849165,0.7294500713932216,0.33408196706676996,0.7046973856370219,0.7531321207628592,0.29850313998543676,0.13120039570271308,0.7199361757458825,0.7953926124492803,0.7938018153887598,0.34705498582392275,0.007280521060345261,0.5391904600044406,0.07419902537544755,0.8175819983589545,0.8063229989730765,0.7895333121420752,0.01800647687349899,0.7848150197853706,0.7974211356118447,0.7374512443126822,0.44441043247354217,0.6350221535251748,0.7845865757447645,0.779856996898416,0.6442116006646015,0.17203826409583348,-0.014062814655651432,0.825577768496711,0.27094567195096053,0.7627943369887412,0.7279599623254689,0.7405660419619838,0.40251126436942425,0.46155939910625376,0.319898025306463,0.24748561848536318,0.0479023497517236,0.8363059717662995,-0.1234730370740595,0.5991809816730695
