,Thal_PuA_R,VTA_L,Parietal_Inf_L,Cerebellum_9_L,Cerebellum_7b_R,Thal_PuI_R,Frontal_Inf_Orb_2_L,Rectus_R,ACC_pre_L,OFCmed_R,Heschl_R,Thal_AV_L,Frontal_Med_Orb_R,N_Acc_L,Cerebellum_6_L,Temporal_Sup_R,Parietal_Sup_L,Insula_R,Frontal_Inf_Oper_L,Thal_VPL_L,ParaHippocampal_L,Supp_Motor_Area_R,SupraMarginal_L,Frontal_Sup_Medial_L,Thal_LGN_R,Thal_MDl_R,Thal_PuM_R,Thal_LP_L,Vermis_6,Cerebellum_3_R,Thal_VL_L,Parietal_Sup_R,Fusiform_R,Frontal_Inf_Tri_R,Cerebellum_Crus1_R,VTA_R,Thal_LP_R,Parietal_Inf_R,Vermis_10,Occipital_Sup_L,Caudate_R,Temporal_Pole_Sup_R,Thal_VA_L,Red_N_L,LC_L,Thal_PuA_L,Cerebellum_Crus2_L,Frontal_Inf_Tri_L,Temporal_Pole_Mid_L,Postcentral_R
Heschl_R,0.6213939682975163,0.2713449029177363,-0.3547799474106518,0.6234177951678177,-0.008766198896997634,0.5843620043338591,0.5926349003340406,-0.02650251296573299,0.5729212986750006,-0.0024118278516551492,1.0,0.2421611236775492,0.012231538359597212,0.49793918574895124,0.6318910550181603,0.7517516912349806,-0.5668244655639105,0.775319308116422,0.5517046359331941,0.37229637773447344,0.5323776709834048,0.7280954423642826,-0.20791752933322197,0.38509623886002164,0.4658476209347938,0.5205980979732869,0.44591570197928154,-0.07760994651739775,0.4249497826237442,0.616910769238796,0.46018552388009754,0.306267172168077,0.3446107152596468,0.6640870526659238,-0.23433043622721408,0.24058596605140004,0.3304861289016485,0.497072746632528,0.5904098213400437,0.354144013847261,0.5004080865633223,0.4955314513084208,0.5471452899271523,0.4972296441168737,0.5195551055808624,0.3691535966944006,0.21465307991517177,0.4065510294752708,0.41089181006126646,0.7727482003452175
Thal_AV_L,0.49181781542371183,0.4180259819274243,0.2383121435599209,0.43454174230526266,0.06758404908942385,0.6908607544374307,0.34921625437637277,0.1685853876854541,0.7068014193909372,0.23535258633991368,0.2421611236775492,1.0,0.4770913744370627,0.21951356802984814,0.6287275285450695,0.4537000884790964,0.05704101445726409,0.5848954251144404,0.6300719889732083,0.8028835376696211,0.7225397719321274,0.37339240026467346,0.21769829977321065,0.597311311156962,0.8173203450917608,0.7598313106318098,0.43155548670175253,0.02573842184469943,0.4666484400277515,0.5460799067399645,0.7826096616586926,0.0974693536550803,0.6287744489381978,0.5307384086332094,0.14417389854836732,0.4012141662587493,0.18654004052573678,0.13009014953381298,0.5791265439047193,0.23839549301730295,0.7614048662281907,0.5518418815621849,0.7505458672452558,0.4988940452930942,0.4032472958093179,0.7371523251771781,-0.016108809136872022,0.48123929425662076,0.4726034229953827,0.14837262059901288
Frontal_Med_Orb_R,0.10013961240052016,0.3939844781911935,0.267548489686312,0.2323248790708445,0.24568460873763287,0.33924729401596376,0.4502323727047451,0.49761453754429286,0.5614326039277411,0.3661208766879274,0.012231538359597212,0.4770913744370627,1.0,0.2427250261713144,0.4387466729750648,0.2645660723810522,0.11230964081110216,0.3332879752110865,0.45302681603473133,0.4262628232971076,0.4712659565818102,0.2894626104972531,0.34384073095774365,0.48634411035289954,0.5084182757913847,0.4252940242190669,0.036195902393990696,-0.1748035029796741,0.3434827791887633,0.46253880669991077,0.41977727825384964,0.015183325349083147,0.46280460889022407,0.3552355900060575,0.053698900244439275,0.4480659377702188,0.3061326312491032,-0.09540624479733217,0.5452529306330817,-0.010701558563523707,0.3947317856895019,0.5083736471496282,0.5601753717377281,0.3250195369044824,0.24260324731354735,0.22381275129519856,-0.25163149011025016,0.48390340241253177,0.6831778658582008,-0.12447459216397022
N_Acc_L,0.2173784515085352,0.2584294547510468,-0.19115510477226735,0.4525001558465242,0.08050597186169457,0.20997914906557166,0.5561782758191892,0.18038053559950196,0.3183386418192726,-0.18969034815354238,0.49793918574895124,0.21951356802984814,0.2427250261713144,1.0,0.442549540186634,0.5298817983797062,-0.21545891269848208,0.4809918546861021,0.4707903382356195,0.11143407443552826,0.30331907559113946,0.56835184239297,-0.005790024206238211,0.33017056117401755,0.1847532190762596,0.17802630336725006,0.1564546262099106,-0.12056012586137008,0.23807810205799568,0.45507057773917486,0.15544104020658334,0.21948266599397953,0.2230702135153631,0.3585851574331774,-0.06731482498910411,0.18157338255189698,0.27258972941885684,0.2740374561855873,0.39940537647559243,0.38210716603153055,0.14847429357015676,0.4043168328744666,0.2969115546939635,0.18881024810682923,0.2738807323249854,0.026502967728994964,0.2942701747091321,0.361283977759867,0.5345880907904732,0.4114017666351386
Cerebellum_6_L,0.6875074883217315,0.592604602669405,-0.019297663295141838,0.8722745684639288,0.2435572600207151,0.8479993081241486,0.7264583117644072,0.09769391190450928,0.9058605649655245,0.1334467711631719,0.6318910550181603,0.6287275285450695,0.4387466729750648,0.442549540186634,1.0,0.8641447517228974,-0.2448973467907529,0.8837115087876098,0.8623235233029436,0.8036748436424959,0.8799762726139823,0.7759004612147519,0.15178203078749408,0.7268394442634457,0.8311095041084458,0.8644244807090095,0.5195654496272367,-0.09792998800403835,0.6495013642246017,0.7996263081061699,0.8411628439048945,0.11518380060268996,0.811744930691608,0.8472060023846237,0.14729549735121514,0.5016340756616972,0.3949844847038126,0.3189085841687526,0.8317085930659694,0.39108549068291315,0.8444483735655348,0.7567181261823154,0.8659380122775784,0.7869699781535731,0.7399342810431833,0.6852668830056381,0.319541876751208,0.7627943369887412,0.5713110592101455,0.5058068017272784
Temporal_Sup_R,0.5721993693947753,0.5465868372059912,-0.25750711017677774,0.8648881076582916,0.22065392838378983,0.7239622886255289,0.7793134372946435,0.10391394194010206,0.8192476977378431,0.08018994548587584,0.7517516912349806,0.4537000884790964,0.2645660723810522,0.5298817983797062,0.8641447517228974,1.0,-0.411573497297045,0.9097966868396548,0.7694586565606033,0.6206403796288208,0.792028277125098,0.8500101174092795,-0.0430590559803389,0.6634606407884601,0.6889591112566965,0.7089581400580527,0.36443485453403557,-0.08883467966594681,0.45902220733579385,0.7701060317175962,0.695887435842812,0.12130037572612722,0.6710909756138317,0.9013358787081074,0.06235247916631826,0.45047323685293506,0.47052262068969913,0.4004839546590866,0.7815609519172735,0.3491933688625807,0.7180709244923866,0.7855433278677011,0.7639111753786866,0.700929914283273,0.6951118106846934,0.5525521096843096,0.39860213887628526,0.6973936039474341,0.5134129041621436,0.6930993212353547
Parietal_Sup_L,-0.29605490337774226,-0.080867515458689,0.7228852322065038,-0.357682906158562,0.343773150617371,-0.23842499327658823,-0.4417588760492772,0.060919410983933,-0.21827389960416108,0.2516627398048744,-0.5668244655639105,0.05704101445726409,0.11230964081110216,-0.21545891269848208,-0.2448973467907529,-0.411573497297045,1.0,-0.4690834838297837,-0.06300555467728337,-0.030594498906480493,-0.24015068855944177,-0.3173288691622552,0.6404265753272635,0.07846525000680929,-0.11536288265815978,-0.15483379504421194,-0.3073186917385984,0.04296473254897651,-0.1804192918610257,-0.18647570945992353,-0.09324837888179914,-0.35134297961408395,0.12441249304735011,-0.3420032493139021,0.5497006165739795,-0.03472617051720947,-0.21853968302542867,-0.6043989520815793,-0.21594561212607302,-0.14798542226066752,-0.15037520849647576,-0.07189717299541462,-0.20899963336413052,-0.18678767702072624,-0.31916942489391054,-0.07600312805416608,-0.16379894977688852,0.007280521060345261,-0.13033760074120854,-0.7361600406797353
Insula_R,0.6933222709611288,0.5270515096737772,-0.2528521369425964,0.8480895792284174,0.106856586388183,0.831802791211789,0.8064005054188439,0.09154591598018512,0.8852887570541914,0.030316451974866224,0.775319308116422,0.5848954251144404,0.3332879752110865,0.4809918546861021,0.8837115087876098,0.9097966868396548,-0.4690834838297837,1.0,0.8081978563702695,0.734289156066722,0.8734359152268422,0.8095134138160982,-0.06527933028308723,0.688618935526337,0.7979960706549646,0.8269926494325383,0.5404649192155904,-0.08316318327785438,0.5336627914767088,0.8006774571972153,0.792904588483505,0.21175106796737156,0.6259233579718797,0.8741816060200451,-0.09494097420650341,0.5011971573531108,0.390743591282106,0.4878638975993609,0.8331058891870526,0.34121239241040086,0.7957003292973321,0.7223689154834312,0.8511107091122071,0.7095755765939137,0.7585634232599672,0.6201393727497321,0.2757893837498075,0.6961355460208576,0.5324926442016754,0.691814478492435
Frontal_Inf_Oper_L,0.6342447153691687,0.6315837419328426,0.19625841291819301,0.7786543862016356,0.4233468500488547,0.8106960253096999,0.618033085363773,0.0490280413632223,0.8453602887341307,0.07561853486227893,0.5517046359331941,0.6300719889732083,0.45302681603473133,0.4707903382356195,0.8623235233029436,0.7694586565606033,-0.06300555467728337,0.8081978563702695,1.0,0.7927329150152655,0.8604656638521073,0.7430147362543065,0.3900449583675951,0.819469285237953,0.7864121179470955,0.8339766167609834,0.5049412376885408,-0.025487590069780488,0.5755691875164112,0.7725365273964718,0.8163063415125794,0.04621589978206379,0.8268766353829523,0.7247167376756692,0.3229887389035117,0.5127212569458092,0.34250003933490986,0.19821965419860807,0.7712563464131097,0.45088375274283965,0.7915658964899538,0.7292942083142692,0.8007019497581024,0.788464174546194,0.6952265662772363,0.6281637365898809,0.3682001785424408,0.7419119831545784,0.5388601426265762,0.3201901978628971
Thal_VPL_L,0.7237023904953055,0.5209802007035788,0.23823394419814997,0.669290068740608,0.21135153643359414,0.9373783254023567,0.4239906265729366,0.012360344078269659,0.8734684169022838,0.23003445571355488,0.37229637773447344,0.8028835376696211,0.4262628232971076,0.11143407443552826,0.8036748436424959,0.6206403796288208,-0.030594498906480493,0.734289156066722,0.7927329150152655,1.0,0.9102984425078764,0.5042411474140184,0.2756234033114351,0.7487834030710977,0.9260522618470899,0.9522131017358881,0.603657967728823,0.06643983538469736,0.5659974942048298,0.6678775783240981,0.9854441327766529,-0.009245903645605727,0.7961513463532056,0.696084998888817,0.26075453375958335,0.5434672703354544,0.14884187453072742,0.18610926763288896,0.7181443161315019,0.32341189682797356,0.9516758522193505,0.6743731689285379,0.869890060839713,0.7206428985203704,0.638970087958073,0.8958108692062521,0.15995940140725617,0.6442116006646015,0.38227283689249786,0.24080559125628725
ParaHippocampal_L,0.6865435177453862,0.6424439754645841,-0.028635618527118645,0.8241258961112736,0.231777552025585,0.9182386873279853,0.6493164253833326,0.09849831148477733,0.934342033935742,0.11525451132608074,0.5323776709834048,0.7225397719321274,0.4712659565818102,0.30331907559113946,0.8799762726139823,0.792028277125098,-0.24015068855944177,0.8734359152268422,0.8604656638521073,0.9102984425078764,1.0,0.6580242618765365,0.10516636633905024,0.7750114554335849,0.9311579185247136,0.9522784354001221,0.548660827275181,-0.02152820074564808,0.6141779681614435,0.7646894691239919,0.941909559309595,0.05761918807444759,0.7931334063761416,0.8258404661887441,0.1605148309184639,0.5247647315290102,0.2911834264758796,0.2878393016501309,0.7878532606421069,0.32627054288287016,0.931578115858985,0.7514262090605895,0.9351292339283528,0.8272708619645893,0.730918459497195,0.7907779317780836,0.30950003345984045,0.7193394944884727,0.5362455703906189,0.42858388098350253
Supp_Motor_Area_R,0.4483484021793965,0.5444542050539202,-0.11932862359673493,0.7207784831976779,0.23372562854583834,0.5784764537498213,0.7608081961037698,0.1053962613132498,0.7251788951982068,0.19486818709503662,0.7280954423642826,0.37339240026467346,0.2894626104972531,0.56835184239297,0.7759004612147519,0.8500101174092795,-0.3173288691622552,0.8095134138160982,0.7430147362543065,0.5042411474140184,0.6580242618765365,1.0,0.12624925451506466,0.7275159227834347,0.5681579411800483,0.5979948112351283,0.2527684032853617,-0.16006549037819978,0.5052925191213741,0.8086973914236738,0.5650576862831764,0.12850134616637504,0.5586936139130003,0.7786523332824897,-0.014755499680102016,0.5174787371281051,0.5546800228359142,0.29132053755125564,0.8237433790793447,0.3227968795393139,0.5550117352505308,0.7373158489970807,0.6746719033019216,0.5549399456008395,0.5146690868123318,0.3788177435355393,0.23256077489733232,0.7340211213339712,0.600565468863325,0.609163386915332
SupraMarginal_L,0.053585896072925764,0.12650949552235827,0.9104560856840757,-0.04026412399310377,0.6513424089002574,0.11879691684229789,-0.15001602827958993,-0.011313823236966723,0.15659196096725952,0.3705333054819302,-0.20791752933322197,0.21769829977321065,0.34384073095774365,-0.005790024206238211,0.15178203078749408,-0.0430590559803389,0.6404265753272635,-0.06527933028308723,0.3900449583675951,0.2756234033114351,0.10516636633905024,0.12624925451506466,1.0,0.4706995874492821,0.1905657046867411,0.18951137989552652,-0.033975094223115745,-0.03460622073700458,0.11091805478149663,0.20965802472002895,0.22252241783642082,-0.39667363494162755,0.4973287530161204,-0.05996622072384207,0.7117775295479605,0.18945759687164557,0.10307854299942897,-0.564604074812927,0.20718742170748417,0.12278425546932142,0.1311356957693446,0.3092179500724576,0.11076837424866588,0.15111508123959508,0.011568981040861025,0.1600954446707099,-0.010020188333537369,0.3495715865790961,0.16106764040204727,-0.5882166776616369
Frontal_Sup_Medial_L,0.38826593974857265,0.5462697290616051,0.27574698166062556,0.6080894072423361,0.47567512996574957,0.667140463216158,0.5450244322814958,0.15862878961534024,0.819538199073525,0.36042122566525453,0.38509623886002164,0.597311311156962,0.48634411035289954,0.33017056117401755,0.7268394442634457,0.6634606407884601,0.07846525000680929,0.688618935526337,0.819469285237953,0.7487834030710977,0.7750114554335849,0.7275159227834347,0.4706995874492821,1.0,0.7726541793157159,0.7571857180656703,0.14256735470092688,-0.1254535297526327,0.3954373939495691,0.7717444995672996,0.7809387684307214,-0.12134905731918155,0.7537281732472653,0.7363057224097767,0.34447384413864207,0.6653467362018686,0.36557273135032625,-0.09019849639408876,0.7969897454592957,0.15626323501853528,0.7264928580156426,0.8239952039354489,0.8018486907547243,0.6017357473893094,0.4650302840519389,0.5607763596621846,0.1284124643132948,0.8910794076373405,0.584773396626048,0.13958419136206285
Thal_LGN_R,0.6279372511855383,0.5043547897242494,0.10612141646392126,0.7034997083316433,0.23124216273727868,0.8739659178732213,0.5435156417271781,0.16849154994138926,0.9148055958471834,0.2913648508314515,0.4658476209347938,0.8173203450917608,0.5084182757913847,0.1847532190762596,0.8311095041084458,0.6889591112566965,-0.11536288265815978,0.7979960706549646,0.7864121179470955,0.9260522618470899,0.9311579185247136,0.5681579411800483,0.1905657046867411,0.7726541793157159,1.0,0.9572893062137179,0.4522455981176565,-0.035000671540911056,0.5682027259081261,0.7324747037513469,0.9547195637925276,0.03516185485484312,0.8058646192687768,0.786833965863372,0.19492082021542737,0.4726477272794907,0.2841816272120036,0.1486128776872345,0.7842048352255623,0.18733224477927274,0.9366249577861889,0.7602217943971202,0.944666582041314,0.7563100390979911,0.6204044564388268,0.8431671315970353,0.11841210745331415,0.7199361757458825,0.5242407413757041,0.2801443339001357
Thal_MDl_R,0.7663621585036099,0.56316043045733,0.10136964503212087,0.7491218282312108,0.19182024058559982,0.9454842346217396,0.5363612540545749,0.037244737436472594,0.9207652091780846,0.21987387774743802,0.5205980979732869,0.7598313106318098,0.4252940242190669,0.17802630336725006,0.8644244807090095,0.7089581400580527,-0.15483379504421194,0.8269926494325383,0.8339766167609834,0.9522131017358881,0.9522784354001221,0.5979948112351283,0.18951137989552652,0.7571857180656703,0.9572893062137179,1.0,0.5914025308872444,-0.0019064106894349274,0.616919134599256,0.7341872126604582,0.9768582660594766,0.06744216377085077,0.8008842062108751,0.7749911650011746,0.1767488496750356,0.4725679983300261,0.23679881079181098,0.22571666900672285,0.7615208288152563,0.2989197358889374,0.9546672763203284,0.7030424640747492,0.9344106723570357,0.7933775915172284,0.6964173830153115,0.8741207656962706,0.19461177291472645,0.6989253775523775,0.4850590838607351,0.349711033506737
Thal_PuM_R,0.8660538142008678,0.24114740766484907,-0.0006773717852107282,0.4864223012382437,-0.17418544128602825,0.7359119831897489,0.24858745642440055,-0.28799789407466575,0.44760144636756793,-0.2817543953818791,0.44591570197928154,0.43155548670175253,0.036195902393990696,0.1564546262099106,0.5195654496272367,0.36443485453403557,-0.3073186917385984,0.5404649192155904,0.5049412376885408,0.603657967728823,0.548660827275181,0.2527684032853617,-0.033975094223115745,0.14256735470092688,0.4522455981176565,0.5914025308872444,1.0,0.20382700703580167,0.515485224261536,0.2812409802636647,0.5635923470019774,0.3124983978711163,0.3152845160394332,0.27001722512533355,-0.1039900839997552,0.13166539574494387,-0.12142734646446,0.5932126312956753,0.3038411823291535,0.6764264342128239,0.5730401451034227,0.10343065023844081,0.39575829001650337,0.474109178254941,0.6002700151571081,0.5890996915891572,0.30152479848694436,0.0479023497517236,0.08136101828408934,0.45411585357209194
Thal_LP_L,0.06213845816666477,0.0005901619388117587,0.09428269299639112,-0.08003740909329038,-0.16557373764406438,0.058813402241271094,-0.23168904973664892,-0.0917354852655339,-0.06527701300829175,-0.18661403818320257,-0.07760994651739775,0.02573842184469943,-0.1748035029796741,-0.12056012586137008,-0.09792998800403835,-0.08883467966594681,0.04296473254897651,-0.08316318327785438,-0.025487590069780488,0.06643983538469736,-0.02152820074564808,-0.16006549037819978,-0.03460622073700458,-0.1254535297526327,-0.035000671540911056,-0.0019064106894349274,0.20382700703580167,1.0,0.036764840283155714,-0.10538937254413831,0.0386615429742902,0.0011665417072636523,-0.004722979707017481,-0.12565886825904568,0.01348703238980841,-0.06510891138867028,-0.09908802001129445,0.1628186802389226,-0.13010526723153676,0.21463033725273306,0.06018334321036384,-0.14582089100441,-0.10169125024831643,0.008814622004708922,-0.06899452865126209,0.10093849469045568,-0.0322836304682232,-0.25804602409694755,-0.25489604710536923,-0.0007570261132429958
