,SN_pr_L,Thal_MDl_R,OFCpost_R,Temporal_Sup_R,OFClat_L
SN_pr_L,1.0,0.4113257997144214,0.4432150569828936,0.43985562011528856,0.17034343858392867
Thal_MDl_R,0.4113257997144214,1.0,0.5937355606060144,0.7089581400580527,0.04535174983412055
OFCpost_R,0.4432150569828936,0.5937355606060144,1.0,0.5840064872272596,0.2913335571320117
Temporal_Sup_R,0.43985562011528856,0.7089581400580527,0.5840064872272596,1.0,0.009300763368443455
OFClat_L,0.17034343858392867,0.04535174983412055,0.2913335571320117,0.009300763368443455,1.0
