,Cuneus_R,Red_N_R,Heschl_R,Vermis_10,SupraMarginal_L,Cerebellum_4_5_R,Rectus_R,Putamen_R,Temporal_Pole_Mid_R,Pallidum_R,Heschl_L,Calcarine_R,Frontal_Inf_Oper_R,Occipital_Inf_L,Putamen_L,Frontal_Med_Orb_R,Precuneus_L,Frontal_Sup_2_L,Thal_MDl_R,Fusiform_R,ACC_pre_L,Cingulate_Post_L,Thal_LGN_L,ACC_sup_L,Supp_Motor_Area_R,Cerebellum_8_L,Thal_PuM_R,Cerebellum_8_R,OFCmed_R,Temporal_Pole_Sup_R,LC_L,Cerebellum_3_L,Vermis_6,Temporal_Sup_R,Thal_PuA_R,Thal_VL_R,OFCant_L,Cerebellum_10_L,Thal_LGN_R,ParaHippocampal_R,SupraMarginal_R,Frontal_Inf_Oper_L,Red_N_L,Olfactory_L,Hippocampus_R,Frontal_Inf_Tri_R,Lingual_R,ACC_sub_L,Thal_VPL_L,Cerebellum_9_L,Temporal_Pole_Mid_L,Frontal_Med_Orb_L,Raphe_D,Cerebellum_Crus2_R,Paracentral_Lobule_L,SN_pc_L,Paracentral_Lobule_R,SN_pr_L,Cerebellum_4_5_L,Lingual_L,SN_pr_R,Cerebellum_6_L,Thal_MDl_L,Amygdala_R,Cingulate_Post_R,Thal_PuM_L,Thal_PuL_L,ACC_sup_R,Frontal_Mid_2_L,Postcentral_R,Postcentral_L,Thal_IL_L,Frontal_Sup_2_R,Cerebellum_Crus1_R,Vermis_7,Thal_MDm_R,Thal_VA_R,Frontal_Inf_Tri_L,Temporal_Inf_R,Pallidum_L,Angular_R,Cerebellum_9_R,Supp_Motor_Area_L,Vermis_9,Olfactory_R,ACC_sub_R,Vermis_1_2,Vermis_3,Frontal_Mid_2_R,OFCpost_L
Heschl_L,0.31786516522455377,0.4655419758484799,0.4939268060510724,0.666855315548481,0.3438276470342265,0.7026213234565759,0.2678358819000541,0.6059144883063667,0.4463552347800902,0.7052013550699082,1.0,0.6069134642443955,0.5206236164100714,-0.048902018453425414,0.6281404219886447,0.36634615235321916,0.39086077736871994,0.7863427980229268,0.521073597510371,0.6278762153605655,0.6277376819000741,0.6896715841646833,0.47995157352358914,0.6680947126739476,0.7018656115204372,0.45396346744845406,-0.06275215917943801,0.4626010812436246,0.4265925672271367,0.8232359324297034,0.25269781884272846,0.5266588664371755,0.22669560582650716,0.6699488535751305,0.2491873620780202,0.5549356431431463,-0.023022817265941017,0.4969824051096557,0.5693220389207745,0.6221367341347294,0.14396907368686293,0.6213643777975744,0.37870916030102253,0.5323314219005334,0.6125880291435891,0.6957663719196636,0.5942939662206974,0.5339534987545129,0.47154241746914494,0.4725130814830986,0.5570904832356606,0.3060759964665344,0.3794717896510817,0.35985664428805814,0.4385005209483235,0.28742721602310484,0.027055990041560386,0.3301462806025905,0.706077339890466,0.43740776205928855,0.23995653579776496,0.5763791028544104,0.4156405860951461,0.5327461941555848,0.698913540743199,0.032140898197817395,-0.14340945202670752,0.6723661094940687,0.6921809868065016,0.1867160646546274,0.3745217160985174,0.6258198316905532,0.6957379533059875,0.28833601660538566,-0.019394318148345767,0.41608881413259063,0.7415228062278099,0.7416580012041176,0.47230386305995364,0.5714509360440408,-0.08087926537252516,0.5668779272445935,0.7350381593281838,0.3824823026248807,0.5119008491372979,0.6032188363033654,0.6040346462419546,0.6468684715873463,0.6267280126677057,0.38779472384688396
Calcarine_R,0.8537965053522137,0.6734447313143513,0.6136532164975212,0.7317661585365867,0.37118984948881306,0.8277857560174077,0.11185199770517683,0.8024042330598941,0.23016171997496196,0.6257568184818219,0.6069134642443955,1.0,0.6821993026570418,0.4746441819808493,0.6875761412367147,0.4127840393028916,0.8051093685425631,0.6323551966769486,0.7024266656404845,0.7558720313803491,0.7570057479223442,0.8705853444762645,0.6506324648004511,0.8023361045743376,0.7599781792774056,0.4073015348777234,0.4829851261668088,0.5562921309784172,0.13664295130834836,0.6892464991128912,0.6210972539354309,0.8171508353240232,0.5976481474087715,0.7574107562351861,0.6060292330691558,0.6994471404532518,0.26637020514412635,0.5069126252369455,0.6624804031366232,0.7898941738852474,0.3880577899769276,0.8465598158852226,0.6815346804131546,0.3940229756902251,0.702639129546669,0.6770397342827474,0.8942831323073885,0.7134591729266218,0.650870997044189,0.7114638752777117,0.5437224280614718,0.5145458047659951,0.07754899564623649,0.43712913644157075,0.6596920815248265,0.6774554819138182,0.4118691327426616,0.3271685249447611,0.8170953633490337,0.815733938739104,0.4699174198643417,0.8372003636179827,0.606544747511812,0.8092349281372393,0.7904595522783708,0.38163574024351893,0.020132665013990983,0.7696324849628404,0.48182467717368077,0.3737716766315388,0.22604208790529526,0.6983488977790343,0.6954174413890232,0.23743939598816083,0.3155162706024818,0.7061766125926683,0.6752962283847453,0.6259151765849165,0.3912578435307377,0.6234285749806905,0.2679720861185306,0.5837339708758592,0.6980815305205894,0.6753431150580524,0.47099230608177434,0.7609966099421562,0.6953964874942045,0.7911724612520034,0.5505510704879876,0.15774690896792598
Frontal_Inf_Oper_R,0.5818390805155802,0.7536438734818002,0.7185470463962811,0.7567567150653428,-0.1648718612000889,0.7177533361232772,0.07164413424745181,0.7915826676977971,-0.14995725079727493,0.6963108595626197,0.5206236164100714,0.6821993026570418,1.0,0.4034114637646588,0.7721831000558022,0.21061462448254023,0.6401257511694058,0.533678464713245,0.8059263075900686,0.6181149838927935,0.8506384066178737,0.7574303666750749,0.7630480473912791,0.7455534015410772,0.740310764585427,0.46825544714630757,0.5441540170472204,0.3626808778785636,-0.01247604718347178,0.6811983441724699,0.7369095765180297,0.7512500487532018,0.5336282544994194,0.9050218930906888,0.6898927029383767,0.8307350987913985,-0.09560162396517577,0.6652486633162611,0.7669149900288551,0.727684005888524,0.7314063558284719,0.7529020589090999,0.7243782489687576,0.4263303357217537,0.8597518908689469,0.9167754964949056,0.7750277135221045,0.8191943833411207,0.7512405502217108,0.8586814711688661,0.3770624627210014,0.40203077757891176,-0.017638662437276742,0.11214148477767363,0.6675159859752954,0.6097081189545455,0.36599520440041794,0.38114005387020555,0.7434871950274483,0.7267619509447756,0.4393191481450102,0.8580422953855982,0.7560689845234376,0.736535265572206,0.8455429893887321,0.4347292559673735,-0.06403565279600373,0.8908618835979144,0.2919793441512406,0.734031067670475,-0.186335194773377,0.8078960344361318,0.8949592590200831,-0.07022434042085768,0.3211421346768343,0.7732953658391798,0.7365917091941874,0.6495243808227691,0.11097713648378549,0.6607995512616831,0.5690925298005657,0.49047030175152234,0.8021909036103834,0.5040550503089856,0.4478332894684541,0.8109759159763991,0.7679422063419759,0.7244288237979425,0.801054878453022,-0.1769754028388885
Occipital_Inf_L,0.61680951947106,0.3362715831414507,0.3652154991046507,0.04428590200477627,-0.0160141353569007,0.15049084130013513,-0.40329933307504073,0.2909397834017105,-0.2993138327716601,-0.014429487571984352,-0.048902018453425414,0.4746441819808493,0.4034114637646588,1.0,0.12259036971257997,-0.17388811095629025,0.5571231639025852,-0.06118612051193153,0.35421456806411283,0.287249541266332,0.23603345897752492,0.3248561830401709,0.24493770316529476,0.24084631281537736,0.2018129350958581,0.2855118347317789,0.7361243350028348,0.472989972162891,-0.465992779778586,0.01659405641469815,0.5364725995408641,0.5089837389434202,0.3314340596895066,0.3728872815004149,0.6556521474306174,0.297670855452889,0.199859625132681,0.07544457992323386,0.20158182699117727,0.2840702266119068,0.43581913067461325,0.4450228493298794,0.4455289167551936,0.011123611846732096,0.16277962824230038,0.16931372643448905,0.5109470377858273,0.33212567642878293,0.32907678905874754,0.5311909452288057,0.034287032318085685,0.060905620861742484,-0.12907870960104864,0.3461316948661196,0.398440979437755,0.3059290527736975,0.22036132715873072,0.005626104825322546,0.16740926512286974,0.6630140643725064,0.13818340614747032,0.43598412102055173,0.38281768386644927,0.5313428244893088,0.26093145751345004,0.6752723103703872,0.4618046044070736,0.33310020283320724,-0.17951851065222005,0.374024189117129,-0.19535881502659838,0.26690163953598967,0.1177392798378,0.15339270910918867,0.5442707061707095,0.558803212034661,0.1436374645282321,0.01800647687349899,0.0844216529021311,0.1103945739752079,0.49905692429348664,0.35929789312886595,0.19457552957750648,0.6482459778808276,-0.011457973031162907,0.3641965103363299,0.24132480397889963,0.34219775875200625,0.04403727774832368,-0.34754465317895394
Putamen_L,0.5160921725166072,0.723690147772646,0.6826743830301392,0.799578131005985,-0.052357560916603825,0.7641568730909766,0.337954431474532,0.9172111255972327,0.0739083878302286,0.8560569511770275,0.6281404219886447,0.6875761412367147,0.7721831000558022,0.12259036971257997,1.0,0.4850481174394195,0.6136510123280255,0.6094332192893198,0.6026436768496507,0.5894256899896018,0.7756515060934429,0.6975822828591692,0.5985004538577026,0.8243835687617306,0.8094720043346181,0.4988061441537947,0.21359958859168154,0.36559612441330486,0.15008943967500826,0.7230397628418141,0.5689956459016882,0.6164718741647957,0.484125631708615,0.8331589948762474,0.3629227343864552,0.6264227947719624,0.03351806124391471,0.741431181851682,0.6279448572047635,0.6765322918063399,0.5807914308193264,0.6979776882005702,0.6416468344050863,0.4432359577071085,0.7622171004873722,0.8310856744683977,0.6855075658344129,0.7289070943337113,0.486575371082881,0.7316064723555791,0.6210366886803281,0.5798451582125314,0.13431573538212532,0.13348728088837067,0.5627411689239209,0.6370089868180868,0.3534791181740271,0.4550254126993782,0.8012270828473818,0.5452802182590144,0.47866773100315274,0.7840620201597939,0.4632548450632363,0.6132602300703834,0.8101174226387629,0.06634632574834794,-0.3867534462956559,0.7585380007723607,0.4115376178201953,0.572869260309375,-0.11191819567511416,0.6311335259071977,0.8434325968954781,-0.07977294619075827,0.13143620658987065,0.4822409983263832,0.7149715930726461,0.6891211766682924,0.1272691016943213,0.8453640852951376,0.3213033060170272,0.4397645593072991,0.7763969912819684,0.36928739170765457,0.6093752562810215,0.696052135552429,0.6663369579833706,0.6128652243139096,0.7844074663985003,0.0034764435514013196
Frontal_Med_Orb_R,0.26824585783222143,0.41535136097743364,0.012231538359597212,0.5452529306330817,0.34384073095774365,0.5562529276948546,0.49761453754429286,0.4643262115359708,0.5674990242164227,0.4372026363005694,0.36634615235321916,0.4127840393028916,0.21061462448254023,-0.17388811095629025,0.4850481174394195,1.0,0.18611577296765405,0.4437144007853338,0.4252940242190669,0.46280460889022407,0.5614326039277411,0.4872893537571179,0.4214905254234511,0.5849496427995637,0.2894626104972531,0.09360272531754951,0.036195902393990696,0.040189065239379686,0.3661208766879274,0.5083736471496282,0.24260324731354735,0.45429710300780085,0.3434827791887633,0.2645660723810522,0.10013961240052016,0.4524114167982713,0.5197090731031487,0.25211867855919645,0.5084182757913847,0.5362376342745597,-0.0993363956910905,0.45302681603473133,0.3250195369044824,0.3764150073316322,0.5077924285822614,0.3552355900060575,0.3586139423325682,0.5604454309231043,0.4262628232971076,0.2323248790708445,0.6831778658582008,0.9139486899194853,0.10138675209377256,-0.028869395669953387,0.17129598740494437,0.3235637577255176,0.03860088363505186,0.2994030890166066,0.5108670503376563,0.2703075219343463,0.2178189844865687,0.4387466729750648,0.32062404773442843,0.4048614028308052,0.42193498100195054,-0.09732409889023741,-0.24304594471518115,0.356365380625463,0.392550103938012,-0.12447459216397022,0.3287356495823727,0.48368777812059066,0.3448107892935111,0.053698900244439275,-0.1758247441865983,0.2609432449884933,0.5089500980456386,0.48390340241253177,0.2716078934605787,0.5049903359781643,-0.10326817418291064,0.19558934126447652,0.21266506715426384,0.17279650153000184,0.3521893967894457,0.57099354696701,0.46896810503874387,0.4134561499178039,0.18340572919531586,0.4796106537688184
Precuneus_L,0.8440457329098232,0.5807293888190995,0.6800737861192948,0.5663930231488699,0.06344958629852657,0.567318014651516,-0.030009781256784555,0.7085449531553917,-0.058257949951023784,0.4824799824500104,0.39086077736871994,0.8051093685425631,0.6401257511694058,0.5571231639025852,0.6136510123280255,0.18611577296765405,1.0,0.3411674486192654,0.5156062667582871,0.48317686638725693,0.5626022070860045,0.6496959696921923,0.4402943407571108,0.6080824516812604,0.7333677617659955,0.33937660891301336,0.5923832416898088,0.5138285420792066,-0.01403499860115381,0.4656811905431356,0.5098529083753917,0.657403018224708,0.5802790670953402,0.7126415392195067,0.6445586924504035,0.5071373078991313,0.1751741986174709,0.4316605523505874,0.42958951940954176,0.5528261139930106,0.6492504774390723,0.6504933081325839,0.5295341874242679,0.26663114825270334,0.5708200181095824,0.5124330161339491,0.7238704071503348,0.5450937699324485,0.4532937878149166,0.6129851978179599,0.4838270720786624,0.41093298279559437,0.012376368273083322,0.2635542255499207,0.7026856485765082,0.5160660134116601,0.4534552816519993,0.3640765348995203,0.573502743469135,0.6996589225579736,0.4386163211907734,0.6919669918984345,0.4638702325195799,0.6433552112603398,0.6557628198487726,0.43849792564703993,0.18040025288567788,0.6170382345977292,0.113223760105747,0.6368058754781022,-0.11324413911520576,0.4948066452779904,0.5735485175640638,-0.04909223319012074,0.2830518242855546,0.6127669854290777,0.4779865053989405,0.3144144135338992,0.07214007834516845,0.5504412880457409,0.6167800024596719,0.38049743663488506,0.6226411236106012,0.5281111237793719,0.36395009930656136,0.5808714936285813,0.5279826373403165,0.6185391774299732,0.46314326341601636,-0.08011055108628441
Frontal_Sup_2_L,0.2655141575202843,0.5562085202252923,0.3624851400508615,0.7757977724552292,0.5026239704721429,0.7865793990826948,0.16790818675437305,0.6194697023858198,0.48659734979535635,0.6837843055432878,0.7863427980229268,0.6323551966769486,0.533678464713245,-0.06118612051193153,0.6094332192893198,0.4437144007853338,0.3411674486192654,1.0,0.6274972476907678,0.7025964605729894,0.7204221605911295,0.8138708001080909,0.5976249444412285,0.721182227906219,0.7495802687586234,0.5234992717540132,-0.014966587110054398,0.5027064403573716,0.40021353961136996,0.829871633737997,0.3569910286631865,0.5789418628708312,0.2890014127907603,0.6303920972523805,0.255521544025792,0.6584872416485444,-0.060552366020614735,0.545588982074369,0.654243434137248,0.7293197346705306,0.064823327699907,0.7313016944201743,0.5056186911932162,0.4377713457316668,0.70430640361888,0.6889617294373105,0.648898590020485,0.6150503560348551,0.6099777085608771,0.5447832450514714,0.5684964282233649,0.4159289330467399,0.3755969396170701,0.4589965362341432,0.4299865899685617,0.5021206880393887,0.13990237966004426,0.44531398856479343,0.7859896550706267,0.5106605583053182,0.5122083013371848,0.6572443768795266,0.5020674537059447,0.5690261922222877,0.7623091772425176,0.03826208538708342,-0.25316771891156653,0.6671820111127235,0.9387404564280847,0.09378730715030552,0.48919006610162086,0.7070467025558971,0.7360372229445586,0.37492398303209823,0.03317242438740034,0.4594429954463716,0.7954148186346292,0.9079773281664023,0.5550630209833667,0.6241259670281707,-0.19778142595954193,0.6527039024830993,0.7683778923414056,0.4374270257455366,0.5310756273680853,0.6601545817522675,0.705973562235276,0.7561466143092536,0.6452336526033754,0.37906531669860694
Thal_MDl_R,0.5702828840127889,0.7623410495840276,0.5205980979732869,0.7615208288152563,0.18951137989552652,0.804909503356958,0.037244737436472594,0.6795899512281033,0.21775491668287947,0.57886829940055,0.521073597510371,0.7024266656404845,0.8059263075900686,0.35421456806411283,0.6026436768496507,0.4252940242190669,0.5156062667582871,0.6274972476907678,1.0,0.8008842062108751,0.9207652091780846,0.870222566236722,0.9333159618690139,0.7459442546522052,0.5979948112351283,0.30021154778358994,0.5914025308872444,0.28984698071552284,0.21987387774743802,0.7030424640747492,0.6964173830153115,0.8421774576433402,0.616919134599256,0.7089581400580527,0.7663621585036099,0.9854030258207946,0.15218298676492056,0.5129473439389253,0.9572893062137179,0.8825109728898138,0.32603108142577636,0.8339766167609834,0.7933775915172284,0.4281716750736172,0.8991807501713448,0.7749911650011746,0.8344899735189427,0.923189536403623,0.9522131017358881,0.7491218282312108,0.4850590838607351,0.513974416546548,-0.002553718012463432,0.15249095243379565,0.5921919399340522,0.553441568682512,0.22672805149690858,0.4113257997144214,0.7702942357573135,0.8097202644372336,0.36083581940956105,0.8644244807090095,0.9582082053336214,0.7528245831162934,0.8161853979940934,0.5195124679586257,0.17116425760393744,0.8284749149022425,0.4659564635080888,0.349711033506737,0.23136505420086922,0.9500892702005332,0.7385420198592868,0.1767488496750356,0.2878409805699479,0.9318979584845788,0.8040245931262882,0.6989253775523775,0.37906787309451184,0.5550587694723665,0.31010310428647864,0.6049115394497043,0.6322911981757635,0.6366320503986012,0.2921527473047447,0.9371795399461741,0.9173741048820298,0.8421617195633802,0.5257157310617019,0.14944624719583732
Fusiform_R,0.5283137997768266,0.7210576459790061,0.3446107152596468,0.701764086067015,0.4973287530161204,0.842581399693904,0.09405912824632078,0.6311741679822487,0.54628889547812,0.6453913061009254,0.6278762153605655,0.7558720313803491,0.6181149838927935,0.287249541266332,0.5894256899896018,0.46280460889022407,0.48317686638725693,0.7025964605729894,0.8008842062108751,1.0,0.7960085960447059,0.8307362475062146,0.7552741157851,0.7065779261421278,0.5586936139130003,0.4957207797422623,0.3152845160394332,0.5669259631202568,0.3400085389307292,0.8031978462718978,0.5661493513524726,0.7352974898442702,0.5081600304804923,0.6710909756138317,0.5024081259146493,0.817916941375694,0.1322487511052528,0.4986487919408858,0.8058646192687768,0.8940075890628465,0.07234850142296982,0.8268766353829523,0.7659853783128743,0.301744923920772,0.739909313301779,0.6701778800056768,0.8654466137982766,0.752107318965585,0.7961513463532056,0.6917917892059603,0.45994685226717724,0.4530752694617854,0.3009077708486073,0.5428558483374797,0.5102552547098138,0.5730880750477633,0.05709878322899566,0.4058246970031563,0.7832178590612782,0.8213189885941754,0.37530728354207304,0.811744930691608,0.766057373184836,0.7135813156967599,0.7766468845268996,0.48490236756714183,0.12518340319586657,0.7223606284961491,0.5977661063942757,0.059026466535131446,0.4688681995336195,0.8193949848045332,0.5941154122452296,0.6000449406566932,0.278155673021425,0.7334504777542611,0.8064403257832112,0.7046973856370219,0.7487512920931416,0.5327194094451311,0.008673695822263877,0.8376937647444802,0.6205456699821884,0.7118623303461181,0.29826092778881735,0.8195848877200201,0.8627437001030919,0.8267466270292111,0.3744236499665862,0.3444527140915552
ACC_pre_L,0.5685276862210373,0.7894087369510109,0.5729212986750006,0.8745560617160613,0.15659196096725952,0.8800518975864517,0.19374096512272568,0.7949174015034758,0.25660098738608794,0.7377262504663518,0.6277376819000741,0.7570057479223442,0.8506384066178737,0.23603345897752492,0.7756515060934429,0.5614326039277411,0.5626022070860045,0.7204221605911295,0.9207652091780846,0.7960085960447059,1.0,0.9040545005367632,0.8853938265422903,0.889278731002138,0.7251788951982068,0.37618772858341815,0.44760144636756793,0.31828838752222843,0.27862101770036435,0.8203925233964333,0.6942121216088439,0.8218521752713793,0.5690695346916923,0.8192476977378431,0.6338492988900225,0.9408839299985715,0.1377977004611239,0.653882945709577,0.9148055958471834,0.9047543006685121,0.4104219777827331,0.8453602887341307,0.7688431624569119,0.5215848961676118,0.9492269665490382,0.8783515910653643,0.845571027201472,0.9354944922111867,0.8734684169022838,0.7764949576099811,0.6021357718486363,0.643755238943793,0.060108123348528955,0.14167642560663188,0.6090717951547502,0.6414970517845138,0.25507462428783584,0.45804121669041437,0.8625608588828002,0.7561007001809654,0.45667160039210075,0.9058605649655245,0.8400519806419307,0.7726147414799813,0.9099235187159206,0.34489877442247857,-0.08101111729917458,0.8990364821698656,0.535462980618078,0.42682859310343985,0.17310762810612443,0.9377704344961953,0.8521909941823593,0.09836507562989814,0.16309384011543254,0.8148000692204566,0.8821487494360131,0.7921633242205827,0.3522210386262295,0.7309731009563523,0.29193167902420897,0.5804952501075825,0.7559098533820412,0.5438617583543396,0.49986184337776335,0.94067771030546,0.9096006952918375,0.844334754539232,0.6667928757777015,0.16837767051029404
Cingulate_Post_L,0.6304642411464773,0.7495391516806665,0.5428625349651108,0.8296909750277692,0.3809759326533674,0.8867356108686246,0.13217241590783493,0.7839243083447699,0.3489611470733638,0.6825037452941359,0.6896715841646833,0.8705853444762645,0.7574303666750749,0.3248561830401709,0.6975822828591692,0.4872893537571179,0.6496959696921923,0.8138708001080909,0.870222566236722,0.8307362475062146,0.9040545005367632,1.0,0.8145990415494233,0.8522399929175191,0.7649044925156069,0.456573152408065,0.4303123204322237,0.5082936799426591,0.24947348259667576,0.8237990488442904,0.6409412079542453,0.8436876366032187,0.5717051932667948,0.7786025076469533,0.6113667859275053,0.8791401345497715,0.16745024459524938,0.6002264371169415,0.853598596665647,0.9143820650261879,0.2909731139027114,0.9117448481783076,0.7476779660805806,0.5054843967175471,0.8682332182961048,0.7648335164860172,0.9045413064336305,0.8497459125431078,0.8387458506986417,0.7428693437119029,0.6077227696129531,0.5657003384110426,0.14945676279290418,0.4005969428491792,0.612149115364159,0.651970017589647,0.2636500674595492,0.41374654197154254,0.871801177709667,0.8164534615921402,0.4895722282415594,0.8569217297353687,0.7720766329229769,0.8296404218663909,0.916586842317789,0.3843951699830283,-0.010157433903991528,0.8537972006653042,0.6609311836335474,0.3008336716108807,0.329056848854911,0.8897214588738305,0.782491274456084,0.2921684279158942,0.2645599011219365,0.7990445933029241,0.8420590791707934,0.7845865757447645,0.4938187172754093,0.6655883487434829,0.1573165493734099,0.6625152506055815,0.7536746981633423,0.6288828769556762,0.5284706945221364,0.9010612555876284,0.8657681734702309,0.9024035189645601,0.5938911863489416,0.24338340024060676
Thal_LGN_L,0.4974892445108178,0.6973596237929007,0.5048507449088795,0.7535774932841995,0.1507237653397696,0.7590750057137241,0.07846066070443775,0.6491999243182534,0.22652299018069544,0.5945246450808733,0.47995157352358914,0.6506324648004511,0.7630480473912791,0.24493770316529476,0.5985004538577026,0.4214905254234511,0.4402943407571108,0.5976249444412285,0.9333159618690139,0.7552741157851,0.8853938265422903,0.8145990415494233,1.0,0.7261216406015072,0.542185440928121,0.2611030134434164,0.499445831214786,0.21669255885998176,0.2589811878906997,0.7121722410009694,0.6510151020746969,0.7680497398110463,0.5625489871988114,0.6748088434165874,0.6622667262300539,0.9362385110059167,0.11621309851594488,0.557601007962503,0.9566394038870653,0.8658101986616282,0.28741351643070845,0.7428609549243169,0.7648371949322238,0.4018357780961402,0.8521847018163298,0.760880349529533,0.7644665847782522,0.8876557421198651,0.8897112600103803,0.6989496585590561,0.43894185423990734,0.4802796565611546,-0.07522779845909768,0.12870936452346943,0.47008406669890057,0.5690204746900657,0.29347847979658015,0.2776300141328157,0.74456149920422,0.7312754942032221,0.3103648703490542,0.8104676600993123,0.9055006968707274,0.6709162997069682,0.7898723424030739,0.4346235702538018,0.042777285729399345,0.8125893592743104,0.4553309312232133,0.3203160904096513,0.1956288538830885,0.8703429697556054,0.7178109652360684,0.1637226830360731,0.27920049368598177,0.8481544341396778,0.7340824781369119,0.6709816335459001,0.3716777598996306,0.5269376065443244,0.2358582219776409,0.5594467883285127,0.5881298810694869,0.5932877546478174,0.3700539829366376,0.8720258263377154,0.8899459771487058,0.7905758679776053,0.527520002829741,0.13525677388672736
ACC_sup_L,0.5803711092992514,0.736076921175127,0.6087462403962224,0.8553930444703747,0.1653609208514391,0.8520917923115031,0.24454973858723286,0.8528029958831482,0.22328027834085534,0.7792975550970533,0.6680947126739476,0.8023361045743376,0.7455534015410772,0.24084631281537736,0.8243835687617306,0.5849496427995637,0.6080824516812604,0.721182227906219,0.7459442546522052,0.7065779261421278,0.889278731002138,0.8522399929175191,0.7261216406015072,1.0,0.8100603663000413,0.4912732638252457,0.27418242120031505,0.4088791352342393,0.2214616867102003,0.8098492833912841,0.6361649609080741,0.7463392077079918,0.5390827194409522,0.8357409284471307,0.47636304995188095,0.7525083190463234,0.20957821111534558,0.7306596278066256,0.7528423713371178,0.8244284137661787,0.43536947245079993,0.8110908075566523,0.673828277206336,0.4936920568065326,0.8247117216694982,0.8293632920911379,0.813025455831747,0.8203618758960386,0.645669674359199,0.7681793214399626,0.7004791706683366,0.6402895931485009,0.11518240718021797,0.26129526926757707,0.5006555075440615,0.682329391890372,0.2967583720854684,0.4391870630821224,0.8811546285591966,0.6715361162840906,0.48025229428376964,0.8535194355687922,0.5949513312349651,0.7401090622552213,0.8850851771355692,0.13127908910660754,-0.2714138571815828,0.8717161904802979,0.558774667649817,0.4423888528516914,0.08274232558476213,0.7856991281370573,0.8371467464822112,0.06128184866085183,0.13699786114308599,0.6268067595129189,0.8294212604759789,0.8063229989730765,0.28913326113972043,0.8681958917846956,0.19582455046549152,0.5557357340747074,0.7773722831958225,0.531688821654291,0.6369685463339567,0.8285332146775128,0.7878719242850164,0.7330259119958219,0.7235373382274186,0.1270655643790205
Supp_Motor_Area_R,0.5720602410082728,0.6587517621193603,0.7280954423642826,0.8237433790793447,0.12624925451506466,0.7597705452718359,0.1053962613132498,0.8240096732721726,0.05482850143144451,0.7415504814769948,0.7018656115204372,0.7599781792774056,0.740310764585427,0.2018129350958581,0.8094720043346181,0.2894626104972531,0.7333677617659955,0.7495802687586234,0.5979948112351283,0.5586936139130003,0.7251788951982068,0.7649044925156069,0.542185440928121,0.8100603663000413,1.0,0.5599974913547677,0.2527684032853617,0.5397835567526797,0.19486818709503662,0.7373158489970807,0.5146690868123318,0.6617506916309409,0.5052925191213741,0.8500101174092795,0.4483484021793965,0.6074287256754115,-0.04455118756732433,0.6579241044928928,0.5681579411800483,0.6475003076453824,0.5839044423035182,0.7430147362543065,0.5549399456008395,0.40949443647163963,0.736054181080176,0.7786523332824897,0.7261025839775404,0.6344760902718766,0.5042411474140184,0.7207784831976779,0.600565468863325,0.4191774844504291,0.18877253234059738,0.31025076083643655,0.6730965930891385,0.5957967758374112,0.39448789107819077,0.5409071293760834,0.801472943664794,0.5913589691915169,0.5921044139979147,0.7759004612147519,0.4615331031442907,0.6354264539695211,0.8206851022644573,0.12170885865140357,-0.22492706845816077,0.7523458200663982,0.571698980896915,0.609163386915332,0.027914507320152996,0.6292995994271069,0.8652921983688648,-0.014755499680102016,0.1105277707406818,0.5181608411098443,0.7156093116409792,0.7340211213339712,0.15947141759886682,0.7933767802685551,0.29732953815977137,0.5193966062279726,0.9326671743868524,0.4656353675552102,0.566477335660963,0.639244071444783,0.6737162106758029,0.697651335213036,0.8275465036121014,0.02290116668794098
Cerebellum_8_L,0.12048549767393954,0.553794251459194,0.2676541748653302,0.4096041690398821,0.04747397013316357,0.4186238632483587,-0.059144419881386814,0.4745829892701936,0.04739289684495427,0.4514212992857449,0.45396346744845406,0.4073015348777234,0.46825544714630757,0.2855118347317789,0.4988061441537947,0.09360272531754951,0.33937660891301336,0.5234992717540132,0.30021154778358994,0.4957207797422623,0.37618772858341815,0.456573152408065,0.2611030134434164,0.4912732638252457,0.5599974913547677,1.0,-0.04623875317091603,0.7566300139154727,-0.06178574027276221,0.5365758298487782,0.3799314692872572,0.3660740119990566,0.19490361768041717,0.6136113865817897,0.08708366602796425,0.3147180877987799,-0.2202416585349648,0.5115414747510169,0.3107423113757247,0.4293531129013392,0.3043938734088218,0.4944879192892731,0.484831773981166,0.10680433386219397,0.3794859713554808,0.5009517717866001,0.5340021500282056,0.38002849134705696,0.25605727542532924,0.7048563894735569,0.3555853655723677,0.17710490021999378,0.5059343916443216,0.6600634154727806,0.242456666499383,0.4234689287131104,-0.04505712743518853,0.4277211641983103,0.4799760509566886,0.4810543093944871,0.44086363304544707,0.5116233225887301,0.2162083184838153,0.3935372532103107,0.5780792169606832,0.12460698873823921,-0.21069792572458843,0.42881784163468956,0.42775174861162074,0.2691070799205535,-0.10763024949711622,0.36794701014183234,0.5054383103047257,0.3894311271035406,0.3540441770120778,0.20918069635144063,0.5267366488551454,0.5459950281878855,0.36498576692581036,0.5555213804360745,0.016184330178553828,0.6598309080653005,0.5896404922859146,0.4543485956994687,0.33636578317345345,0.41338504567957746,0.4832866537232344,0.41625372288380796,0.5272206630469971,-0.08378651811274766
