,Rectus_L,Lingual_L,Thal_PuA_L,SN_pr_L,OFCpost_L,Thal_MDl_R,Vermis_4_5,Cerebellum_7b_R,Temporal_Inf_R,Heschl_R,Frontal_Inf_Tri_R,Rolandic_Oper_L,Cerebellum_6_R,Frontal_Inf_Orb_2_R,Frontal_Inf_Oper_L,Thal_LGN_L,Postcentral_L,Frontal_Inf_Tri_L,Temporal_Mid_L,Frontal_Sup_2_L,Postcentral_R,Temporal_Sup_R,Putamen_R,Cerebellum_7b_L,Raphe_D,Parietal_Sup_R,Thal_MGN_R,Hippocampus_L,Red_N_R,Pallidum_R,Putamen_L,Frontal_Mid_2_L,Occipital_Inf_R,Precuneus_L,Temporal_Pole_Sup_L,Precuneus_R,OFCant_R,Red_N_L,Cingulate_Post_L,Frontal_Inf_Oper_R,Thal_VPL_R,Cerebellum_3_L,Vermis_7,Thal_MDm_L,Thal_PuL_L
Frontal_Inf_Tri_R,0.3206782552746535,0.6285097173694512,0.5842683881267198,0.4415365360269934,0.013775121866861079,0.7749911650011746,0.8218046858413567,0.1745055360999062,0.22981532284781372,0.6640870526659238,1.0,0.8898429480157093,0.7191219093868029,0.8329450479253063,0.7247167376756692,0.760880349529533,-0.03727300879639778,0.8119349750607854,0.6422109552030693,0.6889617294373105,0.5929005640270594,0.9013358787081074,0.7949477418929846,0.31465113629213404,0.11370054523299218,0.09704804854424572,0.6342838765843142,0.7430864503609353,0.7362463528627347,0.8099804649175512,0.8310856744683977,0.48237166384981733,-0.031192341718701312,0.5124330161339491,0.7501855290728395,0.6741006339558968,-0.17271686814140666,0.679645767451813,0.7648335164860172,0.9167754964949056,0.7633169241319637,0.6935101717876716,0.19314583849276512,0.6928684137302534,-0.23309948295100383
Rolandic_Oper_L,0.3920564777130073,0.6420084985884476,0.5388148771339548,0.5031234419381387,0.008595579172332701,0.7936750453358621,0.8724586772922056,0.18730146970296785,0.15119632117218917,0.7271550449504269,0.8898429480157093,1.0,0.7450624431538994,0.7685155443234624,0.8003984565447536,0.7609874132898745,-0.04245553894010688,0.7974211356118447,0.7728314798628438,0.7097841021707879,0.5877523515809068,0.8721559207479469,0.8852832950042206,0.26279201229867705,0.09404482022396518,0.17704289969066936,0.5863047493336682,0.7116269155396546,0.7842534535531019,0.7907588506907505,0.8669575485363561,0.5111524063817369,-0.08430476241876832,0.6135258307034398,0.8714382362879942,0.7686319926958679,-0.15232419171490677,0.6938357436798037,0.839747494944632,0.8498134860480722,0.7612259908666593,0.7558692074789362,0.1754562450360672,0.6655572140359214,-0.25969676004559566
Cerebellum_6_R,0.31389924884880316,0.7185884878804585,0.5199498685309757,0.45560524832097415,0.23814372959298025,0.6449844189013115,0.7457446663637366,0.4371765296758023,0.5088565728432021,0.578208556469257,0.7191219093868029,0.7450624431538994,1.0,0.7202910275136648,0.7416304366540847,0.6137143612730227,0.2587209369106196,0.7232697100554584,0.5609696190932748,0.7077255868504313,0.2973725081176484,0.7864735683951352,0.7510709976456273,0.5100182996370558,0.34451768140216493,-0.03843951017780542,0.6099016033267693,0.5946997284119759,0.6980394518067291,0.7378021475409254,0.7219116046530407,0.5721696261640754,0.2408956376232313,0.6362812803468015,0.5658747022534022,0.7380577087812955,0.0078294719778167,0.6372049870119043,0.7813053933073836,0.6217606345869576,0.5951748031091112,0.7087936369378037,0.21544688469075662,0.5795260897197092,-0.00037398860061689884
Frontal_Inf_Orb_2_R,0.47289434395307556,0.49544090616686853,0.384159070902124,0.36455636626621385,0.2780961772850166,0.6083479467832661,0.7539290045762524,0.4431369702149338,0.38303464280922495,0.4266436031135211,0.8329450479253063,0.7685155443234624,0.7202910275136648,1.0,0.6438391244240458,0.6494846056821574,0.19195734536993808,0.831636797539813,0.49372425559597083,0.7085927665404869,0.2578168684481515,0.7332530881963846,0.7145081418873943,0.39024609324353904,0.13927900554438863,-0.07409081442703945,0.6829619589622966,0.6398462748737228,0.6218964554381463,0.773579116675558,0.7660618626422747,0.607187753959796,-0.010721275009887482,0.3748396527913839,0.6955275271827928,0.5597734904621554,0.1083336179243094,0.5361484161930584,0.696302307741146,0.6429707776586603,0.5555677240430761,0.6053533369479102,0.07464889326968846,0.47938835726483403,-0.355499607358583
Frontal_Inf_Oper_L,0.24180022245866348,0.8407179159491882,0.6281637365898809,0.4274862807805632,0.18953780423963817,0.8339766167609834,0.8459022726592275,0.4233468500488547,0.4836083091071251,0.5517046359331941,0.7247167376756692,0.8003984565447536,0.7416304366540847,0.6438391244240458,1.0,0.7428609549243169,0.29451866357948014,0.7419119831545784,0.7597688967386067,0.7313016944201743,0.3201901978628971,0.7694586565606033,0.791347179924758,0.4762504648860001,0.128027400098328,0.04621589978206379,0.6436507907863916,0.785897258559665,0.7452630069181639,0.622932219732895,0.6979776882005702,0.5948348012443813,0.3297665227075152,0.6504933081325839,0.6218479864738321,0.7826739028650275,0.14686378092424043,0.788464174546194,0.9117448481783076,0.7529020589090999,0.8121870405819023,0.8490856361687296,0.2884014445659718,0.790669649391986,0.02618088561776194
Thal_LGN_L,0.25858436011527514,0.7312754942032221,0.8251586273168258,0.2776300141328157,0.13525677388672736,0.9333159618690139,0.8191411049599582,0.24125621390055774,0.3716777598996306,0.5048507449088795,0.760880349529533,0.7609874132898745,0.6137143612730227,0.6494846056821574,0.7428609549243169,1.0,0.1956288538830885,0.6709816335459001,0.589910559271233,0.5976249444412285,0.3203160904096513,0.6748088434165874,0.6491999243182534,0.27260071499422833,-0.07522779845909768,0.036025909423245024,0.7979520225383295,0.8848166820642823,0.6973596237929007,0.5945246450808733,0.5985004538577026,0.4553309312232133,0.21697664298828853,0.4402943407571108,0.5332416534351102,0.5728421235737997,0.0721516108695637,0.7648371949322238,0.8145990415494233,0.7630480473912791,0.8976412127118504,0.7680497398110463,0.27920049368598177,0.8565043970391376,0.042777285729399345
Postcentral_L,-0.0025007530640682733,0.17889994968857925,0.2421944128729342,0.05976656553343805,0.7348874794452069,0.23136505420086922,0.2557056606788553,0.5318779210504404,0.7453963722846354,-0.2442534867744866,-0.03727300879639778,-0.04245553894010688,0.2587209369106196,0.19195734536993808,0.29451866357948014,0.1956288538830885,1.0,0.33408196706676996,-0.18417333808088698,0.48919006610162086,-0.6479833628091826,-0.12899636943914336,-0.054416665285941745,0.29337215792714266,0.2203796022826389,-0.4142762378370266,0.38720638086344444,0.4068701662576082,0.0014427748775643733,0.07375241708128834,-0.11191819567511416,0.6348101238678828,0.47160986888966555,-0.11324413911520576,-0.20691821762676946,0.050649828297750804,0.6406314960673065,0.08745246767955339,0.329056848854911,-0.186335194773377,0.1817591808431276,0.20894987560246558,-0.15015556402422164,0.25351242525235657,0.22908825919673995
Frontal_Inf_Tri_L,0.29850313998543676,0.5391904600044406,0.46155939910625376,0.4831443262916743,0.27094567195096053,0.6989253775523775,0.8029074482718964,0.4230811994857558,0.44716090590015684,0.4065510294752708,0.8119349750607854,0.7974211356118447,0.7232697100554584,0.831636797539813,0.7419119831545784,0.6709816335459001,0.33408196706676996,1.0,0.5865120979340794,0.9079773281664023,0.1966715097277815,0.6973936039474341,0.7021303174974711,0.44441043247354217,0.26454978295489046,-0.11910114935575034,0.6380638358384418,0.7279599623254689,0.6555850779590561,0.7331666427980816,0.6891211766682924,0.8474516155357156,0.05782176052640176,0.3144144135338992,0.6664179700922062,0.5521753603539858,0.1042753191784004,0.574034549147914,0.7845865757447645,0.6495243808227691,0.6516450263816408,0.6432700741599265,0.08774982376981207,0.5582716268809861,-0.2757639884379336
Temporal_Mid_L,0.2849325001413235,0.7079770760979012,0.455714990281919,0.35541681257705915,-0.22300386441188785,0.6624116657738184,0.6774904759603797,0.08809173752459458,0.010957216077954583,0.6367419414640471,0.6422109552030693,0.7728314798628438,0.5609696190932748,0.49372425559597083,0.7597688967386067,0.589910559271233,-0.18417333808088698,0.5865120979340794,1.0,0.49375417032310165,0.6156835957981116,0.7550785530187727,0.8013943049479634,0.2522165155253872,-0.08602771569821424,0.23902552133176858,0.3254693819157389,0.5267932969613044,0.6786443556267003,0.48865034542574026,0.6567128317266816,0.3164860821608495,0.00031669760538308384,0.7457088229307931,0.7181529697790252,0.7743992484104618,-0.1294335060861232,0.6153019459106983,0.7386958600676083,0.7559335082265506,0.6736481523948447,0.7710555417433848,0.38085657773858134,0.5859691248801493,-0.020851435972628646
Frontal_Sup_2_L,0.20738116738789433,0.5106605583053182,0.4279938214355272,0.44531398856479343,0.37906531669860694,0.6274972476907678,0.8007982611078941,0.5207366602323114,0.5550630209833667,0.3624851400508615,0.6889617294373105,0.7097841021707879,0.7077255868504313,0.7085927665404869,0.7313016944201743,0.5976249444412285,0.48919006610162086,0.9079773281664023,0.49375417032310165,1.0,0.09378730715030552,0.6303920972523805,0.6194697023858198,0.4915617947206732,0.3755969396170701,-0.18616247671547534,0.624995410497568,0.6973811879309417,0.5562085202252923,0.6837843055432878,0.6094332192893198,0.9387404564280847,0.13486151414583705,0.3411674486192654,0.5797566460729877,0.5490591529829382,0.11739409700966628,0.5056186911932162,0.8138708001080909,0.533678464713245,0.5887445673515835,0.5789418628708312,0.03317242438740034,0.5105447335324544,-0.25316771891156653
Postcentral_R,0.1223740518608314,0.34928676678389353,0.2660902308682129,0.2858940665046562,-0.4954230119785724,0.349711033506737,0.33794831088573296,-0.3501714771716913,-0.44385285358112825,0.7727482003452175,0.5929005640270594,0.5877523515809068,0.2973725081176484,0.2578168684481515,0.3201901978628971,0.3203160904096513,-0.6479833628091826,0.1966715097277815,0.6156835957981116,0.09378730715030552,1.0,0.6930993212353547,0.5610798903871961,-0.11799797719332328,-0.1681567737973107,0.46476775809305254,-0.002377644438543722,0.20447194213433506,0.4285584997034298,0.41426568717473,0.572869260309375,-0.16313563496633637,-0.3004880796407811,0.6368058754781022,0.5981037814400659,0.5736897809815987,-0.561340183118482,0.3514494049276899,0.3008336716108807,0.734031067670475,0.39696344597739047,0.38519328878858605,0.15943107214517388,0.3482569131146836,-0.11249645063523311
Temporal_Sup_R,0.25613960160789306,0.7300089345248911,0.5525521096843096,0.43985562011528856,-0.07367105884965248,0.7089581400580527,0.779770458831825,0.22065392838378983,0.23551528987002926,0.7517516912349806,0.9013358787081074,0.8721559207479469,0.7864735683951352,0.7332530881963846,0.7694586565606033,0.6748088434165874,-0.12899636943914336,0.6973936039474341,0.7550785530187727,0.6303920972523805,0.6930993212353547,1.0,0.834800434207943,0.38065972652686036,0.15741891077860962,0.12130037572612722,0.5414097055986428,0.6213781761507571,0.7467468383095757,0.7842998828280177,0.8331589948762474,0.40084279713091886,0.07347205665672424,0.7126415392195067,0.7311823303912156,0.7697981202123295,-0.24335773944844274,0.700929914283273,0.7786025076469533,0.9050218930906888,0.7072414403252956,0.7393765787169919,0.26807317894104143,0.6614551060927943,-0.13558096854794324
Putamen_R,0.49719240733857634,0.6449139236367778,0.4009038303731723,0.4301430460696526,-0.05708358942092803,0.6795899512281033,0.7834255588156969,0.2252678198594121,0.13176864225756707,0.7374502532153431,0.7949477418929846,0.8852832950042206,0.7510709976456273,0.7145081418873943,0.791347179924758,0.6491999243182534,-0.054416665285941745,0.7021303174974711,0.8013943049479634,0.6194697023858198,0.5610798903871961,0.834800434207943,1.0,0.2927087147301014,0.03682809468495831,0.18282603968097091,0.5106323393494628,0.6029901838365033,0.7600552427860975,0.8122742204306144,0.9172111255972327,0.4394853676267721,-0.09387818674317508,0.7085449531553917,0.8057293841947015,0.847904483789047,-0.13778563997387736,0.6821904736262276,0.7839243083447699,0.7915826676977971,0.6472323157546161,0.7393818610308809,0.24239965396115118,0.5593310013518958,-0.25039883577458255
Cerebellum_7b_L,-0.0507998699559213,0.47933989379421216,0.17838331413835432,0.16673890656273513,0.1637552799970147,0.2734917434589004,0.32569110181709143,0.6934157391554023,0.623853699933926,0.08894095945545825,0.31465113629213404,0.26279201229867705,0.5100182996370558,0.39024609324353904,0.4762504648860001,0.27260071499422833,0.29337215792714266,0.44441043247354217,0.2522165155253872,0.4915617947206732,-0.11799797719332328,0.38065972652686036,0.2927087147301014,1.0,0.3521634985914435,-0.269741771291753,0.3959658929676369,0.2677667913191962,0.30877856269774717,0.2789300211922762,0.2743630135922069,0.4964565207307591,0.4476449565587616,0.18033997083233755,0.1321945430984062,0.22367185699839318,0.08941035423948496,0.4228089514923216,0.41669226708731183,0.2241463484565435,0.23319519944289158,0.3981522482337338,0.353404098228204,0.22613280818364362,-0.05207028628450497
Raphe_D,-0.14399409298534438,0.08494901788248337,0.036283927800960035,0.43209207271933797,0.3532484313906008,-0.002553718012463432,0.1907523095296233,0.3342078014983687,0.42726651224612594,-0.11307890840032422,0.11370054523299218,0.09404482022396518,0.34451768140216493,0.13927900554438863,0.128027400098328,-0.07522779845909768,0.2203796022826389,0.26454978295489046,-0.08602771569821424,0.3755969396170701,-0.1681567737973107,0.15741891077860962,0.03682809468495831,0.3521634985914435,1.0,-0.2650801447246018,0.10708777280146083,0.04952605779444778,0.3040697256034701,0.22302392406296598,0.13431573538212532,0.3645391776314957,0.12149589546288068,0.012376368273083322,0.058629804769451815,0.06269291059102165,0.015799678487176352,0.1837406895386473,0.14945676279290418,-0.017638662437276742,-0.010868210850990653,-0.032274274497540965,-0.1114003607290519,-0.027730792072909304,-0.060651284255244735
Parietal_Sup_R,0.18636862367067206,0.02056784516599359,0.007989102847941775,0.059437313143081545,-0.2266857032070209,0.06744216377085077,-0.0007719010337837328,-0.43817881434802813,-0.5061721832189828,0.306267172168077,0.09704804854424572,0.17704289969066936,-0.03843951017780542,-0.07409081442703945,0.04621589978206379,0.036025909423245024,-0.4142762378370266,-0.11910114935575034,0.23902552133176858,-0.18616247671547534,0.46476775809305254,0.12130037572612722,0.18282603968097091,-0.269741771291753,-0.2650801447246018,1.0,-0.19651577398203365,-0.05159093167480309,0.06596922079901665,0.03425904890575045,0.19705056376196317,-0.3092083233339133,-0.31477372204690257,0.2678820662516092,0.3024834981352768,0.25439389502972876,-0.21586305423706284,0.01683965116385694,-0.010905037477830533,0.18381062963565023,0.08205885675483861,0.119505433307787,-0.0966508085111562,0.042233601147396695,-0.01563631288899926
Thal_MGN_R,0.3435654808871554,0.5603635759855113,0.6082153834016004,0.04552684105673054,0.3144432581283493,0.7169862154956398,0.7460871305883513,0.45158745722864707,0.6205949350025419,0.28486572709079394,0.6342838765843142,0.5863047493336682,0.6099016033267693,0.6829619589622966,0.6436507907863916,0.7979520225383295,0.38720638086344444,0.6380638358384418,0.3254693819157389,0.624995410497568,-0.002377644438543722,0.5414097055986428,0.5106323393494628,0.3959658929676369,0.10708777280146083,-0.19651577398203365,1.0,0.7256598388564305,0.49963167894175087,0.5665294220666525,0.5153083245203645,0.5514637751956156,0.3110792229965368,0.22259018353004895,0.3690513780811191,0.3615441636941724,0.19169216963200908,0.5780612617455153,0.722366857844929,0.5364146567327489,0.6619045833609009,0.5634376242725855,0.23247569803462698,0.6526419367652737,-0.11036237079444419
Hippocampus_L,0.21769200111146694,0.7423944428504198,0.8281752054320176,0.3910394678922361,0.2851898397165257,0.9335727589887614,0.8542500222752734,0.26068124164872913,0.4837485121728069,0.3906255441195515,0.7430864503609353,0.7116269155396546,0.5946997284119759,0.6398462748737228,0.785897258559665,0.8848166820642823,0.4068701662576082,0.7279599623254689,0.5267932969613044,0.6973811879309417,0.20447194213433506,0.6213781761507571,0.6029901838365033,0.2677667913191962,0.04952605779444778,-0.05159093167480309,0.7256598388564305,1.0,0.6856095624934541,0.5887250111024197,0.5488048656933874,0.5732234968564424,0.23971038023287028,0.41270812941619905,0.502583194606095,0.5881066029625132,0.18022479040440956,0.7013884113157784,0.8487535984548371,0.7346613042322009,0.9380245067585076,0.790620296468201,0.17329016474657694,0.9059330039781902,0.11731610563489558
Red_N_R,0.2505531151021933,0.6828229570402313,0.5861129701576856,0.6317415954004346,0.030801462455646383,0.7623410495840276,0.7477748714835705,0.22553714111145945,0.28291461944891055,0.5100368892844894,0.7362463528627347,0.7842534535531019,0.6980394518067291,0.6218964554381463,0.7452630069181639,0.6973596237929007,0.0014427748775643733,0.6555850779590561,0.6786443556267003,0.5562085202252923,0.4285584997034298,0.7467468383095757,0.7600552427860975,0.30877856269774717,0.3040697256034701,0.06596922079901665,0.49963167894175087,0.6856095624934541,1.0,0.6649755214718198,0.723690147772646,0.3733417116815875,0.08001020529593514,0.5807293888190995,0.6330053806349566,0.6909136984778809,-0.05459283375320358,0.8959376813294425,0.7495391516806665,0.7536438734818002,0.7361910251196364,0.7235692621453661,0.3079180409004714,0.671134023941362,-0.037893126450385305
Pallidum_R,0.37870899140784703,0.48705657358547205,0.39883428945325616,0.43652273139402187,0.14683535759581925,0.57886829940055,0.7248220896108343,0.2791222131896688,0.27687647063010706,0.5833442878265485,0.8099804649175512,0.7907588506907505,0.7378021475409254,0.773579116675558,0.622932219732895,0.5945246450808733,0.07375241708128834,0.7331666427980816,0.48865034542574026,0.6837843055432878,0.41426568717473,0.7842998828280177,0.8122742204306144,0.2789300211922762,0.22302392406296598,0.03425904890575045,0.5665294220666525,0.5887250111024197,0.6649755214718198,1.0,0.8560569511770275,0.5298677226354982,-0.0903853107380083,0.4824799824500104,0.6970518799298417,0.6663036436015047,-0.08975437172427066,0.56780315458654,0.6825037452941359,0.6963108595626197,0.5445947522430209,0.5527673213333177,0.020243372482528516,0.4709512883451383,-0.34066985377555664
Putamen_L,0.4789363471841823,0.5452802182590144,0.3303996187119466,0.4550254126993782,0.0034764435514013196,0.6026436768496507,0.7533096123687475,0.20446046406355872,0.1272691016943213,0.6826743830301392,0.8310856744683977,0.8669575485363561,0.7219116046530407,0.7660618626422747,0.6979776882005702,0.5985004538577026,-0.11191819567511416,0.6891211766682924,0.6567128317266816,0.6094332192893198,0.572869260309375,0.8331589948762474,0.9172111255972327,0.2743630135922069,0.13431573538212532,0.19705056376196317,0.5153083245203645,0.5488048656933874,0.723690147772646,0.8560569511770275,1.0,0.4115376178201953,-0.12804576245322072,0.6136510123280255,0.8214857735372187,0.7592788886632054,-0.22308462605944593,0.6416468344050863,0.6975822828591692,0.7721831000558022,0.5677450203490497,0.6164718741647957,0.13143620658987065,0.4786468073539553,-0.3867534462956559
