,ACC_sub_L,Thal_PuI_R,Frontal_Med_Orb_R,Olfactory_R,Frontal_Sup_Medial_L,Frontal_Mid_2_R,Thal_MGN_L,SN_pc_L,ACC_sup_L,LC_R,Cerebellum_6_R,Thal_VPL_L,Temporal_Mid_R,Fusiform_L,Thal_PuA_R,Paracentral_Lobule_L,Parietal_Inf_L,Hippocampus_R,Putamen_R,Amygdala_L,Thal_IL_L,Temporal_Pole_Mid_R,Parietal_Sup_R,Thal_PuM_R,Olfactory_L,Occipital_Mid_R,Hippocampus_L,Angular_L,Parietal_Inf_R,Cerebellum_9_L,Precuneus_R,SN_pr_L,Thal_VL_R,ACC_sup_R,Cerebellum_7b_R,Cerebellum_Crus1_R,Occipital_Inf_L,Cerebellum_10_R,Cerebellum_8_L,Occipital_Inf_R,Amygdala_R,Cerebellum_8_R,Precentral_L,Angular_R,Thal_VL_L,Temporal_Pole_Sup_L,VTA_R,Thal_MDl_R,Paracentral_Lobule_R,Frontal_Inf_Orb_2_L,Cerebellum_3_R,Cerebellum_10_L,ParaHippocampal_R,Thal_PuL_R,VTA_L,Thal_VPL_R,OFCmed_R,Fusiform_R,Temporal_Pole_Mid_L,Vermis_3,Temporal_Mid_L,Vermis_10,Cerebellum_7b_L,LC_L,Thal_PuL_L,Temporal_Inf_L,Raphe_D,Occipital_Sup_R,Parietal_Sup_L,Thal_PuA_L,Precentral_R,Caudate_R,Frontal_Sup_2_R,Pallidum_L,Vermis_4_5,Thal_LP_R,Insula_L,Supp_Motor_Area_L,SupraMarginal_L,ParaHippocampal_L,Temporal_Sup_L,Thal_MDl_L,OFCant_L,Temporal_Pole_Sup_R,OFClat_R,Thal_AV_L,Occipital_Mid_L,Cingulate_Mid_R,Precuneus_L,Cerebellum_4_5_R,Frontal_Inf_Tri_R,Rectus_L,Occipital_Sup_L,Thal_VA_R,Cingulate_Mid_L,Heschl_L,Cuneus_R,Vermis_8,Calcarine_L,ACC_pre_L,OFCpost_R,Frontal_Inf_Oper_R,Insula_R,Putamen_L,ACC_pre_R,Vermis_6,Calcarine_R,SN_pc_R,Red_N_R,Cingulate_Post_R
ACC_sub_L,1.0,0.8812753589407979,0.5604454309231043,0.4317218060362485,0.7358335532937404,0.5924338552642394,0.8825665339605312,0.6006414608654973,0.8203618758960386,0.7260353867550275,0.6806466640305981,0.8612228095473167,0.6608547423573521,0.8336020387390755,0.684964369986774,0.551534109457529,-0.019955910140297625,0.8869469743678144,0.7748628409105119,0.6120847362293443,0.8955361629185987,0.18567318490848878,0.10868952487229219,0.5155271159950556,0.516547194823289,0.3488602263184421,0.8454235825737721,0.24888519665711492,0.272853392746501,0.7848104635494997,0.6880848798677336,0.4309910214341687,0.9245507608618739,0.8391864920830676,0.20394514794986893,0.09425807182669213,0.33212567642878293,0.42318886117824084,0.38002849134705696,0.11770282051418496,0.7658187369322081,0.3333457778696703,0.22467890383488467,0.3354165085069224,0.8971871408716048,0.6775566505062971,0.5033080949703141,0.923189536403623,0.2588580535810077,0.6866245312978804,0.7483828800252184,0.5763214948836994,0.8624617812760411,0.6519583008782305,0.5956976331144933,0.9030142502203417,0.16911787223054842,0.752107318965585,0.6045104289557162,0.8039670304140846,0.7388816564130639,0.786325233567681,0.27589762783350213,0.7257239659535185,0.0037579061493419226,0.6530901724378918,0.014380384469915868,0.46717041631169237,-0.23525649265731552,0.7471942628676375,0.45204879102430223,0.8993487732298698,0.7707468066382388,0.6837695723959598,0.8647200210251867,0.3215240025088824,0.8374860267091722,0.6492413158016367,0.11174687609896283,0.9377603682295746,0.7393941636469115,0.854152066530397,0.19732002124134404,0.7248219666894876,-0.09715343820607368,0.7241990433237514,0.24377160502124248,0.8391698074240611,0.5450937699324485,0.8041776450201665,0.8102893239631778,0.39036037311727734,0.2900202953414515,0.8094791301858874,0.8260798263095527,0.5339534987545129,0.5710656902869112,0.29339499951227205,0.7009929233919086,0.9354944922111867,0.6723102033410883,0.8191943833411207,0.854481229538764,0.7289070943337113,0.8336899364194301,0.6004560606525793,0.7134591729266218,0.6935665228598703,0.7966789179014118,0.8445304711181089
Thal_PuI_R,0.8812753589407979,1.0,0.33924729401596376,0.29809381457196216,0.667140463216158,0.497480873302161,0.8447237034368121,0.5603111744373039,0.6973356754071897,0.6722636458481277,0.5828756766152242,0.9373783254023567,0.7161699571544545,0.791977950891854,0.8668591772884784,0.6377590605329579,0.05630549421142677,0.8681809634397225,0.6629163974291945,0.6882419564619905,0.9116993634253685,0.10842782082466877,0.11273566633118609,0.7359119831897489,0.407900194849651,0.5079083253800818,0.8970645626540551,0.42909342667330136,0.37164318446098926,0.7592753921059747,0.678765112478264,0.29866630860490606,0.9491783536382152,0.8466792791933111,0.12086723846824167,0.1186515025164174,0.48751082458398814,0.3164565448553644,0.24569508898431336,0.2743152427499049,0.8106054327705283,0.3119956933625673,0.2466645708821471,0.4600851819553794,0.9490300517438426,0.509874431471797,0.49375057080342616,0.9454842346217396,0.30516525176983655,0.5348902952638116,0.6799287414801656,0.4851233869828285,0.8471694871296614,0.8265708467905285,0.47934928604716354,0.9642705106135472,0.10544382763644396,0.7329389399306857,0.3979821488477324,0.8535140428857049,0.7050008173640102,0.7218509025225929,0.19669164304757683,0.7435911801332512,0.24088928407174437,0.628271590692364,-0.11251173548885071,0.6060885948820476,-0.23842499327658823,0.8579749178602367,0.46794118127145523,0.9386701861281306,0.7107380835808011,0.4917464521080955,0.8021518358307044,0.16509043499882164,0.8241601388436199,0.6312565846461546,0.11879691684229789,0.9182386873279853,0.6279119635063987,0.9376914174480605,0.15054743900286,0.6430626434379106,-0.08082859116249948,0.6908607544374307,0.44674628919296383,0.7823832484225824,0.5990159452978217,0.7377911601241158,0.7491590232774552,0.1976684412173189,0.43390769261404316,0.7357163774699267,0.8082002262407463,0.4427646887386458,0.6508249255728226,0.19595866278359814,0.7205828741360281,0.8859924595400344,0.48116668606432245,0.8505865190918064,0.831802791211789,0.5722642768368894,0.7387781959948936,0.6179915832411428,0.7112363910471055,0.5836166956105676,0.7115087021027419,0.7810023468274659
Frontal_Med_Orb_R,0.5604454309231043,0.33924729401596376,1.0,0.3521893967894457,0.48634411035289954,0.18340572919531586,0.4641196586724094,0.3235637577255176,0.5849496427995637,0.4067097287454954,0.3738980509273562,0.4262628232971076,0.25902071177411023,0.3056195819958048,0.10013961240052016,0.17129598740494437,0.267548489686312,0.5077924285822614,0.4643262115359708,0.2398724108024191,0.48368777812059066,0.5674990242164227,0.015183325349083147,0.036195902393990696,0.3764150073316322,-0.1636765754237829,0.48635414027942353,0.16279481348650476,-0.09540624479733217,0.2323248790708445,0.3820269637411451,0.2994030890166066,0.4524114167982713,0.356365380625463,0.24568460873763287,0.053698900244439275,-0.17388811095629025,0.3659834410154564,0.09360272531754951,-0.10945599460281005,0.4048614028308052,0.040189065239379686,0.2953636655550953,-0.10326817418291064,0.41977727825384964,0.5437760013152697,0.4480659377702188,0.4252940242190669,0.03860088363505186,0.4502323727047451,0.46253880669991077,0.25211867855919645,0.5362376342745597,0.05976492637192835,0.3939844781911935,0.39810197410911907,0.3661208766879274,0.46280460889022407,0.6831778658582008,0.4134561499178039,0.314724400139381,0.5452529306330817,0.14145625359466904,0.24260324731354735,-0.24304594471518115,0.1642436017098675,0.10138675209377256,0.050845640052045,0.11230964081110216,0.22381275129519856,-0.10236730306799406,0.3947317856895019,0.3448107892935111,0.5049903359781643,0.5513083341173395,0.3061326312491032,0.4371779305078615,0.21266506715426384,0.34384073095774365,0.4712659565818102,0.45040261514428914,0.32062404773442843,0.5197090731031487,0.5083736471496282,0.2013388819001575,0.4770913744370627,-0.03961449171419358,0.41802846102305546,0.18611577296765405,0.5562529276948546,0.3552355900060575,0.5922722319855213,-0.010701558563523707,0.5089500980456386,0.5312072066947809,0.36634615235321916,0.26824585783222143,0.0251101551058789,0.33351984504390353,0.5614326039277411,0.726905957730562,0.21061462448254023,0.3332879752110865,0.4850481174394195,0.5304892748124487,0.3434827791887633,0.4127840393028916,0.3927245149370718,0.41535136097743364,0.42193498100195054
Olfactory_R,0.4317218060362485,0.29809381457196216,0.3521893967894457,1.0,0.5317909241694304,0.5683462191479484,0.39598586594268426,0.4347337823761096,0.6369685463339567,0.3012447416666131,0.4666483618023593,0.2570686966754966,0.31114583090233777,0.38646881361575963,0.10313701352632922,0.1970729994780123,-0.144186740965718,0.4873621466556573,0.5721823436503114,0.46467482605082905,0.38175622263307657,0.13418024249750765,0.05648195516816363,-0.010565465955619118,0.6042175197673141,0.03354794685097815,0.3239230693523648,-0.15856778920236314,0.12835896530059196,0.4390742183545166,0.45027034642856034,0.00037581137203854264,0.33989770873133046,0.6099597783069883,0.2713091231723422,-0.01762834587856574,-0.011457973031162907,0.3592026941457902,0.33636578317345345,-0.10470446456448446,0.46762447321443595,0.25818378313302764,0.12369435715554647,0.03433573541868815,0.3002526145861838,0.6116075771874151,0.55848936574381,0.2921527473047447,0.3274996577322544,0.6084001222450179,0.508818561518617,0.5082728117199721,0.4757840698672349,0.066252374386509,0.10443870290587791,0.28432959524403784,0.08094754048650066,0.29826092778881735,0.4614945488182146,0.4450416507404003,0.45315589055222266,0.5933408456680821,0.21219564600398258,0.29639698941813714,-0.4651776229893041,0.4686528663732642,0.018472636906834754,0.11173962805090946,-0.233866057213024,0.11059379546183316,0.3621765488549019,0.2813848424706983,0.5859464144414664,0.5858415568884039,0.5354563479826057,0.38264026143693963,0.47047206432427585,0.5584764855679613,0.053974018840820495,0.3961722517926379,0.5948235562970238,0.16566780960781546,0.03625887158657745,0.6024231071353465,-0.26894649932839226,0.25059324055918086,-0.18415988592821086,0.5843585563108923,0.36395009930656136,0.4763719032423576,0.5161517277561295,0.4236152841713379,0.05266340826327815,0.4825565328944418,0.5005781006549083,0.5119008491372979,0.23567968581903978,0.3090118684506034,0.43681251339938415,0.49986184337776335,0.521499764801105,0.4478332894684541,0.5284610291358554,0.6093752562810215,0.47009204057081455,0.1630420904810971,0.47099230608177434,0.2952279432273223,0.27574643252786063,0.6026850276022855
Frontal_Sup_Medial_L,0.7358335532937404,0.667140463216158,0.48634411035289954,0.5317909241694304,1.0,0.6269075673692934,0.7029225597255627,0.5528113848662073,0.7706203024438504,0.705301351955736,0.6957430631603952,0.7487834030710977,0.6920558983322794,0.5365994796920274,0.38826593974857265,0.48321740195840357,0.27574698166062556,0.7898167699585726,0.6482773913889018,0.7121147164227085,0.8201729721168151,0.46033920501735587,-0.12134905731918155,0.14256735470092688,0.5059601288193288,-0.08243704775022248,0.8065353106531051,0.19441331027098294,-0.09019849639408876,0.6080894072423361,0.5953016589885826,0.4463493226969421,0.7823938990642958,0.7429976071729247,0.47567512996574957,0.34447384413864207,0.05140941540131038,0.4793882247961127,0.46551394333275026,0.18489846302762905,0.6787547896789689,0.45528542848560744,0.6228544628321401,-0.09167305685757988,0.7809387684307214,0.616947369933574,0.6653467362018686,0.7571857180656703,0.16209397384246746,0.5450244322814958,0.7717444995672996,0.5438924118027443,0.8107676696689164,0.31913388619210137,0.5462697290616051,0.7289925790488699,0.36042122566525453,0.7537281732472653,0.584773396626048,0.8301447490694881,0.5749068350441233,0.7969897454592957,0.433352889925063,0.4650302840519389,-0.1628684553304988,0.42267901488737275,0.28443303843512774,0.10519099348346168,0.07846525000680929,0.5607763596621846,0.21478653718460936,0.7264928580156426,0.771110211427076,0.6235656285508867,0.882395586406133,0.36557273135032625,0.865184597869015,0.7486956715442855,0.4706995874492821,0.7750114554335849,0.8202190713467328,0.6483778041143891,0.05003008465546554,0.8239952039354489,0.10205048621602629,0.597311311156962,0.0040868175772230345,0.7821390896136728,0.38876542003277803,0.8412167673976755,0.7363057224097767,0.23324956646250194,0.15626323501853528,0.8381415678229288,0.874650676256974,0.7391729068713241,0.35830684764862775,0.2547899190934087,0.6680635011643448,0.819538199073525,0.7024817575174462,0.6289401327567843,0.688618935526337,0.6168766542333488,0.8313491536239752,0.3954373939495691,0.7013260245876554,0.6034608937061171,0.6237045089576986,0.8243544452284928
Frontal_Mid_2_R,0.5924338552642394,0.497480873302161,0.18340572919531586,0.5683462191479484,0.6269075673692934,1.0,0.5042684820811348,0.49985840511034396,0.7235373382274186,0.38298541165618427,0.5875458977233025,0.42314987836304546,0.36221349778803774,0.6518539038592185,0.317081786265822,0.48003353823429,-0.4204891059819448,0.7084543985715277,0.7366615826487553,0.4063131899130918,0.5737656213558698,-0.19752990566991227,0.16137485181430575,0.092912036624152,0.43541465548460273,0.22156460971405526,0.4799283112806289,-0.36558054072019047,0.38385711058874444,0.686606524192705,0.6000519919562612,0.4186418548797443,0.5570290135162179,0.7371788830405283,0.06934556666355278,-0.22473004019214649,0.04403727774832368,0.39229861577518643,0.5272206630469971,-0.2767234815980247,0.4656474669390294,0.29333372707650923,-0.042902106853503784,0.33276571214024947,0.5143958055788608,0.7929883946897289,0.5003300686932276,0.5257157310617019,0.36890357953611763,0.8130154806727677,0.7253473505758441,0.6756700988237888,0.49199039292288244,0.32756034789546956,0.43059671841112496,0.5200293312414,0.07139154377786698,0.3744236499665862,0.4408116897785666,0.498287092891416,0.6259045772884058,0.7345827044982415,0.20961310589938106,0.4746087045459897,-0.43221205081873937,0.6906679640064145,0.11265602034056908,0.28416397234271357,-0.4549334398048859,0.3089860645529417,0.7759009364493819,0.5238738120564387,0.9337838405846506,0.7496905008360413,0.6655179668097266,0.42191032769858755,0.6461197827650296,0.8348013852492516,-0.20880882739612128,0.6143923819885911,0.7092105069134219,0.3978455585110391,-0.23398416354992388,0.649160906907846,-0.4491027051297739,0.30535571584579974,-0.2526500636702744,0.8231324858156989,0.46314326341601636,0.6388835476208146,0.8774040850209879,0.27689506750430953,0.07631536305844314,0.6509840072963327,0.6308947096752378,0.6267280126677057,0.34498513370154055,0.4260439051678723,0.5478538886476061,0.6667928757777015,0.5465671996910726,0.801054878453022,0.7996334479848256,0.7844074663985003,0.737110222745278,0.36028260605036083,0.5505510704879876,0.49682808393355365,0.5764149169454811,0.7395486516857376
Thal_MGN_L,0.8825665339605312,0.8447237034368121,0.4641196586724094,0.39598586594268426,0.7029225597255627,0.5042684820811348,1.0,0.48805859023955994,0.7132621499318678,0.6800611034332873,0.5938573076751852,0.8896337881991905,0.6035530539409721,0.7175979132029185,0.6062780004623197,0.48643755739259575,0.0625919706301699,0.8407313760452352,0.6218565264928408,0.5879158700384058,0.8820188199353909,0.23120074991453007,0.07975195328544073,0.49277263585573267,0.519902620707071,0.2528340412819796,0.8595184771245588,0.27435578057952664,0.2072157875693367,0.6555369451256061,0.5737851567518376,0.26888098782502684,0.9234991447125654,0.7917639409063959,0.17143702330655625,0.13222320598647672,0.22883846179921566,0.40423094843233714,0.2424537275333203,0.15741986725432086,0.6528590023726006,0.18221600737490892,0.28074371168492346,0.2637514532130913,0.9080370576145138,0.554813011357635,0.4892727869527584,0.91291544010323,0.24852155538018797,0.5255371662979055,0.6698182113697302,0.4881568977200529,0.8214448871096156,0.6114834800816938,0.4280567443364793,0.8983624616580953,0.2383820256212542,0.7225758417841388,0.47901094054712456,0.7620440859833039,0.5795301241246839,0.7358127744677443,0.25069353801102356,0.6049303606659411,0.051898867727655014,0.4948554635805896,-0.06242675633031016,0.37265956425369173,-0.162336580472692,0.8119970932177747,0.34927218825369893,0.8962044339249664,0.7002232827588312,0.5219753018853099,0.8212148159566978,0.25950405379976627,0.7953590033190757,0.5419573911056271,0.1317581330849784,0.8899738599111902,0.599432282046549,0.8921359148316388,0.1577197965192134,0.6876815698131394,-0.06433610442240269,0.8469259870561875,0.18071438717111293,0.7453542928367344,0.4314624580840991,0.749706590801674,0.7308378342159447,0.2920016787764281,0.1956619587235365,0.7330482580969402,0.7855261335881161,0.47946990737462086,0.4868030118248492,0.21110166465796076,0.6227330797755951,0.872029797144163,0.590374992929756,0.7364098240661623,0.7792018975351863,0.5707610096300024,0.8066626743356919,0.5337724279914192,0.6352089571720297,0.5532605476599418,0.6598421993000791,0.7713020527761708
SN_pc_L,0.6006414608654973,0.5603111744373039,0.3235637577255176,0.4347337823761096,0.5528113848662073,0.49985840511034396,0.48805859023955994,1.0,0.682329391890372,0.3744669376116463,0.518174320859015,0.4752653144126162,0.5380327605957388,0.6727599508861525,0.4195113317054007,0.3543911791505327,-0.07786415665283974,0.565045380160269,0.6889988189968121,0.5422607532446789,0.5069942243960728,0.0733831114448144,0.009993332994991801,0.33686077213117305,0.02985259135069111,0.20194092059089144,0.5016705596617081,0.11039695947737632,0.21168804632635085,0.6945165573091222,0.5871091220710808,0.3478967663201319,0.5535526034451647,0.6162291498618947,0.5017515708515784,0.1682805250741793,0.3059290527736975,0.5288562569865645,0.4234689287131104,0.23549119739453783,0.650404484458896,0.4405432423397722,0.1565829637156134,0.12088553916576367,0.5059658071186641,0.5101435313801519,0.5183591586970433,0.553441568682512,0.38746303781560143,0.6506448371224824,0.5276368693491206,0.6529461478035588,0.7000725919050713,0.2632175092273748,0.5025442216695084,0.5037872138820383,0.016318513866441176,0.5730880750477633,0.30391684712685174,0.5862409275659763,0.6257189566544522,0.6246623857646263,0.3584089002112047,0.7591643531422103,-0.25297021912779644,0.6567336833402613,-0.033830852723662166,0.35802853920519745,-0.26033450698729216,0.2892556874028957,0.3344419039905773,0.5312173805978286,0.5908096838746254,0.6043078686838257,0.6092400894038937,0.37433337252308285,0.5852174768676485,0.6025120131210145,0.16280248365021838,0.6353106539060551,0.6995912962183408,0.44869779170042795,0.14425114480405257,0.5279783901239875,-0.1421844124048168,0.22561588092420598,0.17620552267981515,0.6489110107598619,0.5160660134116601,0.619438322225749,0.6080749066433372,0.26753266723797675,0.22506764866518914,0.4798113150517436,0.5608581686016787,0.28742721602310484,0.5143570892883713,0.4696981833382383,0.5878708029452215,0.6414970517845138,0.4877741776664619,0.6097081189545455,0.649020092621231,0.6370089868180868,0.4958462722239367,0.41710839680836,0.6774554819138182,0.8576754209612927,0.6582193874590898,0.6717978032408471
ACC_sup_L,0.8203618758960386,0.6973356754071897,0.5849496427995637,0.6369685463339567,0.7706203024438504,0.7235373382274186,0.7132621499318678,0.682329391890372,1.0,0.5958591023780399,0.7841395260737882,0.645669674359199,0.5835439685537809,0.774543685203031,0.47636304995188095,0.5006555075440615,-0.07825974401536052,0.8247117216694982,0.8528029958831482,0.6106562671834622,0.7856991281370573,0.22328027834085534,0.12064452799395775,0.27418242120031505,0.4936920568065326,0.19223245884075332,0.6904362614942827,0.05222003302616758,0.1894758402633126,0.7681793214399626,0.7720821197299855,0.4391870630821224,0.7525083190463234,0.8717161904802979,0.29900130155740573,0.06128184866085183,0.24084631281537736,0.50091097684616,0.4912732638252457,0.020405458406299298,0.7401090622552213,0.4088791352342393,0.22573587193694775,0.19582455046549152,0.7014673633299323,0.8325065942436236,0.5996582238023864,0.7459442546522052,0.2967583720854684,0.8199697918109234,0.8245016788566001,0.7306596278066256,0.8244284137661787,0.3912385711232113,0.5448230363456846,0.6997501276182,0.2214616867102003,0.7065779261421278,0.7004791706683366,0.7330259119958219,0.741613639432239,0.8553930444703747,0.3296249011896693,0.6361649609080741,-0.2714138571815828,0.7381266646598088,0.11518240718021797,0.38440361380380383,-0.24663226496401092,0.4871612225847442,0.47021311441454916,0.6914514917355596,0.8371467464822112,0.8681958917846956,0.8623457846085107,0.534761775185545,0.8063090636222753,0.7773722831958225,0.1653609208514391,0.801656808962269,0.8897075682745568,0.5949513312349651,0.20957821111534558,0.8098492833912841,-0.20663956707791684,0.5359223137774871,0.06432247492868037,0.8979983813745626,0.6080824516812604,0.8520917923115031,0.8293632920911379,0.4790969339967267,0.20266010503987278,0.8294212604759789,0.8297535056110328,0.6680947126739476,0.5803711092992514,0.4108901537352529,0.7737596682617077,0.889278731002138,0.7635249810331354,0.7455534015410772,0.853971926077006,0.8243835687617306,0.8146816058996682,0.5390827194409522,0.8023361045743376,0.676194386010603,0.736076921175127,0.8850851771355692
LC_R,0.7260353867550275,0.6722636458481277,0.4067097287454954,0.3012447416666131,0.705301351955736,0.38298541165618427,0.6800611034332873,0.3744669376116463,0.5958591023780399,1.0,0.6942513983153232,0.739248080824946,0.7458301964146714,0.572127225361712,0.46832221444140937,0.4261071691768578,0.2632737803574451,0.6882203286687815,0.5484559708047493,0.6270945747584334,0.7921972025435539,0.4524031709266631,-0.17177313017432053,0.2507811265693004,0.43700261897949294,0.10635925519490202,0.7282982641113876,0.3021591171182441,-0.08944709681026453,0.6099145493679863,0.46808483657454897,0.34759958551313164,0.7691188572718862,0.6639295321053998,0.3801012004205231,0.5060588520186456,0.23141296558979577,0.33360059294373656,0.4997994194767904,0.3145150197870902,0.6431151557091923,0.4874340099346341,0.4793621253371286,0.027787166052591312,0.7815238943433314,0.3808019314925687,0.26579270045400083,0.7563088162141932,-0.057489892780791835,0.3537477888223644,0.5980523158007865,0.41438060742274596,0.7640411266072821,0.44092087277881387,0.5275928927724117,0.7370158965480803,0.25847101406382533,0.8272060874796084,0.4689662857063585,0.7199679810827775,0.4452882605923363,0.5805635192200237,0.551984040940807,0.4982762450153285,0.1576521478291854,0.31649243705161983,0.2819695028394295,0.18132695500351007,0.04440694947453275,0.6899219542669393,0.10686126669409204,0.7575616368696986,0.5624950908518321,0.4353339431723038,0.7338328177935448,0.2616481351413668,0.7849784463411444,0.5241455245726874,0.35609618575934554,0.7670641129287747,0.605262097122359,0.7142165881019339,0.08932188326579228,0.7563822490191658,0.18581926421594755,0.6255983849985224,0.14796162214460276,0.6872887375604226,0.35333607997569944,0.6819063146031263,0.6490018829075651,0.19606205561345424,0.19900967128370345,0.7416222442961028,0.7317658348423686,0.6762355779264673,0.34844262362421297,0.3851579077275551,0.6337627347971084,0.7222325842592585,0.5531909602813109,0.6034409962647492,0.5877446064787112,0.5076640185731196,0.6762883827647145,0.34786587855506623,0.5881098621524553,0.5302882779464385,0.6246366131692391,0.7039813634052456
