,Insula_L,Frontal_Inf_Tri_L,Raphe_D,Cerebellum_4_5_R,Thal_MDl_L,VTA_L,Temporal_Sup_L,SupraMarginal_L,Parietal_Sup_R,Temporal_Sup_R,Thal_VPL_L,Occipital_Inf_L,Postcentral_R,ParaHippocampal_R,Occipital_Mid_L,Rolandic_Oper_L,Precuneus_L,Frontal_Sup_Medial_R,Frontal_Sup_2_L,Red_N_L,Thal_VA_R,Angular_R,Cerebellum_Crus1_L,Cingulate_Mid_R,Occipital_Inf_R,Rectus_L,Olfactory_L,Thal_IL_L,Thal_MDm_R,Fusiform_L,Frontal_Inf_Oper_R,Pallidum_R,Frontal_Med_Orb_L,OFCmed_R,Thal_MGN_L,Cingulate_Post_R,Vermis_3,Thal_AV_L,Thal_LP_L,N_Acc_L,Cerebellum_Crus1_R,Thal_LP_R,Cerebellum_Crus2_L,Angular_L,Temporal_Pole_Mid_L,N_Acc_R,SupraMarginal_R,OFCpost_R,Supp_Motor_Area_R,Frontal_Inf_Tri_R,OFClat_L,Thal_VL_L,Cingulate_Post_L,Frontal_Inf_Oper_L,Putamen_L,ACC_sub_R,Cerebellum_3_L,SN_pr_R,Calcarine_L,Cerebellum_6_L,Lingual_R,Precuneus_R,Cerebellum_9_R,Frontal_Inf_Orb_2_L,Thal_PuL_L,Insula_R,Temporal_Mid_L,Occipital_Mid_R,Parietal_Inf_R,ParaHippocampal_L,Thal_PuM_L,Thal_VL_R,Red_N_R,Temporal_Mid_R,Postcentral_L,Thal_MDl_R,Thal_LGN_L,Heschl_R,Thal_VPL_R,Pallidum_L,Lingual_L,Heschl_L,Thal_PuL_R,Frontal_Inf_Orb_2_R,Thal_PuM_R,Rolandic_Oper_R,Caudate_R,Putamen_R,Temporal_Pole_Mid_R,Cuneus_L,Cerebellum_6_R,Thal_AV_R,Raphe_M,Calcarine_R,Frontal_Mid_2_L,Cerebellum_4_5_L,Cerebellum_8_L,Cerebellum_8_R,Amygdala_R,SN_pc_R,Rectus_R,Precentral_R,OFCmed_L,SN_pc_L,Frontal_Mid_2_R,VTA_R,Thal_VA_L,Thal_PuI_R,Vermis_6,Occipital_Sup_R,Vermis_4_5,Thal_PuA_R,Vermis_10,OFCpost_L,Caudate_L,ACC_sub_L,OFCant_R,Paracentral_Lobule_R,Paracentral_Lobule_L,ACC_pre_L,Cingulate_Mid_L,Fusiform_R,Parietal_Sup_L,ACC_pre_R,Cuneus_R
Thal_VA_R,0.5662127309974062,0.32428704374281203,0.28405016204532557,0.605444954249416,-0.5910102563784964,0.32085692402606436,0.3457303766262852,-0.1349333778054198,-0.5367864601614132,0.6688114407080868,0.6225438718075919,-0.03965142037669428,0.5191594146366261,0.5255110081459171,-0.3233551391844433,0.7310219744421306,-0.3522538311479167,0.6351595543695937,0.40712687604309494,-0.13496001963865265,1.0,-0.6167236853603608,-0.501617456298561,0.3815096867248819,0.04614342144950909,-0.04738737395082614,-0.11528086596216888,-0.04531901943316997,0.30611299137086284,0.46242639943113456,0.6242633987140794,0.8484233667220208,-0.22467562553193304,-0.20747971476571547,0.10393811458091598,-0.07477065176235753,0.6165893328107205,0.5434876222030746,0.45691061094152263,0.13365907531587715,-0.2816532523603082,0.6327785745345118,0.014629425166868597,-0.698841686966729,-0.07037528075190277,-0.11787868045948728,0.4825127650999634,-0.19870174346633454,0.11542805620723769,0.7727287436572519,0.11163026358764176,0.49596841958348303,-0.1636797850842099,0.5965458053101333,0.8216955211556659,-0.19218534119224656,0.6566036146298875,0.2842652313680405,0.270879292640948,-0.22451104872309166,0.01665082104749187,-0.37868266491257174,-0.28004594511796344,0.24754821912889316,0.5529485664975405,0.8094637799665181,0.30389629972548193,-0.13459158708373206,-0.330238241865998,0.5324164158792153,0.3084043690249934,0.8651601715567492,0.524200487312486,-0.0029021662721971063,0.3956235600983459,0.7854812117686493,-0.30098406452719834,0.8303752915177538,0.7576792898180111,0.6656191892585026,-0.4547951843811784,-0.005843039540605194,0.15049275990978964,0.657361745119801,0.8116159725198303,0.8260511257954243,0.6582750312452195,0.8829757727906219,-0.2988802282074728,-0.19889116949314678,-0.3362516628716336,0.70056676509308,0.6917524093968653,0.17662217809239655,0.2692144524735118,0.5709818584067268,0.1167695450372023,0.47172895504220613,-0.1572739832784214,0.7697391136484071,0.23281224404914483,0.5311817393662508,-0.02305086839919771,0.44272630223969117,0.5846819109112796,0.7416361792976401,0.7109715149204188,0.6804384657509581,-0.5450779195030059,-0.6223625144529061,-0.10310163456685126,0.7713783801952326,0.471884587330312,0.05341531384129854,0.7318957727566265,-0.09790761780690001,0.19928970300667578,0.42341144052345436,0.2171021666019848,-0.4901071405462458,0.16130145523102773,0.31432875128050897,-0.3941431563817268,0.3283725667921933,-0.6412938011018855
Angular_R,-0.20206381812034208,0.06400178630467052,-0.060455837794977145,-0.25951512950176525,0.642522448767227,0.041944941325331095,-0.23670652284379698,0.4173152839158674,0.7984140832630683,-0.26672188518973317,-0.256701166889483,0.12753270225001997,-0.17257510217941252,-0.1205732984399121,0.30564050293174283,-0.4806014922760267,0.761929844847249,-0.17609113526051712,0.025040311282310795,0.2352284407062505,-0.6167236853603608,1.0,0.399050302698467,-0.024539334689574824,0.11200993263095446,0.016302148534712763,0.14950589441227988,0.19003967274437955,0.1682262365157686,-0.29453015911337854,-0.20431522234070829,-0.5291000247763981,0.11350231563237538,0.04754484213559203,0.033449728214277094,0.4955608474966727,-0.3770220996473826,-0.303389811024947,-0.21634536059358164,-0.12734227427735467,0.3196846144018029,-0.3460302620325237,0.15013039239320758,0.8438459376902866,-0.043344630212925034,-0.04855188404983015,0.04086520826613847,-0.04342599722846679,0.1793806107656539,-0.3251365986463261,-0.00040644559256884595,-0.2304901999003644,0.42179125028098946,-0.3271883095713252,-0.4290068014352179,0.15636199600925693,-0.2356440910861184,0.14971845217454385,0.005470174452329911,0.39124472360046103,0.20713460583106816,0.77381325448661,0.12749285994998769,0.026153026587352347,-0.2580675385718532,-0.3681715244312848,-0.2849944095741452,0.18686505606760334,0.7429624169555306,-0.25907030937036146,-0.2019597113733327,-0.5215672045414647,-0.06453974469292857,0.545457473127643,-0.05335557859493708,-0.4979975891823866,0.23787585666941763,-0.6104237020943244,-0.3480491126056901,-0.23233176131505517,0.673348512959417,0.012794889056423656,0.02137904428920703,-0.4292578015320834,-0.5411695146192008,-0.6367945767122413,-0.40243652868254876,-0.5342651351341153,0.35326221693026,0.5735940350311418,0.3399186673246685,-0.29506244687079336,-0.5057640356579203,0.1580056844468048,0.13663335916302427,-0.07326893241385043,0.031192664165147748,-0.31230423826525106,0.15447274576859465,-0.42228794271253195,-0.2575105801161552,-0.1854155188520451,0.0015730659810929146,-0.17102431256310277,-0.2674659322191831,-0.34880704804350515,-0.3714982470157065,-0.3492342288113409,0.614930936630328,0.7545220430495287,0.44456461548762544,-0.4847362534004783,-0.319543079126945,-0.12753933187745148,-0.32774069315904664,-0.03538194338892585,-0.32849151484977634,-0.21311568790027147,0.033777564105606034,0.4214189022091583,0.1954587350787726,0.14992226469751513,0.7393615820341939,-0.16918524937079452,0.9254408995669867
Cerebellum_Crus1_L,-0.12218646640758064,-0.032509281890306926,-0.11874976588545161,-0.24204893838537211,0.4438515041350876,-0.0937422137124213,-0.15509491673694734,0.292537854622941,0.456570128995275,-0.3650780297568787,-0.22775677918437326,0.22362384986963488,-0.04820595765397301,-0.3229826464363827,0.29843237353432245,-0.3583702739296864,0.3754765478123718,-0.14152228945868983,0.04062220204805709,0.12450268787241604,-0.501617456298561,0.399050302698467,1.0,-0.03879080488002247,0.02130215631518925,0.2325992079605029,0.1569591849729898,0.20652384221901374,-0.00889297571991314,-0.09847629698197424,-0.15015070712241707,-0.4779679345863631,0.25851364258441983,0.09781525214372933,0.21783322637434072,0.2680190176328232,-0.20522803480828566,-0.21396762044868087,-0.1748065730139223,0.01856462480649124,0.3553450123429132,-0.18050531172390244,-0.03428739905392359,0.49550304688423735,0.010404177004506772,0.16283530913876998,-0.17696016967755498,0.25493297953395333,0.23865847869299464,-0.33498766983084194,0.02919518102036478,-0.09727444925215259,0.26728241097196626,-0.27866589679315673,-0.40304914210171255,0.08222968541950866,-0.1899679146422419,-0.1168894598616312,-0.13930260614267717,0.2977755979429491,0.338461221494997,0.42357226580135593,0.2535082244296691,-0.1927629583407527,-0.08999942298486421,-0.3443194191092906,-0.05872905549578089,-0.005715930351392618,0.3439384086579448,-0.19809705792372825,0.021465061331373155,-0.4072451297030871,-0.3199979294807268,0.1594263147500652,0.02237501537191145,-0.35393371702307536,0.29312147206557476,-0.44836264966321304,-0.35360655499225896,-0.3187168951890687,0.5544327196559705,0.1945313214301268,0.26610749759741353,-0.3370837316442147,-0.3735643823735707,-0.41826229521022373,-0.33685087126358687,-0.4904036229402243,0.23770613558671236,0.3337723117339053,0.32734096916870675,-0.35533291347392404,-0.4488025815924087,-0.019525891564228282,0.09233390259535289,-0.23117593691515492,-0.12343027424566341,-0.32395927635732835,0.2197296121863449,-0.4841121071197918,-0.18007518421867977,0.021072587077637775,0.27580256403612713,-0.20105447731066223,-0.05583784736089789,-0.5423416864493932,-0.29061682412739526,-0.38355159482826223,0.5465833525687741,0.4251435709398426,0.3119414139002099,-0.31664425711083943,-0.3155571115827381,0.02696172404829198,-0.2531082974406319,-0.15868654474816418,0.002933946565122763,-0.05427525768737521,0.05293085024026476,0.2335737861030212,0.05271510941699668,-0.04084293140559572,0.343784294171248,-0.059337523854718056,0.3728440508162872
Cingulate_Mid_R,0.7334822942312802,0.5262242150221582,0.5938855352767565,0.353439805666354,0.10495109024069922,0.34636751351005374,0.586967436941439,0.5662065385839724,0.1840725268918251,0.37780562694383113,0.7324206617655187,0.17087601865800678,0.8414250852390772,0.4776143164374274,0.055306955916945115,0.61272637484183,0.4402652307868063,0.7243430345259512,0.8273281799683823,0.38177320474198256,0.3815096867248819,-0.024539334689574824,-0.03879080488002247,1.0,0.0401624176947003,0.07567357686963463,-0.016904075089355302,0.4130969819742428,0.5904721902166669,0.4505637917827739,0.5882148902395652,0.4351814133867489,0.030488458297988467,0.12531606012631985,0.41859028278990384,0.6890151424465514,0.6778023811517758,0.3943281635106306,0.5600391341250596,-0.011933397792500716,0.04973094819658843,0.6524842370534786,-0.011304787907599237,-0.10998291489619669,-0.22637340625961835,0.10025040475741055,0.5615599634402549,0.07326821967833845,0.7408148707454798,0.4588430754602861,0.208891138881454,0.726176175580966,0.5303299002938281,0.5900737699029813,0.63649380220487,-0.018488638751859236,0.569167590949195,0.3520542678735885,0.17944099125437019,0.028027674973123102,0.3581108155616639,0.46475573744291715,-0.07480966001024822,0.3314247978803408,0.6335111935535334,0.493003802081947,0.36278966878072877,-0.046720546471009164,0.399458544714746,0.5632900877367789,0.6662850440750292,0.6003989535480733,0.5482485255778655,0.1849316517582351,0.9100452540675447,0.5113717439532068,0.22899116390051105,0.33188045952393924,0.5973257040311931,0.4885910340555857,0.0747182428327581,0.5512020909702792,0.5347462423901018,0.22850116968749978,0.6230107212161062,0.37867630006000663,0.44182444364505585,0.4218307835383876,0.0451998735706473,0.20835991535476717,0.061013092677710656,0.5902827010105542,0.21252323830543904,0.2818142482095221,0.6855728540924884,0.5041660830031078,0.08663672348966742,0.32285141814953355,0.08216007652821225,0.3048440567775051,0.1841993345673436,0.7635066261466823,0.18981360810077136,0.4226101205152343,0.7354360180777181,0.3304661253308088,0.5879172427544639,0.5900685378068065,-0.1368259155665904,-0.17717510097683864,0.22571143563064222,0.5406823070382003,0.0755107785147629,0.040470980067578904,0.7125876813108342,-0.10917603070470319,0.04170400887076787,0.8166228754793866,0.8046488492537972,0.017761287276712903,0.8901108780812137,0.3574630877670185,0.3231097637720716,0.3307255001876019,-0.09390482094677688
Occipital_Inf_R,-0.007653641734056278,0.1803369506073286,0.05777356808599058,0.03284055311591006,0.058405239463363595,0.12853571520399237,-0.036227305991587355,0.12379990750989589,-0.0410887722789722,0.027480237015037413,-0.026055858310865685,0.10692104753457006,0.0398219511157223,0.04049650854031277,-0.043274098519702986,-0.0472534947111961,0.059846698544366896,0.1279375361900583,0.06092819422717152,0.14303005496131418,0.04614342144950909,0.11200993263095446,0.02130215631518925,0.0401624176947003,1.0,-0.03342742512977188,0.04215485961395849,-0.013379691514283197,0.022796677417697402,-0.06290978411108787,0.11149471756764195,-0.03972048777341921,-0.06109775395844228,-0.14492283796190725,-0.04002237285159023,-0.02068469944433639,-0.06251587803975805,0.038544198202790585,-0.005773501793493946,-0.03488767938116531,-0.0737000331984934,-0.042536771434485914,0.08286927545184604,0.14301844246380332,-0.10791827598454726,0.020468096286652356,0.06925943265178099,-0.09052087321173424,-0.0191959607959679,0.0898356045664935,-0.1711091854150815,-0.08622087362367127,-0.01914299370726251,0.0019897144567715894,-0.011191050939595625,-0.10950480565327751,0.08574441495635352,0.08570937662779529,0.15393935812952655,0.16268361874331883,0.012232389520382261,0.01956342535216248,0.08034050056883124,0.07980346812254346,-0.03208432528693051,0.07862408620406329,0.08058243390995291,0.016507726003593307,0.05577387434997501,-0.03739389065087876,-0.14778885298738925,-0.04602910798447087,-0.06139464698922253,0.08837002402402756,0.038262385451841595,-0.09928959690114755,-0.05964085705624712,-0.0025801929506100237,-0.01301620371405221,-0.00947748560540556,0.224025584554727,-0.16495625442933964,-0.008443561029961124,-0.12373107988318796,-0.06443209351870584,-0.03713642521704252,-0.01208961162596979,-0.005162043782229901,-0.1234293710299589,0.22878489346845907,-0.12292664654773774,0.019490965382223044,0.025177210327358892,0.09826873151955567,0.10909572185250195,0.08714249999869818,0.15100249229285093,-0.12569420001764264,-0.1515862677827434,0.005780101617687791,-0.046069215151386116,0.015574864050176763,-0.07064573795287879,0.0480486626464162,-0.002745473142925557,0.008441261137306614,-0.024369155368843164,0.04112340353227492,0.02601297549226192,0.12411056281739215,0.15398798922329462,-0.041390738279451146,-0.027804402782850346,-0.0015316667321132417,0.07143600625134656,0.056392478079758224,-0.09659356539105465,0.049017522024006194,0.10704206568382409,-0.030317488191353593,0.008847730133825928,0.09474235219550423,-0.023219364347606325,-0.09000803222675464,0.12760467783516327
Rectus_L,-0.07360942225380135,-0.21901413365067915,-0.05887200511754503,-0.03605267071253186,-0.03434057424723428,0.06307121285243321,-0.0951007107093893,0.01611224188939106,0.1359721084298235,0.06695967074328193,0.03780676957077178,0.027211764152181694,0.12721719518296398,0.1154877130538222,-0.10404252744677131,-0.010491946582536793,0.13603980538305943,-0.02428841900532373,0.045627253397182786,-0.05062990537715835,-0.04738737395082614,0.016302148534712763,0.2325992079605029,0.07567357686963463,-0.03342742512977188,1.0,0.19238014593069624,0.11845171073773506,0.11221224661612696,-0.11287814515397836,0.04535199617557798,0.028694405432189703,-0.09382325669765716,0.03904418552629691,0.1384515752975091,0.12496944482368058,0.007404143617593081,0.2973906622780775,-0.08095588471643428,0.3189490164382111,0.004668760657515529,0.04364637129132874,-0.09106546256192825,-0.0117771071300082,-0.1584556825988247,0.0622592231352602,0.08566999522498123,0.2180870831236534,0.17147904080004284,0.029845460519447326,0.18342310572068452,0.00726610220393176,0.13105987912082862,-0.1327489583373741,-0.029351232693169704,-0.009688509103661326,0.10514373449861517,0.18574903110370106,0.12375881810517735,0.2951370815630295,0.10780500091336373,0.11966999997760695,0.021479943876119945,-0.1980500389353434,0.08990191271543829,0.053974032049096864,-0.054565216023291466,-0.12348628322061558,0.15901961336813095,-0.05724583953723535,0.1051985590476363,-0.006616739239088457,0.022113250310534682,0.1448073197634309,0.08049999670815697,0.05061540693246536,0.0011657943680658692,0.05635715877356531,0.035240116932936376,0.005617949160267949,0.21593053797178682,-0.024857029334534732,0.16545646629348557,-0.2704211955618478,0.02207509570462698,0.004434920277988311,-0.041952614281860236,0.027069974963401494,-0.12869917047830287,0.07755165818118961,-0.04402393357914664,-0.08563117474787912,-0.15796613590576913,0.02993015903060802,0.07424908005904744,0.0583852428599154,0.020669963612993874,0.06059963962213958,0.015023495173418085,0.22150969445763533,0.008398138266992143,0.12201444221165865,0.5826747045669535,-0.06978478037962187,0.0589727538646457,0.029166822619064364,0.26114554023142866,0.07635494431059285,0.060481942570978935,0.09470576422337619,0.1512528965609845,0.02441121781380736,-0.11580101204690577,-0.10458099294459108,0.02143257847562437,-0.11592731994975472,0.20862512624852064,0.052718232428941074,0.09475986768061752,-0.04096169944765627,0.0731775960311545,0.04330242927400023,0.12293086316654223,-0.01921452459655541,-0.021415935152560468
Olfactory_L,-0.010813212659345576,-0.04307347919379057,-0.11403065824757311,-0.19238446983709057,-0.017857211317927252,-0.27992079473319376,-0.01813023706100486,0.061062120501420736,0.2314779727088744,-0.1131516371962707,-0.1531327105331469,-0.07535899768220475,-0.12633038857231407,-0.14362076969500492,0.21019462667192698,-0.1396641184689967,0.12598527116613453,-0.14908224063555237,-0.13762258190003854,-0.06340534181957516,-0.11528086596216888,0.14950589441227988,0.1569591849729898,-0.016904075089355302,0.04215485961395849,0.19238014593069624,1.0,-0.02414037341335313,-0.07904130825184263,-0.1606283239303566,-0.07640155923040415,-0.09242244162274899,0.1611860553737983,0.08158985274467132,-0.06506212186143684,0.1044773768461212,-0.15876437308771846,-0.13240037375446995,-0.15716889080362034,0.05525388986066867,-0.054523345521494966,-0.1208620343508693,0.08379015657991827,0.1960227588052313,-0.1451119518277771,0.0700623758924562,-0.04769787078570685,0.17356025765993996,-0.019649949564824527,-0.1541947821042899,-0.030154093735225096,-0.16462555959281155,-0.012483753184740114,-0.15281139468154503,-0.05437445690323891,-0.11300710861233783,-0.18302227158138512,-0.049393628634513985,-0.13851462147756968,0.04775484136497645,-0.07238741485801678,0.1815002722199374,0.23880336858169024,-0.0667911707886623,-0.12036343737328319,-0.16644243981205056,-0.13912474944185957,-0.05402519182555303,0.19156054911986814,-0.31011154350051606,-0.12004580217535482,-0.16626261719794397,-0.10044059503121082,0.06529036952255922,-0.03910048025138089,-0.16626189843228717,-0.07076908204447713,-0.15321635970756867,-0.21696746629136457,0.0778315674005788,0.05377050169362742,0.0447488015690768,0.06460768503811572,-0.12738384828212418,-0.149158358876549,-0.1817371067330718,-0.12879743569527066,-0.15524423945477386,-0.022475327441091496,-0.01411083051421862,-0.15614318548340386,-0.12123239036514255,-0.1424645414054231,-0.16701967042772603,0.07474870197188523,-0.18075048505641744,0.0084825611354699,-0.1351972801710731,-0.08389570671692034,-0.09436645733392521,-0.27477655800128414,-0.06033000867068953,0.1998124324033484,-0.4759455954824556,0.041034809361125024,-0.13043122041238364,-0.06043972657351143,-0.1746845168281456,0.08955294879167079,0.30371962362540844,-0.1338621915458963,-0.18325037997603302,-0.11593347146739835,-0.468942702276677,0.000430477000199465,-0.036061156568871926,0.02615419499690334,-0.16226500212668388,-0.06331338281786277,0.13056941827495927,-0.06465435250842635,-0.20800665435181928,0.1898182429420896,-0.25833331391170766,0.18461191241340605
Thal_IL_L,0.41853233411044194,0.4027752881926916,0.4165518336425856,-0.040855106411373944,0.3294658473525258,0.09934652211074636,0.3479759583749364,0.471963411307915,0.40920367081380016,-0.13498435832296393,0.366055317507567,0.2035694635852732,0.36517670860558116,0.21514314537458842,0.3272996967431926,0.2605452746799585,0.4645673024773033,0.2598578173507393,0.4851582172950004,0.50561280863664,-0.04531901943316997,0.19003967274437955,0.20652384221901374,0.4130969819742428,-0.013379691514283197,0.11845171073773506,-0.02414037341335313,1.0,0.29387043588690914,0.25673008316896356,0.10938883382715218,0.016320904633242976,0.035483941787469636,0.17306292646509944,0.5110060813583355,0.4503401687001791,0.373793342916778,0.034581344274102664,0.20759198467308196,-0.14130315539091254,0.05334280288777684,0.21655687165964,0.05356432469871416,0.2213603762781665,-0.1958046690444417,-0.06946025423496674,0.03754951501692151,0.011117734295599735,0.5943157685758514,-0.001779914769227331,0.1704362733485974,0.49020898527896173,0.38575926414316514,0.21187620958663508,0.18140508618954443,-0.029625007850568607,0.20022229278068404,0.0005882754762496828,0.04747519497015092,0.007492416437505093,0.15142772835827195,0.49723510174721347,0.11317823031148792,0.35889846092420985,0.27263056990173967,-0.03436017018277892,0.2760193086005676,0.07862183210563312,0.3617607141471958,0.3514584141825476,0.5484909920632496,0.12824956805730905,0.18970275150198682,-0.02162841725761955,0.4728586739479893,0.13801446443950394,0.48422702248590493,-0.07836183795808274,0.20822835558081135,0.14731414366897239,0.30410769792329434,0.5238981518219864,0.36737210918411606,-0.0780635065781307,0.16095199264937313,-0.10033535989379305,0.1551323326769411,0.022487429891910115,0.1435353522704102,0.11698729744008633,0.1878021029554293,0.13345474803947902,-0.1364276514188607,-0.03295968503277586,0.35975380567352805,0.1434942551272571,-0.10626175052650244,0.013081116740738283,0.0904728379704027,-0.05564902692019365,0.13611769246673425,0.3094762483951369,0.08207279682864378,0.20050938707389318,0.34645096528515995,-0.1057702597580542,0.2031981163916377,0.2711152821041793,0.04271336809921095,0.22284804637345457,0.21225129764800146,0.11471909485073675,-0.27885314501538594,0.20711798072078635,0.2104316986053194,-0.09237558607425822,0.10219436535152424,0.3142883020766692,0.5603642117909869,0.11618687785839976,0.4842151949210972,-0.008364638088114874,0.42432194844979937,0.04466335991940031,0.14406328361183662
Thal_MDm_R,0.5711817486058278,0.3752855455526374,0.2820014007673472,0.4037368969473734,0.2509585810601126,0.42170924755513833,0.06333201948262933,0.20854815614811936,0.15641281866269907,0.3810311761432336,0.6429684099040098,0.045211158343792586,0.6296829806548797,0.5054246022741876,-0.04359764623865831,0.3490223864303738,0.3460236271033684,0.6467960292475349,0.7084454527365307,0.3778477717875615,0.30611299137086284,0.1682262365157686,-0.00889297571991314,0.5904721902166669,0.022796677417697402,0.11221224661612696,-0.07904130825184263,0.29387043588690914,1.0,0.16946160423468334,0.46479414547037473,0.4010637217796096,0.0019813855542969864,0.19348136215417305,0.35165719665224393,0.6053190756188802,0.4379861709163169,0.2491447044994181,0.5205336299566413,-0.06838832680542777,0.178080322980829,0.5613420681446886,0.08386622648661513,-0.019111788296231228,-0.18052772172034706,-0.1849221217194521,0.6003361803084549,-0.07975829461401518,0.6157661380143236,0.5264222909426675,0.3500157255952966,0.6224266514056915,0.30960978871908307,0.3342997003049713,0.46757909783717383,-0.09995525319405775,0.5205143898930243,0.6923532676189701,0.2572165659453006,0.3807430175707514,0.30861420386527866,0.38260458625640165,-0.13073842792306015,0.270014927677864,0.5446852192834175,0.4820975038726711,-0.051687141741501096,-0.13259877009868293,0.31235064294391257,0.45176464077107253,0.4856894336883726,0.5559270481245344,0.7865998650884493,0.3472108248276585,0.6052432025433122,0.5952056196780035,0.178853364955972,0.20306869240704797,0.5661199565392768,0.4489009588269501,0.2788077237201136,0.16537448799732804,0.3686224933026801,0.20646651069729782,0.4566277268400641,0.3011945349558149,0.46265870682552107,0.3905738022696892,0.07436008752879467,0.29688202785078854,0.21838372081469437,0.6415620303675856,0.14524131600512186,0.22184050548850479,0.5866591792529601,0.5346891394054883,0.31084967792852675,0.14670667359935397,0.04681339032538105,0.36807563735553245,0.04765374830844613,0.601483367743505,0.2262890954673906,0.39152940145967824,0.5682421685025839,0.5412317234743133,0.5368549538859131,0.42156272258163635,0.05894484831666947,-0.16391265814545478,0.3553980858698556,0.5013230852757755,-0.03883342324513193,0.075043809848267,0.5433198716630869,-0.11389282202520594,-0.00022671538232804571,0.5081905588361835,0.580788927075828,0.135252448450328,0.5729910281776246,0.6303680963100904,0.2658644825206424,0.24324052661538498,0.03064661997724007
Fusiform_L,0.48509329174227744,0.35254493750926,0.34586983407433797,0.6191277266332533,0.05239103389326727,0.3942753046114922,0.7137041604949138,0.4692480104682633,-0.13263568485698787,0.36572421054845455,0.6236637707682214,0.08293565358922987,0.5062475774699464,0.23417023139303536,0.10256598104021478,0.6384112040573752,0.10988895574576911,0.4600877444452407,0.42741141455377774,0.1988488006749846,0.46242639943113456,-0.29453015911337854,-0.09847629698197424,0.4505637917827739,-0.06290978411108787,-0.11287814515397836,-0.1606283239303566,0.25673008316896356,0.16946160423468334,1.0,0.4125733766026693,0.26292620065100275,-0.03838014488198947,0.14281429770842755,0.11873563513693787,0.09579440547104268,0.763113840055821,0.12669305433912864,0.5556448213345867,-0.19681682550179488,0.07396698111504779,0.481538406916361,-0.09543416140877028,-0.3299710722293197,0.23317465122836997,0.005777958446515511,0.3869024196658501,-0.23367288828886998,0.32785699569808596,0.2766444550567409,0.15622601733183503,0.6711820154883672,0.14782782265919978,0.5699996921400567,0.460235562549051,-0.052789563575936234,0.6399667993908251,-0.1594825339448184,0.3311020489286449,-0.41994412841415996,0.37763254832472704,0.07548031060904307,-0.15188871039184126,0.1947727572129477,0.5566150965855653,0.4052973282849759,0.6942480427102693,0.199826301076892,0.07273776843677933,0.699128819860459,0.4934888459962834,0.4941512791702967,0.3199005350076762,-0.03826021569256331,0.600862235234081,0.4007368704109023,0.0649122291556802,0.4061734296038091,0.4640386576223594,0.20641301518784333,-0.3019585374230901,0.39131989438961257,0.08944970262882303,0.38518528619783077,0.6238628641802842,0.4870874670721124,0.36634741445794017,0.3343957150553435,0.08336102036298049,0.17972490230152707,0.026919532423836618,0.4863143702099387,0.5935057984688611,0.4889586285369036,0.21037979206926932,0.5797483360529658,-0.25599639601028706,0.3317260369718395,0.2636690055924139,0.1489365715149148,0.39861597820517536,0.44446353803397093,0.0292820859981468,0.6581623961522028,0.3419829986101227,0.2223982042574984,0.2861328596809829,0.43366402888008576,-0.2658766427740761,-0.40571402463528206,0.2005433859812877,0.5630551157722757,0.5133607208936527,0.4040606072525401,0.3352704912556574,-0.15209365644546846,0.13497709793794566,0.5374084693376161,0.2983208898164933,-0.12351120173857452,0.33058670714483457,0.29080294390398825,0.06643836349954829,0.3618575789249315,-0.3000794203611206
