,Insula_L,Frontal_Inf_Tri_L,Raphe_D,Cerebellum_4_5_R,Thal_MDl_L,VTA_L,Temporal_Sup_L,SupraMarginal_L,Parietal_Sup_R,Temporal_Sup_R,Thal_VPL_L,Occipital_Inf_L,Postcentral_R,ParaHippocampal_R,Occipital_Mid_L,Rolandic_Oper_L,Precuneus_L,Frontal_Sup_Medial_R,Frontal_Sup_2_L,Red_N_L,Thal_VA_R,Angular_R,Cerebellum_Crus1_L,Cingulate_Mid_R,Occipital_Inf_R,Rectus_L,Olfactory_L,Thal_IL_L,Thal_MDm_R,Fusiform_L,Frontal_Inf_Oper_R,Pallidum_R,Frontal_Med_Orb_L,OFCmed_R,Thal_MGN_L,Cingulate_Post_R,Vermis_3,Thal_AV_L,Thal_LP_L,N_Acc_L,Cerebellum_Crus1_R,Thal_LP_R,Cerebellum_Crus2_L,Angular_L,Temporal_Pole_Mid_L,N_Acc_R,SupraMarginal_R,OFCpost_R,Supp_Motor_Area_R,Frontal_Inf_Tri_R,OFClat_L,Thal_VL_L,Cingulate_Post_L,Frontal_Inf_Oper_L,Putamen_L,ACC_sub_R,Cerebellum_3_L,SN_pr_R,Calcarine_L,Cerebellum_6_L,Lingual_R,Precuneus_R,Cerebellum_9_R,Frontal_Inf_Orb_2_L,Thal_PuL_L,Insula_R,Temporal_Mid_L,Occipital_Mid_R,Parietal_Inf_R,ParaHippocampal_L,Thal_PuM_L,Thal_VL_R,Red_N_R,Temporal_Mid_R,Postcentral_L,Thal_MDl_R,Thal_LGN_L,Heschl_R,Thal_VPL_R,Pallidum_L,Lingual_L,Heschl_L,Thal_PuL_R,Frontal_Inf_Orb_2_R,Thal_PuM_R,Rolandic_Oper_R,Caudate_R,Putamen_R,Temporal_Pole_Mid_R,Cuneus_L,Cerebellum_6_R,Thal_AV_R,Raphe_M,Calcarine_R,Frontal_Mid_2_L,Cerebellum_4_5_L,Cerebellum_8_L,Cerebellum_8_R,Amygdala_R,SN_pc_R,Rectus_R,Precentral_R,OFCmed_L,SN_pc_L,Frontal_Mid_2_R,VTA_R,Thal_VA_L,Thal_PuI_R,Vermis_6,Occipital_Sup_R,Vermis_4_5,Thal_PuA_R,Vermis_10,OFCpost_L,Caudate_L,ACC_sub_L,OFCant_R,Paracentral_Lobule_R,Paracentral_Lobule_L,ACC_pre_L,Cingulate_Mid_L,Fusiform_R,Parietal_Sup_L,ACC_pre_R,Cuneus_R
Insula_L,1.0,0.7115194714390187,0.547655936229377,0.3585915124294529,-0.04098157074915765,0.2791970182465313,0.5412577190983723,0.38627286307156555,0.044592239089500406,0.26836523329106193,0.706466794343916,0.08124380645082485,0.6602079579215433,0.48023017376033017,-0.020714872551917424,0.7467276414688275,0.18459389934777215,0.7393680151205007,0.7385966382514569,0.3605514376454044,0.5662127309974062,-0.20206381812034208,-0.12218646640758064,0.7334822942312802,-0.007653641734056278,-0.07360942225380135,-0.010813212659345576,0.41853233411044194,0.5711817486058278,0.48509329174227744,0.5186439298120192,0.5246129817833693,-0.09158625046897068,0.07997679068897698,0.4548963705438785,0.4492567135684034,0.7051808857637957,0.2719924380276514,0.5635195464802768,-0.07215327322698521,-0.15952746868097678,0.6509887711470161,-0.004730695230979199,-0.22942342077722674,-0.30722748399864935,-0.13532279797999994,0.37983982359540597,-0.042663141538544426,0.5885511706646047,0.4945397925426226,0.2019535780486626,0.6908788497551095,0.23302232408803855,0.6795337239235463,0.7788306338428684,-0.15248273956584862,0.5542711736393953,0.26283664361977344,0.1571965358355214,-0.07835680837263974,0.1306628067234169,0.2442258213241823,-0.06901163800483695,0.5562477737431405,0.6422992586854416,0.5157705759377759,0.35737509432672326,-0.08993115257806136,0.14143865973972988,0.5070510735562245,0.6282115205097343,0.688178388188926,0.5975047032911214,0.031173542021285933,0.7182617981995583,0.6188456149399683,0.1843730593685725,0.3749221028657418,0.5907156117128203,0.6644068209897218,-0.03239332024358389,0.5316481786074071,0.4331528193000948,0.38760974732081954,0.6419815598206118,0.42746215819619243,0.6533216796505439,0.5185722130087056,-0.051583994936612976,-0.09467093035784124,-0.032536645514606825,0.6930240055646716,0.3171170783246549,-0.003917805449075419,0.6448971532494612,0.4570755174309891,0.07319381248661513,0.32587320710167655,-0.06605062218089663,0.3582662935627356,0.17971532884584315,0.6500045511336588,0.043033700779373095,0.343516104369778,0.7183742073198729,0.39681229110111216,0.6106773797405257,0.5509001011112358,-0.21087201686924362,-0.22013051873466366,0.07586316501998992,0.564514951878305,0.1231298249123803,0.12353614242806699,0.8023727146568985,-0.08672354639697631,0.07536956743226442,0.5508183557374196,0.6039952699874712,-0.10191434029825754,0.6473333836882051,0.19288125502626793,0.15290239346470244,0.14618951208099143,-0.24949741433127715
Frontal_Inf_Tri_L,0.7115194714390187,1.0,0.5593920126882439,0.2575574509810092,0.0832111545870912,0.32547068947206603,0.44672385573640394,0.4744041134334099,0.09861521047642637,0.13898599379446802,0.50834833222058,0.1520100697709172,0.42070437723935666,0.37718054852383104,0.03644963497836232,0.5182099716537657,0.2600293601390667,0.5936322563222538,0.6374610220568121,0.47866176487946044,0.32428704374281203,0.06400178630467052,-0.032509281890306926,0.5262242150221582,0.1803369506073286,-0.21901413365067915,-0.04307347919379057,0.4027752881926916,0.3752855455526374,0.35254493750926,0.4271517809302747,0.27387044154140117,-0.07487987240659838,-0.05681328658802482,0.38419753903869697,0.4205582878215124,0.406858382570803,0.10523590713194889,0.4582851219481373,-0.25969152007763535,-0.12917320553970263,0.36036484578022293,0.07973876201313872,0.07146931252666786,-0.2629734319258802,-0.11158820584703992,0.25429300376570024,-0.16817519456842134,0.40023259531810146,0.36598059031756713,0.02959591288538838,0.4208968691439532,0.13843344872480465,0.5320713897258218,0.5047453417794094,-0.10500309591898305,0.467929912116334,0.17314453694636597,0.23710073336643447,0.01627383995388714,0.06105443143537926,0.28351868406706254,0.040068909441637296,0.5934398582054127,0.42470035482872215,0.3887642040131454,0.3697923997125662,-0.09540318387604373,0.1739910515466122,0.2811350383800194,0.40603957821707265,0.3935969426247595,0.32098960864227327,0.18124715876601258,0.5274118717268302,0.27038831350722825,0.20621771645505285,0.18126262739939922,0.3329763107035585,0.41657944679520464,0.21047732220286136,0.47395676526271635,0.3853374789849815,0.20074936367086638,0.3539845947782034,0.1810977399561665,0.5411232750644684,0.32769407736749434,-0.06368822313533296,0.06285075154769526,-0.11078939038696738,0.48399951464455293,0.1989795944743998,-0.024706835368977564,0.5777020251461114,0.457008166699187,0.16594292281954043,0.004278172464035877,-0.08856455872085822,0.11732371756390592,0.11341600145536518,0.4194546535093683,-0.07608322209800693,0.18887463086542164,0.546909008061476,0.17459951794131623,0.24018855354153615,0.36015756321871534,-0.07624344006628704,0.074297651564599,0.22214174119029487,0.2571659922487862,0.13982405639293874,-0.06459885798066661,0.6128414931524556,0.014085386496164596,-0.03170770532431068,0.3346748997506795,0.474126641387609,-0.2863800271601307,0.5148225941187765,0.19480554596140398,0.21582188380841977,-0.035643742418760976,0.05714897598495419
Raphe_D,0.547655936229377,0.5593920126882439,1.0,0.3360489803608436,0.09871448018432456,0.269062060006239,0.39605873516765777,0.37194310906045663,-0.00356611016899106,0.26907514358999957,0.5009915759226113,0.19950314704537264,0.48829992419365525,0.4150638529362546,0.09869541198429263,0.45872004972454233,0.17998488994163545,0.47434194337092145,0.5095750241968281,0.4277208172841652,0.28405016204532557,-0.060455837794977145,-0.11874976588545161,0.5938855352767565,0.05777356808599058,-0.05887200511754503,-0.11403065824757311,0.4165518336425856,0.2820014007673472,0.34586983407433797,0.45678722295152413,0.2944866953489114,-0.09502338552903374,-0.07154061577845189,0.38111430002637525,0.35580194595069375,0.4866146099162976,0.11310713423088231,0.3763768782721128,-0.1971855511261946,0.015167367654477393,0.36513956446174745,-0.023513378688614823,-0.06655479998363703,-0.17382076890838252,-0.07226060641647668,0.3544830558027195,-0.10758295394722629,0.4285796791756331,0.37079245128031174,0.10944373278824417,0.44413539680907416,0.08204774896636265,0.35453618806198556,0.39825645830795336,-0.017224542226220482,0.48396342792206964,0.09914318376126122,0.3058680300918856,-0.08273856120588759,0.12284564607511246,0.2115328723468874,-0.06041989757182375,0.33996576309484033,0.40389006080458567,0.3900915651301144,0.28661207812679385,0.07593504758469094,0.20408737441700642,0.3550683665695147,0.45099437698558237,0.42136951578048176,0.36984910664279014,0.11572956509935288,0.5595144217763376,0.315828078999171,0.2596678090863557,0.3098784935306921,0.46179391127008,0.24940315043527006,0.03881709344486437,0.3769780073803094,0.3386534047271175,0.21402917427660986,0.45217694111795065,0.30327879835123095,0.520848463618965,0.3507862555077372,0.07313117649706478,0.007861186143779795,-0.05468129774848973,0.38908959604351334,0.23004659343040745,0.12209488583316147,0.44281683187327686,0.43093578987574654,0.023757536526750625,0.20053941703324873,-0.04345234163930115,0.14796005454736064,0.20513061210629183,0.4495806039598549,-0.04958293119295531,0.3047986061729079,0.4832712201727587,0.1831334967610202,0.27813864566112295,0.5464616554766117,-0.14298281092666107,-0.04912877678688508,0.2168620769870968,0.3568319246634047,0.1646372400837801,0.06618304308745099,0.48909368326862374,0.02150719782200064,0.0851063764945628,0.47882168077771337,0.4961409446636192,-0.20110893253591908,0.48196373059290015,0.2077443751833212,0.15156208227120718,-0.017480268345388558,-0.035100491833545126
Cerebellum_4_5_R,0.3585915124294529,0.2575574509810092,0.3360489803608436,1.0,-0.05810887666416025,0.6109248294291934,0.28232648092976653,0.11395636215477653,-0.41586290972830214,0.8314199741453274,0.6621026382044611,0.0858872637191478,0.5310409856300463,0.47805718640525946,-0.27230353438747706,0.4404630175153925,-0.04316450880831244,0.5843367670325247,0.36347039560196626,0.12147372477839904,0.605444954249416,-0.25951512950176525,-0.24204893838537211,0.353439805666354,0.03284055311591006,-0.03605267071253186,-0.19238446983709057,-0.040855106411373944,0.4037368969473734,0.6191277266332533,0.7167737371785385,0.48265961807998564,-0.1609055276547644,-0.04841871433947138,-0.059966951124206906,0.0665554025739435,0.6080136730993736,0.15357564288957437,0.5883913698568755,-0.2610455734136278,0.17958606954419293,0.5586432721617034,0.10113394656997883,-0.39962281548566825,0.1720756386959744,-0.09984022175344881,0.8099259160135713,-0.3573226844207177,0.11487295766985144,0.729952036492271,0.16145643767542026,0.5129860896882793,-0.19957707586985665,0.32800798365699857,0.43519282836387263,-0.1527935862988874,0.8415779940330643,0.3266237427365117,0.6708737773343029,-0.09840631129593568,0.4938883683972578,-0.12895617619050304,-0.285745689000871,0.05286883052898776,0.538378339076192,0.8170004117781854,0.3415258832886263,0.025124652579683177,-0.0004153580154926669,0.5581388093777198,0.22446274890382603,0.683397077746285,0.558334706293358,0.30864354020165075,0.4358795431008093,0.5572570166023132,-0.28541995542302095,0.6787674063575108,0.6819228292072511,0.1895011644908804,-0.19341838746089146,-0.09212271883196177,0.06195855679290611,0.5716199478497984,0.719573421075722,0.8076274689176753,0.6294734877852184,0.5897341981566667,0.021090817577571867,0.27596226162190146,-0.16449586318021858,0.681964899352147,0.823990057351193,0.6968324012138765,0.18547350965207118,0.8693942903514661,0.16214439988861834,0.2462552450682522,0.08134862033389888,0.40475929443364944,0.25211439407725683,0.5270431476825238,0.0716271990679033,0.6681633399045633,0.36859688347868946,0.6378441716166582,0.3176092766637078,0.5425739950731491,-0.24949765937734228,-0.5429118753508322,0.4104368738240185,0.7150610136880234,0.687688221469928,0.18175820104681456,0.42503783421780994,-0.05828676638839159,0.013670433073740273,0.45708336697328666,0.16212682228168118,-0.32066140434534735,0.18141272513816492,0.7655070707783513,-0.14772312224055575,0.21968969409013214,-0.32034014550057766
Thal_MDl_L,-0.04098157074915765,0.0832111545870912,0.09871448018432456,-0.05810887666416025,1.0,0.1374655002892283,-0.0016036949893132263,0.49300694160118974,0.5723109735131379,-0.324516534730062,-0.06152740001754936,0.18872722016732266,0.05801242779982063,-0.21804003715970105,0.3593446793500758,-0.35459173798546995,0.6805872424021482,-0.01606912694315186,0.13176260993697284,0.4249896207345736,-0.5910102563784964,0.642522448767227,0.4438515041350876,0.10495109024069922,0.058405239463363595,-0.03434057424723428,-0.017857211317927252,0.3294658473525258,0.2509585810601126,0.05239103389326727,-0.18790806652064415,-0.61119502529362,0.1975322540203471,0.22694463303999365,0.12227126150549401,0.46641061256396943,0.0019550016703790717,-0.4653419908689069,0.12883950544196876,-0.3686792646079307,0.368327981201449,-0.1050561557622753,-0.056228081603041685,0.6702110499477917,0.07717382269021782,-0.01723098582204013,0.07206098831861922,-0.0295026645862551,0.33584537000570863,-0.36294922650473077,0.11005832576864936,0.15606717708115111,0.39541874677338945,-0.24910634438080628,-0.42442768719918406,0.13122976947404932,-0.06246538917431902,-0.03302215460627244,0.12065130701659212,0.26125740556257226,0.38908007491290003,0.6735782397879776,0.11964694222191964,-0.00021625742463387524,-0.1145835247635775,-0.36346405370497836,0.059534411852980196,0.19813144916643186,0.594074280900247,0.02462536318757446,0.1352765973134869,-0.39944733640585145,0.016365155639665844,0.20393392163234186,0.14509989506501225,-0.380505797618502,0.4435543757438083,-0.5712203805627547,-0.27341300724092715,-0.3929905945636746,0.5632972845169437,0.18079088906790702,0.015644296870475628,-0.3329374084804042,-0.3272250219157848,-0.4036103892726431,-0.22483224270423172,-0.6166352046877828,0.4623059177436889,0.5627868784096881,0.5264474958027295,-0.10933461791610861,-0.28347354538332187,0.24630175184374967,0.09769879739135423,-0.04355191906106062,0.017913277590651578,-0.27621248842523927,0.3578232586522752,-0.5797632858931872,-0.049997345360214135,0.011291816862286835,0.08343842495516984,0.13001209386727042,-0.17322321357520393,-0.3900727348737089,-0.4153615449284503,-0.29816976870383327,0.49168673533160784,0.42835510227284573,0.49902347014973053,-0.27877123667365106,-0.23731869123318663,0.25976275807547256,-0.34046122042091764,-0.04258267791567143,-0.09790594862663529,0.10113511692721751,0.19975618618977917,0.5647275300231355,0.29225875099636156,0.1764044011314506,0.6074033279343627,-0.031217283692570284,0.5876637730126557
VTA_L,0.2791970182465313,0.32547068947206603,0.269062060006239,0.6109248294291934,0.1374655002892283,1.0,0.1776248590254788,0.22784376893116332,-0.053661561752950414,0.4798828309229617,0.5377986572225435,0.10017202289973148,0.47280461236065036,0.4392521704593561,-0.029298001981779457,0.31897499503057,0.25077810185184846,0.43631816135999246,0.3697221771428025,0.33425234607237625,0.32085692402606436,0.041944941325331095,-0.0937422137124213,0.34636751351005374,0.12853571520399237,0.06307121285243321,-0.27992079473319376,0.09934652211074636,0.42170924755513833,0.3942753046114922,0.42904199623396216,0.29191622795908,-0.2296115651112729,-0.005737732189370628,0.05806357332533793,0.2985745890184634,0.3866938088165107,0.25111111400407365,0.43129838773564155,-0.11820692226165713,0.011428168907557539,0.3621818033815346,-0.018825459988050144,-0.11724346430310342,-0.04089326008502488,-0.08614250554909088,0.5656707703307403,-0.2717207918812617,0.21846678163013591,0.44092651724949083,0.3108072225867338,0.36260184313079163,0.17326938090564734,0.2506040092081044,0.2925603791119185,-0.027929656434669884,0.6344267069831171,0.4683385536625794,0.49535071019485255,0.0899727445020351,0.26908227393795275,0.1394511676662477,-0.21204522050668614,0.1772122587621443,0.41296486853392655,0.5171668859259295,0.27680834311070174,-0.15066386314995706,0.21740450842410605,0.4429519171485194,0.2829831548783976,0.3905125811071026,0.44842746161980074,0.2626401315380569,0.43286541840034226,0.3258081837230863,-0.07937619287207216,0.33623426605199547,0.4737331358702746,0.21750282014493613,0.07809914132171468,-0.03910689151582986,0.10882242133164033,0.17713454691576547,0.4185485913395139,0.392281966458537,0.33252024750670617,0.34468979845579795,-0.046256986948088795,0.4211653254871092,-0.07858971028254555,0.4427731421951065,0.41521065718150524,0.5108504516615746,0.16271917907786482,0.6843882902241246,0.21942777712468037,0.04292296505581761,0.18836864441967055,0.3372304015999153,0.39912376558993784,0.3818463252524183,0.16632208389688483,0.6795013310399342,0.17264840316356977,0.4356208148041569,0.2323915642810982,0.4540015659801775,-0.13785790231095385,-0.1578628071136636,0.38574177034836377,0.362428505227939,0.3570004140031049,0.310703260491774,0.26501066526233397,-0.016544329653380225,0.12068320914546583,0.4364461078711915,0.31677559862904586,-0.18511420173907517,0.3430372415431509,0.6154509646773221,0.15333785909742692,0.2162160519827874,-0.04042143234559578
Temporal_Sup_L,0.5412577190983723,0.44672385573640394,0.39605873516765777,0.28232648092976653,-0.0016036949893132263,0.1776248590254788,1.0,0.665535496636109,0.035684295919283314,0.16343821625547175,0.5419487353098653,0.04907331737223111,0.42895242783782067,0.20437650822553985,0.15188080837529477,0.7058624137287888,0.26195213993140004,0.3482270347835767,0.4344234945838372,0.19861432762624534,0.3457303766262852,-0.23670652284379698,-0.15509491673694734,0.586967436941439,-0.036227305991587355,-0.0951007107093893,-0.01813023706100486,0.3479759583749364,0.06333201948262933,0.7137041604949138,0.2724198028742255,0.20280822335276025,-0.0034181685020430934,0.15425038863661458,0.19405106025522048,0.28256944270877005,0.6837086979437778,0.16488033052006562,0.44135899715059906,-0.07860094350533567,-0.1545391482373908,0.4173015422531135,-0.04685839780399662,-0.21958882895622647,-0.07288116968328073,0.119416169954149,0.16319405126938305,0.021191407064334197,0.33656875671107356,0.08136447464487011,-0.020664291411300877,0.6014022386896195,0.36546892428014655,0.6727752293526642,0.5413151982555258,-0.0039137263141486855,0.4254100118783127,-0.1712343349637176,0.24400784530605152,-0.4081280910418149,0.22419418003070582,0.20684851807911944,0.0033183890665627503,0.265622429279921,0.4728513342080782,0.22843739178934144,0.8102244334108125,0.07242987071422206,0.09419446976570933,0.48873296032008995,0.5400122064227116,0.3797146638073845,0.16423775298856308,-0.14031631454873406,0.6031796494843448,0.257508826721943,0.10001684366277085,0.24878612556332266,0.3256225244480536,0.3069581727210224,-0.21589197256530904,0.6130570425842563,0.23685055544061845,0.21065590753704408,0.49722664276323497,0.2691994980314246,0.23893808203467262,0.2245993405014321,-0.029306375166236923,0.029976732129409583,-0.12327026937730738,0.3557560984691871,0.37962903395620445,0.29156651670347444,0.2874456244824328,0.37444001334671523,-0.15468697154708566,0.24054800731083584,0.14370469643149106,0.10011597357252013,0.21001709333989388,0.3681491108258343,-0.05031546524694947,0.34606455574856476,0.36398235402655793,0.0790710190062224,0.3154993701466638,0.3687030078284774,-0.2833628908583095,-0.21887277282869222,0.054504335909813385,0.3851454626962567,0.2703309218724679,0.1413700702833238,0.43621386561751435,-0.07335667610753338,0.06767583770986223,0.47593097492336595,0.38142144068893746,-0.14255140988704937,0.5676325202357999,-0.02404138299824724,0.23407114461929385,0.22518839079503242,-0.23207963500127485
SupraMarginal_L,0.38627286307156555,0.4744041134334099,0.37194310906045663,0.11395636215477653,0.49300694160118974,0.22784376893116332,0.665535496636109,1.0,0.5392748699694944,-0.051808281596263495,0.35668376266210655,0.18007343903229542,0.3799164678431028,0.06907890719559605,0.34803392971827724,0.28259068932750225,0.7441118868520008,0.26675778622410545,0.4765293166533691,0.4636764381347024,-0.1349333778054198,0.4173152839158674,0.292537854622941,0.5662065385839724,0.12379990750989589,0.01611224188939106,0.061062120501420736,0.471963411307915,0.20854815614811936,0.4692480104682633,0.154873181395009,-0.22014375711554024,0.11501498687698491,0.13524818141849873,0.315506472878416,0.5898677901127157,0.4277988121441965,-0.032274780990006115,0.32226287575224793,-0.15501029538933042,0.09566375933565081,0.21221980886788727,0.09385931855013874,0.4230202354110586,-0.15212685570610188,0.05267057943657555,0.21411843705035502,0.052320196802530756,0.5507849999643925,-0.11581637518603652,0.002624296583267698,0.4381565652657565,0.565906000871711,0.3205339166531333,0.1485510238971813,0.09643031326800366,0.28770162783814973,-0.07638881776408028,0.2755779509789087,-0.03692250065625737,0.381279009446773,0.7250591384871657,0.09047907314645322,0.24428969745148912,0.3327672709019477,-0.014377640296780543,0.5348436847805118,0.18269706334590632,0.608955151621568,0.272178189044415,0.4451127889392053,-0.005834259349519687,0.1186847560568398,0.22797292651312354,0.598342101094059,-0.10970132150776365,0.35082474981056927,-0.16714219727340407,0.07634304547225695,0.03892917774185465,0.3399537119617929,0.6177708512188264,0.34614283726652545,-0.1618856957611866,0.11148031195767213,-0.14489067687314514,-0.010469415484695021,-0.16009080638742373,0.18659002739585506,0.4715519966208315,0.10951772840905427,0.08799016168452051,-0.03159620271268671,0.3357255894935229,0.40600098546890157,0.309791307514968,-0.05894113221806886,-0.02058156920718691,0.1908371648062434,-0.25782277562387723,0.0076169728984134275,0.31713879386445226,0.03128212233390573,0.2359657877059943,0.2614887928242873,-0.22853900528038423,0.047432732052575956,0.10098176681865924,0.1659544331508441,0.32852605593710227,0.40601592143281473,0.044180480676794455,0.009653342836284589,0.08731834105366576,0.18866738371830094,-0.1548099561639002,-0.11698650780231683,0.362301974997793,0.43272399269992695,0.15817977530463345,0.6703273773497451,0.08217165812907545,0.6912254854271437,0.03602628457902755,0.3918913366434896
Parietal_Sup_R,0.044592239089500406,0.09861521047642637,-0.00356611016899106,-0.41586290972830214,0.5723109735131379,-0.053661561752950414,0.035684295919283314,0.5392748699694944,1.0,-0.44592632014220956,-0.1618208201826545,0.08633715779775908,-0.010382017350851225,-0.1761961267390327,0.44408573094482723,-0.22659063387269404,0.8550029452841474,-0.09315356140770803,0.17522983304668086,0.2824396452202615,-0.5367864601614132,0.7984140832630683,0.456570128995275,0.1840725268918251,-0.0410887722789722,0.1359721084298235,0.2314779727088744,0.40920367081380016,0.15641281866269907,-0.13263568485698787,-0.2969714928740993,-0.4659067494389944,0.15823921785598016,0.19928839962839257,0.24774534906946255,0.5901179455134116,-0.16769417378156293,-0.19184518927155658,-0.15428602900243868,0.03155593581489573,0.21974819480293836,-0.21710886618472666,0.0469705181061855,0.7123522530902113,-0.16558556759499374,0.013740589236369984,-0.09770872734067138,0.1559207615498149,0.4131450602421764,-0.41418714159506104,0.07293579588660792,-0.026327194256203026,0.6543394056439042,-0.08712253719369686,-0.2293473500361013,0.19059589451788542,-0.2519032402252644,0.0031849934298000377,-0.16969903004861986,0.23446936244174107,0.17725077646850915,0.885822520079155,0.13334967730617336,0.10325221925219791,-0.12023735475734139,-0.4457483684447709,-0.14355297063195968,0.16954875437369094,0.8143099790683591,-0.11125157630037906,0.07289375022334751,-0.43899977602269324,-0.05891651166222716,0.2927285135193311,0.16086248987821217,-0.38728579494428894,0.4062642507836947,-0.6131873154032232,-0.32638434954925466,-0.04940184179472548,0.5674625928658238,0.3315322353443394,0.1828336871950784,-0.44804050480877644,-0.42674194947329613,-0.6451957292212648,-0.37224143830959744,-0.510860482217987,0.35117572093816524,0.3687019859573156,0.4339260734678121,-0.27598609438758437,-0.5791755073278182,-0.0223779698434675,0.2896006298921693,-0.20817902380752767,-0.1335651605340107,-0.11367556267117544,0.16187942306722283,-0.37317822068111456,-0.1592352168712833,-0.07785176801557395,0.11770840460381533,-0.16947873439967281,-0.10660861178620815,-0.4289365316583085,-0.1615100785854199,-0.2558808207369516,0.5224201407460859,0.7183017721556952,0.28771674663158303,-0.42558920301561665,-0.4578170500331765,-0.004536358601175811,-0.16782299416230773,-0.11669768437692109,-0.21191812529467013,-0.03117660641079933,0.27459224778909413,0.47213016870636876,0.4101244474688265,-0.09184638767616385,0.8986691254616709,-0.04905828448509736,0.7371828791295013
Temporal_Sup_R,0.26836523329106193,0.13898599379446802,0.26907514358999957,0.8314199741453274,-0.324516534730062,0.4798828309229617,0.16343821625547175,-0.051808281596263495,-0.44592632014220956,1.0,0.5827058387225248,0.051522889465782006,0.5083848810150688,0.622907023697231,-0.4292401532031341,0.4071780084378929,-0.12439749351673185,0.5332587177724039,0.34983492781891085,-0.08762972643432634,0.6688114407080868,-0.26672188518973317,-0.3650780297568787,0.37780562694383113,0.027480237015037413,0.06695967074328193,-0.1131516371962707,-0.13498435832296393,0.3810311761432336,0.36572421054845455,0.8055166126548642,0.706032665731232,-0.1913879581070697,-0.1388941790023515,-0.09048592359106253,0.07316151751685668,0.44635414181637856,0.3836835207189918,0.4311173810546797,-0.04584592967978738,0.09229856272853547,0.5101227147249648,0.21169366714031038,-0.44776823718852143,0.05314118049406379,0.02454529840769206,0.8103133242015484,-0.2490412959668214,0.086638517645131,0.8420526662765089,0.16183977213909329,0.39945042713100176,-0.1821764698489219,0.2580661640029256,0.48614140702507286,-0.13280539247239703,0.7474939443822374,0.5195197784574428,0.5150002186315756,-0.002398519040660823,0.32893502020078846,-0.20546015090430914,-0.30483282063328276,0.018816540294611175,0.5096835271209537,0.8889797435110012,0.15482018470982298,-0.05651838600918075,-0.06165111486519226,0.46594476939106944,0.14098780988703655,0.7258619898282267,0.5259034912517404,0.3805629977182097,0.35887350427803705,0.6197060578514666,-0.3665113423626066,0.8114873289556308,0.7475252318149618,0.2680006885642077,-0.23976311914866433,-0.16815977598558582,0.16903982824925315,0.5281714259054897,0.7312098233635512,0.8168665525392992,0.577367254197992,0.7470096044466434,-0.12002421309206543,0.17068214831957412,-0.30962374452781866,0.6289884268510407,0.67265300342074,0.6093358199631193,0.1992554757843747,0.7935941448536719,0.19663933410447162,0.3160732506053943,-0.07766583957534977,0.6632013498314627,0.17931110530695918,0.547607955479286,0.13909115536592473,0.48504829864970916,0.44918337502171835,0.7728706018735484,0.4463601395963937,0.6456375400058046,-0.3312619818559882,-0.5172107247957235,0.23255730276625347,0.7060773810422006,0.5781454736299133,-0.07301311663969101,0.5135809991305813,-0.07768751805570989,0.05121897998367977,0.3777159147686065,0.12243489898635561,-0.4253852554199291,0.1850969998043477,0.7031197696034158,-0.21864409952102257,0.21887751453014734,-0.33753833004516715
