,Hippocampus_R,Cerebellum_9_L,Cuneus_R,Thal_PuL_R,Cerebellum_4_5_L,Temporal_Mid_R,Thal_PuA_R,Temporal_Sup_L,Thal_PuI_L,Thal_PuM_R,Occipital_Mid_R,Thal_PuM_L,Occipital_Inf_L,Thal_PuL_L,Frontal_Med_Orb_L,Occipital_Mid_L,Temporal_Sup_R,Red_N_L,Lingual_L,Thal_LGN_R,Temporal_Pole_Mid_L,Supp_Motor_Area_R,Heschl_R,Cerebellum_9_R,N_Acc_R,Postcentral_R,Paracentral_Lobule_R,Rectus_R,Cuneus_L,Thal_MGN_R,Cerebellum_8_L,Temporal_Mid_L,Vermis_6,Thal_VA_R,Lingual_R,Occipital_Sup_R,Thal_LP_L,Amygdala_L,Angular_R,Frontal_Mid_2_L,ParaHippocampal_R,Cerebellum_Crus1_R,Rolandic_Oper_R,Amygdala_R,ACC_pre_R,Thal_VL_R,Precentral_L,Cerebellum_3_L,Cerebellum_4_5_R,Frontal_Inf_Orb_2_L,Frontal_Sup_2_R,Olfactory_L,Temporal_Inf_R,OFCmed_R,Temporal_Pole_Sup_R,Thal_AV_L,Thal_VA_L,Thal_LP_R,Thal_MGN_L,SN_pr_L,SN_pc_L,Heschl_L,Thal_MDm_L,Cerebellum_Crus2_R,OFCmed_L,Vermis_4_5,OFCant_R,Thal_LGN_L,Thal_MDl_L,Rectus_L,Temporal_Pole_Sup_L,Vermis_7,Raphe_D,Frontal_Sup_Medial_R,Thal_VPL_L,SN_pr_R,ACC_pre_L,Fusiform_R,OFCpost_R,Pallidum_L,SupraMarginal_L,Parietal_Inf_R,ACC_sup_R,Cerebellum_Crus2_L,Occipital_Sup_L,Red_N_R,Caudate_R,Raphe_M,Cerebellum_3_R,Thal_VPL_R,Thal_MDm_R,Cerebellum_8_R,OFClat_R,Precuneus_R,Hippocampus_L,Occipital_Inf_R,Caudate_L,ACC_sub_R,LC_L,Thal_AV_R,Frontal_Sup_2_L,Supp_Motor_Area_L,Thal_VL_L,Putamen_R,Vermis_3,ParaHippocampal_L,Paracentral_Lobule_L,Cingulate_Mid_L,Calcarine_R,Temporal_Inf_L,Vermis_8,Rolandic_Oper_L,Olfactory_R,Cerebellum_Crus1_L,ACC_sup_L,Frontal_Inf_Oper_L,Thal_IL_L,Pallidum_R,VTA_R,Frontal_Med_Orb_R
Hippocampus_R,1.0,0.0479213332353691,-0.34903720632478086,0.33752947272973444,0.6219690125341032,0.24687682396311353,0.6244155927652809,0.25924379316262525,0.603589283793726,0.7675918111920732,-0.11843474518415018,0.40133879384458915,0.021806688832257705,0.5820925073401714,-0.21705405067415562,-0.3084538567205648,0.6584824829128547,0.10811570610621829,-0.19396810568121559,0.1347110569409242,-0.24379929424877966,0.30496956704315126,0.7546658316508158,-0.14285996654589062,-0.14793730458179274,0.5774140836366939,0.44371095817048345,0.18083526430685484,-0.07473144113532557,0.5711973054792843,0.11654812800390871,0.1800712808602088,-0.41690785722332074,0.7495618492794037,-0.0013005899457309,-0.3410225913547478,0.4142713555532887,-0.10171814933076286,-0.3281667695089243,0.35838043265325287,0.6984485548652607,-0.24560032852375438,0.6727487953065927,-0.2039328223397439,0.13537871123803674,0.773783356446083,0.30466651295963576,0.695549023541537,0.5085840487834387,0.2673625040597403,0.597194323319103,-0.014969747644469306,0.12058970506778761,-0.17428043139362073,-0.0861886859397143,0.5261926988993191,0.656710429457035,0.5530484622806551,0.2935807233883866,0.08620540138000071,0.3236228238299794,0.08946535054988959,0.3128672652927558,0.15472370229045593,0.1180576906063503,0.04268544929183293,0.24388248657490333,-0.041468835893134944,-0.3877163960328386,0.1353037191316829,-0.1576765622582666,-0.023221149764529197,0.4679257279646872,0.6056748423894268,0.6193585368725304,0.4298334009666638,-0.41175735129782176,0.3471945172317335,-0.1420571935105064,0.6096643610041941,0.004419905638730097,-0.04143871293694461,0.4265781084864861,0.08405527306415343,-0.3505311391545213,0.6155940133132831,0.6998124483977856,0.4563075034701692,0.6554979736761563,0.7839601617012686,0.45338346064172586,0.4587158559623962,-0.32807837830724357,-0.06756573351066913,0.7192001179076493,0.023311254646184335,0.7027463904464331,-0.21077154557229957,-0.24325932412633514,0.6255501155496888,0.5050595832721397,0.41246889431527056,0.49335868091014284,0.8084902012184647,0.571558379034792,0.46666008822505806,0.3764363853671312,0.36261436616393966,0.12969806083380486,0.1853075387906111,0.2839180389954666,0.5819320035536584,-0.33917501394935506,-0.41190092000484363,0.6019001078621398,0.3579125404753696,0.1505437301845428,0.8245856764698005,0.7119506840844986,-0.08770639480001671
Cerebellum_9_L,0.0479213332353691,1.0,-0.022532471080915446,-0.004296929303127814,0.176960327790612,0.08869625518291804,0.03920922304498078,-0.16206308287346105,-0.18351421694911682,0.009484306784966937,-0.16023174632079412,-0.07338598774073371,0.10111336300406734,-0.0036214477084754526,-0.039689511969039866,-0.19051505935589752,0.2237235705696232,0.10960859399473448,0.24544825310229618,-0.03529464848107663,-0.09127603883250122,-0.03916786201420287,0.07110214782790351,0.15492939441623224,-0.022746567212496887,0.04495650679518156,-0.015148679607639241,-0.10604743899817685,0.006298767687228228,0.15795054949000492,0.3469838084694331,-0.0648427651566521,0.04205879751657009,-0.0003430478848485707,0.05157285664747554,-0.061887321461980505,0.12044104803861891,0.09933517003648946,0.047552679616884606,0.06451509736253633,0.214353370645295,0.07402107474114217,0.1166229466128406,-0.07766843498400611,-0.2545643473114333,0.09309436983090486,-0.04419808175249827,0.14689622118461065,0.1458808618001519,0.08603639515927246,0.07060531053745149,0.043421033196392615,0.2566882073779973,0.1354763392245295,0.060567969732866926,-0.10424475475918038,-0.06064238441642489,0.025545698166809537,-0.026645769771783793,0.04112255083901208,-0.014011191791633239,-0.1260565291077546,0.031650724118312816,-0.44853803191270614,0.21143235018154502,0.17326215804015674,0.030463339068355567,-0.1176116988031227,0.03607116802009801,0.0622595260353519,0.0810615556355066,-0.23105115728027098,-0.03366490209996075,0.09976729101542742,0.03234910701931842,0.44549860078128534,-0.14858490172399086,0.32344716456691686,-0.11703002828389251,-0.07752217847487444,-0.14055667084382434,-0.09689597929469945,0.09657825321400061,0.2432731773761487,0.1413646275074489,0.14847579072777942,0.22586136246695862,0.09584006781632776,0.04039956687994092,0.06377815585570794,0.23712331043130672,-0.45894968309488826,-0.11447402203409475,-0.10191017787454004,0.02120460980752808,0.13934013202880918,0.07900631104068684,-0.08960220496228276,0.05348196770973248,0.2541880283966218,0.1160843866956524,0.015004361383209864,-0.003892298490413411,0.07723349166670536,-0.07168750517381883,-0.07007679957175991,0.0712355361006039,0.03162005934187996,0.06797354158444484,0.011582698157461834,-0.05766237926998705,-0.08066876171561686,-0.002673167829799841,0.04994730164570086,0.1529822469963941,-0.07024075643375755,0.0020475497768496585,0.09248835635039268,0.2519428876199362,-0.12494295625976122
Cuneus_R,-0.34903720632478086,-0.022532471080915446,1.0,0.04192572257671098,-0.13905621084240244,0.5191674033449472,-0.5695922843030425,-0.23207963500127485,-0.5460515460161967,-0.5900528799134975,0.18733301622300003,-0.2616068977285441,0.09677325761769771,-0.318989283054293,0.11808836586442453,0.3415135156541932,-0.33753833004516715,0.2775155530909569,0.6362419799688017,0.3366324881984714,-0.06834659440240888,0.10763000726009539,-0.6161411422824619,0.21764082583040695,-0.05478406930078858,-0.26125912180458993,-0.2937995547820827,-0.28376661831692396,0.49266784439293604,-0.29209245059969063,-0.06447572325592765,-0.27235810740275684,0.6514358875767102,-0.6412938011018855,0.15523984824442683,0.8241954449713061,-0.293898861878497,-0.09965887628700103,0.9254408995669867,0.06580368838075089,-0.17340310916638293,0.30804975294723297,-0.692146417285243,0.08886175813040781,-0.31996182795739586,-0.5685837684990709,0.10118923751249434,-0.2930517926035296,-0.32034014550057766,-0.04488519151615319,-0.6474454933267105,0.18461191241340605,0.1837314584405744,-0.03846152285573201,0.14707102270945027,-0.3123836735180357,-0.41312878895382943,-0.437118679784505,0.006306077447273431,0.19174756460439613,-0.26000953670982374,0.04552564650951201,0.1909750460197503,-0.17054163234473624,-0.1213882371903708,0.43062572346631006,-0.2854771453506651,0.26078550805417117,0.5876637730126557,-0.021415935152560468,0.04471808336044912,0.16984702989486533,-0.035100491833545126,-0.26418896864705343,-0.34128226102402165,0.007435153076649646,0.3563202826576039,0.024635162458249787,-6.0186125304427644e-05,-0.2638368353100256,0.3918913366434896,0.6724905542638427,-0.3854473363590483,0.08075573386952278,0.5401125452745624,-0.19723248922667067,-0.3943800584058437,-0.5469708874108342,-0.525120301911981,-0.41421572197033857,0.03064661997724007,-0.307666663434789,0.25548029781378734,0.7133499686283424,-0.4962241725334252,0.12760467783516327,-0.3481546448248742,0.13139032874252882,0.16637721068971925,-0.4161476537038081,-0.06697581243264178,-0.01593586375224419,-0.3280628450717363,-0.5746447940596734,-0.408733406828757,-0.384078826285598,-0.018747865767143646,0.1097279615728208,0.07840622769858271,-0.393765922377227,-0.05619677337869092,-0.4905406683137603,0.17906308237512766,0.3728440508162872,-0.5576904944702368,-0.3523080845562474,0.14406328361183662,-0.5864704526494713,-0.469476972872647,0.2694828760883629
Thal_PuL_R,0.33752947272973444,-0.004296929303127814,0.04192572257671098,1.0,0.24873289824925945,0.20545642591525168,0.203229303660596,0.23685055544061845,0.2801917861522487,0.3475002109982818,-0.054746237749328186,0.5402389771069137,0.12103914460343376,0.5291502161787357,0.11433144985509815,0.06917537420280126,0.16903982824925315,0.2792585849667705,0.2514062980905438,0.4436472521171398,-0.3480260642030393,0.5973594158139968,0.21178542782477153,0.09622689324459299,0.20537110352531285,0.4867055147198408,0.3454395558969857,0.06286444425680295,0.047481861613595196,0.4236994503917855,-0.018766733300571787,0.1119346074718963,0.10250615900612166,0.15049275990978964,0.2717198350769338,0.11828417962232948,0.19501234204415355,0.008847450268384495,0.02137904428920703,0.4574442230254577,0.330299966921247,0.13832091835644209,0.11280473832053882,-0.01268548490756755,0.022727358701252975,0.3707660334154278,0.5929176814375465,0.31786817196927697,0.06195855679290611,0.06295005528656875,0.3066061645431133,0.06460768503811572,0.23727084683128646,-0.02668350700809318,-0.1872652830412692,0.42629775045764245,0.4178183367500987,0.39142246135522646,0.49415055083721443,0.06128474875397343,0.02642805004672094,0.5648302821538843,0.4139038659379244,-0.022274535643582342,0.1009356638378272,0.1948781997128642,0.10503930191990424,0.2986828801230162,0.015644296870475628,0.16545646629348557,0.021875251637259594,0.10668797021491407,0.3386534047271175,0.35239466996109353,0.4040282953412052,0.26186668917766104,-0.17961112910377977,0.11839620722713895,0.32139924808603176,0.3066532169183616,0.34614283726652545,0.21935881802926027,0.499035830119751,0.10914246868642846,-0.03909432659166978,0.14944421838911343,0.2742113451926344,-0.14419966404779627,0.0901906428527116,0.35622510409100455,0.3686224933026801,0.19166935730926132,0.17624598080645054,0.3455213481527901,0.34684344237078923,-0.008443561029961124,0.5271630367367447,-0.10498951792541997,0.1339528427706762,0.17952089358396583,0.572340504672093,0.46110394466382315,0.39106845614033897,0.25820611982807506,0.3267556954086866,0.2353467714337459,0.4832602921085738,0.5131161122861052,-0.017658962441337325,0.02731239581333265,0.04517298311075911,0.3156737244376518,-0.15995230364844953,0.26610749759741353,0.2019360881168543,0.22191077061177036,0.36737210918411606,0.31637928645353786,0.06696618036180799,0.04339231766003138
Cerebellum_4_5_L,0.6219690125341032,0.176960327790612,-0.13905621084240244,0.24873289824925945,1.0,0.43652057517945025,0.6400810771220824,0.37444001334671523,0.42291025616570543,0.6929607238663342,-0.032424723481511646,0.33978997518279813,0.08748960850571408,0.6357944109216841,-0.21430474171353794,-0.21226155527163534,0.7935941448536719,0.26587007306049476,-0.007106177419166091,-0.12689923580519213,0.001752710245541771,0.30467880535800207,0.6422277175378389,-0.22869816517969366,-0.12484073344453661,0.5757824029704347,0.48141346182337513,0.2199578757514401,0.3355815602432789,0.48593103547819194,0.21130864439371566,0.35620879314291065,-0.2000700280356699,0.5709818584067268,0.42339503694379693,-0.36777480519926625,0.576761434211446,-0.17766768248811401,-0.07326893241385043,0.3471599310701501,0.6398487322415178,0.12449368957211754,0.641676270507988,0.06683851011082434,0.17235737707820176,0.6890551760865732,0.3182238519227351,0.8914730933232586,0.8693942903514661,0.16145519931530564,0.550215799717748,-0.18075048505641744,-0.06698541939725285,-0.049719577142984916,0.18500017826027443,0.31212477160133756,0.4290604070189112,0.5722407249692535,0.10666118616301888,0.24609774922091837,0.6273956833431837,0.08731903939254224,0.3761904242040545,0.21220814834388144,0.09782379585812864,0.495410171333025,0.02536356041950673,-0.12173880420555952,-0.04355191906106062,0.0583852428599154,0.046157694447904456,-0.08008607292333107,0.43093578987574654,0.6000688919559812,0.7622710619266726,0.47858472100088034,-0.3369644776239769,0.7485895296934094,-0.2652738781470391,0.3122464560366378,0.309791307514968,0.10103988120959936,0.18969997180949605,0.13120181918674484,-0.10976684964499565,0.6173539044467115,0.6067800571719724,0.6426822956189524,0.7892182821499262,0.7386409743079724,0.5346891394054883,0.23353285726578332,-0.41825607303284906,0.07341479087418701,0.5085521285491741,0.08714249999869818,0.5504139049554082,-0.11562681945142582,-0.353082637588032,0.6663449021700794,0.5713661743349578,0.5000947772810237,0.5700769579991267,0.6456695038448258,0.5873280599241999,0.5552804800352981,0.3438192234435755,0.4090440275543519,0.6368418570882742,0.19173715713000855,-0.034309965332148425,0.5582897875215791,-0.15683625340120588,-0.23117593691515492,0.5634077992922443,0.4365059618025863,0.1434942551272571,0.5452697404657314,0.6283112965761998,-0.06458830863916812
Temporal_Mid_R,0.24687682396311353,0.08869625518291804,0.5191674033449472,0.20545642591525168,0.43652057517945025,1.0,0.02062794575535229,-0.14031631454873406,-0.19291204466112388,0.02637244431897898,0.023371368934900744,-0.09335498566547346,0.18153687028668522,0.15110558231377683,-0.039091544570758245,-0.07340392799708972,0.3805629977182097,0.12343476856119377,0.4914871893324011,0.07483769611537501,-0.021700515057094038,0.20158904280216386,0.09013500324804104,0.02957219453709906,-0.05087095455848537,0.16447793516399004,0.034643187648736584,-0.17999974175071576,0.5194420473264673,0.1085291675824402,0.10015874343377128,-0.11822608712544544,0.40862344401326,-0.0029021662721971063,0.45812114851121594,0.3007355122415158,0.09684494520529469,-0.2569034410231477,0.545457473127643,0.2801375134374022,0.30668849026494577,0.34445066282436604,0.04496040348705722,-0.01843703618681977,-0.05475074827816879,0.06349910612583505,0.1780197467289323,0.3233507839659301,0.30864354020165075,-0.09307797748019689,-0.051745918167819926,0.06529036952255922,0.12138761109778545,-0.19278216859170158,0.07651467834949717,0.08563878959144175,0.03569563997328524,0.023229737842339237,0.08644804291855149,0.1481063339637215,0.04322028559502157,-0.053466183271058676,0.24822744358730242,-0.06382911127212146,0.07682304123832528,0.6043341495350356,-0.15153603671888596,-0.03808856743062545,0.20393392163234186,0.1448073197634309,0.04517904550311101,0.09903452190570433,0.11572956509935288,0.2466295835067803,0.11040199863982093,0.3896910262133817,-0.09199796727338382,0.5207813158823796,-0.1224945827261406,0.019744611944871,0.22797292651312354,0.4677754369118693,0.03274879193186609,0.122488918037183,0.23882097483561598,0.20838574800223927,0.15347973682718272,-0.02529893268195551,0.08804709763502723,0.16857199999479025,0.3472108248276585,0.08253119042284458,-0.15955969482072893,0.41831504173257045,-0.07700002973205222,0.08837002402402756,0.14138473028005002,-0.03627599327129574,0.11067712911703616,0.10209404594626581,0.23859281868561918,0.17723969619963023,0.02026652557714739,0.09772839894798713,-0.0027996293474377688,-0.003787036153253743,0.05506690643723017,0.21056080604679273,0.4340814812337613,-0.3097074499478606,0.055954425198257204,-0.11874656965063524,-0.11500220912225252,0.1594263147500652,0.026650004185612145,-0.10908094916691528,-0.02162841725761955,0.05839482819167379,0.17224095957370364,0.13623460816949018
Thal_PuA_R,0.6244155927652809,0.03920922304498078,-0.5695922843030425,0.203229303660596,0.6400810771220824,0.02062794575535229,1.0,0.3851454626962567,0.6067615107766001,0.865432139477757,-0.07367444612138632,0.4905257461479288,-0.018566650695759614,0.6172261315520021,-0.11184427099874827,-0.2132804431950955,0.7060773810422006,0.03888451476900272,-0.3361187467139137,-0.1990787181204745,0.012582777807900564,0.3198028981388444,0.7415217935406948,-0.2726522891277357,-0.09743703630219876,0.6626252033752545,0.5940827747915934,0.24885665892552658,-0.003191378590926845,0.47758304172702354,0.04641143736662436,0.30848253319946967,-0.42420685128985264,0.7713783801952326,0.23803794589644425,-0.6776661542039835,0.6453396034899986,0.0061762960865785,-0.4847362534004783,0.39701006917300424,0.4991603036645819,-0.001659173741252703,0.8253006419463821,-0.02484966016724179,0.4065456818319155,0.8637396712192471,0.3246482806066412,0.7235266328024614,0.7150610136880234,0.22374471761677028,0.8104983050140026,-0.18325037997603302,-0.14374442238491258,-0.012523695514629465,-0.03134864814350575,0.4042655514905969,0.6054910556239538,0.7153571102347301,0.16623374314037356,0.09722337470637421,0.5812532369531883,0.07006775444394524,0.3185173935211709,0.3020268807526539,0.09188821482957688,0.07413991988168644,0.07872515562565517,-0.1588400022869259,-0.27877123667365106,0.02441121781380736,-0.031974482616190625,-0.205419275707333,0.3568319246634047,0.6969297930678526,0.7537180388874568,0.3155521778823813,-0.29705803710613227,0.4915619161378192,-0.17765874722621652,0.4433837472869162,0.044180480676794455,-0.13783600923311815,0.32777863317172184,0.050481763960385784,-0.3832228622474083,0.6247459593890003,0.6580991400755056,0.683721959369213,0.7717986890767661,0.8345294695513203,0.5013230852757755,0.451374843209055,-0.35904014747969326,-0.1780073277252457,0.711846643349309,-0.041390738279451146,0.6334701130107805,-0.15300274771825328,-0.17115048250822437,0.7435190207795248,0.5378830682584256,0.48111160877972947,0.7097928443441665,0.7521689412083425,0.7158908367834546,0.6701210784363251,0.37808640744059646,0.3066220658688307,0.37261619245925276,0.3869923881880089,0.23013357962561953,0.6775508204924154,-0.14488863088856754,-0.31664425711083943,0.7276905932115013,0.5550248295397999,0.11471909485073675,0.7032119920442679,0.6898929108710348,-0.18133415267301775
Temporal_Sup_L,0.25924379316262525,-0.16206308287346105,-0.23207963500127485,0.23685055544061845,0.37444001334671523,-0.14031631454873406,0.3851454626962567,1.0,0.6008222228531283,0.49722664276323497,0.07242987071422206,0.5400122064227116,0.04907331737223111,0.4728513342080782,-0.0034181685020430934,0.15188080837529477,0.16343821625547175,0.19861432762624534,-0.21589197256530904,-0.010759139563825635,-0.07288116968328073,0.33656875671107356,0.24878612556332266,0.0033183890665627503,0.119416169954149,0.42895242783782067,0.47593097492336595,0.21001709333989388,0.029976732129409583,0.2215324804201239,-0.15468697154708566,0.8102244334108125,-0.2833628908583095,0.3457303766262852,0.22419418003070582,-0.21887277282869222,0.44135899715059906,0.05980057191186429,-0.23670652284379698,0.2874456244824328,0.20437650822553985,-0.1545391482373908,0.2691994980314246,0.14370469643149106,0.22518839079503242,0.3797146638073845,0.4207241678688605,0.4254100118783127,0.28232648092976653,0.265622429279921,0.43494327905677976,-0.01813023706100486,-0.1338795155860253,0.15425038863661458,-0.04651123126947106,0.16488033052006562,0.3154993701466638,0.4173015422531135,0.19405106025522048,0.08576270460398343,0.34606455574856476,0.6130570425842563,0.26864342649155704,0.33073508586724254,-0.05031546524694947,0.054504335909813385,0.06767583770986223,0.10001684366277085,-0.0016036949893132263,-0.0951007107093893,0.23762300991716126,0.03839368812524845,0.39605873516765777,0.3482270347835767,0.5419487353098653,-0.1712343349637176,-0.14255140988704937,-0.02404138299824724,0.021191407064334197,0.3069581727210224,0.665535496636109,0.09419446976570933,0.25414426840542415,-0.04685839780399662,-0.06585388625909452,0.16423775298856308,0.23893808203467262,0.37962903395620445,0.4393513631419399,0.3256225244480536,0.06333201948262933,0.24054800731083584,-0.1104431226720078,0.20684851807911944,0.6335308437127805,-0.036227305991587355,0.43621386561751435,-0.0039137263141486855,-0.402910062739531,0.3557560984691871,0.4344234945838372,0.4402623551941881,0.6014022386896195,0.2245993405014321,0.6837086979437778,0.48873296032008995,0.38142144068893746,0.5676325202357999,0.29156651670347444,0.6548724737109541,0.07732373409683538,0.7058624137287888,-0.08476201769990893,-0.15509491673694734,0.3778951706895207,0.6727752293526642,0.3479759583749364,0.20280822335276025,0.0790710190062224,-0.006927965364314829
Thal_PuI_L,0.603589283793726,-0.18351421694911682,-0.5460515460161967,0.2801917861522487,0.42291025616570543,-0.19291204466112388,0.6067615107766001,0.6008222228531283,1.0,0.7571898594363115,0.042475590700874456,0.6570063820941431,0.031375845399426075,0.6426840256778705,-0.15460096355865963,-0.06120622651023996,0.37217059886654347,0.12900885280974045,-0.45859784943782467,0.07149214254117882,-0.08292195708758392,0.36526133518500264,0.6182104312378355,-0.13597621418471276,-0.009672161266798039,0.612654410477643,0.5614707356856069,0.35402138966370755,-0.17525449377951582,0.48707156577306066,-0.13188921780227297,0.5132248004287885,-0.4729203688967975,0.6805467795862721,0.07945941649250093,-0.46116447054955245,0.4397573360272332,0.007275682692885687,-0.565825779876728,0.23268504252756653,0.39465784692567624,-0.2072871191049995,0.5840498243570025,0.003102196877261774,0.30857853720678036,0.6888584950712002,0.3852972512783623,0.5616389011922195,0.3981159149505919,0.2641783524196461,0.6212582108777467,-0.11542029901716105,-0.11936800471278597,-0.0310331360592505,-0.10505006019299239,0.529721740981876,0.6851266674733535,0.5810947139930323,0.2654153562463425,0.13115754336297494,0.4994051481822525,0.4037289059894533,0.32753648399965285,0.33026008804565754,0.04139965665787276,-0.11349846800508338,0.35827384719056693,0.0726237471292038,-0.326853916643634,0.0850870522065806,-0.012691956841775234,0.03067780404024311,0.40896092783245747,0.4970524892018833,0.655008432425098,0.0036456048449133283,-0.20341268466600615,0.05538475388583777,-0.0021247954595352316,0.4865573228527355,0.19205871968723906,-0.13597250860747423,0.2707383685101303,-0.12637581890259306,-0.3286745897538128,0.40640873407933104,0.4464987469839587,0.45680064584320984,0.6078386188510224,0.6371708792421366,0.24423893728387763,0.45347031939242943,-0.16277407779217035,-0.10696501468128548,0.7582300117200549,-0.10624728904003143,0.5778126138730052,-0.10570385362922315,-0.33284383630939873,0.4556037813790332,0.43911052293413083,0.4776093880160368,0.6771311450132118,0.6085929194711069,0.7733845459638953,0.62031588587595,0.41782035568157133,0.38262822973090393,0.15903817861916353,0.5308494728178235,0.19883348137447537,0.7836836605051519,-0.161018941987232,-0.33620061879657387,0.4982195140534187,0.5995531283464456,0.27397091434749005,0.5667041201519216,0.3900122142308719,-0.04115701507321414
Thal_PuM_R,0.7675918111920732,0.009484306784966937,-0.5900528799134975,0.3475002109982818,0.6929607238663342,0.02637244431897898,0.865432139477757,0.49722664276323497,0.7571898594363115,1.0,-0.06424592993043145,0.607234966684803,0.020775208026788963,0.7379300362730081,-0.14163678076631941,-0.2253427525242382,0.7312098233635512,0.06948792457253912,-0.4146605266000127,-0.10425331949737637,-0.03064271036894056,0.3695496983172054,0.8343630825326617,-0.2543700349949724,-0.009994251021312841,0.7380071483739474,0.6573319270901465,0.31095003583778197,-0.03588907355035101,0.5482867629820352,0.05196800038360804,0.41857035245410906,-0.5255857580125676,0.8116159725198303,0.1876851819156308,-0.6437979968298312,0.6429555564473592,0.05559978857368509,-0.5411695146192008,0.3501862002745891,0.6155876022440696,-0.0851221360804233,0.8510545199472566,-0.0723418436871386,0.3539124212844083,0.9177210765558879,0.39024307160781185,0.7830842163885119,0.719573421075722,0.22216041714997237,0.8362374245124614,-0.149158358876549,-0.07415407686242706,-0.029125598335475386,-0.01594395899386237,0.500281732185107,0.6726874628468104,0.7305039175264856,0.21303884266720993,0.09873846115532735,0.5876581416803833,0.21910254788681627,0.3475360894820619,0.3436830550449358,0.10821203220224818,0.002474705993679207,0.2237907153876627,-0.0572141234097234,-0.3272250219157848,0.02207509570462698,-0.025358798634740744,-0.12596828508968166,0.45217694111795065,0.6775257566713171,0.8213390523122361,0.30959727280153193,-0.3486723728462555,0.4343010569131146,-0.16552428239735598,0.512301990766772,0.11148031195767213,-0.125336683511219,0.444771805822962,0.030219867019092645,-0.4346374980188472,0.6208603456247866,0.7035476195601171,0.6783694009696026,0.8356903896027905,0.884475586597696,0.4566277268400641,0.45008065935834457,-0.3614622637012243,-0.15048357675053756,0.8175651214518292,-0.06443209351870584,0.7152429474654322,-0.18669250140684676,-0.3022681232448963,0.7462337578755851,0.5612657821404604,0.5211058240135895,0.7560880782966625,0.8162449549371706,0.7891840239004457,0.7024040062632488,0.4344660984857897,0.3937293514658862,0.3177280688319301,0.43722463403280226,0.188339477429984,0.7716114688635317,-0.23473879472245907,-0.3735643823735707,0.7043422984875871,0.566986186554859,0.16095199264937313,0.7869853464762826,0.6927957557210822,-0.1710554882660232
