,Occipital_Inf_R,Supp_Motor_Area_L,LC_L,Parietal_Sup_R,ACC_sub_L,Precuneus_L,Cuneus_R,Heschl_R,Thal_AV_L,ACC_sup_L,Calcarine_L,Paracentral_Lobule_R,SN_pr_L,Thal_MGN_R,Thal_VA_L,Thal_IL_R,ParaHippocampal_R,OFClat_L,OFCant_R,Frontal_Inf_Oper_R,Thal_MGN_L,Cerebellum_4_5_R,N_Acc_L,Cerebellum_6_R,Vermis_1_2,Parietal_Inf_R,Occipital_Inf_L,Temporal_Pole_Sup_R,SupraMarginal_R,Cerebellum_9_L,Vermis_8,Cingulate_Mid_L,Hippocampus_R,Parietal_Inf_L,Thal_PuA_R,ParaHippocampal_L,Thal_LGN_R,Temporal_Inf_L,Cerebellum_3_L,Caudate_L,Thal_VL_L,Temporal_Mid_L,Olfactory_L,Thal_PuI_R,Temporal_Mid_R,Cuneus_L,Frontal_Mid_2_R,Rectus_L,N_Acc_R,Frontal_Sup_2_L,Thal_PuL_L,Thal_MDm_L,VTA_L,Fusiform_R,Thal_PuL_R,Parietal_Sup_L,Thal_PuI_L,Temporal_Inf_R,Cingulate_Post_R,Angular_R,Precentral_L,Thal_VL_R,ACC_sub_R,Cerebellum_Crus1_L,OFCmed_R,Angular_L,Hippocampus_L,Pallidum_L,Rectus_R,Thal_LP_L,Occipital_Mid_R,Heschl_L,Vermis_6,Frontal_Med_Orb_R,Amygdala_R,Cerebellum_8_L,Thal_MDm_R,Paracentral_Lobule_L,Temporal_Pole_Mid_L,Cingulate_Mid_R,Frontal_Inf_Tri_L,Occipital_Mid_L,SupraMarginal_L,Cerebellum_4_5_L,Postcentral_R,Temporal_Pole_Sup_L,Thal_MDl_R,Vermis_9,Vermis_3,Putamen_R,OFCmed_L,Cerebellum_Crus2_R,LC_R,Thal_PuA_L,Cerebellum_6_L,ACC_pre_R,Insula_R,Vermis_7,Cerebellum_9_R,SN_pc_R,SN_pr_R,SN_pc_L,Thal_AV_R,VTA_R,Amygdala_L,Raphe_D,Temporal_Sup_L,Cerebellum_8_R,Postcentral_L,Rolandic_Oper_R
Occipital_Inf_R,1.0,0.06006747205421859,-0.047648962380793865,-0.0410887722789722,0.056392478079758224,0.059846698544366896,0.12760467783516327,-0.0025801929506100237,0.038544198202790585,0.07874816221526608,0.15393935812952655,0.049017522024006194,-0.015508757343001767,0.12865504482968756,-0.024369155368843164,0.046936641950038535,0.04049650854031277,-0.1711091854150815,-0.09659356539105465,0.11149471756764195,-0.04002237285159023,0.03284055311591006,-0.03488767938116531,-0.12292664654773774,0.06764924768658227,0.05577387434997501,0.10692104753457006,0.06952781460308866,0.06925943265178099,0.13934013202880918,0.0009772615420142502,0.008847730133825928,0.023311254646184335,0.09402259529324686,-0.041390738279451146,-0.03739389065087876,0.014619418668279491,0.02555837500305095,0.08574441495635352,0.07143600625134656,-0.08622087362367127,0.08058243390995291,0.04215485961395849,0.04112340353227492,0.08837002402402756,0.22878489346845907,-0.002745473142925557,-0.03342742512977188,0.020468096286652356,0.06092819422717152,-0.03208432528693051,-0.051513432706418325,0.12853571520399237,0.09474235219550423,-0.008443561029961124,-0.023219364347606325,-0.10624728904003143,0.03618057174752126,-0.02068469944433639,0.11200993263095446,-0.041793281702630976,-0.04602910798447087,-0.10950480565327751,0.02130215631518925,-0.14492283796190725,0.14301844246380332,-0.04573910222507199,-0.00947748560540556,-0.046069215151386116,-0.005773501793493946,0.016507726003593307,-0.16495625442933964,0.02601297549226192,-0.03716875059678046,-0.1515862677827434,0.15100249229285093,0.022796677417697402,0.10704206568382409,-0.10791827598454726,0.0401624176947003,0.1803369506073286,-0.043274098519702986,0.12379990750989589,0.08714249999869818,0.0398219511157223,0.03812851731633099,-0.09928959690114755,-0.011112922009079934,-0.06251587803975805,-0.005162043782229901,-0.07064573795287879,-0.07708160077352026,-0.25204651986781734,0.010509172191535415,0.16268361874331883,-0.09000803222675464,0.07862408620406329,-0.03215002304709443,0.08034050056883124,0.005780101617687791,0.08570937662779529,0.0480486626464162,0.019490965382223044,0.008441261137306614,-0.14489154796893747,0.05777356808599058,-0.036227305991587355,-0.12569420001764264,0.038262385451841595,-0.03713642521704252
Supp_Motor_Area_L,0.06006747205421859,1.0,-0.0285331667598588,0.2543596767417053,-0.14641464798175774,0.4924505397598745,-0.01593586375224419,0.2427619107664092,0.3044701798503859,0.439672367834583,0.25807254858307116,0.7563325590893676,0.6061970981592308,0.4438378752023819,0.5225154895477061,0.504987992854908,0.4714893230983443,0.2617455028020196,0.10763280551879555,0.4968710975522768,0.5510389579816948,0.3514269732172295,-0.04525041645147304,0.268245716501482,0.3253887754079611,0.4147336124586822,0.2557128600357171,0.22959566618963753,0.5044030775555439,0.015004361383209864,0.10550630690919513,0.8340518375727076,0.41246889431527056,0.3322746176970552,0.48111160877972947,0.6709815918498088,0.36046127451821947,0.3328862431232922,0.5857427819414852,0.5539126071539557,0.7936450231356557,0.33112459581949305,-0.19508511041688806,0.4749557879033216,0.17723969619963023,0.2556292279240424,0.6770079806451756,0.07409305948865855,-0.07307780021230695,0.8905089453921466,0.6651558153912875,0.7734299021690195,0.4270607367339832,0.42465268921918076,0.46110394466382315,0.37034566531078933,0.4776093880160368,0.1942799904425489,0.652306232813717,0.06689808967801858,0.841733728093484,0.5319115981269738,0.00949253944780054,0.07364998532941477,0.17807628451562832,-0.024516651643034897,0.5974922693185738,0.33922627389407195,0.2330853975289904,0.5765259399136503,0.07903687267328989,0.5623981290139364,-0.027546195231569405,0.19469340483838576,0.14102174010679258,0.06198050605981477,0.6916151734141502,0.8236092682680675,-0.17540355810214206,0.8285168500229896,0.48018885400394434,0.08833823133558498,0.5453923815858782,0.5000947772810237,0.836621627043846,-0.08166918978239356,0.47188455223062725,0.0027896966771112294,0.7307474053117573,0.34877511381360216,0.16001809474195056,0.035250874636648395,-0.03853616490641471,0.6005743582024979,0.11771253052480277,0.33080897072393906,0.4072853930278554,0.04156480086724358,-0.0007828505469513666,0.2389780309962843,0.35598306242342875,0.6061017343851139,0.5369315801286517,0.286927002657477,0.11491627393867898,0.48884657058996206,0.4402623551941881,0.27088191104709053,0.8472020374936949,0.30872718086785406
LC_L,-0.047648962380793865,-0.0285331667598588,1.0,0.202183578806607,-0.10031401776774404,0.049799780774677546,0.16637721068971925,-0.27326753791229696,0.05415379696908114,-0.25147172512484567,-0.18417392452126363,-0.22165375674326437,-0.04215927717323999,-0.1369818681588133,0.10905471569342993,-0.08652069571299643,-0.12461858838146458,0.02687356242712922,-0.11346392396626992,-0.14616898581195797,0.17361053462715637,-0.35327148151113696,0.3167565286368783,0.3549387128567805,-0.4358295764294967,0.08995016603531909,-0.0238837255139636,-0.28027223167524845,-0.13979104740968618,0.05348196770973248,0.15566618318748673,-0.04576579436453519,-0.24325932412633514,-0.03583115682483855,-0.17115048250822437,-0.19598988920190297,0.2503716662560655,-0.42896104193607815,-0.36191187315125545,-0.08109990767276953,-0.16266884889927694,-0.4473444204999374,0.016004494858804192,-0.24383183267219247,0.11067712911703616,-0.07708764639002744,-0.018483307610137518,0.1683543529043415,-0.01707423811372215,-0.03758295603670473,-0.14690333073553818,0.03307761466880563,-0.2904288521903782,-0.06424613992100944,0.1339528427706762,0.028094005036509828,-0.33284383630939873,0.056981032965355706,0.009612461729148133,0.19467184400011575,0.05315278669601297,-0.14568207410099973,0.03981355601028907,0.18232045196357724,0.03246104629306177,0.09984079366861613,-0.22438529428405005,-0.10825190614322869,-0.21951000718733227,-0.2672901073323139,-0.03546859874340155,-0.10716612630519842,0.3850885348126885,0.02474994871421495,-0.13923163469280378,0.036683212398427,0.1457851902041058,-0.04960595064887931,-0.15880987479672082,-0.11966979379071983,-0.3546503083093191,-0.025448885982429635,-0.21571523023868797,-0.353082637588032,-0.12920326533953755,-0.18513919454718114,-0.037995368101322875,-0.34020836747025246,-0.2648471653050853,-0.14494877659189967,-0.032036923091029006,-0.2757626113758674,0.13574493113521044,-0.3352500706687915,0.40929073915505215,-0.06971074877674216,-0.21342953025878122,-0.04744241670477889,0.19272182920264092,-0.034423088884947516,0.18336588578774551,-0.2474396906107972,-0.23881643523251117,-0.08731950839111438,0.007531908818050748,-0.2547357010237146,-0.402910062739531,0.11141580626829893,-0.21376826246431835,-0.27803639222854065
Parietal_Sup_R,-0.0410887722789722,0.2543596767417053,0.202183578806607,1.0,-0.11669768437692109,0.8550029452841474,0.7371828791295013,-0.6131873154032232,-0.19184518927155658,-0.3928279188989673,-0.16969903004861986,-0.03117660641079933,0.33773866149392917,-0.18943798942571774,-0.1615100785854199,-0.19319689589727213,-0.1761961267390327,0.07293579588660792,-0.21191812529467013,-0.2969714928740993,0.24774534906946255,-0.41586290972830214,0.03155593581489573,0.4339260734678121,-0.5463997632051292,0.8143099790683591,0.08633715779775908,0.1458746274046562,-0.09770872734067138,-0.16437744570989868,-0.008573633120952454,0.4101244474688265,-0.2631318624608424,0.8483096466062038,-0.42558920301561665,-0.11125157630037906,0.5158794874979472,-0.14984201720707552,-0.2519032402252644,-0.16782299416230773,-0.026327194256203026,-0.14355297063195968,0.2314779727088744,-0.2558808207369516,0.2927285135193311,0.3687019859573156,-0.10660861178620815,0.1359721084298235,0.013740589236369984,0.17522983304668086,-0.12023735475734139,0.4342115598875105,-0.053661561752950414,-0.09184638767616385,0.1828336871950784,0.8986691254616709,-0.2779550312080481,0.23569748931036222,0.5901179455134116,0.7984140832630683,0.41807752944877735,-0.43899977602269324,0.19059589451788542,0.456570128995275,0.19928839962839257,0.7123522530902113,-0.19042714595531268,-0.04940184179472548,-0.1592352168712833,-0.15428602900243868,0.16954875437369094,0.3315322353443394,0.5224201407460859,0.3308698965176865,0.16187942306722283,-0.1335651605340107,0.15641281866269907,0.27459224778909413,-0.16558556759499374,0.1840725268918251,0.09861521047642637,0.44408573094482723,0.5392748699694944,-0.20817902380752767,-0.010382017350851225,0.09490373581137818,-0.38728579494428894,-0.5724025257673653,-0.16769417378156293,-0.510860482217987,0.11770840460381533,-0.13635103993733336,0.21767242805750858,-0.108077430064681,0.23446936244174107,-0.04905828448509736,-0.4457483684447709,0.28900719752756443,0.13334967730617336,-0.37317822068111456,0.0031849934298000377,-0.16947873439967281,-0.27598609438758437,-0.4289365316583085,0.08878531688788084,-0.00356611016899106,0.035684295919283314,-0.11367556267117544,0.16086248987821217,-0.6451957292212648
ACC_sub_L,0.056392478079758224,-0.14641464798175774,-0.10031401776774404,-0.11669768437692109,1.0,-0.11862672892875643,-0.07805475427957678,-0.1245302708112598,-0.18069671092650544,0.012958691006605846,-0.043071269884513486,-0.031225476568623955,-0.16229836043915585,-0.07066832663408015,-0.22122876001316774,-0.2665506864890466,-0.09622398327591948,-0.008176378042594015,-0.0635555742497178,-0.115986721599461,-0.12072167610133998,-0.05828676638839159,-0.14337975543908427,-0.09808620775880111,-0.06677116538756489,-0.11903494955434771,-0.023408703139068114,0.003282139673003593,-0.08600913473456992,0.08850540233639066,-0.10371909002495265,-0.07199674810698585,-0.10180762406034444,-0.05493942657773903,-0.09182167656666354,-0.1331200651067096,-0.06827579465210709,-0.01994427332932497,-0.1327623736355263,-0.06128971845279352,-0.1586039856204532,-0.06333847722606746,-0.036061156568871926,-0.07994362312437195,-0.16715664233975133,-0.1523816952876816,-0.12361319370660956,-0.11592731994975472,-0.015731835797018534,-0.11787985552526242,-0.18461805638578221,-0.18095744884652037,-0.016544329653380225,-0.061721188367415435,-0.15741736631925388,-0.11036045784659876,-0.09525774968566258,-0.06231448286035947,-0.06904115746908464,-0.03538194338892585,-0.16046731177510057,-0.11695436858994476,0.19153304424511297,-0.15868654474816418,0.08772561861056831,0.04594574295872029,-0.10714746364487047,-0.07363751682054015,0.07216091411039886,-0.0707219931228698,0.05639419373274549,-0.08966766429788471,-0.11724228813405012,-0.11429992765722256,0.038374559209286424,0.15387637459905582,-0.11389282202520594,-0.04742911825533319,0.0447500835741672,-0.10917603070470319,0.014085386496164596,-0.055988922429447155,-0.1548099561639002,-0.11766856586151812,-0.1481853904351,0.010305587191777136,-0.09625600188843991,0.008966518769225983,-0.16798566079090368,-0.0624525333531221,-0.011126411861370039,-0.10747659094683938,0.028806812562652256,-0.07710506558127772,-0.04491815571232151,-0.10419562598897349,-0.07007116926570073,-0.10462652797792697,0.014965743792000085,-0.11147729373255952,-0.004279701525533208,-0.09832742185469873,-0.00425115580735867,0.001261360197260578,0.0027642051012547893,0.02150719782200064,-0.07335667610753338,-0.08207656789766896,-0.15213179089170706,-0.04395913308410621
Precuneus_L,0.059846698544366896,0.4924505397598745,0.049799780774677546,0.8550029452841474,-0.11862672892875643,1.0,0.6704258286954924,-0.38617957713526174,-0.09829048268849086,-0.16235320171196385,0.1785214140851528,0.24945257463357814,0.46513129878549325,0.03275947561980586,-0.05264198194085865,0.046137199908562805,0.051560857100790426,0.12076660013037395,-0.12252699693034974,0.012142911897527042,0.29435549904659725,-0.04316450880831244,-0.08548844379302656,0.36308477404203887,-0.20452141936683985,0.8679293532168492,0.15694190222013188,0.28263113954128627,0.24867675906816353,-0.03470448585992338,-0.00945849264217447,0.6460613894391356,-0.05901493638809626,0.886688730616315,-0.16048882849174753,0.1443922327894843,0.44633401226857233,-0.007886405626103758,0.11804895774914925,-0.004402880489273681,0.2464359119519795,0.1410146045190406,0.12598527116613453,-0.0262051970628594,0.45682428747085624,0.613130902795738,0.06744240301887522,0.13603980538305943,0.06600727128886767,0.40710483149723165,0.11159363662888049,0.5807897945334756,0.25077810185184846,0.23788785555485512,0.26197350608699,0.9194692276532986,-0.12331698028911049,0.24698938546194918,0.7501422314267652,0.761929844847249,0.5451584202805151,-0.1977878772281157,0.1636047031165525,0.3754765478123718,0.16112073235455487,0.6702119982143394,0.025310221695414064,-0.007835393682467214,-0.05823724496687018,0.12398837480369464,0.16392876091466543,0.3639717160538239,0.4374517988116997,0.30935528073477525,0.2966290335227393,0.023187203518046446,0.3460236271033684,0.440852608967037,-0.10827419213659954,0.4402652307868063,0.2600293601390667,0.3867751062760399,0.7441118868520008,0.16685140004125065,0.2760590693807247,0.23930841491457713,-0.21398783646632297,-0.41086791750819107,0.13083834751382967,-0.33780438573766186,0.16351796605522692,-0.11790659994582926,0.06802660894297491,0.15892273742011628,0.2612758698586099,0.09000147229145292,-0.1361678429076041,0.23528444511512536,0.07474707343298695,-0.2336479851858165,0.16573400938398225,0.1377077871069963,-0.0076907862299128195,-0.20901143835068026,0.06939975903533885,0.17998488994163545,0.26195213993140004,-0.08353520936896934,0.4219232089723241,-0.35598106902582316
Cuneus_R,0.12760467783516327,-0.01593586375224419,0.16637721068971925,0.7371828791295013,-0.07805475427957678,0.6704258286954924,1.0,-0.6161411422824619,-0.3123836735180357,-0.5576904944702368,0.0059364546383285964,-0.2937995547820827,0.19174756460439613,-0.29209245059969063,-0.41312878895382943,-0.24266563411793637,-0.17340310916638293,-0.10315416646158694,-0.2854771453506651,-0.24529163056517217,0.006306077447273431,-0.32034014550057766,-0.07816231303061617,0.2988525344356865,-0.5814100687001366,0.6724905542638427,0.09677325761769771,0.14707102270945027,-0.08090370153304181,-0.022532471080915446,-0.05619677337869092,0.1097279615728208,-0.34903720632478086,0.6509673332767313,-0.5695922843030425,-0.384078826285598,0.3366324881984714,-0.393765922377227,-0.2930517926035296,-0.3481546448248742,-0.3280628450717363,-0.27235810740275684,0.18461191241340605,-0.3644723283506183,0.5191674033449472,0.49266784439293604,-0.311065484436983,-0.021415935152560468,-0.05478406930078858,-0.06697581243264178,-0.318989283054293,0.1909750460197503,-0.04042143234559578,0.024635162458249787,0.04192572257671098,0.6550805165090412,-0.5460515460161967,0.1837314584405744,0.3977423305714046,0.9254408995669867,0.10118923751249434,-0.5685837684990709,0.13139032874252882,0.3728440508162872,-0.03846152285573201,0.812196756693382,-0.4962241725334252,-0.2638368353100256,-0.28376661831692396,-0.293898861878497,0.18733301622300003,0.04552564650951201,0.6514358875767102,0.2694828760883629,0.08886175813040781,-0.06447572325592765,0.03064661997724007,-0.018747865767143646,-0.06834659440240888,-0.09390482094677688,0.05714897598495419,0.3415135156541932,0.3918913366434896,-0.13905621084240244,-0.26125912180458993,0.04471808336044912,-0.5576604641010706,-0.505935246203433,-0.408733406828757,-0.5746447940596734,-0.1213882371903708,-0.17054163234473624,0.05616823316055891,-0.3558106949142652,0.32066584957171207,-0.31996182795739586,-0.42802953771139346,0.16984702989486533,0.21764082583040695,-0.5053707851420657,0.007435153076649646,-0.26000953670982374,-0.4161476537038081,-0.469476972872647,-0.09965887628700103,-0.035100491833545126,-0.23207963500127485,-0.307666663434789,-0.10429260382861216,-0.692146417285243
Heschl_R,-0.0025801929506100237,0.2427619107664092,-0.27326753791229696,-0.6131873154032232,-0.1245302708112598,-0.38617957713526174,-0.6161411422824619,1.0,0.543109371543357,0.6041036386901663,0.3864470202296996,0.3885295442304122,-0.07957164894112807,0.496816353479734,0.5785151874128371,0.6246595148934427,0.6203451479861679,0.10605731479060836,0.23275551986588044,0.7148855608265325,0.05391714014733752,0.6787674063575108,0.10801642410937883,-0.4251493864162083,0.7775105076001841,-0.32394017552529863,0.07766182008961438,-0.1365964193040011,0.5504176989352437,0.07110214782790351,0.12459766804395553,0.09572066734888315,0.7546658316508158,-0.45705556139760517,0.7415217935406948,0.5186543160038799,-0.270767358711453,0.25736870964657915,0.7004103089024281,0.5930443808562623,0.45829478939481466,0.2504261910133317,-0.15321635970756867,0.7418492733891286,0.09013500324804104,-0.18888025573368233,0.540143489699307,0.05635715877356531,-0.037595472699204706,0.32265487580411484,0.5736952686653559,0.062972644583732,0.33623426605199547,0.3660063877821358,0.21178542782477153,-0.42615565512508297,0.6182104312378355,-0.21351894065967425,-0.1292803631191747,-0.6104237020943244,0.08792356104866543,0.8112217672775807,-0.20394838211433886,-0.44836264966321304,-0.20313196798565392,-0.6664219902210629,0.6228050802402547,0.3951346823740112,0.2503314332684899,0.4138344149410451,-0.0644890587100754,-0.020688575208264913,-0.5463852427988912,-0.25169304626851174,-0.18253828117177737,0.054024097393018666,0.20306869240704797,0.14718552476927402,-0.029976857422073972,0.33188045952393924,0.18126262739939922,-0.4015925222794542,-0.16714219727340407,0.6422277175378389,0.48869672690148724,-0.08311196265445524,0.6917736302805706,0.5748245268688603,0.5631336845093157,0.8692421981803479,0.05812371352559927,0.3597900602234834,-0.1567889183916309,0.4005035958388397,-0.19544282053756695,0.1879315628744728,0.8482100557959295,-0.18374611939235957,-0.24851368605924215,0.7594422502139015,0.2651247261012247,0.4465513890114843,0.5569749833840464,0.7086802037186495,-0.07597360699267207,0.3098784935306921,0.24878612556332266,0.43860776867915663,0.3426500511520673,0.8756137101400914
Thal_AV_L,0.038544198202790585,0.3044701798503859,0.05415379696908114,-0.19184518927155658,-0.18069671092650544,-0.09829048268849086,-0.3123836735180357,0.543109371543357,1.0,0.30699304072946454,0.02849580816833041,0.3376216759810478,0.055731030742658366,0.43491969239467015,0.7331610909206742,0.63331387983686,0.42299724483640505,0.04033965986432995,0.2500722373425556,0.4051464315318255,0.2729820604880881,0.15357564288957437,0.5138845382064631,-0.11583163767542459,0.2624426140923447,-0.11811605326216305,-0.08373880293310518,-0.21298588052586184,0.22761400998877995,-0.10424475475918038,0.14208038019177732,0.2734527972669333,0.5261926988993191,-0.1802197926328396,0.4042655514905969,0.34270124309447486,0.20615730112488442,-0.03389533816279461,0.36471817661188505,0.5317978227467559,0.3388967651548165,0.10096864251509954,-0.13240037375446995,0.5534769485653176,0.08563878959144175,-0.03357484557512482,0.48983622341118127,0.2973906622780775,0.166540808379985,0.39019165738944184,0.5109811014056324,0.1712607490193323,0.25111111400407365,0.15154156670102906,0.42629775045764245,-0.19438942419878755,0.529721740981876,8.70206218059923e-05,0.15748125893681802,-0.303389811024947,0.3137920681512461,0.5310194472956037,-0.07522288700013477,-0.21396762044868087,-0.23199928048602045,-0.43409420273126326,0.39025228104951004,0.48074991306155307,0.1238104547399602,0.11990286417573238,-0.1448625756692386,0.14239429657000954,-0.21788206528788082,-0.027386005401915863,-0.10557042036361305,0.011441749502761549,0.2491447044994181,0.3100374907478193,-0.22501560662582967,0.3943281635106306,0.10523590713194889,-0.227315059977626,-0.032274780990006115,0.31212477160133756,0.443404180090839,-0.01590699076936926,0.5203980658686329,0.11267282112723602,0.32638901907586665,0.6092640197215072,0.09556725365980866,0.12643850736071816,-0.08968884009402471,0.2775708812026336,0.08545193885761114,0.33168953387493044,0.4677311673614758,0.052951971505641654,-0.11296158746968857,0.6346201375572602,0.2727070469713725,0.23843073419952526,0.19242206676443557,0.3744933390797858,-0.26490513216481,0.11310713423088231,0.16488033052006562,0.4357976844908499,0.3670348400911736,0.38705085341777634
ACC_sup_L,0.07874816221526608,0.439672367834583,-0.25147172512484567,-0.3928279188989673,0.012958691006605846,-0.16235320171196385,-0.5576904944702368,0.6041036386901663,0.30699304072946454,1.0,0.23916787241035434,0.5497536567130229,0.06583474185935108,0.457577051973973,0.5357201677995418,0.4385601544514093,0.4829666406674855,0.20328556801473407,0.09844977992215154,0.6253114846304488,0.17667751407834756,0.5911485355841345,-0.14983803319150693,-0.1074676741324489,0.6900607184124995,-0.19048508389741137,-0.053174689960015176,0.004930422420518145,0.5255043254164103,0.1529822469963941,0.19203755345287113,0.3156471882041676,0.6019001078621398,-0.26197932959094516,0.7276905932115013,0.5363316554751303,-0.15046524403492748,0.38859118732973263,0.6645170872512765,0.7238289782336896,0.5877638271266094,0.2969623778266892,-0.07722424360090424,0.5664714793547012,0.026650004185612145,-0.06241777630028587,0.6481879350810824,-0.04806790447822139,-0.010849883744208089,0.5903985914901572,0.5135057582472483,0.24198097821188902,0.3309530090121435,0.4597929538453537,0.2019360881168543,-0.22681889344299067,0.4982195140534187,-0.07189398929774606,0.12154133045711894,-0.48463716044570504,0.3437820102331943,0.7573705915040981,-0.11551693116205303,-0.2635185334247049,-0.0005763080064670611,-0.528530712132071,0.7021123466310994,0.48694037207882834,0.2620089708089544,0.5797351393435558,-0.16616616062564887,0.13920522689505943,-0.30242966015055855,-0.15773158946923774,-0.08675659719398411,0.14158989793114085,0.43641010202384506,0.39774788972845526,-0.0478574796829381,0.5243150309454878,0.48805032800921555,-0.3085278870341843,0.009869931285791932,0.5634077992922443,0.5846521720215123,0.03727366999534736,0.6871328152238751,0.3820894296143074,0.5802188699723839,0.6876669340761374,0.18130798985788177,0.08930725904137214,-0.06593014914499783,0.5122685815692565,-0.06111566246592659,0.3193980995575743,0.7305951948431322,-0.09783704016147023,-0.1394686573295368,0.5605956549425938,0.3552438448650965,0.3861427585088188,0.7736430909357572,0.6442901968484277,-0.01672926210074107,0.36447973463091904,0.3778951706895207,0.35718626414801474,0.545319709713733,0.7377282729647647
