,Vermis_10,Vermis_6,Cingulate_Post_R,Red_N_L,Frontal_Sup_2_L,Supp_Motor_Area_R,Postcentral_L,Thal_MDm_L,Thal_PuL_R,Frontal_Inf_Tri_L,Thal_MDm_R,Cerebellum_3_R,Hippocampus_L,LC_L,OFClat_R,Cingulate_Mid_L,Vermis_1_2,Thal_LP_R,Thal_IL_L,Parietal_Sup_R,Frontal_Mid_2_L,Rectus_R,Olfactory_R,Occipital_Inf_R,Cerebellum_Crus2_L,Vermis_8,Thal_LP_L,Cerebellum_6_L,Cerebellum_4_5_R,Pallidum_L,Thal_PuI_L,Frontal_Mid_2_R,Parietal_Inf_R,Vermis_7,ACC_pre_R,Temporal_Sup_R,Thal_PuM_R,OFClat_L,Thal_VA_R,Fusiform_L,Temporal_Mid_L,Cingulate_Mid_R,Heschl_R,Heschl_L,Raphe_M,Frontal_Inf_Oper_L,Insula_L,Caudate_R,Calcarine_R,VTA_L,Thal_VPL_L,OFCpost_L,Cerebellum_9_L,Temporal_Pole_Mid_R,Thal_LGN_R,Hippocampus_R,Cerebellum_Crus1_R,Thal_VPL_R,Rolandic_Oper_R,ACC_sup_R,Cerebellum_Crus2_R,Cerebellum_8_L,Thal_PuA_R,Frontal_Sup_Medial_R,Parietal_Sup_L,Thal_AV_L,Cerebellum_4_5_L,Thal_VA_L,Rolandic_Oper_L,Calcarine_L,Temporal_Sup_L,SN_pc_L,VTA_R,Pallidum_R,Thal_MGN_R,Frontal_Inf_Tri_R,Caudate_L,Red_N_R,Thal_PuI_R,ACC_sub_L,Amygdala_L,Frontal_Inf_Orb_2_L,SN_pr_L,Thal_IL_R,Paracentral_Lobule_R,Cerebellum_6_R,Occipital_Sup_R,ParaHippocampal_L,Thal_MGN_L,Frontal_Sup_Medial_L,Postcentral_R,Frontal_Inf_Orb_2_R,SupraMarginal_L,SN_pr_R,Temporal_Mid_R,Frontal_Med_Orb_L,ACC_pre_L,Cerebellum_3_L,Occipital_Inf_L,Occipital_Mid_R
Vermis_10,1.0,-0.3017081047382757,-0.18680333134838145,0.0009181290898685963,-0.001682050289524849,-0.23614144523689978,0.16432814172252008,-0.14185648733348466,-0.142050194930747,0.13982405639293874,-0.03883342324513193,0.648295887114443,0.24687579813686628,-0.5175189818713927,-0.42016757230101015,-0.10775682507582941,0.6207584407441636,0.22445445140386433,-0.27885314501538594,-0.4578170500331765,-0.03689379894583819,0.14681606528954855,-0.09649197213264864,-0.027804402782850346,-0.0007408291308464282,-0.056575977167630014,0.34511376885600903,-0.24776315292060858,0.687688221469928,0.06562384297180845,0.30140923298340805,0.09473457672644128,-0.1500992519462946,-0.07544146170800395,0.09461647255326096,0.5781454736299133,0.4979085820159015,-0.04942484713560651,0.471884587330312,0.5133607208936527,0.283661920479714,0.0755107785147629,0.5400752119920598,-0.12851884572984051,0.6726325841187729,0.24802819236510212,0.1231298249123803,0.399180029653558,0.45097837002344854,0.3570004140031049,0.36628713271183483,0.05282956498101116,-0.09305600313171877,-0.08555643581249806,-0.5050256188009792,0.33886587434800125,0.03507975718079615,0.4097784328967987,0.6029689699083521,0.15199119833890717,0.43684420489589876,-0.09565426590482203,0.42673509086268746,0.21744537603369232,-0.25520559697549283,0.09482730199972363,0.5605227919561261,0.0804938557633901,0.32967998183409347,0.41973446601900477,0.2703309218724679,0.35604438104534536,0.3814783574212648,0.31549056003319015,0.07663909128611629,0.42699186112102544,0.22378521466198764,0.19035562597049824,0.3673753485491032,-0.03225853601013894,-0.19653981680924706,-0.0762013927054571,-0.07797771633884422,0.26164573699761684,0.2129525364607848,-0.2904173556217355,-0.4341818690998,0.24561400836732633,-0.2732392387711324,0.24458143076444397,0.18447412811383482,0.41018394405108144,0.009653342836284589,-0.0035912960134751285,0.15618766139322948,-0.13513596904985675,-0.41302844092356883,0.5301765149765835,-0.048281352323774396,0.06057263526097309
Vermis_6,-0.3017081047382757,1.0,0.2745871341672269,0.1208573656185449,-0.012254945610118204,0.09585000334500926,-0.12275298972003476,0.14201928499965152,0.10250615900612166,-0.07624344006628704,0.05894484831666947,-0.5162250208159821,-0.47956114177543796,0.3850885348126885,0.36261953595649216,0.00942092250336917,-0.5357414263456155,-0.26847207176405335,0.04271336809921095,0.5224201407460859,0.14475166150233554,-0.26400725456401336,0.13341366312311864,0.02601297549226192,-0.03318135011536042,0.07112445919808848,-0.26881884444833376,0.5160931316603313,-0.24949765937734228,-0.3019465668636602,-0.4729203688967975,-0.21312119760453038,0.40318002177536766,0.3397810646879265,-0.15765695394720772,-0.3312619818559882,-0.5255857580125676,-0.049734669665207135,-0.5450779195030059,-0.2658766427740761,-0.2868073713199646,-0.1368259155665904,-0.5463852427988912,0.045770956472486544,-0.4730222933941838,-0.21574221145525388,-0.21087201686924362,-0.2923677469820193,0.10529522615955006,-0.13785790231095385,-0.356865451089667,-0.16103934995343866,0.04205879751657009,0.22307038011715385,0.2931568200863861,-0.41690785722332074,0.5776175314561414,-0.4005829356233124,-0.5099316222959944,-0.18514580911197795,-0.27145640439687085,-0.11681279432251133,-0.42420685128985264,-0.1784536189317169,0.36620912328930355,-0.21788206528788082,-0.2000700280356699,-0.2849654957832684,-0.41053877942308525,-0.01995040234380286,-0.2833628908583095,-0.2864746615334772,-0.44277372366350437,-0.5160637946232024,-0.2296007792715134,-0.2809167563373336,-0.23471378241636986,-0.23190299504168552,-0.3902095174766169,-0.11724228813405012,-0.05257248951140334,-0.320717173999359,0.09422378049078291,-0.16472904666371155,-0.2638404875428172,0.6160967938064613,0.5337724684780926,-0.34574164672340313,0.06456124073419678,-0.22289290228717404,-0.21943825778154422,-0.34090028991996035,0.1659544331508441,-0.04528065080854996,0.40862344401326,0.2146745258448735,0.2700935946955662,-0.2700206525331796,0.0350582373626288,0.08929887130663179
Cingulate_Post_R,-0.18680333134838145,0.2745871341672269,1.0,0.4333863244574773,0.6510372717746071,0.6747362522400541,0.6723507068629079,0.7387316963904539,0.5127527735360613,0.4205582878215124,0.6053190756188802,0.04100645856795834,0.2566415085432931,0.009612461729148133,0.18033547133628014,0.7934555994747953,-0.062318188810980606,0.3583839366313439,0.4503401687001791,0.5901179455134116,0.5445967446871175,-0.05456102577545409,0.04774671863659208,-0.02068469944433639,0.016360607929776713,-0.01727505025868924,0.2972319116665931,0.3210215232587728,0.0665554025739435,0.25994926641016464,0.1411992520484683,0.40413513413338503,0.6371599586547836,0.13680691360804423,0.16366738795586752,0.07316151751685668,0.17468772244900163,0.21719655654026132,-0.07477065176235753,0.09579440547104268,0.09107878572714848,0.6890151424465514,-0.1292803631191747,0.46183576127029563,-0.21658608595715173,0.23349702098684674,0.4492567135684034,0.07429839167304335,0.21053803013890435,0.2985745890184634,0.4112756365339821,-0.02259079550430983,0.09908394489438456,0.15969180637754032,0.5668947391368188,0.21691585992223059,0.17356549426405055,0.2689967930476396,-0.0979178123511705,-0.013968904223246368,-0.22374632561427096,0.15964202810202854,0.08583209800021352,0.4069552281436254,0.6560995512160802,0.15748125893681802,0.29537802761999704,0.2785664944456629,0.18859576304451708,0.08154321071003573,0.28256944270877005,0.1788563715147051,0.035934728134745866,0.026408322486638634,0.3104289942800734,0.11398370141032066,0.35371391011478803,0.3917269656700978,0.2782025940433385,-0.06904115746908464,0.041216095859414666,0.2367049692695304,0.4450784196434067,0.2513894405468007,0.48888320716799377,0.2640289807341303,0.3022576436777334,0.24689063900168595,0.3680144896927968,0.3732064239845369,0.5549473924394126,-0.09928708400533312,0.5898677901127157,0.42844302092826636,0.3620008943521108,0.16361308004625758,0.2786964731541737,0.2755240931389093,0.10996470917428654,-0.01935569807227943
Red_N_L,0.0009181290898685963,0.1208573656185449,0.4333863244574773,1.0,0.4002525636053043,0.42486494019477494,0.4159002680286103,0.5403700443993322,0.2792585849667705,0.47866176487946044,0.3778477717875615,0.12148900448528935,0.18735336550603848,-0.1773988032675399,0.1518602388011196,0.4332600459379363,0.016582476423388892,0.15181393987085615,0.50561280863664,0.2824396452202615,0.3567003831254486,0.07929328776468998,0.5119582876939619,0.14303005496131418,-0.03317464545727717,-0.026898573440302137,0.3394585249368412,0.12629338968960688,0.12147372477839904,0.032754529575111734,0.12900885280974045,0.21991205603991887,0.3557925237113289,0.007504634449517586,-0.24807159705336115,-0.08762972643432634,0.06948792457253912,0.17176661328474632,-0.13496001963865265,0.1988488006749846,0.16610896192205726,0.38177320474198256,-0.0959707086490642,0.36098944657566284,-0.04967818455793603,0.13439933755028224,0.3605514376454044,0.3223157538765626,0.03949621279500788,0.33425234607237625,0.2985792470370838,0.13437216491267476,0.10960859399473448,0.09690907492559926,0.2557417917157929,0.10811570610621829,0.0373567840056588,0.14520148915745323,-0.07837322605935271,-0.1041720644028652,-0.07313813426852361,0.042466582819873804,0.03888451476900272,0.26446502594237403,0.3663346788240564,-0.1377322413234581,0.26587007306049476,-0.002554962225138886,0.13490291283895006,0.2590416266962477,0.19861432762624534,0.17688844557834416,-0.07059556476463742,-0.10796054747670412,0.12903782886659945,0.05044289449267048,0.19751800893105703,0.26029151807877365,0.19002535991445954,0.08965906190700847,-0.03804425172800084,0.3222109212431733,0.4205500100907972,0.1348648269049498,0.2727649437396597,0.10462539869882975,0.1787181271058589,0.15833370875665545,0.29357708198281623,0.24282353609618268,0.27000999677869125,-0.1957085648826302,0.4636764381347024,0.08061019505023809,0.12343476856119377,0.04564501713781174,0.05764291488996555,0.2698288225248019,0.16672553776749535,0.027642548906801907
Frontal_Sup_2_L,-0.001682050289524849,-0.012254945610118204,0.6510372717746071,0.4002525636053043,1.0,0.8425926991363801,0.8356931376391226,0.7038312932069087,0.572340504672093,0.6374610220568121,0.7084454527365307,0.3852143259778445,0.6426750484390437,-0.03758295603670473,-0.09905970530876484,0.7977428528761016,0.31968698382448585,0.6568668626169272,0.4851582172950004,0.17522983304668086,0.7650197069613446,0.1857268975964169,-0.030641319665832587,0.06092819422717152,0.0462109246152471,0.11068866652658224,0.5549513591259053,0.17708061077186993,0.36347039560196626,0.4513227707333726,0.43911052293413083,0.8150867686993888,0.283277132009047,0.0031201701139037417,0.3180357881932083,0.34983492781891085,0.5612657821404604,0.1994993935529896,0.40712687604309494,0.42741141455377774,0.27317194494990643,0.8273281799683823,0.32265487580411484,0.5661184012731569,0.15382916946157973,0.6087794981848903,0.7385966382514569,0.5168540857140886,0.22380967289899528,0.3697221771428025,0.7398903485806945,0.09797048742422093,0.1160843866956524,0.03329480167404956,0.3477695659995949,0.5050595832721397,0.15871193198933348,0.6267644351448683,0.35165106841105254,0.27064934015749725,-0.029834102728379552,0.13927287956763776,0.5378830682584256,0.8011217211205364,0.2768344209283888,0.39019165738944184,0.5713661743349578,0.5945281769646694,0.6040857255327078,0.222484845244624,0.4344234945838372,0.4733977515657283,0.3755425635872313,0.47211678821578584,0.49695684593171896,0.5543849710258802,0.7243308530024883,0.607148228136908,0.5349044209342536,-0.11787985552526242,0.014866789223442077,0.3663030990822561,0.48240505434166364,0.5568235109085703,0.6783016767986201,0.18899344189380696,-0.135794715501956,0.6267025130068068,0.57349527704387,0.8538672385024066,0.7905694736609157,0.2630301286045423,0.4765293166533691,0.4517486645041873,0.23859281868561918,0.017256369193860376,-0.0315314826760558,0.6227358675965595,0.20686139239890647,-0.029200447435429405
Supp_Motor_Area_R,-0.23614144523689978,0.09585000334500926,0.6747362522400541,0.42486494019477494,0.8425926991363801,1.0,0.7588393372298694,0.754571142010687,0.5973594158139968,0.40023259531810146,0.6157661380143236,0.14792233833553184,0.46431870421042915,0.11696992780298623,0.21579660435808548,0.7578716146552891,0.05055145193657731,0.4995389750944489,0.5943157685758514,0.4131450602421764,0.6468709447761067,0.17253703660433595,0.09718818434391888,-0.0191959607959679,0.03543929153196328,0.1121619774424188,0.3983660141937291,0.15207390905455603,0.11487295766985144,0.28087879413502953,0.36526133518500264,0.7113093642668574,0.4869372865400731,0.061513048371037056,0.24128987717125464,0.086638517645131,0.3695496983172054,0.2271462492568598,0.11542805620723769,0.32785699569808596,0.21085596346668958,0.7408148707454798,0.09955670266065877,0.6625288195847855,-0.1252412524208232,0.3561406695767108,0.5885511706646047,0.2858327466982781,0.10656852109035264,0.21846678163013591,0.5451160681842049,0.17558289955175532,-0.03916786201420287,0.12599525350884358,0.5196678662494104,0.30496956704315126,0.20138452032885173,0.41117000037926565,0.10605903813224091,0.16105091356064652,0.0075919464943760675,-0.03227712085525355,0.3198028981388444,0.6114511458913334,0.443759509302216,0.29292619615955373,0.30467880535800207,0.4735798121514401,0.3948250190935905,0.06379645794348315,0.33656875671107356,0.3765268793302118,0.08269971334172337,0.20630619387076132,0.36149799893325896,0.25592472427090635,0.46808531752021404,0.4500404278607342,0.3558696449176388,-0.17530741473712855,0.16801376139463034,0.2741321701510077,0.5361521166825244,0.41689812453988384,0.6125681499262141,0.318841820810752,0.08921810546428562,0.5311115247216179,0.6466394673885423,0.6056908426631398,0.735016159492663,0.03313982253623022,0.5507849999643925,0.26442101784935335,0.20158904280216386,0.09156224708995281,0.2265823807862537,0.39868038012690504,0.2637910787552591,0.13746526357104144
Postcentral_L,0.16432814172252008,-0.12275298972003476,0.6723507068629079,0.4159002680286103,0.8356931376391226,0.7588393372298694,1.0,0.700754397244443,0.5246988510120535,0.5274118717268302,0.6052432025433122,0.4923581974385039,0.6805851740316751,-0.21376826246431835,-0.03535236018882063,0.7964035850567198,0.42198174797125165,0.6414863265880337,0.4728586739479893,0.16086248987821217,0.6547617857525604,0.2619957681404971,-0.047158520426127816,0.038262385451841595,-0.04872547150289798,0.06268638201229318,0.5874037945894683,0.0005587637950752156,0.4358795431008093,0.4685601856321128,0.6092349515373979,0.7115398809118847,0.3799254638429728,0.019418729385143947,0.37551951410585377,0.35887350427803705,0.6559832813211667,0.25811428047404916,0.3956235600983459,0.600862235234081,0.4138066535018386,0.9100452540675447,0.3426500511520673,0.5843789235702571,0.2623512570619224,0.6521626000654345,0.7182617981995583,0.42008264486919167,0.3394684738273168,0.43286541840034226,0.7895820446994464,0.1659292881547564,-0.04434446668706612,0.060670806280034524,0.31828621592202494,0.4798026276356026,0.10499887124487188,0.6287495609265747,0.3877682542203879,0.22314923458568586,0.1471514132340791,0.07592167127755141,0.554328311833928,0.7138826538440404,0.3059209915138793,0.3670348400911736,0.5821541418754465,0.6017039572247002,0.6773217190244359,0.193804970525059,0.6031796494843448,0.5380268302514585,0.3102753998331944,0.40891216573464984,0.4850213886204495,0.43814874266656906,0.6704694277278751,0.569651563162422,0.6086526275519668,-0.15213179089170706,0.028114870062692737,0.3059281707832631,0.4121412291920188,0.542234298248143,0.8536411960491348,0.11467678761617071,-0.19342168459535652,0.6484139042284276,0.42094749125094777,0.7329174034422814,0.8699908325101207,0.2798127314382584,0.598342101094059,0.3166710328294342,0.14426042905228484,0.04107328552668922,0.02461531942611592,0.6405754550284148,0.12546053125614606,0.00888846207453836
Thal_MDm_L,-0.14185648733348466,0.14201928499965152,0.7387316963904539,0.5403700443993322,0.7038312932069087,0.754571142010687,0.700754397244443,1.0,0.4139038659379244,0.3652013908743449,0.7265399665483994,0.1957087777706596,0.4338567524442542,0.03307761466880563,0.19039318830862037,0.7067548126224682,0.1067757924982289,0.471559577264084,0.5331752319533666,0.4342115598875105,0.6050426912831466,0.046885088110464365,0.24230219537227832,-0.051513432706418325,-0.04395038032407046,0.11237646458040727,0.4701738916780596,0.2268024897380355,0.213964769021302,0.24372387304517318,0.32753648399965285,0.5220333554693629,0.5204795919572943,0.022344182440969928,0.1760768997974928,0.1335488999101608,0.3475360894820619,0.24406830113189812,0.08802025895006785,0.28039253473379055,0.14090206357552368,0.6821867629052116,0.062972644583732,0.46902092297651565,-0.05191045834659301,0.2949419283243317,0.547234829060961,0.3017211818461582,0.23650946786045987,0.28149980287956855,0.5685568153807968,0.1296198522613255,0.031650724118312816,0.14616763598825233,0.4048475301696823,0.3128672652927558,0.20139064245090618,0.45089509338300565,0.08340156909737548,-0.0364051108061748,-0.07554974853104346,0.08564969202284832,0.3185173935211709,0.5244311717418916,0.4999913443896055,0.1712607490193323,0.3761904242040545,0.38022021703475606,0.3392847905688892,0.17931151240014742,0.26864342649155704,0.3438994315782452,0.15237794371927735,0.14574285591203368,0.2830252364439165,0.2615179061306812,0.4019502189926643,0.5470178641877015,0.3899493332735828,-0.18095744884652037,0.11355192694800925,0.27163188244169384,0.5171730993563267,0.37497367273242216,0.5419689484225245,0.2987551565450787,0.07225337297464544,0.430575481348599,0.4238317838971063,0.4823849197280015,0.623055792580357,-0.038736934430317074,0.49154103742309535,0.328218704292797,0.24822744358730242,0.07418004949075414,0.2635393374805307,0.4156011395216908,0.18316768329498562,0.04599495945474611
Thal_PuL_R,-0.142050194930747,0.10250615900612166,0.5127527735360613,0.2792585849667705,0.572340504672093,0.5973594158139968,0.5246988510120535,0.4139038659379244,1.0,0.3853374789849815,0.3686224933026801,0.0901906428527116,0.34684344237078923,0.1339528427706762,0.17624598080645054,0.5131161122861052,0.026573711170450702,0.39142246135522646,0.36737210918411606,0.1828336871950784,0.4574442230254577,0.06286444425680295,-0.15995230364844953,-0.008443561029961124,0.10914246868642846,0.04517298311075911,0.19501234204415355,0.1931079054112891,0.06195855679290611,0.3066532169183616,0.2801917861522487,0.6628689678342021,0.21935881802926027,0.10668797021491407,0.022727358701252975,0.16903982824925315,0.3475002109982818,0.053663292212928156,0.15049275990978964,0.08944970262882303,0.1119346074718963,0.5347462423901018,0.21178542782477153,0.5648302821538843,-0.14419966404779627,0.22191077061177036,0.4331528193000948,0.2742113451926344,-0.017658962441337325,0.10882242133164033,0.4040282953412052,-0.18169386035155535,-0.004296929303127814,-0.1193871319003964,0.4436472521171398,0.33752947272973444,0.13832091835644209,0.35622510409100455,0.11280473832053882,0.499035830119751,-0.022274535643582342,-0.018766733300571787,0.203229303660596,0.35239466996109353,0.19232963027307354,0.42629775045764245,0.24873289824925945,0.4178183367500987,0.3156737244376518,0.006301842078712958,0.23685055544061845,0.02642805004672094,0.06696618036180799,0.31637928645353786,0.4236994503917855,0.29053637150189143,0.5271630367367447,0.14944421838911343,0.38061015792433417,-0.15741736631925388,0.008847450268384495,0.06295005528656875,0.06128474875397343,0.4037159497952651,0.3454395558969857,0.02420638862047674,0.11828417962232948,0.2353467714337459,0.49415055083721443,0.4653127223298804,0.4867055147198408,-0.002637046200854433,0.34614283726652545,0.26186668917766104,0.20545642591525168,0.11433144985509815,-0.17961112910377977,0.31786817196927697,0.12103914460343376,-0.054746237749328186
Frontal_Inf_Tri_L,0.13982405639293874,-0.07624344006628704,0.4205582878215124,0.47866176487946044,0.6374610220568121,0.40023259531810146,0.5274118717268302,0.3652013908743449,0.3853374789849815,1.0,0.3752855455526374,0.34061839119126797,0.4703609504143579,-0.3546503083093191,-0.2710711892898184,0.5148225941187765,0.28286885664840555,0.36036484578022293,0.4027752881926916,0.09861521047642637,0.5777020251461114,0.11341600145536518,0.02336722443272099,0.1803369506073286,0.07973876201313872,-0.02228951268052647,0.4582851219481373,0.01627383995388714,0.2575574509810092,0.41657944679520464,0.2638371310248281,0.546909008061476,0.1739910515466122,0.08423321167951438,-0.035643742418760976,0.13898599379446802,0.3539845947782034,0.02959591288538838,0.32428704374281203,0.35254493750926,0.3697923997125662,0.5262242150221582,0.18126262739939922,0.47395676526271635,0.1989795944743998,0.5320713897258218,0.7115194714390187,0.5411232750644684,-0.024706835368977564,0.32547068947206603,0.50834833222058,-0.06459885798066661,0.13217988956826304,-0.06368822313533296,0.14262873399453407,0.40716601674405295,-0.12917320553970263,0.3329763107035585,0.1810977399561665,0.26618833969084826,-0.06857476594254287,0.16594292281954043,0.2571659922487862,0.5936322563222538,0.21582188380841977,0.10523590713194889,0.457008166699187,0.24018855354153615,0.5182099716537657,0.23710073336643447,0.44672385573640394,0.18887463086542164,0.17459951794131623,0.27387044154140117,0.323326002604443,0.36598059031756713,0.6128414931524556,0.32098960864227327,0.36015756321871534,0.014085386496164596,-0.08895559373394003,0.5934398582054127,0.24905246247539908,0.3368130526572104,0.3346748997506795,-0.11078939038696738,0.074297651564599,0.2811350383800194,0.38419753903869697,0.6429802834241402,0.42070437723935666,0.20074936367086638,0.4744041134334099,0.17314453694636597,0.18124715876601258,-0.07487987240659838,-0.2863800271601307,0.467929912116334,0.1520100697709172,-0.09540318387604373
