,Fusiform_R,Thal_PuM_L,Temporal_Inf_R,Frontal_Mid_2_R,Occipital_Mid_R,Temporal_Mid_L,Calcarine_L,Postcentral_L,Amygdala_R,Cerebellum_8_L,Temporal_Sup_R,Cerebellum_3_L,Thal_VPL_R,Amygdala_L,Thal_IL_R,Cingulate_Mid_R,Occipital_Inf_R,OFCant_R,Insula_L,Thal_VPL_L,Vermis_4_5,Frontal_Sup_2_L,Cerebellum_4_5_R,SN_pc_R,Cingulate_Post_R,Temporal_Pole_Mid_L,Frontal_Mid_2_L,Supp_Motor_Area_L,Angular_L,Cingulate_Mid_L,N_Acc_R,Thal_PuA_R,Postcentral_R,Thal_LGN_L,Thal_AV_R,Occipital_Inf_L,OFClat_L,Red_N_L,Thal_PuA_L,Thal_VA_R,ACC_sup_L,Precuneus_R,ACC_sub_R,Hippocampus_R,Vermis_6,VTA_L,SupraMarginal_L,Temporal_Mid_R,ACC_pre_R,ACC_pre_L,Rolandic_Oper_R,Frontal_Inf_Tri_R,OFCmed_L,Thal_MGN_R,Supp_Motor_Area_R,Thal_VA_L,Insula_R,Occipital_Mid_L,Frontal_Inf_Orb_2_R,Temporal_Pole_Mid_R,Thal_LP_L,Parietal_Sup_L,Pallidum_R,Thal_MDm_R,Cerebellum_9_L,Cerebellum_Crus1_R,Cerebellum_3_R,ACC_sup_R,Cerebellum_6_R,Thal_PuI_R,Rectus_L,Caudate_R,Olfactory_R,Temporal_Pole_Sup_L,Precentral_L,Cerebellum_9_R,OFCmed_R,OFCpost_R,Frontal_Med_Orb_L,Thal_AV_L,Vermis_7,Hippocampus_L,Red_N_R,Thal_VL_R,Vermis_10,Olfactory_L,Thal_PuL_L,ParaHippocampal_R,Thal_LP_R,Occipital_Sup_L,Vermis_8,Fusiform_L,Vermis_3,Cerebellum_6_L,Temporal_Sup_L,Precentral_R,SupraMarginal_R,Precuneus_L,Occipital_Sup_R,Rolandic_Oper_L,OFClat_R,Thal_PuL_R,Cingulate_Post_L,Pallidum_L,Cerebellum_Crus2_R
Fusiform_R,1.0,0.10430230298051098,0.03599181478234326,0.30079218434194327,-0.0655157112263173,-0.019284931877301566,0.5428914953176105,0.4204563823492263,0.13307709910734616,0.2850270836946346,0.7031197696034158,0.6664928503874807,0.5413930005004115,-0.09607068293515393,0.37664825896240745,0.3574630877670185,0.09474235219550423,-0.07001173025643376,0.19288125502626793,0.5323010678761221,0.6063952991152787,0.466245488587426,0.7655070707783513,0.3480425942201749,0.31856981534754875,0.2166287593196532,0.31797902724950755,0.42465268921918076,-0.10048282011219455,0.28064070351921,-0.0403121603362428,0.4915619161378192,0.5065902384368455,-0.152345924491787,0.5815623390512242,0.06993511907796372,0.2213411203393635,0.12853994029370217,0.306288493757059,0.31432875128050897,0.4597929538453537,0.14499938558461836,0.009369500441857583,0.3471945172317335,0.10201567127497763,0.6154509646773221,0.08217165812907545,0.5207813158823796,0.2745783220095912,-0.10447726968021868,0.5152918749050022,0.6595255908113735,0.1907462025140041,0.3560943532662472,0.23164910532214691,0.2412889830594515,0.6518546522368336,-0.19272359652641718,0.368324936627953,0.15879378864087232,0.4583924978584344,0.09900227630026354,0.34096362951614984,0.6303680963100904,0.32344716456691686,0.47320798669982045,0.5340796615435831,-0.014675450926665652,0.19849167206358395,0.40342847319314273,0.04330242927400023,0.4319104765978456,-0.030325418998139175,0.07696713522774895,0.26097378360203116,-0.23028191451496635,0.03035299747170627,-0.2895340405055923,-0.05027626913776968,0.15154156670102906,-0.06924386519209415,0.24349793405705433,0.6086494442813499,0.47612739450275027,0.39280952058575325,-0.20800665435181928,0.394580087257823,0.5112748962691737,0.4190856376421548,0.00774139759393058,0.03379488460099704,0.29080294390398825,0.3017068225159556,0.3288059105688257,-0.02404138299824724,0.47272241736999315,0.8002558568702317,0.23788785555485512,-0.2817219284944433,0.15956941089563703,-0.31029432368493987,0.11839620722713895,0.040083990571531475,0.11840249828447665,-0.007451349411760463
Thal_PuM_L,0.10430230298051098,1.0,0.22124341758471192,0.6323443581697112,0.015112199992451772,0.43029507962049923,0.11027236494059177,0.7210619293848725,0.15887662507617228,-0.06921637244734027,0.14098780988703655,0.4523029047290235,0.5525633582750776,0.17394973404502684,0.5202045478723903,0.6662850440750292,-0.14778885298738925,0.2826790797264417,0.6282115205097343,0.6820192820544562,0.07295334745862209,0.6780426558252093,0.22446274890382603,0.23224692921096926,0.4834516249536911,-0.12168843820967883,0.44298202166015976,0.7219077454680112,-0.18028403771734083,0.6349057262171965,0.017796561157363416,0.4905257461479288,0.6831392729162951,0.4292967232485794,0.40404588679726866,0.1968480369070962,0.24401562273598718,0.36675513408456656,0.6961872379633259,0.3084043690249934,0.3327137512002147,0.2934950369870985,-0.06903032140851487,0.40133879384458915,-0.22865523556056858,0.2829831548783976,0.4451127889392053,-0.09335498566547346,0.30099292365083236,0.011236163417150346,0.30099472466282384,0.2500993684596618,0.19186174811191717,0.4964271311779205,0.7310000993241232,0.505064877852414,0.2825515053141758,0.142952107182551,0.14451723031114902,-0.01655024969849172,0.5632412648676574,0.18613835751577626,0.33058075272257714,0.4856894336883726,-0.07338598774073371,-0.01508097695219339,0.3838434148018895,0.23097535763494872,0.1015199179100421,0.5235116336065503,0.1051985590476363,0.3845362176794661,0.0950665030317542,-0.04312228933872781,0.7013565026124645,-0.02639929438723202,0.200889820474604,0.0937461602624794,-0.008818653592241798,0.3545879022253114,-0.02640760880347761,0.645404201709213,0.4358197109996751,0.5260769436122644,-0.03481997904904301,-0.12004580217535482,0.7318615809753736,0.40266312397096954,0.5871599555901785,-0.07091276951797683,0.08042066570149023,0.4934888459962834,0.7301060253686256,-0.12240298885842323,0.5400122064227116,0.6570692055803197,0.25065885147184375,0.2428195296713021,-0.19128509157148713,0.6217808698301965,0.12636385730589608,0.5402389771069137,0.40904647666994637,0.32406315422212834,0.13605623540101008
Temporal_Inf_R,0.03599181478234326,0.22124341758471192,1.0,0.10393891829365992,-0.3410331211077962,-0.06996215945554987,-0.019671261267978284,0.09493070506478259,-0.0348972311392046,0.20680336548781914,-0.16645846483481924,0.0015152214775022168,0.0013790888195701527,0.04042395354281246,-0.008429244050214309,0.15675724068367744,0.03618057174752126,0.1800366254025875,0.13192692568769415,0.03322822284402709,0.041936335210705375,0.1741810906859981,-0.20084531836088423,0.04427017321124707,0.4021980901662975,-0.19998724664675138,0.1369997191931943,0.1942799904425489,0.27933664233749483,0.279174703149396,0.0042655191168610935,-0.14374442238491258,0.1470995973191828,0.2972912961350381,0.05097346917361686,0.016255948970384564,0.24937685386165037,0.25229193760291385,-0.03147508791559792,-0.21067603779504418,-0.07189398929774606,0.2977331783398716,-0.13026317456468012,0.12058970506778761,0.05974630035043533,0.15743336305121644,0.06836840549026928,0.12138761109778545,-0.08243461675386748,0.12789961475675235,-0.18281094797240577,-0.06460924278515716,0.30273835177166664,0.2133299966693598,0.25852227916936116,0.01605696162145203,-0.09905744252832187,0.008305360940248339,-0.31235575559932954,0.014098048425137772,0.008676210838046481,0.22367352200161406,-0.055612642963441795,0.34213353273355385,0.2566882073779973,-0.05910630877139739,-0.11842532920045504,-0.0023831299638253233,0.06643168510250035,0.027444207817326594,0.28522193268414037,0.03262108768186105,0.1791961198836286,-0.07543506032668788,0.20266721368119528,0.10310693321538274,0.11120824923417565,0.021174383534622733,-0.0008096613048387644,8.70206218059923e-05,0.12421796135068132,0.007635786869987255,0.12757678995375243,-0.0781163364830013,-0.30456491146559667,0.0839846629019468,0.028941322837058515,0.1699364993333216,0.009945100997206194,0.17134728661333154,0.01142888480904751,-0.26140141977752096,-0.0726857181584366,0.35064491935336284,-0.1338795155860253,0.12176924801385162,-0.01071633109053818,0.24698938546194918,0.23745933719089538,-0.14708933903693383,0.21135808877917617,0.23727084683128646,0.2348238480188644,0.06250874038140561,-0.3759010407374113
Frontal_Mid_2_R,0.30079218434194327,0.6323443581697112,0.10393891829365992,1.0,-0.09758508732668533,0.22590373918500375,0.11581146831635965,0.7115398809118847,-0.1136021730794889,0.10161058097406073,0.44918337502171835,0.6042424228277021,0.673339870809185,0.017957731573990002,0.5729911473692364,0.7354360180777181,-0.002745473142925557,0.14399572086184445,0.7183742073198729,0.6949370120369953,0.0947088984027636,0.8150867686993888,0.36859688347868946,0.4808838675377347,0.40413513413338503,-0.30541268112567943,0.6922142029249313,0.6770079806451756,-0.26532589744097274,0.562716378738251,0.03773791971433514,0.6320642973112108,0.7700676195646072,0.18072931230234562,0.6041076027107214,0.15163417590901615,0.11317955916559413,0.21991205603991887,0.5195545307468434,0.5846819109112796,0.6481879350810824,0.14671779933408705,-0.11645333100126991,0.6347752073862116,-0.21312119760453038,0.17264840316356977,0.2614887928242873,0.1549290501276417,0.22740005907840885,-0.2650591755609382,0.553141803556957,0.6768250878337976,0.18783558695856312,0.4954543301430061,0.7113093642668574,0.6884398473251203,0.6349890642197191,-0.1031898341833321,0.38449685719953347,-0.12394833888843626,0.4826864633922461,-0.02612482325583556,0.6684506494400543,0.5682421685025839,0.043822593534140405,0.004394738118281651,0.4569536953522871,0.6525413325796414,-0.07435245652669517,0.5898424508000382,0.0589727538646457,0.6426928887399744,-0.21486578612008958,-0.029062980956315033,0.6773524422176972,-0.005618966455839928,0.007183014348063088,0.10938740380517922,0.05133246533333641,0.48983622341118127,-0.10687874632133526,0.6742820831801181,0.5181453465111442,0.7536576671471499,0.09473457672644128,0.041034809361125024,0.6925370973965286,0.5045070081432504,0.671147286122981,-0.2836713617359651,0.17150776174101645,0.3419829986101227,0.633430276324229,0.04714901845106875,0.36398235402655793,0.8159188223046964,0.4979607744881866,0.06744240301887522,-0.28358998567802557,0.6139438880473679,-0.10071892804697852,0.6628689678342021,0.12760380644210131,0.5281454729291416,0.0627092226598574
Occipital_Mid_R,-0.0655157112263173,0.015112199992451772,-0.3410331211077962,-0.09758508732668533,1.0,0.07765226305440012,-0.060556089549908355,0.00888846207453836,0.1176277871772299,-0.31253902386398835,-0.05651838600918075,-0.030260971848712816,-0.0635518882275814,0.13180639983005094,-0.0716496297347291,-0.046720546471009164,0.016507726003593307,-0.08366330122825205,-0.08993115257806136,-0.07313057638210539,0.06602737453083737,-0.029200447435429405,0.025124652579683177,-0.23219776706426293,-0.01935569807227943,0.1886489696931686,-0.08846593159823286,0.07903687267328989,0.1623849784509333,-0.02039633880965407,-0.06823404236143034,-0.07367444612138632,-0.01145416680177845,0.1327048700666066,-0.08993686397203045,0.28260211461863655,0.03143528259170215,0.027642548906801907,0.0606816869962297,-0.13459158708373206,-0.16616616062564887,0.1817215008073541,0.021118560752072843,-0.11843474518415018,0.08929887130663179,-0.15066386314995706,0.18269706334590632,0.023371368934900744,-0.020531714737370203,0.2395350971142056,-0.09379136736980012,-0.13139901444724503,-0.13348216734407686,-0.13871471392862175,0.13746526357104144,-0.1309944050941557,-0.10221286932196351,0.14205269437915036,-0.0019506432246266798,0.1859260656714825,-0.020904872532366427,0.17508204891172982,-0.18309187050200562,-0.13259877009868293,-0.16023174632079412,0.15913959878671857,-0.040571557648547946,-0.20730244719091806,0.11097211208214042,-0.0629288120400547,-0.12348628322061558,-0.157771214988352,0.12177919702985067,0.13410052885761692,0.03320710322622726,0.02609206238549546,0.06968258489673332,-0.02113802427757562,0.02168280859848381,-0.1448625756692386,-0.08892680504053029,-0.024802010644136462,-0.021761358089481986,-0.1367157747009971,0.06057263526097309,-0.05402519182555303,-0.004310070452612044,-0.15443091221190633,-0.10870870487472858,0.18518388220870502,0.07129326829300478,0.199826301076892,0.11816158668087101,-0.18316455977137933,0.07242987071422206,0.01305912438913835,0.05581363245232274,0.16392876091466543,0.138167854391437,-0.04746806994321961,0.09612062266495239,-0.054746237749328186,0.10018111661131324,-0.14713378279951536,0.2900268054342089
Temporal_Mid_L,-0.019284931877301566,0.43029507962049923,-0.06996215945554987,0.22590373918500375,0.07765226305440012,1.0,0.3290805895022966,0.4138066535018386,0.2505863429578687,-0.08430815568843703,0.15482018470982298,0.42334229289276565,0.2245663381910913,0.10943665896692203,0.29852223621781804,0.36278966878072877,0.08058243390995291,0.2514487518640576,0.35737509432672326,0.43234305586411803,0.13780943399194723,0.27317194494990643,0.3415258832886263,0.02646370718075754,0.09107878572714848,0.03526538020176945,0.0250433028734926,0.33112459581949305,-0.16955313113330484,0.3647747866052003,0.11581084409344358,0.30848253319946967,0.3586103112683137,0.03364620008263082,0.2592330421910496,0.16586877528743849,0.03910614574632972,0.16610896192205726,0.5259971989414004,0.30389629972548193,0.2969623778266892,0.05551769831832363,-0.037426356202893585,0.1800712808602088,-0.2868073713199646,0.27680834311070174,0.5348436847805118,-0.11822608712544544,0.2177712099368152,-0.1943317539900233,0.2920814715667132,0.027914576248325863,-0.007521665452371916,0.2251096001568312,0.21085596346668958,0.14781485678164757,0.2202054577860937,0.050647931741365115,0.1408639858299089,-0.04705184732548348,0.36758911886097145,0.054006496355590516,0.09133169493822495,-0.051687141741501096,-0.0648427651566521,-0.18891841917581997,0.48125696729849515,0.12160446301655227,-0.1358467433798231,0.25623973960889024,-0.054565216023291466,0.19814839302769827,0.004994254081430838,0.22150120512642693,0.16972680376950136,0.024845295742562664,0.045515815603904754,-0.140308366391007,-0.09908329858438862,0.10096864251509954,0.08575747445045771,0.4786228006787685,-0.00013226648393667009,0.2695904785117028,0.283661920479714,-0.13912474944185957,0.37566650833117043,0.07882204708868998,0.301625111835187,0.08789922985899953,0.0005737941589449112,0.6942480427102693,0.6348478695464982,-0.32815297853306785,0.8102244334108125,0.3362440493341972,0.12455401716381993,0.1410146045190406,-0.21626416093911105,0.5154096914784468,-0.15989487172342523,0.1119346074718963,0.2138612165222841,0.09378859261096553,0.2505631939823881
Calcarine_L,0.5428914953176105,0.11027236494059177,-0.019671261267978284,0.11581146831635965,-0.060556089549908355,0.3290805895022966,1.0,0.193804970525059,-0.11231582839293291,0.24143071826626913,0.5150002186315756,0.6380553668813672,0.4030861031506799,-0.11496386468578623,0.4402600373372313,0.17944099125437019,0.15393935812952655,-0.0036767988798711427,0.1571965358355214,0.38043225978268136,0.6334814843431493,0.222484845244624,0.6708737773343029,0.23507019406042673,0.08154321071003573,-0.05611016418156787,0.1403471558166691,0.25807254858307116,-0.0876394772163162,0.20061356575483644,-0.27048682900973764,0.35976162830060127,0.2549919693571111,-0.20641897360669528,0.3441093215518846,0.07270642698613453,0.02282217039466473,0.2590416266962477,0.17674053554315838,0.270879292640948,0.23916787241035434,0.02374926168615352,-0.004319772371168447,0.3502395148982303,-0.01995040234380286,0.49535071019485255,0.2755779509789087,0.3956890885834276,-0.16044261723483802,-0.30102006230523204,0.4335441362856243,0.43603390961813276,0.017675455391717203,0.27348113643021926,0.06379645794348315,0.052800315373852665,0.4916742684101164,-0.18859331301528057,0.14888761831295977,-0.05120628389048449,0.44635560470743063,0.10540728049462907,0.13308728588369959,0.2572165659453006,0.2705880405555439,0.11140879637356577,0.5749734649758864,0.0446644401531031,-0.1099435633061029,0.310373189038036,0.12375881810517735,0.4860274408768703,0.048974065035327696,-0.15830516255565974,-0.02897265473671365,-0.0458537962757719,-0.08613103351089918,-0.24243903739064118,-0.1714117937906106,0.02849580816833041,0.07917672560942571,0.22071976768580145,0.35913413108776293,0.3364120538970298,0.41973446601900477,-0.13851462147756968,0.31277991006823275,0.41905603294432475,0.3191749702476284,0.1744147044970978,0.021390799876519102,0.3311020489286449,0.42310295153562777,0.1490241278900134,0.24400784530605152,0.22645235971048475,0.5179345638487333,0.1785214140851528,-0.1805062096461492,0.21810359740988378,-0.31869667957902664,0.006301842078712958,-0.14673773397564574,-0.07399156246259608,0.0760103917016384
Postcentral_L,0.4204563823492263,0.7210619293848725,0.09493070506478259,0.7115398809118847,0.00888846207453836,0.4138066535018386,0.193804970525059,1.0,0.17676519934167773,0.07592167127755141,0.35887350427803705,0.6405754550284148,0.6287495609265747,0.028114870062692737,0.542234298248143,0.9100452540675447,0.038262385451841595,0.08271388614686101,0.7182617981995583,0.7895820446994464,0.2611727887504056,0.8356931376391226,0.4358795431008093,0.2689830728956524,0.6723507068629079,-0.13426559823913972,0.6547617857525604,0.8472020374936949,-0.14549841292346605,0.7964035850567198,0.0534843548296395,0.554328311833928,0.8699908325101207,0.28524406803322444,0.6073823925756937,0.12546053125614606,0.25811428047404916,0.4159002680286103,0.6865949153917552,0.3956235600983459,0.545319709713733,0.4548874600611185,-0.03847767669324521,0.4798026276356026,-0.12275298972003476,0.43286541840034226,0.598342101094059,0.14426042905228484,0.37551951410585377,0.02461531942611592,0.3877682542203879,0.43814874266656906,0.17087800386537233,0.4850213886204495,0.7588393372298694,0.6017039572247002,0.4908220578654267,0.14545340764409084,0.2798127314382584,0.060670806280034524,0.5874037945894683,0.3059209915138793,0.40891216573464984,0.6052432025433122,-0.04434446668706612,0.10499887124487188,0.4923581974385039,0.22314923458568586,0.11467678761617071,0.6086526275519668,0.08049999670815697,0.42008264486919167,-0.047158520426127816,0.12741936615481755,0.8632988223857094,-0.09419019608509235,0.18011154446064076,0.07126775771862752,0.04107328552668922,0.3670348400911736,0.019418729385143947,0.6805851740316751,0.569651563162422,0.6159342011056484,0.16432814172252008,-0.03910048025138089,0.7020773431664044,0.4624859113566138,0.6414863265880337,-0.1327819924621731,0.06268638201229318,0.600862235234081,0.7163027217018839,0.0005587637950752156,0.6031796494843448,0.7741202528036549,0.5513011216705159,0.4219232089723241,-0.19342168459535652,0.6773217190244359,-0.03535236018882063,0.5246988510120535,0.5039827820121314,0.4685601856321128,0.1471514132340791
Amygdala_R,0.13307709910734616,0.15887662507617228,-0.0348972311392046,-0.1136021730794889,0.1176277871772299,0.2505863429578687,-0.11231582839293291,0.17676519934167773,1.0,0.024403457718561544,-0.07766583957534977,0.047630846367140094,-0.10419868797766253,0.2759363746623847,-0.14837279766505648,0.08216007652821225,-0.1515862677827434,0.14246179041109175,-0.06605062218089663,0.10997341585613427,0.13533864034223483,0.08096771425901449,0.08134862033389888,-0.24041884929654028,0.20074397513629844,0.3392804670948623,-0.15896807442084343,0.14102174010679258,0.1675417923039615,0.1665374044620431,0.2629281288810651,-0.02484966016724179,0.10529627552629024,0.1547209193622055,0.02434154392624549,0.10913774172829692,0.18213921221240525,0.0036587604632984543,0.22312585272017102,-0.1572739832784214,-0.08675659719398411,0.22435001073969627,0.10288856559943874,-0.2039328223397439,0.11248107767489013,0.18836864441967055,0.1908371648062434,-0.01843703618681977,0.42421749059551744,0.25793045632072054,-0.11397209938592463,-0.2266039788590849,0.16188904959511488,-0.00569389180382919,0.12118245208065931,-0.09408740571022405,-0.08770739208797776,0.2435892742307157,-0.03658206489968313,0.33677373552714396,0.007303892859320048,0.16500350308514794,-0.18627993732192022,0.04681339032538105,-0.07766843498400611,0.12522369306541842,0.018591190547861944,-0.2353411923246462,0.21690475904435141,-0.12324197342062307,0.015023495173418085,-0.2894418744352972,0.013190192484630452,0.38923536722619884,0.20400290708477878,-0.10826036182350214,0.2339063669618466,-0.05164185771822682,0.03571025625344618,-0.10557042036361305,0.12606036665848647,-0.06327103722663234,-0.07752458165723257,-0.11879604319602194,-0.03999340892146421,-0.08389570671692034,0.09066324771178304,-0.1764342115639585,0.07614864358062925,0.19116704746912644,-0.2933725118955335,0.2636690055924139,0.07913808150700029,-0.05354418568653902,0.14370469643149106,0.11039698777018722,0.03880780520831993,0.2966290335227393,0.03277597006124417,-0.052073130271296904,0.09474875620086666,-0.01268548490756755,0.4060744153242305,-0.10584426077033975,0.022776020181062225
Cerebellum_8_L,0.2850270836946346,-0.06921637244734027,0.20680336548781914,0.10161058097406073,-0.31253902386398835,-0.08430815568843703,0.24143071826626913,0.07592167127755141,0.024403457718561544,1.0,0.19663933410447162,0.1380077180120808,0.1372570415325334,-0.01783267635233121,0.03461113810932207,0.08663672348966742,0.15100249229285093,0.005141980274842666,0.07319381248661513,0.11378203544873976,0.1019532580552607,0.13927287956763776,0.16214439988861834,0.152779804684653,0.15964202810202854,-0.18557809413877033,0.11138876356410207,0.06198050605981477,0.051562402984633174,0.11334838286497126,-0.09326787039841726,0.04641143736662436,0.13150174680476867,-0.11975695790395818,0.2825268431016989,-0.1324075691618423,0.1251573131246879,0.042466582819873804,0.004087203245946098,0.1167695450372023,0.14158989793114085,-0.05201704349830629,-0.046213009112486096,0.11654812800390871,-0.11681279432251133,0.21942777712468037,-0.05894113221806886,0.10015874343377128,-0.00894079707091904,-0.0321956580271717,0.14281900243511697,0.21786935882471195,0.06121957295713045,0.2469306068625478,-0.03227712085525355,0.05090273482683033,0.22889537182332828,-0.23034544781367627,0.07665751519175272,-0.09218701313213146,0.15945522339914733,-0.04276976111916456,0.14434489055268238,0.31084967792852675,0.3469838084694331,-0.16590855041271185,0.12894126947522125,0.04674859271510813,-0.10985648587872976,0.019063709594836428,0.020669963612993874,0.13940296690244233,0.0007673873308790116,0.01255651742501921,-0.0027126874102494656,-0.23843366528944912,0.09981871482914001,-0.038278918658846306,-0.12135212443211117,0.011441749502761549,-0.030563780796642525,0.02941881141585014,0.2516722405180108,0.16521692581635633,-0.09565426590482203,0.0084825611354699,0.0646207477738801,0.19491689687783206,0.2024129306346945,0.024118228486160496,-0.35842620661517105,-0.25599639601028706,-0.052203831861218616,0.42659677066975965,-0.15468697154708566,0.15393649180072141,0.20257216945301304,0.023187203518046446,-0.10041236434279581,-0.047996004318170665,-0.18794115119865812,-0.018766733300571787,-0.041970116133221894,0.06692693766760709,-0.5476444280208956
