,Fusiform_R,Thal_PuM_L,Temporal_Inf_R,Frontal_Mid_2_R,Occipital_Mid_R,Temporal_Mid_L,Calcarine_L,Postcentral_L,Amygdala_R,Cerebellum_8_L,Temporal_Sup_R,Cerebellum_3_L,Thal_VPL_R,Amygdala_L,Thal_IL_R,Cingulate_Mid_R,Occipital_Inf_R,OFCant_R,Insula_L,Thal_VPL_L,Vermis_4_5,Frontal_Sup_2_L,Cerebellum_4_5_R,SN_pc_R,Cingulate_Post_R,Temporal_Pole_Mid_L,Frontal_Mid_2_L,Supp_Motor_Area_L,Angular_L,Cingulate_Mid_L,N_Acc_R,Thal_PuA_R,Postcentral_R,Thal_LGN_L,Thal_AV_R,Occipital_Inf_L,OFClat_L,Red_N_L,Thal_PuA_L,Thal_VA_R,ACC_sup_L,Precuneus_R,ACC_sub_R,Hippocampus_R,Vermis_6,VTA_L,SupraMarginal_L,Temporal_Mid_R,ACC_pre_R,ACC_pre_L,Rolandic_Oper_R,Frontal_Inf_Tri_R,OFCmed_L,Thal_MGN_R,Supp_Motor_Area_R,Thal_VA_L,Insula_R,Occipital_Mid_L,Frontal_Inf_Orb_2_R,Temporal_Pole_Mid_R,Thal_LP_L,Parietal_Sup_L,Pallidum_R,Thal_MDm_R,Cerebellum_9_L,Cerebellum_Crus1_R,Cerebellum_3_R,ACC_sup_R,Cerebellum_6_R,Thal_PuI_R,Rectus_L,Caudate_R,Olfactory_R,Temporal_Pole_Sup_L,Precentral_L,Cerebellum_9_R,OFCmed_R,OFCpost_R,Frontal_Med_Orb_L,Thal_AV_L,Vermis_7,Hippocampus_L,Red_N_R,Thal_VL_R,Vermis_10,Olfactory_L,Thal_PuL_L,ParaHippocampal_R,Thal_LP_R,Occipital_Sup_L,Vermis_8,Fusiform_L,Vermis_3,Cerebellum_6_L,Temporal_Sup_L,Precentral_R,SupraMarginal_R,Precuneus_L,Occipital_Sup_R,Rolandic_Oper_L,OFClat_R,Thal_PuL_R,Cingulate_Post_L,Pallidum_L,Cerebellum_Crus2_R
Cingulate_Post_R,0.31856981534754875,0.4834516249536911,0.4021980901662975,0.40413513413338503,-0.01935569807227943,0.09107878572714848,0.08154321071003573,0.6723507068629079,0.20074397513629844,0.15964202810202854,0.07316151751685668,0.2755240931389093,0.2689967930476396,0.041216095859414666,0.2513894405468007,0.6890151424465514,-0.02068469944433639,-0.04128904325136579,0.4492567135684034,0.4112756365339821,0.3711656634290584,0.6510372717746071,0.0665554025739435,-0.001347254724553436,1.0,-0.2738401255113497,0.5445967446871175,0.652306232813717,0.37836573728585626,0.7934555994747953,0.05957171135556741,0.08583209800021352,0.5549473924394126,0.4034720341964391,0.30287849664137156,0.10996470917428654,0.21719655654026132,0.4333863244574773,0.3210038668272955,-0.07477065176235753,0.12154133045711894,0.7917140098608072,0.022423758908812614,0.21691585992223059,0.2745871341672269,0.2985745890184634,0.5898677901127157,0.3620008943521108,0.16366738795586752,0.2786964731541737,-0.0979178123511705,0.11398370141032066,0.18976761908622847,0.3104289942800734,0.6747362522400541,0.2785664944456629,0.12438124461665104,0.18013912636788082,-0.09928708400533312,0.15969180637754032,0.2972319116665931,0.6560995512160802,0.026408322486638634,0.6053190756188802,0.09908394489438456,0.17356549426405055,0.04100645856795834,-0.013968904223246368,0.2640289807341303,0.2782025940433385,0.12496944482368058,0.07429839167304335,0.04774671863659208,0.18380159069010504,0.7742422434796737,0.013921723197902285,0.1436119889489961,0.09754554121694435,0.16361308004625758,0.15748125893681802,0.13680691360804423,0.2566415085432931,0.3917269656700978,0.16854880247554124,-0.18680333134838145,0.1044773768461212,0.3910568023448408,0.272173847169987,0.3583839366313439,0.13188015824060756,-0.01727505025868924,0.09579440547104268,0.27928380644824036,0.3210215232587728,0.28256944270877005,0.5182015390569095,0.3656273355052703,0.7501422314267652,0.3022576436777334,0.18859576304451708,0.18033547133628014,0.5127527735360613,0.7387102489805161,0.25994926641016464,-0.22374632561427096
Temporal_Pole_Mid_L,0.2166287593196532,-0.12168843820967883,-0.19998724664675138,-0.30541268112567943,0.1886489696931686,0.03526538020176945,-0.05611016418156787,-0.13426559823913972,0.3392804670948623,-0.18557809413877033,0.05314118049406379,-0.01203701362138967,-0.1066307225486016,0.12056882377206146,-0.21710129955593999,-0.22637340625961835,-0.10791827598454726,-0.007776151712859823,-0.30722748399864935,-0.06156355551454972,0.006964140154003932,-0.21369382571090415,0.1720756386959744,-0.19090535084186866,-0.2738401255113497,1.0,-0.3480285734292554,-0.17540355810214206,-0.03320904162658064,-0.25564512098867365,0.23324714003684024,0.012582777807900564,-0.15697430917937205,-0.042156604329832044,-0.07665385561899846,0.0825760922423221,0.09330355929992881,-0.31637096950007026,0.10340008922810022,-0.07037528075190277,-0.0478574796829381,-0.1645416863905577,0.07995833148683602,-0.24379929424877966,-0.027245840666674515,-0.04089326008502488,-0.15212685570610188,-0.021700515057094038,0.29033511063825407,0.11473629527477373,0.03232451160636727,-0.12094266210727857,0.060770993203289464,-0.11330541246713798,-0.22966866734245694,-0.28087133890985544,-0.0743446604451647,0.11153315958145403,0.19412272173200007,0.30162631548019536,-0.024579794966665285,-0.14714173177971607,-0.16509724513636714,-0.18052772172034706,-0.09127603883250122,0.27282544056316343,0.05572629033604283,-0.2802667296574245,0.1518305000261604,-0.11548216841639634,-0.1584556825988247,-0.2098084449166526,-0.056809082162346376,0.21156261346570662,-0.1885091069325624,-0.26184548037568195,0.13945964495677857,-0.22861670218507932,0.00765800097737971,-0.22501560662582967,-0.14209071366420375,-0.16222382660936907,-0.08416896722399829,-0.13883483074122605,0.19267971048206123,-0.1451119518277771,-0.04828783694759833,-0.14953193359764966,-0.10857086244034093,0.03985713464169132,-0.018356912861328796,0.23317465122836997,-0.10669160737615636,-0.2103523448905379,-0.07288116968328073,-0.1625965973839762,0.012062826957145681,-0.10827419213659954,-0.16899468126198766,-0.1453745793825769,-0.11836892846363842,-0.3480260642030393,-0.05435346531646953,-0.27711755041793584,0.25415697500947626
Frontal_Mid_2_L,0.31797902724950755,0.44298202166015976,0.1369997191931943,0.6922142029249313,-0.08846593159823286,0.0250433028734926,0.1403471558166691,0.6547617857525604,-0.15896807442084343,0.11138876356410207,0.1992554757843747,0.41647985544935373,0.40464049250575357,-0.10323759261175766,0.38556403846808845,0.6855728540924884,0.10909572185250195,-0.2020934339295315,0.6448971532494612,0.49143959070468446,0.3142145194773453,0.7650197069613446,0.18547350965207118,0.2394918483703584,0.5445967446871175,-0.3480285734292554,1.0,0.6601317102679815,-0.02340309713044012,0.6176488715547053,-0.08308892123437916,0.39701006917300424,0.5809968931665012,0.19157170930818027,0.46833753020047664,0.036629505749740804,0.09819963951499455,0.3567003831254486,0.35040988528257333,0.2692144524735118,0.521537952478207,0.4417708011767026,-0.0071435336288617835,0.35838043265325287,0.14475166150233554,0.16271917907786482,0.40600098546890157,0.2801375134374022,0.1020452239427393,-0.045272345167308804,0.1914972432127215,0.4891307289344165,0.18276810034167812,0.2800016683315001,0.6468709447761067,0.45104367534434625,0.3907607261543923,0.01935323417048631,0.14749397076656198,0.000676234646709129,0.4293493206475013,0.3034662988144731,0.2921808582785464,0.5866591792529601,0.06451509736253633,0.12423110251205663,0.18154433106128645,0.277172960997682,0.1597215669047962,0.32030745348244105,0.07424908005904744,0.4553184638453874,0.052926027742524306,-0.13372511663890427,0.7053271534812979,0.08480082121233799,0.1172247054914898,0.08351292107973858,0.09023900734772684,0.25692905801917737,0.026216196688136205,0.48438846489295634,0.4842956560619605,0.45166702786664753,-0.03689379894583819,0.07474870197188523,0.44841284261499376,0.40057124712184616,0.4580858590114154,-0.0926273851338046,0.15365453170664667,0.21037979206926932,0.41758345756469983,0.2396511114732246,0.2874456244824328,0.5578332346880583,0.3957354281843517,0.3675181053208707,0.03771307559463105,0.490890468393571,-0.025809321788765643,0.4574442230254577,0.33074970047865115,0.3232454153004247,-0.08111848717100507
Supp_Motor_Area_L,0.42465268921918076,0.7219077454680112,0.1942799904425489,0.6770079806451756,0.07903687267328989,0.33112459581949305,0.25807254858307116,0.8472020374936949,0.14102174010679258,0.06198050605981477,0.2555712378957745,0.5857427819414852,0.5654081385840729,0.11491627393867898,0.504987992854908,0.8285168500229896,0.06006747205421859,0.10763280551879555,0.6829364060270099,0.7098074846999356,0.37823029847895623,0.8905089453921466,0.3514269732172295,0.2389780309962843,0.652306232813717,-0.17540355810214206,0.6601317102679815,1.0,-0.024516651643034897,0.8340518375727076,-0.07307780021230695,0.48111160877972947,0.836621627043846,0.38165641845590575,0.5369315801286517,0.2557128600357171,0.2617455028020196,0.4564369256046742,0.6005743582024979,0.29770725036612306,0.439672367834583,0.5126194296061014,0.00949253944780054,0.41246889431527056,-0.027546195231569405,0.4270607367339832,0.5453923815858782,0.17723969619963023,0.33080897072393906,0.1604533844178082,0.30872718086785406,0.4168280747316257,0.16001809474195056,0.4438378752023819,0.8946912672431405,0.5225154895477061,0.4072853930278554,0.08833823133558498,0.18852485486005305,0.12251977885886592,0.5765259399136503,0.37034566531078933,0.3091239764962008,0.6916151734141502,0.015004361383209864,0.14234681782904768,0.3908418750851862,0.04439237814460719,0.268245716501482,0.4749557879033216,0.07409305948865855,0.4294526946944321,0.1590752099712689,-0.08166918978239356,0.841733728093484,-0.0007828505469513666,0.17807628451562832,0.017375115870906083,-0.004764000162942372,0.3044701798503859,0.04156480086724358,0.5974922693185738,0.5987146714200355,0.5319115981269738,-0.027784867395620545,-0.19508511041688806,0.6651558153912875,0.4714893230983443,0.6386101977691184,0.025638744108094837,0.10550630690919513,0.4902832087434503,0.7307474053117573,0.11771253052480277,0.4402623551941881,0.7591140591348966,0.5044030775555439,0.4924505397598745,-0.11433500874442949,0.5327720988114368,-0.019545100705865515,0.46110394466382315,0.5471489297861709,0.33922627389407195,0.035250874636648395
Angular_L,-0.10048282011219455,-0.18028403771734083,0.27933664233749483,-0.26532589744097274,0.1623849784509333,-0.16955313113330484,-0.0876394772163162,-0.14549841292346605,0.1675417923039615,0.051562402984633174,-0.44776823718852143,-0.32988022111166865,-0.4956819758532936,0.10636766399239775,-0.3874868968799235,-0.10998291489619669,0.14301844246380332,-0.18828399164064025,-0.22942342077722674,-0.3649281658307055,0.2646367023742953,-0.07595839361608271,-0.39962281548566825,-0.551966274325326,0.37836573728585626,-0.03320904162658064,-0.02340309713044012,-0.024516651643034897,1.0,0.11070758249853023,0.06973917651222586,-0.5799601634401477,-0.2662817849624223,0.3546986288501653,-0.4055273229104755,0.17554828082446444,-0.04341985241823444,0.2512693860971272,-0.26509305645090975,-0.698841686966729,-0.528530712132071,0.6836946025476645,0.16095418000758568,-0.3979856033396837,0.49212297012259043,-0.11724346430310342,0.4230202354110586,0.3328854057498402,-0.24469523287614164,0.3882768295666106,-0.6656808730799774,-0.48499112245755044,0.0416313332494315,-0.2465623347384452,0.13043381994998846,-0.526735454873316,-0.49838195158595305,0.4047206951088949,-0.5037718295680764,0.391279802952918,-0.2625618857353552,0.6925529215906318,-0.6111666346712802,-0.019111788296231228,0.013753895493973387,0.13781392478306015,-0.4948545664101553,-0.3474911577858364,0.21453185604350475,-0.44000940056734034,-0.0117771071300082,-0.4310098595319728,0.21496846483442433,0.1403791935298831,0.06613232221994522,0.16442598775017336,0.025750597213377458,0.023520264844976563,0.1861577028173264,-0.43409420273126326,0.12797357698133427,-0.46720162199405463,-0.23486007960065655,-0.6353980472113381,-0.38309944007934715,0.1960227588052313,-0.3282797646928607,-0.2781055959753733,-0.3819975847464233,0.6534682869159103,-0.13435885866689856,-0.3299710722293197,-0.39274897166190054,0.2795146319368498,-0.21958882895622647,-0.23771925987764056,-0.14675024606633638,0.6702119982143394,0.7766347581621734,-0.6047660913181776,0.34000368156429184,0.03625909227134102,0.31226762646782985,-0.35185900135370907,-0.2653293673000831
Cingulate_Mid_L,0.28064070351921,0.6349057262171965,0.279174703149396,0.562716378738251,-0.02039633880965407,0.3647747866052003,0.20061356575483644,0.7964035850567198,0.1665374044620431,0.11334838286497126,0.1850969998043477,0.42676093247827435,0.41156631178741593,0.009157079196651834,0.3925961523655973,0.8901108780812137,0.008847730133825928,0.004528055290057697,0.6473333836882051,0.5940864993794008,0.32432277910841845,0.7977428528761016,0.18141272513816492,0.152657356492456,0.7934555994747953,-0.25564512098867365,0.6176488715547053,0.8340518375727076,0.11070758249853023,1.0,0.057892601377532216,0.3066220658688307,0.698198768392008,0.3297978869517126,0.43813266376917764,0.17002923696527433,0.18805908852411854,0.4332600459379363,0.5184264497413325,0.16130145523102773,0.3156471882041676,0.630240341911789,0.04230950646745211,0.36261436616393966,0.00942092250336917,0.3430372415431509,0.6703273773497451,0.21056080604679273,0.22740100179726458,0.1368948988358609,0.12301377082513315,0.25661782588230775,0.15409110269075946,0.38132540038886314,0.7578716146552891,0.4426558368064364,0.28955217862933974,0.07733850132280275,0.043237005368823335,0.1070667353417222,0.4565444241355244,0.5294123236128593,0.21347432869106991,0.5729910281776246,0.03162005934187996,0.06366162590706177,0.23997577096841308,0.11971561967568954,0.1643519827597014,0.3955201821385779,0.0731775960311545,0.29195208984283044,0.05874735971889907,0.09410160323550876,0.8214401409643461,-0.01413784854579866,0.17833388132497774,0.08337717479376569,0.04456271828857684,0.2734527972669333,0.07020915615283628,0.525973885473923,0.4482303302341359,0.3789965824787445,-0.10775682507582941,-0.06465435250842635,0.5341013591722674,0.3920104640398179,0.5280451298284644,0.0651332936313323,0.05954752577177282,0.33058670714483457,0.5859110998191794,0.12091031729840973,0.5676325202357999,0.6199289762982043,0.40581144606817493,0.6460613894391356,0.04710310962566958,0.46648716917749217,0.020759685059721675,0.5131161122861052,0.7207156109855699,0.3669198818096462,-0.03203532191199568
N_Acc_R,-0.0403121603362428,0.017796561157363416,0.0042655191168610935,0.03773791971433514,-0.06823404236143034,0.11581084409344358,-0.27048682900973764,0.0534843548296395,0.2629281288810651,-0.09326787039841726,0.02454529840769206,-0.1088238976020642,-0.18081519037933808,0.0659512684100059,-0.1284574357422833,0.10025040475741055,0.020468096286652356,0.10048227864936958,-0.13532279797999994,-0.07900978546945553,-0.09985508518699822,-0.022816417657754155,-0.09984022175344881,-0.08921954021180423,0.05957171135556741,0.23324714003684024,-0.08308892123437916,-0.07307780021230695,0.06973917651222586,0.057892601377532216,1.0,-0.09743703630219876,0.03380006147801345,-0.0020497039764590733,-0.14002606042264024,-0.02203935914075733,-0.006783204663945662,-0.3213875982974063,0.12721189987616066,-0.11787868045948728,-0.010849883744208089,0.0197684887044361,0.04785014186541621,-0.14793730458179274,0.03591987153914871,-0.08614250554909088,0.05267057943657555,-0.05087095455848537,0.3139645631700957,-0.02878452396478106,-0.031669921831846616,-0.1027233603874993,0.18125380332644186,-0.0015026005490703133,-0.007542237496343401,0.01552796424975013,-0.05503870564975918,0.0401040135545832,-0.014882868899145474,0.049992913325255614,-0.1696804892755016,-0.018622547586197625,-0.02986495094809818,-0.1849221217194521,-0.022746567212496887,0.1438280273191948,-0.13797887615216758,0.17714293293391956,-0.0251563336223751,-0.055422224716240774,0.0622592231352602,-0.2931085122746811,-0.3110460247378574,0.5122621154106975,0.07849918947123867,-0.009297452520801172,0.01340159550769047,0.20007749902831634,0.07629163827496081,0.166540808379985,-0.017194715034507164,-0.08053671381105104,-0.33333601482086256,-0.09072082179461458,-0.0489536737606033,0.0700623758924562,0.020985726085936088,-0.11673006220019316,0.014158333427630313,0.06022536418408021,-0.057233968422776525,0.005777958446515511,-0.1376390979075432,-0.034747051777581674,0.119416169954149,0.07384039728146236,-0.03321772807089337,0.06600727128886767,0.026891562191247064,-0.04811954540476963,0.055789848522914375,0.20537110352531285,0.2083757119659765,-0.06988372590201675,0.07019820604130216
Thal_PuA_R,0.4915619161378192,0.4905257461479288,-0.14374442238491258,0.6320642973112108,-0.07367444612138632,0.30848253319946967,0.35976162830060127,0.554328311833928,-0.02484966016724179,0.04641143736662436,0.7060773810422006,0.7235266328024614,0.8345294695513203,0.0061762960865785,0.5554888569582092,0.5406823070382003,-0.041390738279451146,0.07872515562565517,0.564514951878305,0.7537180388874568,0.07413991988168644,0.5378830682584256,0.7150610136880234,0.6096760129014853,0.08583209800021352,0.012582777807900564,0.39701006917300424,0.48111160877972947,-0.5799601634401477,0.3066220658688307,-0.09743703630219876,1.0,0.6626252033752545,-0.1588400022869259,0.7435190207795248,-0.018566650695759614,0.1770624005290121,0.03888451476900272,0.6081783243484432,0.7713783801952326,0.7276905932115013,-0.1780073277252457,-0.15300274771825328,0.6244155927652809,-0.42420685128985264,0.362428505227939,0.044180480676794455,0.02062794575535229,0.4065456818319155,-0.29705803710613227,0.8253006419463821,0.7603341543828517,0.09188821482957688,0.47758304172702354,0.3198028981388444,0.6054910556239538,0.7842668452902481,-0.2132804431950955,0.6253376940057781,-0.058243423901266626,0.6453396034899986,-0.22983062535518825,0.7032119920442679,0.5013230852757755,0.03920922304498078,-0.001659173741252703,0.7717986890767661,0.32777863317172184,-0.15713194824993343,0.6891870994747468,0.02441121781380736,0.6580991400755056,-0.14488863088856754,-0.031974482616190625,0.3246482806066412,-0.2726522891277357,-0.012523695514629465,-0.17765874722621652,-0.11184427099874827,0.4042655514905969,-0.205419275707333,0.711846643349309,0.6247459593890003,0.8637396712192471,0.42673509086268746,-0.18325037997603302,0.6172261315520021,0.4991603036645819,0.7153571102347301,-0.3832228622474083,0.23013357962561953,0.5630551157722757,0.7158908367834546,-0.1885824656873615,0.3851454626962567,0.6751074536569219,0.6331038561262678,-0.16048882849174753,-0.6776661542039835,0.6775508204924154,-0.35904014747969326,0.203229303660596,-0.0626452165343757,0.4433837472869162,0.3020268807526539
Postcentral_R,0.5065902384368455,0.6831392729162951,0.1470995973191828,0.7700676195646072,-0.01145416680177845,0.3586103112683137,0.2549919693571111,0.8699908325101207,0.10529627552629024,0.13150174680476867,0.5083848810150688,0.7027418263682759,0.7131988993186956,0.0835713546212259,0.6048019715564219,0.8414250852390772,0.0398219511157223,0.18239086549723485,0.6602079579215433,0.7668158498841555,0.24074962046816537,0.7905694736609157,0.5310409856300463,0.42418949233147824,0.5549473924394126,-0.15697430917937205,0.5809968931665012,0.836621627043846,-0.2662817849624223,0.698198768392008,0.03380006147801345,0.6626252033752545,1.0,0.14163147072285387,0.6534848941562394,0.18389280438323327,0.30266191108105545,0.27000999677869125,0.6631298158978208,0.5191594146366261,0.5846521720215123,0.30406088217741306,-0.027038803141080054,0.5774140836366939,-0.21943825778154422,0.47280461236065036,0.3799164678431028,0.16447793516399004,0.4296057293010049,-0.04574292559479995,0.5948750614326946,0.6106233378765286,0.2728270225239894,0.5543961532368779,0.735016159492663,0.6548194223125011,0.6449076089513154,-0.048197591179303716,0.36031513457621217,0.0005588663144743794,0.5955935926091536,0.12084853099585588,0.5057582704540432,0.6296829806548797,0.04495650679518156,0.08265634663102421,0.5855698780914611,0.25233167652692773,0.08611301398007022,0.6536816424579512,0.12721719518296398,0.517942436139331,-0.06880990900839475,0.039061779564510284,0.7204725948112367,-0.12098634058416582,0.038658908396677925,-0.043105583415457775,-0.020265923103485867,0.443404180090839,0.0269027286053716,0.6645305980921402,0.6062075889141261,0.704788562243038,0.18447412811383482,-0.12633038857231407,0.7245583930826756,0.5037095105110864,0.7205715271349712,-0.15623367856725492,0.0899315506882789,0.5062475774699464,0.7471663431219102,0.05226642751329781,0.42895242783782067,0.9213770036871236,0.7008446784320579,0.2760590693807247,-0.31349198332143424,0.591297669812271,-0.17720540314049887,0.4867055147198408,0.3737472006029006,0.42056537562149454,0.11761629531508534
Thal_LGN_L,-0.152345924491787,0.4292967232485794,0.2972912961350381,0.18072931230234562,0.1327048700666066,0.03364620008263082,-0.20641897360669528,0.28524406803322444,0.1547209193622055,-0.11975695790395818,-0.3665113423626066,-0.04919925265781188,0.002129530181107322,0.20764076268431764,0.02474411818089751,0.22899116390051105,-0.05964085705624712,0.13968803167349642,0.1843730593685725,0.13083986184942045,0.07136111312053307,0.3416436146070535,-0.28541995542302095,-0.2443971179181282,0.4034720341964391,-0.042156604329832044,0.19157170930818027,0.38165641845590575,0.3546986288501653,0.3297978869517126,-0.0020497039764590733,-0.1588400022869259,0.14163147072285387,1.0,-0.1055281948672438,0.19184802844939725,-0.004115049835248621,0.34361977303761887,0.21350549595967644,-0.30098406452719834,-0.10312920293277042,0.4535762559525134,-0.03687204534311893,-0.041468835893134944,0.19193794599345507,-0.07937619287207216,0.35082474981056927,-0.03808856743062545,-0.00010520861516007511,0.3616005421397711,-0.32396376814738104,-0.24299200879081298,-0.014316416288916766,0.10597412979310034,0.5178259535224016,-0.040879976293006444,-0.2895555684544533,0.31974690253935434,-0.329542242531744,0.12599956172306379,0.05351604539500847,0.3647638232551969,-0.17188159174806594,0.178853364955972,-0.1176116988031227,0.1848084149408112,-0.23987972388620216,-0.1277353479799485,0.30184196328606944,0.06491311450045263,0.0011657943680658692,-0.06433047853450892,0.2726031697846588,-0.027111585552450888,0.4684524371268665,0.08033082215229054,0.15631971682777665,0.13006889248978293,0.1583900759742287,-0.040493396992466735,0.13689539854852503,0.08423443342749343,0.05294352995401297,-0.12615790702553276,-0.32262570086038095,-0.07076908204447713,0.15141142134390423,0.03374236389435186,-0.005577089388726018,0.21808699792399042,-0.057466805756978545,0.0649122291556802,0.09266199741628023,0.13637700590075166,0.10001684366277085,0.15436777892242626,-0.20792236132601655,0.3685291915798415,0.2851080280279933,-0.00399023357787005,0.45359340334126064,0.2986828801230162,0.4180708054280913,-0.08407094860464243,-0.07074467436354487
Thal_AV_R,0.5815623390512242,0.40404588679726866,0.05097346917361686,0.6041076027107214,-0.08993686397203045,0.2592330421910496,0.3441093215518846,0.6073823925756937,0.02434154392624549,0.2825268431016989,0.6289884268510407,0.6909250673114758,0.725246595387715,0.12377886862528707,0.4246423086917537,0.5902827010105542,0.019490965382223044,0.007854584808517428,0.6930240055646716,0.7363013259554158,0.09817588873714417,0.617714586565418,0.681964899352147,0.5354613218519783,0.30287849664137156,-0.07665385561899846,0.46833753020047664,0.5369315801286517,-0.4055273229104755,0.43813266376917764,-0.14002606042264024,0.7435190207795248,0.6534848941562394,-0.1055281948672438,1.0,-0.002399702248900982,0.2943477082778576,0.19205366014535455,0.5140353304729539,0.70056676509308,0.7736430909357572,-0.024191109606646607,-0.17385929250514529,0.6255501155496888,-0.34235370843391827,0.4427731421951065,0.08799016168452051,0.10209404594626581,0.2938896634270276,-0.1942498152770184,0.7095480556835139,0.7246631119429136,0.14333346371088715,0.4725023311502321,0.3257104121724124,0.5440330975624916,0.736034834675854,-0.2433781792784199,0.6049391621242607,0.050052978045088556,0.6719800458439985,-0.0669984535907586,0.6730996816549778,0.6415620303675856,0.2541880283966218,-0.0666037515400142,0.7340249186532602,0.28601108548609305,-0.09149261531469614,0.5792230948832888,-0.08563117474787912,0.7076194815240651,-0.077709523737046,-0.011448886290388127,0.40784733899947606,-0.2620595868213948,0.15590655625877053,-0.2605331203715495,-0.03484732781141166,0.19242206676443557,-0.16314487086979476,0.7175759827086298,0.7664820071441503,0.8139775585764424,0.3677253904306635,-0.12123239036514255,0.5592489841235283,0.5499936006558908,0.7053322595533768,-0.32396582413076314,0.11205892653639045,0.4863143702099387,0.6348402768137918,-0.032949483880286026,0.3557560984691871,0.633405699513809,0.6671275727135924,-0.0076907862299128195,-0.5840983149936909,0.611191120902745,-0.3660174013683769,0.17952089358396583,0.019064502722341854,0.5465535659404587,0.07265998738298782
Occipital_Inf_L,0.06993511907796372,0.1968480369070962,0.016255948970384564,0.15163417590901615,0.28260211461863655,0.16586877528743849,0.07270642698613453,0.12546053125614606,0.10913774172829692,-0.1324075691618423,0.051522889465782006,0.09420785131021134,0.055308518697556236,0.03472506243155442,0.11053246806746443,0.17087601865800678,0.10692104753457006,0.05926465252188851,0.08124380645082485,0.12652069441803415,0.14186359879862817,0.20686139239890647,0.0858872637191478,-0.08097371895736662,0.10996470917428654,0.0825760922423221,0.036629505749740804,0.2557128600357171,0.17554828082446444,0.17002923696527433,-0.02203935914075733,-0.018566650695759614,0.18389280438323327,0.19184802844939725,-0.002399702248900982,1.0,0.058001503244960326,0.16672553776749535,0.21124061571835398,-0.03965142037669428,-0.053174689960015176,0.17519774753745254,-0.034405803813728396,0.021806688832257705,0.0350582373626288,0.10017202289973148,0.18007343903229542,0.18153687028668522,-0.00870150518149643,0.04334482954505358,0.03624947686574078,0.06259506780951446,0.08693850232599916,0.09076210867667957,0.2637910787552591,-0.036631177758440034,0.09937022861012385,0.1909703591271119,0.05145032086011343,0.14640356880667016,0.12449272740452312,0.10706579695620624,-0.024412123762755176,0.045211158343792586,0.10111336300406734,0.06214786722965563,0.06705650374281835,-0.03839429112787974,0.009970901609396683,0.05879339043636205,0.027211764152181694,0.10186512956595344,0.11503536961281213,0.009552363066593404,0.15396713901202386,0.09046984349511707,0.009867920041166942,-0.03486571113328874,-0.10650399014841608,-0.08373880293310518,-0.09217770602995042,0.033838145628738395,0.04220082958805999,0.007264815418144672,-0.048281352323774396,-0.07535899768220475,0.1660042738118074,0.06474124549197649,0.02942216733681664,0.20624026971253248,-0.06363817027997679,0.08293565358922987,0.16073941280239484,0.01593796103971749,0.04907331737223111,0.19665157541859607,0.13682055392442363,0.15694190222013188,0.1115771127028948,0.01724929875917064,-0.06650625972020877,0.12103914460343376,0.09583976991814307,-0.0569520560272384,0.00492853493891548
OFClat_L,0.2213411203393635,0.24401562273598718,0.24937685386165037,0.11317955916559413,0.03143528259170215,0.03910614574632972,0.02282217039466473,0.25811428047404916,0.18213921221240525,0.1251573131246879,0.16183977213909329,0.1848902287948751,0.17806622599833669,0.13053728217530428,0.06742711220550496,0.208891138881454,-0.1711091854150815,0.25835026713498666,0.2019535780486626,0.1989573363946783,0.02277488647797223,0.1994993935529896,0.16145643767542026,0.1786741470268422,0.21719655654026132,0.09330355929992881,0.09819963951499455,0.2617455028020196,-0.04341985241823444,0.18805908852411854,-0.006783204663945662,0.1770624005290121,0.30266191108105545,-0.004115049835248621,0.2943477082778576,0.058001503244960326,1.0,0.17176661328474632,0.11815555111565745,0.11163026358764176,0.20328556801473407,0.12714471280187514,0.023873066351496657,0.16764259128217876,-0.049734669665207135,0.3108072225867338,0.002624296583267698,-0.0335230588110786,0.14877160505097575,0.09950376119873416,0.1673306671516692,0.14241753173067073,0.36743678884372605,0.21999424901592587,0.2271462492568598,0.20795497340254634,0.17058539386293875,0.019037468924856655,0.1160398043712388,0.1511084141129536,0.14059350989529085,0.12186209586860554,0.15557184889154627,0.3500157255952966,0.1358446905193303,-0.08230073118378006,0.20414797550341618,-0.08504427534018037,0.12914877743449416,0.19118254979240612,0.18342310572068452,0.1398671741539871,0.09743975272527136,-0.01625981717128958,0.2057061113729388,-0.20576242096372577,0.22935436341316684,-0.020451073744689782,-0.0532784785489168,0.04033965986432995,-0.06368628709856711,0.2093655959099669,0.36521352472374546,0.18283001327928414,-0.04942484713560651,-0.030154093735225096,0.20950665752709682,0.10532671610910638,0.2052481928763283,-0.01297369276035001,0.05035274109034473,0.15622601733183503,0.19631481028097014,0.16966380092989986,-0.020664291411300877,0.2580389948680226,0.2833101940464233,0.12076660013037395,-0.08949802134996694,0.11327664341209552,0.06912337425625513,0.053663292212928156,0.16056505356472642,0.16406875758056383,-0.061127983552080774
