,Frontal_Sup_Medial_L,Frontal_Sup_2_L,Vermis_6,OFClat_L,Vermis_3,Thal_IL_R,Frontal_Mid_2_R,ACC_sup_L,Temporal_Mid_R,SN_pc_L,Lingual_R,Lingual_L,Thal_LGN_R,Cerebellum_Crus2_R,ParaHippocampal_R,Thal_VA_R,OFCmed_R,Occipital_Sup_L,Cerebellum_9_L,OFCant_L,Precuneus_L,LC_L,Cuneus_L,Thal_MGN_L,Rectus_L,LC_R,SupraMarginal_L,Temporal_Sup_R,ACC_pre_L,OFCpost_L,Hippocampus_R,Temporal_Pole_Mid_L,Cerebellum_6_R,Temporal_Mid_L,Raphe_D,Insula_L,Angular_R,ACC_pre_R,Caudate_R,Thal_MDl_R,Postcentral_R,Paracentral_Lobule_R,Temporal_Pole_Sup_L,Olfactory_L,Precuneus_R,Thal_VL_R,Parietal_Inf_R,Angular_L,Cingulate_Post_L,Frontal_Sup_Medial_R,Occipital_Mid_L,VTA_R,SN_pr_R,ACC_sup_R,Thal_LP_L,Occipital_Sup_R,Insula_R,Cerebellum_Crus1_R,Temporal_Sup_L,Cerebellum_8_L,Vermis_9,Occipital_Inf_R,Cerebellum_Crus2_L,N_Acc_R,Thal_VA_L,Cerebellum_6_L,Frontal_Inf_Oper_R,Thal_IL_L,Putamen_L,Cerebellum_4_5_L,Cingulate_Mid_L,SN_pc_R,OFClat_R,OFCmed_L,Thal_PuI_R,SN_pr_L,Thal_LGN_L,Frontal_Med_Orb_L,Thal_PuI_L,Red_N_L,Frontal_Inf_Orb_2_R,Frontal_Inf_Tri_R,Parietal_Sup_L,Vermis_7,Supp_Motor_Area_R,Frontal_Sup_2_R,Thal_AV_R,Occipital_Inf_L,Vermis_1_2,Thal_LP_R,Cingulate_Post_R,Cuneus_R,Frontal_Inf_Tri_L,Thal_MDl_L,Occipital_Mid_R,Precentral_L,Thal_PuL_R,Rolandic_Oper_L,Cerebellum_8_R,Frontal_Med_Orb_R,Rectus_R,Temporal_Inf_R,Thal_MGN_R,Supp_Motor_Area_L,Frontal_Inf_Oper_L,Cerebellum_Crus1_L,Caudate_L,N_Acc_L,Cerebellum_3_R,Vermis_10,Thal_PuM_R,Amygdala_L,Vermis_8,Frontal_Mid_2_L,ACC_sub_L,Cerebellum_3_L,ACC_sub_R,Fusiform_L,Putamen_R,SupraMarginal_R,Red_N_R,Thal_AV_L,Paracentral_Lobule_L,Calcarine_R,Cerebellum_9_R,Hippocampus_L,Pallidum_L,Thal_PuA_R,VTA_L,Cerebellum_4_5_R
Frontal_Sup_Medial_L,1.0,0.8538672385024066,-0.22289290228717404,0.140150521364513,0.7011033590484442,0.669815753198168,0.845386148932271,0.7804922545666185,0.18251204127915938,0.5080929119015904,0.29376004918068155,0.011938058700229182,0.08509496326878466,0.038796523573609666,0.5944969689953062,0.6967851747873114,-0.04518126222851209,-0.2544887892739749,0.13054600503296576,-0.039267931271716926,0.07387151475341903,-0.12719220720142632,0.032933565808162285,0.45007757903298523,-0.003838923839688042,-0.1177997720956792,0.25271181276921934,0.5503201403213958,-0.2925943398578033,0.023118743671975178,0.6592214649288606,-0.2102221403371892,-0.07258559714521878,0.30724605023884827,0.5012815656311372,0.7446241363665188,-0.29411832826370893,0.305652327105663,0.6920019162367073,0.6914112638099962,0.7914944757728517,0.6405606311816622,-0.050298500714824966,-0.14288031899925224,0.06063810006388356,0.805693815022021,0.011950668320630081,-0.3950474737821336,0.1838157778378098,0.9044731682022955,-0.19765677300624504,0.5729781150547032,0.4529048481847653,0.4220269290015723,0.607497844369544,-0.3579840101198657,0.7736396386519901,-0.0007602953356571748,0.4153377066857596,0.19286732877039872,0.2573586771375198,0.13272810162956386,0.07803049855786862,-0.05191979057179231,0.6830560357790028,0.07528482092725106,0.7567053474559087,0.24801044793768015,0.7788749529048467,0.6606853770404677,0.5931620433946694,0.5607220119864321,-0.3683151375545887,0.1266005246372176,0.6416713406687458,0.3054144734154076,0.03968600875778654,-0.11483064536098327,0.5704406544852819,0.24282353609618268,0.45145518334185614,0.785891342670073,-0.06478999703659016,-0.03519587012802489,0.6056908426631398,0.8303313883613688,0.6910867074057953,0.14324971513815568,0.5957485238938727,0.7177781641908731,0.3732064239845369,-0.3572548315851436,0.6429802834241402,-0.1725388638078594,-0.10188939478486628,0.6088321804032526,0.4653127223298804,0.7388643334832802,0.3391285512291378,-0.09552861850735184,0.20702271989032148,0.033479989383139605,0.5673102762668277,0.7306665203923874,0.7062076791245863,-0.17828109239197526,0.8494134191721697,-0.007470266466893405,0.6053157599563546,0.24458143076444397,0.7325620556122975,-0.12003892206091023,0.13245988015840307,0.7202324125038894,-0.09377870997238573,0.7504053176883638,-0.08313033431445423,0.45115631895882946,0.7455121982344634,0.5852828251974418,0.6139339911874956,0.517166756122603,0.6234308775763152,0.24771560255321223,-0.08752049394766034,0.7156764038669686,0.5270802638492752,0.697549004079574,0.4327477289486403,0.5503625742756397
Frontal_Sup_2_L,0.8538672385024066,1.0,-0.012254945610118204,0.1994993935529896,0.646859749528719,0.5568235109085703,0.8150867686993888,0.5903985914901572,0.23859281868561918,0.4733977515657283,0.3743006694597168,0.24638436546772194,0.3477695659995949,-0.029834102728379552,0.5495813641562964,0.40712687604309494,0.1340105952183221,-0.08191485111312567,0.1160843866956524,-0.014604066829739498,0.40710483149723165,-0.03758295603670473,0.17746710490399725,0.57349527704387,0.045627253397182786,-0.02171126632895589,0.4765293166533691,0.34983492781891085,-0.0315314826760558,0.09797048742422093,0.5050595832721397,-0.21369382571090415,0.18899344189380696,0.27317194494990643,0.5095750241968281,0.7385966382514569,0.025040311282310795,0.3180357881932083,0.5168540857140886,0.5692432665349914,0.7905694736609157,0.6783016767986201,0.029422778591159788,-0.13762258190003854,0.4229795531798419,0.6311464667277893,0.283277132009047,-0.07595839361608271,0.4744736152291863,0.8011217211205364,-0.01593535681010066,0.3755425635872313,0.4517486645041873,0.27064934015749725,0.5549513591259053,-0.135794715501956,0.5253777596578113,0.15871193198933348,0.4344234945838372,0.13927287956763776,0.03524853835933616,0.06092819422717152,0.0462109246152471,-0.022816417657754155,0.5945281769646694,0.17708061077186993,0.6013347851339537,0.4851582172950004,0.6275313607656111,0.5713661743349578,0.7977428528761016,0.3494921527580649,-0.09905970530876484,0.1623560444028575,0.5349044209342536,0.48240505434166364,0.3416436146070535,0.017256369193860376,0.43911052293413083,0.4002525636053043,0.2630301286045423,0.5543849710258802,0.2768344209283888,0.0031201701139037417,0.8425926991363801,0.6397715015289548,0.617714586565418,0.20686139239890647,0.31968698382448585,0.6568668626169272,0.6510372717746071,-0.06697581243264178,0.6374610220568121,0.13176260993697284,-0.029200447435429405,0.8568360148704256,0.572340504672093,0.6040857255327078,0.2737276754803728,0.11515823490785154,0.1857268975964169,0.1741810906859981,0.49695684593171896,0.8905089453921466,0.6087794981848903,0.04062220204805709,0.7243308530024883,-0.04114259076473404,0.3852143259778445,-0.001682050289524849,0.5612657821404604,0.014866789223442077,0.11068866652658224,0.7650197069613446,-0.11787985552526242,0.6227358675965595,-0.029678249786610753,0.42741141455377774,0.49430535780577894,0.4936204805091955,0.607148228136908,0.39019165738944184,0.7812318565456294,0.22380967289899528,-0.007366359668782955,0.6426750484390437,0.4513227707333726,0.5378830682584256,0.3697221771428025,0.36347039560196626
Vermis_6,-0.22289290228717404,-0.012254945610118204,1.0,-0.049734669665207135,-0.34612930006713244,-0.16472904666371155,-0.21312119760453038,-0.30242966015055855,0.40862344401326,-0.2864746615334772,0.42476237557543556,0.655265341128504,0.2931568200863861,-0.27145640439687085,-0.22363363691105947,-0.5450779195030059,-0.05591124999043383,0.3448177166701428,0.04205879751657009,-0.08259467325650019,0.4374517988116997,0.3850885348126885,0.30329413310073355,0.06456124073419678,0.060481942570978935,0.18297444263950213,0.1659544331508441,-0.3312619818559882,0.2700935946955662,-0.16103934995343866,-0.41690785722332074,-0.027245840666674515,0.6160967938064613,-0.2868073713199646,-0.14298281092666107,-0.21087201686924362,0.614930936630328,-0.15765695394720772,-0.2923677469820193,-0.3899638528599586,-0.21943825778154422,-0.2638404875428172,0.047358193521635665,0.08955294879167079,0.47341914216332365,-0.44064384324619493,0.40318002177536766,0.49212297012259043,0.21612699244668482,-0.1784536189317169,0.18060830144890455,-0.44277372366350437,-0.04528065080854996,-0.18514580911197795,-0.26881884444833376,0.5337724684780926,-0.3552989628314377,0.5776175314561414,-0.2833628908583095,-0.11681279432251133,-0.4979731125828857,0.02601297549226192,-0.03318135011536042,0.03591987153914871,-0.2849654957832684,0.5160931316603313,-0.22186579643121787,0.04271336809921095,-0.38946812247671264,-0.2000700280356699,0.00942092250336917,-0.47107556306884985,0.36261953595649216,-0.048031361647171804,-0.3902095174766169,0.09422378049078291,0.19193794599345507,0.2146745258448735,-0.4729203688967975,0.1208573656185449,-0.34090028991996035,-0.2809167563373336,0.36620912328930355,0.3397810646879265,0.09585000334500926,-0.4354471434652627,-0.34235370843391827,0.0350582373626288,-0.5357414263456155,-0.26847207176405335,0.2745871341672269,0.6514358875767102,-0.07624344006628704,0.49168673533160784,0.08929887130663179,0.13397617342003082,0.10250615900612166,-0.41053877942308525,-0.14908387528141268,0.26666913801714,-0.26400725456401336,0.05974630035043533,-0.2296007792715134,-0.027546195231569405,-0.21574221145525388,0.5465833525687741,-0.23471378241636986,0.021352260754692796,-0.5162250208159821,-0.3017081047382757,-0.5255857580125676,-0.05257248951140334,0.07112445919808848,0.14475166150233554,-0.11724228813405012,-0.2700206525331796,0.0818702093882776,-0.2658766427740761,-0.5203925570798316,-0.12734158216405084,-0.23190299504168552,-0.21788206528788082,-0.044001043299810284,0.10529522615955006,0.24400056415344323,-0.47956114177543796,-0.3019465668636602,-0.42420685128985264,-0.13785790231095385,-0.24949765937734228
OFClat_L,0.140150521364513,0.1994993935529896,-0.049734669665207135,1.0,0.19631481028097014,0.06742711220550496,0.11317955916559413,0.20328556801473407,-0.0335230588110786,0.2557570593107678,0.04124680704398384,-0.012912491241708292,0.1704307677477362,-0.061127983552080774,0.10532671610910638,0.11163026358764176,0.22935436341316684,-0.01297369276035001,0.1358446905193303,-0.0761783115033824,0.12076660013037395,0.02687356242712922,0.08770697362672278,0.08701111080877487,0.18342310572068452,-0.026801312483680905,0.002624296583267698,0.16183977213909329,0.09950376119873416,0.2722998633047168,0.16764259128217876,0.09330355929992881,0.12914877743449416,0.03910614574632972,0.10944373278824417,0.2019535780486626,-0.00040644559256884595,0.14877160505097575,0.1398671741539871,0.33454756333672225,0.30266191108105545,0.2803311429651506,-0.01625981717128958,-0.030154093735225096,0.12714471280187514,0.18283001327928414,0.20399350290185722,-0.04341985241823444,0.16056505356472642,0.2471517824721256,0.019037468924856655,0.2615433185680523,0.2859642638725398,-0.08504427534018037,0.14059350989529085,-0.08949802134996694,0.17058539386293875,-0.08230073118378006,-0.020664291411300877,0.1251573131246879,0.059635915726108345,-0.1711091854150815,-0.12481497096330373,-0.006783204663945662,0.20795497340254634,0.16966380092989986,0.1478173872416847,0.1704362733485974,0.11780452413183247,0.15950434238110883,0.18805908852411854,0.1786741470268422,0.06912337425625513,0.36743678884372605,0.19118254979240612,0.2882873914798949,-0.004115049835248621,-0.0532784785489168,0.19143263664209628,0.17176661328474632,0.1160398043712388,0.14241753173067073,0.12186209586860554,-0.06368628709856711,0.2271462492568598,0.09814764098130056,0.2943477082778576,0.058001503244960326,0.17664052848934614,0.2052481928763283,0.21719655654026132,-0.10315416646158694,0.02959591288538838,0.11005832576864936,0.03143528259170215,0.2057061113729388,0.053663292212928156,0.11327664341209552,0.05194587944607243,0.0265279482163936,0.30168512568134775,0.24937685386165037,0.21999424901592587,0.2617455028020196,0.054010295849110275,0.02919518102036478,0.10990996149961269,-0.06683734191304286,0.20414797550341618,-0.04942484713560651,0.17981410221470637,0.13053728217530428,0.05035274109034473,0.09819963951499455,-0.008176378042594015,0.1848902287948751,0.023873066351496657,0.15622601733183503,0.08679761470517837,0.2833101940464233,0.36521352472374546,0.04033965986432995,0.18304665652189483,0.1167164033002483,-0.20576242096372577,0.2093655959099669,0.16406875758056383,0.1770624005290121,0.3108072225867338,0.16145643767542026
Vermis_3,0.7011033590484442,0.646859749528719,-0.34612930006713244,0.19631481028097014,1.0,0.5905862005828729,0.633430276324229,0.5802188699723839,-0.0027996293474377688,0.6650438518585914,0.3367170466355499,-0.197789706049788,0.00409560792530774,0.29063735449102907,0.4469633913435586,0.6165893328107205,0.07517493804572263,-0.13777929989877946,-0.07168750517381883,0.04678981629496353,0.13083834751382967,-0.2648471653050853,0.03761539907423546,0.38422155981837997,0.007404143617593081,-0.056293707257053134,0.4277988121441965,0.44635414181637856,-0.13950614671648304,0.3414898733089645,0.571558379034792,-0.10669160737615636,-0.011919578480723284,0.6348478695464982,0.4866146099162976,0.7051808857637957,-0.3770220996473826,0.2866156180589816,0.6148854584604186,0.6525000824527395,0.7471663431219102,0.6690106812406068,-0.07617635010781008,-0.15876437308771846,0.1195365361777561,0.7329876288253345,0.07444966944931469,-0.39274897166190054,0.1995743493210602,0.7079124238902529,-0.04836464119360209,0.42944705566304414,0.07631216925669829,0.25952690892223185,0.6921961766376195,-0.4363393048966734,0.5815127338063434,-0.052300887113631025,0.6837086979437778,-0.052203831861218616,0.3363631498425847,-0.06251587803975805,-0.007040802798617606,-0.1376390979075432,0.5672437157282254,-0.27383690500029917,0.5672758021297853,0.373793342916778,0.668936015796751,0.5873280599241999,0.5859110998191794,0.38093337649813963,-0.20831519157124312,0.05154430654900651,0.6072908734189049,0.3508867350799292,0.09266199741628023,-0.0785677106715804,0.7733845459638953,0.3101966195555331,0.4258682159402945,0.5043700372083981,0.05351351928432448,0.019515579464432182,0.5738063961551845,0.7356145400795255,0.6348402768137918,0.16073941280239484,0.7093238132902446,0.7235015941495372,0.27928380644824036,-0.408733406828757,0.406858382570803,0.0019550016703790717,0.11816158668087101,0.5195751274075124,0.3267556954086866,0.7354553978768529,0.4028928054011365,-0.04712572386841707,0.30178231068509875,-0.0726857181584366,0.4530048694434775,0.7307474053117573,0.5766928543609295,-0.20522803480828566,0.5917374340159539,-0.07222711451633884,0.7346492128089079,0.32615037918378026,0.7891840239004457,0.11789646139851183,0.20603487664960046,0.41758345756469983,-0.16798566079090368,0.733342197734451,-0.09559354459067196,0.763113840055821,0.5445552053171026,0.5212892000578231,0.5513736562573007,0.32638901907586665,0.5034965150987836,0.3546142617050812,-0.07046576997870085,0.8146799091222178,0.3787086780119084,0.7158908367834546,0.3866938088165107,0.6080136730993736
Thal_IL_R,0.669815753198168,0.5568235109085703,-0.16472904666371155,0.06742711220550496,0.5905862005828729,1.0,0.5729911473692364,0.4385601544514093,0.22172038743630673,0.5041463282720166,0.2831674726772049,-0.008747980986155477,0.1395740025547275,0.2177469703902084,0.5879714171030785,0.6028324425235342,-0.2417733672418175,-0.17888881263337808,-0.00793572043611069,0.012663903294459416,0.046137199908562805,-0.08652069571299643,0.09201267632437747,0.38933283633045485,0.1421150503743383,-0.07704632228648638,0.2004279082726535,0.5251276560271333,-0.3391740381669207,0.06924836020630903,0.6059538617758453,-0.21710129955593999,-0.04241409295945513,0.29852223621781804,0.4131742615959593,0.44547651140504957,-0.22389359342136778,0.18555202824810269,0.5372068419438463,0.5550597415307909,0.6048019715564219,0.47166713049847847,-0.12909114173521496,-0.23317869895035287,0.023490247626535517,0.6866282938752181,0.00474524748951117,-0.3874868968799235,0.1031571454809147,0.5541044301235317,-0.14950652097635256,0.43442242469121123,0.27880849879335734,0.2986509122108315,0.37744733147331533,-0.26513316560572825,0.623348436687778,0.07266441393572114,0.34973582651408763,0.03461113810932207,0.2708568215536504,0.046936641950038535,0.025863623261036202,-0.1284574357422833,0.6907520979916052,0.05220964602181481,0.5941563639243885,0.265324527505513,0.6417379346791627,0.6311712561873867,0.3925961523655973,0.5576070474257765,-0.246266863164716,-0.03083055323939053,0.6962082985433139,0.23570154133581214,0.02474411818089751,-0.2066578027989514,0.6149745934199855,0.1348648269049498,0.25941592374526323,0.6100082278454028,-0.07413875734294996,0.06700316560804995,0.41689812453988384,0.5521169106725042,0.4246423086917537,0.11053246806746443,0.4976248459359942,0.4940467381029755,0.2513894405468007,-0.24266563411793637,0.3368130526572104,-0.17780084508062688,-0.0716496297347291,0.38602265455710966,0.4037159497952651,0.6031607525706543,0.397720027107733,-0.0683128456140016,0.1922147161568589,-0.008429244050214309,0.5972770627274125,0.504987992854908,0.4681081143837961,-0.22525765333204392,0.6158798748785769,0.17020451494650382,0.5258123623943521,0.26164573699761684,0.6512582525743956,-0.16519954002150566,0.16149680217834894,0.38556403846808845,-0.2665506864890466,0.6369008917209191,-0.14470021380932138,0.388692325670741,0.6543327665914631,0.4760257270132769,0.42180497413596335,0.63331387983686,0.43664505696865835,0.33855002968894304,-0.12451851467080594,0.5265686304818874,0.44366047130945047,0.5554888569582092,0.4173725750524827,0.4966210108336132
Frontal_Mid_2_R,0.845386148932271,0.8150867686993888,-0.21312119760453038,0.11317955916559413,0.633430276324229,0.5729911473692364,1.0,0.6481879350810824,0.1549290501276417,0.27871063283097736,0.22837953661897378,0.003859482416054038,0.24022583491453878,0.0627092226598574,0.5045070081432504,0.5846819109112796,0.007183014348063088,-0.2836713617359651,0.043822593534140405,0.004051969017638001,0.06744240301887522,-0.018483307610137518,-0.03990134781428782,0.5153353964029884,0.0589727538646457,-0.003207772225398553,0.2614887928242873,0.44918337502171835,-0.2650591755609382,-0.0894208458997051,0.6347752073862116,-0.30541268112567943,-0.07435245652669517,0.22590373918500375,0.4832712201727587,0.7183742073198729,-0.2674659322191831,0.22740005907840885,0.6426928887399744,0.6804124729783857,0.7700676195646072,0.6073293899527284,-0.029062980956315033,0.041034809361125024,0.14671779933408705,0.7536576671471499,0.057415289773220565,-0.26532589744097274,0.12760380644210131,0.7550504454668294,-0.1031898341833321,0.4493618068756736,0.3672600287846561,0.6525413325796414,0.4826864633922461,-0.28358998567802557,0.6349890642197191,0.004394738118281651,0.36398235402655793,0.10161058097406073,0.13450206535701964,-0.002745473142925557,0.12105427190500068,0.03773791971433514,0.6884398473251203,0.04714901845106875,0.7060492870696686,0.34645096528515995,0.7046073870745498,0.47868266941564924,0.562716378738251,0.4808838675377347,-0.10071892804697852,0.18783558695856312,0.5898424508000382,0.16619170146483236,0.18072931230234562,0.05133246533333641,0.5181540920637749,0.21991205603991887,0.38449685719953347,0.6768250878337976,-0.02612482325583556,-0.10687874632133526,0.7113093642668574,0.7518306278073321,0.6041076027107214,0.15163417590901615,0.4102133972903006,0.671147286122981,0.40413513413338503,-0.311065484436983,0.546909008061476,-0.17322321357520393,-0.09758508732668533,0.6773524422176972,0.6628689678342021,0.6139438880473679,0.3826175310067671,-0.05616332811287141,0.148385681187033,0.10393891829365992,0.4954543301430061,0.6770079806451756,0.5274121607155122,-0.05583784736089789,0.8318104352473772,0.0787983367131921,0.4569536953522871,0.09473457672644128,0.7007121744783453,0.017957731573990002,0.17150776174101645,0.6922142029249313,-0.12361319370660956,0.6042424228277021,-0.11645333100126991,0.3419829986101227,0.6650280350913912,0.4979607744881866,0.5181453465111442,0.48983622341118127,0.6051078282828306,0.03889378530750532,-0.005618966455839928,0.6742820831801181,0.5281454729291416,0.6320642973112108,0.17264840316356977,0.36859688347868946
ACC_sup_L,0.7804922545666185,0.5903985914901572,-0.30242966015055855,0.20328556801473407,0.5802188699723839,0.4385601544514093,0.6481879350810824,1.0,0.026650004185612145,0.3861427585088188,0.2196921361407144,-0.20911729586407657,-0.15046524403492748,0.08930725904137214,0.4829666406674855,0.7369138104335888,-0.0005763080064670611,-0.3898776628553559,0.1529822469963941,0.035827514702224394,-0.16235320171196385,-0.25147172512484567,-0.06241777630028587,0.17667751407834756,-0.04806790447822139,-0.06593014914499783,0.009869931285791932,0.5757441214079189,-0.3530190433922329,0.05228424827220968,0.6019001078621398,-0.0478574796829381,-0.1074676741324489,0.2969623778266892,0.36447973463091904,0.6446053190476813,-0.48463716044570504,0.3193980995575743,0.6733236408540287,0.6871328152238751,0.5846521720215123,0.5497536567130229,0.03727366999534736,-0.07722424360090424,-0.20237847844980913,0.7573705915040981,-0.19048508389741137,-0.528530712132071,-0.06926449156653752,0.747931155852492,-0.3085278870341843,0.6442901968484277,0.3552438448650965,0.43371827796892143,0.5797351393435558,-0.5970945667012854,0.7305951948431322,-0.0556403916002234,0.3778951706895207,0.14158989793114085,0.3820894296143074,0.07874816221526608,-0.0026126325026653323,-0.010849883744208089,0.5357201677995418,-0.06111566246592659,0.6253114846304488,0.09655870997044107,0.67792279047093,0.5634077992922443,0.3156471882041676,0.5605956549425938,-0.3431201725524205,0.18130798985788177,0.5664714793547012,0.06583474185935108,-0.10312920293277042,-0.052336056951938166,0.4982195140534187,0.07599702665274537,0.5677094839330024,0.7404626528186447,-0.22681889344299067,-0.09783704016147023,0.26813712355838787,0.812392732005326,0.7736430909357572,-0.053174689960015176,0.6900607184124995,0.6248670980667744,0.12154133045711894,-0.5576904944702368,0.48805032800921555,-0.25767133366424644,-0.16616616062564887,0.3437820102331943,0.2019360881168543,0.6514008947136462,0.35718626414801474,-0.15773158946923774,0.2620089708089544,-0.07189398929774606,0.457577051973973,0.439672367834583,0.6364546006013478,-0.2635185334247049,0.7238289782336896,-0.14983803319150693,0.6570149234646764,0.38059421405757454,0.7043422984875871,-0.01672926210074107,0.19203755345287113,0.521537952478207,0.012958691006605846,0.6645170872512765,-0.11551693116205303,0.49707952749227785,0.6876669340761374,0.5255043254164103,0.5420999574613232,0.30699304072946454,0.39774788972845526,0.21246281505773965,-0.1394686573295368,0.7021123466310994,0.48694037207882834,0.7276905932115013,0.3309530090121435,0.5911485355841345
Temporal_Mid_R,0.18251204127915938,0.23859281868561918,0.40862344401326,-0.0335230588110786,-0.0027996293474377688,0.22172038743630673,0.1549290501276417,0.026650004185612145,1.0,0.04322028559502157,0.45812114851121594,0.4914871893324011,0.07483769611537501,-0.06382911127212146,0.30668849026494577,-0.0029021662721971063,-0.19278216859170158,0.23882097483561598,0.08869625518291804,-0.11824941294438067,0.45682428747085624,0.11067712911703616,0.5194420473264673,0.08644804291855149,0.1448073197634309,-0.012459151779959399,0.22797292651312354,0.3805629977182097,-0.09199796727338382,-0.26394315397624396,0.24687682396311353,-0.021700515057094038,0.09272822865054813,-0.11822608712544544,0.11572956509935288,0.031173542021285933,0.545457473127643,-0.05475074827816879,0.15347973682718272,0.01902451614024147,0.16447793516399004,0.034643187648736584,0.04517904550311101,0.06529036952255922,0.41831504173257045,0.06349910612583505,0.4677754369118693,0.3328854057498402,0.11461513964582416,0.2466295835067803,-0.07340392799708972,0.17224095957370364,0.3896910262133817,0.03274879193186609,0.09684494520529469,0.3007355122415158,0.3172577840237082,0.34445066282436604,-0.14031631454873406,0.10015874343377128,-0.06413158011710948,0.08837002402402756,0.122488918037183,-0.05087095455848537,0.03569563997328524,0.3944699696649537,0.3989619418274776,-0.02162841725761955,-0.015043424862825273,0.43652057517945025,0.21056080604679273,0.1441926545173496,-0.15955969482072893,0.07682304123832528,0.11167831226637857,0.1481063339637215,-0.03808856743062545,-0.039091544570758245,-0.19291204466112388,0.12343476856119377,0.008932680630657826,0.34059268082403205,0.3362693400461772,0.09903452190570433,0.20158904280216386,-0.051745918167819926,0.10209404594626581,0.18153687028668522,0.037036012648606606,0.023229737842339237,0.3620008943521108,0.5191674033449472,0.18124715876601258,0.20393392163234186,0.023371368934900744,0.1780197467289323,0.20545642591525168,-0.11874656965063524,0.08253119042284458,0.13623460816949018,-0.17999974175071576,0.12138761109778545,0.1085291675824402,0.17723969619963023,-0.10908094916691528,0.1594263147500652,0.14138473028005002,0.03387612389457591,0.08804709763502723,0.15618766139322948,0.02637244431897898,-0.2569034410231477,0.055954425198257204,0.2801375134374022,-0.16715664233975133,0.3233507839659301,-0.03627599327129574,-0.03826021569256331,0.09772839894798713,0.5168922646323053,0.20838574800223927,0.08563878959144175,0.05506690643723017,0.4340814812337613,0.02957219453709906,-0.07700002973205222,0.019744611944871,0.02062794575535229,0.2626401315380569,0.30864354020165075
SN_pc_L,0.5080929119015904,0.4733977515657283,-0.2864746615334772,0.2557570593107678,0.6650438518585914,0.5041463282720166,0.27871063283097736,0.3861427585088188,0.04322028559502157,1.0,0.35508815547634437,-0.17876641780374894,-0.14829265380140166,0.2826062863916999,0.3886146846066678,0.44272630223969117,0.06324131724235588,-0.02471369646379021,-0.014011191791633239,-0.08903905631077752,0.1377077871069963,-0.2474396906107972,0.26771467141696487,0.14361478090211008,-0.06978478037962187,-0.18286951710718613,0.2359657877059943,0.48504829864970916,-0.0001728496786878326,0.6106079233954927,0.3236228238299794,0.24638456924422292,0.10590237475641288,0.42861169306838387,0.3047986061729079,0.343516104369778,-0.17102431256310277,0.4513459551125328,0.3703107792589124,0.44387434515523094,0.6134652046232447,0.5904963122327406,-0.05721879212655471,-0.4759455954824556,0.05595496712845596,0.5287582282373523,0.10859841449608532,-0.30384981386588134,0.21493433195841882,0.5570066588882292,-0.0368033281595803,0.4396330124498237,0.23388566265499644,-0.19703492075946355,0.5391457242812387,-0.39079465681539083,0.5211537362554118,0.10145673647063369,0.34606455574856476,-0.004834301154977816,0.32424021295409383,0.0480486626464162,-0.06262083353085675,-0.1178043024687892,0.3484947927926792,-0.1627666062992436,0.46266729749131796,0.20050938707389318,0.3868608820011884,0.6273956833431837,0.37828211930278904,0.29721070949627887,-0.33260004394460774,0.05384350074042873,0.5018856957868806,0.5735546159663694,0.02387832784851189,-0.21382278225085724,0.4994051481822525,0.17688844557834416,0.40970737870926727,0.4391933682159253,0.021210634014293888,-0.049514129731935475,0.3765268793302118,0.5391054746417775,0.515856887951792,0.2204165534286148,0.597791486246527,0.5255905511160671,0.1788563715147051,-0.26000953670982374,0.18887463086542164,0.13001209386727042,0.1389515175960816,0.3302195448572644,0.02642805004672094,0.478226430615287,0.2576941286658624,0.04403826022307023,0.49930763800771955,-0.10281869015978379,0.37943447009705933,0.6061017343851139,0.40893253900437104,-0.20105447731066223,0.2549913061706136,-0.1257430872074574,0.6609929368739659,0.35604438104534536,0.5876581416803833,0.12131230703541322,-0.004900335422359528,0.16641270593512825,-0.09832742185469873,0.6464245995521178,0.005530865680970127,0.6581623961522028,0.41856890753214804,0.5518497152458081,0.5242561015021685,0.23843073419952526,0.38215613244102764,0.5693340390382426,-0.27779255356648613,0.49366389238945946,0.14638514020055965,0.5812532369531883,0.6795013310399342,0.6681633399045633
