,Rolandic_Oper_R,Cuneus_R,Vermis_8,Parietal_Sup_L,Thal_MDm_L,Amygdala_R,Raphe_D,Cerebellum_8_R,Thal_MGN_L,Thal_PuI_R,ACC_pre_R,Parietal_Inf_L,Cerebellum_Crus1_R,Vermis_10,SN_pr_R,Pallidum_R,Cerebellum_6_L,SupraMarginal_R,Occipital_Inf_L,Thal_PuA_L,Occipital_Mid_R,Vermis_9,Frontal_Inf_Oper_L,Occipital_Inf_R,Thal_IL_R,Olfactory_L,Frontal_Inf_Tri_L,Precuneus_L,Cingulate_Mid_R,Vermis_7,Temporal_Sup_L,Vermis_6,Frontal_Inf_Tri_R,Fusiform_L,Heschl_R,Thal_AV_L,OFCmed_R,Cuneus_L,Thal_PuL_L,ACC_sub_L
ACC_pre_R,0.30156927304439063,-0.31996182795739586,0.04309803416224478,-0.031073617412678903,0.1760768997974928,0.42421749059551744,-0.017480268345388558,0.3032317971924698,0.032547988464415784,0.25907456153782243,1.0,0.03432882908612213,0.056885736433586034,0.09461647255326096,0.11562413163699374,0.29308684927312656,-0.11475657580239486,0.2726306749090822,-0.00870150518149643,0.4775166488423428,-0.020531714737370203,0.07012219097921117,0.36221925667149757,-0.09000803222675464,0.18555202824810269,-0.25833331391170766,-0.035643742418760976,0.09000147229145292,0.3307255001876019,0.03195950950647104,0.22518839079503242,-0.15765695394720772,0.18900538168891665,0.3618575789249315,0.1879315628744728,0.33168953387493044,0.07254782406283666,0.25193896179773584,0.28905865863070823,-0.10419562598897349
Parietal_Inf_L,-0.4420269377445372,0.6509673332767313,-0.056355409892826065,0.9140491920707827,0.4255676236240189,0.2232044628946382,0.158312695164273,-0.11159757757935918,0.24098671233391308,-0.111646109152174,0.03432882908612213,1.0,0.1256685698915461,-0.24439857323180247,-0.00966235216013954,-0.3775744592744785,0.1267177505835392,0.09277703430092084,0.14574823015053864,0.09317964395467873,0.14749872306056439,-0.4499219540790105,-0.06182125113699574,0.09402259529324686,-0.12474916679037558,0.2155126452841702,0.24704499817346032,0.886688730616315,0.35076317439314536,0.19436348478678797,0.2280623239133771,0.32808036894335746,-0.32110396050819046,0.033470717643336596,-0.45705556139760517,-0.1802197926328396,0.1092474150456167,0.5375897730976839,-0.02570321435567985,-0.05493942657773903
Cerebellum_Crus1_R,-0.081388736461102,0.30804975294723297,0.004499039447028582,0.16475983809976205,0.20139064245090618,0.12522369306541842,0.015167367654477393,0.054703255337303046,0.07044288707099826,-0.05361759937866423,0.056885736433586034,0.1256685698915461,1.0,0.03507975718079615,0.05717055983725831,-0.23390800289770278,0.31234617576597895,0.17458311012360858,0.06214786722965563,0.04002469898205533,0.15913959878671857,-0.2011236029542236,-0.07915836744167169,-0.0737000331984934,0.07266441393572114,-0.054523345521494966,-0.12917320553970263,0.25921382848957875,0.04973094819658843,0.15610996247987818,-0.1545391482373908,0.5776175314561414,0.04108564012499719,0.07396698111504779,-0.14812504720115427,-0.06912810911678026,0.048033592549198104,0.3154861489815441,0.04675558136693761,-0.12224683909130665
Vermis_10,0.6029689699083521,-0.2749448503678309,-0.056575977167630014,-0.25520559697549283,-0.14185648733348466,-0.03999340892146421,0.1646372400837801,0.21258960428093715,-0.2732392387711324,0.3673753485491032,0.09461647255326096,-0.24439857323180247,0.03507975718079615,1.0,-0.0035912960134751285,0.31549056003319015,-0.24776315292060858,0.4728266400035461,-0.048281352323774396,0.22609104819241477,0.06057263526097309,0.5502580138788635,0.24802819236510212,-0.027804402782850346,0.26164573699761684,-0.11593347146739835,0.13982405639293874,-0.25519032770219324,0.0755107785147629,-0.07544146170800395,0.2703309218724679,-0.3017081047382757,0.42699186112102544,0.5133607208936527,0.5400752119920598,0.09482730199972363,-0.21037312583442597,0.15678550748908968,0.2485891468499048,-0.03225853601013894
SN_pr_R,0.2998077816320859,0.007435153076649646,0.040140618770351584,0.09778315461584054,0.328218704292797,-0.07418992596474792,0.09914318376126122,0.03367634900461081,0.10187266727444412,0.35279535735264145,0.11562413163699374,-0.00966235216013954,0.05717055983725831,-0.0035912960134751285,1.0,0.470160446061548,0.49744474096988783,0.5332721072210935,-0.018165283609248017,0.09172877143733493,-0.2929739025894782,0.08948554954018553,0.16289941307600372,0.08570937662779529,0.27880849879335734,-0.049393628634513985,0.17314453694636597,0.16573400938398225,0.3520542678735885,-0.13592550153327138,-0.1712343349637176,-0.04528065080854996,0.5627681779213535,-0.1594825339448184,0.2651247261012247,0.2727070469713725,0.04534840459987573,0.23139856782315585,0.3045703147767781,-0.004279701525533208
Pallidum_R,0.7544927768838678,-0.5864704526494713,0.21967828134889314,-0.3319481885339523,0.14574285591203368,-0.18627993732192022,0.2944866953489114,0.48763683930388674,0.1556265069595469,0.7384069877389348,0.29308684927312656,-0.3775744592744785,-0.23390800289770278,0.31549056003319015,0.470160446061548,1.0,-0.09525760398815597,0.48257026089770816,-0.024412123762755176,0.32370572716922275,-0.18309187050200562,0.41429646793468894,0.46456917059938274,-0.03972048777341921,0.5618584043987266,-0.09242244162274899,0.27387044154140117,-0.31841489613494756,0.4351814133867489,-0.2037140115643351,0.20280822335276025,-0.5160637946232024,0.8035728913475038,0.26292620065100275,0.8289759151181506,0.5905435632661354,-0.10350120593247811,-0.24243504475540228,0.5561610938941173,-0.07197010779918925
Cerebellum_6_L,-0.18333706927026266,0.32066584957171207,-0.007229923705198122,0.17265138758232557,0.2268024897380355,-0.05354418568653902,-0.08273856120588759,-0.13086950036524034,0.16529064755877007,-0.11096987422139636,-0.11475657580239486,0.1267177505835392,0.31234617576597895,-0.24776315292060858,0.49744474096988783,-0.09525760398815597,1.0,0.10263460176674503,0.01593796103971749,-0.20070758464184668,-0.18316455977137933,-0.2282611123412792,-0.19862522749054856,0.16268361874331883,0.05220964602181481,0.04775484136497645,0.01627383995388714,0.2612758698586099,0.028027674973123102,0.18232397606493064,-0.4081280910418149,0.5160931316603313,0.07572702526091653,-0.41994412841415996,-0.19544282053756695,0.08545193885761114,-0.02236170328276223,0.2808746222555116,-0.07528844476709115,-0.04491815571232151
SupraMarginal_R,0.6890200411019627,-0.08090370153304181,0.10657594598574638,0.12524200770653032,0.40757605216712645,0.03880780520831993,0.3544830558027195,0.28247807064545705,0.04158848181165234,0.5481334492710653,0.2726306749090822,0.09277703430092084,0.17458311012360858,0.4728266400035461,0.5332721072210935,0.48257026089770816,0.10263460176674503,1.0,0.13682055392442363,0.4055178333794173,0.05581363245232274,0.3025518557577521,0.22643470013183065,0.06925943265178099,0.4760257270132769,-0.04769787078570685,0.25429300376570024,0.24867675906816353,0.5615599634402549,-0.1289690055172867,0.16319405126938305,-0.12734158216405084,0.7509648739876399,0.3869024196658501,0.5504176989352437,0.22761400998877995,-0.0510902259058725,0.4388221632396546,0.5171943827161283,-0.08600913473456992
Occipital_Inf_L,0.03624947686574078,0.09677325761769771,-0.06363817027997679,0.10706579695620624,0.18316768329498562,0.10913774172829692,0.19950314704537264,-0.07288551157789883,0.03662019694883287,0.05879339043636205,-0.00870150518149643,0.14574823015053864,0.06214786722965563,-0.048281352323774396,-0.018165283609248017,-0.024412123762755176,0.01593796103971749,0.13682055392442363,1.0,0.21124061571835398,0.28260211461863655,0.03932526182384496,-0.03882842459141279,0.10692104753457006,0.11053246806746443,-0.07535899768220475,0.1520100697709172,0.15694190222013188,0.17087601865800678,-0.09217770602995042,0.04907331737223111,0.0350582373626288,0.06259506780951446,0.08293565358922987,0.07766182008961438,-0.08373880293310518,0.009867920041166942,0.1363762930715536,0.1660042738118074,-0.023408703139068114
Thal_PuA_L,0.4799994836782966,-0.3558106949142652,0.029967880182299175,0.07235809749037372,0.4648855729492378,0.22312585272017102,0.4014032884753733,0.24767003900838194,0.2838294739199585,0.5097231268583178,0.4775166488423428,0.09317964395467873,0.04002469898205533,0.22609104819241477,0.09172877143733493,0.32370572716922275,-0.20070758464184668,0.4055178333794173,0.21124061571835398,1.0,0.0606816869962297,0.21843277942737716,0.5822596756230609,0.010509172191535415,0.45825464467093024,-0.20459869774887007,0.39914948102960246,0.15892273742011628,0.6328101450117287,-0.06794554980873033,0.5896569288013273,-0.3137934801741453,0.3395986648801678,0.6336945055029392,0.4005035958388397,0.2775708812026336,0.1601334300550545,0.14970925167630783,0.6366978099952187,-0.07710506558127772
Occipital_Mid_R,-0.09379136736980012,0.18733301622300003,0.07129326829300478,0.17508204891172982,0.04599495945474611,0.1176277871772299,0.07593504758469094,0.0043881671515411174,-0.09048952158845681,-0.0629288120400547,-0.020531714737370203,0.14749872306056439,0.15913959878671857,0.06057263526097309,-0.2929739025894782,-0.18309187050200562,-0.18316455977137933,0.05581363245232274,0.28260211461863655,0.0606816869962297,1.0,-0.05320586526933883,-0.04215106045786255,0.016507726003593307,-0.0716496297347291,-0.05402519182555303,-0.09540318387604373,0.16392876091466543,-0.046720546471009164,-0.08892680504053029,0.07242987071422206,0.08929887130663179,-0.13139901444724503,0.199826301076892,-0.0644890587100754,-0.1448625756692386,0.06968258489673332,0.13217405258763093,-0.004310070452612044,0.05639419373274549
Vermis_9,0.5944476700650102,-0.505935246203433,-0.07505604096961002,-0.44146315228671407,-0.09448470274142468,-0.014867640595473634,0.10836158861398335,0.13053098633957794,-0.21588737186323761,0.36012157085564667,0.07012219097921117,-0.4499219540790105,-0.2011236029542236,0.5502580138788635,0.08948554954018553,0.41429646793468894,-0.2282611123412792,0.3025518557577521,0.03932526182384496,0.21843277942737716,-0.05320586526933883,1.0,0.2669071842747392,-0.011112922009079934,0.2708568215536504,-0.15888838427520674,0.08354059391185405,-0.41086791750819107,0.070667505975334,-0.1352296715725495,0.2268003596721226,-0.4979731125828857,0.41929137750778833,0.3623443866337263,0.5748245268688603,0.11267282112723602,-0.03022472528017371,-0.1850261559725519,0.3000430229454656,0.008966518769225983
Frontal_Inf_Oper_L,0.39309765001686464,-0.3523080845562474,0.11889574824543399,-0.012603340737121247,0.2949419283243317,-0.011123776487778245,0.35453618806198556,0.3552239494642869,0.21782994681511364,0.47014903134842023,0.36221925667149757,-0.06182125113699574,-0.07915836744167169,0.24802819236510212,0.16289941307600372,0.46456917059938274,-0.19862522749054856,0.22643470013183065,-0.03882842459141279,0.5822596756230609,-0.04215106045786255,0.2669071842747392,1.0,0.0019897144567715894,0.4681081143837961,-0.15281139468154503,0.5320713897258218,0.035178459245119274,0.5900737699029813,-0.013436316545975033,0.6727752293526642,-0.21574221145525388,0.40903263011128194,0.5699996921400567,0.36034109108527385,0.37942933287562775,0.1329073268780769,-0.12124144238692358,0.5338658183952278,-0.07936787137766702
Occipital_Inf_R,-0.03713642521704252,0.12760467783516327,0.0009772615420142502,-0.023219364347606325,-0.051513432706418325,-0.1515862677827434,0.05777356808599058,-0.12569420001764264,-0.04002237285159023,0.04112340353227492,-0.09000803222675464,0.09402259529324686,-0.0737000331984934,-0.027804402782850346,0.08570937662779529,-0.03972048777341921,0.16268361874331883,0.06925943265178099,0.10692104753457006,0.010509172191535415,0.016507726003593307,-0.011112922009079934,0.0019897144567715894,1.0,0.046936641950038535,0.04215485961395849,0.1803369506073286,0.059846698544366896,0.0401624176947003,-0.03215002304709443,-0.036227305991587355,0.02601297549226192,0.0898356045664935,-0.06290978411108787,-0.0025801929506100237,0.038544198202790585,-0.14492283796190725,0.22878489346845907,-0.03208432528693051,0.056392478079758224
Thal_IL_R,0.5309802616437557,-0.24266563411793637,0.16149680217834894,-0.07413875734294996,0.37497367273242216,-0.14837279766505648,0.4131742615959593,0.397720027107733,0.38933283633045485,0.6962082985433139,0.18555202824810269,-0.12474916679037558,0.07266441393572114,0.26164573699761684,0.27880849879335734,0.5618584043987266,0.05220964602181481,0.4760257270132769,0.11053246806746443,0.45825464467093024,-0.0716496297347291,0.2708568215536504,0.4681081143837961,0.046936641950038535,1.0,-0.23317869895035287,0.3368130526572104,0.046137199908562805,0.5053326478622123,0.06700316560804995,0.34973582651408763,-0.16472904666371155,0.6100082278454028,0.388692325670741,0.6246595148934427,0.63331387983686,-0.2417733672418175,0.09201267632437747,0.6323615765197261,-0.2665506864890466
Olfactory_L,-0.1817371067330718,0.18461191241340605,0.020380195435353504,0.1898182429420896,-9.154697519254998e-05,-0.08389570671692034,-0.11403065824757311,-0.1351972801710731,-0.06506212186143684,-0.1746845168281456,-0.25833331391170766,0.2155126452841702,-0.054523345521494966,-0.11593347146739835,-0.049393628634513985,-0.09242244162274899,0.04775484136497645,-0.04769787078570685,-0.07535899768220475,-0.20459869774887007,-0.05402519182555303,-0.15888838427520674,-0.15281139468154503,0.04215485961395849,-0.23317869895035287,1.0,-0.04307347919379057,0.12598527116613453,-0.016904075089355302,0.011419338946181024,-0.01813023706100486,0.08955294879167079,-0.1541947821042899,-0.1606283239303566,-0.15321635970756867,-0.13240037375446995,0.08158985274467132,-0.01411083051421862,-0.12036343737328319,-0.036061156568871926
Frontal_Inf_Tri_L,0.1810977399561665,0.05714897598495419,-0.02228951268052647,0.21582188380841977,0.3652013908743449,-0.08856455872085822,0.5593920126882439,0.004278172464035877,0.38419753903869697,0.36015756321871534,-0.035643742418760976,0.24704499817346032,-0.12917320553970263,0.13982405639293874,0.17314453694636597,0.27387044154140117,0.01627383995388714,0.25429300376570024,0.1520100697709172,0.39914948102960246,-0.09540318387604373,0.08354059391185405,0.5320713897258218,0.1803369506073286,0.3368130526572104,-0.04307347919379057,1.0,0.2600293601390667,0.5262242150221582,0.08423321167951438,0.44672385573640394,-0.07624344006628704,0.36598059031756713,0.35254493750926,0.18126262739939922,0.10523590713194889,-0.05681328658802482,0.06285075154769526,0.42470035482872215,0.014085386496164596
Precuneus_L,-0.35598106902582316,0.6704258286954924,-0.00945849264217447,0.9194692276532986,0.5807897945334756,0.2966290335227393,0.17998488994163545,-0.08353520936896934,0.29435549904659725,-0.0262051970628594,0.09000147229145292,0.886688730616315,0.25921382848957875,-0.25519032770219324,0.16573400938398225,-0.31841489613494756,0.2612758698586099,0.24867675906816353,0.15694190222013188,0.15892273742011628,0.16392876091466543,-0.41086791750819107,0.035178459245119274,0.059846698544366896,0.046137199908562805,0.12598527116613453,0.2600293601390667,1.0,0.4402652307868063,0.23528444511512536,0.26195213993140004,0.4374517988116997,-0.15983856094987067,0.10988895574576911,-0.38617957713526174,-0.09829048268849086,0.16112073235455487,0.613130902795738,0.11159363662888049,-0.11862672892875643
Cingulate_Mid_R,0.37867630006000663,-0.09390482094677688,0.14859658204519124,0.3231097637720716,0.6821867629052116,0.08216007652821225,0.5938855352767565,0.32285141814953355,0.41859028278990384,0.5900685378068065,0.3307255001876019,0.35076317439314536,0.04973094819658843,0.0755107785147629,0.3520542678735885,0.4351814133867489,0.028027674973123102,0.5615599634402549,0.17087601865800678,0.6328101450117287,-0.046720546471009164,0.070667505975334,0.5900737699029813,0.0401624176947003,0.5053326478622123,-0.016904075089355302,0.5262242150221582,0.4402652307868063,1.0,-0.009536906581697261,0.586967436941439,-0.1368259155665904,0.4588430754602861,0.4505637917827739,0.33188045952393924,0.3943281635106306,0.12531606012631985,0.20835991535476717,0.6335111935535334,-0.10917603070470319
Vermis_7,-0.1496969581905902,0.16984702989486533,0.01818098998416524,0.24738181688355734,0.022344182440969928,0.12606036665848647,0.09268597421389801,0.11442181006165186,0.15653025735114698,-0.007877044688162868,0.03195950950647104,0.19436348478678797,0.15610996247987818,-0.07544146170800395,-0.13592550153327138,-0.2037140115643351,0.18232397606493064,-0.1289690055172867,-0.09217770602995042,-0.06794554980873033,-0.08892680504053029,-0.1352296715725495,-0.013436316545975033,-0.03215002304709443,0.06700316560804995,0.011419338946181024,0.08423321167951438,0.23528444511512536,-0.009536906581697261,1.0,0.03839368812524845,0.3397810646879265,-0.18666080944032268,0.07938860833996551,-0.18374611939235957,0.052951971505641654,-0.17797119449736468,0.05756744741361355,-0.04927139036493645,-0.10462652797792697
Temporal_Sup_L,0.2691994980314246,-0.23207963500127485,0.07732373409683538,0.23407114461929385,0.26864342649155704,0.14370469643149106,0.39605873516765777,0.24054800731083584,0.19405106025522048,0.3687030078284774,0.22518839079503242,0.2280623239133771,-0.1545391482373908,0.2703309218724679,-0.1712343349637176,0.20280822335276025,-0.4081280910418149,0.16319405126938305,0.04907331737223111,0.5896569288013273,0.07242987071422206,0.2268003596721226,0.6727752293526642,-0.036227305991587355,0.34973582651408763,-0.01813023706100486,0.44672385573640394,0.26195213993140004,0.586967436941439,0.03839368812524845,1.0,-0.2833628908583095,0.08136447464487011,0.7137041604949138,0.24878612556332266,0.16488033052006562,0.15425038863661458,0.029976732129409583,0.4728513342080782,-0.07335667610753338
Vermis_6,-0.5099316222959944,0.6514358875767102,0.07112445919808848,0.36620912328930355,0.14201928499965152,0.11248107767489013,-0.14298281092666107,-0.14908387528141268,0.06456124073419678,-0.3902095174766169,-0.15765695394720772,0.32808036894335746,0.5776175314561414,-0.3017081047382757,-0.04528065080854996,-0.5160637946232024,0.5160931316603313,-0.12734158216405084,0.0350582373626288,-0.3137934801741453,0.08929887130663179,-0.4979731125828857,-0.21574221145525388,0.02601297549226192,-0.16472904666371155,0.08955294879167079,-0.07624344006628704,0.4374517988116997,-0.1368259155665904,0.3397810646879265,-0.2833628908583095,1.0,-0.2809167563373336,-0.2658766427740761,-0.5463852427988912,-0.21788206528788082,-0.05591124999043383,0.30329413310073355,-0.26382079460989766,-0.11724228813405012
Frontal_Inf_Tri_R,0.8306722576228456,-0.3934197484183823,0.17352690077288052,-0.2700099106867297,0.2615179061306812,-0.2266039788590849,0.37079245128031174,0.38803007954362556,0.16547822205151827,0.6753048487852612,0.18900538168891665,-0.32110396050819046,0.04108564012499719,0.42699186112102544,0.5627681779213535,0.8035728913475038,0.07572702526091653,0.7509648739876399,0.06259506780951446,0.3395986648801678,-0.13139901444724503,0.41929137750778833,0.40903263011128194,0.0898356045664935,0.6100082278454028,-0.1541947821042899,0.36598059031756713,-0.15983856094987067,0.4588430754602861,-0.18666080944032268,0.08136447464487011,-0.2809167563373336,1.0,0.2766444550567409,0.8073109285869757,0.46629630942467476,-0.17397101529940368,-0.004482554636271364,0.5527082800444304,-0.04924010357905972
Fusiform_L,0.4870874670721124,-0.3000794203611206,0.058200150393119515,0.06643836349954829,0.28039253473379055,0.2636690055924139,0.34586983407433797,0.3317260369718395,0.11873563513693787,0.43366402888008576,0.3618575789249315,0.033470717643336596,0.07396698111504779,0.5133607208936527,-0.1594825339448184,0.26292620065100275,-0.41994412841415996,0.3869024196658501,0.08293565358922987,0.6336945055029392,0.199826301076892,0.3623443866337263,0.5699996921400567,-0.06290978411108787,0.388692325670741,-0.1606283239303566,0.35254493750926,0.10988895574576911,0.4505637917827739,0.07938860833996551,0.7137041604949138,-0.2658766427740761,0.2766444550567409,1.0,0.4061734296038091,0.12669305433912864,0.14281429770842755,0.17972490230152707,0.5566150965855653,-0.15209365644546846
Heschl_R,0.8756137101400914,-0.6161411422824619,0.12459766804395553,-0.42615565512508297,0.062972644583732,-0.18253828117177737,0.3098784935306921,0.43860776867915663,0.05391714014733752,0.7418492733891286,0.1879315628744728,-0.45705556139760517,-0.14812504720115427,0.5400752119920598,0.2651247261012247,0.8289759151181506,-0.19544282053756695,0.5504176989352437,0.07766182008961438,0.4005035958388397,-0.0644890587100754,0.5748245268688603,0.36034109108527385,-0.0025801929506100237,0.6246595148934427,-0.15321635970756867,0.18126262739939922,-0.38617957713526174,0.33188045952393924,-0.18374611939235957,0.24878612556332266,-0.5463852427988912,0.8073109285869757,0.4061734296038091,1.0,0.543109371543357,-0.20313196798565392,-0.18888025573368233,0.5736952686653559,-0.1245302708112598
