,LC_L,Thal_MGN_R,OFCpost_R,Temporal_Sup_R,OFClat_L,Heschl_R,Cuneus_L,Occipital_Inf_R,Temporal_Inf_R,Red_N_R,Thal_AV_R,Thal_VA_L,Thal_PuM_L,Paracentral_Lobule_R,Thal_LP_L,Amygdala_R,Temporal_Sup_L,N_Acc_L,Thal_LGN_L,Precentral_L,Raphe_D,Frontal_Inf_Orb_2_R,Insula_L,Postcentral_L,Thal_AV_L,Hippocampus_R,Vermis_6,Parietal_Sup_L,Precuneus_L,SupraMarginal_R,Vermis_10,ACC_sub_L,Occipital_Sup_R,Vermis_9,Temporal_Mid_L
Thal_AV_R,-0.23881643523251117,0.4725023311502321,-0.2605331203715495,0.6289884268510407,0.2943477082778576,0.5569749833840464,0.013430605893377395,0.019490965382223044,0.05097346917361686,0.7664820071441503,1.0,0.5440330975624916,0.40404588679726866,0.593280690898123,0.6719800458439985,0.02434154392624549,0.3557560984691871,-0.24095174619733015,-0.1055281948672438,0.40784733899947606,0.38908959604351334,0.6049391621242607,0.6930240055646716,0.6073823925756937,0.19242206676443557,0.6255501155496888,-0.34235370843391827,-0.0669984535907586,-0.0076907862299128195,0.6671275727135924,0.3677253904306635,-0.00425115580735867,-0.5840983149936909,0.40939669155799757,0.2592330421910496
Thal_VA_L,0.10905471569342993,0.5271290182430098,0.16108854953253265,0.4463601395963937,0.20795497340254634,0.5785151874128371,-0.13217881759727168,-0.024369155368843164,0.01605696162145203,0.5273932045949423,0.5440330975624916,1.0,0.505064877852414,0.5172556628583922,0.30560116054249603,-0.09408740571022405,0.3154993701466638,0.38142258674382307,-0.040879976293006444,0.5209447004126861,0.27813864566112295,0.3834392816462127,0.6106773797405257,0.6017039572247002,0.7331610909206742,0.656710429457035,-0.2849654957832684,-0.13094309611591887,-0.05264198194085865,0.40120008754375114,0.0804938557633901,-0.22122876001316774,-0.35916152753478764,0.23594360070427564,0.14781485678164757
Thal_PuM_L,-0.12219637031621622,0.4964271311779205,0.0937461602624794,0.14098780988703655,0.24401562273598718,0.31548926261827337,-0.016695429233786713,-0.14778885298738925,0.22124341758471192,0.4358197109996751,0.40404588679726866,0.505064877852414,1.0,0.6220717981719591,0.5632412648676574,0.15887662507617228,0.5400122064227116,0.014633202181796432,0.4292967232485794,0.7013565026124645,0.45099437698558237,0.14451723031114902,0.6282115205097343,0.7210619293848725,0.3545879022253114,0.40133879384458915,-0.22865523556056858,0.18613835751577626,0.2428195296713021,0.25065885147184375,-0.03481997904904301,-0.11259867282089414,-0.19128509157148713,0.08077332958175301,0.43029507962049923
Paracentral_Lobule_R,-0.22165375674326437,0.4741056298075315,-0.011009235513112543,0.3777159147686065,0.2803311429651506,0.3885295442304122,0.23802684329254278,0.049017522024006194,0.09783631608133112,0.5053231889313778,0.593280690898123,0.5172556628583922,0.6220717981719591,1.0,0.562942008499755,0.1908145784036554,0.47593097492336595,-0.0764094280393171,0.16114208188762474,0.6744547191476259,0.47882168077771337,0.3740803404576426,0.5508183557374196,0.8536411960491348,0.3376216759810478,0.44371095817048345,-0.2638404875428172,0.12425567331854893,0.24945257463357814,0.5724890023179361,0.2129525364607848,-0.031225476568623955,-0.38599725058790035,0.22390799610676915,0.3856757399318968
Thal_LP_L,-0.2672901073323139,0.4022163727757346,-0.16594940088119603,0.4311173810546797,0.14059350989529085,0.4138344149410451,0.1509270380162211,-0.005773501793493946,0.008676210838046481,0.6215776284373392,0.6719800458439985,0.30560116054249603,0.5632412648676574,0.562942008499755,1.0,0.007303892859320048,0.44135899715059906,-0.2637881304582151,0.05351604539500847,0.4125397835788475,0.3763768782721128,0.4101842685642449,0.5635195464802768,0.5874037945894683,0.11990286417573238,0.4142713555532887,-0.26881884444833376,0.08081511914905926,0.12398837480369464,0.542451826285919,0.34511376885600903,-0.0707219931228698,-0.4324783034019062,0.27488894507717476,0.36758911886097145
Amygdala_R,-0.13923163469280378,-0.00569389180382919,-0.05164185771822682,-0.07766583957534977,0.18213921221240525,-0.18253828117177737,0.293568367840641,-0.1515862677827434,-0.0348972311392046,-0.07752458165723257,0.02434154392624549,-0.09408740571022405,0.15887662507617228,0.1908145784036554,0.007303892859320048,1.0,0.14370469643149106,-0.05277192993254857,0.1547209193622055,0.20400290708477878,-0.04345234163930115,-0.03658206489968313,-0.06605062218089663,0.17676519934167773,-0.10557042036361305,-0.2039328223397439,0.11248107767489013,0.16500350308514794,0.2966290335227393,0.03880780520831993,-0.03999340892146421,0.038374559209286424,0.03277597006124417,-0.014867640595473634,0.2505863429578687
Temporal_Sup_L,-0.402910062739531,0.2215324804201239,0.021191407064334197,0.16343821625547175,-0.020664291411300877,0.24878612556332266,0.029976732129409583,-0.036227305991587355,-0.1338795155860253,0.16423775298856308,0.3557560984691871,0.3154993701466638,0.5400122064227116,0.47593097492336595,0.44135899715059906,0.14370469643149106,1.0,-0.07860094350533567,0.10001684366277085,0.4207241678688605,0.39605873516765777,0.21065590753704408,0.5412577190983723,0.6031796494843448,0.16488033052006562,0.25924379316262525,-0.2833628908583095,0.23407114461929385,0.26195213993140004,0.16319405126938305,0.2703309218724679,-0.07335667610753338,-0.21887277282869222,0.2268003596721226,0.8102244334108125
N_Acc_L,0.3167565286368783,0.14098683958236144,0.34089175299546265,-0.04584592967978738,-0.06683734191304286,0.10801642410937883,-0.11777432666497238,-0.03488767938116531,0.037165358351812346,-0.09842857221453155,-0.24095174619733015,0.38142258674382307,0.014633202181796432,-0.0764094280393171,-0.2637881304582151,-0.05277192993254857,-0.07860094350533567,1.0,0.017988206244113097,0.06793912157139577,-0.1971855511261946,-0.1219370106435115,-0.07215327322698521,-0.036512867277393724,0.5138845382064631,0.16761665629472608,0.021352260754692796,-0.09441444891546127,-0.08548844379302656,-0.1735071148222121,-0.2021348671375966,-0.14337975543908427,0.07543706506065118,-0.10865815070563699,-0.120045503092975
Thal_LGN_L,-0.051941211236040744,0.10597412979310034,0.13006889248978293,-0.3665113423626066,-0.004115049835248621,-0.25425606237230275,0.1316579422680748,-0.05964085705624712,0.2972912961350381,0.05294352995401297,-0.1055281948672438,-0.040879976293006444,0.4292967232485794,0.16114208188762474,0.05351604539500847,0.1547209193622055,0.10001684366277085,0.017988206244113097,1.0,0.4684524371268665,0.2596678090863557,-0.329542242531744,0.1843730593685725,0.28524406803322444,-0.040493396992466735,-0.041468835893134944,0.19193794599345507,0.3647638232551969,0.3685291915798415,-0.20792236132601655,-0.32262570086038095,-0.07938774100600456,0.2851080280279933,-0.2979599167227383,0.03364620008263082
Precentral_L,0.05315278669601297,0.3557636811663655,0.233818038934042,0.10283899479412273,0.2057061113729388,0.08792356104866543,0.20853758748291643,-0.041793281702630976,0.20266721368119528,0.4582057357759932,0.40784733899947606,0.5209447004126861,0.7013565026124645,0.6744547191476259,0.4125397835788475,0.20400290708477878,0.4207241678688605,0.06793912157139577,0.4684524371268665,1.0,0.403214661318444,0.08929825295845609,0.628009758999877,0.8632988223857094,0.3137920681512461,0.30466651295963576,0.13397617342003082,0.43832375168738613,0.5451584202805151,0.34012091970721287,-0.1602691485103685,-0.16046731177510057,0.04437131222382222,-0.13574301767124888,0.16972680376950136
Raphe_D,-0.2547357010237146,0.35470048196974996,-0.10758295394722629,0.26907514358999957,0.10944373278824417,0.3098784935306921,0.007861186143779795,0.05777356808599058,0.09226480893072073,0.36984910664279014,0.38908959604351334,0.27813864566112295,0.45099437698558237,0.47882168077771337,0.3763768782721128,-0.04345234163930115,0.39605873516765777,-0.1971855511261946,0.2596678090863557,0.403214661318444,1.0,0.21402917427660986,0.547655936229377,0.5595144217763376,0.11310713423088231,0.4679257279646872,-0.14298281092666107,0.15156208227120718,0.17998488994163545,0.3544830558027195,0.1646372400837801,0.02150719782200064,-0.04912877678688508,0.10836158861398335,0.28661207812679385
Frontal_Inf_Orb_2_R,-0.12839390557868874,0.17713361737165542,-0.18939359089918645,0.5281714259054897,0.1160398043712388,0.5561892933842917,-0.12351524179922677,-0.12373107988318796,-0.31235575559932954,0.39838616187196296,0.6049391621242607,0.3834392816462127,0.14451723031114902,0.3740803404576426,0.4101842685642449,-0.03658206489968313,0.21065590753704408,-0.1219370106435115,-0.329542242531744,0.08929825295845609,0.21402917427660986,1.0,0.38760974732081954,0.2798127314382584,0.12411878081335703,0.3813322995259743,-0.34090028991996035,-0.32996123570026475,-0.2884751579008055,0.4386729659856527,0.41018394405108144,0.061644031772269285,-0.563756969966931,0.37399244161181816,0.1408639858299089
Insula_L,-0.18023289540434287,0.42749434854962776,-0.042663141538544426,0.26836523329106193,0.2019535780486626,0.3749221028657418,-0.09467093035784124,-0.007653641734056278,0.13192692568769415,0.5975047032911214,0.6930240055646716,0.6106773797405257,0.6282115205097343,0.5508183557374196,0.5635195464802768,-0.06605062218089663,0.5412577190983723,-0.07215327322698521,0.1843730593685725,0.628009758999877,0.547655936229377,0.38760974732081954,1.0,0.7182617981995583,0.2719924380276514,0.5963522267261807,-0.21087201686924362,0.15290239346470244,0.18459389934777215,0.37983982359540597,0.1231298249123803,-0.08672354639697631,-0.22013051873466366,0.1875226664376046,0.35737509432672326
Postcentral_L,-0.21376826246431835,0.4850213886204495,0.07126775771862752,0.35887350427803705,0.25811428047404916,0.3426500511520673,0.25967203804974365,0.038262385451841595,0.09493070506478259,0.569651563162422,0.6073823925756937,0.6017039572247002,0.7210619293848725,0.8536411960491348,0.5874037945894683,0.17676519934167773,0.6031796494843448,-0.036512867277393724,0.28524406803322444,0.8632988223857094,0.5595144217763376,0.2798127314382584,0.7182617981995583,1.0,0.3670348400911736,0.4798026276356026,-0.12275298972003476,0.3059209915138793,0.4219232089723241,0.5513011216705159,0.16432814172252008,-0.15213179089170706,-0.19342168459535652,0.11626061386277904,0.4138066535018386
Thal_AV_L,0.05415379696908114,0.43491969239467015,0.21154611927402694,0.3836835207189918,0.04033965986432995,0.543109371543357,-0.03357484557512482,0.038544198202790585,8.70206218059923e-05,0.21575975112961474,0.19242206676443557,0.7331610909206742,0.3545879022253114,0.3376216759810478,0.11990286417573238,-0.10557042036361305,0.16488033052006562,0.5138845382064631,-0.040493396992466735,0.3137920681512461,0.11310713423088231,0.12411878081335703,0.2719924380276514,0.3670348400911736,1.0,0.5261926988993191,-0.21788206528788082,-0.19438942419878755,-0.09829048268849086,0.22761400998877995,0.09482730199972363,-0.18069671092650544,-0.2240480811730536,0.11267282112723602,0.10096864251509954
Hippocampus_R,-0.24325932412633514,0.5711973054792843,-0.1420571935105064,0.6584824829128547,0.16764259128217876,0.7546658316508158,-0.07473144113532557,0.023311254646184335,0.12058970506778761,0.6155940133132831,0.6255501155496888,0.656710429457035,0.40133879384458915,0.44371095817048345,0.4142713555532887,-0.2039328223397439,0.25924379316262525,0.16761665629472608,-0.041468835893134944,0.30466651295963576,0.4679257279646872,0.3813322995259743,0.5963522267261807,0.4798026276356026,0.5261926988993191,1.0,-0.41690785722332074,-0.085547170275758,-0.05901493638809626,0.5723564016012176,0.33886587434800125,-0.10180762406034444,-0.3410225913547478,0.3590895370289198,0.1800712808602088
Vermis_6,0.3850885348126885,-0.2296007792715134,0.18930242090073698,-0.3312619818559882,-0.049734669665207135,-0.5463852427988912,0.30329413310073355,0.02601297549226192,0.05974630035043533,-0.23190299504168552,-0.34235370843391827,-0.2849654957832684,-0.22865523556056858,-0.2638404875428172,-0.26881884444833376,0.11248107767489013,-0.2833628908583095,0.021352260754692796,0.19193794599345507,0.13397617342003082,-0.14298281092666107,-0.34090028991996035,-0.21087201686924362,-0.12275298972003476,-0.21788206528788082,-0.41690785722332074,1.0,0.36620912328930355,0.4374517988116997,-0.12734158216405084,-0.3017081047382757,-0.11724228813405012,0.5337724684780926,-0.4979731125828857,-0.2868073713199646
Parietal_Sup_L,0.028094005036509828,-0.022929509475594002,0.04974562471414203,-0.21864409952102257,0.12186209586860554,-0.42615565512508297,0.4877275663919889,-0.023219364347606325,0.22367352200161406,0.1458173033469053,-0.0669984535907586,-0.13094309611591887,0.18613835751577626,0.12425567331854893,0.08081511914905926,0.16500350308514794,0.23407114461929385,-0.09441444891546127,0.3647638232551969,0.43832375168738613,0.15156208227120718,-0.32996123570026475,0.15290239346470244,0.3059209915138793,-0.19438942419878755,-0.085547170275758,0.36620912328930355,1.0,0.9194692276532986,0.12524200770653032,-0.25520559697549283,-0.11036045784659876,0.5702453282379006,-0.44146315228671407,0.054006496355590516
Precuneus_L,0.049799780774677546,0.03275947561980586,0.04338781769088288,-0.12439749351673185,0.12076660013037395,-0.38617957713526174,0.613130902795738,0.059846698544366896,0.24698938546194918,0.1455087188866771,-0.0076907862299128195,-0.05264198194085865,0.2428195296713021,0.24945257463357814,0.12398837480369464,0.2966290335227393,0.26195213993140004,-0.08548844379302656,0.3685291915798415,0.5451584202805151,0.17998488994163545,-0.2884751579008055,0.18459389934777215,0.4219232089723241,-0.09829048268849086,-0.05901493638809626,0.4374517988116997,0.9194692276532986,1.0,0.24867675906816353,-0.25519032770219324,-0.11862672892875643,0.5656950368768164,-0.41086791750819107,0.1410146045190406
SupraMarginal_R,-0.13979104740968618,0.4245836366102402,-0.21224733379475444,0.8103133242015484,0.2833101940464233,0.5504176989352437,0.4388221632396546,0.06925943265178099,-0.01071633109053818,0.6615729977150333,0.6671275727135924,0.40120008754375114,0.25065885147184375,0.5724890023179361,0.542451826285919,0.03880780520831993,0.16319405126938305,-0.1735071148222121,-0.20792236132601655,0.34012091970721287,0.3544830558027195,0.4386729659856527,0.37983982359540597,0.5513011216705159,0.22761400998877995,0.5723564016012176,-0.12734158216405084,0.12524200770653032,0.24867675906816353,1.0,0.4728266400035461,-0.08600913473456992,-0.30162770221297647,0.3025518557577521,0.12455401716381993
Vermis_10,-0.5175189818713927,0.07663909128611629,-0.3101688684538589,0.5781454736299133,-0.04942484713560651,0.5400752119920598,0.15678550748908968,-0.027804402782850346,-0.30456491146559667,0.19035562597049824,0.3677253904306635,0.0804938557633901,-0.03481997904904301,0.2129525364607848,0.34511376885600903,-0.03999340892146421,0.2703309218724679,-0.2021348671375966,-0.32262570086038095,-0.1602691485103685,0.1646372400837801,0.41018394405108144,0.1231298249123803,0.16432814172252008,0.09482730199972363,0.33886587434800125,-0.3017081047382757,-0.25520559697549283,-0.25519032770219324,0.4728266400035461,1.0,-0.03225853601013894,-0.4341818690998,0.5502580138788635,0.283661920479714
ACC_sub_L,-0.10031401776774404,-0.07066832663408015,-0.09039204607924495,-0.07768751805570989,-0.008176378042594015,-0.1245302708112598,-0.1523816952876816,0.056392478079758224,-0.06231448286035947,-0.0338816168635746,-0.00425115580735867,-0.22122876001316774,-0.11259867282089414,-0.031225476568623955,-0.0707219931228698,0.038374559209286424,-0.07335667610753338,-0.14337975543908427,-0.07938774100600456,-0.16046731177510057,0.02150719782200064,0.061644031772269285,-0.08672354639697631,-0.15213179089170706,-0.18069671092650544,-0.10180762406034444,-0.11724228813405012,-0.11036045784659876,-0.11862672892875643,-0.08600913473456992,-0.03225853601013894,1.0,-0.038850536506519644,0.008966518769225983,-0.06333847722606746
Occipital_Sup_R,0.19383239167867936,-0.2692624959057404,0.1383122614832355,-0.5172107247957235,-0.08949802134996694,-0.6247114107914339,0.26730843099627777,0.12411056281739215,0.23745933719089538,-0.36410220100959784,-0.5840983149936909,-0.35916152753478764,-0.19128509157148713,-0.38599725058790035,-0.4324783034019062,0.03277597006124417,-0.21887277282869222,0.07543706506065118,0.2851080280279933,0.04437131222382222,-0.04912877678688508,-0.563756969966931,-0.22013051873466366,-0.19342168459535652,-0.2240480811730536,-0.3410225913547478,0.5337724684780926,0.5702453282379006,0.5656950368768164,-0.30162770221297647,-0.4341818690998,-0.038850536506519644,1.0,-0.5730552367795411,-0.21626416093911105
Vermis_9,-0.34020836747025246,0.21142122356569945,-0.2637916518446382,0.48151934557641035,0.059635915726108345,0.5748245268688603,-0.1850261559725519,-0.011112922009079934,-0.10044525639756198,0.2233459058793599,0.40939669155799757,0.23594360070427564,0.08077332958175301,0.22390799610676915,0.27488894507717476,-0.014867640595473634,0.2268003596721226,-0.10865815070563699,-0.2979599167227383,-0.13574301767124888,0.10836158861398335,0.37399244161181816,0.1875226664376046,0.11626061386277904,0.11267282112723602,0.3590895370289198,-0.4979731125828857,-0.44146315228671407,-0.41086791750819107,0.3025518557577521,0.5502580138788635,0.008966518769225983,-0.5730552367795411,1.0,0.3053278814318781
Temporal_Mid_L,-0.4473444204999374,0.2251096001568312,-0.140308366391007,0.15482018470982298,0.03910614574632972,0.2504261910133317,0.12512721869237156,0.08058243390995291,-0.06996215945554987,-0.00013226648393667009,0.2592330421910496,0.14781485678164757,0.43029507962049923,0.3856757399318968,0.36758911886097145,0.2505863429578687,0.8102244334108125,-0.120045503092975,0.03364620008263082,0.16972680376950136,0.28661207812679385,0.1408639858299089,0.35737509432672326,0.4138066535018386,0.10096864251509954,0.1800712808602088,-0.2868073713199646,0.054006496355590516,0.1410146045190406,0.12455401716381993,0.283661920479714,-0.06333847722606746,-0.21626416093911105,0.3053278814318781,1.0
